field	occupation	n	count	expected	diff
SOCIOLOGY	SAL-SALES REPRESENTATIVES, WHOLESALE AND MANUFACTURING	214	7566	8273.95765831792	0.914435426484664
SOCIOLOGY	SAL-SECURITIES, COMMODITIES, AND FINANCIAL SERVICES SALES	40	1562	2585.66601372457	0.604099675560954
FINE ARTS	BUS-HUMAN RESOURCES WORKERS	54	2264	3433.49560857038	0.659386310076765
FINE ARTS	BUS-MANAGEMENT ANALYSTS	67	2182	4183.33689288892	0.5215931816797
FINE ARTS	BUS-MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS	57	2003	1804.6552099526	1.10990730470482
FINE ARTS	CMM-COMPUTER OCCUPATIONS, ALL OTHER	19	523	1639.01114948662	0.319094839692711
FINE ARTS	CMM-COMPUTER PROGRAMMERS	38	1214	3050.9040790453	0.397914837224214
FINE ARTS	CMM-COMPUTER SUPPORT SPECIALISTS	41	1667	2079.73654976728	0.801543830244526
FINE ARTS	CMM-COMPUTER SYSTEMS ANALYSTS	32	1070	3163.93859238551	0.338186083186038
FINE ARTS	CMM-SOFTWARE DEVELOPERS, APPLICATIONS AND SYSTEMS SOFTWARE	68	2217	7658.0829257726	0.289498040369723
FINE ARTS	CMS-CLERGY	43	1179	2220.59609627392	0.530938517805339
FINE ARTS	CMS-COUNSELORS	77	2882	4302.19549935823	0.669890524600734
FINE ARTS	CMS-SOCIAL WORKERS	82	2838	5491.26333646096	0.516820961973579
FINE ARTS	EDU-ELEMENTARY AND MIDDLE SCHOOL TEACHERS	724	22330	28802.5386794114	0.775278882481352
FINE ARTS	EDU-OTHER TEACHERS AND INSTRUCTORS	97	4065	2357.66569982523	1.72416301441775
FINE ARTS	EDU-POSTSECONDARY TEACHERS	312	9616	7840.20360264609	1.22649876040905
FINE ARTS	EDU-PRESCHOOL AND KINDERGARTEN TEACHERS	48	1611	1962.48385132988	0.820898474608237
FINE ARTS	EDU-SECONDARY SCHOOL TEACHERS	282	8911	6550.9913406727	1.36025214148504
FINE ARTS	EDU-SPECIAL EDUCATION TEACHERS	26	777	1891.40636183702	0.410805428001914
FINE ARTS	EDU-TEACHER ASSISTANTS	62	1939	1473.70968273412	1.31572725803269
FINE ARTS	ENG-CIVIL ENGINEERS	6	502	2314.04923767823	0.216935747012745
FINE ARTS	ENG-ELECTRICAL AND ELECTRONICS ENGINEERS	5	173	1664.40590849808	0.103940991267035
FINE ARTS	ENG-MECHANICAL ENGINEERS	9	220	1476.19348715683	0.149031954085994
FINE ARTS	ENG-MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS	19	696	3242.45678909295	0.214652050982213
FINE ARTS	ENT-DESIGNERS	1062	38237	3515.34338793067	10.8771735163285
FINE ARTS	FIN-ACCOUNTANTS AND AUDITORS	103	4027	7420.2800644056	0.542701887940477
FINE ARTS	FIN-CREDIT COUNSELORS AND LOAN OFFICERS	26	763	1441.9662339698	0.529138603959835
FINE ARTS	FIN-PERSONAL FINANCIAL ADVISORS	19	589	2212.73785297105	0.266186073153287
FINE ARTS	HLS-NURSING, PSYCHIATRIC, AND HOME HEALTH AIDES	33	1612	1476.06501451428	1.09209281715173
FINE ARTS	LGL-LAWYERS, AND JUDGES, MAGISTRATES, AND OTHER JUDICIAL	70	2348	8297.87668569029	0.282963954387166
FINE ARTS	MED-CLINICAL LABORATORY TECHNOLOGISTS AND TECHNICIANS	9	251	1484.76903604729	0.169049861565139
FINE ARTS	MED-PHARMACISTS	3	243	1979.70989148563	0.12274525729507
FINE ARTS	MED-PHYSICAL THERAPISTS	2	56	1514.6068072804	0.0369732921645536
FINE ARTS	MED-PHYSICIANS AND SURGEONS	38	1284	6693.34973467581	0.191832199257132
FINE ARTS	MED-REGISTERED NURSES	79	2581	12758.0828293361	0.202303123010396
FINE ARTS	MGR-CHIEF EXECUTIVES AND LEGISLATORS	119	3733	5295.83503502961	0.704893557920111
FINE ARTS	MGR-COMPUTER AND INFORMATION SYSTEMS MANAGERS	53	1558	3618.15362013431	0.43060637097608
FINE ARTS	MGR-CONSTRUCTION MANAGERS	49	1621	1971.41269998737	0.82225299654932
FINE ARTS	MGR-EDUCATION ADMINISTRATORS	123	4231	5671.82092951672	0.745968543890632
FINE ARTS	MGR-FINANCIAL MANAGERS	62	2587	5148.45550191336	0.502480792353857
FINE ARTS	MGR-FOOD SERVICE MANAGERS	61	2409	1875.93611446284	1.2841588694985
FINE ARTS	MGR-GENERAL AND OPERATIONS MANAGERS	106	3889	4319.53930610299	0.900327494301374
FINE ARTS	MGR-HUMAN RESOURCES MANAGERS	35	1357	1785.50208015854	0.760010315910417
FINE ARTS	MGR-MARKETING AND SALES MANAGERS	122	4317	5225.38920269597	0.826158556337335
FINE ARTS	MGR-MEDICAL AND HEALTH SERVICES MANAGERS	41	1337	3144.41075071734	0.425198902431875
FINE ARTS	MGR-MISCELLANEOUS MANAGERS, INCLUDING FUNERAL SERVICE	377	13733	15081.0716217254	0.910611682277049
FINE ARTS	MGR-PROPERTY, REAL ESTATE, AND COMMUNITY ASSOCIATION	34	1008	1488.17356107497	0.67734034951668
FINE ARTS	MGR-SOCIAL AND COMMUNITY SERVICE MANAGERS	45	1347	1863.03531993973	0.723013667848001
FINE ARTS	OFF-CUSTOMER SERVICE REPRESENTATIVES	139	4842	4294.93679505394	1.12737398268027
FINE ARTS	OFF-FIRST-LINE SUPERVISORS OF OFFICE AND ADMINISTRATIVE	78	2576	3761.20790761792	0.684886361847372
FINE ARTS	OFF-MISCELLANEOUS OFFICE AND ADMINISTRATIVE SUPPORT	50	1512	1461.77243303017	1.0343607293686
FINE ARTS	OFF-OFFICE CLERKS, GENERAL	49	1997	1688.30182001308	1.18284537535151
FINE ARTS	OFF-SECRETARIES AND ADMINISTRATIVE ASSISTANTS	206	7257	5170.89539014608	1.4034319885545
FINE ARTS	PRT-POLICE OFFICERS	23	847	2318.49224989989	0.365323627903684
FINE ARTS	SAL-FIRST-LINE SUPERVISORS OF NON-RETAIL SALES WORKERS	92	3280	3834.70496521221	0.855346116521506
FINE ARTS	SAL-FIRST-LINE SUPERVISORS OF RETAIL SALES WORKERS	294	11245	6363.41057649068	1.7671341279697
FINE ARTS	SAL-INSURANCE SALES AGENTS	30	1136	2031.37730589934	0.559226489683101
FINE ARTS	SAL-REAL ESTATE BROKERS AND SALES AGENTS	67	2347	2209.03355844409	1.06245556615857
FINE ARTS	SAL-RETAIL SALESPERSONS	221	8314	4823.54818889492	1.72362743657066
FINE ARTS	SAL-SALES REPRESENTATIVES, SERVICES, ALL OTHER	43	1422	2542.53783246009	0.559283713243359
FINE ARTS	SAL-SALES REPRESENTATIVES, WHOLESALE AND MANUFACTURING	111	4341	5715.40527350308	0.759526191454017
FINE ARTS	SAL-SECURITIES, COMMODITIES, AND FINANCIAL SERVICES SALES	16	500	1786.10161915712	0.279939279286894
DRAMA AND THEATER ARTS	BUS-HUMAN RESOURCES WORKERS	35	1080	1334.95811733816	0.809014145068061
DRAMA AND THEATER ARTS	BUS-MANAGEMENT ANALYSTS	28	831	1626.4996899319	0.510913100779499
DRAMA AND THEATER ARTS	BUS-MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS	14	407	701.657842668954	0.580054800573254
DRAMA AND THEATER ARTS	CMM-COMPUTER OCCUPATIONS, ALL OTHER	5	254	637.254707113474	0.398584737256042
DRAMA AND THEATER ARTS	CMM-COMPUTER PROGRAMMERS	12	514	1186.20485646622	0.433314698720117
DRAMA AND THEATER ARTS	CMM-COMPUTER SUPPORT SPECIALISTS	22	894	808.610671324753	1.10560005167302
DRAMA AND THEATER ARTS	CMM-COMPUTER SYSTEMS ANALYSTS	13	434	1230.15316988367	0.352801594651048
DRAMA AND THEATER ARTS	CMM-SOFTWARE DEVELOPERS, APPLICATIONS AND SYSTEMS SOFTWARE	21	594	2977.49615275191	0.199496479433232
DRAMA AND THEATER ARTS	CMS-CLERGY	16	493	863.377479397624	0.571013272600027
DRAMA AND THEATER ARTS	CMS-COUNSELORS	33	1059	1672.71243624375	0.633103441484596
DRAMA AND THEATER ARTS	CMS-SOCIAL WORKERS	20	789	2135.0272145833	0.369550324516118
DRAMA AND THEATER ARTS	EDU-ELEMENTARY AND MIDDLE SCHOOL TEACHERS	228	6901	11198.5530763607	0.616240326133518
DRAMA AND THEATER ARTS	EDU-OTHER TEACHERS AND INSTRUCTORS	75	2496	916.670741064947	2.72289698818166
DRAMA AND THEATER ARTS	EDU-POSTSECONDARY TEACHERS	186	5471	3048.30546886711	1.79476763594604
DRAMA AND THEATER ARTS	EDU-PRESCHOOL AND KINDERGARTEN TEACHERS	18	600	763.022309083051	0.786346602003079
DRAMA AND THEATER ARTS	EDU-SECONDARY SCHOOL TEACHERS	90	2935	2547.05409991316	1.15231160582732
DRAMA AND THEATER ARTS	EDU-SPECIAL EDUCATION TEACHERS	13	505	735.387070138322	0.686713188885701
DRAMA AND THEATER ARTS	EDU-TEACHER ASSISTANTS	24	860	572.984773492958	1.50091248456286
DRAMA AND THEATER ARTS	ENG-CIVIL ENGINEERS	1	22	899.712469719741	0.0244522564045966
DRAMA AND THEATER ARTS	ENG-ELECTRICAL AND ELECTRONICS ENGINEERS	2	102	647.128300542739	0.157619439475068
DRAMA AND THEATER ARTS	ENG-MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS	2	54	1260.68138835341	0.0428339789092388
DRAMA AND THEATER ARTS	ENT-DESIGNERS	108	3740	1366.78089211334	2.73635666227169
DRAMA AND THEATER ARTS	FIN-ACCOUNTANTS AND AUDITORS	30	959	2885.03735964447	0.332404707618129
DRAMA AND THEATER ARTS	FIN-CREDIT COUNSELORS AND LOAN OFFICERS	5	168	560.642781706375	0.299656047454449
DRAMA AND THEATER ARTS	FIN-PERSONAL FINANCIAL ADVISORS	10	569	860.322160014369	0.661380150884985
DRAMA AND THEATER ARTS	HLS-NURSING, PSYCHIATRIC, AND HOME HEALTH AIDES	6	211	573.900536795841	0.367659527168313
DRAMA AND THEATER ARTS	LGL-LAWYERS, AND JUDGES, MAGISTRATES, AND OTHER JUDICIAL	56	1927	3226.25076629868	0.597287731049733
DRAMA AND THEATER ARTS	MED-CLINICAL LABORATORY TECHNOLOGISTS AND TECHNICIANS	4	322	577.28469845604	0.557783708560431
DRAMA AND THEATER ARTS	MED-PHARMACISTS	2	77	769.7198688755	0.100036393905865
DRAMA AND THEATER ARTS	MED-PHYSICAL THERAPISTS	4	85	588.885754479381	0.144340390905102
DRAMA AND THEATER ARTS	MED-PHYSICIANS AND SURGEONS	19	700	2602.40366645151	0.268982098751222
DRAMA AND THEATER ARTS	MED-REGISTERED NURSES	24	798	4960.39843248447	0.160874173891776
DRAMA AND THEATER ARTS	MGR-CHIEF EXECUTIVES AND LEGISLATORS	34	1359	2059.04383580681	0.660015088735346
DRAMA AND THEATER ARTS	MGR-COMPUTER AND INFORMATION SYSTEMS MANAGERS	26	916	1406.75396028419	0.65114442600535
DRAMA AND THEATER ARTS	MGR-CONSTRUCTION MANAGERS	8	170	766.493884513071	0.221789114609826
DRAMA AND THEATER ARTS	MGR-EDUCATION ADMINISTRATORS	64	2255	2205.22879687021	1.02256963232134
DRAMA AND THEATER ARTS	MGR-FINANCIAL MANAGERS	33	977	2001.74202840914	0.488074879846759
DRAMA AND THEATER ARTS	MGR-FOOD SERVICE MANAGERS	32	1116	729.372170262568	1.53008305704651
DRAMA AND THEATER ARTS	MGR-GENERAL AND OPERATIONS MANAGERS	61	2116	1679.45578420134	1.25993194932861
DRAMA AND THEATER ARTS	MGR-HUMAN RESOURCES MANAGERS	15	657	694.211021992328	0.94639811121763
DRAMA AND THEATER ARTS	MGR-MARKETING AND SALES MANAGERS	46	1848	2031.65418792968	0.909603618066111
DRAMA AND THEATER ARTS	MGR-MEDICAL AND HEALTH SERVICES MANAGERS	22	758	1222.56065959068	0.620010135328406
DRAMA AND THEATER ARTS	MGR-MISCELLANEOUS MANAGERS, INCLUDING FUNERAL SERVICE	165	5475	5863.5866401947	0.933728848222186
DRAMA AND THEATER ARTS	MGR-PROPERTY, REAL ESTATE, AND COMMUNITY ASSOCIATION	17	695	578.608392684753	1.20115782762014
DRAMA AND THEATER ARTS	MGR-SOCIAL AND COMMUNITY SERVICE MANAGERS	32	1097	724.35628489905	1.5144481008443
DRAMA AND THEATER ARTS	OFF-CUSTOMER SERVICE REPRESENTATIVES	66	2553	1669.89022024668	1.52884301557432
DRAMA AND THEATER ARTS	OFF-FIRST-LINE SUPERVISORS OF OFFICE AND ADMINISTRATIVE	50	2064	1462.37409325293	1.41140355913227
DRAMA AND THEATER ARTS	OFF-MISCELLANEOUS OFFICE AND ADMINISTRATIVE SUPPORT	26	1123	568.343518571528	1.97591766828369
DRAMA AND THEATER ARTS	OFF-OFFICE CLERKS, GENERAL	26	1130	656.419135506534	1.72146108922925
DRAMA AND THEATER ARTS	OFF-SECRETARIES AND ADMINISTRATIVE ASSISTANTS	133	4980	2010.46675514934	2.47703673151764
DRAMA AND THEATER ARTS	PRT-POLICE OFFICERS	8	205	901.439932313816	0.227413932588726
DRAMA AND THEATER ARTS	SAL-FIRST-LINE SUPERVISORS OF NON-RETAIL SALES WORKERS	35	1041	1490.95007086334	0.698212515860576
DRAMA AND THEATER ARTS	SAL-FIRST-LINE SUPERVISORS OF RETAIL SALES WORKERS	64	2372	2474.12187795947	0.958723990572488
DRAMA AND THEATER ARTS	SAL-INSURANCE SALES AGENTS	12	363	789.808385692378	0.459605148002802
DRAMA AND THEATER ARTS	SAL-REAL ESTATE BROKERS AND SALES AGENTS	25	1008	858.881914092563	1.17361884498987
DRAMA AND THEATER ARTS	SAL-RETAIL SALESPERSONS	71	2641	1875.4166433369	1.40822041298562
DRAMA AND THEATER ARTS	SAL-SALES REPRESENTATIVES, SERVICES, ALL OTHER	26	816	988.549835220328	0.825451556337704
DRAMA AND THEATER ARTS	SAL-SALES REPRESENTATIVES, WHOLESALE AND MANUFACTURING	26	923	2222.17458053402	0.415358904779746
DRAMA AND THEATER ARTS	SAL-SECURITIES, COMMODITIES, AND FINANCIAL SERVICES SALES	9	226	694.444125378517	0.325440149525083
MUSIC	BUS-HUMAN RESOURCES WORKERS	41	1523	2113.09503047583	0.720743732787565
MUSIC	BUS-MANAGEMENT ANALYSTS	44	1446	2574.57396395227	0.561646322943553
MUSIC	BUS-MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS	27	874	1110.64885196138	0.786927387946725
MUSIC	CMM-COMPUTER OCCUPATIONS, ALL OTHER	23	848	1008.70561949451	0.840681348067595
MUSIC	CMM-COMPUTER PROGRAMMERS	46	1476	1877.63462746159	0.786095430075996
MUSIC	CMM-COMPUTER SUPPORT SPECIALISTS	36	1302	1279.94366937374	1.01723226666456
MUSIC	CMM-COMPUTER SYSTEMS ANALYSTS	33	995	1947.20007784843	0.510990119258535
MUSIC	CMM-SOFTWARE DEVELOPERS, APPLICATIONS AND SYSTEMS SOFTWARE	82	2776	4713.05596926618	0.589002129001286
MUSIC	CMS-CLERGY	140	4537	1366.63363250498	3.3198363424467
MUSIC	CMS-COUNSELORS	41	1439	2647.72376791086	0.54348569795686
MUSIC	CMS-SOCIAL WORKERS	38	1370	3379.51830733263	0.405383216012612
MUSIC	EDU-ELEMENTARY AND MIDDLE SCHOOL TEACHERS	554	17751	17726.1043225547	1.00140446411644
MUSIC	EDU-OTHER TEACHERS AND INSTRUCTORS	276	9648	1450.99113026051	6.64924808897201
MUSIC	EDU-POSTSECONDARY TEACHERS	430	14266	4825.13949612076	2.95659845927135
MUSIC	EDU-PRESCHOOL AND KINDERGARTEN TEACHERS	28	1095	1207.78219820147	0.906620416852128
MUSIC	EDU-SECONDARY SCHOOL TEACHERS	291	9440	4031.71252414372	2.34143678237697
MUSIC	EDU-SPECIAL EDUCATION TEACHERS	13	400	1164.0385890787	0.343631219577169
MUSIC	EDU-TEACHER ASSISTANTS	21	868	906.97323135538	0.957029347716097
MUSIC	ENG-CIVIL ENGINEERS	5	132	1424.1480117839	0.0926869952475345
MUSIC	ENG-ELECTRICAL AND ELECTRONICS ENGINEERS	5	144	1024.33445528894	0.1405790845524
MUSIC	ENG-MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS	10	313	1995.52296221452	0.156851114182445
MUSIC	ENT-DESIGNERS	41	1245	2163.46705815223	0.57546519846867
MUSIC	FIN-ACCOUNTANTS AND AUDITORS	97	3394	4566.70365026707	0.743205659907779
MUSIC	FIN-CREDIT COUNSELORS AND LOAN OFFICERS	8	182	887.437186612342	0.205084937554575
MUSIC	FIN-PERSONAL FINANCIAL ADVISORS	21	673	1361.79739073723	0.494199801363741
MUSIC	HLS-NURSING, PSYCHIATRIC, AND HOME HEALTH AIDES	20	670	908.422786108658	0.737542045670198
MUSIC	LGL-LAWYERS, AND JUDGES, MAGISTRATES, AND OTHER JUDICIAL	101	3391	5106.80775133835	0.664015597436836
MUSIC	MED-CLINICAL LABORATORY TECHNOLOGISTS AND TECHNICIANS	3	58	913.779549810543	0.0634726395573477
MUSIC	MED-PHARMACISTS	3	69	1218.38371455613	0.0566324050261436
MUSIC	MED-PHYSICAL THERAPISTS	2	60	932.142772980475	0.0643678219036697
MUSIC	MED-PHYSICIANS AND SURGEONS	50	1721	4119.32493120887	0.417786901674432
MUSIC	MED-REGISTERED NURSES	37	1317	7851.77687653841	0.167732733712197
MUSIC	MGR-CHIEF EXECUTIVES AND LEGISLATORS	66	2537	3259.24479612203	0.77840118146959
MUSIC	MGR-COMPUTER AND INFORMATION SYSTEMS MANAGERS	47	1594	2226.7401231328	0.7158446481655
MUSIC	MGR-CONSTRUCTION MANAGERS	6	205	1213.27732849344	0.168963842961241
MUSIC	MGR-EDUCATION ADMINISTRATORS	120	3841	3490.63985694185	1.10037132371631
MUSIC	MGR-FINANCIAL MANAGERS	59	2258	3168.5422018783	0.712630558829694
MUSIC	MGR-FOOD SERVICE MANAGERS	36	1430	1154.51764990376	1.23861250637373
MUSIC	MGR-GENERAL AND OPERATIONS MANAGERS	58	2184	2658.39776200318	0.821547486691494
MUSIC	MGR-HUMAN RESOURCES MANAGERS	23	722	1098.86133626314	0.657043774472293
MUSIC	MGR-MARKETING AND SALES MANAGERS	62	2100	3215.88993122854	0.653007424043818
MUSIC	MGR-MEDICAL AND HEALTH SERVICES MANAGERS	27	764	1935.18195116671	0.394794918141618
MUSIC	MGR-MISCELLANEOUS MANAGERS, INCLUDING FUNERAL SERVICE	185	6910	9281.42660749952	0.744497617900315
MUSIC	MGR-PROPERTY, REAL ESTATE, AND COMMUNITY ASSOCIATION	14	503	915.874815317553	0.549201693929753
MUSIC	MGR-SOCIAL AND COMMUNITY SERVICE MANAGERS	33	943	1146.57804318694	0.822447286168944
MUSIC	OFF-CUSTOMER SERVICE REPRESENTATIVES	86	3395	2643.25650371667	1.2844005094573
MUSIC	OFF-FIRST-LINE SUPERVISORS OF OFFICE AND ADMINISTRATIVE	47	1618	2314.78080773869	0.698986268847037
MUSIC	OFF-MISCELLANEOUS OFFICE AND ADMINISTRATIVE SUPPORT	23	719	899.626624310359	0.799220454987285
MUSIC	OFF-OFFICE CLERKS, GENERAL	37	1447	1039.04084714946	1.39263052455516
MUSIC	OFF-SECRETARIES AND ADMINISTRATIVE ASSISTANTS	172	5755	3182.35250534589	1.80841059886749
MUSIC	PRT-POLICE OFFICERS	8	246	1426.8823991594	0.172403836605541
MUSIC	SAL-FIRST-LINE SUPERVISORS OF NON-RETAIL SALES WORKERS	52	1611	2360.0135049262	0.682623212383006
MUSIC	SAL-FIRST-LINE SUPERVISORS OF RETAIL SALES WORKERS	102	4246	3916.26866581564	1.08419527931332
MUSIC	SAL-INSURANCE SALES AGENTS	22	654	1250.18167473485	0.523123969273272
MUSIC	SAL-REAL ESTATE BROKERS AND SALES AGENTS	25	867	1359.51763644344	0.637726188141341
MUSIC	SAL-RETAIL SALESPERSONS	105	4410	2968.58271254888	1.48555739456338
MUSIC	SAL-SALES REPRESENTATIVES, SERVICES, ALL OTHER	31	1216	1564.76800062232	0.777112006071435
MUSIC	SAL-SALES REPRESENTATIVES, WHOLESALE AND MANUFACTURING	56	2005	3517.46320876273	0.570013069363492
MUSIC	SAL-SECURITIES, COMMODITIES, AND FINANCIAL SERVICES SALES	12	420	1099.2303138367	0.382085532679728
COMMERCIAL ART AND GRAPHIC DESIGN	BUS-HUMAN RESOURCES WORKERS	35	1260	3193.87552262536	0.394505042877903
COMMERCIAL ART AND GRAPHIC DESIGN	BUS-MANAGEMENT ANALYSTS	43	1615	3891.3861639266	0.415019207029915
COMMERCIAL ART AND GRAPHIC DESIGN	BUS-MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS	79	2858	1678.71020060685	1.70249754779999
COMMERCIAL ART AND GRAPHIC DESIGN	CMM-COMPUTER OCCUPATIONS, ALL OTHER	22	773	1524.62626676695	0.507009499212674
COMMERCIAL ART AND GRAPHIC DESIGN	CMM-COMPUTER PROGRAMMERS	32	1241	2837.98465785657	0.437282138423287
COMMERCIAL ART AND GRAPHIC DESIGN	CMM-COMPUTER SUPPORT SPECIALISTS	36	1273	1934.59389994	0.658019235995463
COMMERCIAL ART AND GRAPHIC DESIGN	CMM-COMPUTER SYSTEMS ANALYSTS	24	1251	2943.130610124	0.425057588574805
COMMERCIAL ART AND GRAPHIC DESIGN	CMM-SOFTWARE DEVELOPERS, APPLICATIONS AND SYSTEMS SOFTWARE	55	2388	7123.6332866738	0.335222196862272
COMMERCIAL ART AND GRAPHIC DESIGN	CMS-CLERGY	13	381	2065.62300526133	0.184447984472268
COMMERCIAL ART AND GRAPHIC DESIGN	CMS-COUNSELORS	29	917	4001.94975192367	0.229138309285171
COMMERCIAL ART AND GRAPHIC DESIGN	CMS-SOCIAL WORKERS	22	795	5108.03378190872	0.155637185254271
COMMERCIAL ART AND GRAPHIC DESIGN	EDU-ELEMENTARY AND MIDDLE SCHOOL TEACHERS	234	7650	26792.4394742259	0.285528311349149
COMMERCIAL ART AND GRAPHIC DESIGN	EDU-OTHER TEACHERS AND INSTRUCTORS	32	1047	2193.12666380271	0.477400606759568
COMMERCIAL ART AND GRAPHIC DESIGN	EDU-POSTSECONDARY TEACHERS	104	3037	7293.04395100618	0.41642420097866
COMMERCIAL ART AND GRAPHIC DESIGN	EDU-PRESCHOOL AND KINDERGARTEN TEACHERS	28	1047	1825.52414532426	0.57353390952494
COMMERCIAL ART AND GRAPHIC DESIGN	EDU-SECONDARY SCHOOL TEACHERS	66	2006	6093.8044713612	0.329186801025125
COMMERCIAL ART AND GRAPHIC DESIGN	EDU-SPECIAL EDUCATION TEACHERS	13	436	1759.40707986646	0.247810756810807
COMMERCIAL ART AND GRAPHIC DESIGN	EDU-TEACHER ASSISTANTS	29	1096	1370.86101738173	0.799497531918516
COMMERCIAL ART AND GRAPHIC DESIGN	ENG-CIVIL ENGINEERS	8	263	2152.5541491657	0.122180433928659
COMMERCIAL ART AND GRAPHIC DESIGN	ENG-ELECTRICAL AND ELECTRONICS ENGINEERS	7	317	1548.24875197043	0.204747460378418
COMMERCIAL ART AND GRAPHIC DESIGN	ENG-MECHANICAL ENGINEERS	13	453	1373.17147967819	0.329893248369943
COMMERCIAL ART AND GRAPHIC DESIGN	ENG-MISCELLANEOUS ENGINEERS, INCLUDING NUCLEAR ENGINEERS	23	800	3016.16910358197	0.265237117855868
COMMERCIAL ART AND GRAPHIC DESIGN	ENT-DESIGNERS	3049	110241	3270.0112306273	33.7127282522672
COMMERCIAL ART AND GRAPHIC DESIGN	FIN-ACCOUNTANTS AND AUDITORS	70	2239	6902.426439566	0.324378683293984
COMMERCIAL ART AND GRAPHIC DESIGN	FIN-CREDIT COUNSELORS AND LOAN OFFICERS	14	491	1341.33291087738	0.366053793221872
COMMERCIAL ART AND GRAPHIC DESIGN	FIN-PERSONAL FINANCIAL ADVISORS	16	795	2058.313180582	0.386238599402647
COMMERCIAL ART AND GRAPHIC DESIGN	HLS-NURSING, PSYCHIATRIC, AND HOME HEALTH AIDES	15	559	1373.05197300769	0.407122243723596
COMMERCIAL ART AND GRAPHIC DESIGN	LGL-LAWYERS, AND JUDGES, MAGISTRATES, AND OTHER JUDICIAL	12	307	7718.7765057969	0.0397731427732671
COMMERCIAL ART AND GRAPHIC DESIGN	MED-CLINICAL LABORATORY TECHNOLOGISTS AND TECHNICIANS	3	66	1381.14854993451	0.0477863152396818
COMMERCIAL ART AND GRAPHIC DESIGN	MED-PHARMACISTS	6	247	1841.54799806136	0.134126289545546
COMMERCIAL ART AND GRAPHIC DESIGN	MED-PHYSICAL THERAPISTS	7	198	1408.90397415968	0.140534772867039
COMMERCIAL ART AND GRAPHIC DESIGN	MED-PHYSICIANS AND SURGEONS	8	414	6226.22782117177	0.0664929090118141
COMMERCIAL ART AND GRAPHIC DESIGN	MED-REGISTERED NURSES	52	1907	11867.7095035545	0.16068812599675
COMMERCIAL ART AND GRAPHIC DESIGN	MGR-CHIEF EXECUTIVES AND LEGISLATORS	76	3100	4926.24421828969	0.62928264670489
COMMERCIAL ART AND GRAPHIC DESIGN	MGR-COMPUTER AND INFORMATION SYSTEMS MANAGERS	33	1334	3365.64644370024	0.39635773463281
COMMERCIAL ART AND GRAPHIC DESIGN	MGR-CONSTRUCTION MANAGERS	45	1658	1833.82985892448	0.904118771941253
COMMERCIAL ART AND GRAPHIC DESIGN	MGR-EDUCATION ADMINISTRATORS	54	2038	5275.9904484166	0.386278182253274
COMMERCIAL ART AND GRAPHIC DESIGN	MGR-FINANCIAL MANAGERS	37	1288	4789.15014944015	0.268941244231101
COMMERCIAL ART AND GRAPHIC DESIGN	MGR-FOOD SERVICE MANAGERS	37	1610	1745.01648495962	0.922627387120217
COMMERCIAL ART AND GRAPHIC DESIGN	MGR-GENERAL AND OPERATIONS MANAGERS	93	3595	4018.08315244207	0.894705227246248
COMMERCIAL ART AND GRAPHIC DESIGN	MGR-HUMAN RESOURCES MANAGERS	21	662	1660.89374781215	0.398580584021123
COMMERCIAL ART AND GRAPHIC DESIGN	MGR-MARKETING AND SALES MANAGERS	155	5921	4860.71472729521	1.21813361453837
COMMERCIAL ART AND GRAPHIC DESIGN	MGR-MEDICAL AND HEALTH SERVICES MANAGERS	16	613	2924.96559620699	0.209575114591064
COMMERCIAL ART AND GRAPHIC DESIGN	MGR-MISCELLANEOUS MANAGERS, INCLUDING FUNERAL SERVICE	354	12299	14028.5793252097	0.876710300799913
COMMERCIAL ART AND GRAPHIC DESIGN	MGR-PROPERTY, REAL ESTATE, AND COMMUNITY ASSOCIATION	38	1253	1384.31547670294	0.905140498020223
COMMERCIAL ART AND GRAPHIC DESIGN	MGR-SOCIAL AND COMMUNITY SERVICE MANAGERS	19	884	1733.01602346291	0.510093379421612
COMMERCIAL ART AND GRAPHIC DESIGN	OFF-CUSTOMER SERVICE REPRESENTATIVES	147	5614	3995.19762504004	1.40518705878629
COMMERCIAL ART AND GRAPHIC DESIGN	OFF-FIRST-LINE SUPERVISORS OF OFFICE AND ADMINISTRATIVE	63	2151	3498.71712130939	0.614796774194477
COMMERCIAL ART AND GRAPHIC DESIGN	OFF-MISCELLANEOUS OFFICE AND ADMINISTRATIVE SUPPORT	47	1671	1359.75685591382	1.2288961756159
COMMERCIAL ART AND GRAPHIC DESIGN	OFF-OFFICE CLERKS, GENERAL	39	1355	1570.47699268467	0.862795192996545
COMMERCIAL ART AND GRAPHIC DESIGN	OFF-SECRETARIES AND ADMINISTRATIVE ASSISTANTS	178	5935	4810.02398122198	1.23388158212305
COMMERCIAL ART AND GRAPHIC DESIGN	PRT-POLICE OFFICERS	12	410	2156.68708818739	0.190106391532482
