AC_NAME,AC_NO,NAME,#,ST_CD,ST_NAME,State-code,VOTES,YEAR,polled_votes,vote_percent,PARTY
Holalkere,102,M.HANUMAKKA,5,S10,Karnataka,S10,1402,2018,188486,0.74,IND
Holalkere,102,G.SHANTHAPPA,6,S10,Karnataka,S10,1015,2018,188486,0.54,IND
Holalkere,102,C.T. VISWANATHA,7,S10,Karnataka,S10,684,2018,188486,0.36,IND
Holalkere,102,NIRANJANA.A.D. CHEELANGI,8,S10,Karnataka,S10,523,2018,188486,0.28,ASP
Holalkere,102,HULAPPA.R,10,S10,Karnataka,S10,281,2018,188486,0.15,IND
Holalkere,102,DAYANANDA .T,11,S10,Karnataka,S10,268,2018,188486,0.14,BJC
Holalkere,102,H.VITTAL NAIK,12,S10,Karnataka,S10,258,2018,188486,0.14,IND
Holalkere,102,S.THIPPESWAMY,13,S10,Karnataka,S10,215,2018,188486,0.11,RS
Holalkere,102,H.RAMACHANDRAPPA,14,S10,Karnataka,S10,203,2018,188486,0.11,JDU
Holalkere,102,G.N.PARAMESHA,15,S10,Karnataka,S10,191,2018,188486,0.1,INCP
Holalkere,102,HOLIYAPPA.K,16,S10,Karnataka,S10,144,2018,188486,0.08,IND
Holalkere,102,A.BASAVARAJAPPA,17,S10,Karnataka,S10,139,2018,188486,0.07,IND
Holalkere,102,M.H.SHASHIDHAR,18,S10,Karnataka,S10,119,2018,188486,0.06,KJP
Holalkere,102,H.ANJANEYA,19,S10,Karnataka,S10,113,2018,188486,0.06,IND
Holalkere,102,M.DURUGESHAPPA,20,S10,Karnataka,S10,94,2018,188486,0.05,IND
Holalkere,102,S.MEETYA NAIK,21,S10,Karnataka,S10,92,2018,188486,0.05,SP
Holalkere,102,None of the Above,9,S10,Karnataka,S10,398,2018,188486,0.21,NOTA
Jagalur,103,S.V.RAMACHANDRA,1,S10,Karnataka,S10,78948,2018,148335,53.22,BJP
Jagalur,103,H.P.RAJESH,2,S10,Karnataka,S10,49727,2018,148335,33.52,INC
Jagalur,103,DEVENDRAPPA.B,3,S10,Karnataka,S10,13401,2018,148335,9.03,JDS
Jagalur,103,A.L.PUSHPA LAKSHMANA SWAMY,4,S10,Karnataka,S10,1856,2018,148335,1.25,IND
Jagalur,103,AJJAPPA.T,6,S10,Karnataka,S10,847,2018,148335,0.57,CPI(ML)
Jagalur,103,M. NAGENDRAPPA,7,S10,Karnataka,S10,531,2018,148335,0.36,IND
Jagalur,103,M.B.HANUMANTHAPPA,8,S10,Karnataka,S10,509,2018,148335,0.34,IND
Jagalur,103,P.BASAVARAJA,9,S10,Karnataka,S10,464,2018,148335,0.31,KRRS
Jagalur,103,B.H.SIDDAPPA,10,S10,Karnataka,S10,358,2018,148335,0.24,SP
Jagalur,103,G.N.BHEEMAPPA,11,S10,Karnataka,S10,341,2018,148335,0.23,IND
Jagalur,103,G.KENCHANAGOWDA,12,S10,Karnataka,S10,273,2018,148335,0.18,IND
Jagalur,103,CHANDRANNA,13,S10,Karnataka,S10,225,2018,148335,0.15,IND
Jagalur,103,None of the Above,5,S10,Karnataka,S10,855,2018,148335,0.58,NOTA
Harapanahalli,104,G KARUNAKARA REDDY,1,S10,Karnataka,S10,67603,2018,168414,40.14,BJP
Harapanahalli,104,M P RAVINDRA,2,S10,Karnataka,S10,57956,2018,168414,34.41,INC
Harapanahalli,104,ARASIKERE N KOTRESH,3,S10,Karnataka,S10,37685,2018,168414,22.38,JDS
Harapanahalli,104,ABDUL BHARI,5,S10,Karnataka,S10,783,2018,168414,0.46,JHP
Harapanahalli,104,KRISHNAMURTHY R,6,S10,Karnataka,S10,733,2018,168414,0.44,NCP
Harapanahalli,104,LALITHAMMA,7,S10,Karnataka,S10,631,2018,168414,0.37,AMEP
Harapanahalli,104,B VINAYAKUMAR,8,S10,Karnataka,S10,404,2018,168414,0.24,IND
Harapanahalli,104,H T SHREEPATHI,9,S10,Karnataka,S10,394,2018,168414,0.23,IND
Harapanahalli,104,A T DADAKHALANDAR,10,S10,Karnataka,S10,331,2018,168414,0.2,IND
Harapanahalli,104,IDLI RAMAPPA,11,S10,Karnataka,S10,306,2018,168414,0.18,CPI(ML)
Harapanahalli,104,G KALIVEERAGOUDA,12,S10,Karnataka,S10,238,2018,168414,0.14,IND
Harapanahalli,104,GADAGI GAJENDRA,13,S10,Karnataka,S10,219,2018,168414,0.13,IND
Harapanahalli,104,B L CHANNANAIK,14,S10,Karnataka,S10,177,2018,168414,0.11,SP
Harapanahalli,104,None of the Above,4,S10,Karnataka,S10,954,2018,168414,0.57,NOTA
Harihar,105,S RAMAPPA,1,S10,Karnataka,S10,64801,2018,164927,39.29,INC
Harihar,105,HARISH B.P.,2,S10,Karnataka,S10,57541,2018,164927,34.89,BJP
Harihar,105,SHIVASHANKAR H.S.,3,S10,Karnataka,S10,38204,2018,164927,23.16,JDS
Harihar,105,P BEERAPPA,4,S10,Karnataka,S10,1714,2018,164927,1.04,INCP
Harihar,105,SANKETH S.,6,S10,Karnataka,S10,427,2018,164927,0.26,IND
Harihar,105,H NAGARAJA PALEGARA,7,S10,Karnataka,S10,329,2018,164927,0.2,IND
Harihar,105,NAGAPPA D.,8,S10,Karnataka,S10,274,2018,164927,0.17,IND
Harihar,105,BEERAPPA,9,S10,Karnataka,S10,174,2018,164927,0.11,CPI(ML)
Harihar,105,SHABBIR AHAMED,10,S10,Karnataka,S10,159,2018,164927,0.1,SJP
Harihar,105,NAVEEN T.K.,11,S10,Karnataka,S10,155,2018,164927,0.09,IND
Harihar,105,THIPPESH L,12,S10,Karnataka,S10,143,2018,164927,0.09,IND
Harihar,105,None of the Above,5,S10,Karnataka,S10,1006,2018,164927,0.61,NOTA
Davanagere North,106,S.A. RAVINDRANATH,1,S10,Karnataka,S10,76540,2018,157327,48.65,BJP
Davanagere North,106,S.S. MALLIKARJUN,2,S10,Karnataka,S10,72469,2018,157327,46.06,INC
Davanagere North,106,ANANDA. M,3,S10,Karnataka,S10,5381,2018,157327,3.42,JDS
Davanagere North,106,ANANDAPPA JYOTHI,5,S10,Karnataka,S10,541,2018,157327,0.34,SHI
Davanagere North,106,M.HANUMANTHAPPA,6,S10,Karnataka,S10,260,2018,157327,0.17,IND
Davanagere North,106,S.S. SUBHAN KHAN,7,S10,Karnataka,S10,219,2018,157327,0.14,IND
Davanagere North,106,B. P. MADEV,8,S10,Karnataka,S10,184,2018,157327,0.12,IND
Davanagere North,106,B .V. THIPPESWAMY. GOSHALE,9,S10,Karnataka,S10,177,2018,157327,0.11,IND
Davanagere North,106,HEBBALU KENCHAVEERAPPA,10,S10,Karnataka,S10,148,2018,157327,0.09,VJCP
Davanagere North,106,NAGARAJ. S,11,S10,Karnataka,S10,123,2018,157327,0.08,SBKP
Davanagere North,106,NASEER HUSSAIN,12,S10,Karnataka,S10,111,2018,157327,0.07,KJP
Davanagere North,106,K.G.P. GNANAPRAKASH,13,S10,Karnataka,S10,104,2018,157327,0.07,IND
Davanagere North,106,None of the Above,4,S10,Karnataka,S10,1070,2018,157327,0.68,NOTA
Davanagere South,107,SHAMANUR SHIVASHANKARAPPA,1,S10,Karnataka,S10,71369,2018,136073,52.45,INC
Davanagere South,107,YASHAVANTHA RAO JADHAV,2,S10,Karnataka,S10,55485,2018,136073,40.78,BJP
Davanagere South,107,J. AMANULLA KHAN,3,S10,Karnataka,S10,6020,2018,136073,4.42,JDS
Davanagere South,107,NOWSHIN TAJ,5,S10,Karnataka,S10,869,2018,136073,0.64,AMEP
Davanagere South,107,AHAMED KABEER ALI,6,S10,Karnataka,S10,514,2018,136073,0.38,IND
Davanagere South,107,SADIQ K,7,S10,Karnataka,S10,261,2018,136073,0.19,IND
Davanagere South,107,MUDDAPURADA REHMAN SAB,8,S10,Karnataka,S10,202,2018,136073,0.15,LAD
Davanagere South,107,H. SHAIK HABEEBULLA,9,S10,Karnataka,S10,192,2018,136073,0.14,KJP
Davanagere South,107,RAGHAVENDRA K L,10,S10,Karnataka,S10,157,2018,136073,0.12,AAP
Davanagere South,107,RIZWAN SAB H B,11,S10,Karnataka,S10,116,2018,136073,0.09,JHP
Davanagere South,107,None of the Above,4,S10,Karnataka,S10,888,2018,136073,0.65,NOTA
Mayakonda,108,N. LINGANNA.,1,S10,Karnataka,S10,50556,2018,155163,32.58,BJP
Mayakonda,108,K.S.BASAVARAJ [BASAVANTHAPPA],2,S10,Karnataka,S10,44098,2018,155163,28.42,INC
Mayakonda,108,ANANDAPPA.H.,3,S10,Karnataka,S10,27321,2018,155163,17.61,IND
Mayakonda,108,M.BASAVARAJANAIK,4,S10,Karnataka,S10,16640,2018,155163,10.72,JDU
Mayakonda,108,SHEELA NAIK,5,S10,Karnataka,S10,11085,2018,155163,7.14,JDS
Mayakonda,108,H. NARASIMHAMURTHY,7,S10,Karnataka,S10,930,2018,155163,0.6,SJP
Mayakonda,108,BHARATH.L,8,S10,Karnataka,S10,902,2018,155163,0.58,IND
Mayakonda,108,VIMALA  RUDRAPPA,9,S10,Karnataka,S10,671,2018,155163,0.43,AMEP
Mayakonda,108,SRINIVASA.P,10,S10,Karnataka,S10,660,2018,155163,0.43,ABHN
Mayakonda,108,M.NAGARAJAPPA,11,S10,Karnataka,S10,618,2018,155163,0.4,IND
Mayakonda,108,K.C. BASAVARAJAPPA.,12,S10,Karnataka,S10,424,2018,155163,0.27,KJP
Mayakonda,108,None of the Above,6,S10,Karnataka,S10,1258,2018,155163,0.81,NOTA
Channagiri,109,K MADALU VIRUPAKSHAPPA,1,S10,Karnataka,S10,73794,2018,158094,46.68,BJP
Channagiri,109,VADNAL RAJANNA,2,S10,Karnataka,S10,48014,2018,158094,30.37,INC
Channagiri,109,D RAMESHA,3,S10,Karnataka,S10,29106,2018,158094,18.41,JDS
Channagiri,109,MAHIMA J PATEL,4,S10,Karnataka,S10,3954,2018,158094,2.5,JDU
Channagiri,109,B R RUDRESHA,6,S10,Karnataka,S10,684,2018,158094,0.43,KRRS
Channagiri,109,VIJAYKUMAR M T,7,S10,Karnataka,S10,464,2018,158094,0.29,AMEP
Channagiri,109,M B VEERABHADRAPPA,8,S10,Karnataka,S10,456,2018,158094,0.29,IND
Channagiri,109,VIJAYAKUMARA PATIL B J,9,S10,Karnataka,S10,375,2018,158094,0.24,IND
Channagiri,109,JAFFRULLA KHAN,10,S10,Karnataka,S10,177,2018,158094,0.11,IND
Channagiri,109,H R HARISH,11,S10,Karnataka,S10,124,2018,158094,0.08,ABHN
Channagiri,109,None of the Above,5,S10,Karnataka,S10,946,2018,158094,0.6,NOTA
Honnali,110,M P RENUKACHARYA,1,S10,Karnataka,S10,80624,2018,161867,49.81,BJP
Honnali,110,SHANTHANAGOWDA D G,2,S10,Karnataka,S10,76391,2018,161867,47.19,INC
Honnali,110,KATHARI SATYANARAYANA RAO,3,S10,Karnataka,S10,1395,2018,161867,0.86,BSP
Honnali,110,ABDUL RAHAMAN,5,S10,Karnataka,S10,491,2018,161867,0.3,AMEP
Honnali,110,SYED GOUSE H P,6,S10,Karnataka,S10,457,2018,161867,0.28,IND
Honnali,110,M RANGANATHASWAMY,7,S10,Karnataka,S10,388,2018,161867,0.24,IND
Honnali,110,GURUPADAIAH KABBINAKANTIMATT,8,S10,Karnataka,S10,297,2018,161867,0.18,IND
Honnali,110,S YELUMALAI,9,S10,Karnataka,S10,225,2018,161867,0.14,IND
Honnali,110,MANJUNATH A K,10,S10,Karnataka,S10,187,2018,161867,0.12,IND
Honnali,110,G C PATEL,11,S10,Karnataka,S10,162,2018,161867,0.1,SJP
Honnali,110,None of the Above,4,S10,Karnataka,S10,1250,2018,161867,0.77,NOTA
Shimoga Rural,111,K.B. ASHOK NAIK,1,S10,Karnataka,S10,69326,2018,172248,40.25,BJP
Shimoga Rural,111,SHARADA PURYANAIK,2,S10,Karnataka,S10,65549,2018,172248,38.06,JDS
Shimoga Rural,111,SREENIVAS KARIYANNA,3,S10,Karnataka,S10,33493,2018,172248,19.44,INC
Shimoga Rural,111,MAMATHA RANI,5,S10,Karnataka,S10,951,2018,172248,0.55,IND
Shimoga Rural,111,MANIKANTA B.L.,6,S10,Karnataka,S10,610,2018,172248,0.35,IND
Shimoga Rural,111,S. KRISHNA,7,S10,Karnataka,S10,570,2018,172248,0.33,AMEP
Shimoga Rural,111,L.RANGASWAMY,8,S10,Karnataka,S10,421,2018,172248,0.24,RS
Shimoga Rural,111,None of the Above,4,S10,Karnataka,S10,1328,2018,172248,0.77,NOTA
Bhadravati,112,B.K.SANGAMESHWARA.,1,S10,Karnataka,S10,75722,2018,152877,49.53,INC
Bhadravati,112,APPAJI.M.J.,2,S10,Karnataka,S10,64155,2018,152877,41.97,JDS
Bhadravati,112,PRAVEEN PATEL.G.R.,3,S10,Karnataka,S10,8974,2018,152877,5.87,BJP
Bhadravati,112,SHASHIKUMAR S.GOWDA.,5,S10,Karnataka,S10,572,2018,152877,0.37,IND
Bhadravati,112,MUMTAZ BEGUM,6,S10,Karnataka,S10,450,2018,152877,0.29,AMEP
Bhadravati,112,S.K.SUDHEENDRA.,7,S10,Karnataka,S10,348,2018,152877,0.23,IND
Bhadravati,112,JOHN BENNY,8,S10,Karnataka,S10,252,2018,152877,0.16,IND
Bhadravati,112,RAVI KUMAR.H,9,S10,Karnataka,S10,219,2018,152877,0.14,AAP
Bhadravati,112,VENKATESHA,10,S10,Karnataka,S10,194,2018,152877,0.13,IND
Bhadravati,112,P.E. BASAVARAJ,11,S10,Karnataka,S10,172,2018,152877,0.11,IND
Bhadravati,112,B.N.NAGRAJA (B.N.RAJU),12,S10,Karnataka,S10,116,2018,152877,0.08,IND
Bhadravati,112,OM VIJAY VAMSHI,13,S10,Karnataka,S10,104,2018,152877,0.07,IND
Bhadravati,112,AHAMED ALI,14,S10,Karnataka,S10,98,2018,152877,0.06,IND
Bhadravati,112,KOMALA KUMARI. R,15,S10,Karnataka,S10,74,2018,152877,0.05,IND
Bhadravati,112,None of the Above,4,S10,Karnataka,S10,1427,2018,152877,0.93,NOTA
Shimoga,113,K.S. ESHWARAPPA,1,S10,Karnataka,S10,104027,2018,172354,60.36,BJP
Shimoga,113,K.B. PRASANNA KUMAR,2,S10,Karnataka,S10,57920,2018,172354,33.61,INC
Shimoga,113,H.N. NIRANJAN,3,S10,Karnataka,S10,5796,2018,172354,3.36,JDS
Shimoga,113,RAVIKISHAN,5,S10,Karnataka,S10,671,2018,172354,0.39,IND
Shimoga,113,A.YASEEN MUBARAK,6,S10,Karnataka,S10,598,2018,172354,0.35,IND
Shimoga,113,G.NARASIMHAMURTHY (BABANNA),7,S10,Karnataka,S10,572,2018,172354,0.33,IND
Shimoga,113,MOHAMMED YUSUF KHAN,8,S10,Karnataka,S10,397,2018,172354,0.23,AMEP
Shimoga,113,SHAFINAZ BEGAM,9,S10,Karnataka,S10,327,2018,172354,0.19,IND
Shimoga,113,DR.NARENDRA P.L.,10,S10,Karnataka,S10,195,2018,172354,0.11,IND
Shimoga,113,GO.RAMESH GOWDA,11,S10,Karnataka,S10,152,2018,172354,0.09,JSP
Shimoga,113,S VASANTHA KUMAR,12,S10,Karnataka,S10,120,2018,172354,0.07,IND
Shimoga,113,NOOR AHMED N.,13,S10,Karnataka,S10,118,2018,172354,0.07,IND
Shimoga,113,B.S.SRINATH (CHINNY),14,S10,Karnataka,S10,112,2018,172354,0.06,IND
Shimoga,113,M.RAMESH,15,S10,Karnataka,S10,101,2018,172354,0.06,RS
Shimoga,113,B.CHANNABASAPPA,16,S10,Karnataka,S10,77,2018,172354,0.04,IND
Shimoga,113,CHANDRASHEKHAR H.G.,17,S10,Karnataka,S10,73,2018,172354,0.04,IND
Shimoga,113,SUREKHA.P.V.,18,S10,Karnataka,S10,67,2018,172354,0.04,PBI
Shimoga,113,KHAJA GAREEBUN NAWAB M,19,S10,Karnataka,S10,59,2018,172354,0.03,IND
Shimoga,113,M.SAMIULLA,20,S10,Karnataka,S10,52,2018,172354,0.03,NC
Shimoga,113,ASHOK DODDA THALAVAR,21,S10,Karnataka,S10,45,2018,172354,0.03,IND
Shimoga,113,None of the Above,4,S10,Karnataka,S10,875,2018,172354,0.51,NOTA
Tirthahalli,114,ARAGA JNANENDRA,1,S10,Karnataka,S10,67527,2018,156920,43.03,BJP
Tirthahalli,114,KIMMANE RATHNAKARA,2,S10,Karnataka,S10,45572,2018,156920,29.04,INC
Tirthahalli,114,R.M. MANJUNATHA GOWDA,3,S10,Karnataka,S10,40127,2018,156920,25.57,JDS
Tirthahalli,114,A.PUTTHABBA,5,S10,Karnataka,S10,762,2018,156920,0.49,AMEP
Tirthahalli,114,SRILATHA SHETTY,6,S10,Karnataka,S10,525,2018,156920,0.33,IND
Tirthahalli,114,SRINIVASA N S,7,S10,Karnataka,S10,477,2018,156920,0.3,IND
Tirthahalli,114,T MUNEER,8,S10,Karnataka,S10,396,2018,156920,0.25,IND
Tirthahalli,114,RATHNAKARA,9,S10,Karnataka,S10,339,2018,156920,0.22,IND
Tirthahalli,114,None of the Above,4,S10,Karnataka,S10,1195,2018,156920,0.76,NOTA
Shikaripura,115,B S YADIYURAPPA,1,S10,Karnataka,S10,86983,2018,154883,56.16,BJP
Shikaripura,115,GONI MALATESHA,2,S10,Karnataka,S10,51586,2018,154883,33.31,INC
Shikaripura,115,H T BALEGAR,3,S10,Karnataka,S10,13191,2018,154883,8.52,JDS
Shikaripura,115,CHANDRAKANTA S REVANAKAR,5,S10,Karnataka,S10,693,2018,154883,0.45,AAP
Shikaripura,115,VINAY K C RAJAVATH,6,S10,Karnataka,S10,459,2018,154883,0.3,IND
Shikaripura,115,N HANUMEGOWDA,7,S10,Karnataka,S10,342,2018,154883,0.22,IND
Shikaripura,115,KOPPALU MANJANNA,8,S10,Karnataka,S10,319,2018,154883,0.21,IND
Shikaripura,115,KOTESHWARA,9,S10,Karnataka,S10,205,2018,154883,0.13,IND
Shikaripura,115,ANIL M R,10,S10,Karnataka,S10,202,2018,154883,0.13,IND
Shikaripura,115,None of the Above,4,S10,Karnataka,S10,903,2018,154883,0.58,NOTA
Sorab,116,S.KUMARA BANGARAPPA,1,S10,Karnataka,S10,72091,2018,156194,46.15,BJP
Sorab,116,S.MADHU BANGARAPPA,2,S10,Karnataka,S10,58805,2018,156194,37.65,JDS
Sorab,116,RAJU. M. TALLURU,3,S10,Karnataka,S10,21721,2018,156194,13.91,INC
Sorab,116,ASADULLA T.K (ASOOD),5,S10,Karnataka,S10,748,2018,156194,0.48,AMEP
Sorab,116,SHAKUNTHALA SHIVAMURTHYGOWDA,6,S10,Karnataka,S10,739,2018,156194,0.47,IND
Sorab,116,PRAKASH SHIVAPPA TALAVARA.,7,S10,Karnataka,S10,416,2018,156194,0.27,IND
Sorab,116,J.S CHIDANANDA GOWDA JEDAGERI,8,S10,Karnataka,S10,346,2018,156194,0.22,IND
Sorab,116,H.B.GANGADHARAPPA. HUNAVALLI,9,S10,Karnataka,S10,289,2018,156194,0.19,SI
Sorab,116,None of the Above,4,S10,Karnataka,S10,1039,2018,156194,0.67,NOTA
Sagar,117,H HALAPPA HARATHALU,1,S10,Karnataka,S10,78475,2018,154944,50.65,BJP
Sagar,117,KAGODU THIMMAPPA,2,S10,Karnataka,S10,70436,2018,154944,45.46,INC
Sagar,117,M B GIRISHGOWDA,3,S10,Karnataka,S10,2100,2018,154944,1.36,JDS
Sagar,117,KALAVATHI,5,S10,Karnataka,S10,927,2018,154944,0.6,AMEP
Sagar,117,KAMBALIKOPPA K LAKSHMANA,6,S10,Karnataka,S10,448,2018,154944,0.29,IND
Sagar,117,HARATE GAMAPPA MASTER,7,S10,Karnataka,S10,415,2018,154944,0.27,IND
Sagar,117,DUGURU PARAMESHWARA,8,S10,Karnataka,S10,378,2018,154944,0.24,SI
Sagar,117,PADMAVATHI,9,S10,Karnataka,S10,254,2018,154944,0.16,IND
Sagar,117,None of the Above,4,S10,Karnataka,S10,1511,2018,154944,0.98,NOTA
Byndoor,118,B. M. SUKUMAR SHETTY,1,S10,Karnataka,S10,96029,2018,176726,54.34,BJP
Byndoor,118,K. GOPALA POOJARY,2,S10,Karnataka,S10,71636,2018,176726,40.54,INC
Byndoor,118,SURESH KALLAGAR,3,S10,Karnataka,S10,2415,2018,176726,1.37,CI
Byndoor,118,RAVI SHETTY,4,S10,Karnataka,S10,1911,2018,176726,1.08,JDS
Byndoor,118,B. SUBRAMANYA BIJOOR,6,S10,Karnataka,S10,941,2018,176726,0.53,IND
Byndoor,118,H SURESH POOJARI,7,S10,Karnataka,S10,783,2018,176726,0.44,IND
Byndoor,118,ABDUL HAJEED,8,S10,Karnataka,S10,666,2018,176726,0.38,AMEP
Byndoor,118,MARAKALA MANJUNATHA BASAVA,9,S10,Karnataka,S10,401,2018,176726,0.23,IND
Byndoor,118,MANJUNATHA NAIK KOLLUR,10,S10,Karnataka,S10,297,2018,176726,0.17,IND
Byndoor,118,None of the Above,5,S10,Karnataka,S10,1647,2018,176726,0.93,NOTA
Kundapura,119,HALADY SRINIVAS SHETTY,1,S10,Karnataka,S10,103434,2018,158644,65.2,BJP
Kundapura,119,RAKESH MALLI,2,S10,Karnataka,S10,47029,2018,158644,29.64,INC
Kundapura,119,THEKKATTE PRAKASH SHETTY,3,S10,Karnataka,S10,2712,2018,158644,1.71,JDS
Kundapura,119,RAJIV KOTIAN,4,S10,Karnataka,S10,2628,2018,158644,1.66,JDU
Kundapura,119,SUDHAKARA SOORGOLI,6,S10,Karnataka,S10,1028,2018,158644,0.65,RI
Kundapura,119,None of the Above,5,S10,Karnataka,S10,1813,2018,158644,1.14,NOTA
Udupi,120,K RAGHUPATHI BHAT,1,S10,Karnataka,S10,84946,2018,162405,52.31,BJP
Udupi,120,PRAMOD MADHWARAJ,2,S10,Karnataka,S10,72902,2018,162405,44.89,INC
Udupi,120,BIRTHI GANGANDHAR BHANDARY,3,S10,Karnataka,S10,1361,2018,162405,0.84,JDS
Udupi,120,MADHUKARA MUDRADI,5,S10,Karnataka,S10,605,2018,162405,0.37,SHI
Udupi,120,Y S VISHWANATH,6,S10,Karnataka,S10,401,2018,162405,0.25,AMEP
Udupi,120,SUDHEER KANCHAN,7,S10,Karnataka,S10,394,2018,162405,0.24,IND
Udupi,120,MAHESHA THADEKALLU,8,S10,Karnataka,S10,386,2018,162405,0.24,IND
Udupi,120,SHEKAR HAVANJE,9,S10,Karnataka,S10,321,2018,162405,0.2,BRP
Udupi,120,None of the Above,4,S10,Karnataka,S10,1089,2018,162405,0.67,NOTA
Kapu,121,LALAJI .R. MENDON,1,S10,Karnataka,S10,75893,2018,144448,52.54,BJP
Kapu,121,VINAY KUMAR SORAKE,2,S10,Karnataka,S10,63976,2018,144448,44.29,INC
Kapu,121,ANUPAMA SHENOY,3,S10,Karnataka,S10,1634,2018,144448,1.13,BJC
Kapu,121,M.MANSOOR IBRAHIM,4,S10,Karnataka,S10,1393,2018,144448,0.96,JDS
Kapu,121,ABDUL RAHIMAN,6,S10,Karnataka,S10,713,2018,144448,0.49,AMEP
Kapu,121,None of the Above,5,S10,Karnataka,S10,839,2018,144448,0.58,NOTA
Karkal,122,V. SUNIL KUMAR,1,S10,Karnataka,S10,91245,2018,145935,62.52,BJP
Karkal,122,GOPALA BHANDARY,2,S10,Karnataka,S10,48679,2018,145935,33.36,INC
Karkal,122,MAKSOOD AHAMED,3,S10,Karnataka,S10,1817,2018,145935,1.25,AMEP
Karkal,122,UDAY KUMAR,4,S10,Karnataka,S10,1348,2018,145935,0.92,BSP
Karkal,122,SUMANTHA K POOJARY,6,S10,Karnataka,S10,554,2018,145935,0.38,IND
Karkal,122,ASHRAF ALI,7,S10,Karnataka,S10,539,2018,145935,0.37,IND
Karkal,122,ABDUL AZIZ,8,S10,Karnataka,S10,413,2018,145935,0.28,IND
Karkal,122,None of the Above,5,S10,Karnataka,S10,1340,2018,145935,0.92,NOTA
Sringeri,123,T D RAJEGOWDA,1,S10,Karnataka,S10,62780,2018,137053,45.81,INC
Sringeri,123,D N JEEVARAJ,2,S10,Karnataka,S10,60791,2018,137053,44.36,BJP
Sringeri,123,H G VENKATESH,3,S10,Karnataka,S10,9799,2018,137053,7.15,JDS
Sringeri,123,PRAVEEN KHANDYA,4,S10,Karnataka,S10,1294,2018,137053,0.94,IND
Sringeri,123,ABRAHAM,6,S10,Karnataka,S10,482,2018,137053,0.35,IND
Sringeri,123,M K DAYANANDA,7,S10,Karnataka,S10,424,2018,137053,0.31,PSS
Sringeri,123,MAHESHKUMAR K V,8,S10,Karnataka,S10,275,2018,137053,0.2,SHI
Sringeri,123,K C PRAKASH,9,S10,Karnataka,S10,193,2018,137053,0.14,IND
Sringeri,123,None of the Above,5,S10,Karnataka,S10,1015,2018,137053,0.74,NOTA
Mudigere,124,M.P.KUMARASWAMY,1,S10,Karnataka,S10,58783,2018,131318,44.76,BJP
Mudigere,124,MOTAMMA,2,S10,Karnataka,S10,46271,2018,131318,35.24,INC
Mudigere,124,B.B.NINGAIAH,3,S10,Karnataka,S10,22063,2018,131318,16.8,JDS
Mudigere,124,ANILKUMAR.N.G,5,S10,Karnataka,S10,988,2018,131318,0.75,AMEP
Mudigere,124,S.VENKATESH,6,S10,Karnataka,S10,555,2018,131318,0.42,IND
Mudigere,124,NINGAIAH,7,S10,Karnataka,S10,397,2018,131318,0.3,PM
Mudigere,124,MUNIYAPPA,8,S10,Karnataka,S10,346,2018,131318,0.26,IND
Mudigere,124,NANJUNDA MASTER,9,S10,Karnataka,S10,259,2018,131318,0.2,IND
Mudigere,124,ARUN KUMAR.B,10,S10,Karnataka,S10,187,2018,131318,0.14,IND
Mudigere,124,LAXMANA,11,S10,Karnataka,S10,148,2018,131318,0.11,RS
Mudigere,124,None of the Above,4,S10,Karnataka,S10,1321,2018,131318,1.01,NOTA
Chikmagalur,125,C T RAVI,1,S10,Karnataka,S10,70863,2018,161138,43.98,BJP
Chikmagalur,125,SHANKAR B L,2,S10,Karnataka,S10,44549,2018,161138,27.65,INC
Chikmagalur,125,HARISHA B H,3,S10,Karnataka,S10,38317,2018,161138,23.78,JDS
Chikmagalur,125,M G VIJAYAKUMAR,4,S10,Karnataka,S10,1419,2018,161138,0.88,IND
Chikmagalur,125,LAKSHMANA,6,S10,Karnataka,S10,849,2018,161138,0.53,IND
Chikmagalur,125,VISHWANATHAN M,7,S10,Karnataka,S10,792,2018,161138,0.49,IND
Chikmagalur,125,NURULLA KHAN,8,S10,Karnataka,S10,528,2018,161138,0.33,AMEP
Chikmagalur,125,B V RANJITH,9,S10,Karnataka,S10,383,2018,161138,0.24,SHI
Chikmagalur,125,K R RAMASHETTY,10,S10,Karnataka,S10,329,2018,161138,0.2,IND
Chikmagalur,125,H D REVANNA,11,S10,Karnataka,S10,272,2018,161138,0.17,IND
Chikmagalur,125,JOHAR ANJUM,12,S10,Karnataka,S10,264,2018,161138,0.16,IND
Chikmagalur,125,K ANANDASHETTY,13,S10,Karnataka,S10,243,2018,161138,0.15,IND
Chikmagalur,125,G M JAYAKUMAR,14,S10,Karnataka,S10,229,2018,161138,0.14,IND
Chikmagalur,125,MOHSINA,15,S10,Karnataka,S10,223,2018,161138,0.14,IND
Chikmagalur,125,YOGEESHA N H,16,S10,Karnataka,S10,204,2018,161138,0.13,IND
Chikmagalur,125,MANSOOR AHMED,17,S10,Karnataka,S10,194,2018,161138,0.12,IND
Chikmagalur,125,MUNIYA BHOVI,18,S10,Karnataka,S10,132,2018,161138,0.08,IND
Chikmagalur,125,B M THIMMA SHETTY,19,S10,Karnataka,S10,124,2018,161138,0.08,IND
Chikmagalur,125,None of the Above,5,S10,Karnataka,S10,1224,2018,161138,0.76,NOTA
Tarikere,126,D S SURESH,1,S10,Karnataka,S10,44940,2018,149593,30.04,BJP
