AC_NO,party_name,ST_CD,O.S.N.,NAME,EVM Votes,Postal Votes,VOTES,vote_percent,ST_NAME,AC_NAME,Migrant Votes,polled_votes,#,Vote %,Deposit Threshold,color_code,YEAR,PARTY,a_constituency,Category,District,p_constituency,Region
65,Bahujan Samaj Party,S18,4,Surubabu Nanda,2566,11,2577,1.27,Odisha,Sonepur,0,203103,4,1.2688143454306435,0,#22409A,2019,BSP,Sonepur,GEN,Subarnapur,Bolangir,Northern Division
65,Communist Party of India  (Marxist-Leninist)  (Liberation),S18,5,Umesh Chandra Padhan,1014,0,1014,0.5,Odisha,Sonepur,0,203103,7,0.4992540730565279,0,#F27A67,2019,CPI(M)(L),Sonepur,GEN,Subarnapur,Bolangir,Northern Division
65,Independent,S18,6,Tankadhara Khamari,854,0,854,0.42,Odisha,Sonepur,0,203103,8,0.4204763100495807,0,#CEB58C,2019,IND,Sonepur,GEN,Subarnapur,Bolangir,Northern Division
65,Independent,S18,7,Nabakrushna Danta,1311,4,1315,0.65,Odisha,Sonepur,0,203103,6,0.6474547397133474,0,#CEB58C,2019,IND,Sonepur,GEN,Subarnapur,Bolangir,Northern Division
65,None of the Above,S18,8,NOTA,1592,5,1597,0.79,Odisha,Sonepur,0,203103,5,0.7863005470130919,0,#DDD1CA,2019,NOTA,Sonepur,GEN,Subarnapur,Bolangir,Northern Division
66,Indian National Congress,S18,1,NABA KISHOR NAIK,40015,38,40053,22.38,Odisha,Loisingha,0,178966,3,22.380228646782072,1,#3498DB,2019,INC,Loisingha,SC,Balangir,Bolangir,Northern Division
66,Biju Janata Dal,S18,2,PRADEEP KUMAR BEHERA,57563,30,57593,32.18,Odisha,Loisingha,0,178966,2,32.180972922231035,1,#03A31F,2019,BJD,Loisingha,SC,Balangir,Bolangir,Northern Division
66,Bharatiya Janata Party,S18,3,Mukesh Mahaling,71046,215,71261,39.82,Odisha,Loisingha,0,178966,1,39.818177754433805,1,#00A951,2019,BJP,Loisingha,SC,Balangir,Bolangir,Northern Division
66,Ambedkarite Party of India,S18,4,LALMAN NAG,2598,2,2600,1.45,Odisha,Loisingha,0,178966,4,1.4527899154029256,0,#004274,2019,API,Loisingha,SC,Balangir,Bolangir,Northern Division
66,Independent,S18,5,JAGADISH CHANDRA BIBHAR,1080,0,1080,0.6,Odisha,Loisingha,0,178966,8,0.6034665802442922,0,#CEB58C,2019,IND,Loisingha,SC,Balangir,Bolangir,Northern Division
66,Independent,S18,6,BALARAM SA,1713,0,1713,0.96,Odisha,Loisingha,0,178966,6,0.9571650481096968,0,#CEB58C,2019,IND,Loisingha,SC,Balangir,Bolangir,Northern Division
66,Independent,S18,7,Dr. Bipin Kusulia,728,0,728,0.41,Odisha,Loisingha,0,178966,9,0.4067811763128192,0,#CEB58C,2019,IND,Loisingha,SC,Balangir,Bolangir,Northern Division
66,Independent,S18,8,MANORANJAN KUMBHAR,2409,0,2409,1.35,Odisha,Loisingha,0,178966,5,1.3460657331560184,0,#CEB58C,2019,IND,Loisingha,SC,Balangir,Bolangir,Northern Division
66,None of the Above,S18,9,NOTA,1529,0,1529,0.85,Odisha,Loisingha,0,178966,7,0.8543522233273358,0,#DDD1CA,2019,NOTA,Loisingha,SC,Balangir,Bolangir,Northern Division
67,Bharatiya Janata Party,S18,1,KANAK VARDHAN SINGH DEO,76879,124,77003,37.96,Odisha,Patnagarh,0,202827,2,37.96486661046114,1,#00A951,2019,BJP,Patnagarh,GEN,Balangir,Bolangir,Northern Division
67,Indian National Congress,S18,2,RAMESH KUMAR PUROHIT,30239,14,30253,14.92,Odisha,Patnagarh,0,202827,3,14.915667046300545,0,#3498DB,2019,INC,Patnagarh,GEN,Balangir,Bolangir,Northern Division
67,Biju Janata Dal,S18,3,SAROJ KUMAR MEHER,87966,65,88031,43.4,Odisha,Patnagarh,0,202827,1,43.40201255256943,1,#03A31F,2019,BJD,Patnagarh,GEN,Balangir,Bolangir,Northern Division
67,Bahujan Samaj Party,S18,4,LABA SUNA,4186,7,4193,2.07,Odisha,Patnagarh,0,202827,4,2.0672790111770127,0,#22409A,2019,BSP,Patnagarh,GEN,Balangir,Bolangir,Northern Division
67,None of the Above,S18,5,NOTA,3344,3,3347,1.65,Odisha,Patnagarh,0,202827,5,1.6501747794918822,0,#DDD1CA,2019,NOTA,Patnagarh,GEN,Balangir,Bolangir,Northern Division
68,Bharatiya Janata Party,S18,1,ANANTA KUMAR DASH,28839,85,28924,16.69,Odisha,Bolangir,0,173288,3,16.691288490836065,1,#00A951,2019,BJP,Bolangir,GEN,Balangir,Bolangir,Northern Division
68,Biju Janata Dal,S18,2,ARKESH NARAYAN SINGH DEO,66179,78,66257,38.24,Odisha,Bolangir,0,173288,2,38.235192281058126,1,#03A31F,2019,BJD,Bolangir,GEN,Balangir,Bolangir,Northern Division
68,Bahujan Samaj Party,S18,3,DRONA KUMBHAR,1502,4,1506,0.87,Odisha,Bolangir,0,173288,4,0.8690734499792253,0,#22409A,2019,BSP,Bolangir,GEN,Balangir,Bolangir,Northern Division
68,Indian National Congress,S18,4,NARASINGHA MISHRA,71461,137,71598,41.32,Odisha,Bolangir,0,173288,1,41.31734453626333,1,#3498DB,2019,INC,Bolangir,GEN,Balangir,Bolangir,Northern Division
68,Aam Aadmi Party,S18,5,ASHISH PANDE,1410,1,1411,0.81,Odisha,Bolangir,0,173288,5,0.8142514196020498,0,#0080C0,2019,AAP,Bolangir,GEN,Balangir,Bolangir,Northern Division
68,"Proutist Bloc, India",S18,6,KAPILA KUMBHAR,632,0,632,0.36,Odisha,Bolangir,0,173288,9,0.3647107705092101,0,#004274,2019,Others,Bolangir,GEN,Balangir,Bolangir,Northern Division
68,Ambedkarite Party of India,S18,7,NILAKANTHA NAG,932,2,934,0.54,Odisha,Bolangir,0,173288,7,0.5389871197082314,0,#004274,2019,API,Bolangir,GEN,Balangir,Bolangir,Northern Division
68,Independent,S18,8,DWIJA DALPATI,649,0,649,0.37,Odisha,Bolangir,0,173288,8,0.3745210285767046,0,#CEB58C,2019,IND,Bolangir,GEN,Balangir,Bolangir,Northern Division
68,None of the Above,S18,9,NOTA,1373,4,1377,0.79,Odisha,Bolangir,0,173288,6,0.7946309034670607,0,#DDD1CA,2019,NOTA,Bolangir,GEN,Balangir,Bolangir,Northern Division
69,Bharatiya Janata Party,S18,1,ASHOK DORA,47341,0,47341,25.75,Odisha,Titlagarh,0,183879,3,25.74573496701636,1,#00A951,2019,BJP,Titlagarh,GEN,Balangir,Bolangir,Northern Division
69,Biju Janata Dal,S18,2,TUKUNI SAHU,73172,0,73172,39.79,Odisha,Titlagarh,0,183879,1,39.79355989536597,1,#03A31F,2019,BJD,Titlagarh,GEN,Balangir,Bolangir,Northern Division
69,Bahujan Samaj Party,S18,3,BIBHISAN NAG,2555,0,2555,1.39,Odisha,Titlagarh,0,183879,4,1.3895007042674803,0,#22409A,2019,BSP,Titlagarh,GEN,Balangir,Bolangir,Northern Division
69,Indian National Congress,S18,4,SURENDRA SING BHOI,53585,0,53585,29.14,Odisha,Titlagarh,0,183879,2,29.14144628,1,#3498DB,2019,INC,Titlagarh,GEN,Balangir,Bolangir,Northern Division
69,Ambedkarite Party of India,S18,5,MADHUSUDAN BARIK,2065,0,2065,1.12,Odisha,Titlagarh,0,183879,5,1.1230211171476896,0,#004274,2019,API,Titlagarh,GEN,Balangir,Bolangir,Northern Division
69,Independent,S18,6,SATYA NARAYAN BOHIDAR,908,0,908,0.49,Odisha,Titlagarh,0,183879,9,0.4938029900097346,0,#CEB58C,2019,IND,Titlagarh,GEN,Balangir,Bolangir,Northern Division
69,Independent,S18,7,HIFZUL RAHMAN,1176,0,1176,0.64,Odisha,Titlagarh,0,183879,7,0.6395510090874977,0,#CEB58C,2019,IND,Titlagarh,GEN,Balangir,Bolangir,Northern Division
69,Independent,S18,8,KHEMRAJ AGRAWAL,1052,0,1052,0.57,Odisha,Titlagarh,0,183879,8,0.5721153584694282,0,#CEB58C,2019,IND,Titlagarh,GEN,Balangir,Bolangir,Northern Division
69,None of the Above,S18,9,NOTA,2025,0,2025,1.1,Odisha,Titlagarh,0,183879,6,1.101267681464441,0,#DDD1CA,2019,NOTA,Titlagarh,GEN,Balangir,Bolangir,Northern Division
70,Biju Janata Dal,S18,1,AJAYA KUMAR DAS,54505,22,54527,28.51,Odisha,Kantabanji,0,191234,3,28.51323509417781,1,#03A31F,2019,BJD,Kantabanji,GEN,Balangir,Bolangir,Northern Division
70,Bahujan Samaj Party,S18,2,CHAMPA NAG,1586,3,1589,0.83,Odisha,Kantabanji,0,191234,7,0.8309191880105001,0,#22409A,2019,BSP,Kantabanji,GEN,Balangir,Bolangir,Northern Division
70,Indian National Congress,S18,3,SANTOSH SINGH SALUJA,64189,57,64246,33.6,Odisha,Kantabanji,0,191234,1,33.59549034167564,1,#3498DB,2019,INC,Kantabanji,GEN,Balangir,Bolangir,Northern Division
70,Bharatiya Janata Party,S18,4,LAXMAN BAG,64045,73,64118,33.53,Odisha,Kantabanji,0,191234,2,33.528556637418035,1,#00A951,2019,BJP,Kantabanji,GEN,Balangir,Bolangir,Northern Division
70,Independent,S18,5,MAYA BAG,2273,0,2273,1.19,Odisha,Kantabanji,0,191234,5,1.1885961701371095,0,#CEB58C,2019,IND,Kantabanji,GEN,Balangir,Bolangir,Northern Division
70,Independent,S18,6,SURATHA BEHERA,2027,1,2028,1.06,Odisha,Kantabanji,0,191234,6,1.0604808768315257,0,#CEB58C,2019,IND,Kantabanji,GEN,Balangir,Bolangir,Northern Division
70,None of the Above,S18,7,NOTA,2452,1,2453,1.28,Odisha,Kantabanji,0,191234,4,1.2827216917493751,0,#DDD1CA,2019,NOTA,Kantabanji,GEN,Balangir,Bolangir,Northern Division
71,Bahujan Samaj Party,S18,1,KUNTI SAHOO,1832,3,1835,1.11,Odisha,Nuapada,0,165141,6,1.1111716654253032,0,#22409A,2019,BSP,Nuapada,GEN,Nuapada,Kalahandi,Southern Division
71,Indian National Congress,S18,2,Ghasi Ram Majhi,45132,185,45317,27.44,Odisha,Nuapada,0,165141,2,27.441398562440583,1,#3498DB,2019,INC,Nuapada,GEN,Nuapada,Kalahandi,Southern Division
71,Biju Janata Dal,S18,3,RAJENDRA DHOLAKIA,65310,337,65647,39.75,Odisha,Nuapada,0,165141,1,39.752090637697485,1,#03A31F,2019,BJD,Nuapada,GEN,Nuapada,Kalahandi,Southern Division
71,Bharatiya Janata Party,S18,4,Home Singh Majhi,29346,144,29490,17.86,Odisha,Nuapada,0,165141,3,17.85746726,1,#00A951,2019,BJP,Nuapada,GEN,Nuapada,Kalahandi,Southern Division
71,Samata Kranti Dal,S18,5,Bharat Tripathi,1406,4,1410,0.85,Odisha,Nuapada,0,165141,8,0.85381583,0,#004274,2019,SKD,Nuapada,GEN,Nuapada,Kalahandi,Southern Division
71,Independent,S18,6,Bhujbal Adbong,1133,0,1133,0.69,Odisha,Nuapada,0,165141,9,0.6860803797966586,0,#CEB58C,2019,IND,Nuapada,GEN,Nuapada,Kalahandi,Southern Division
71,Independent,S18,7,Jadumani Panigrahi,16424,111,16535,10.01,Odisha,Nuapada,0,165141,4,10.012655851666151,0,#CEB58C,2019,IND,Nuapada,GEN,Nuapada,Kalahandi,Southern Division
71,Independent,S18,8,LOCHAN SINGH MAJHI,2285,0,2285,1.38,Odisha,Nuapada,0,165141,5,1.383666079289819,0,#CEB58C,2019,IND,Nuapada,GEN,Nuapada,Kalahandi,Southern Division
71,None of the Above,S18,9,NOTA,1487,2,1489,0.9,Odisha,Nuapada,0,165141,7,0.9016537383205866,0,#DDD1CA,2019,NOTA,Nuapada,GEN,Nuapada,Kalahandi,Southern Division
72,Indian National Congress,S18,1,Adhiraj Mohan Panigrahi,58771,537,59308,33.52,Odisha,Khariar,0,176935,1,33.51965411026649,1,#3498DB,2019,INC,Khariar,GEN,Nuapada,Kalahandi,Southern Division
72,Bahujan Samaj Party,S18,2,Purna Chandra Netam,1877,17,1894,1.07,Odisha,Khariar,0,176935,4,1.070449600135643,0,#22409A,2019,BSP,Khariar,GEN,Nuapada,Kalahandi,Southern Division
72,Bharatiya Janata Party,S18,3,RITARANI BAGARTTI,51894,351,52245,29.53,Odisha,Khariar,0,176935,3,29.527792692231607,1,#00A951,2019,BJP,Khariar,GEN,Nuapada,Kalahandi,Southern Division
72,Biju Janata Dal,S18,4,Lambodar Nial,56189,262,56451,31.9,Odisha,Khariar,0,176935,2,31.90493684121288,1,#03A31F,2019,BJD,Khariar,GEN,Nuapada,Kalahandi,Southern Division
72,Aam Aadmi Party,S18,5,RANGADHAR MAJHI,1190,4,1194,0.67,Odisha,Khariar,0,176935,6,0.6748240879418996,0,#0080C0,2019,AAP,Khariar,GEN,Nuapada,Kalahandi,Southern Division
72,Samata Kranti Dal,S18,6,Sanjay Kumar Naik,910,4,914,0.52,Odisha,Khariar,0,176935,8,0.5165738830644022,0,#004274,2019,SKD,Khariar,GEN,Nuapada,Kalahandi,Southern Division
72,Independent,S18,7,Pramod Kumar Dandsena,838,4,842,0.48,Odisha,Khariar,0,176935,10,0.475880973,0,#CEB58C,2019,IND,Khariar,GEN,Nuapada,Kalahandi,Southern Division
72,Independent,S18,8,Budharu Bihari,904,2,906,0.51,Odisha,Khariar,0,176935,9,0.5120524486393307,0,#CEB58C,2019,IND,Khariar,GEN,Nuapada,Kalahandi,Southern Division
72,Independent,S18,9,Bhubaneswar Majhi,1112,9,1121,0.63,Odisha,Khariar,0,176935,7,0.6335659988131235,0,#CEB58C,2019,IND,Khariar,GEN,Nuapada,Kalahandi,Southern Division
72,Independent,S18,10,Radheshyam Sagar,699,1,700,0.4,Odisha,Khariar,0,176935,11,0.3956255121937435,0,#CEB58C,2019,IND,Khariar,GEN,Nuapada,Kalahandi,Southern Division
72,None of the Above,S18,11,NOTA,1352,8,1360,0.77,Odisha,Khariar,0,176935,5,0.7686438522621302,0,#DDD1CA,2019,NOTA,Khariar,GEN,Nuapada,Kalahandi,Southern Division
73,Bharatiya Janata Party,S18,1,NITYANANDA GOND,59663,232,59895,39.12,Odisha,Umarkote,0,153088,1,39.12455581103679,1,#00A951,2019,BJP,Umerkote,ST,Nabarangpur,Nabarangpur,Southern Division
73,Indian National Congress,S18,2,JASODA GOND,32307,36,32343,21.13,Odisha,Umarkote,0,153088,3,21.127064172240804,1,#3498DB,2019,INC,Umerkote,ST,Nabarangpur,Nabarangpur,Southern Division
73,Bahujan Samaj Party,S18,3,SUDAR BHATARA,3736,0,3736,2.44,Odisha,Umarkote,0,153088,5,2.4404264214046822,0,#22409A,2019,BSP,Umerkote,ST,Nabarangpur,Nabarangpur,Southern Division
73,Biju Janata Dal,S18,4,SUBASH GOND,49900,73,49973,32.64,Odisha,Umarkote,0,153088,2,32.64331626,1,#03A31F,2019,BJD,Umerkote,ST,Nabarangpur,Nabarangpur,Southern Division
73,Samata Kranti Dal,S18,5,LAKHIRAM GOND,2960,0,2960,1.93,Odisha,Umarkote,0,153088,6,1.9335284280936456,0,#004274,2019,SKD,Umerkote,ST,Nabarangpur,Nabarangpur,Southern Division
73,None of the Above,S18,6,NOTA,4180,1,4181,2.73,Odisha,Umarkote,0,153088,4,2.7311089046822743,0,#DDD1CA,2019,NOTA,Umerkote,ST,Nabarangpur,Nabarangpur,Southern Division
74,Indian National Congress,S18,1,ULDHAR MAJHI,46444,67,46511,26.62,Odisha,Jharigam,0,174696,2,26.623963914457114,1,#3498DB,2019,INC,Jharigam,ST,Nabarangpur,Nabarangpur,Southern Division
74,Bharatiya Janata Party,S18,2,PARSURAM MAJHI,39527,104,39631,22.69,Odisha,Jharigam,0,174696,3,22.68569400558685,1,#00A951,2019,BJP,Jharigam,ST,Nabarangpur,Nabarangpur,Southern Division
74,Biju Janata Dal,S18,3,PRAKASH CHANDRA MAJHI,77719,162,77881,44.58,Odisha,Jharigam,0,174696,1,44.58087191464029,1,#03A31F,2019,BJD,Jharigam,ST,Nabarangpur,Nabarangpur,Southern Division
74,Independent,S18,4,SUNITA BANJARA,4983,1,4984,2.85,Odisha,Jharigam,0,174696,5,2.8529559921234604,0,#CEB58C,2019,IND,Jharigam,ST,Nabarangpur,Nabarangpur,Southern Division
74,None of the Above,S18,5,NOTA,5689,0,5689,3.26,Odisha,Jharigam,0,174696,4,3.256514173192288,0,#DDD1CA,2019,NOTA,Jharigam,ST,Nabarangpur,Nabarangpur,Southern Division
75,Bharatiya Janata Party,S18,1,GOURI SHANKAR MAJHI,57758,265,58023,30.9,Odisha,Nabarangpur,0,187789,2,30.89797591978231,1,#00A951,2019,BJP,Nabarangpur,ST,Nabarangpur,Nabarangpur,Southern Division
75,Indian National Congress,S18,2,SADAN NAYAK,54907,64,54971,29.27,Odisha,Nabarangpur,0,187789,3,29.27274760502479,1,#3498DB,2019,INC,Nabarangpur,ST,Nabarangpur,Nabarangpur,Southern Division
75,Biju Janata Dal,S18,3,SADASIVA PRADHANI,64837,64,64901,34.56,Odisha,Nabarangpur,0,187789,1,34.56059726608055,1,#03A31F,2019,BJD,Nabarangpur,ST,Nabarangpur,Nabarangpur,Southern Division
75,Independent,S18,4,BEDABYAS BHATRA,5946,10,5956,3.17,Odisha,Nabarangpur,0,187789,4,3.1716447715254885,0,#CEB58C,2019,IND,Nabarangpur,ST,Nabarangpur,Nabarangpur,Southern Division
75,None of the Above,S18,5,NOTA,3936,2,3938,2.1,Odisha,Nabarangpur,0,187789,5,2.097034437586866,0,#DDD1CA,2019,NOTA,Nabarangpur,ST,Nabarangpur,Nabarangpur,Southern Division
76,Bahujan Samaj Party,S18,1,DAMUSINGH MAJHI,2120,0,2120,1.29,Odisha,Dabugam,0,164885,6,1.285744609879613,0,#22409A,2019,BSP,Dabugam,ST,Nabarangpur,Nabarangpur,Southern Division
76,Bharatiya Janata Party,S18,2,PADMAN NAYAK,16335,59,16394,9.94,Odisha,Dabugam,0,164885,3,9.942687328,0,#00A951,2019,BJP,Dabugam,ST,Nabarangpur,Nabarangpur,Southern Division
76,Indian National Congress,S18,3,BHUJABAL MAJHI,65808,93,65901,39.97,Odisha,Dabugam,0,164885,2,39.967856384753006,1,#3498DB,2019,INC,Dabugam,ST,Nabarangpur,Nabarangpur,Southern Division
76,Biju Janata Dal,S18,4,MANOHAR RANDHARI,73200,64,73264,44.43,Odisha,Dabugam,0,164885,1,44.43339297085848,1,#03A31F,2019,BJD,Dabugam,ST,Nabarangpur,Nabarangpur,Southern Division
76,Independent,S18,5,MANOHAR RANDHARI,3407,0,3407,2.07,Odisha,Dabugam,0,164885,5,2.0662886254055857,0,#CEB58C,2019,IND,Dabugam,ST,Nabarangpur,Nabarangpur,Southern Division
76,None of the Above,S18,6,NOTA,3799,0,3799,2.3,Odisha,Dabugam,0,164885,4,2.3040300815720047,0,#DDD1CA,2019,NOTA,Dabugam,ST,Nabarangpur,Nabarangpur,Southern Division
77,Biju Janata Dal,S18,1,PRADIP KUMAR DISHARI,62363,50,62413,38.28,Odisha,Lanjigarh,0,163064,1,38.27515576706079,1,#03A31F,2019,BJD,Lanjigarh,ST,Kalahandi,Kalahandi,Southern Division
77,Bharatiya Janata Party,S18,2,RAMESH CHANDRA MAJHI,39661,116,39777,24.39,Odisha,Lanjigarh,0,163064,3,24.39348967276652,1,#00A951,2019,BJP,Lanjigarh,ST,Kalahandi,Kalahandi,Southern Division
77,Indian National Congress,S18,3,SIBAJI MAJHI,48015,90,48105,29.5,Odisha,Lanjigarh,0,163064,2,29.500686846882207,1,#3498DB,2019,INC,Lanjigarh,ST,Kalahandi,Kalahandi,Southern Division
77,Bahujan Samaj Party,S18,4,SURESH MAJHI,3251,4,3255,2,Odisha,Lanjigarh,0,163064,4,1.996148751410489,0,#22409A,2019,BSP,Lanjigarh,ST,Kalahandi,Kalahandi,Southern Division
77,Samata Kranti Dal,S18,5,UDHABA MUNDA,1315,1,1316,0.81,Odisha,Lanjigarh,0,163064,8,0.8070450865917675,0,#004274,2019,SKD,Lanjigarh,ST,Kalahandi,Kalahandi,Southern Division
77,Gondvana Gantantra Party,S18,6,BAISHNAB MAJHI,1262,0,1262,0.77,Odisha,Lanjigarh,0,163064,9,0.7739292547711327,0,#004274,2019,GGP,Lanjigarh,ST,Kalahandi,Kalahandi,Southern Division
77,Bahujan Mukti Party,S18,7,RAJ KISHOR DALPATI,1931,1,1932,1.18,Odisha,Lanjigarh,0,163064,6,1.1848108718049355,0,#004274,2019,BMP,Lanjigarh,ST,Kalahandi,Kalahandi,Southern Division
77,Independent,S18,8,UDDHABA NAIK,1823,0,1823,1.12,Odisha,Lanjigarh,0,163064,7,1.1179659520188392,0,#CEB58C,2019,IND,Lanjigarh,ST,Kalahandi,Kalahandi,Southern Division
77,None of the Above,S18,9,NOTA,3178,3,3181,1.95,Odisha,Lanjigarh,0,163064,5,1.9507677966933228,0,#DDD1CA,2019,NOTA,Lanjigarh,ST,Kalahandi,Kalahandi,Southern Division
78,Indian National Congress,S18,1,ANIL KUMAR SINGH DEO,32224,119,32343,17.69,Odisha,Junagarh,0,182838,3,17.689429987201784,1,#3498DB,2019,INC,Junagarh,GEN,Kalahandi,Kalahandi,Southern Division
78,Biju Janata Dal,S18,2,DIBYA SHANKAR MISHRA,83524,265,83789,45.83,Odisha,Junagarh,0,182838,1,45.82690687931393,1,#03A31F,2019,BJD,Junagarh,GEN,Kalahandi,Kalahandi,Southern Division
78,Bharatiya Janata Party,S18,3,MANOJ KUMAR MEHER,55476,454,55930,30.59,Odisha,Junagarh,0,182838,2,30.58992113236855,1,#00A951,2019,BJP,Junagarh,GEN,Kalahandi,Kalahandi,Southern Division
78,Bahujan Mukti Party,S18,4,KIRTI CHANDRA GOUDA,1700,2,1702,0.93,Odisha,Junagarh,0,182838,7,0.930878701,0,#004274,2019,BMP,Junagarh,GEN,Kalahandi,Kalahandi,Southern Division
78,Ambedkarite Party of India,S18,5,JATINDRA SAHU,2042,3,2045,1.12,Odisha,Junagarh,0,182838,6,1.1184764655049826,0,#004274,2019,API,Junagarh,GEN,Kalahandi,Kalahandi,Southern Division
78,Samajwadi Party,S18,6,SHIBA HATI,3200,3,3203,1.75,Odisha,Junagarh,0,182838,4,1.751824019076997,0,#0E6D37,2019,SP,Junagarh,GEN,Kalahandi,Kalahandi,Southern Division
78,Independent,S18,7,PRIYABRATA SIPKA,1534,2,1536,0.84,Odisha,Junagarh,0,182838,8,0.8400879467069208,0,#CEB58C,2019,IND,Junagarh,GEN,Kalahandi,Kalahandi,Southern Division
78,None of the Above,S18,8,NOTA,2286,4,2290,1.25,Odisha,Junagarh,0,182838,5,1.2524748684627922,0,#DDD1CA,2019,NOTA,Junagarh,GEN,Kalahandi,Kalahandi,Southern Division
79,Bharatiya Janata Party,S18,1,ANANTA PRATAP DEO,51856,337,52193,26.56,Odisha,Dharmgarh,0,196538,2,26.556187607485576,1,#00A951,2019,BJP,Dharmagarh,GEN,Kalahandi,Kalahandi,Southern Division
79,Indian National Congress,S18,2,DIGAMBAR DURIA,42393,200,42593,21.67,Odisha,Dharmgarh,0,196538,3,21.67163602,1,#3498DB,2019,INC,Dharmagarh,GEN,Kalahandi,Kalahandi,Southern Division
79,Biju Janata Dal,S18,3,MOUSADHI BAG,68051,240,68291,34.75,Odisha,Dharmgarh,0,196538,1,34.746970051593074,1,#03A31F,2019,BJD,Dharmagarh,GEN,Kalahandi,Kalahandi,Southern Division
79,Bahujan Samaj Party,S18,4,JUBARAJ PARABHOE,1920,6,1926,0.98,Odisha,Dharmgarh,0,196538,6,0.9799631623401072,0,#22409A,2019,BSP,Dharmagarh,GEN,Kalahandi,Kalahandi,Southern Division
79,Hindusthan Nirman Dal,S18,5,GHASIRAM NIAL,1630,1,1631,0.83,Odisha,Dharmgarh,0,196538,9,0.8298649625008904,0,#004274,2019,HND,Dharmagarh,GEN,Kalahandi,Kalahandi,Southern Division
79,Bahujan Mukti Party,S18,6,NIRMAL JAL,1545,12,1557,0.79,Odisha,Dharmgarh,0,196538,10,0.7922132106768157,0,#004274,2019,BMP,Dharmagarh,GEN,Kalahandi,Kalahandi,Southern Division
79,Ambedkarite Party of India,S18,7,PUSPALATA CHOUHAN,1634,0,1634,0.83,Odisha,Dharmgarh,0,196538,8,0.8313913848721367,0,#004274,2019,API,Dharmagarh,GEN,Kalahandi,Kalahandi,Southern Division
79,Independent,S18,8,BAJRANG AGRAWAL,1663,1,1664,0.85,Odisha,Dharmgarh,0,196538,7,0.8466556085845993,0,#CEB58C,2019,IND,Dharmagarh,GEN,Kalahandi,Kalahandi,Southern Division
79,Independent,S18,9,RABINDRA KUMAR PATTJOSHI,22770,69,22839,11.62,Odisha,Dharmgarh,0,196538,4,11.620653512297876,0,#CEB58C,2019,IND,Dharmagarh,GEN,Kalahandi,Kalahandi,Southern Division
79,None of the Above,S18,10,NOTA,2204,6,2210,1.12,Odisha,Dharmgarh,0,196538,5,1.124464480151421,0,#DDD1CA,2019,NOTA,Dharmagarh,GEN,Kalahandi,Kalahandi,Southern Division
80,Biju Janata Dal,S18,1,Dusmanta Naik,58164,215,58379,35.46,Odisha,Bhawanipatna,0,164611,2,35.464823128466506,1,#03A31F,2019,BJD,Bhawanipatna,SC,Kalahandi,Kalahandi,Southern Division
80,Bharatiya Janata Party,S18,2,Pradipta Kumar Naik,62467,596,63063,38.31,Odisha,Bhawanipatna,0,164611,1,38.31031948047215,1,#00A951,2019,BJP,Bhawanipatna,SC,Kalahandi,Kalahandi,Southern Division
80,Bahujan Samaj Party,S18,3,Mangal Pal,1648,9,1657,1.01,Odisha,Bhawanipatna,0,164611,6,1.006615596770568,0,#22409A,2019,BSP,Bhawanipatna,SC,Kalahandi,Kalahandi,Southern Division
80,Indian National Congress,S18,4,Sagar Charan Das,35379,115,35494,21.56,Odisha,Bhawanipatna,0,164611,3,21.56235002521096,1,#3498DB,2019,INC,Bhawanipatna,SC,Kalahandi,Kalahandi,Southern Division
80,Ambedkarite Party of India,S18,5,Chandra Mani Mahananda,1873,2,1875,1.14,Odisha,Bhawanipatna,0,164611,4,1.1390490307452117,0,#004274,2019,API,Bhawanipatna,SC,Kalahandi,Kalahandi,Southern Division
80,Bahujan Mukti Party,S18,6,Rishi Sudan Chhatrapal,1276,7,1283,0.78,Odisha,Bhawanipatna,0,164611,7,0.7794132834379234,0,#004274,2019,BMP,Bhawanipatna,SC,Kalahandi,Kalahandi,Southern Division
80,Independent,S18,7,Jugeswar Naik,1113,4,1117,0.68,Odisha,Bhawanipatna,0,164611,8,0.6785694759159473,0,#CEB58C,2019,IND,Bhawanipatna,SC,Kalahandi,Kalahandi,Southern Division
80,None of the Above,S18,8,NOTA,1731,12,1743,1.06,Odisha,Bhawanipatna,0,164611,5,1.0588599789807485,0,#DDD1CA,2019,NOTA,Bhawanipatna,SC,Kalahandi,Kalahandi,Southern Division
81,Bharatiya Janata Party,S18,1,Aniruddha Padhan,43904,340,44244,25.85,Odisha,Narla,0,171139,2,25.852669467508864,1,#00A951,2019,BJP,Narla,GEN,Kalahandi,Kalahandi,Southern Division
81,Indian National Congress,S18,2,Chittaranjan Mandal,35629,124,35753,20.89,Odisha,Narla,0,171139,3,20.89120539444545,1,#3498DB,2019,INC,Narla,GEN,Kalahandi,Kalahandi,Southern Division
81,Bahujan Samaj Party,S18,3,Pravakar Nag,1592,5,1597,0.93,Odisha,Narla,0,171139,8,0.9331595954165912,0,#22409A,2019,BSP,Narla,GEN,Kalahandi,Kalahandi,Southern Division
81,Biju Janata Dal,S18,4,Bhupinder Singh,53142,122,53264,31.12,Odisha,Narla,0,171139,1,31.123239004551856,1,#03A31F,2019,BJD,Narla,GEN,Kalahandi,Kalahandi,Southern Division
