AC_NO,party_name,ST_CD,O.S.N.,NAME,EVM Votes,Postal Votes,VOTES,vote_percent,ST_NAME,AC_NAME,Migrant Votes,polled_votes,#,Vote %,Deposit Threshold,color_code,YEAR,PARTY,a_constituency,Category,District,p_constituency,Region
139,Bharatiya Janata Party,S18,4,Siba Sankar Ulaka,23606,59,23665,13.69,Odisha,Bissam cuttack,0,172838,3,13.69201217324894,0,#00A951,2019,BJP,Bissam Cuttack,ST,Rayagada,Koraput,Southern Division
139,Communist Party of India  (Marxist-Leninist)  (Liberation),S18,5,PRASKA RAMACHANDRA,3218,0,3218,1.86,Odisha,Bissam cuttack,0,172838,6,1.8618590819148568,0,#F27A67,2019,CPI(M)(L),Bissam Cuttack,ST,Rayagada,Koraput,Southern Division
139,None of the Above,S18,6,NOTA,5434,0,5434,3.14,Odisha,Bissam cuttack,0,172838,5,3.1439845404367097,0,#DDD1CA,2019,NOTA,Bissam Cuttack,ST,Rayagada,Koraput,Southern Division
140,Indian National Congress,S18,1,KADRAKA APPALASWAMY,39625,32,39657,22.67,Odisha,Rayagada,0,174942,3,22.66865589738313,1,#3498DB,2019,INC,Rayagada,ST,Rayagada,Koraput,Southern Division
140,Bahujan Samaj Party,S18,2,PURNABATI MAJHI,4071,6,4077,2.33,Odisha,Rayagada,0,174942,6,2.330486675583908,0,#22409A,2019,BSP,Rayagada,ST,Rayagada,Koraput,Southern Division
140,Bharatiya Janata Party,S18,3,BASANTA KUMAR ULLAKA,24327,98,24425,13.96,Odisha,Rayagada,0,174942,4,13.961770186690444,0,#00A951,2019,BJP,Rayagada,ST,Rayagada,Koraput,Southern Division
140,Biju Janata Dal,S18,4,LAL BIHARI HIMIRIKA,47913,61,47974,27.42,Odisha,Rayagada,0,174942,2,27.42280298613255,1,#03A31F,2019,BJD,Rayagada,ST,Rayagada,Koraput,Southern Division
140,Independent,S18,5,MAKARANDA MUDULI,52751,93,52844,30.21,Odisha,Rayagada,0,174942,1,30.20658275314104,1,#CEB58C,2019,IND,Rayagada,ST,Rayagada,Koraput,Southern Division
140,None of the Above,S18,6,NOTA,5959,6,5965,3.41,Odisha,Rayagada,0,174942,5,3.4097015010689256,0,#DDD1CA,2019,NOTA,Rayagada,ST,Rayagada,Koraput,Southern Division
141,Bahujan Samaj Party,S18,1,ANITA SAGARIA,12306,38,12344,9.29,Odisha,Laxmipur,0,132878,4,9.289724408856245,0,#22409A,2019,BSP,Laxmipur,ST,Koraput,Koraput,Southern Division
141,Bharatiya Janata Party,S18,2,KUMUDA CHANDRA SAUNTA,18806,139,18945,14.26,Odisha,Laxmipur,0,132878,3,14.257439154713348,0,#00A951,2019,BJP,Laxmipur,ST,Koraput,Koraput,Southern Division
141,Indian National Congress,S18,3,KAILASH CHANDRA KULESIKA,44862,120,44982,33.85,Odisha,Laxmipur,0,132878,2,33.85210493836451,1,#3498DB,2019,INC,Laxmipur,ST,Koraput,Koraput,Southern Division
141,Biju Janata Dal,S18,4,PRABHU JANI,45103,108,45211,34.02,Odisha,Laxmipur,0,132878,1,34.02444347,1,#03A31F,2019,BJD,Laxmipur,ST,Koraput,Koraput,Southern Division
141,Communist Party of India (Marxist-Leninist) Red Star,S18,5,PURNA MANDINGI,4369,1,4370,3.29,Odisha,Laxmipur,0,132878,6,3.288731016421078,0,#004274,2019,CPI(M)(R),Laxmipur,ST,Koraput,Koraput,Southern Division
141,None of the Above,S18,6,NOTA,7024,2,7026,5.29,Odisha,Laxmipur,0,132878,5,5.287557007179518,0,#DDD1CA,2019,NOTA,Laxmipur,ST,Koraput,Koraput,Southern Division
142,Bharatiya Janata Party,S18,1,KHAGESWAR PUJARI,35192,174,35366,21.08,Odisha,Kotpad,0,167786,3,21.07803988413813,1,#00A951,2019,BJP,Kotpad,ST,Koraput,Nabarangpur,Southern Division
142,Indian National Congress,S18,2,CHANDRA SEKHAR MAJHI,59459,158,59617,35.53,Odisha,Kotpad,0,167786,2,35.53156997604091,1,#3498DB,2019,INC,Kotpad,ST,Koraput,Nabarangpur,Southern Division
142,Biju Janata Dal,S18,3,PADMINI DIAN,62166,82,62248,37.1,Odisha,Kotpad,0,167786,1,37.09963882564696,1,#03A31F,2019,BJD,Kotpad,ST,Koraput,Nabarangpur,Southern Division
142,Bahujan Samaj Party,S18,4,MANGALSAI MAJHI,3764,2,3766,2.24,Odisha,Kotpad,0,167786,4,2.244525764962512,0,#22409A,2019,BSP,Kotpad,ST,Koraput,Nabarangpur,Southern Division
142,Independent,S18,5,NEELAKANTHA PUJARI,3224,1,3225,1.92,Odisha,Kotpad,0,167786,6,1.922091235263967,0,#CEB58C,2019,IND,Kotpad,ST,Koraput,Nabarangpur,Southern Division
142,None of the Above,S18,6,NOTA,3564,0,3564,2.12,Odisha,Kotpad,0,167786,5,2.1241343139475286,0,#DDD1CA,2019,NOTA,Kotpad,ST,Koraput,Nabarangpur,Southern Division
143,Bahujan Samaj Party,S18,1,KRISHNA CHANDRA SAGARIA,2873,3,2876,1.82,Odisha,Jeypore,0,157862,4,1.8218443957380488,0,#22409A,2019,BSP,Jeypore,GEN,Koraput,Koraput,Southern Division
143,Bharatiya Janata Party,S18,2,GOUTAM SAMANTRAY,33583,222,33805,21.41,Odisha,Jeypore,0,157862,3,21.414273225982186,1,#00A951,2019,BJP,Jeypore,GEN,Koraput,Koraput,Southern Division
143,Indian National Congress,S18,3,TARAPRASAD BAHINIPATI,59561,224,59785,37.87,Odisha,Jeypore,0,157862,1,37.87168539610546,1,#3498DB,2019,INC,Jeypore,GEN,Koraput,Koraput,Southern Division
143,Biju Janata Dal,S18,4,RABI NARAYAN NANDA,54122,212,54334,34.42,Odisha,Jeypore,0,157862,2,34.418669470803614,1,#03A31F,2019,BJD,Jeypore,GEN,Koraput,Koraput,Southern Division
143,Ambedkarite Party of India,S18,5,PRADEEPTA MOHAN TAKRI,1275,0,1275,0.81,Odisha,Jeypore,0,157862,6,0.8076674563859574,0,#004274,2019,API,Jeypore,GEN,Koraput,Koraput,Southern Division
143,Akhil Bharat Hindu Mahasabha,S18,6,MOHENDRA KUMAR PATRA,1070,1,1071,0.68,Odisha,Jeypore,0,157862,9,0.6784406633642042,0,#004274,2019,ABHM,Jeypore,GEN,Koraput,Koraput,Southern Division
143,Independent,S18,7,SUBASH CHANDRA GOUDO,1103,0,1103,0.7,Odisha,Jeypore,0,157862,8,0.6987115328578125,0,#CEB58C,2019,IND,Jeypore,GEN,Koraput,Koraput,Southern Division
143,Independent,S18,8,B. HARI RAO,1216,0,1216,0.77,Odisha,Jeypore,0,157862,7,0.770293041,0,#CEB58C,2019,IND,Jeypore,GEN,Koraput,Koraput,Southern Division
143,None of the Above,S18,9,NOTA,2389,8,2397,1.52,Odisha,Jeypore,0,157862,5,1.518414818,0,#DDD1CA,2019,NOTA,Jeypore,GEN,Koraput,Koraput,Southern Division
144,Indian National Congress,S18,1,KRUSHNA KULDIP,41690,196,41886,30.59,Odisha,Koraput,0,136905,2,30.59493809575984,1,#3498DB,2019,INC,Koraput,SC,Koraput,Koraput,Southern Division
144,Bharatiya Janata Party,S18,2,TRIPURARY GORADA,33504,490,33994,24.83,Odisha,Koraput,0,136905,3,24.83035681677076,1,#00A951,2019,BJP,Koraput,SC,Koraput,Koraput,Southern Division
144,Bahujan Samaj Party,S18,3,BHAGIRATHI PATNIA,2480,9,2489,1.82,Odisha,Koraput,0,136905,5,1.8180490120886743,0,#22409A,2019,BSP,Koraput,SC,Koraput,Koraput,Southern Division
144,Biju Janata Dal,S18,4,RAGHU RAM PADAL,47914,257,48171,35.19,Odisha,Koraput,0,136905,1,35.185712720499616,1,#03A31F,2019,BJD,Koraput,SC,Koraput,Koraput,Southern Division
144,All India Forward Bloc,S18,5,DHANURJAYA HANTAL,1715,0,1715,1.25,Odisha,Koraput,0,136905,8,1.2526934735765678,0,#004274,2019,AIFB,Koraput,SC,Koraput,Koraput,Southern Division
144,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),S18,6,RAM BARIK,1812,2,1814,1.33,Odisha,Koraput,0,136905,7,1.3250063912932324,0,#004274,2019,SUCI,Koraput,SC,Koraput,Koraput,Southern Division
144,Independent,S18,7,KHAGAPATI KHOSLA,1709,2,1711,1.25,Odisha,Koraput,0,136905,9,1.2497717395274095,0,#CEB58C,2019,IND,Koraput,SC,Koraput,Koraput,Southern Division
144,Independent,S18,8,NABA KISHORE BAGH,1890,0,1890,1.38,Odisha,Koraput,0,136905,6,1.3805193382272378,0,#CEB58C,2019,IND,Koraput,SC,Koraput,Koraput,Southern Division
144,None of the Above,S18,9,NOTA,3222,13,3235,2.36,Odisha,Koraput,0,136905,4,2.3629524122566745,0,#DDD1CA,2019,NOTA,Koraput,SC,Koraput,Koraput,Southern Division
145,Biju Janata Dal,S18,1,PITAM PADHI,50980,264,51244,35.14,Odisha,Pottangi,0,145812,1,35.14388390530272,1,#03A31F,2019,BJD,Pottangi,ST,Koraput,Koraput,Southern Division
145,Bahujan Samaj Party,S18,2,MURALIDHARA GUNTHA,4138,15,4153,2.85,Odisha,Pottangi,0,145812,6,2.8481880777988096,0,#22409A,2019,BSP,Pottangi,ST,Koraput,Koraput,Southern Division
145,Indian National Congress,S18,3,RAMA CHANDRA KADAM,46781,208,46989,32.23,Odisha,Pottangi,0,145812,2,32.22574273722327,1,#3498DB,2019,INC,Pottangi,ST,Koraput,Koraput,Southern Division
145,Bharatiya Janata Party,S18,4,RAMA CHANDRA PANGI,25645,311,25956,17.8,Odisha,Pottangi,0,145812,3,17.80100403258991,1,#00A951,2019,BJP,Pottangi,ST,Koraput,Koraput,Southern Division
145,Independent,S18,5,KRUSHNA CHANDRA JANI,3515,2,3517,2.41,Odisha,Pottangi,0,145812,7,2.412009985,0,#CEB58C,2019,IND,Pottangi,ST,Koraput,Koraput,Southern Division
145,Independent,S18,6,NANDIBALI CHAITANYA,8219,19,8238,5.65,Odisha,Pottangi,0,145812,4,5.649740762077196,0,#CEB58C,2019,IND,Pottangi,ST,Koraput,Koraput,Southern Division
145,None of the Above,S18,7,NOTA,5707,8,5715,3.92,Odisha,Pottangi,0,145812,5,3.919430499547363,0,#DDD1CA,2019,NOTA,Pottangi,ST,Koraput,Koraput,Southern Division
146,Bharatiya Janata Party,S18,1,ADITYA MADHI,69924,339,70263,41.61,Odisha,Malkangiri,0,168880,1,41.60528185693984,1,#00A951,2019,BJP,Malkangiri,ST,Malkangiri,Nabarangpur,Southern Division
146,Bahujan Samaj Party,S18,2,JARA SABAR MADHI,2786,10,2796,1.66,Odisha,Malkangiri,0,168880,5,1.6556134533396494,0,#22409A,2019,BSP,Malkangiri,ST,Malkangiri,Nabarangpur,Southern Division
146,Indian National Congress,S18,3,MALA MADHI,44546,148,44694,26.46,Odisha,Malkangiri,0,168880,2,26.46494552,1,#3498DB,2019,INC,Malkangiri,ST,Malkangiri,Nabarangpur,Southern Division
146,Biju Janata Dal,S18,4,MUKUNDA SODI,41544,123,41667,24.67,Odisha,Malkangiri,0,168880,3,24.67254855518712,1,#03A31F,2019,BJD,Malkangiri,ST,Malkangiri,Nabarangpur,Southern Division
146,Hindusthan Nirman Dal,S18,5,BIJAY KUMAR NAYAK,2186,6,2192,1.3,Odisha,Malkangiri,0,168880,6,1.2979630506868782,0,#004274,2019,HND,Malkangiri,ST,Malkangiri,Nabarangpur,Southern Division
146,Independent,S18,6,UDAYA NARAYAN BURUDA,1900,1,1901,1.13,Odisha,Malkangiri,0,168880,8,1.1256513500710563,0,#CEB58C,2019,IND,Malkangiri,ST,Malkangiri,Nabarangpur,Southern Division
146,Independent,S18,7,PARBATI NAYAK,2092,1,2093,1.24,Odisha,Malkangiri,0,168880,7,1.239341544291805,0,#CEB58C,2019,IND,Malkangiri,ST,Malkangiri,Nabarangpur,Southern Division
146,None of the Above,S18,8,NOTA,3273,1,3274,1.94,Odisha,Malkangiri,0,168880,4,1.9386546660350543,0,#DDD1CA,2019,NOTA,Malkangiri,ST,Malkangiri,Nabarangpur,Southern Division
147,Bharatiya Janata Party,S18,1,PADU MAJHI,29472,107,29579,22.93,Odisha,Chitrakonda,0,128981,3,22.93283506873105,1,#00A951,2019,BJP,Chitrakonda,ST,Malkangiri,Nabarangpur,Southern Division
147,Biju Janata Dal,S18,2,PURNA CHANDRA BAKA,41120,72,41192,31.94,Odisha,Chitrakonda,0,128981,1,31.93648676936913,1,#03A31F,2019,BJD,Chitrakonda,ST,Malkangiri,Nabarangpur,Southern Division
147,Bahujan Samaj Party,S18,3,SANATAN KAWASI,3360,1,3361,2.61,Odisha,Chitrakonda,0,128981,7,2.6058101580852995,0,#22409A,2019,BSP,Chitrakonda,ST,Malkangiri,Nabarangpur,Southern Division
147,Indian National Congress,S18,4,LAXMIPRIYA NAYAK,38606,41,38647,29.96,Odisha,Chitrakonda,0,128981,2,29.963327932020995,1,#3498DB,2019,INC,Chitrakonda,ST,Malkangiri,Nabarangpur,Southern Division
147,Samata Kranti Dal,S18,5,GHENU MUDULI,5437,2,5439,4.22,Odisha,Chitrakonda,0,128981,5,4.216900163589986,0,#004274,2019,SKD,Chitrakonda,ST,Malkangiri,Nabarangpur,Southern Division
147,Independent,S18,6,BALARAJU KOPE,6574,31,6605,5.12,Odisha,Chitrakonda,0,128981,4,5.120909281211961,0,#CEB58C,2019,IND,Chitrakonda,ST,Malkangiri,Nabarangpur,Southern Division
147,None of the Above,S18,7,NOTA,4158,0,4158,3.22,Odisha,Chitrakonda,0,128981,6,3.223730626991572,0,#DDD1CA,2019,NOTA,Chitrakonda,ST,Malkangiri,Nabarangpur,Southern Division
1,Bharatiya Janata Party,S18,1,GOBARDHAN BHOY,80402,600,81002,38.33,Odisha,Padampur,0,211320,2,38.33144046943025,1,#00A951,2024,BJP,Padampur,GEN,Bargarh,Bargarh,Northern Division
1,Indian National Congress,S18,2,TANKADHAR SAHU,30278,175,30453,14.41,Odisha,Padampur,0,211320,3,14.41084611016468,0,#3498DB,2024,INC,Padampur,GEN,Bargarh,Bargarh,Northern Division
1,Biju Janata Dal,S18,3,BARSHA SINGH BARIHA,91455,540,91995,43.53,Odisha,Padampur,0,211320,1,43.53350369108461,1,#03A31F,2024,BJD,Padampur,GEN,Bargarh,Bargarh,Northern Division
1,Aam Aadmi Party,S18,4,BALMIKI NAIK,2735,14,2749,1.3,Odisha,Padampur,0,211320,4,1.3008707173954193,0,#0080C0,2024,AAP,Padampur,GEN,Bargarh,Bargarh,Northern Division
1,Bahujan Samaj Party,S18,5,RUPADHAR KUMBHAR,1301,5,1306,0.62,Odisha,Padampur,0,211320,6,0.6180200643573727,0,#22409A,2024,BSP,Padampur,GEN,Bargarh,Bargarh,Northern Division
1,Independent,S18,6,GANGADHAR SAHA,986,6,992,0.47,Odisha,Padampur,0,211320,8,0.4694302479651713,0,#CEB58C,2024,IND,Padampur,GEN,Bargarh,Bargarh,Northern Division
1,Independent,S18,7,REBATI GIRI,1196,10,1206,0.57,Odisha,Padampur,0,211320,7,0.5706984667802385,0,#CEB58C,2024,IND,Padampur,GEN,Bargarh,Bargarh,Northern Division
1,None of the Above,S18,8,NOTA,1590,27,1617,0.77,Odisha,Padampur,0,211320,5,0.7651902328222601,0,#DDD1CA,2024,NOTA,Padampur,GEN,Bargarh,Bargarh,Northern Division
2,Indian National Congress,S18,1,KISHOR DAFADAR,15583,124,15707,8.01,Odisha,Bijepur,0,196028,3,8.012630848654274,0,#3498DB,2024,INC,Bijepur,GEN,Bargarh,Bargarh,Northern Division
2,Bahujan Samaj Party,S18,2,DHABALESWAR MAHANANDA,1988,22,2010,1.03,Odisha,Bijepur,0,196028,5,1.025363723549697,0,#22409A,2024,BSP,Bijepur,GEN,Bargarh,Bargarh,Northern Division
2,Biju Janata Dal,S18,3,RITA SAHU,82623,472,83095,42.39,Odisha,Bijepur,0,196028,2,42.38935254147367,1,#03A31F,2024,BJD,Bijepur,GEN,Bargarh,Bargarh,Northern Division
2,Bharatiya Janata Party,S18,4,SANAT KUMAR GARTIA,92612,549,93161,47.52,Odisha,Bijepur,0,196028,1,47.52433325851409,1,#00A951,2024,BJP,Bijepur,GEN,Bargarh,Bargarh,Northern Division
2,None of the Above,S18,5,NOTA,2028,27,2055,1.05,Odisha,Bijepur,0,196028,4,1.0483196278082725,0,#DDD1CA,2024,NOTA,Bijepur,GEN,Bargarh,Bargarh,Northern Division
3,Bharatiya Janata Party,S18,1,ASHWINI KUMAR SARANGI,77049,717,77766,46.34,Odisha,Bargarh,0,167820,1,46.33893457275652,1,#00A951,2024,BJP,Bargarh,GEN,Bargarh,Bargarh,Northern Division
3,Aam Aadmi Party,S18,2,ASHISH SATPATHY,692,10,702,0.42,Odisha,Bargarh,0,167820,8,0.4183053271362174,0,#0080C0,2024,AAP,Bargarh,GEN,Bargarh,Bargarh,Northern Division
3,Bahujan Samaj Party,S18,3,JAYASHANKAR SINHA,1197,5,1202,0.72,Odisha,Bargarh,0,167820,5,0.7162435943272554,0,#22409A,2024,BSP,Bargarh,GEN,Bargarh,Bargarh,Northern Division
3,Biju Janata Dal,S18,4,DEBESH ACHARYA,72406,588,72994,43.5,Odisha,Bargarh,0,167820,2,43.49541175068526,1,#03A31F,2024,BJD,Bargarh,GEN,Bargarh,Bargarh,Northern Division
3,Indian National Congress,S18,5,NIPON KUMAR DASH,10174,98,10272,6.12,Odisha,Bargarh,0,167820,3,6.120843761172685,0,#3498DB,2024,INC,Bargarh,GEN,Bargarh,Bargarh,Northern Division
3,Rashtriya Manav Party,S18,6,MUKTA NAG,381,3,384,0.23,Odisha,Bargarh,0,167820,10,0.2288165892027172,0,#004274,2024,Others,Bargarh,GEN,Bargarh,Bargarh,Northern Division
3,Independent,S18,7,NANDA NANDAN MAHANANDA,2059,21,2080,1.24,Odisha,Bargarh,0,167820,4,1.2394231915147182,0,#CEB58C,2024,IND,Bargarh,GEN,Bargarh,Bargarh,Northern Division
3,Independent,S18,8,PANDABA KARNA,471,5,476,0.28,Odisha,Bargarh,0,167820,9,0.2836372303658682,0,#CEB58C,2024,IND,Bargarh,GEN,Bargarh,Bargarh,Northern Division
3,Independent,S18,9,BHAKTA BINOD BABA,753,4,757,0.45,Odisha,Bargarh,0,167820,7,0.4510785365272315,0,#CEB58C,2024,IND,Bargarh,GEN,Bargarh,Bargarh,Northern Division
3,None of the Above,S18,10,NOTA,1162,25,1187,0.71,Odisha,Bargarh,0,167820,6,0.7073054463115243,0,#DDD1CA,2024,NOTA,Bargarh,GEN,Bargarh,Bargarh,Northern Division
4,Indian National Congress,S18,1,ABHISHEK SETH,6025,40,6065,3.36,Odisha,Attabira,0,180319,3,3.363483604057254,0,#3498DB,2024,INC,Attabira,SC,Bargarh,Bargarh,Northern Division
4,Aam Aadmi Party,S18,2,JAYAKRISHNA CHHURIA,1169,6,1175,0.65,Odisha,Attabira,0,180319,6,0.6516229570927079,0,#0080C0,2024,AAP,Attabira,SC,Bargarh,Bargarh,Northern Division
4,Bharatiya Janata Party,S18,3,NIHAR RANJAN MAHANAND,98835,652,99487,55.17,Odisha,Attabira,0,180319,1,55.17277713385722,1,#00A951,2024,BJP,Attabira,SC,Bargarh,Bargarh,Northern Division
4,Bahujan Samaj Party,S18,4,BHUBAN BHOSAGAR,1203,4,1207,0.67,Odisha,Attabira,0,180319,5,0.6693692844348073,0,#22409A,2024,BSP,Attabira,SC,Bargarh,Bargarh,Northern Division
4,Biju Janata Dal,S18,5,SNEHANGINI  CHHURIA,70163,414,70577,39.14,Odisha,Attabira,0,180319,2,39.140079525729405,1,#03A31F,2024,BJD,Attabira,SC,Bargarh,Bargarh,Northern Division
4,None of the Above,S18,6,NOTA,1792,16,1808,1,Odisha,Attabira,0,180319,4,1.0026674948286094,0,#DDD1CA,2024,NOTA,Attabira,SC,Bargarh,Bargarh,Northern Division
5,Bharatiya Janata Party,S18,1,IRASIS ACHARYA,106710,798,107508,54.65,Odisha,Bhatli,0,196714,1,54.65193123011072,1,#00A951,2024,BJP,Bhatli,GEN,Bargarh,Bargarh,Northern Division
5,Bahujan Samaj Party,S18,2,NARAYAN VESRA,1294,16,1310,0.67,Odisha,Bhatli,0,196714,4,0.665941417,0,#22409A,2024,BSP,Bhatli,GEN,Bargarh,Bargarh,Northern Division
5,Indian National Congress,S18,3,BRAHMA MAHAKUD,4561,53,4614,2.35,Odisha,Bhatli,0,196714,3,2.345537175798367,0,#3498DB,2024,INC,Bhatli,GEN,Bargarh,Bargarh,Northern Division
5,Aam Aadmi Party,S18,4,MOHAMMAD SHAHRUKH LODHIA,1018,9,1027,0.52,Odisha,Bhatli,0,196714,6,0.5220777372225668,0,#0080C0,2024,AAP,Bhatli,GEN,Bargarh,Bargarh,Northern Division
5,Biju Janata Dal,S18,5,SUSANTA SINGH,78936,680,79616,40.47,Odisha,Bhatli,0,196714,2,40.472970912085565,1,#03A31F,2024,BJD,Bhatli,GEN,Bargarh,Bargarh,Northern Division
5,Independent,S18,6,BALLABHA PATRA,726,5,731,0.37,Odisha,Bhatli,0,196714,7,0.3716054780035991,0,#CEB58C,2024,IND,Bhatli,GEN,Bargarh,Bargarh,Northern Division
5,Independent,S18,7,SABITRI ACHARYA,678,1,679,0.35,Odisha,Bhatli,0,196714,8,0.3451711621948616,0,#CEB58C,2024,IND,Bhatli,GEN,Bargarh,Bargarh,Northern Division
5,None of the Above,S18,8,NOTA,1212,17,1229,0.62,Odisha,Bhatli,0,196714,5,0.6247648870949704,0,#DDD1CA,2024,NOTA,Bhatli,GEN,Bargarh,Bargarh,Northern Division
6,Biju Janata Dal,S18,1,ALAKA MOHANTY,54960,450,55410,32.93,Odisha,Brajarajnagar,0,168268,2,32.92961228516414,1,#03A31F,2024,BJD,Brajarajnagar,GEN,Jharsuguda,Bargarh,Northern Division
6,Indian National Congress,S18,2,KISHORE CHANDRA PATEL,21636,173,21809,12.96,Odisha,Brajarajnagar,0,168268,3,12.960871942377636,0,#3498DB,2024,INC,Brajarajnagar,GEN,Jharsuguda,Bargarh,Northern Division
6,Aam Aadmi Party,S18,3,KUMUD RANJAN PRASAD,1100,8,1108,0.66,Odisha,Brajarajnagar,0,168268,7,0.6584733876910642,0,#0080C0,2024,AAP,Brajarajnagar,GEN,Jharsuguda,Bargarh,Northern Division
6,Bahujan Samaj Party,S18,4,SUJATA SUNA,1368,10,1378,0.82,Odisha,Brajarajnagar,0,168268,6,0.8189317041861792,0,#22409A,2024,BSP,Brajarajnagar,GEN,Jharsuguda,Bargarh,Northern Division
6,Bharatiya Janata Party,S18,5,SURESH PUJARI,81542,657,82199,48.85,Odisha,Brajarajnagar,0,168268,1,48.85004873178501,1,#00A951,2024,BJP,Brajarajnagar,GEN,Jharsuguda,Bargarh,Northern Division
6,Communist Party of India,S18,6,RAMESH KUMAR TRIPATHY,3404,14,3418,2.03,Odisha,Brajarajnagar,0,168268,4,2.0312834288159363,0,#F27A67,2024,CPI,Brajarajnagar,GEN,Jharsuguda,Bargarh,Northern Division
6,Independent,S18,7,ABYAYBHARATI SHEKHAWAT RAJPUT JAIN,450,3,453,0.27,Odisha,Brajarajnagar,0,168268,10,0.2692133976751373,0,#CEB58C,2024,IND,Brajarajnagar,GEN,Jharsuguda,Bargarh,Northern Division
6,Independent,S18,8,SUPRIT KUMAR BEHERA,567,6,573,0.34,Odisha,Brajarajnagar,0,168268,8,0.3405282050062995,0,#CEB58C,2024,IND,Brajarajnagar,GEN,Jharsuguda,Bargarh,Northern Division
6,Independent,S18,9,HEMANTA KUMAR RANA,533,3,536,0.32,Odisha,Brajarajnagar,0,168268,9,0.3185394727458578,0,#CEB58C,2024,IND,Brajarajnagar,GEN,Jharsuguda,Bargarh,Northern Division
6,None of the Above,S18,10,NOTA,1365,19,1384,0.82,Odisha,Brajarajnagar,0,168268,5,0.8224974445527373,0,#DDD1CA,2024,NOTA,Brajarajnagar,GEN,Jharsuguda,Bargarh,Northern Division
7,Indian National Congress,S18,1,AMITA BISWAL,5679,96,5775,3.02,Odisha,Jharsuguda,0,191020,3,3.0232436394094857,0,#3498DB,2024,INC,Jharsuguda,GEN,Jharsuguda,Bargarh,Northern Division
7,Bahujan Samaj Party,S18,2,KARTIKESWAR GHUGAR,713,8,721,0.38,Odisha,Jharsuguda,0,191020,5,0.3774473877080934,0,#22409A,2024,BSP,Jharsuguda,GEN,Jharsuguda,Bargarh,Northern Division
7,Bharatiya Janata Party,S18,3,TANKADHAR TRIPATHY,90374,731,91105,47.69,Odisha,Jharsuguda,0,191020,1,47.69395875,1,#00A951,2024,BJP,Jharsuguda,GEN,Jharsuguda,Bargarh,Northern Division
7,Biju Janata Dal,S18,4,DIPALI DAS,89109,663,89772,47,Odisha,Jharsuguda,0,191020,2,46.99612606009842,1,#03A31F,2024,BJD,Jharsuguda,GEN,Jharsuguda,Bargarh,Northern Division
7,National Apni Party,S18,5,KALAKARA NAIK,564,2,566,0.3,Odisha,Jharsuguda,0,191020,8,0.2963040519317349,0,#004274,2024,NAP,Jharsuguda,GEN,Jharsuguda,Bargarh,Northern Division
7,Independent,S18,6,SADHANA PANDEY,559,4,563,0.29,Odisha,Jharsuguda,0,191020,9,0.2947335357554183,0,#CEB58C,2024,IND,Jharsuguda,GEN,Jharsuguda,Bargarh,Northern Division
7,Independent,S18,7,SANJITA KISAN,585,6,591,0.31,Odisha,Jharsuguda,0,191020,7,0.3093916867343733,0,#CEB58C,2024,IND,Jharsuguda,GEN,Jharsuguda,Bargarh,Northern Division
7,Independent,S18,8,GNYANENDRA BEHERA,629,1,630,0.33,Odisha,Jharsuguda,0,191020,6,0.3298083970264894,0,#CEB58C,2024,IND,Jharsuguda,GEN,Jharsuguda,Bargarh,Northern Division
7,None of the Above,S18,9,NOTA,1277,20,1297,0.68,Odisha,Jharsuguda,0,191020,4,0.6789864935608837,0,#DDD1CA,2024,NOTA,Jharsuguda,GEN,Jharsuguda,Bargarh,Northern Division
8,Indian National Congress,S18,1,DEVENDRA BHITRIA,35002,260,35262,21.83,Odisha,Talsara,0,161533,3,21.82959519107551,1,#3498DB,2024,INC,Talsara,ST,Sundargarh,Sundargarh,Northern Division
8,Biju Janata Dal,S18,2,BINAYA KUMAR TOPPO,51457,282,51739,32.03,Odisha,Talsara,0,161533,2,32.02998768053587,1,#03A31F,2024,BJD,Talsara,ST,Sundargarh,Sundargarh,Northern Division
8,Bharatiya Janata Party,S18,3,BHABANI SHANKAR BHOI,68304,624,68928,42.67,Odisha,Talsara,0,161533,1,42.671156977212085,1,#00A951,2024,BJP,Talsara,ST,Sundargarh,Sundargarh,Northern Division
8,Bahujan Samaj Party,S18,4,SANJEET PRADHAN,918,0,918,0.57,Odisha,Talsara,0,161533,6,0.5683049284047222,0,#22409A,2024,BSP,Talsara,ST,Sundargarh,Sundargarh,Northern Division
8,Mo Dala,S18,5,ANIL KUMAR BARLA,539,4,543,0.34,Odisha,Talsara,0,161533,9,0.3361542223570416,0,#004274,2024,Others,Talsara,ST,Sundargarh,Sundargarh,Northern Division
8,National Apni Party,S18,6,TIKESWAR TOPPO,553,4,557,0.34,Odisha,Talsara,0,161533,8,0.3448211820494883,0,#004274,2024,NAP,Talsara,ST,Sundargarh,Sundargarh,Northern Division
8,Odisha Pragati Dal,S18,7,DAMODAR BHITRIA,724,4,728,0.45,Odisha,Talsara,0,161533,7,0.4506819040072307,0,#004274,2024,OPD,Talsara,ST,Sundargarh,Sundargarh,Northern Division
8,Independent,S18,8,BIKRAM TOPPO,972,1,973,0.6,Odisha,Talsara,0,161533,5,0.6023536986250487,0,#CEB58C,2024,IND,Talsara,ST,Sundargarh,Sundargarh,Northern Division
8,None of the Above,S18,9,NOTA,1878,7,1885,1.17,Odisha,Talsara,0,161533,4,1.166944215733008,0,#DDD1CA,2024,NOTA,Talsara,ST,Sundargarh,Sundargarh,Northern Division
