ST_CD,PC_NO,#,PARTY_CODE,CANDIDATE,YEAR,PC_NAME,O.S.N.,EVM Votes,Postal Votes,Migrant Votes,VOTES,Deposit_Gained,PARTY,ALLIANCE,STATE,color_code,polled_votes,vote_percent,Phase,Date,Nomination,Category,Vote %,IMAGE
S18,19,9,AIFB,RAJEEB CHANDRA KHADANGA,2019,Aska,5,5984,3,0,5987,0,All India Forward Bloc,,Odisha,#ac1313,1013862,0.59,2,18/04/19,26/03/19,GEN,0.590514291,
S18,19,8,CPI(M)(R),SANKAR SAHU,2019,Aska,6,5995,4,0,5999,0,Communist Party of India (Marxist-Leninist) Red Star,,Odisha,#004274,1013862,0.59,2,18/04/19,26/03/19,GEN,0.591697884,
S18,19,6,IND,CHAKRADHAR SAHU,2019,Aska,7,7733,5,0,7738,0,Independent,,Odisha,#CEB58C,1013862,0.76,2,18/04/19,26/03/19,GEN,0.763220241,
S18,19,7,IND,K. SHYAMBABU SUBUDHI,2019,Aska,8,7470,6,0,7476,0,Independent,,Odisha,#CEB58C,1013862,0.74,2,18/04/19,26/03/19,GEN,0.73737846,
S18,19,4,NOTA,NONE OF THE ABOVE,2019,Aska,9,17330,14,0,17344,0,None of the Above,,Odisha,#DDD1CA,1013862,1.71,2,18/04/19,26/03/19,GEN,1.710686464,
S18,20,1,BJD,CHANDRA SEKHAR SAHU,2019,Berhampur,2,443145,698,0,443843,1,Biju Janata Dal,,Odisha,#03A31F,989910,44.84,1,11/04/19,25/03/19,GEN,44.83670233,
S18,20,7,BSP,TIRUPATHI RAO KARANAM,2019,Berhampur,3,8252,38,0,8290,0,Bahujan Samaj Party,,Odisha,#22409A,989910,0.84,1,11/04/19,25/03/19,GEN,0.837449869,
S18,20,2,BJP,BHRUGU BAXIPATRA,2019,Berhampur,4,347302,1697,0,348999,1,Bharatiya Janata Party,,Odisha,#ff7f0e,989910,35.26,1,11/04/19,25/03/19,GEN,35.2556293,
S18,20,5,OPD,SRIHARI PATNAIK,2019,Berhampur,5,8293,11,0,8304,0,Odisha Pragati Dal,,Odisha,#004274,989910,0.84,1,11/04/19,25/03/19,GEN,0.838864139,
S18,20,6,SUCI,SOMANATH BEHERA,2019,Berhampur,6,8283,13,0,8296,0,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),,Odisha,#004274,989910,0.84,1,11/04/19,25/03/19,GEN,0.838055985,
S18,20,9,IND,CHAKRADHAR SAHU,2019,Berhampur,7,7076,5,0,7081,0,Independent,,Odisha,#CEB58C,989910,0.72,1,11/04/19,25/03/19,GEN,0.715317554,
S18,20,8,IND,K. SHYAMBABU SUBUDHI,2019,Berhampur,8,8077,7,0,8084,0,Independent,,Odisha,#CEB58C,989910,0.82,1,11/04/19,25/03/19,GEN,0.816639897,
S18,20,4,NOTA,NONE OF THE ABOVE,2019,Berhampur,9,14363,18,0,14381,0,None of the Above,,Odisha,#DDD1CA,989910,1.45,1,11/04/19,25/03/19,GEN,1.452758332,
S18,21,2,BJD,KAUSALYA HIKAKA,2019,Koraput,1,366812,704,0,367516,1,Biju Janata Dal,,Odisha,#03A31F,1080161,34.02,1,11/04/19,25/03/19,ST,34.02418714,
S18,21,3,BJP,JAYARAM PANGI,2019,Koraput,2,206153,2245,0,208398,1,Bharatiya Janata Party,,Odisha,#ff7f0e,1080161,19.29,1,11/04/19,25/03/19,ST,19.29323499,
S18,21,5,BSP,BHASKAR MUTUKA,2019,Koraput,3,35668,96,0,35764,0,Bahujan Samaj Party,,Odisha,#22409A,1080161,3.31,1,11/04/19,25/03/19,ST,3.310987899,
S18,21,6,CPI(M)(L),DAMODARA SABAR,2019,Koraput,5,26112,5,0,26117,0,Communist Party of India  (Marxist-Leninist)  (Liberation),,Odisha,#F27A67,1080161,2.42,1,11/04/19,25/03/19,ST,2.417880297,
S18,21,7,API,BANAMALI MAJHI,2019,Koraput,6,18842,7,0,18849,0,Ambedkarite Party of India,,Odisha,#004274,1080161,1.75,1,11/04/19,25/03/19,ST,1.745017641,
S18,21,8,CPI(M)(R),RAJENDRA KENDRUKA,2019,Koraput,7,15826,1,0,15827,0,Communist Party of India (Marxist-Leninist) Red Star,,Odisha,#004274,1080161,1.47,1,11/04/19,25/03/19,ST,1.465244533,
S18,21,4,NOTA,NONE OF THE ABOVE,2019,Koraput,8,36525,36,0,36561,0,None of the Above,,Odisha,#DDD1CA,1080161,3.38,1,11/04/19,25/03/19,ST,3.384773196,
S18,1,1,BJD,PRABHAS KUMAR SINGH,2014,Bargarh,1,383230,0,0,383230,1,Biju Janata Dal,,Odisha,#03A31F,1123301,34.12,2,18/04/19,26/03/19,GEN,34.11641225,
S18,1,2,BJP,SUBASH CHOUHAN,2014,Bargarh,2,372052,0,0,372052,1,Bharatiya Janata Party,,Odisha,#ff7f0e,1123301,33.12,2,18/04/19,26/03/19,GEN,33.12130943,
S18,1,4,PVP,KULAMANI URMA,2014,Bargarh,4,26216,0,0,26216,0,Paschimanchal Vikas Party,,Odisha,#004274,1123301,2.33,2,18/04/19,26/03/19,GEN,2.333835722,
S18,1,5,CPI,ASHOK BISI,2014,Bargarh,5,21100,0,0,21100,0,Communist Party of India,,Odisha,#F27A67,1123301,1.88,2,18/04/19,26/03/19,GEN,1.878392345,
S18,1,6,AAP,LINGARAJ PRADHAN,2014,Bargarh,6,15672,0,0,15672,0,Aam Aadmi Party,,Odisha,#0080C0,1123301,1.4,2,18/04/19,26/03/19,GEN,1.395173689,
S18,1,8,BSP,GAYAN CHAND,2014,Bargarh,8,8009,0,0,8009,0,Bahujan Samaj Party,,Odisha,#22409A,1123301,0.71,2,18/04/19,26/03/19,GEN,0.712987881,
S18,1,9,AITC,ASHOK MITTAL,2014,Bargarh,9,7912,0,0,7912,0,All India Trinamool Congress,,Odisha,#4A9F88,1123301,0.7,2,18/04/19,26/03/19,GEN,0.704352618,
S18,1,7,NOTA,NONE OF THE ABOVE,2014,Bargarh,7,14500,0,0,14500,0,None of the Above,,Odisha,#DDD1CA,1123301,1.29,2,18/04/19,26/03/19,GEN,1.290838342,
S18,2,2,BJD,DILIP KUMAR TIRKEY,2014,Sundargarh,2,321679,0,0,321679,1,Biju Janata Dal,,Odisha,#03A31F,1010711,31.83,2,18/04/19,26/03/19,ST,31.82700099,
S18,21,1,INC,SAPTAGIRI SANKAR ULAKA,2019,Koraput,4,370434,695,0,371129,1,Indian National Congress,,Odisha,#3498DB,1080161,34.36,1,11/04/19,25/03/19,ST,34.35867431,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S18/SAPTA-2024-6424.jpg
S18,2,5,SUCI,JUSTIN LUGUN,2014,Sundargarh,5,9472,0,0,9472,0,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),,Odisha,#004274,1010711,0.94,2,18/04/19,26/03/19,ST,0.937162057,
S18,2,6,BSP,BAGI LAKRA,2014,Sundargarh,6,9460,0,0,9460,0,Bahujan Samaj Party,,Odisha,#22409A,1010711,0.94,2,18/04/19,26/03/19,ST,0.935974774,
S18,2,7,IND,LAWRENCIA LAKRA,2014,Sundargarh,7,9001,0,0,9001,0,Independent,,Odisha,#CEB58C,1010711,0.89,2,18/04/19,26/03/19,ST,0.890561199,
S18,2,8,Others,SAGAR SINGH MANAKI,2014,Sundargarh,8,8448,0,0,8448,0,Kosal Kranti Dal,,Odisha,#004274,1010711,0.84,2,18/04/19,26/03/19,ST,0.83584724,
S18,2,9,AAP,BASIL EKKA,2014,Sundargarh,9,7429,0,0,7429,0,Aam Aadmi Party,,Odisha,#0080C0,1010711,0.74,2,18/04/19,26/03/19,ST,0.735027124,
S18,2,10,IND,MANSID EKKA,2014,Sundargarh,10,7282,0,0,7282,0,Independent,,Odisha,#CEB58C,1010711,0.72,2,18/04/19,26/03/19,ST,0.720482908,
S18,2,11,Others,DAS CHARAN MAJHI,2014,Sundargarh,11,4408,0,0,4408,0,Jharkhand Disom Party,,Odisha,#004274,1010711,0.44,2,18/04/19,26/03/19,ST,0.436128626,
S18,2,12,IND,SATISH KUMAR MINZ,2014,Sundargarh,12,3951,0,0,3951,0,Independent,,Odisha,#CEB58C,1010711,0.39,2,18/04/19,26/03/19,ST,0.390912932,
S18,2,13,BMP,LILY PREMA KUJUR,2014,Sundargarh,13,3903,0,0,3903,0,Bahujan Mukti Party,,Odisha,#004274,1010711,0.39,2,18/04/19,26/03/19,ST,0.3861638,
S18,2,4,NOTA,NONE OF THE ABOVE,2014,Sundargarh,4,15835,0,0,15835,0,None of the Above,,Odisha,#DDD1CA,1010711,1.57,2,18/04/19,26/03/19,ST,1.566718874,
S18,3,1,BJD,NAGENDRA KUMAR PRADHAN,2014,Sambalpur,1,358618,0,0,358618,1,Biju Janata Dal,,Odisha,#03A31F,984309,36.43,3,23/04/19,04/04/19,GEN,36.4334777,
S18,3,2,BJP,SURESH PUJARI,2014,Sambalpur,2,328042,0,0,328042,1,Bharatiya Janata Party,,Odisha,#ff7f0e,984309,33.33,3,23/04/19,04/04/19,GEN,33.32713609,
S18,21,2,INC,GIRIDHAR GAMANG,2014,Koraput,2,375781,0,0,375781,1,Indian National Congress,,Odisha,#3498DB,989444,37.98,1,11/04/19,25/03/19,ST,37.97900639,
S18,3,5,BSP,NATHU RAM,2014,Sambalpur,5,12211,0,0,12211,0,Bahujan Samaj Party,,Odisha,#22409A,984309,1.24,3,23/04/19,04/04/19,GEN,1.240565717,
S18,3,6,AAP,ANANDA KUMAR SAMAL,2014,Sambalpur,6,7029,0,0,7029,0,Aam Aadmi Party,,Odisha,#0080C0,984309,0.71,3,23/04/19,04/04/19,GEN,0.714105022,
S18,3,7,IND,MD. ALI HUSSAIN,2014,Sambalpur,7,4763,0,0,4763,0,Independent,,Odisha,#CEB58C,984309,0.48,3,23/04/19,04/04/19,GEN,0.483892761,
S18,3,8,SUCI,PRASADI PRADHAN,2014,Sambalpur,8,4502,0,0,4502,0,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),,Odisha,#004274,984309,0.46,3,23/04/19,04/04/19,GEN,0.457376698,
S18,3,9,IND,ASHOK PANDA,2014,Sambalpur,9,4018,0,0,4018,0,Independent,,Odisha,#CEB58C,984309,0.41,3,23/04/19,04/04/19,GEN,0.408205147,
S18,3,10,IND,DUSMANTA KAR,2014,Sambalpur,10,4012,0,0,4012,0,Independent,,Odisha,#CEB58C,984309,0.41,3,23/04/19,04/04/19,GEN,0.407595582,
S18,3,11,PBI,SHANKARLAL AGRAWALA,2014,Sambalpur,11,3110,0,0,3110,0,Proutist Bloc India,,Odisha,#004274,984309,0.32,3,23/04/19,04/04/19,GEN,0.315957692,
S18,3,12,PVP,TARANI BHOI,2014,Sambalpur,12,2559,0,0,2559,0,Paschimanchal Vikas Party,,Odisha,#004274,984309,0.26,3,23/04/19,04/04/19,GEN,0.259979336,
S18,3,4,NOTA,NONE OF THE ABOVE,2014,Sambalpur,4,13314,0,0,13314,0,None of the Above,,Odisha,#DDD1CA,984309,1.35,3,23/04/19,04/04/19,GEN,1.352624024,
S18,4,1,BJD,SAKUNTALA LAGURI,2014,Keonjhar,1,434471,0,0,434471,1,Biju Janata Dal,,Odisha,#03A31F,1083869,40.09,3,23/04/19,04/04/19,ST,40.0851948,
S18,4,2,BJP,ANANTA NAYAK,2014,Keonjhar,2,277154,0,0,277154,1,Bharatiya Janata Party,,Odisha,#ff7f0e,1083869,25.57,3,23/04/19,04/04/19,ST,25.57080238,
S18,17,3,INC,JAYANARAYAN PATTANAYAK,2024,Puri,3,24066,276,0,24342,0,Indian National Congress,INDIA,Odisha,#3498DB,1196938,2.03,6,25/05/24,06/05/24,GEN,2.033689297,
S18,4,4,IND,BASUDEB NAIK,2014,Keonjhar,4,101999,0,0,101999,0,Independent,,Odisha,#CEB58C,1083869,9.41,3,23/04/19,04/04/19,ST,9.410639109,
S18,4,6,IND,SUJIT KUMAR LUGUN,2014,Keonjhar,6,16420,0,0,16420,0,Independent,,Odisha,#CEB58C,1083869,1.51,3,23/04/19,04/04/19,ST,1.514943227,
S18,4,7,RIM,SUDARSHAN LOHAR,2014,Keonjhar,7,16299,0,0,16299,0,Rashtriya Indepndent Morcha,,Odisha,#004274,1083869,1.5,3,23/04/19,04/04/19,ST,1.503779516,
S18,4,8,Others,BISHNUPRIYA NAIK,2014,Keonjhar,8,12236,0,0,12236,0,Odisha Jan Morcha,,Odisha,#004274,1083869,1.13,3,23/04/19,04/04/19,ST,1.128918716,
S18,4,9,BSP,JAGAT MOHAN NAIK,2014,Keonjhar,9,8694,0,0,8694,0,Bahujan Samaj Party,,Odisha,#22409A,1083869,0.8,3,23/04/19,04/04/19,ST,0.802126456,
S18,4,5,NOTA,NONE OF THE ABOVE,2014,Keonjhar,5,26065,0,0,26065,0,None of the Above,,Odisha,#DDD1CA,1083869,2.4,3,23/04/19,04/04/19,ST,2.404810913,
S18,5,1,BJD,RAMA CHANDRA HANSDAH,2014,Mayurbhanj,1,393779,0,0,393779,1,Biju Janata Dal,,Odisha,#03A31F,1053399,37.38,4,29/04/19,09/04/19,ST,37.38175183,
S18,5,2,BJP,NEPOLE RAGHU MURMU,2014,Mayurbhanj,2,270913,0,0,270913,1,Bharatiya Janata Party,,Odisha,#ff7f0e,1053399,25.72,4,29/04/19,09/04/19,ST,25.7179853,
S18,5,3,JMM,DEBASHIS MARNDI,2014,Mayurbhanj,3,172984,0,0,172984,0,Jharkhand Mukti Morcha,,Odisha,#344130,1053399,16.42,4,29/04/19,09/04/19,ST,16.4215079,
S18,5,6,AOP,PRABHUDAN MARANDI,2014,Mayurbhanj,6,14632,0,0,14632,0,Aama Odisha Party,,Odisha,#004274,1053399,1.39,4,29/04/19,09/04/19,ST,1.38902733,
S18,5,7,BSP,DASHMAT SOREN,2014,Mayurbhanj,7,12041,0,0,12041,0,Bahujan Samaj Party,,Odisha,#22409A,1053399,1.14,4,29/04/19,09/04/19,ST,1.143061651,
S18,5,8,AAP,CHHABI MAHALI,2014,Mayurbhanj,8,8183,0,0,8183,0,Aam Aadmi Party,,Odisha,#0080C0,1053399,0.78,4,29/04/19,09/04/19,ST,0.77681866,
S18,5,9,IND,DEVI PRASANNA BESRA,2014,Mayurbhanj,9,8133,0,0,8133,0,Independent,,Odisha,#CEB58C,1053399,0.77,4,29/04/19,09/04/19,ST,0.772072121,
S18,5,10,AP,ANTA ALOK BASKEY,2014,Mayurbhanj,10,7052,0,0,7052,0,AJSU Party,,Odisha,#CEB537,1053399,0.67,4,29/04/19,09/04/19,ST,0.669451936,
S18,5,5,NOTA,NONE OF THE ABOVE,2014,Mayurbhanj,5,23517,0,0,23517,0,None of the Above,,Odisha,#DDD1CA,1053399,2.23,4,29/04/19,09/04/19,ST,2.232487405,
S18,6,1,BJD,RABINDRA KUMAR JENA,2014,Balasore,1,433768,0,0,433768,1,Biju Janata Dal,,Odisha,#03A31F,1049450,41.33,4,29/04/19,09/04/19,GEN,41.33288866,
S18,6,2,BJP,PRATAP CHANDRA SARANGI,2014,Balasore,2,291943,0,0,291943,1,Bharatiya Janata Party,,Odisha,#ff7f0e,1049450,27.82,4,29/04/19,09/04/19,GEN,27.81866692,
S18,6,4,CPI,PRASANTA KUMAR MISHRA,2014,Balasore,4,14538,0,0,14538,0,Communist Party of India,,Odisha,#F27A67,1049450,1.39,4,29/04/19,09/04/19,GEN,1.38529706,
S18,6,5,AITC,KARTIKESWAR PATRA,2014,Balasore,5,9856,0,0,9856,0,All India Trinamool Congress,,Odisha,#4A9F88,1049450,0.94,4,29/04/19,09/04/19,GEN,0.939158607,
S18,6,7,IND,SAROJ KUMAR PANDA,2014,Balasore,7,4529,0,0,4529,0,Independent,,Odisha,#CEB58C,1049450,0.43,4,29/04/19,09/04/19,GEN,0.431559388,
S18,6,8,BSP,BICHITRA NANDA DAS,2014,Balasore,8,3240,0,0,3240,0,Bahujan Samaj Party,,Odisha,#22409A,1049450,0.31,4,29/04/19,09/04/19,GEN,0.308733146,
S18,6,9,AAP,MAMATA KUNDU,2014,Balasore,9,2664,0,0,2664,0,Aam Aadmi Party,,Odisha,#0080C0,1049450,0.25,4,29/04/19,09/04/19,GEN,0.253847253,
S18,6,10,IND,JAGANNATH DAS,2014,Balasore,10,1856,0,0,1856,0,Independent,,Odisha,#CEB58C,1049450,0.18,4,29/04/19,09/04/19,GEN,0.176854543,
S18,6,11,IND,BISWAJIT RAY,2014,Balasore,11,1823,0,0,1823,0,Independent,,Odisha,#CEB58C,1049450,0.17,4,29/04/19,09/04/19,GEN,0.173710039,
S18,6,6,NOTA,NONE OF THE ABOVE,2014,Balasore,6,7716,0,0,7716,0,None of the Above,,Odisha,#DDD1CA,1049450,0.74,4,29/04/19,09/04/19,GEN,0.73524227,
S18,7,1,BJD,ARJUN CHARAN SETHI,2014,Bhadrak,1,502338,0,0,502338,1,Biju Janata Dal,,Odisha,#03A31F,1081339,46.46,4,29/04/19,09/04/19,SC,46.45518195,
S18,7,3,BJP,SARAT DAS,2014,Bhadrak,3,216617,0,0,216617,1,Bharatiya Janata Party,,Odisha,#ff7f0e,1081339,20.03,4,29/04/19,09/04/19,SC,20.0322933,
S18,7,4,CPI,RAMESH JENA,2014,Bhadrak,4,11930,0,0,11930,0,Communist Party of India,,Odisha,#F27A67,1081339,1.1,4,29/04/19,09/04/19,SC,1.103261789,
S18,7,5,BSP,ARJUN CHARAN MALLIK,2014,Bhadrak,5,7607,0,0,7607,0,Bahujan Samaj Party,,Odisha,#22409A,1081339,0.7,4,29/04/19,09/04/19,SC,0.703479667,
S18,7,7,AAP,NARAYAN CHANDRA JENA,2014,Bhadrak,7,5961,0,0,5961,0,Aam Aadmi Party,,Odisha,#0080C0,1081339,0.55,4,29/04/19,09/04/19,SC,0.551260983,
S18,7,8,AOP,NETRANANDA MALLICK,2014,Bhadrak,8,4518,0,0,4518,0,Aama Odisha Party,,Odisha,#004274,1081339,0.42,4,29/04/19,09/04/19,SC,0.41781532,
S18,7,9,IND,SUSANTA KUMAR JENA,2014,Bhadrak,9,2639,0,0,2639,0,Independent,,Odisha,#CEB58C,1081339,0.24,4,29/04/19,09/04/19,SC,0.244049276,
S18,7,6,NOTA,NONE OF THE ABOVE,2014,Bhadrak,6,6750,0,0,6750,0,None of the Above,,Odisha,#DDD1CA,1081339,0.62,4,29/04/19,09/04/19,SC,0.624226075,
S18,8,1,BJD,RITA TARAI,2014,Jajpur,1,541349,0,0,541349,1,Biju Janata Dal,,Odisha,#03A31F,980435,55.22,4,29/04/19,09/04/19,SC,55.2151851,
S18,8,3,BJP,AMIYA KANTA MALLICK,2014,Jajpur,3,150789,0,0,150789,0,Bharatiya Janata Party,,Odisha,#ff7f0e,980435,15.38,4,29/04/19,09/04/19,SC,15.3798059,
S18,8,4,IND,NABIN KUMAR DALAI,2014,Jajpur,4,29142,0,0,29142,0,Independent,,Odisha,#CEB58C,980435,2.97,4,29/04/19,09/04/19,SC,2.972354108,
S18,8,6,AAP,KALANDI MALIK,2014,Jajpur,6,8269,0,0,8269,0,Aam Aadmi Party,,Odisha,#0080C0,980435,0.84,4,29/04/19,09/04/19,SC,0.843401143,
S18,8,7,SUCI,SUBAS CHANDRA MALLICK,2014,Jajpur,7,8065,0,0,8065,0,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),,Odisha,#004274,980435,0.82,4,29/04/19,09/04/19,SC,0.822594053,
S18,8,8,BSP,DEBENDRA KUMAR MALLIK,2014,Jajpur,8,6926,0,0,6926,0,Bahujan Samaj Party,,Odisha,#22409A,980435,0.71,4,29/04/19,09/04/19,SC,0.706421129,
S18,8,9,BMP,RANJIT MALIK,2014,Jajpur,9,3409,0,0,3409,0,Bahujan Mukti Party,,Odisha,#004274,980435,0.35,4,29/04/19,09/04/19,SC,0.347702805,
S18,8,10,SKD,GAYADHAR MALLICK,2014,Jajpur,10,2753,0,0,2753,0,Samata Kranti Dal,,Odisha,#004274,980435,0.28,4,29/04/19,09/04/19,SC,0.280793729,
S18,8,5,NOTA,NONE OF THE ABOVE,2014,Jajpur,5,8655,0,0,8655,0,None of the Above,,Odisha,#DDD1CA,980435,0.88,4,29/04/19,09/04/19,SC,0.882771423,
S18,9,1,BJD,TATHAGATA SATPATHY,2014,Dhenkanal,1,453277,0,0,453277,1,Biju Janata Dal,,Odisha,#03A31F,1042101,43.5,3,23/04/19,04/04/19,GEN,43.49645572,
S18,9,2,BJP,RUDRA NARAYAN PANY,2014,Dhenkanal,2,315937,0,0,315937,1,Bharatiya Janata Party,,Odisha,#ff7f0e,1042101,30.32,3,23/04/19,04/04/19,GEN,30.31731089,
S18,9,5,API,KALAKAR NAIK,2014,Dhenkanal,5,8712,0,0,8712,0,Ambedkarite Party of India,,Odisha,#004274,1042101,0.84,3,23/04/19,04/04/19,GEN,0.83600342,
S18,9,6,IND,NIRMAL SAMAL,2014,Dhenkanal,6,7505,0,0,7505,0,Independent,,Odisha,#CEB58C,1042101,0.72,3,23/04/19,04/04/19,GEN,0.720179714,
S18,9,7,BSP,PREMANANDA SAHOO,2014,Dhenkanal,7,6574,0,0,6574,0,Bahujan Samaj Party,,Odisha,#22409A,1042101,0.63,3,23/04/19,04/04/19,GEN,0.630840965,
S18,9,8,AOP,SUPARNO SATPATHY,2014,Dhenkanal,8,5447,0,0,5447,0,Aama Odisha Party,,Odisha,#004274,1042101,0.52,3,23/04/19,04/04/19,GEN,0.522694057,
S18,9,9,AAP,JIMUTA PRASAD MISHRA,2014,Dhenkanal,9,5120,0,0,5120,0,Aam Aadmi Party,,Odisha,#0080C0,1042101,0.49,3,23/04/19,04/04/19,GEN,0.491315141,
S18,9,10,SUCI,MANASI SWAIN,2014,Dhenkanal,10,4275,0,0,4275,0,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),,Odisha,#004274,1042101,0.41,3,23/04/19,04/04/19,GEN,0.410228951,
S18,9,11,IND,ER. GURU PRASAD PRADHAN,2014,Dhenkanal,11,3918,0,0,3918,0,Independent,,Odisha,#CEB58C,1042101,0.38,3,23/04/19,04/04/19,GEN,0.375971235,
S18,9,12,BMP,PRADYUMNA KUMAR NAIK,2014,Dhenkanal,12,2298,0,0,2298,0,Bahujan Mukti Party,,Odisha,#004274,1042101,0.22,3,23/04/19,04/04/19,GEN,0.220516054,
S18,9,13,SKD,PRIYABRATA GARNAIK,2014,Dhenkanal,13,2039,0,0,2039,0,Samata Kranti Dal,,Odisha,#004274,1042101,0.2,3,23/04/19,04/04/19,GEN,0.195662417,
S18,9,4,NOTA,NONE OF THE ABOVE,2014,Dhenkanal,4,13205,0,0,13205,0,None of the Above,,Odisha,#DDD1CA,1042101,1.27,3,23/04/19,04/04/19,GEN,1.267151648,
S18,10,1,BJD,KALIKESH NARAYAN SINGH DEO,2014,Bolangir,1,453519,0,0,453519,1,Biju Janata Dal,,Odisha,#03A31F,1170405,38.75,2,18/04/19,26/03/19,GEN,38.74889461,
S18,10,2,BJP,SANGEETA KUMARI SINGH DEO,2014,Bolangir,2,349220,0,0,349220,1,Bharatiya Janata Party,,Odisha,#ff7f0e,1170405,29.84,2,18/04/19,26/03/19,GEN,29.83753487,
S18,10,4,AAP,SARASWATI NANDA,2014,Bolangir,4,24515,0,0,24515,0,Aam Aadmi Party,,Odisha,#0080C0,1170405,2.09,2,18/04/19,26/03/19,GEN,2.0945741,
S18,10,6,API,ACHUTANANDA NAG,2014,Bolangir,6,14626,0,0,14626,0,Ambedkarite Party of India,,Odisha,#004274,1170405,1.25,2,18/04/19,26/03/19,GEN,1.249652898,
S18,10,7,BSP,RANA NAG,2014,Bolangir,7,11513,0,0,11513,0,Bahujan Samaj Party,,Odisha,#22409A,1170405,0.98,2,18/04/19,26/03/19,GEN,0.983676591,
S18,10,8,IND,NABA KRUSHNA DANTA,2014,Bolangir,8,9915,0,0,9915,0,Independent,,Odisha,#CEB58C,1170405,0.85,2,18/04/19,26/03/19,GEN,0.847142656,
S18,10,9,AOP,SHANKAR KUMAR PATRA,2014,Bolangir,9,8438,0,0,8438,0,Aama Odisha Party,,Odisha,#004274,1170405,0.72,2,18/04/19,26/03/19,GEN,0.720947023,
S18,10,5,NOTA,NONE OF THE ABOVE,2014,Bolangir,5,21043,0,0,21043,0,None of the Above,,Odisha,#DDD1CA,1170405,1.8,2,18/04/19,26/03/19,GEN,1.79792465,
S18,11,1,BJD,ARKA KESHARI DEO,2014,Kalahandi,1,370871,0,0,370871,1,Biju Janata Dal,,Odisha,#03A31F,1117536,33.19,1,11/04/19,25/03/19,GEN,33.18649243,
S18,11,2,BJP,PRADIPTA KUMAR NAIK,2014,Kalahandi,2,314524,0,0,314524,1,Bharatiya Janata Party,,Odisha,#ff7f0e,1117536,28.14,1,11/04/19,25/03/19,GEN,28.14441772,
S18,11,5,SP,SIBA HATI,2014,Kalahandi,5,18869,0,0,18869,0,Samajwadi Party,,Odisha,#0E6D37,1117536,1.69,1,11/04/19,25/03/19,GEN,1.688446726,
S18,11,6,BSP,SAROJ KUMAR NAIK,2014,Kalahandi,6,14115,0,0,14115,0,Bahujan Samaj Party,,Odisha,#22409A,1117536,1.26,1,11/04/19,25/03/19,GEN,1.26304656,
S18,11,7,IND,RAJENDRA KUMAR MUND,2014,Kalahandi,7,10839,0,0,10839,0,Independent,,Odisha,#CEB58C,1117536,0.97,1,11/04/19,25/03/19,GEN,0.969901641,
S18,11,8,AOP,DAITARY PRADHAN,2014,Kalahandi,8,8698,0,0,8698,0,Aama Odisha Party,,Odisha,#004274,1117536,0.78,1,11/04/19,25/03/19,GEN,0.778319446,
S18,11,9,Others,BIGHNA RAJ PANDA,2014,Kalahandi,9,8600,0,0,8600,0,Samruddha Odisha,,Odisha,#004274,1117536,0.77,1,11/04/19,25/03/19,GEN,0.769550153,
S18,11,10,API,CHHABILAL NIAL,2014,Kalahandi,10,8299,0,0,8299,0,Ambedkarite Party of India,,Odisha,#004274,1117536,0.74,1,11/04/19,25/03/19,GEN,0.742615898,
S18,11,11,Others,SUNIL CHANDRA NAYAK,2014,Kalahandi,11,7329,0,0,7329,0,Odisha Jan Morcha,,Odisha,#004274,1117536,0.66,1,11/04/19,25/03/19,GEN,0.655817799,
S18,11,12,AAP,SATYA NARAYAN MAHAR,2014,Kalahandi,12,6360,0,0,6360,0,Aam Aadmi Party,,Odisha,#0080C0,1117536,0.57,1,11/04/19,25/03/19,GEN,0.569109183,
S18,11,13,BMP,SAHADEV JAL,2014,Kalahandi,13,5858,0,0,5858,0,Bahujan Mukti Party,,Odisha,#004274,1117536,0.52,1,11/04/19,25/03/19,GEN,0.52418893,
S18,11,14,KS,BAIKUNTHA DHANGADA MAJHI,2014,Kalahandi,14,5007,0,0,5007,0,Kalinga Sena,,Odisha,#004274,1117536,0.45,1,11/04/19,25/03/19,GEN,0.448039258,
S18,11,15,CPI(M)(L),BALARAM HOTA,2014,Kalahandi,15,4885,0,0,4885,0,Communist Party of India  (Marxist-Leninist)  (Liberation),,Odisha,#F27A67,1117536,0.44,1,11/04/19,25/03/19,GEN,0.437122384,
S18,11,16,SKD,PARAMESWAR KAND,2014,Kalahandi,16,4435,0,0,4435,0,Samata Kranti Dal,,Odisha,#004274,1117536,0.4,1,11/04/19,25/03/19,GEN,0.396855224,
S18,11,4,NOTA,NONE OF THE ABOVE,2014,Kalahandi,4,20880,0,0,20880,0,None of the Above,,Odisha,#DDD1CA,1117536,1.87,1,11/04/19,25/03/19,GEN,1.868396186,
S18,12,1,BJD,BALABHADRA MAJHI,2014,Nabarangpur,1,373887,0,0,373887,1,Biju Janata Dal,,Odisha,#03A31F,1022172,36.58,1,11/04/19,25/03/19,ST,36.57769925,
S18,12,3,BJP,PARSURAM MAJHI,2014,Nabarangpur,3,138430,0,0,138430,0,Bharatiya Janata Party,,Odisha,#ff7f0e,1022172,13.54,1,11/04/19,25/03/19,ST,13.54273058,
