ST_NAME,year,AC_NO,rank,constituency,AC_TYPE,name,SEX,AGE,CATEGORY,party,votes,color
Tamil Nadu,1989,132,1,Theni,GEN,"Ponnu Pillai, G.",M,0,N/A,DMK,38356,#800000
Tamil Nadu,1989,133,1,Bodinayakkanur,GEN,"Jayalalitha, J.",M,0,N/A,ADK(JL),57603,#222
Tamil Nadu,1989,134,1,Cumbum,GEN,Eramakrishnan,M,0,N/A,DMK,52509,#800000
Tamil Nadu,1989,135,1,Andipatti,GEN,"Asayan, P.",M,0,N/A,DMK,31218,#800000
Tamil Nadu,1989,136,1,Sedapatti,GEN,"Athiyaman, A.",M,0,N/A,DMK,29431,#800000
Tamil Nadu,1989,137,1,Thirumangalam,GEN,"Saminathan, R.",M,0,N/A,DMK,33433,#800000
Tamil Nadu,1989,138,1,Usilampatti,GEN,"Vallarasu, P.N.",M,0,N/A,DMK,29116,#800000
Tamil Nadu,1989,139,1,Nilakkottai,SC,"Ponnammal, A.S.",F,0,N/A,INC,29654,#019733
Tamil Nadu,1989,140,1,Sholavandan,GEN,"Radhakrishnan, D.",M,0,N/A,DMK,33726,#800000
Tamil Nadu,1989,141,1,Thirupparankundram,GEN,C. Ramachandran,M,0,N/A,DMK,64632,#800000
Tamil Nadu,1989,142,1,Madurai West,GEN,Ponmuthuramalingam,M,0,N/A,DMK,45579,#800000
Tamil Nadu,1989,143,1,Madurai Central,GEN,"Paulraj, S.",M,0,N/A,DMK,33484,#800000
Tamil Nadu,1989,144,1,Madurai East,GEN,"Eradha, S.R.",M,0,N/A,ADMK,40519,#9DBC2A
Tamil Nadu,1989,145,1,Samayanallur,SC,N. Soundarapandian,M,0,N/A,DMK,53360,#800000
Tamil Nadu,1989,146,1,Melur,GEN,"Ranamanickam, K.V.V.",M,0,N/A,INC,41158,#019733
Tamil Nadu,1989,147,1,Natham,GEN,"Andi Ambalam, M.",M,0,N/A,INC,33019,#019733
Tamil Nadu,1989,148,1,Dindigul,GEN,S.A. Thangarajan,M,0,N/A,CPM,46617,#DE0000
Tamil Nadu,1989,149,1,Athoor,GEN,"Periasamy., I.",M,0,N/A,DMK,37469,#800000
Tamil Nadu,1989,150,1,Vedasandur,GEN,P. Muthusamy,M,0,N/A,ADK(JR),37928,#222
Tamil Nadu,1989,151,1,Aravakurichi,GEN,Ramasamy Monjanor,M,0,N/A,DMK,48463,#800000
Tamil Nadu,1989,152,1,Karur,GEN,"Ramasamy, K.V.",M,0,N/A,DMK,54163,#800000
Tamil Nadu,1989,153,1,Krishnarajapuram,SC,"Arivalagan, A.",M,0,N/A,ADK(JL),43574,#222
Tamil Nadu,1989,154,1,Marungapuri,GEN,Ponnusamy K.,M,0,N/A,ADMK,55297,#9DBC2A
Tamil Nadu,1989,155,1,Kulithalai,GEN,A. Papa Sundaram,M,0,N/A,ADK(JL),49231,#222
Tamil Nadu,1989,156,1,Thottiyam,GEN,Kannaiyan K.,M,0,N/A,DMK,34994,#800000
Tamil Nadu,1989,157,1,Uppiliapuram,ST,R. Mookkan,M,0,N/A,ADK(JL),43384,#222
Tamil Nadu,1989,158,1,Musiri,GEN,"Thangavel, M.",M,0,N/A,ADK(JL),49275,#222
Tamil Nadu,1989,159,1,Lalgudi,GEN,Nehru K. N.,M,0,N/A,DMK,54275,#800000
Tamil Nadu,1989,160,1,Perambalur,SC,R. Pitchaimuthu,M,0,N/A,CPI,34829,#DE0000
Tamil Nadu,1989,161,1,Varahur,SC,"Annadurai, K.",M,0,N/A,DMK,36219,#800000
Tamil Nadu,1989,162,1,Ariyalur,GEN,Arumugam T.,M,0,N/A,DMK,47353,#800000
Tamil Nadu,1989,163,1,Andimadam,GEN,Sivasubramanian S.,M,0,N/A,DMK,28500,#800000
Tamil Nadu,1989,164,1,Jayankondam,GEN,Ganesan K. C.,M,0,N/A,DMK,22847,#800000
Tamil Nadu,1989,165,1,Srirangam,GEN,Venkateswara Dikshidar Y.,M,0,N/A,JNP,42629,#9A9E56
Tamil Nadu,1989,166,1,Tiruchirapalli-I,GEN,Malaramannan A.,M,0,N/A,DMK,25688,#800000
Tamil Nadu,1989,167,1,Tiruchirapalli-Ii,GEN,Anbil Poyyamozhi,M,0,N/A,DMK,40386,#800000
Tamil Nadu,1989,168,1,Thiruverumbur,GEN,Pappa Umanath,F,0,N/A,CPM,54814,#DE0000
Tamil Nadu,1989,169,1,Sirkazhi,SC,Panneerselvam M.,M,0,N/A,DMK,36512,#800000
Tamil Nadu,1989,170,1,Poompuhar,GEN,M. Mohamed Siddik,M,0,N/A,DMK,40657,#800000
Tamil Nadu,1989,171,1,Mayuram,GEN,Senguttuvan A.,M,0,N/A,DMK,36793,#800000
Tamil Nadu,1989,172,1,Kuttalam,GEN,R. Rajamanickam,M,0,N/A,DMK,47559,#800000
Tamil Nadu,1989,173,1,Nannilam,SC,Manimaran M.,M,0,N/A,DMK,48605,#800000
Tamil Nadu,1989,174,1,Thiruvarur,SC,Thambusamy V.,M,0,N/A,CPM,52520,#DE0000
Tamil Nadu,1989,175,1,Nagapattinam,GEN,G. Veeraiyan,M,0,N/A,CPM,44681,#DE0000
Tamil Nadu,1989,176,1,Vedaranyam,GEN,P. V. Rajendiran,M,0,N/A,INC,42060,#019733
Tamil Nadu,1989,177,1,Thiruthuraipundi,SC,Palanisamy G.,M,0,N/A,CPI,49982,#DE0000
Tamil Nadu,1989,178,1,Mannargudi,GEN,K. Ramachandran,M,0,N/A,DMK,48809,#800000
Tamil Nadu,1989,179,1,Pattukkottai,GEN,Annadurai K.,M,0,N/A,DMK,41224,#800000
Tamil Nadu,1989,180,1,Peravurani,GEN,Singaram R.,M,0,N/A,INC,33467,#019733
Tamil Nadu,1989,181,1,Orathanadu,GEN,"Ganesan, L.",M,0,N/A,DMK,49554,#800000
Tamil Nadu,1989,182,1,Thiruvonam,GEN,M. Ramachandran,M,0,N/A,DMK,42479,#800000
Tamil Nadu,1989,183,1,Thanjavur,GEN,Ubayadullah S.N.M,M,0,N/A,DMK,60380,#800000
Tamil Nadu,1989,184,1,Thiruvaiyaru,GEN,Chandraseharan Durai,M,0,N/A,DMK,36981,#800000
Tamil Nadu,1989,185,1,Papanasam,GEN,G. Karuppiah Moopanar,M,0,N/A,INC,36278,#019733
Tamil Nadu,1989,186,1,Valangiman,SC,Yasotha Chellappa,F,0,N/A,DMK,38522,#800000
Tamil Nadu,1989,187,1,Kumbakonam,GEN,Mani K.S.,M,0,N/A,DMK,36763,#800000
Tamil Nadu,1989,188,1,Thiruvidaimarudur,GEN,"Ramalingam, S.",M,0,N/A,DMK,44914,#800000
Tamil Nadu,1989,189,1,Thirumaiyam,GEN,V. Sobiah,M,0,N/A,DMK,32374,#800000
Tamil Nadu,1989,190,1,Kolathur,SC,Raju V.,M,0,N/A,ADK(JL),47624,#222
Tamil Nadu,1989,191,1,Pudukkottai,GEN,Periyannan A.,M,0,N/A,DMK,45534,#800000
Tamil Nadu,1989,192,1,Alangudi,GEN,Chandrasekaran K.B. V.Sc.,M,0,N/A,DMK,37361,#800000
Tamil Nadu,1989,193,1,Aranthangi,GEN,"Thirunavukkarasu, S.",M,0,N/A,ADK(JL),61730,#222
Tamil Nadu,1989,194,1,Tiruppattur,GEN,Thennarasu S.S.,M,0,N/A,DMK,33639,#800000
Tamil Nadu,1989,195,1,Karaikudi,GEN,Narayanan Rm.,M,0,N/A,DMK,45790,#800000
Tamil Nadu,1989,196,1,Tiruvadanai,GEN,Eramasamy Ambalam Kr.,M,0,N/A,INC,38161,#019733
Tamil Nadu,1989,197,1,Ilayangudi,GEN,Sathiah M.,M,0,N/A,DMK,41914,#800000
Tamil Nadu,1989,198,1,Sivaganga,GEN,"Manoharan, B.",M,0,N/A,DMK,33982,#800000
Tamil Nadu,1989,199,1,Manamadurai,SC,"Duraipandi, P.",M,0,N/A,DMK,35809,#800000
Tamil Nadu,1989,200,1,Paramakudi,SC,"Sundararaj, S.",M,0,N/A,ADK(JL),37494,#222
Tamil Nadu,1989,201,1,Ramanathapuram,GEN,"Rajenthiran, M.S.K.",M,0,N/A,DMK,38747,#800000
Tamil Nadu,1989,202,1,Kadaladi,GEN,"Ameeth Ibrahim, A.M.",M,0,N/A,DMK,32682,#800000
Tamil Nadu,1989,203,1,Mudhukulathur,GEN,"Kather Batcha Alias Vellachamy, S.",M,0,N/A,DMK,30787,#800000
Tamil Nadu,1989,204,1,Aruppukkottai,GEN,"Thangapandian, V.",M,0,N/A,DMK,44990,#800000
Tamil Nadu,1989,205,1,Sattur,GEN,S.S. Karuppasamy,M,0,N/A,DMK,52608,#800000
Tamil Nadu,1989,206,1,Virudhunagar,GEN,"Chokkar, R.",M,0,N/A,INC,34106,#019733
Tamil Nadu,1989,207,1,Sivakasi,GEN,"Seenivsan, P.",M,0,N/A,DMK,41027,#800000
Tamil Nadu,1989,208,1,Srivilliputhur,GEN,"Thangam, A.",M,0,N/A,DMK,45628,#800000
Tamil Nadu,1989,209,1,Rajapalayam,SC,"Rajan, V.P.",M,0,N/A,DMK,49137,#800000
Tamil Nadu,1989,210,1,Vilathikulam,GEN,K.K. S.S. Ramachandran,M,0,N/A,ADK(JL),33951,#222
Tamil Nadu,1989,211,1,Ottapidaram,SC,M. Muthiah,M,0,N/A,DMK,25467,#800000
Tamil Nadu,1989,212,1,Kovilpatti,GEN,"Alagarsomy, S.",M,0,N/A,CPI,35008,#DE0000
Tamil Nadu,1989,213,1,Sankarankovil,SC,"Thangavelu, S.",M,0,N/A,DMK,46886,#800000
Tamil Nadu,1989,214,1,Vasudevanallur,SC,"Eswaran, R.",M,0,N/A,INC,30805,#019733
Tamil Nadu,1989,215,1,Kadayanallur,GEN,Samsudin Alias Kathiravan,M,0,N/A,DMK,37531,#800000
Tamil Nadu,1989,216,1,Tenkasi,GEN,"Peter Alphonse, S.",M,0,N/A,INC,39643,#019733
Tamil Nadu,1989,217,1,Alangulam,GEN,Ramasubbbu S.S.,M,0,N/A,INC,31314,#019733
Tamil Nadu,1989,218,1,Tirunelveli,GEN,"Subramanian, A.L.",M,0,N/A,DMK,37991,#800000
Tamil Nadu,1989,219,1,Palayamkottai,GEN,"Gurunathan, S.",M,0,N/A,DMK,34046,#800000
Tamil Nadu,1989,220,1,Cheranmahadevi,GEN,"Pandian, P.N.",M,0,N/A,ADK(JR),26113,#222
Tamil Nadu,1989,221,1,Ambasamudram,GEN,"Ravi Arunan, K.",M,0,N/A,INC,31337,#019733
Tamil Nadu,1989,222,1,Nanguneri,GEN,"Achiyur, M. Mani",M,0,N/A,DMK,30222,#800000
Tamil Nadu,1989,223,1,Radhapuram,GEN,Ramani Nallathambi,F,0,N/A,INC,29432,#019733
Tamil Nadu,1989,224,1,Sattangulam,GEN,Kumari Anathan,M,0,N/A,INC,24913,#019733
Tamil Nadu,1989,225,1,Tiruchendur,GEN,"Kandasamy, K.P.",M,0,N/A,DMK,42084,#800000
Tamil Nadu,1989,226,1,Srivaikuntam,GEN,"Deniel Raj, S.",M,0,N/A,INC,29615,#019733
Tamil Nadu,1989,227,1,Tuticorin,GEN,N. Periasamy,M,0,N/A,DMK,39688,#800000
Tamil Nadu,1989,228,1,Kanniyakumari,GEN,"Subramonia Pillai, K.",M,0,N/A,DMK,33376,#800000
Tamil Nadu,1989,229,1,Nagercoil,GEN,M. Moses,M,0,N/A,INC,35647,#019733
Tamil Nadu,1989,230,1,Kollachal,GEN,Pauliah-A.,M,0,N/A,INC,36611,#019733
Tamil Nadu,1989,231,1,Padmanabhapuram,GEN,"Noor Mohmed, S.",M,0,N/A,CPM,21489,#DE0000
Tamil Nadu,1989,232,1,Thiruvattar,GEN,"R, Nadesan",M,0,N/A,INC,39193,#019733
Tamil Nadu,1989,233,1,Vilavancode,GEN,"Sundaradas, M.",M,0,N/A,INC,41168,#019733
Tamil Nadu,1989,234,1,Killiyoor,GEN,"Vijayaraghavan, Pon",M,0,N/A,IND,30127,#888888
Tamil Nadu,1991,1,1,Royapuram,GEN,D. Jayakumar,M,0,N/A,ADMK,46218,#9DBC2A
Tamil Nadu,1991,2,1,Harbour,GEN,Karunanidhi M.,M,0,N/A,DMK,30932,#800000
Tamil Nadu,1991,3,1,Dr. Radhakrishnan Nagar,GEN,Madhusudhnan E.,M,0,N/A,ADMK,66710,#9DBC2A
Tamil Nadu,1991,4,1,Park Town,GEN,Balaraman U.,M,0,N/A,INC,37747,#019733
Tamil Nadu,1991,5,1,Perambur,SC,Dr. M. P. Sekar,M,0,N/A,ADMK,62759,#9DBC2A
Tamil Nadu,1991,6,1,Purasawalkam,GEN,Ranganathan B.,M,0,N/A,INC,71391,#019733
Tamil Nadu,1991,7,1,Egmore,SC,Elamvazhuthi,M,0,N/A,DMK,23139,#800000
Tamil Nadu,1991,8,1,Anna Nagar,GEN,A. Chellakumar,M,0,N/A,INC,75512,#019733
Tamil Nadu,1991,9,1,T-Nagar,GEN,S. Jayakumar,M,0,N/A,ADMK,64460,#9DBC2A
Tamil Nadu,1991,10,1,Thousand Lights,GEN,Krishna Swamy K.A.,M,0,N/A,ADMK,55426,#9DBC2A
Tamil Nadu,1991,11,1,Chepauk,GEN,Zeenath Sheriffdeen,F,0,N/A,INC,29605,#019733
Tamil Nadu,1991,12,1,Triplicane,GEN,Mohamad Asif,M,0,N/A,ADMK,39028,#9DBC2A
Tamil Nadu,1991,13,1,Mylapore,GEN,Rangarajan T.M.,M,0,N/A,ADMK,62845,#9DBC2A
Tamil Nadu,1991,14,1,Saidapet,GEN,Balan M.K.,M,0,N/A,ADMK,63235,#9DBC2A
Tamil Nadu,1991,15,1,Gummidipoondi,GEN,Sakkubai R.,F,0,N/A,ADMK,61063,#9DBC2A
Tamil Nadu,1991,16,1,Ponneri,SC,Ravikumar E.,M,0,N/A,ADMK,77374,#9DBC2A
Tamil Nadu,1991,17,1,Thiruvottiyur,GEN,Kuppan K.,M,0,N/A,ADMK,85823,#9DBC2A
Tamil Nadu,1991,18,1,Villivakkam,GEN,Kalan E.,M,0,N/A,INC,118196,#019733
Tamil Nadu,1991,19,1,Alandur,GEN,Annamalai S.,M,0,N/A,ADMK,88432,#9DBC2A
Tamil Nadu,1991,20,1,Tambaram,GEN,S.M. Krishnan,M,0,N/A,INC,111588,#019733
Tamil Nadu,1991,21,1,Tirupporur,SC,M. Dhanpal,M,0,N/A,ADMK,60262,#9DBC2A
Tamil Nadu,1991,22,1,Chengalpattu,GEN,Vardarajan C.D.,M,0,N/A,ADMK,51694,#9DBC2A
Tamil Nadu,1991,23,1,Maduranthakam,GEN,P. Chockalingam,M,0,N/A,ADMK,53752,#9DBC2A
Tamil Nadu,1991,24,1,Acharapakkam,SC,Ramakrishanan,M,0,N/A,ADMK,52494,#9DBC2A
Tamil Nadu,1991,25,1,Uthiramerur,GEN,Kanchi Panneerselvam,M,0,N/A,ADMK,63367,#9DBC2A
Tamil Nadu,1991,26,1,Kancheepuram,GEN,Pattabiraman C.P.,M,0,N/A,ADMK,66429,#9DBC2A
Tamil Nadu,1991,27,1,Sriperumbudur,SC,Polur Varadhan,M,0,N/A,INC,63656,#019733
Tamil Nadu,1991,28,1,Poonamallee,GEN,D. Sudarsanam,M,0,N/A,INC,68392,#019733
Tamil Nadu,1991,29,1,Thiruvallur,GEN,Sakkubai Devaraj D.,F,0,N/A,ADMK,54267,#9DBC2A
Tamil Nadu,1991,30,1,Tiruttani,GEN,Rasanbabu Alias Thanigai Babu K.,M,0,N/A,ADMK,50037,#9DBC2A
Tamil Nadu,1991,31,1,Pallipet,GEN,Eakambara Reddy A.,M,0,N/A,INC,48516,#019733
Tamil Nadu,1991,32,1,Arakkonam,SC,Lata Priyakumar,F,0,N/A,INC,61314,#019733
Tamil Nadu,1991,33,1,Sholingur,GEN,A.M. Munirathinam,M,0,N/A,INC,58563,#019733
Tamil Nadu,1991,34,1,Ranipet,GEN,N.G. Venugopal,M,0,N/A,ADMK,65204,#9DBC2A
Tamil Nadu,1991,35,1,Arcot,GEN,Viswanathan G.,M,0,N/A,ADMK,61712,#9DBC2A
Tamil Nadu,1991,36,1,Katpadi,GEN,K.M. Kalaiselvi,F,0,N/A,ADMK,63005,#9DBC2A
Tamil Nadu,1991,37,1,Gudiyattam,GEN,Dhandayudapani V.,M,0,N/A,INC,63796,#019733
Tamil Nadu,1991,38,1,Pernambattu,SC,Parandaman J.,M,0,N/A,ADMK,67398,#9DBC2A
Tamil Nadu,1991,39,1,Vaniyambadi,GEN,Sampath E.,M,0,N/A,INC,53354,#019733
Tamil Nadu,1991,40,1,Natrampalli,GEN,Indrakumari R.,F,0,N/A,ADMK,81446,#9DBC2A
Tamil Nadu,1991,41,1,Tiruppattur,GEN,Sundarvel A.K.C.,M,0,N/A,ADMK,69402,#9DBC2A
Tamil Nadu,1991,42,1,Chengam,SC,P. Veera Pandiyan,M,0,N/A,ADMK,54611,#9DBC2A
Tamil Nadu,1991,43,1,Thandarambattu,GEN,Sundaram M.K.,M,0,N/A,ADMK,69433,#9DBC2A
Tamil Nadu,1991,44,1,Tiruvannamalai,GEN,Kannan V.,M,0,N/A,INC,67034,#019733
Tamil Nadu,1991,45,1,Kalasapakkam,GEN,Sundarasami M.,M,0,N/A,INC,65096,#019733
Tamil Nadu,1991,46,1,Polur,GEN,T. Vediyappan,M,0,N/A,ADMK,60262,#9DBC2A
Tamil Nadu,1991,47,1,Anaicut,GEN,Dharamalingam K.,M,0,N/A,ADMK,54413,#9DBC2A
Tamil Nadu,1991,48,1,Vellore,GEN,Gnanasekaran C.,M,0,N/A,INC,60698,#019733
Tamil Nadu,1991,49,1,Arani,GEN,Jaison Jacob I.R.,M,0,N/A,ADMK,66355,#9DBC2A
Tamil Nadu,1991,50,1,Cheyyar,GEN,A. Devaraj,M,0,N/A,ADMK,66061,#9DBC2A
Tamil Nadu,1991,51,1,Vandavasi,SC,Thamazharasan C.K.,M,0,N/A,ADMK,55990,#9DBC2A
Tamil Nadu,1991,52,1,Peranamallur,GEN,Srinivasan A.K.,M,0,N/A,ADMK,56653,#9DBC2A
Tamil Nadu,1991,53,1,Melmalayanur,GEN,Janakiramam G.,M,0,N/A,INC,56864,#019733
Tamil Nadu,1991,54,1,Gingee,GEN,Eramasass S.S.R.,M,0,N/A,INC,57390,#019733
Tamil Nadu,1991,55,1,Tindivanam,GEN,Pannirselvam S.,M,0,N/A,INC,48317,#019733
Tamil Nadu,1991,56,1,Vanur,SC,Arumugam S.,M,0,N/A,ADMK,60128,#9DBC2A
Tamil Nadu,1991,57,1,Kandamangalam,SC,V. Subramaniam,M,0,N/A,ADMK,60628,#9DBC2A
Tamil Nadu,1991,58,1,Villupuram,GEN,D. Janaardhanan,M,0,N/A,ADMK,55105,#9DBC2A
Tamil Nadu,1991,59,1,Mugaiyur,GEN,Savithiri Ammal R.,F,0,N/A,ADMK,56118,#9DBC2A
Tamil Nadu,1991,60,1,Thirunavalur,GEN,J. Panneerselvam,M,0,N/A,ADMK,56353,#9DBC2A
Tamil Nadu,1991,61,1,Ulundurpet,SC,Anandan M.,M,0,N/A,ADMK,71785,#9DBC2A
Tamil Nadu,1991,62,1,Nellikuppam,GEN,Damotharan C.,M,0,N/A,ADMK,57373,#9DBC2A
Tamil Nadu,1991,63,1,Cuddalore,GEN,Venkatesan P.R.S.,M,0,N/A,INC,51459,#019733
Tamil Nadu,1991,64,1,Panruti,GEN,Ramachandaran S.,M,0,N/A,PMK,39911,#F0CC52
Tamil Nadu,1991,65,1,Kurinjipadi,GEN,Sivasubramanian K.,M,0,N/A,ADMK,51313,#9DBC2A
Tamil Nadu,1991,66,1,Bhuvanagiri,GEN,G. Malliga,F,0,N/A,ADMK,48164,#9DBC2A
Tamil Nadu,1991,67,1,Kattumannarkoil,SC,Rajendiran N.R.,M,0,N/A,ADMK,48103,#9DBC2A
Tamil Nadu,1991,68,1,Chidambaram,GEN,Alagiri S.,M,0,N/A,INC,48767,#019733
Tamil Nadu,1991,69,1,Vridhachalam,GEN,Aranganathan R.D.,M,0,N/A,ADMK,51931,#9DBC2A
Tamil Nadu,1991,70,1,Mangalur,SC,Puratchimani S.,M,0,N/A,INC,62302,#019733
Tamil Nadu,1991,71,1,Rishivandiyam,GEN,Govindasraju M.,M,0,N/A,ADMK,58030,#9DBC2A
Tamil Nadu,1991,72,1,Kallakurichi,GEN,Paramasivam R.P.,M,0,N/A,ADMK,66942,#9DBC2A
Tamil Nadu,1991,73,1,Sankarapuram,GEN,Ramaswamy C.,M,0,N/A,ADMK,71688,#9DBC2A
Tamil Nadu,1991,74,1,Hosur,GEN,Manoharan K.A.,M,0,N/A,INC,47346,#019733
Tamil Nadu,1991,75,1,Thalli,GEN,M. Venkataramareddy,M,0,N/A,INC,38831,#019733
Tamil Nadu,1991,76,1,Kaveripattinam,GEN,Munusamy K.P.,M,0,N/A,ADMK,70136,#9DBC2A
Tamil Nadu,1991,77,1,Krishnagiri,GEN,Munivektatappan K.,M,0,N/A,ADMK,63729,#9DBC2A
Tamil Nadu,1991,78,1,Bargur,GEN,J. Jayalalitha,F,0,N/A,ADMK,67680,#9DBC2A
Tamil Nadu,1991,79,1,Harur,SC,Abaranji P.,M,0,N/A,INC,66636,#019733
Tamil Nadu,1991,80,1,Morappur,GEN,K. Singaram,M,0,N/A,ADMK,53477,#9DBC2A
Tamil Nadu,1991,81,1,Palacodu,GEN,Sekhar M.G,M,0,N/A,ADMK,63170,#9DBC2A
Tamil Nadu,1991,82,1,Dharmapuri,GEN,Ponnusamy P.,M,0,N/A,INC,53910,#019733
Tamil Nadu,1991,83,1,Pennagaram,GEN,V. Purushothaman,M,0,N/A,ADMK,49585,#9DBC2A
Tamil Nadu,1991,84,1,Mettur,GEN,S. Sundarambal,F,0,N/A,ADMK,53368,#9DBC2A
Tamil Nadu,1991,85,1,Taramangalam,GEN,Palanisamy R.,M,0,N/A,INC,50538,#019733
Tamil Nadu,1991,86,1,Omalur,GEN,Krishnan C.,M,0,N/A,ADMK,60783,#9DBC2A
Tamil Nadu,1991,87,1,Yercaud,ST,Perumal C.,F,0,N/A,ADMK,59324,#9DBC2A
Tamil Nadu,1991,88,1,Salem-I,GEN,Jayaraman S.R.,M,0,N/A,INC,72792,#019733
Tamil Nadu,1991,89,1,Salem-Ii,GEN,Natesan M.,M,0,N/A,ADMK,66904,#9DBC2A
Tamil Nadu,1991,90,1,Veerapandi,GEN,Arjunan K.,M,0,N/A,ADMK,79725,#9DBC2A
Tamil Nadu,1991,91,1,Panamarathupatti,GEN,Rajaram K.,M,0,N/A,ADMK,70025,#9DBC2A
Tamil Nadu,1991,92,1,Attur,GEN,V. Tamilarasu,M,0,N/A,ADMK,61060,#9DBC2A
Tamil Nadu,1991,93,1,Talavasal,SC,Kandasamy K.,M,0,N/A,INC,74204,#019733
Tamil Nadu,1991,94,1,Rasipuram,GEN,K. Palaniammal,F,0,N/A,ADMK,75855,#9DBC2A
Tamil Nadu,1991,95,1,Senthamangalam,ST,Chinnasamy K.,M,0,N/A,ADMK,72877,#9DBC2A
Tamil Nadu,1991,96,1,Namakkal,SC,Anbalagan S.,M,0,N/A,ADMK,79683,#9DBC2A
Tamil Nadu,1991,97,1,Kapilamalai,GEN,Saraswathi P.,F,0,N/A,ADMK,72903,#9DBC2A
Tamil Nadu,1991,98,1,Tiruchengodu,GEN,Selvaganapathi T.M.,M,0,N/A,ADMK,113545,#9DBC2A
Tamil Nadu,1991,99,1,Sankari,SC,Saroja V.,F,0,N/A,ADMK,79039,#9DBC2A
Tamil Nadu,1991,100,1,Edappadi,GEN,K. Palanisamy,M,0,N/A,ADMK,72379,#9DBC2A
Tamil Nadu,1991,101,1,Mettuppalayam,GEN,Sulochana L.,F,0,N/A,ADMK,72912,#9DBC2A
Tamil Nadu,1991,102,1,Avanashi,SC,M. Seeniammal,F,0,N/A,ADMK,69774,#9DBC2A
Tamil Nadu,1991,103,1,Thondamuthur,GEN,C. Aranganayagam,M,0,N/A,ADMK,92362,#9DBC2A
Tamil Nadu,1991,104,1,Singanallur,GEN,Govindaraj P.,M,0,N/A,ADMK,68069,#9DBC2A
Tamil Nadu,1991,105,1,Coimbatore North,GEN,Selvaraj K.,M,0,N/A,INC,41194,#019733
Tamil Nadu,1991,106,1,Coimbatore South,GEN,Lakshmanan V.K.,M,0,N/A,INC,46544,#019733
Tamil Nadu,1991,107,1,Perur,GEN,Raju K.P.,M,0,N/A,ADMK,76676,#9DBC2A
Tamil Nadu,1991,108,1,Kinathukkadavu,GEN,Palanisamy N.S.,M,0,N/A,ADMK,64358,#9DBC2A
Tamil Nadu,1991,109,1,Pollachi,GEN,Chandrasekar V.P.,M,0,N/A,ADMK,72736,#9DBC2A
Tamil Nadu,1991,110,1,Valparai,SC,A. Sridharan,M,0,N/A,ADMK,55284,#9DBC2A
Tamil Nadu,1991,111,1,Udumalpet,GEN,K.P. Manivasagam,M,0,N/A,ADMK,75262,#9DBC2A
Tamil Nadu,1991,112,1,Dharapuram,SC,Eswaramurthi P.,M,0,N/A,ADMK,66490,#9DBC2A
Tamil Nadu,1991,113,1,Vellakoil,GEN,Dhurai Ramaswammy,M,0,N/A,ADMK,68225,#9DBC2A
Tamil Nadu,1991,114,1,Pongalur,GEN,Balasubramaniyam S.R.,M,0,N/A,INC,64588,#019733
Tamil Nadu,1991,115,1,Palladam,GEN,Duraimurugan K.S.,M,0,N/A,ADMK,69803,#9DBC2A
Tamil Nadu,1991,116,1,Tiruppur,GEN,Palanisamy V.,M,0,N/A,ADMK,92509,#9DBC2A
Tamil Nadu,1991,117,1,Kangayam,GEN,Jayalalitha J.,F,0,N/A,ADMK,69050,#9DBC2A
Tamil Nadu,1991,118,1,Modakkurichi,GEN,Kavinilavu Dharmaraj,F,0,N/A,ADMK,78653,#9DBC2A
Tamil Nadu,1991,119,1,Perundurai,GEN,V.N. Subramanian,M,0,N/A,ADMK,77277,#9DBC2A
Tamil Nadu,1991,120,1,Erode,GEN,Manickam C.,M,0,N/A,ADMK,96226,#9DBC2A
Tamil Nadu,1991,121,1,Bhavani,GEN,Muthusamy S.,M,0,N/A,ADMK,61337,#9DBC2A
Tamil Nadu,1991,122,1,Andhiyur,SC,Periasamy V.,M,0,N/A,ADMK,52592,#9DBC2A
Tamil Nadu,1991,123,1,Gobichettipalayam,GEN,Sengottayan K.A.,M,0,N/A,ADMK,66423,#9DBC2A
Tamil Nadu,1991,124,1,Bhavanisagar,GEN,V.K. Chinnasamy,M,0,N/A,ADMK,63474,#9DBC2A
Tamil Nadu,1991,125,1,Sathyamangalam,GEN,Saraswathi A.T.,F,0,N/A,ADMK,63739,#9DBC2A
Tamil Nadu,1991,126,1,Coonoor,SC,Karuppusamy M.,M,0,N/A,ADMK,53608,#9DBC2A
Tamil Nadu,1991,127,1,Udhagamandalam,GEN,Raju H.M.,M,0,N/A,INC,53389,#019733
Tamil Nadu,1991,128,1,Gudalur,GEN,Raju K.R.,M,0,N/A,ADMK,54766,#9DBC2A
Tamil Nadu,1991,129,1,Palani,SC,A. Subburathinam,M,0,N/A,ADMK,70404,#9DBC2A
Tamil Nadu,1991,130,1,Oddamchatram,GEN,Chellamuthu A.T.,M,0,N/A,ADMK,72669,#9DBC2A
Tamil Nadu,1991,131,1,Periyakulam,GEN,M. Periyaveeran,M,0,N/A,ADMK,70760,#9DBC2A
Tamil Nadu,1991,132,1,Theni,GEN,V.R. Nedunchezhian,M,0,N/A,ADMK,67739,#9DBC2A
Tamil Nadu,1991,133,1,Bodinayakkanur,GEN,Panneer Selvam V.,M,0,N/A,ADMK,63297,#9DBC2A
Tamil Nadu,1991,134,1,Cumbum,GEN,O.R. Ramachandaran,M,0,N/A,INC,59263,#019733
Tamil Nadu,1991,135,1,Andipatti,GEN,Thavasi K.,M,0,N/A,ADMK,66110,#9DBC2A
