ISO,NAME,LON,LAT
shj,Shatt,29.76866,10.8525
shk,Shilluk,31.79263,9.85472
shl,Shendu,92.56042,22.18949
shm,Shahrudi,50.20736,36.75813
snh,Shinabo,-62.34039,-14.37979
sho,Shanga,4.41464,11.27523
shp,Shipibo-Conibo,-74.82192,-7.17105
shq,Sala,27.45344,-15.58479
shr,Shi,28.61219,-2.55777
shs,Shuswap,-119.66696,50.87341
sht,Shasta,-122.73821,41.75866
shu,Chadian Spoken Arabic,19.26143,14.63233
shv,Shehri,53.99526,17.29154
shw,Shwai,30.35333,11.27079
shx,She,114.81419,23.03995
shy,Tachawit,6.88901,35.18674
shz,Syenara Senoufo,-5.8581,10.59538
sia,Akkala Saami,32.40457,67.8625
sib,Sebob Kenyah,114.1783,3.42701
sic,Malinguat,143.34413,-4.06297
sid,Sidamo,38.3729,6.74176
sie,Simaa,22.64548,-15.7434
sif,Siamou,-4.92143,10.99802
sig,Paasaal,-1.8048,10.20039
sih,Zire,165.48187,-21.65441
sii,Shom Peng,93.80636,7.02099
sij,Numbami,147.29775,-7.52806
sik,Sikiana,-55.96023,2.12471
sil,Tumulung Sisaala,-1.79707,10.63451
sim,Mende,142.68288,-3.67233
snn,Siona,-75.89759,0.32107
xsi,Sio,147.35333,-5.96037
sip,Sikkimese,88.59153,27.85795
siq,Sonia,142.58885,-6.42736
sir,Siri,9.66743,10.76404
sis,Siuslaw,-124.3786,42.51107
ssb,Southern Sama,119.92596,5.13894
siu,Sinagen,142.36705,-3.42446
siv,Sumariup,143.23871,-4.73083
siw,Siwai,155.45177,-6.6429
six,Sumau,145.47407,-5.48556
siy,Sivandi,48.04324,33.42709
siz,Siwi,25.51974,29.20228
sja,Epena,-77.19119,2.87807
sjl,Sajalong,96.66328,27.65952
sjm,Mapun,118.4771,7.00246
shn,Shan,98.13633,21.58197
sjo,Xibe,81.00336,43.58535
sjp,Surajpuri,85.792,25.686
sjr,Siar-Lak,152.89174,-4.62059
sjs,Senhaja de Srair,-4.51293,34.99924
sjw,Shawnee,-96.76345,35.35397
ska,Skagit,-121.99099,48.53138
skb,Saek,104.82034,17.48292
skc,Sauk,146.75893,-6.31958
skd,Southern Sierra Miwok,-120.50708,38.2363
ske,Seke,168.19662,-15.8839
skf,Sakirabiá,-62.09274,-13.05395
skg,Sakalava Malagasy,45.9515,-16.90793
skh,Sikule,95.96357,2.69113
ski,Sika,122.38007,-8.67302
skj,Seke,83.80638,28.9251
skk,Sok,106.8398,15.1665
skl,Selako,109.29268,1.1389
skm,Sakam,146.70211,-6.18726
skn,Kolibugan Subanon,122.56737,7.77212
sko,Seko Tengah,119.8226,-2.22069
skp,Sekapan,113.56159,2.47567
skq,Sininkere,-0.78772,13.72058
skr,Seraiki,71.35183,30.45464
sks,Maia,145.09554,-4.50212
san,Sanskrit,81.94673,25.38492
sku,Sakao,167.0508,-15.07565
skv,Skou,140.90195,-2.64378
skw,Skepi Creole Dutch,-58.56256,6.05191
skx,Seko Padang,119.95888,-2.14311
sky,Sikaiana,162.73348,-8.38182
skz,Sekar,132.46881,-2.65849
xsl,South Slavey,-117.04665,59.87942
slb,Kahumamahon Saluan,121.3,-2.748
slc,Sáliba,-71.25491,4.85971
sld,Sissala,-2.38217,11.0916
sle,Sholaga,78.65607,28.86326
slf,Swiss-Italian Sign Language,8.79111,46.30761
slg,Selungai Murut,116.48251,4.25799
slh,Southern Puget Sound Salish,-122.14073,47.26303
sli,Lower Silesian,16.485,50.918
slj,Salumá,-56.5107,1.74782
sua,Sulka,151.89079,-5.03471
sll,Salt-Yui,145.02097,-6.26519
slm,Pangutaran Sama,120.53586,6.27167
chu,Old Church Slavonic,57.91854,59.85336
slk,Slovak,19.66064,48.82175
slp,Lamaholot,122.80341,-8.36439
slq,Salchuq,47.34872,37.03921
slr,Salar,102.81943,35.54568
sls,Singapore Sign Language,103.86376,1.33069
slt,Sila,101.81608,21.14085
slu,Selaru,130.96124,-8.18376
slv,Slovenian,14.97454,46.06541
slw,Sialum,147.57361,-6.07688
slx,Salampasu,23.15022,-5.44937
sly,Selayar,120.49606,-6.10145
slz,Ma'ya,130.90913,-1.22329
sbr,Sembakung Murut,116.67321,4.39477
smb,Simbari,145.60346,-7.02259
smc,Som,146.65081,-6.07366
smd,Sama,13.87134,-9.86931
scf,San Miguel Creole French,-81.25639,8.32601
smf,Auwe,141.25383,-3.33662
smg,Simbali,151.95722,-4.88618
smh,Samei,99.92174,24.78593
xbr,Kambera,120.23531,-9.88447
smy,Semnani,53.2868,35.5295
smk,Bolinao,119.8527,16.30706
sml,Central Sama,120.12901,5.25668
smm,Musasa,87.53044,26.73287
sdd,Semendo,103.82807,-4.07621
swm,Samosa,145.53729,-5.01391
smp,Samaritan,35.44874,32.08173
smq,Samo,142.1952,-6.15496
smr,Simeulue,96.27569,2.50288
sts,Shumashti,70.56956,34.47557
smt,Simte,93.3265,24.54438
smu,Somray,103.1387,12.24296
smv,Samvedi,74.9104,18.30684
smw,Sumbawa,117.47199,-8.71919
smx,Samba,17.16583,-6.21344
smo,Samoan,-172.48244,-13.62702
smz,Simeku,155.42269,-6.23022
xsb,Tinà Sambal,120.0948,15.5797
snb,Sebuyau,110.48038,1.42104
snc,Sinaugoro,147.86105,-9.79791
snd,Sindhi,68.45895,24.61278
sne,Jagoi,109.98532,1.54467
snf,Noon,-16.92051,14.79201
sng,Sanga,26.84621,-10.02359
sin,Sinhala,80.78983,6.3914
sni,Sensi,-74.91665,-7.24999
snj,Riverain Sango,21.17331,4.32811
sdz,Sallands,6.29104,52.44816
snl,Sangil,125.37833,5.40229
div,Maldivian,73.09733,-0.61231
snk,Soninke,-9.56978,14.45077
sno,Snohomish,-122.13777,47.93414
snp,Siane,145.24661,-6.13188
snq,Sangu,11.90984,-1.52694
snr,Sihan,145.57365,-5.28029
sns,South West Bay,167.47696,-16.51163
sat,Santali,87.11775,23.9076
snu,Senggi,140.77017,-3.41983
snv,Sa'ban,115.53411,3.48413
snw,Selee,0.42458,7.17462
snx,Sam,145.81346,-5.55572
sny,Saniyo-Hiyewe,142.36939,-4.4376
snz,Sinsauru,145.59921,-5.64336
soa,Thai Song,99.86509,13.2136
sob,Sobei,138.74987,-1.86998
soc,So,23.69065,1.25037
sod,Songoora,26.34775,-2.21871
soe,Songomeno,21.42233,-3.81041
xog,Soga,33.3942,0.40456
soh,Aka,33.6524,11.21009
soi,Sonha,81.21849,28.77817
soj,Soi,54.59641,31.85423
sok,Sokoro,17.64235,11.46343
sol,Solos,154.62419,-5.41042
som,Somali,47.04801,5.25933
ses,Koyraboro Senni Songhay,-0.55187,16.96338
soo,Songo,18.49777,-4.55057
sop,Songe,25.27647,-5.71993
soq,Kanasi,149.75093,-10.16585
sor,Somrai,16.67839,9.65897
sos,Seeku,-4.58203,11.12852
xsp,Silopi,145.58617,-5.12302
sou,Southern Thai,99.7031,6.85668
sov,Sonsorol,134.56514,7.47282
sow,Sowanda,141.08642,-3.36442
sox,So,12.52498,3.68257
soy,Miyobe,1.38662,9.94886
soz,Temi,35.80345,-2.19303
tys,Tày Sa Pa,103.80538,22.29499
spb,Sepa,129.24344,-3.36682
spc,Sapé,-63.23631,4.9447
spd,Saep,146.07781,-5.64812
spe,Sepa,144.96477,-4.27
spg,Sian,113.84266,2.66154
spi,Saponi,136.51899,-2.37997
lad,Ladino,34.98227,32.01785
spk,Sengo,142.95637,-4.02247
spm,Sepen,144.80885,-4.22789
spa,Spanish,-2.98782,40.0288
spo,Spokane,-118.06211,47.90869
spp,Supyire Senoufo,-5.87709,11.63201
spq,Loreto-Ucayali Spanish,-73.65068,-4.74563
spr,Saparua,128.63857,-3.58314
sps,Saposa,154.73162,-5.64103
spt,Spiti Bhoti,77.833,32.526
spu,Sapuan,106.84294,15.36919
spy,Sabaot,34.66642,1.01297
sqa,Shama-Sambuga,6.20275,10.43695
sqh,Shau,9.06674,10.275
sqm,Suma,17.00927,7.0953
sqn,Susquehannock,-76.208,41.169
sqo,Sorkhei,53.21897,35.45652
sqq,Sou,106.53974,14.687
sqs,Sri Lankan Sign Language,79.85696,7.10588
sqt,Soqotri,53.91675,12.48924
squ,Squamish,-123.01406,49.32306
sam,Samaritan Aramaic,35.25798,32.31075
srb,Sora,84.19005,19.12127
src,Logudorese Sardinian,9.09957,40.49001
sre,Sara,109.6155,1.20403
srf,Nafi,146.81512,-6.43306
srg,Sulod,122.55113,11.24728
srh,Sarikoli,75.14486,37.90501
sri,Siriano,-70.43739,0.7951
srj,Serawai,102.78718,-4.13516
srk,Serudung Murut,117.27931,4.39954
srl,Isirawa,138.59509,-1.88775
srm,Saramaccan,-55.67555,4.56627
srn,Sranan,-56.19406,5.79102
sro,Campidanese Sardinian,9.03935,39.05656
sra,Saruga,145.57798,-5.08824
srq,Sirionó,-63.9688,-15.52979
srs,Sarsi,-114.301,50.8822
nso,Northern Sotho,29.47179,-24.79929
sru,Suruí,-61.28185,-11.0989
srv,Waray Sorsogon,124.01464,12.67953
srw,Serua,128.96625,-3.21229
srx,Sirmauri,77.58368,25.03821
sry,Sera,141.9508,-2.9854
srz,Shahmirzadi,53.32002,35.77796
sax,Sa,168.22772,-15.95342
ssd,Siroi,145.9938,-5.52893
sse,Balangingi,121.18343,5.81629
ssf,Thao,120.92981,23.83329
ssg,Seimat,145.074,-1.5297
ssh,Shihhi Spoken Arabic,56.12282,25.97262
ssi,Sansi,76.822,29.373
ssj,Sausi,145.49195,-5.6873
ssk,Sunam,78.45134,31.80796
ssl,Western Sisaala,-2.36423,10.85614
ssm,Semnam,101.05796,5.27617
ssn,Sanye,37.85681,0.55656
sot,Southern Sotho,28.24741,-30.3583
ssp,Spanish Sign Language,-3.70738,40.03136
ssq,So'a,121.04764,-8.6778
ssr,Swiss-French Sign Language,6.78425,46.72252
sss,Sô,105.42704,17.01621
sst,Sinasina,145.03242,-6.08728
ssu,Susuami,146.56144,-7.19275
ssv,Shark Bay,167.13583,-15.35492
sso,Sissano,142.04893,-3.01976
ssx,Samberigi,143.95093,-6.7028
ssy,Saho,40.10464,14.7588
ssz,Sengseng,149.7841,-6.16474
sta,Settla,28.69228,-15.60667
stb,Northern Subanen,123.58754,8.5232
stc,Santa Cruz,165.83507,-10.67714
std,Sentinel,92.25339,11.55297
ste,Liana-Seti,129.89879,-3.11832
stf,Seta,141.74786,-3.42155
stg,Trieng,107.51545,15.50022
sth,Shelta,-7.73983,53.79071
sti,Bulo Stieng,107.04075,11.81581
stj,Matya Samo,-3.25128,13.10271
stk,Arammba,141.44504,-8.29593
stl,Stellingwerfs,6.09112,52.89329
stm,Setaman,141.83348,-5.31134
stn,Owa,162.30467,-10.82553
sto,Stoney,-114.98424,51.19392
stp,Southeastern Tepehuan,-103.98322,23.15844
stq,Saterfriesisch,7.721,53.117
str,Straits Salish,-123.43771,48.67342
stt,Budeh Stieng,106.69098,11.69167
stu,Samtao,98.92674,21.70879
stw,Satawalese,147.03831,7.36084
suk,Sukuma,32.87653,-3.16082
sub,Suku,17.77356,-5.76495
suc,Western Subanon,122.34101,7.79964
sus,Susu,-13.28891,9.07861
sue,Suena,147.53436,-7.76339
suf,Tarpia,139.97465,-2.38121
sug,Suganga,141.19955,-4.5071
suh,Suba,34.13536,-0.6677
sui,Suki,141.84239,-8.04783
suj,Shubi,31.06809,-2.97663
syk,Sukur,13.64369,10.8933
sul,Surigaonon,125.89586,9.14563
sum,Sumo-Mayangna,-84.52658,13.01405
sjg,Assangori,21.74501,13.74064
sun,Sunda,107.10636,-6.89708
suq,Suri,35.35252,6.04181
sur,Mwaghavul,8.96522,9.47205
syb,Central Subanen,123.01765,8.12701
sut,Subtiaba,-86.91665,12.46666
suu,Sungkai,104.45891,-4.63228
suv,Sulung,92.35574,27.65889
suw,Sumbwa,31.94568,-3.47335
saj,Sahu,127.49252,1.00742
suy,Suyá,-53.07426,-11.51782
suz,Sunwar,86.24762,27.52009
sva,Svan,42.59155,42.91337
svb,Ulau-Suain,142.84499,-3.32876
svc,Vincentian Creole English,-61.19632,13.24357
sve,Serili,129.90062,-8.11241
svk,Slovakian Sign Language,18.12475,48.04632
svr,Savara,84.14137,18.73023
svs,Savosavo,159.81438,-9.12853
swh,Swahili,39.3822,-6.3374
swb,Comorian,44.37088,-12.21233
swc,Congo Swahili,27.41958,-7.2692
swe,Swedish,17.615,59.00805
pll,Shwe Palaung,96.93945,22.99767
swf,Sere,27.46881,4.71127
swg,Swabian,7.12775,49.38788
sws,Seluwasan,131.25029,-7.59918
swi,Sui,108.01286,25.80351
swj,Sira,10.46345,-1.78084
swk,Malawi Sena,34.99095,-16.6183
swl,Swedish Sign Language,16.11326,58.92897
swn,Sawknah,15.97425,29.16
swp,Suau,150.20977,-10.66062
swq,Sharwa,13.56571,10.14138
swr,Saweru,136.29569,-1.91473
swt,Sawila,125.07769,-8.29105
swu,Suwawa,123.36187,0.4907
swv,Shekhawati,75.407,27.34
sww,Sowa,168.18653,-15.82653
swx,Suruahá,-66.31458,-6.82525
swy,Sarua,17.03098,10.59874
ssw,Swati,31.46568,-26.52359
sxe,Sighu,13.12143,-0.95605
sxg,Shixing,100.40036,28.38951
nds,Low Saxon,6.092,50.771
sxr,Saaroa,120.71074,23.2632
sxs,Sasaru,6.07531,7.06193
sxu,Upper Saxon,12.692,51.152
sxw,Saxwe Gbe,1.92015,6.58269
sya,Siang,114.69349,-0.38398
syc,Syriac,41.623,37.42263
syi,Seki,9.97856,2.12326
syl,Sylheti,92.06594,24.91648
sym,Maya Samo,-2.72732,13.18114
syn,Senaya,51.43631,35.77764
syo,Suoy,104.13608,11.93601
tru,Turoyo,41.83382,37.38703
sys,Sinyar,22.42311,11.96552
syw,Kagate,86.16753,27.44921
sza,Semelai,102.8062,2.82799
szb,Ngalum,140.57094,-4.86563
szc,Semaq Beri,102.81572,4.1217
szd,Seru,112.13325,1.73885
sze,Seze,34.64486,9.50764
szg,Sengele,17.2965,-1.92256
szk,Sizaki,33.86995,-1.9064
szn,Sula,125.9656,-2.30765
szp,Suabo,132.15658,-2.07971
szv,Isu,9.36535,3.96758
szw,Sawai,128.08564,0.51111
taa,Lower Tanana,-149.45142,64.88341
tab,Tabassaran,47.83791,42.01976
tac,Lowland Tarahumara,-107.85428,27.46229
tad,Tause,136.89869,-2.8406
tae,Tariano,-68.50111,0.21359
taf,Tapirapé,-50.54379,-10.53729
tag,Tagoi,30.93062,12.03457
tht,Tahltan,-130.05238,58.44982
tpj,Tapieté,-61.6792,-19.8648
taj,Eastern Tamang,85.83794,27.53702
tak,Tala,9.85457,10.23301
tal,Tal,9.50774,9.15354
tpm,Tampulma,-1.35467,9.75577
tan,Tangale,11.32278,9.75444
twf,Northern Tiwa,-105.60444,36.42765
tap,Taabwa,29.30718,-6.7963
taq,Tamasheq,-1.15972,19.88097
tar,Central Tarahumara,-107.15356,27.56478
tas,Tay Boi,108.25717,13.8962
jdt,Judeo-Tat,35.0694,31.76096
tau,Upper Tanana,-141.87333,63.01065
tav,Tatuyo,-70.53265,0.55582
taw,Tai,144.65989,-5.29223
tax,Tamki,18.22955,11.49256
tay,Atayal,121.38819,24.52089
taz,Tocho,30.15669,10.88282
tba,Tubarão,-60.53527,-12.66946
tbb,Tapeba,-40.33333,-4.99999
tbc,Takia,145.97454,-4.69057
tbd,Kaki Ae,145.81569,-7.9946
tbe,Tanimbili,166.50726,-11.29748
tbf,Mandara,151.95641,-2.7828
tbg,North Tairora,145.95929,-6.51563
tbh,Thurawal,147.47512,-35.28532
tbi,Gaam,33.97968,11.46742
tbj,Tiang,150.93502,-2.95505
tbk,Calamian Tagbanwa,120.0938,12.07158
tbl,Tboli,124.53755,6.20377
tbm,Tagbu,26.44754,4.6852
tbn,Barro Negro Tunebo,-72.04398,6.12622
tbo,Tawala,150.64383,-10.3115
tbp,Taworta,139.06064,-3.43455
tbr,Tumtum,30.4128,10.63777
tbs,Tanguat,144.92706,-4.57282
tbt,Tembo,28.57779,-1.91863
tbu,Tubar,-110.99999,29.99999
tbv,Tobo,147.37562,-6.36263
tbw,Tagbanwa,118.49736,9.54263
tbx,Kapin,146.52882,-7.05732
tby,Tabaru,127.63279,1.46563
tbz,Ditammari,1.33444,10.1856
tca,Ticuna,-68.59012,-3.26422
tcb,Tanacross,-143.3381,63.40459
tcc,Datooga,35.23207,-4.4131
tcd,Tafi,0.39875,6.79522
tce,Southern Tutchone,-136.57324,60.78227
tcf,Malinaltepec Tlapanec,-98.63221,17.21223
tcg,Tamagario,138.89162,-6.64493
tch,Turks and Caicos Creole English,-71.74512,21.80781
tci,Wára,141.52007,-8.64917
tck,Tchitchege,13.60008,-2.03393
tuk,Turkmen,59.60419,37.19072
tcl,Taman,95.11708,25.15664
tcm,Tanahmerah,133.17979,-2.5523
tcn,Tichurong,83.46725,28.95064
tco,Taungyo,96.74008,20.41039
tcp,Tawr Chin,94.09572,22.49964
tcq,Kaiy,138.16077,-2.94448
tcs,Torres Strait Creole,142.692,-11.066
tct,T'en,107.30906,25.67173
tcu,Southeastern Tarahumara,-106.70616,26.72824
tam,Tamil,78.47141,10.87701
tel,Telugu,80.95603,16.60602
tcx,Toda,77.0168,11.41841
tcy,Tulu,75.26509,12.81143
tcz,Thado Chin,93.88243,24.27033
tda,Tagdal,6.83992,16.19078
tdb,Panchpargania,85.79659,23.44696
tdc,Emberá-Tadó,-76.32548,5.2824
tdd,Tai Nüa,98.10733,24.38344
tdf,Talieng,106.10205,16.52875
tdg,Western Tamang,85.05628,28.02386
tdh,Thulung,86.68349,27.53079
tdi,Tomadino,121.94366,-2.56493
tdj,Tajio,120.00958,-0.31553
tdk,Tambas,9.32836,9.36039
tdl,Sur,9.49007,9.47958
tdn,Tondano,124.96386,1.28024
tdo,Teme,11.38936,8.74437
tdq,Tita,10.12723,8.19382
tdr,Todrah,108.11401,14.5672
tds,Doutai,138.21961,-3.24832
tdt,Tetun Dili,125.58265,-8.58405
tdu,Tempasuk Dusun,116.54476,6.36389
tdv,Toro,8.58194,9.09143
tdx,Tandroy-Mahafaly Malagasy,45.15152,-24.80155
tdy,Tadyawan,121.30537,13.02115
ter,Terêna,-56.03292,-20.66136
teb,Tetete,-76.5761,-0.02668
ted,Tepo Krumen,-7.25112,4.90629
tee,Huehuetla Tepehua,-97.93472,20.61888
tef,Teressa,93.12972,8.23716
teg,Teke-Tege,14.86636,-1.61688
teh,Tehuelche,-68.32346,-47.57963
tei,Torricelli,142.62226,-3.45292
tem,Themne,-12.33307,8.90294
tek,Ibali Teke,16.65287,-3.69256
tll,Tetela,24.54596,-4.29314
tqb,Tembé,-48.23594,-2.6123
ten,Tama,-75.24999,1.03332
teo,Teso,33.61811,1.80145
tep,Tepecano,-101.72887,19.2343
teq,Temein,29.3898,11.8275
ttr,Tera,11.80953,11.0376
tes,Tengger,113.03667,-7.89069
atj,Atikamekw,-73.79888,47.95551
teu,Soo,34.75954,2.58367
tev,Teor,131.737,-4.74159
tew,Tewa,-106.12405,35.90532
tex,Tennet,32.63072,4.91107
tey,Tulishi,29.10797,11.45068
tfi,Tofin Gbe,2.43226,6.51774
tfn,Tanaina,-150.75926,60.47124
tfo,Tefaro,136.75309,-2.35042
tfr,Teribe,-82.661,9.20828
tft,Ternate,127.33347,0.80562
tga,Sagalla,38.50373,-3.60164
tgb,Tebilung,116.67019,6.56097
tgc,Tigak,150.89272,-2.70951
tgd,Ciwogai,9.88558,10.88806
tge,Eastern Gorkha Tamang,84.94506,28.22132
tgf,Chalikha,91.26196,27.32312
tgg,Tangga,153.61121,-4.08824
tgh,Tobagonian Creole English,-60.67915,11.23879
tgi,Lawunuia,155.12887,-6.15201
bdx,Budong-Budong,119.32726,-2.07756
tgl,Tagalog,121.74695,14.06
tir,Tigrigna,38.13536,14.07474
tgo,Sudest,153.48807,-11.52292
tgp,Tangoa,166.95814,-15.56432
tgq,Tring,110.03632,1.335
tgr,Tareng,107.29597,15.49282
tgs,Nume,167.56211,-14.20897
tgt,Central Tagbanwa,119.33825,10.65188
tgu,Tanggu,144.91557,-4.4621
tgv,Tingui-Boto,-37.53797,-11.58159
tgw,Tagwana Senoufo,-5.17372,8.67053
tgx,Tagish,-134.79868,60.24197
tgy,Togoyo,34.20235,5.29482
thk,Tharaka,38.07303,-0.13221
thc,Tai Hang Tong,104.22485,19.12821
thd,Thayore,142.03413,-14.8159
the,Chitwania Tharu,84.40825,27.58247
thf,Thangmi,86.18236,27.68775
thh,Northern Tarahumara,-107.65788,28.60767
thi,Tai Long,102.4067,20.04497
tha,Thai,100.75985,14.49256
thl,Dangaura Tharu,82.10117,28.02089
thm,Aheu,103.44551,17.29401
thp,Thompson,-120.19267,50.16675
thq,Kochila Tharu,87.08012,26.74423
thr,Rana Tharu,80.47576,28.70666
ths,Thakali,83.64661,28.70139
tah,Tahitian,-149.37601,-17.64783
thu,Thuri,26.48576,8.72567
thv,Tahaggart Tamahaq,6.75532,22.75324
thw,Thudam,87.61887,27.76778
thx,The,106.66702,14.67325
thy,Tha,11.17512,9.21338
thz,Tayart Tamajeq,7.6743,16.92319
tia,Tidikelt Tamazight,1.86218,27.01903
tov,Upper Taromi,48.73009,36.59976
bod,Central Tibetan,86.82593,29.22463
tid,Tidong,117.20837,3.44462
tig,Tigré,38.42528,16.75997
tif,Tifal,141.2934,-5.03899
tie,Tingal,31.12441,12.17974
tih,Timugon Murut,115.82568,5.1796
tii,Tiene,16.47651,-2.84694
tij,Tilung,86.46935,27.22028
tik,Tikar,11.61045,5.87004
til,Tillamook,-122.76948,44.09239
tim,Timbe,147.05718,-6.06875
tin,Tindi,45.92268,42.33164
tio,Teop,154.97081,-5.67474
tip,Trimuris,138.0273,-2.15863
tiq,Tiéfo,-4.52619,10.71843
tic,Tira,30.8092,11.09635
tis,Masadiit Itneg,120.82945,17.4501
tit,Tinigua,-73.768,2.716
tiu,Adasen Itneg,120.90528,17.81873
tiv,Tiv,8.90994,7.29731
tiw,Tiwi,130.94911,-11.63078
tix,Southern Tiwa,-106.66059,34.7873
tiy,Tiruray,124.12673,6.77321
tiz,Tai Hongjin,102.58554,23.3088
tjg,Tunjung,115.88324,-0.29048
tji,Northern Tujia,109.75865,29.3016
tjn,Tonjon,-4.40666,8.357
tjo,Temacine Tamazight,6.06562,33.34886
tjs,Southern Tujia,110.02242,28.23683
tju,Tjurruru,118.267,-22.842
tka,Truka,-38.99999,-8.49999
tkb,Buksa,79.42331,29.0853
tkd,Tukudede,125.2828,-8.6788
tke,Takwane,36.24898,-16.22762
tkf,Tukumanfed,-61.42,-11.518
tkk,Takpa,88.42538,28.16517
lpo,Lipo,100.85985,26.64359
tkm,Takelma,-123.452,42.423
tkn,Toku-No-Shima,128.96117,27.77365
tkp,Anuta,168.8223,-12.27661
tkq,Tee,7.37553,4.73213
tkr,Tsakhur,46.88585,41.59156
tks,Takestani,47.99538,38.19713
tkt,Kathoriya Tharu,80.89308,28.58666
tkw,Teanu,166.86796,-11.6752
tkx,Tangko,140.26914,-5.13343
tkz,Takua,108.0455,15.42987
tla,Southwestern Tepehuan,-104.68847,23.25534
tlb,Tobelo,128.15361,1.0946
tlc,Yecuatla Totonac,-96.87408,20.1765
tld,Talaud,126.79467,4.11846
tle,Talai,35.51011,0.89614
tlf,Telefol,141.73053,-5.07444
tlg,Tofanma,140.59074,-3.74322
tli,Tlingit,-135.65361,59.0553
tlj,Talinga-Bwisi,30.03609,0.70122
tlk,Taloki,122.87168,-4.6478
tlm,Tolomako,166.7723,-15.15686
tln,Talondo',119.35023,-2.4525
tlo,Talodi,30.48154,10.64529
tlp,Filomena Mata-Coahuitlan Totonac,-97.59312,20.14152
tlq,Tai Loi,100.91936,21.53081
tlr,Talise,160.231,-9.76764
tls,Tambotalo,167.13905,-15.50043
tlt,Teluti,129.66284,-3.2969
tlu,Tulehu,128.31046,-3.57785
tlv,Taliabu,124.86921,-1.79516
tlw,South Wemale,128.54706,-3.29102
tlx,Khehek,146.74577,-2.06626
tly,Talysh,48.59481,38.7389
tlz,Toala',120.40602,-2.60769
tma,Tama,21.99515,14.33195
tmb,Katbol,167.48414,-16.27015
tmc,Tumak,17.42159,9.43747
tmd,Haruai,144.3375,-5.09522
tme,Tremembé,-40.20404,-3.09359
tmf,Toba-Maskoy,-58.01584,-21.54741
tmg,Ternateno,127.56682,0.93149
tea,Temiar,101.43761,4.974
tmi,Tutuba,167.21849,-15.49131
tmj,Samarokena,138.3397,-1.84878
tmk,Northwestern Tamang,85.16479,27.9087
tml,Tamnim Citak,139.23298,-5.57962
tmm,Tai Thanh,104.93267,19.66003
tmn,Taman,112.97535,1.00003
tmo,Temoq,102.91576,3.11331
tmp,Tai Mène,104.72923,18.33998
tmq,Tumleo,142.34587,-3.14955
tms,Tima,29.16324,11.71758
tmt,Tasmate,166.6642,-15.07915
tmu,Iau,137.68981,-3.14537
tmv,Tembo,20.36849,2.0246
tmw,Temuan,101.90581,2.78176
tmx,Tomyang,87.25252,27.58711
tmy,Tami,147.73151,-6.70017
tmz,Tamanaku,-65.883,2.765
tna,Tacana,-68.04056,-13.39249
tnb,Western Tunebo,-72.65068,6.90704
tnc,Tanimuca-Retuarã,-70.38531,-0.59023
tnd,Angosturas Tunebo,-71.92117,6.54198
tne,Tinoc Kallahan,120.99378,16.78986
tnf,Tangshewi,71.25419,38.22673
tng,Tobanga,16.20899,9.8289
tnh,Maiani,145.23912,-4.55066
tni,Tandia,134.53168,-2.84228
tnj,Tanjong,112.38262,2.03781
tnk,Kwamera,169.44199,-19.59545
tnl,Lenakel,169.26061,-19.4763
tnm,Tabla,140.39629,-2.45368
tnn,North Tanna,169.30251,-19.37332
tno,Toromono,-67.39312,-13.30281
tnp,Whitesands,169.38113,-19.50195
tnq,Taino,-77.41868,25.05418
tnr,Budik,-12.47963,12.75312
tns,Tenis,150.92336,-2.71805
tnt,Tontemboan,124.65429,1.24813
tnu,Tay Khang,104.36727,18.66237
tnv,Tangchangya,92.50734,22.31851
tnw,Tonsawang,124.6516,1.0539
tnx,Tanema,160.94204,-8.73605
tny,Tongwe,30.08074,-6.43051
tnz,Tonga,99.97463,7.09112
tob,Toba,-59.14285,-26.46903
toc,Coyutla Totonac,-97.68515,20.54467
tod,Toma,-9.23439,8.20383
toe,Tomedes,-69.66665,3.24999
tof,Gizrra,142.80391,-9.183
tog,Tonga,34.06129,-12.08164
toh,Gitonga,35.15768,-23.79642
toi,Tonga,26.63571,-16.90839
toj,Tojolabal,-91.78248,16.25715
tkl,Tokelauan,-171.85391,-9.19298
tol,Tolowa,-124.09955,41.9192
tom,Tombulu,124.75394,1.39715
tqw,Tonkawa,-100.65509,36.2903
too,Xicotepec de Juárez Totonac,-97.7463,20.65321
top,Papantla Totonac,-97.25539,20.56709
toq,Toposa,34.21591,5.15904
tor,Togbo-Vara Banda,19.61383,4.96476
tos,Highland Totonac,-97.61589,20.37979
tot,Patla-Chicontla Totonac,-97.84358,20.2957
tou,Tho,105.36278,19.3563
ton,Tongan,-175.196,-21.19511
tow,Jemez,-106.7662,35.59942
tox,Tobian,134.2633,7.03081
toy,Topoiyo,119.31384,-2.06702
toz,To,15.29023,7.59244
tpa,Taupota,150.37277,-10.2275
tpc,Azoyú Tlapanec,-98.52413,16.75845
tpe,Tippera,92.07473,23.58637
tpg,Kula,125.00419,-8.2384
tqo,Toaripi,146.20608,-8.07231
tpk,Tupinikin,-40.41666,-18.99999
tpl,Tlacoapa Tlapanec,-98.80129,17.32616
tpn,Tupinamba,-63.24999,-8.16666
tpo,Tai Pao,104.65808,18.55623
tpp,Pisaflores Tepehua,-98.03053,20.70392
tpq,Tukpa,78.16268,31.4925
tpt,Tlachichilco Tepehua,-98.19468,20.70402
tpu,Tampuan,107.24544,13.56447
tpv,Tanapag,145.75662,15.23702
