party,constituency,year,age,category,color,electors,name,polled_votes,rank,sex,state,votes
INC,Sarguja,1984,,,#019733,673662,Vijai Pratap Singh,324875,1,M,Madhya Pradesh,180878
INC,Satna,1984,,,#019733,730872,Aziz Qureshi,418630,1,M,Madhya Pradesh,224684
INC,Seoni,1984,,,#019733,678298,Gargishanker Mishra,349433,1,M,Madhya Pradesh,190241
INC,Shahdol,1984,,,#019733,716012,Dalbir Singh,315148,1,M,Madhya Pradesh,193579
INC,Shajapur,1984,,,#019733,731379,Bapulal Malviya,465960,1,M,Madhya Pradesh,257753
INC,Sidhi,1984,,,#019733,743683,Motilal Singh,361219,1,M,Madhya Pradesh,223248
INC,Ujjain,1984,,,#019733,691919,Satyanarayan Pawar,429036,1,M,Madhya Pradesh,226342
INC,Vidisha,1984,,,#019733,716699,Pratapbhanu Krishna Gopal,430053,1,M,Madhya Pradesh,205437
INC,Ahmednagar,1984,,,#019733,771205,Gadakh Yeshwantrao Kankarrao,478676,1,M,Maharashtra,281873
INC,Akola,1984,,,#019733,736060,Madhusudan Atmaram Vairale,513158,1,M,Maharashtra,178874
INC,Amravati,1984,,,#019733,702357,Choudhary Ushatai Prakash,417125,1,F,Maharashtra,217910
ICS,Aurangabad,1984,,,#999,849481,Sahebrao P.Dongaonkar,482029,1,M,Maharashtra,246136
ICS,Baramati,1984,,,#999,859626,Pawar Sharadchandra Govindrao,596407,1,M,Maharashtra,361618
INC,Beed,1984,,,#019733,866071,Kshirsagar Kehsarbai Sonajirao,456168,1,F,Maharashtra,221421
INC,Bhandara,1984,,,#019733,709457,Keshaorao Atmaramji Pardhi,468835,1,M,Maharashtra,249195
INC,Bombay North,1984,,,#019733,992937,Anoopchand Khimchand Shah,491595,1,M,Maharashtra,275522
INC,Bombay North Central,1984,,,#019733,790090,Dighe Sharad Shankar,436526,1,M,Maharashtra,211443
INC,Bombay North East,1984,,,#019733,1082419,Gurudas Kamat,642516,1,M,Maharashtra,273847
INC,Bombay North West,1984,,,#019733,878652,Sunil Dutt,509312,1,M,Maharashtra,308989
INC,Bombay South,1984,,,#019733,653042,Deora Murli,332606,1,M,Maharashtra,200152
IND,Bombay South Central,1984,,,#95b3d7,648214,Datta Samant,384933,1,M,Maharashtra,158841
INC,Buldhana,1984,,,#019733,743946,Wasnik Mukul Balkrishna,463003,1,M,Maharashtra,166281
INC,Chandrapur,1984,,,#019733,771242,Potdukhe Shantaram Rajeshwar,441488,1,M,Maharashtra,249994
INC,Chimur,1984,,,#019733,751666,Muttemwar Vilas Baburao,543843,1,M,Maharashtra,282404
INC,Dahanu,1984,,,#019733,774100,Shingada Damu Barku,350827,1,M,Maharashtra,166655
INC,Dhule,1984,,,#019733,706445,Bhoye Reshama Motiram,390328,1,M,Maharashtra,219323
INC,Erandol,1984,,,#019733,778541,Vijaykumar Naval Patil,457277,1,M,Maharashtra,221522
INC,Hingoli,1984,,,#019733,727842,Rathode Uttamraoji Baliramji,402842,1,M,Maharashtra,221026
INC,Ichalkaranji,1984,,,#019733,755413,Mane Balaso Alias Rajaram Shankarrao,517775,1,M,Maharashtra,278457
INC,Jalgaon,1984,,,#019733,759154,Mahajan Yadav Shivram,451845,1,M,Maharashtra,231537
INC,Jalna,1984,,,#019733,781442,Balasaheb Ramrao Pawar,394625,1,M,Maharashtra,186318
INC,Karad,1984,,,#019733,758980,Chavan Premalabai Dajisaheb,417120,1,F,Maharashtra,346579
INC,Khed,1984,,,#019733,693984,Ramkrishna More,440451,1,M,Maharashtra,219413
PWP,Kolaba,1984,,,#999,706929,D. B. Patil,456618,1,M,Maharashtra,211194
INC,Kolhapur,1984,,,#019733,737957,Gaikwad Udaysingrao Nanasaheb,424923,1,M,Maharashtra,277603
INC,Kopargaon,1984,,,#019733,669507,Vikhe Eknathrao Alias Balesaheb Vithalrao,378438,1,M,Maharashtra,217982
INC,Latur,1984,,,#019733,754786,Patil Shivraj Vishwanath,531815,1,M,Maharashtra,289466
INC,Malegaon,1984,,,#019733,705668,Bhoye Sitaram Sayaji,384231,1,M,Maharashtra,202424
INC,Nagpur,1984,,,#019733,845805,Banwarilal Bhagwandas Purohit,554354,1,M,Maharashtra,293739
INC,Nanded,1984,,,#019733,820467,Chavan Shankarrao Bhurao,511356,1,M,Maharashtra,306026
INC,Nandurbar,1984,,,#019733,689376,Gavit Manikrao Holdya,386045,1,M,Maharashtra,254327
INC,Nashik,1984,,,#019733,791519,Mane Murlidhar Pandurang,437177,1,M,Maharashtra,197428
INC,Osmanabad,1984,,,#019733,680500,Arvind Tulshiramji Kamble,396649,1,M,Maharashtra,210727
INC,Pandharpur,1984,,,#019733,785735,Thorat Sandipan Bhagwan,472272,1,M,Maharashtra,269989
INC,Parbhani,1984,,,#019733,713367,Yadav Ramrao Narayanrao,382899,1,M,Maharashtra,212958
INC,Pune,1984,,,#019733,788975,Gadil Vithalrao Narhari,515541,1,M,Maharashtra,311278
JNP,Rajapur,1984,,,#999,612195,Madhu Dandavate,377215,1,M,Maharashtra,182034
INC,Ramtek,1984,,,#019733,705819,Narsimha Rao P. V.,447579,1,M,Maharashtra,290905
INC,Ratnagiri,1984,,,#019733,617107,Husen Dalwai,382140,1,M,Maharashtra,167859
INC,Sangli,1984,,,#019733,717441,Patil Prakash Vasantrao,466711,1,M,Maharashtra,304202
INC,Satara,1984,,,#019733,712736,Bhosale Prataprao Baburao,461882,1,M,Maharashtra,270110
INC,Sholapur,1984,,,#019733,663152,Kuchan Gangadhar Sinramappa,419646,1,M,Maharashtra,258050
INC,Thane,1984,,,#019733,975995,Ghopal Shantaram Gopal,559696,1,M,Maharashtra,328709
INC,Wardha,1984,,,#019733,723787,Sathe Vasant Purushottam,499127,1,M,Maharashtra,244390
INC,Washim,1984,,,#019733,686573,Ghulam Nabi Azad,467887,1,M,Maharashtra,197822
INC,Yavatmal,1984,,,#019733,711775,Patil Uttamrao Deorao,432116,1,M,Maharashtra,274957
INC,Inner Manipur,1984,,,#019733,514101,N.Tombi Singh,427757,1,M,Manipur,104091
INC,Outer Manipur,1984,,,#019733,499970,Meijinlung,413455,1,M,Manipur,189911
INC,Shillong,1984,,,#019733,469793,G.G.Swell,255855,1,M,Meghalaya,142638
INC,Tura,1984,,,#019733,281490,Purno Agitok Sangma,143509,1,M,Meghalaya,106628
INC,Nagaland,1984,,,#019733,594062,Chingwang,388464,1,M,Nagaland,251101
INC,Chandni Chowk,1984,,,#019733,283849,Jai Parkash Agarwal,201701,1,M,Nct Of Delhi,122069
INC,Delhi Sadar,1984,,,#019733,367575,Jagdish Tytler,250108,1,M,Nct Of Delhi,155333
INC,East Delhi,1984,,,#019733,832324,H.K.L.Bhagat,501822,1,M,Nct Of Delhi,386150
INC,Karol Bagh,1984,,,#019733,331628,Sunderwati Nawal Prabhakar,220064,1,F,Nct Of Delhi,151416
INC,New Delhi,1984,,,#019733,304123,Krsihan Chandra Pant,194413,1,M,Nct Of Delhi,131932
INC,Outer Delhi,1984,,,#019733,854302,Bharat Singh,502376,1,M,Nct Of Delhi,365454
INC,South Delhi,1984,,,#019733,522980,Lalit Maken,353499,1,M,Nct Of Delhi,215898
INC,Aska,1984,,,#019733,768077,Somnath Rath,401994,1,M,Orissa,244253
INC,Balasore,1984,,,#019733,736899,Chintamani Jena,485051,1,M,Orissa,274294
INC,Berhampore,1984,,,#019733,710421,R.Jagannath Rao,347004,1,M,Orissa,235466
INC,Bhadrak,1984,,,#019733,736023,Ananta Prasad Sethi,462916,1,M,Orissa,256854
INC,Bhubaneswar,1984,,,#019733,732752,Chintamoni Panigrahi,395730,1,M,Orissa,237716
INC,Bolangir,1984,,,#019733,647765,Nityanand Misra,350334,1,M,Orissa,184386
INC,Cuttack,1984,,,#019733,755436,Jayanti Pattanik,475977,1,F,Orissa,263960
INC,Deogarh,1984,,,#019733,732492,Sriballav Panigrahi,385954,1,M,Orissa,215256
INC,Dhenkanal,1984,,,#019733,696446,Raja Kamakhya Prasad Singh Deo Mahindra Bahadur,406581,1,M,Orissa,295754
INC,Jagatsinghpur,1984,,,#019733,778255,Lakshman Mallick,546508,1,M,Orissa,263352
INC,Jajpur,1984,,,#019733,721932,Anadi Charan Das,466415,1,M,Orissa,252316
INC,Kalahandi,1984,,,#019733,631264,Jagannath Patnaik,325486,1,M,Orissa,154941
JNP,Kendrapara,1984,,,#999,733910,Bijayananda Pattnaik,509596,1,M,Orissa,255506
INC,Keonjhar,1984,,,#019733,678101,Harinder Soren,314113,1,M,Orissa,181169
INC,Koraput,1984,,,#019733,679722,Gridhar Gomango,225785,1,M,Orissa,154713
INC,Mayurbhanj,1984,,,#019733,630339,Sidhalal Murmu,300437,1,M,Orissa,175013
INC,Nowrangpur,1984,,,#019733,647780,Khagapati Pradhani,240875,1,M,Orissa,172305
INC,Phulbani,1984,,,#019733,730571,Radha Kanta Digal,350934,1,M,Orissa,227667
INC,Puri,1984,,,#019733,737702,Brajamohan Mohenty,454749,1,M,Orissa,239019
INC,Sambalpur,1984,,,#019733,779089,Krupasindhu Bhoi,411458,1,M,Orissa,249662
INC,Sundargarh,1984,,,#019733,678480,Maurice Kujur,309010,1,M,Orissa,176107
INC,Puducherry,1984,,,#019733,381366,P.Shammugam,270781,1,M,Puducherry,159376
INC,Ajmer,1984,,,#019733,742253,Vishnu Kumar Modi,429593,1,M,Rajasthan,216173
INC,Alwar,1984,,,#019733,751298,Ram Singh Yadev,413456,1,M,Rajasthan,199910
INC,Banswara,1984,,,#019733,733798,Prabhulal Rawat,394453,1,M,Rajasthan,199308
INC,Barmer,1984,,,#019733,910267,Virdhi Chand,486863,1,M,Rajasthan,220658
INC,Bayana,1984,,,#019733,739563,Lala Ram Ken,325115,1,M,Rajasthan,156708
INC,Bharatpur,1984,,,#019733,715907,K.Natwar Singh,448534,1,M,Rajasthan,187305
INC,Bhilwara,1984,,,#019733,779185,Girdhari Lal Vyas,402854,1,M,Rajasthan,250254
INC,Bikaner,1984,,,#019733,1005582,Manphool Singh,545651,1,M,Rajasthan,280090
INC,Chittorgarh,1984,,,#019733,803392,Nirmla Kumari,427257,1,F,Rajasthan,226717
INC,Churu,1984,,,#019733,831213,Mohar Singh,497929,1,M,Rajasthan,255348
INC,Dausa,1984,,,#019733,801509,Rajesh Pilot,454682,1,M,Rajasthan,245246
INC,Ganganagar,1984,,,#019733,829728,Birbal,443467,1,M,Rajasthan,282573
INC,Jaipur,1984,,,#019733,871295,Nawal Kishore Sharma,502493,1,M,Rajasthan,280436
INC,Jalore,1984,,,#019733,835714,Buta Singh,423767,1,M,Rajasthan,281627
INC,Jhalawar,1984,,,#019733,700480,Jujharsingh,389301,1,M,Rajasthan,212489
INC,Jhun Jhunu,1984,,,#019733,887702,Mohd. Ayub Khan,552712,1,M,Rajasthan,261152
INC,Jodhpur,1984,,,#019733,855909,Ashok Gehlot,461230,1,M,Rajasthan,282066
INC,Kota,1984,,,#019733,721248,Shanti Kumar Dhariwal,435429,1,M,Rajasthan,230375
INC,Nagaur,1984,,,#019733,839812,Ram Niwas,543005,1,M,Rajasthan,219961
INC,Pali,1984,,,#019733,768806,Mool Chand Daga,425196,1,M,Rajasthan,188274
INC,Salumber,1984,,,#019733,716391,Alkha Ram,352714,1,M,Rajasthan,185000
INC,Sawai Madhopur,1984,,,#019733,803663,Ram Kumar,416190,1,M,Rajasthan,248422
INC,Sikar,1984,,,#019733,882753,Bal Ram,556851,1,M,Rajasthan,292132
INC,Tonk,1984,,,#019733,765205,Banwari Lal,410931,1,M,Rajasthan,231678
INC,Udaipur,1984,,,#019733,824612,Indubala Sukhadia,448584,1,F,Rajasthan,264214
IND,Sikkim,1984,,,#95b3d7,149256,Nar Bhadur Bhandari,82646,1,M,Sikkim,56614
INC,Arakkonam,1984,,,#019733,757665,R. Jeevarathinam,560559,1,M,Tamil Nadu,292606
ADK,Chengalpattu,1984,,,#999,737434,S. Jagathrakshakan,549896,1,M,Tamil Nadu,297415
INC,Chidambaram,1984,,,#019733,734012,Vallalperuman P.,538893,1,M,Tamil Nadu,329892
INC,Coimbatore,1984,,,#019733,902773,Kuppuswamy C. K.,615365,1,M,Tamil Nadu,355525
INC,Cuddalore,1984,,,#019733,733050,Venkatesan P.R.S.,535105,1,M,Tamil Nadu,327393
ADK,Dharmapuri,1984,,,#999,780371,M. Thambi Duriai,526456,1,M,Tamil Nadu,333427
ADK,Dindigul,1984,,,#999,813821,K.R. Natarajan,555997,1,M,Tamil Nadu,343571
ADK,Gobichettipalayam,1984,,,#999,733501,Kholandaivelu P.,524523,1,M,Tamil Nadu,338243
INC,Karur,1984,,,#019733,817972,Murugaiah A. R.,604929,1,M,Tamil Nadu,413533
INC,Krishnagiri,1984,,,#019733,724417,K. Ramamurthi,470922,1,M,Tamil Nadu,304854
DMK,Madras Central,1984,,,#800000,862989,Kalanidhi A.,539119,1,M,Tamil Nadu,313848
DMK,Madras North,1984,,,#800000,991099,N.V.N.Somu,501827,1,M,Tamil Nadu,261941
INC,Madras South,1984,,,#019733,1018795,Vyjayanthimala,647851,1,F,Tamil Nadu,336353
INC,Madurai,1984,,,#019733,856315,Subburaman A.G.,583444,1,M,Tamil Nadu,365948
INC,Mayiladuthurai,1984,,,#019733,721157,Pakeer Mohamed E.S.M.,556859,1,M,Tamil Nadu,335033
ADK,Nagapattinam,1984,,,#999,755903,"Mahalingam, M.",602911,1,M,Tamil Nadu,300912
INC,Nagercoil,1984,,,#019733,720980,N. Dennis,470589,1,M,Tamil Nadu,235365
INC,Nilgiris,1984,,,#019733,827733,R.Prabhu,566742,1,M,Tamil Nadu,341824
INC,Palani,1984,,,#019733,810013,Senapathy Gounder A.,572693,1,M,Tamil Nadu,408104
ADK,Perambalur,1984,,,#999,742190,S. Thangaraju,551432,1,M,Tamil Nadu,350549
ADK,Periyakulam,1984,,,#999,801476,Selvendran P.,554704,1,M,Tamil Nadu,348903
ADK,Pollachi,1984,,,#999,768435,Anna Nambi R.,546970,1,M,Tamil Nadu,324200
INC,Pudukkottai,1984,,,#019733,806752,Sundararaj N.,623559,1,M,Tamil Nadu,426717
INC,Ramanathapuram,1984,,,#019733,810454,V. Rajeshwaran,538082,1,M,Tamil Nadu,274922
INC,Rasipuram,1984,,,#019733,789509,Devarajan B.,533146,1,M,Tamil Nadu,367276
INC,Salem,1984,,,#019733,766792,Rangarajan Kumar Mangalam,519863,1,M,Tamil Nadu,359819
INC,Sivaganga,1984,,,#019733,784016,P. Chidambaram,553792,1,M,Tamil Nadu,377160
ADK,Sivakasi,1984,,,#999,838018,N. Soundararajan,603034,1,M,Tamil Nadu,323786
INC,Sriperumbudur,1984,,,#019733,787638,Maragatham Chandrasekhar,558437,1,F,Tamil Nadu,332468
INC,Tenkasi,1984,,,#019733,735912,M. Arunachalam,529467,1,M,Tamil Nadu,360517
INC,Thanjavur,1984,,,#019733,725425,Singaravadivel,553470,1,M,Tamil Nadu,306351
INC,Tindivanam,1984,,,#019733,737933,S.S. Eramasamy Padayatchi,520155,1,M,Tamil Nadu,356127
INC,Tiruchendur,1984,,,#019733,749008,K.T. Kosalram,484579,1,M,Tamil Nadu,345381
ADK,Tiruchengode,1984,,,#999,998164,Kannan P.,700269,1,M,Tamil Nadu,426648
INC,Tiruchirappalli,1984,,,#019733,795398,Adaikalaraj,581882,1,M,Tamil Nadu,337786
ADK,Tirunelveli,1984,,,#999,757930,M.R. Janardhanan,515091,1,M,Tamil Nadu,296897
INC,Tiruppattur,1984,,,#019733,751122,Jayamohan A.,536372,1,M,Tamil Nadu,298159
INC,Vandavasi,1984,,,#019733,763132,Balaraman L.,547642,1,M,Tamil Nadu,341267
ADK,Vellore,1984,,,#999,748776,A.C. Shanmugam,537377,1,M,Tamil Nadu,284416
CPM,Tripura East,1984,,,#DE0000,586885,Baju Ban Riyan,440901,1,M,Tripura,231023
CPM,Tripura West,1984,,,#DE0000,622082,Ajoy Biswas,477259,1,M,Tripura,232339
INC,Agra,1984,,,#019733,639657,Nihal Singh,342057,1,M,Uttar Pradesh,147473
INC,Akbarpur,1984,,,#019733,756377,Ram Piyare Suman,434460,1,M,Uttar Pradesh,194148
INC,Aligarh,1984,,,#019733,735424,Usha Rani,398208,1,F,Uttar Pradesh,216329
INC,Allahabad,1984,,,#019733,777652,Amitabh Bachchan,436120,1,M,Uttar Pradesh,297461
INC,Almora,1984,,,#019733,670370,Harish Chandra Singh,302012,1,M,Uttar Pradesh,185006
INC,Amethi,1984,,,#019733,740782,Rajiv Gandhi,436263,1,M,Uttar Pradesh,365041
INC,Amroha,1984,,,#019733,702442,Ram Pal Singh,455698,1,M,Uttar Pradesh,181642
INC,Aonla,1984,,,#019733,656877,Kalyan Singh Solanki,319206,1,M,Uttar Pradesh,117327
INC,Azamgarh,1984,,,#019733,760683,Santosh Kumar Singh,418008,1,M,Uttar Pradesh,170051
LKD,Baghpat,1984,,,#999,754811,Charan Singh,471814,1,M,Uttar Pradesh,253463
INC,Bahraich,1984,,,#019733,762567,Arif Mohammad Khan,353231,1,M,Uttar Pradesh,178621
INC,Ballia,1984,,,#019733,795336,Jagannath Chowdhari,429646,1,M,Uttar Pradesh,225984
INC,Balrampur,1984,,,#019733,753870,Deep Narain Van Mahanth,397774,1,M,Uttar Pradesh,128207
INC,Banda,1984,,,#019733,708382,Bhism Deo Dubey,378132,1,M,Uttar Pradesh,142085
INC,Bansgaon,1984,,,#019733,771602,Mahavir Prasad,369830,1,M,Uttar Pradesh,232747
INC,Bara Banki,1984,,,#019733,692717,Kamla Prasad,380210,1,M,Uttar Pradesh,202790
INC,Bareilly,1984,,,#019733,646148,Abida Ahmad,341322,1,F,Uttar Pradesh,156904
INC,Basti,1984,,,#019733,753818,Ram Awadh Prasad,337717,1,M,Uttar Pradesh,227397
INC,Bijnor,1984,,,#019733,725760,Girdhar Lal,386008,1,M,Uttar Pradesh,219185
INC,Bilhaur,1984,,,#019733,735505,Jagdish Awasthi,428402,1,M,Uttar Pradesh,234466
INC,Budaun,1984,,,#019733,675019,Saleem Iqbal Sherwani,411597,1,M,Uttar Pradesh,183524
INC,Bulandshahr,1984,,,#019733,711066,Kr. Surendra Pal,401555,1,M,Uttar Pradesh,228039
INC,Chail,1984,,,#019733,759882,Bihari Lal Shailesh,319433,1,M,Uttar Pradesh,150306
INC,Chandauli,1984,,,#019733,770457,Chanda Tripati,448575,1,F,Uttar Pradesh,201516
INC,Deoria,1984,,,#019733,793421,Rajmangal Pandey,430279,1,M,Uttar Pradesh,239708
INC,Domariaganj,1984,,,#019733,783353,Kazi Jalil Abbasi,437316,1,M,Uttar Pradesh,226388
LKD,Etah,1984,,,#999,655413,Muhammad Mehfooj Ali Khan Alias Pyarey Main,350403,1,M,Uttar Pradesh,110627
INC,Etawah,1984,,,#019733,722895,Raghuraj Singh,428220,1,M,Uttar Pradesh,184404
INC,Faizabad,1984,,,#019733,723860,Nirmal Khatri,388508,1,M,Uttar Pradesh,173152
INC,Farrukhabad,1984,,,#019733,774883,Khurshed Alam Khan,451359,1,M,Uttar Pradesh,236892
INC,Fatehpur,1984,,,#019733,752578,Hari Krishna Shastri,374482,1,M,Uttar Pradesh,208578
INC,Firozabad,1984,,,#019733,717338,Ganga Ram,336998,1,M,Uttar Pradesh,161079
INC,Garhwal,1984,,,#019733,662209,Chandra Mohan Singh,342251,1,M,Uttar Pradesh,207451
INC,Ghatampur,1984,,,#019733,728540,Askaran,364037,1,M,Uttar Pradesh,177975
INC,Ghazipur,1984,,,#019733,798528,Zainul Basher,459287,1,M,Uttar Pradesh,167194
INC,Ghosi,1984,,,#019733,771606,Raj Kumar,412859,1,M,Uttar Pradesh,160102
INC,Gonda,1984,,,#019733,759335,Anand Singh Alias Annu Bhaiya,385104,1,M,Uttar Pradesh,260112
INC,Gorakhpur,1984,,,#019733,700548,Madan Pandey,374203,1,M,Uttar Pradesh,191020
INC,Hamirpur,1984,,,#019733,672800,Swami Prasad Singh,379394,1,M,Uttar Pradesh,199460
INC,Hapur,1984,,,#019733,768575,Kedar Nath,453122,1,M,Uttar Pradesh,254823
INC,Hardoi,1984,,,#019733,722243,Kindar Lal,365421,1,M,Uttar Pradesh,195088
INC,Hardwar,1984,,,#019733,692463,Sunder Lal,442724,1,M,Uttar Pradesh,253892
INC,Hathras,1984,,,#019733,744969,Puran Chand,371544,1,M,Uttar Pradesh,165387
INC,Jalaun,1984,,,#019733,732228,Lachhi Ram,374740,1,M,Uttar Pradesh,170510
INC,Jalesar,1984,,,#019733,687471,Kailash Chandra Yadav,383572,1,M,Uttar Pradesh,149004
INC,Jaunpur,1984,,,#019733,760090,Kamala Prasad Singh,431951,1,M,Uttar Pradesh,201311
INC,Jhansi,1984,,,#019733,773224,Sujan Singh Bundela,460729,1,M,Uttar Pradesh,245029
INC,Kairana,1984,,,#019733,702980,Akhtar Hasan,447137,1,M,Uttar Pradesh,236904
INC,Kaiserganj,1984,,,#019733,724076,Rana Vir Singh,338436,1,M,Uttar Pradesh,179948
INC,Kannauj,1984,,,#019733,746090,Sheila Dixit,481675,1,F,Uttar Pradesh,199621
INC,Kanpur,1984,,,#019733,672538,Naresh Chandra Chaturvedi,376216,1,M,Uttar Pradesh,214160
INC,Khalilabad,1984,,,#019733,782374,Chandra Shekhar,456093,1,M,Uttar Pradesh,227083
INC,Kheri,1984,,,#019733,769692,Usha Kumari,387267,1,F,Uttar Pradesh,279573
INC,Khurja,1984,,,#019733,714153,Veer Sen,362749,1,M,Uttar Pradesh,212932
INC,Lalganj,1984,,,#019733,826179,Ramdhan,416816,1,M,Uttar Pradesh,218963
INC,Lucknow,1984,,,#019733,754460,Sheila Kaul,304058,1,F,Uttar Pradesh,169260
INC,Machhlishahr,1984,,,#019733,770722,Sripati,401680,1,M,Uttar Pradesh,179140
INC,Maharajganj,1984,,,#019733,715620,Jitendra Singh,445862,1,M,Uttar Pradesh,208692
INC,Mainpuri,1984,,,#019733,708050,Balram Singh Yadav,427855,1,M,Uttar Pradesh,214322
INC,Mathura,1984,,,#019733,727822,Manvendra Singh,448564,1,M,Uttar Pradesh,263248
INC,Meerut,1984,,,#019733,744181,Mohsina Kidwai,473109,1,F,Uttar Pradesh,238236
INC,Mirzapur,1984,,,#019733,781816,Uma Kant Mishra,403971,1,M,Uttar Pradesh,149606
INC,Misrikh,1984,,,#019733,722288,Sankata Prasad,366858,1,M,Uttar Pradesh,237741
INC,Mohanlalganj,1984,,,#019733,698491,Jagannath Pd.,341689,1,M,Uttar Pradesh,189704
INC,Moradabad,1984,,,#019733,670189,Hafiz Mohd. Siddique,397672,1,M,Uttar Pradesh,116942
INC,Muzaffarnagar,1984,,,#019733,713140,Dharam Vir Singh,476513,1,M,Uttar Pradesh,242751
INC,Nainital,1984,,,#019733,681281,Satendra Chandra,426013,1,M,Uttar Pradesh,274557
INC,Padrauna,1984,,,#019733,776630,Chandra Pratap Narain Singh,396675,1,M,Uttar Pradesh,189209
INC,Phulpur,1984,,,#019733,756590,Ram Pujan Patel,450838,1,M,Uttar Pradesh,242538
INC,Pilibhit,1984,,,#019733,712701,Bhanu Pratap Singh,436694,1,M,Uttar Pradesh,278803
INC,Pratapgarh,1984,,,#019733,751774,Raja Dinesh Singh,390044,1,M,Uttar Pradesh,279354
INC,Rae Bareli,1984,,,#019733,770192,Arun Kumar Nehru,448143,1,M,Uttar Pradesh,314028
INC,Rampur,1984,,,#019733,752171,Zulfiquar Ali Khan,482733,1,M,Uttar Pradesh,242209
INC,Robertsganj,1984,,,#019733,804364,Ram Pyare,379528,1,M,Uttar Pradesh,189588
INC,Saharanpur,1984,,,#019733,740467,Yashpal Singh,521955,1,M,Uttar Pradesh,277339
INC,Saidpur,1984,,,#019733,802047,Ram Smujhawan,378120,1,M,Uttar Pradesh,174291
INC,Salempur,1984,,,#019733,814874,Ram Nagina Misra,383143,1,M,Uttar Pradesh,152231
INC,Sambhal,1984,,,#019733,666568,Shanti Devi,340543,1,F,Uttar Pradesh,124175
INC,Shahabad,1984,,,#019733,725078,Dharamgaj Singh,388901,1,M,Uttar Pradesh,186182
INC,Shahjahanpur,1984,,,#019733,726495,Jitendra Prasad,437303,1,M,Uttar Pradesh,220912
INC,Sitapur,1984,,,#019733,729112,Rajendra Kumari,369569,1,F,Uttar Pradesh,185722
INC,Sultanpur,1984,,,#019733,758038,Raj Karan Singh,402822,1,M,Uttar Pradesh,219682
INC,Tehri Garhwal,1984,,,#019733,665741,Brahma Dutt,320667,1,M,Uttar Pradesh,203883
INC,Unnao,1984,,,#019733,715790,Ziaurrahman Ansari,410357,1,M,Uttar Pradesh,215433
INC,Varanasi,1984,,,#019733,684495,Shyam Lal Yadava,368112,1,M,Uttar Pradesh,153076
RSP,Alipurduars,1984,,,#999,736742,Pijus Tirkey,536181,1,M,West Bengal,278358
CPM,Arambagh,1984,,,#DE0000,768645,Anil Basu,649912,1,M,West Bengal,327786
INC,Asansol,1984,,,#019733,893685,Anada Gopal Mukherjee,605628,1,M,West Bengal,334212
RSP,Balurghat,1984,,,#999,768931,Palas Barman,616530,1,M,West Bengal,317141
CPM,Bankura,1984,,,#DE0000,771050,Acharia Basudeb,551500,1,M,West Bengal,268136
INC,Barasat,1984,,,#019733,839673,Tarun Kanti Ghosh,693855,1,M,West Bengal,343184
INC,Barrackpore,1984,,,#019733,778226,Debi Ghosal,604376,1,M,West Bengal,323483
CPI,Basirhat,1984,,,#DE0000,754765,Indrajit Gupta,607779,1,M,West Bengal,315444
INC,Berhampore,1984,,,#019733,867180,Atish Chandra Sinha,652616,1,M,West Bengal,317011
CPM,Birbhum,1984,,,#DE0000,751344,Gadahar Saha,552778,1,M,West Bengal,278155
CPM,Bolpur,1984,,,#DE0000,752853,Saradish Roy,576737,1,M,West Bengal,317749
CPM,Burdwan,1984,,,#DE0000,840465,Sudhir Ray,685114,1,M,West Bengal,366547
INC,Calcutta North East,1984,,,#019733,709568,Ajit Kumar Panja,497876,1,M,West Bengal,284324
INC,Calcutta North West,1984,,,#019733,598108,Ashok Kumar Sen,378221,1,M,West Bengal,242982
INC,Calcutta South,1984,,,#019733,803022,Bhola Nath Sen,570566,1,M,West Bengal,324823
INC,Contai,1984,,,#019733,697117,Phulrenu Guha,557365,1,F,West Bengal,282065
FBL,Cooch Behar,1984,,,#999,777024,Amar Roy Prodhan,650717,1,M,West Bengal,345160
CPM,Darjeeling,1984,,,#DE0000,824564,Ananda Prasad Pathak,544977,1,M,West Bengal,228679
CPM,Diamond Harbour,1984,,,#DE0000,795313,Amal Datta,586029,1,M,West Bengal,281271
INC,Dum Dum,1984,,,#019733,1005879,Asutosh Law,761265,1,M,West Bengal,381984
CPM,Durgapur,1984,,,#DE0000,828869,Purna Chandra Malik,630608,1,M,West Bengal,334688
INC,Hooghly,1984,,,#019733,774719,Indumati Bhattacharyya,634706,1,F,West Bengal,320436
INC,Howrah,1984,,,#019733,899038,Priya Ranjan Das Munshi,677347,1,M,West Bengal,381216
INC,Jadavpur,1984,,,#019733,871732,Mamata Banerjee,651905,1,F,West Bengal,331618
CPM,Jalpaiguri,1984,,,#DE0000,747874,Manik Sanyal,565704,1,M,West Bengal,285619
CPM,Jangipur,1984,,,#DE0000,774538,Abedin Zainal,586736,1,M,West Bengal,283977
CPM,Jhargram,1984,,,#DE0000,746406,Motilal Hansda,575366,1,M,West Bengal,290454
RSP,Joynagar,1984,,,#999,762924,Sant Kumar Mandal,598555,1,M,West Bengal,264406
CPM,Katwa,1984,,,#DE0000,800536,Saifuddin Chowdhury,649052,1,M,West Bengal,346251
CPM,Krishnanagar,1984,,,#DE0000,730764,Renu Pada Das,598263,1,M,West Bengal,294657
INC,Malda,1984,,,#019733,716971,Abu Barkat Ataul Ghani Khan Choudhury,587355,1,M,West Bengal,304963
