party,constituency,year,age,category,color,electors,name,polled_votes,rank,sex,state,votes
INC,Mathurapur,1984,,,#019733,734234,Manoranjan Halder,590776,1,M,West Bengal,282343
CPI,Midnapore,1984,,,#DE0000,761479,Narayan Choubey,599292,1,M,West Bengal,318511
CPM,Murshidabad,1984,,,#DE0000,806154,Syed Musudal Hossain,672829,1,M,West Bengal,316571
CPM,Nabadwip,1984,,,#DE0000,856500,Bibha Ghosh (Goswami),682823,1,F,West Bengal,341188
CPI,Panskura,1984,,,#DE0000,709027,Geeta Mukherjee,599884,1,F,West Bengal,321694
FBL,Purulia,1984,,,#999,754447,Chittaranjan Mahata,544769,1,M,West Bengal,261460
INC,Raiganj,1984,,,#019733,767348,Golam Yazdani,562100,1,M,West Bengal,271983
INC,Serampore,1984,,,#019733,875228,Bimal Kanti Ghosh,656564,1,M,West Bengal,338152
CPM,Tamluk,1984,,,#DE0000,766616,Mishra Satyagopal,628754,1,M,West Bengal,313955
CPM,Uluberia,1984,,,#DE0000,774360,Hannan Mollah,618097,1,M,West Bengal,312041
CPM,Vishnupur,1984,,,#DE0000,761725,Ajit Kumar Saha,599875,1,M,West Bengal,328580
INC,Autonomous Dists,1985,,,#019733,330649,Biren Singh Engti,207149,1,M,Assam,79183
IND,Barpeta,1985,,,#95b3d7,731285,Ataur Rahman,636586,1,M,Assam,282533
IND,Dhubri,1985,,,#95b3d7,740858,Abdul Hamid,617349,1,M,Assam,159945
INC,Dibrugarh,1985,,,#019733,919207,Haren Bhumji,452402,1,M,Assam,229263
IND,Gauhati,1985,,,#95b3d7,874981,Dinesh Goswami,702508,1,M,Assam,428013
IND,Jorhat,1985,,,#95b3d7,726711,Parag Chaliha,505149,1,M,Assam,288540
IND,Kaliabor,1985,,,#95b3d7,793121,Bhadreswar Tanti,579280,1,M,Assam,240647
ICS,Karimganj,1985,,,#999,677521,Sudarsan Das,489669,1,M,Assam,230823
PTC,Kokrajhar,1985,,,#999,733958,Samar Brahma Choudhury,614363,1,M,Assam,184508
IND,Lakhimpur,1985,,,#95b3d7,727183,Gakul Saikia,501246,1,M,Assam,251730
IND,Mangaldoi,1985,,,#95b3d7,787076,Saifuddin Akmed,615571,1,M,Assam,282014
IND,Nowgong,1985,,,#95b3d7,757667,Muhiram Saikia,593134,1,M,Assam,229377
INC,Silchar,1985,,,#019733,625148,Santosh Mohan Dev,449662,1,M,Assam,219790
INC,Tezpur,1985,,,#019733,672296,Bipin Pal Das,504167,1,M,Assam,159440
INC,Amritsar,1985,,,#019733,857357,Raghunandan Lal Bhatia,508868,1,M,Punjab,249303
SAD,Bhatinda,1985,,,#999,842005,Teja Singh Dardi,565588,1,M,Punjab,260222
SAD,Faridkot,1985,,,#999,848893,Shaminder Singh,524959,1,M,Punjab,268221
INC,Ferozepur,1985,,,#019733,844964,Gurdial Singh Dhillon,552541,1,M,Punjab,209835
INC,Gurdaspur,1985,,,#019733,754117,Sukhbuns Kaur,491854,1,F,Punjab,186765
INC,Hoshiarpur,1985,,,#019733,780463,Kamal Chudhary,496308,1,M,Punjab,237753
INC,Jalandhar,1985,,,#019733,757112,Rajinder Singh Sparrow,489049,1,M,Punjab,248276
SAD,Ludhiana,1985,,,#999,916363,Mewa Singh,566776,1,M,Punjab,273352
SAD,Patiala,1985,,,#999,824586,Charanjit Singh,564779,1,M,Punjab,254302
INC,Phillaur,1985,,,#019733,840382,Sunder Singh,549570,1,M,Punjab,213377
SAD,Ropar,1985,,,#999,866200,Charanjit Singh,623371,1,M,Punjab,336503
SAD,Sangrur,1985,,,#999,793493,Balwant Singh Ramuwalia,540764,1,M,Punjab,288208
SAD,Tarn Taran,1985,,,#999,811129,Tarlochan Singh Tur,458463,1,M,Punjab,253567
INC,Andaman & Nicobar Islands,1989,,,#019733,160940,Manoranjan Bhakta,113065,1,M,Andaman & Nicobar Islands,53383
INC,Adilabad,1989,,,#019733,888183,P.Narasa Reddy,552264,1,M,Andhra Pradesh,290072
INC,Amalapuram,1989,,,#019733,835700,Kusuma Krishna Murty,632287,1,M,Andhra Pradesh,339419
INC,Anakapalli,1989,,,#019733,893262,Konathala Ramakrishna,633597,1,M,Andhra Pradesh,299109
INC,Anantapur,1989,,,#019733,1013902,Anantha Venkata Reddy,649375,1,M,Andhra Pradesh,349685
INC,Bapatla,1989,,,#019733,999676,Salagala Benjamin,697980,1,M,Andhra Pradesh,364008
INC,Bhadrachalam,1989,,,#019733,941288,Kariyeddula Kamala Kumari,557113,1,F,Andhra Pradesh,270648
TDP,Bobbili,1989,,,#4bacc6,860717,Komburi Ram Mohan Rao,611674,1,M,Andhra Pradesh,325809
INC,Chittoor,1989,,,#019733,1002523,Gnanendra Reddy,712718,1,M,Andhra Pradesh,390786
INC,Cuddapah,1989,,,#019733,1135322,Y.S.Rajasekhar Reddy,798740,1,M,Andhra Pradesh,480524
INC,Eluru,1989,,,#019733,981369,Krishana,755515,1,M,Andhra Pradesh,410708
INC,Guntur,1989,,,#019733,1114045,N.G.Ranga,749809,1,M,Andhra Pradesh,404558
INC,Hanamkonda,1989,,,#019733,959004,Kamaluddin Ahmed,612076,1,M,Andhra Pradesh,310079
INC,Hindupur,1989,,,#019733,984977,S.Gangadhara,652856,1,M,Andhra Pradesh,327512
MIM,Hyderabad,1989,,,#999,1278250,Sultan Salahuddin Owaisi,879187,1,M,Andhra Pradesh,403625
INC,Kakinada,1989,,,#019733,979213,Mallipudi Mangapathi Pallamraju,704654,1,M,Andhra Pradesh,383681
INC,Karimnagar,1989,,,#019733,1075755,Chokka Rao Juvvadi,632285,1,M,Andhra Pradesh,284200
INC,Khammam,1989,,,#019733,1038053,Jalagam Vengal Rao,781933,1,M,Andhra Pradesh,388461
INC,Kurnool,1989,,,#019733,968645,Kotla Vijay Bhaskara Reddy,628754,1,M,Andhra Pradesh,363955
INC,Machilipatnam,1989,,,#019733,908538,Sambasivarao Kavuri,680994,1,M,Andhra Pradesh,354533
INC,Mahabubnagar,1989,,,#019733,1038379,Mallikarjun,645770,1,M,Andhra Pradesh,335762
INC,Medak,1989,,,#019733,1057204,Bagareddy M.,704875,1,M,Andhra Pradesh,383586
INC,Miryalguda,1989,,,#019733,1091124,B.N.Reddy,787440,1,M,Andhra Pradesh,396615
INC,Nagarkurnool,1989,,,#019733,1000322,Anatha Ramulu Mullu,672951,1,M,Andhra Pradesh,363026
INC,Nalgonda,1989,,,#019733,1144127,Chalilam Srinivasa Rao,745471,1,M,Andhra Pradesh,357733
INC,Nandyal,1989,,,#019733,1001172,Bojja Venkata Reddy,690103,1,M,Andhra Pradesh,370097
TDP,Narasapur,1989,,,#4bacc6,931902,Bhupatiraju Vijaya Kumar Raju,664308,1,M,Andhra Pradesh,334215
INC,Narasaraopet,1989,,,#019733,1138866,Kasu Venkata Krishna Reddy,755362,1,M,Andhra Pradesh,402289
INC,Nellore,1989,,,#019733,1064416,Putchalapalli Penchalaiah,714775,1,M,Andhra Pradesh,377602
INC,Nizamabad,1989,,,#019733,963180,Taduri Bala Goud,648088,1,M,Andhra Pradesh,294340
INC,Ongole,1989,,,#019733,1107153,Rajamohana Reddy Mekapati,706811,1,M,Andhra Pradesh,396282
INC,Parvathipuram,1989,,,#019733,809362,Vijayaramaraju Satrucharla,551416,1,M,Andhra Pradesh,284228
INC,Peddapalli,1989,,,#019733,1096253,G.Venkat Swamy,640604,1,M,Andhra Pradesh,320628
INC,Rajahmundry,1989,,,#019733,972851,Jamuna,720327,1,F,Andhra Pradesh,386314
INC,Rajampet,1989,,,#019733,945601,Annaiahgari Sai Prathap,656285,1,M,Andhra Pradesh,340796
INC,Secunderabad,1989,,,#019733,1154622,T.Manemma,646751,1,F,Andhra Pradesh,348491
INC,Siddipet,1989,,,#019733,1144328,Yellaiah Nandi,720957,1,M,Andhra Pradesh,378172
INC,Srikakulam,1989,,,#019733,861650,Viswanatham Kanithi,604275,1,M,Andhra Pradesh,288263
INC,Tenali,1989,,,#019733,890858,Basavapannayya Singam,632195,1,M,Andhra Pradesh,345150
INC,Tirupati,1989,,,#019733,1077859,Chinta Mohan,746951,1,M,Andhra Pradesh,406057
INC,Vijayawada,1989,,,#019733,1106132,Chennupati Vidya,804438,1,F,Andhra Pradesh,423867
INC,Visakhapatnam,1989,,,#019733,1073318,Uma Gajapathi Raju Poosapati,700337,1,F,Andhra Pradesh,352326
INC,Warangal,1989,,,#019733,946078,Surender Reddy Ramasahayam,680618,1,M,Andhra Pradesh,311810
INC,Arunachal East,1989,,,#019733,193555,Laeta Umbrey,123014,1,M,Arunachal Pradesh,73294
INC,Arunachal West,1989,,,#019733,282496,Prem Khandu Thungon,150116,1,M,Arunachal Pradesh,63247
JD,Araria,1989,,,#8064a2,917760,Sukdeo Paswan,557301,1,M,Bihar,245693
IPF,Arrah,1989,,,#999,1060759,Rameshwar Prasad,545791,1,M,Bihar,178211
JD,Aurangabad,1989,,,#8064a2,975199,Ram Naresh Singh,565274,1,M,Bihar,269493
JD,Bagaha,1989,,,#8064a2,871641,Mahendra Baitha,390367,1,M,Bihar,232362
CPI,Balia,1989,,,#DE0000,906074,Suryanarayan Singh,511934,1,M,Bihar,324353
JD,Banka,1989,,,#8064a2,955374,Pratap Singh,528470,1,M,Bihar,369771
JD,Barh,1989,,,#8064a2,1031955,Nitish Kumar,696236,1,M,Bihar,368972
JD,Begusarai,1989,,,#8064a2,986317,Lalit Vijay Singh,603707,1,M,Bihar,333570
JD,Bettiah,1989,,,#8064a2,911262,Dharmesh Prassad Verma,510547,1,M,Bihar,209009
JD,Bhagalpur,1989,,,#8064a2,1046877,Chun Chun Prasad Yadav,671816,1,M,Bihar,547723
JD,Bikramganj,1989,,,#8064a2,983892,Ram Parsad Singh,538328,1,M,Bihar,219941
CPI,Buxar,1989,,,#DE0000,988344,Tej Narain Singh,546668,1,M,Bihar,212596
JD,Chapra,1989,,,#8064a2,1010173,Laloo Prassad,652929,1,M,Bihar,333897
JD,Chatra,1989,,,#8064a2,885097,Upender Nath Verma,453260,1,M,Bihar,224839
JD,Darbhanga,1989,,,#8064a2,921749,Shakeeul Rahman,648822,1,M,Bihar,356894
M-COR,Dhanbad,1989,,,#999,1156446,A.K.Roy,637021,1,M,Bihar,247013
JMM,Dumka,1989,,,#999,869933,Shibu Sohan,405964,1,M,Bihar,247502
JD,Gaya,1989,,,#8064a2,965265,Inswar Chaudhary,665491,1,M,Bihar,390200
BJP,Giridih,1989,,,#FB7B0D,938564,Ram Das Singh,485166,1,M,Bihar,164573
BJP,Godda,1989,,,#FB7B0D,960243,Janardhan Yadav,568055,1,M,Bihar,308134
JD,Gopalganj,1989,,,#8064a2,944046,Rajmangal Mishra,681677,1,M,Bihar,429563
JD,Hajipur,1989,,,#8064a2,977499,Ram Vilas Paswan,731592,1,M,Bihar,615129
BJP,Hazaribagh,1989,,,#FB7B0D,1010692,Yadunath Pandey,529895,1,M,Bihar,233060
CPI,Jahanabad,1989,,,#DE0000,1058677,Ramashray Prasad Singh,689907,1,M,Bihar,286800
JMM,Jamshedpur,1989,,,#999,953395,Shailendra Mahto,516270,1,M,Bihar,140006
JD,Jhanjharpur,1989,,,#8064a2,958736,Devandra Prassad Yadav,532066,1,M,Bihar,339454
JD,Katihar,1989,,,#8064a2,855079,Yuvarj,619228,1,M,Bihar,338782
JD,Khagaria,1989,,,#8064a2,946945,Ram Sharan Yadav,581926,1,M,Bihar,300774
BJP,Khunti,1989,,,#FB7B0D,755724,Karia Munda,333260,1,M,Bihar,110580
INC,Kishanganj,1989,,,#019733,956458,M.J.Akbar,548826,1,M,Bihar,178556
BJP,Kodarma,1989,,,#FB7B0D,964011,Ritlal Prasad Verma,536188,1,M,Bihar,243805
INC,Lohardaga,1989,,,#019733,825417,Sumati Oraon,369193,1,F,Bihar,148320
JD,Madhepura,1989,,,#8064a2,976967,Ramesh Kumar Yadav Ravi,664005,1,M,Bihar,451856
CPI,Madhubani,1989,,,#DE0000,981067,Bhogendra Jha,550019,1,M,Bihar,275858
JD,Maharajganj,1989,,,#8064a2,1024013,Chanrasbekhar,586049,1,M,Bihar,382488
JD,Monghyr,1989,,,#8064a2,1015385,Dhanraj Singh,694723,1,M,Bihar,279533
BJP,Motihari,1989,,,#FB7B0D,936758,Radha Mohan Singh,543412,1,M,Bihar,253292
JD,Muzaffarpur,1989,,,#8064a2,981763,George Farnandes,715437,1,M,Bihar,492615
INC,Nalanda,1989,,,#019733,1085349,Ram Saroop Prasad,698122,1,M,Bihar,256349
CPM,Nawada,1989,,,#DE0000,1152371,Prem Pardeep,649326,1,M,Bihar,310370
JD,Palamu,1989,,,#8064a2,911225,Jaorwar Ram,382294,1,M,Bihar,142573
BJP,Patna,1989,,,#FB7B0D,1173277,Shailendra Nath Srivastava,621326,1,M,Bihar,187666
JD,Purnea,1989,,,#8064a2,923058,Taslimudin,561585,1,M,Bihar,177159
JMM,Rajmahal,1989,,,#999,829017,Simon Marandi,456601,1,M,Bihar,265332
JD,Ranchi,1989,,,#8064a2,925104,Subodh Kant Sahay,466266,1,M,Bihar,163919
JD,Rosera,1989,,,#8064a2,964871,Dashai Chaudhary,619742,1,M,Bihar,394291
JD,Saharsa,1989,,,#8064a2,1058549,Surya Nr. Yadav,760273,1,M,Bihar,502662
JD,Samastipur,1989,,,#8064a2,1075195,Manjai Lal,694963,1,M,Bihar,451477
JD,Sasaram,1989,,,#8064a2,965857,Chhedi Paswan,531432,1,M,Bihar,306615
JD,Sheohar,1989,,,#8064a2,962568,Hari Kishor Singh,625670,1,M,Bihar,463687
INC,Singhbhum,1989,,,#019733,760236,Bagua Samburi,276427,1,M,Bihar,84591
JD,Sitamarhi,1989,,,#8064a2,1011260,Hukumdeo Narayan Yadav,647197,1,M,Bihar,335796
BJP,Siwan,1989,,,#FB7B0D,965656,Janardan Tiwari,552892,1,M,Bihar,334637
JD,Vaishali,1989,,,#8064a2,964120,Usha Singh,702557,1,F,Bihar,441514
JD,Chandigarh,1989,,,#8064a2,334522,Harmohan Dhawan,216903,1,M,Chandigarh,91212
IND,Dadra & Nagar Haveli,1989,,,#95b3d7,74320,Delkar Mohanbhai Sanjibhai,51998,1,M,Dadra & Nagar Haveli,22184
IND,Daman & Diu,1989,,,#95b3d7,56719,Tandel Devji Jogibhai,36538,1,M,Daman & Diu,15647
INC,Marmagoa,1989,,,#019733,400321,Faleiro Edurado Marthinho,178641,1,M,Goa,97545
MAG,Panaji,1989,,,#999,333994,Gopal Mayokar,239044,1,M,Goa,116392
BJP,Ahmedabad,1989,,,#FB7B0D,996893,Harin Pathak,570267,1,M,Gujarat,334098
JD,Amreli,1989,,,#8064a2,808611,Manubhai Kotadiya,459923,1,M,Gujarat,281279
BJP,Anand,1989,,,#FB7B0D,896601,Patel Nathubhai Manibhai,573208,1,M,Gujarat,313548
JD,Banaskantha,1989,,,#8064a2,895911,Shah Jayantilal Virchandbhai,560227,1,M,Gujarat,392636
JD,Baroda,1989,,,#8064a2,1109306,Koko Alias Prakash Kanubhai Brahmbhatt,684705,1,M,Gujarat,346397
INC,Bhavnagar,1989,,,#019733,900926,Jamod Shashikant Mavjibhai,348896,1,M,Gujarat,143294
BJP,Broach,1989,,,#FB7B0D,914569,Deshmukh Chandubhai Shambhai,624336,1,M,Gujarat,360381
JD,Bulsar,1989,,,#8064a2,958712,Ajunbhai Lallubhai Patel,438120,1,M,Gujarat,223146
JD,Chhota Udaipur,1989,,,#8064a2,847132,Rahawa Naranbhai Jamalbhai,448929,1,M,Gujarat,228521
BJP,Dhandhuka,1989,,,#FB7B0D,890279,Ratilal Kalidas Verma,449784,1,M,Gujarat,288301
INC,Dohad,1989,,,#019733,841474,Somaibahi Damor,322487,1,M,Gujarat,168774
BJP,Gandhinagar,1989,,,#FB7B0D,1318428,Veghela Shankarji Laxmanji,748118,1,M,Gujarat,495383
JD,Godhra,1989,,,#8064a2,831918,Patel Shantila Purushottamdas,410560,1,M,Gujarat,229391
BJP,Jamnagar,1989,,,#FB7B0D,819518,Koradiya Chandresh Kumar Valjibhai (Chandresh Patel),354570,1,M,Gujarat,182356
JD,Junagadh,1989,,,#8064a2,915517,Shekhada Govindhhal Kanjibhai,446995,1,M,Gujarat,270966
JD,Kaira,1989,,,#8064a2,922544,Chauhan Prabhatsinh Hathisinh,557223,1,M,Gujarat,331605
BJP,Kapadvanj,1989,,,#FB7B0D,946333,Gabhaji Mangaji Thakor,509302,1,M,Gujarat,321995
BJP,Kutch,1989,,,#FB7B0D,707040,Babu Bhai Meghji Shah,395678,1,M,Gujarat,228394
INC,Mandvi,1989,,,#019733,893665,Ghamit Chhitubhai Devibhai,417617,1,M,Gujarat,225458
BJP,Mehsana,1989,,,#FB7B0D,997389,A.K.Patel,655345,1,M,Gujarat,387797
JD,Patan,1989,,,#8064a2,928054,Chawada Khem Chandbhai Somabhai,496093,1,M,Gujarat,346562
JD,Porbandar,1989,,,#8064a2,844067,Manvar Balvantbhai Bachubhai,355472,1,M,Gujarat,198058
BJP,Rajkot,1989,,,#FB7B0D,1092514,Vekaria Shivlal Nagibhai,513701,1,M,Gujarat,345185
JD,Sabarkantha,1989,,,#8064a2,935924,Maganbhai Manibhai Patel,506785,1,M,Gujarat,286947
BJP,Surat,1989,,,#FB7B0D,1288729,Kashiram Rana,682816,1,M,Gujarat,428465
BJP,Surendranagar,1989,,,#FB7B0D,832118,Koli Patel Somabhai Gandabhi,411842,1,M,Gujarat,257344
INC,Ambala,1989,,,#019733,899299,Ram Parkash,571129,1,M,Haryana,264074
INC,Bhiwani,1989,,,#019733,944629,Bansi Lal,594800,1,M,Haryana,357625
INC,Faridabad,1989,,,#019733,1131257,Bhajan Lal,699932,1,M,Haryana,404646
JD,Hissar,1989,,,#8064a2,912985,Jai Parkash,573845,1,M,Haryana,291073
INC,Karnal,1989,,,#019733,946620,Chiranjit Lal,595298,1,M,Haryana,274465
JD,Kurukshetra,1989,,,#8064a2,915880,Gurdial Singh Saini,606657,1,M,Haryana,301640
JD,Mahendragarh,1989,,,#8064a2,1057536,Birender Singh,637203,1,M,Haryana,304805
JD,Rohtak,1989,,,#8064a2,908794,Devi Lal,607763,1,M,Haryana,390243
JD,Sirsa,1989,,,#8064a2,976500,Het Ram,612023,1,M,Haryana,304768
JD,Sonepat,1989,,,#8064a2,943188,Kapil Dev,605122,1,M,Haryana,308291
BJP,Hamirpur,1989,,,#FB7B0D,770754,Thakur Prem Kumar Dhumal,488754,1,M,Himachal Pradesh,237429
BJP,Kangra,1989,,,#FB7B0D,737973,Shanta Kumar,507577,1,M,Himachal Pradesh,235147
BJP,Mandi,1989,,,#FB7B0D,756145,Maheshwar Singh,464947,1,M,Himachal Pradesh,234164
INC,Simla,1989,,,#019733,718487,Krishan Dutt Sultan Puri,420744,1,M,Himachal Pradesh,201912
JKN,Anantnag,1989,,,#999,736495,P.L.Handoo,36907,1,M,Jammu & Kashmir,36055
JKN,Baramulla,1989,,,#999,698284,Saif Ud Din Soze,37466,1,M,Jammu & Kashmir,35139
INC,Jammu,1989,,,#019733,1026600,Janak Rai Gupta,573223,1,M,Jammu & Kashmir,239701
IND,Ladakh,1989,,,#95b3d7,101738,Mohd. Hassan,85763,1,M,Jammu & Kashmir,45151
JKN,Srinagar,1989,,,#999,782715,Mohammad Shafi Bhat,0,1,M,Jammu & Kashmir,0
INC,Udhampur,1989,,,#019733,809465,Dharam Paul,312762,1,M,Jammu & Kashmir,127161
INC,Bagalkot,1989,,,#019733,956206,Patil Subhash Tammannappa,633198,1,M,Karnataka,306990
INC,Bangalore North,1989,,,#019733,1328013,C.K.Jaffer Sharieff,753034,1,M,Karnataka,390460
INC,Bangalore South,1989,,,#019733,1312751,R.Gundu Rao,721241,1,M,Karnataka,413574
INC,Belgaum,1989,,,#019733,1024662,Sidnal Shanmukappa Bassappa,647192,1,M,Karnataka,210329
INC,Bellary,1989,,,#019733,1031006,Basavarajesweri,647775,1,F,Karnataka,336337
INC,Bidar,1989,,,#019733,993316,Narsingrao Surya Vanshi,550865,1,M,Karnataka,177828
INC,Bijapur,1989,,,#019733,949422,Gudadinni Basagondappa Kadappa,574302,1,M,Karnataka,306050
INC,Chamarajanagar,1989,,,#019733,942181,V.Srinivasa Prasad,665298,1,M,Karnataka,366922
INC,Chikballapur,1989,,,#019733,979204,V.Krishna Rao,697076,1,M,Karnataka,367638
INC,Chikkodi,1989,,,#019733,927517,B.Shankaranand,596195,1,M,Karnataka,274975
INC,Chikmagalur,1989,,,#019733,940328,D.M.Putte Gowda,637630,1,M,Karnataka,303195
INC,Chitradurga,1989,,,#019733,1026027,C.P.Mudalagiriyappa,662309,1,M,Karnataka,339303
INC,Davangere,1989,,,#019733,1079519,Channaiah Odeyar,707290,1,M,Karnataka,369969
INC,Dharwad North,1989,,,#019733,952624,D.K.Naikar,606378,1,M,Karnataka,276545
INC,Dharwad South,1989,,,#019733,938007,Mujahid B.M.,663129,1,M,Karnataka,339235
INC,Gulbarga,1989,,,#019733,1035569,B.G.Jawali,598903,1,M,Karnataka,283796
INC,Hassan,1989,,,#019733,1049009,H.C.Srikantaiah,744734,1,M,Karnataka,403286
INC,Kanakapura,1989,,,#019733,1355284,M.V.Chandrashekhara Murthy,891182,1,M,Karnataka,472265
INC,Kanara,1989,,,#019733,970866,Devaray Naik G,632713,1,M,Karnataka,240571
INC,Kolar,1989,,,#019733,948842,Y.Ramakrishna,675027,1,M,Karnataka,350009
JD,Koppal,1989,,,#8064a2,1050963,Basavaraj Patil,643610,1,M,Karnataka,317341
INC,Mandya,1989,,,#019733,962396,G.Made Gowda,706188,1,M,Karnataka,337024
INC,Mangalore,1989,,,#019733,923749,Janardhana Poojary,624966,1,M,Karnataka,275672
INC,Mysore,1989,,,#019733,1052491,Srikantadatta Narasimbharaj Wadeyar,691602,1,M,Karnataka,384888
INC,Raichur,1989,,,#019733,989671,R.Ambanna Naik Dore,496725,1,M,Karnataka,228065
INC,Shimoga,1989,,,#019733,1024762,T.V.Chandrashekarappa,694249,1,M,Karnataka,269074
INC,Tumkur,1989,,,#019733,963069,G.S.Basavaraj,674040,1,M,Karnataka,376878
INC,Udupi,1989,,,#019733,903990,Oscar Pernandes,586162,1,M,Karnataka,313849
INC,Adoor,1989,,,#019733,880093,Kodikunnil Suresh,688614,1,M,Kerala,343672
INC,Alappuzha,1989,,,#019733,884874,Vakkom Purushotham,746839,1,M,Kerala,375763
ICS(SCS),Badagara,1989,,,#999,984309,K. P. Unnikrishnan,792162,1,M,Kerala,370434
INC,Calicut,1989,,,#019733,958405,K. Muraleedharan,784327,1,M,Kerala,377858
INC,Chirayinkil,1989,,,#019733,984118,Thalekunnil Basheer,724825,1,M,Kerala,349068
INC,Ernakulam,1989,,,#019733,961739,K. V. Thomas,772264,1,M,Kerala,385176
INC,Idukki,1989,,,#019733,972940,Palai K. M. Mathew,743191,1,M,Kerala,398516
INC,Kannur,1989,,,#019733,939750,Mullappally Ramachandran,777420,1,M,Kerala,391042
CPM,Kasaragod,1989,,,#DE0000,1010280,M. Rammana Rai,797296,1,M,Kerala,358723
INC,Kollam,1989,,,#019733,951856,S. Krishnakumar,770898,1,M,Kerala,386855
INC,Kottayam,1989,,,#019733,890166,Ramesh Chennithala,749386,1,M,Kerala,384809
MUL,Manjeri,1989,,,#999,1017274,Ebrahim Sulaiman Sait,806458,1,M,Kerala,401975
INC,Mavelikara,1989,,,#019733,840010,P. J. Kurien,654698,1,M,Kerala,334864
INC,Mukundapuram,1989,,,#019733,921201,Savithri Lakshmanan,754460,1,F,Kerala,367931
KCM,Muvattupuzha,1989,,,#999,895057,P. C. Thomas,729594,1,M,Kerala,352191
INC,Ottapalam,1989,,,#019733,946025,K. R. Narayanan,716077,1,M,Kerala,350683
CPM,Palakkad,1989,,,#DE0000,957847,A. Vijayaraghavan,734778,1,M,Kerala,348401
MUL,Ponnani,1989,,,#999,991943,G. M. Banat Walia,704624,1,M,Kerala,378347
INC,Thiruvananthapuram,1989,,,#019733,1024210,A. Charles,750368,1,M,Kerala,367825
INC,Thrissur,1989,,,#019733,912039,P. A. Antony,714262,1,M,Kerala,338271
INC,Lakshadweep,1989,,,#019733,30069,P. M. Sayeed,25490,1,M,Lakshadweep,13323
IND,Balaghat,1989,,,#95b3d7,791000,Kankar Munjare,519277,1,M,Madhya Pradesh,177870
INC,Bastar,1989,,,#019733,751296,Mankuram Sodi,241520,1,M,Madhya Pradesh,101131
BJP,Betul,1989,,,#FB7B0D,812246,Arif Beg,393971,1,M,Madhya Pradesh,194266
BJP,Bhind,1989,,,#FB7B0D,998307,Narsingh Rao Dixit,460821,1,M,Madhya Pradesh,136765
BJP,Bhopal,1989,,,#FB7B0D,1120927,Sushil Chandra Verma,605604,1,M,Madhya Pradesh,281169
BJP,Bilaspur,1989,,,#FB7B0D,870746,Resham Lal Jangade,473969,1,M,Madhya Pradesh,222874
INC,Chhindwara,1989,,,#019733,828757,Kamal Nath,422404,1,M,Madhya Pradesh,211799
BJP,Damoh,1989,,,#FB7B0D,1003959,Lokendra Sngh,546985,1,M,Madhya Pradesh,307872
INC,Dhar,1989,,,#019733,889675,Suraj Bhanu Shiv Bhanu Solanki,502731,1,M,Madhya Pradesh,235912
JD,Durg,1989,,,#8064a2,1042098,Purushottam Kaushik,619355,1,M,Madhya Pradesh,335131
BJP,Guna,1989,,,#FB7B0D,1006096,Vijaya Raje Scindia,554231,1,F,Madhya Pradesh,332641
INC,Gwalior,1989,,,#019733,953238,Madhava Rao Scindiya Jeewaji Rao,483368,1,M,Madhya Pradesh,279799
BJP,Hoshangabad,1989,,,#FB7B0D,916182,Sartaj Singh,525473,1,M,Madhya Pradesh,278402
BJP,Indore,1989,,,#FB7B0D,1083491,Sumitra Mahajan,639071,1,F,Madhya Pradesh,319123
BJP,Jabalpur,1989,,,#FB7B0D,918415,Baburao Pranjpe,492247,1,M,Madhya Pradesh,273163
BJP,Janjgir,1989,,,#FB7B0D,965293,Dalip Singh Judeo,559241,1,M,Madhya Pradesh,267408
INC,Jhabua,1989,,,#019733,876800,Dileepsingh Bhuria,416832,1,M,Madhya Pradesh,237473
INC,Kanker,1989,,,#019733,850767,Arvind Netam,428063,1,M,Madhya Pradesh,189631
BJP,Khajuraho,1989,,,#FB7B0D,1061784,Umabharti,606489,1,F,Madhya Pradesh,369699
BJP,Khandwa,1989,,,#FB7B0D,868671,Amritlal (Mannibhai),517463,1,M,Madhya Pradesh,225915
BJP,Khargone,1989,,,#FB7B0D,863948,Rameshwar Pathidar,498886,1,M,Madhya Pradesh,251069
JD,Mahasamund,1989,,,#8064a2,892973,Vidyacharan Shukla,531524,1,M,Madhya Pradesh,243126
INC,Mandla,1989,,,#019733,811764,Mohan Lal,360459,1,M,Madhya Pradesh,199943
BJP,Mandsaur,1989,,,#FB7B0D,993680,Laxminarayan Pandey,641905,1,M,Madhya Pradesh,347504
BJP,Morena,1989,,,#FB7B0D,993784,Chhaviram,415608,1,M,Madhya Pradesh,209381
BJP,Raigarh,1989,,,#FB7B0D,810049,Nand Kumar Sai,439428,1,M,Madhya Pradesh,218587
BJP,Raipur,1989,,,#FB7B0D,888021,Ramesh Bais,503926,1,M,Madhya Pradesh,271599
BJP,Rajgarh,1989,,,#FB7B0D,900674,Pyarela Khandelwar,539760,1,M,Madhya Pradesh,289258
BJP,Rajnandgaon,1989,,,#FB7B0D,829486,Dharam Pal Gupta,483955,1,M,Madhya Pradesh,249389
JD,Rewa,1989,,,#8064a2,1058365,Yamuna Prasad Shastri,523449,1,M,Madhya Pradesh,215420
BJP,Sagar,1989,,,#FB7B0D,897740,Shankar Lal,468702,1,M,Madhya Pradesh,262760
INC,Sarangarh,1989,,,#019733,902624,Parasram Bhardwaj,499834,1,M,Madhya Pradesh,223385
