pc,votes,year,state,party,name,sex,age,category,electors,rank,color,polled_votes
KALYAN,190143,2014,Maharashtra,Nationalist Congress Party,ANAND PRAKASH PARANJPE,,,,,2,#999,824196
KALYAN,122349,2014,Maharashtra,Maharashtra Navnirman sena,PRAMOD (RAJU) RATAN PATIL,,,,,3,#999,824196
KALYAN,20347,2014,Maharashtra,Aam Aadmi Party,NARESH ARVIND THAKUR,,,,,4,#999,824196
KALYAN,19643,2014,Maharashtra,Bahujan Samaj Party,KIRATKAR DAYANAND TULSHIRAM,,,,,5,#77968E,824196
KALYAN,9185,2014,Maharashtra,None of the Above,None of the Above,,,,,6,#999,824196
KALYAN,3531,2014,Maharashtra,Bahujan Mukti Party,ANIL MORE,,,,,7,#999,824196
KALYAN,3047,2014,Maharashtra,Samajwadi Party,MOHAMMAD HAMEED SAYYED,,,,,8,#B15928,824196
KALYAN,2467,2014,Maharashtra,Independent,MOHAMMED AHMED MUKHTAR KHAN ALIAS AHMED NETA,,,,,9,#95b3d7,824196
KALYAN,2096,2014,Maharashtra,Independent,SHASHIKANT DADA RASAL,,,,,10,#95b3d7,824196
KALYAN,1869,2014,Maharashtra,Bharipa Bahujan Mahasangh,BHOSALE SHAMU RAMU,,,,,11,#999,824196
KALYAN,1600,2014,Maharashtra,Independent,TELGOTE PRAKASH SHAMRAO,,,,,12,#95b3d7,824196
KALYAN,1279,2014,Maharashtra,Independent,MOTE CHANDRAKANT RAMBHAJI,,,,,13,#95b3d7,824196
KALYAN,1243,2014,Maharashtra,Independent,ASMITA PUSHKAR PURANIK,,,,,14,#95b3d7,824196
KALYAN,1229,2014,Maharashtra,Republican Bahujan Sena,SULOCHANA DHARMENDRA SONKAMBLE,,,,,15,#999,824196
KALYAN,1222,2014,Maharashtra,Independent,DILIP PRABHAKAR ALONI (JOSHI),,,,,16,#95b3d7,824196
KALYAN,788,2014,Maharashtra,Independent,SHIVA KRISHNAMURTHY IYAR,,,,,17,#95b3d7,824196
KALYAN,726,2014,Maharashtra,Ambedkarite Party of India,SUDHAKAR NARAYAN SHINDE,,,,,18,#999,824196
KALYAN,540,2014,Maharashtra,Lok Bharati,BELAMKAR MILIND CHANDRAKANT,,,,,19,#999,824196
THANE,595364,2014,Maharashtra,Shivsena,VICHARE RAJAN BABURAO,,,,,1,#F05A00,1054189
THANE,314065,2014,Maharashtra,Nationalist Congress Party,SANJEEV GANESH NAIK,,,,,2,#999,1054189
THANE,48863,2014,Maharashtra,Maharashtra Navnirman sena,ABHIJIT RAMESH PANSE,,,,,3,#999,1054189
THANE,41535,2014,Maharashtra,Aam Aadmi Party,SANJEEV VISHNU SANE,,,,,4,#999,1054189
THANE,13174,2014,Maharashtra,None of the Above,None of the Above,,,,,5,#999,1054189
THANE,10982,2014,Maharashtra,Bahujan Samaj Party,KIRTAWADE VIDHYADHAR BHIMRAO,,,,,6,#77968E,1054189
THANE,4022,2014,Maharashtra,Bahujan Mukti Party,ASHOK SHANKAR JADHAV,,,,,7,#999,1054189
THANE,2479,2014,Maharashtra,Independent,SOHANLAL PUROHIT,,,,,8,#95b3d7,1054189
THANE,2412,2014,Maharashtra,Bharipa Bahujan Mahasangh,GOPINATH SAKHARAM MHASKE,,,,,9,#999,1054189
THANE,2175,2014,Maharashtra,Dharmarajya Paksha,NITIN SHANKAR DESHPANDE,,,,,10,#999,1054189
THANE,2141,2014,Maharashtra,Independent,NARENDRA PRABHASHANKAR PANDEY,,,,,11,#95b3d7,1054189
THANE,1891,2014,Maharashtra,Independent,ABHAY SUBRAO KULKARNI,,,,,12,#95b3d7,1054189
THANE,1865,2014,Maharashtra,Independent,SHAFIK AHAMAD SADAT KHAN,,,,,13,#95b3d7,1054189
THANE,1681,2014,Maharashtra,Republican Bahujan Sena,RAJU SHRAVAN CHAVAN,,,,,14,#999,1054189
THANE,1549,2014,Maharashtra,Independent,NAJAKATALI KABIR ANSARI,,,,,15,#95b3d7,1054189
THANE,1402,2014,Maharashtra,Rashtriya Aam Party,SALMAN AJIMULLAH HASMI,,,,,16,#999,1054189
THANE,1196,2014,Maharashtra,Peace Party,QAMRUZZAMAN KUTUBALI MINAI,,,,,17,#999,1054189
THANE,1066,2014,Maharashtra,Independent,TRILOKI GHURAHU YADAV,,,,,18,#95b3d7,1054189
THANE,918,2014,Maharashtra,Independent,SANJAY DILIP KUMAR DAS,,,,,19,#95b3d7,1054189
THANE,905,2014,Maharashtra,Ambedkarite Party of India,RAJENDRA GAJBHIYE,,,,,20,#999,1054189
THANE,891,2014,Maharashtra,Hindustan Janta Party,SHRINATH MITHANTHAYA,,,,,21,#999,1054189
THANE,705,2014,Maharashtra,Independent,VISHAL DINKAR SALVE,,,,,22,#95b3d7,1054189
THANE,650,2014,Maharashtra,Independent,VINOD DEEPCHAND GANGWAL,,,,,23,#95b3d7,1054189
THANE,641,2014,Maharashtra,Akhil Bharatiya Jan Sangh,JAIN SURENDRAKUMAR K.,,,,,24,#999,1054189
THANE,636,2014,Maharashtra,Maharashtra Parivartan Sena (T),RATHOD BABUSINGH VASRAM,,,,,25,#999,1054189
THANE,493,2014,Maharashtra,Independent,RAMCHANDRA BHAGOJI GAWADE,,,,,26,#95b3d7,1054189
THANE,488,2014,Maharashtra,Independent,BHANUDAS DHOTARE,,,,,27,#95b3d7,1054189
MUMBAI NORTH,664004,2014,Maharashtra,Bharatiya Janata Party,GOPAL CHINAYYA SHETTY,,,,,1,#FB7B0D,946562
MUMBAI NORTH,217422,2014,Maharashtra,Indian National Congress,SANJAY BRIJKISHORLAL NIRUPAM,,,,,2,#019733,946562
MUMBAI NORTH,32364,2014,Maharashtra,Aam Aadmi Party,SATISH PARASMAL JAIN,,,,,3,#999,946562
MUMBAI NORTH,8758,2014,Maharashtra,None of the Above,None of the Above,,,,,4,#999,946562
MUMBAI NORTH,5506,2014,Maharashtra,Samajwadi Party,YADAV KAMLESH SHOBHNATH,,,,,5,#B15928,946562
MUMBAI NORTH,5438,2014,Maharashtra,Bahujan Samaj Party,SINGH ASHOK CHANDRAPAL,,,,,6,#77968E,946562
MUMBAI NORTH,2078,2014,Maharashtra,Independent,KAPIL KANTILAL SONI,,,,,7,#95b3d7,946562
MUMBAI NORTH,1650,2014,Maharashtra,Ambedkarite Party of India,ARJUN BALU ARDE,,,,,8,#999,946562
MUMBAI NORTH,1612,2014,Maharashtra,Independent,PRASHANT NARSINH KHARATMAL,,,,,9,#95b3d7,946562
MUMBAI NORTH,1539,2014,Maharashtra,Bharipa Bahujan Mahasangh,GONDANE DIVAKAR LAXMAN,,,,,10,#999,946562
MUMBAI NORTH,796,2014,Maharashtra,Bahujan Mukti Party,NITIN RAVINDRA RAJVARDHAN,,,,,11,#999,946562
MUMBAI NORTH,768,2014,Maharashtra,Independent,SHAIKH FATEH MOHAMMAD,,,,,12,#95b3d7,946562
MUMBAI NORTH,699,2014,Maharashtra,Maharashtra Parivartan Sena (T),SAKHARAM PANDURANG DUNGHAV,,,,,13,#999,946562
MUMBAI NORTH,653,2014,Maharashtra,All India Forward Bloc,THORAT SUNIL UTTAMRAO,,,,,14,#999,946562
MUMBAI NORTH,626,2014,Maharashtra,Independent,HAJI AKHTAR PAPERWALA,,,,,15,#95b3d7,946562
MUMBAI NORTH,556,2014,Maharashtra,Independent,ARJUN CHAUDHARY,,,,,16,#95b3d7,946562
MUMBAI NORTH,462,2014,Maharashtra,Prabuddha Republican Party,MOHAMMAD AKHTAR MEHBOOB SHAIKH,,,,,17,#999,946562
MUMBAI NORTH,394,2014,Maharashtra,Sardar Vallabhbhai Patel Party,DINESH SHAH,,,,,18,#999,946562
MUMBAI NORTH,331,2014,Maharashtra,People's Party of India(secular),PRABHAKARAN G. TITUS,,,,,19,#999,946562
MUMBAI NORTH,327,2014,Maharashtra,Independent,SATYAVIJAY VITHOBA CHAVAN,,,,,20,#95b3d7,946562
MUMBAI NORTH,301,2014,Maharashtra,Independent,MILIND SHANKAR REPE,,,,,21,#95b3d7,946562
MUMBAI NORTH,278,2014,Maharashtra,Independent,SUBODH G. RANJAN,,,,,22,#95b3d7,946562
MUMBAI NORTH WEST,464820,2014,Maharashtra,Shivsena,GAJANAN CHANDRAKANT KIRTIKAR,,,,,1,#F05A00,895517
MUMBAI NORTH WEST,281792,2014,Maharashtra,Indian National Congress,KAMAT GURUDAS VASANT,,,,,2,#019733,895517
MUMBAI NORTH WEST,66088,2014,Maharashtra,Maharashtra Navnirman sena,MAHESH WAMAN MANJREKAR,,,,,3,#999,895517
MUMBAI NORTH WEST,51860,2014,Maharashtra,Aam Aadmi Party,MAYANK RAMESH GANDHI,,,,,4,#999,895517
MUMBAI NORTH WEST,11009,2014,Maharashtra,None of the Above,None of the Above,,,,,5,#999,895517
MUMBAI NORTH WEST,10275,2014,Maharashtra,Bahujan Samaj Party,BHOLE PUSHPA MILIND,,,,,6,#77968E,895517
MUMBAI NORTH WEST,2006,2014,Maharashtra,Rashtriya Aam Party,RAKHI SAWANT,,,,,7,#999,895517
MUMBAI NORTH WEST,1530,2014,Maharashtra,Independent,RINA  MAHENDRAKUMAR  ZAVERI,,,,,8,#95b3d7,895517
MUMBAI NORTH WEST,1366,2014,Maharashtra,Independent,SONKAMBLE  GAJANAN  TUKARAM,,,,,9,#95b3d7,895517
MUMBAI NORTH WEST,1082,2014,Maharashtra,Bahujan Mukti Party,MANGESH MADHUKAR HUMNE,,,,,10,#999,895517
MUMBAI NORTH WEST,1078,2014,Maharashtra,Independent,NITIN H.  KHARE,,,,,11,#95b3d7,895517
MUMBAI NORTH WEST,888,2014,Maharashtra,Hindustan Swaraj Congress Party,PRAVIN  CHANDRAKANT  KAURPURIYA,,,,,12,#999,895517
MUMBAI NORTH WEST,694,2014,Maharashtra,The Lok Party of India,MOHAN  GALVANKAR,,,,,13,#999,895517
MUMBAI NORTH WEST,515,2014,Maharashtra,Independent,PRATIK  PRABHAKAR  TORASKAR,,,,,14,#95b3d7,895517
MUMBAI NORTH WEST,514,2014,Maharashtra,Hindusthan Nirman Dal,VIJAYANAND  SHANKARRAO  SHINDE,,,,,15,#999,895517
MUMBAI NORTH EAST,525285,2014,Maharashtra,Bharatiya Janata Party,KIRIT  SOMAIYA,,,,,1,#FB7B0D,861761
MUMBAI NORTH EAST,208163,2014,Maharashtra,Nationalist Congress Party,SANJAY DINA PATIL,,,,,2,#999,861761
MUMBAI NORTH EAST,76451,2014,Maharashtra,Aam Aadmi Party,MEDHA PATKAR,,,,,3,#999,861761
MUMBAI NORTH EAST,17427,2014,Maharashtra,Bahujan Samaj Party,MATCHINDRA  HANUMANTRAO CHATE,,,,,4,#77968E,861761
MUMBAI NORTH EAST,8833,2014,Maharashtra,Bharipa Bahujan Mahasangh,PROF. AVINASH DOLAS,,,,,5,#999,861761
MUMBAI NORTH EAST,7114,2014,Maharashtra,None of the Above,None of the Above,,,,,6,#999,861761
MUMBAI NORTH EAST,2784,2014,Maharashtra,Independent,BANSODE DILIP BAPU,,,,,7,#95b3d7,861761
MUMBAI NORTH EAST,2752,2014,Maharashtra,Independent,SANJAY SAOJI DESHPANDE,,,,,8,#95b3d7,861761
MUMBAI NORTH EAST,2243,2014,Maharashtra,Independent,FIROZ AHMED SIDDIQUI,,,,,9,#95b3d7,861761
MUMBAI NORTH EAST,1838,2014,Maharashtra,Bahujan Mukti Party,TUKARAM BABURAO MANE,,,,,10,#999,861761
MUMBAI NORTH EAST,1359,2014,Maharashtra,Independent,DEEPAK DIGAMBAR SHINDE,,,,,11,#95b3d7,861761
MUMBAI NORTH EAST,1325,2014,Maharashtra,Maharashtra Parivartan Sena (T),PRAKASH SADASHIV PANCHARAS,,,,,12,#999,861761
MUMBAI NORTH EAST,1308,2014,Maharashtra,Prabuddha Republican Party,PRASHANT DNYANESHWAR GANGAWANE,,,,,13,#999,861761
MUMBAI NORTH EAST,1012,2014,Maharashtra,Republican Party of India,SAYED GULAMHUSAIN  AMIRHAMZA,,,,,14,#999,861761
MUMBAI NORTH EAST,902,2014,Maharashtra,Independent,KHAN SHAMIM BANU,,,,,15,#95b3d7,861761
MUMBAI NORTH EAST,881,2014,Maharashtra,Independent,TUPSOUNDARYA SUNITA MOHAN,,,,,16,#95b3d7,861761
MUMBAI NORTH EAST,626,2014,Maharashtra,Independent,SABIR MEHANDI HASAN,,,,,17,#95b3d7,861761
MUMBAI NORTH EAST,621,2014,Maharashtra,Indian Union Muslim League,HAYAT ABDULLAH SHAIKH,,,,,18,#999,861761
MUMBAI NORTH EAST,468,2014,Maharashtra,Independent,ADV. AMARSEN BABURAO BABAR,,,,,19,#95b3d7,861761
MUMBAI NORTH EAST,369,2014,Maharashtra,Independent,ANANDA   SAKHARAM  BHALERAO,,,,,20,#95b3d7,861761
MUMBAI NORTH CENTRAL,478535,2014,Maharashtra,Bharatiya Janata Party,POONAM MAHAJAN ALIAS POONAM VAJENDLA RAO,,,,,1,#FB7B0D,845292
MUMBAI NORTH CENTRAL,291764,2014,Maharashtra,Indian National Congress,DUTT PRIYA SUNIL,,,,,2,#019733,845292
MUMBAI NORTH CENTRAL,34824,2014,Maharashtra,Aam Aadmi Party,PHIROZE PALKHIVALA,,,,,3,#999,845292
MUMBAI NORTH CENTRAL,10128,2014,Maharashtra,Bahujan Samaj Party,SHINDE ANAND VYANKATRAO,,,,,4,#77968E,845292
MUMBAI NORTH CENTRAL,9873,2014,Maharashtra,Samajwadi Party,ABU FARHAN AZMI,,,,,5,#B15928,845292
MUMBAI NORTH CENTRAL,6937,2014,Maharashtra,None of the Above,None of the Above,,,,,6,#999,845292
MUMBAI NORTH CENTRAL,2099,2014,Maharashtra,The Lok Party of India,AZIMUDDIN KHAN,,,,,7,#999,845292
MUMBAI NORTH CENTRAL,1380,2014,Maharashtra,Independent,SHITAL KUMAR JAIN,,,,,8,#95b3d7,845292
MUMBAI NORTH CENTRAL,1261,2014,Maharashtra,Independent,DINESH PHULSING RATHOD,,,,,9,#95b3d7,845292
MUMBAI NORTH CENTRAL,1022,2014,Maharashtra,Independent,MINAKSHI MUKUND JADHAV,,,,,10,#95b3d7,845292
MUMBAI NORTH CENTRAL,872,2014,Maharashtra,Independent,SURESH GIGA DABHI,,,,,11,#95b3d7,845292
MUMBAI NORTH CENTRAL,858,2014,Maharashtra,Independent,GUPTA KANHAIYALAL RAJARAM,,,,,12,#95b3d7,845292
MUMBAI NORTH CENTRAL,787,2014,Maharashtra,Independent,CHAWAN SURYAKANT GANGARAM,,,,,13,#95b3d7,845292
MUMBAI NORTH CENTRAL,693,2014,Maharashtra,All India Forward Bloc,BIRJE HEMANT ANANT,,,,,14,#999,845292
MUMBAI NORTH CENTRAL,657,2014,Maharashtra,Maharashtra Parivartan Sena (T),UMESH SONBA AVHAD,,,,,15,#999,845292
MUMBAI NORTH CENTRAL,653,2014,Maharashtra,Independent,FRANCIS LAWRENCE FERNANDES,,,,,16,#95b3d7,845292
MUMBAI NORTH CENTRAL,626,2014,Maharashtra,Independent,SANJU VERMA,,,,,17,#95b3d7,845292
MUMBAI NORTH CENTRAL,588,2014,Maharashtra,Bahujan Mukti Party,MEHER A. MALLICK,,,,,18,#999,845292
MUMBAI NORTH CENTRAL,581,2014,Maharashtra,Republican Party of India,ASHOK KISAN LOKHANDE,,,,,19,#999,845292
MUMBAI NORTH CENTRAL,512,2014,Maharashtra,Awami Vikas Party,NIYAZ AHMED ALLAUDDIN SHAIKH,,,,,20,#999,845292
MUMBAI NORTH CENTRAL,334,2014,Maharashtra,Independent,UPESH M. BARIA,,,,,21,#95b3d7,845292
MUMBAI NORTH CENTRAL,308,2014,Maharashtra,National Loktantrik Party,MOHAMMED RAFIK HUSSAIN SHAIKH,,,,,22,#999,845292
MUMBAI SOUTH CENTRAL,381275,2014,Maharashtra,Shivsena,RAHUL RAMESH SHEWALE,,,,,1,#F05A00,769060
MUMBAI SOUTH CENTRAL,242933,2014,Maharashtra,Indian National Congress,EKNATH M. GAIKWAD,,,,,2,#019733,769060
MUMBAI SOUTH CENTRAL,73113,2014,Maharashtra,Maharashtra Navnirman sena,ADITYA RAJAN SHIRODKAR,,,,,3,#999,769060
MUMBAI SOUTH CENTRAL,27715,2014,Maharashtra,Aam Aadmi Party,SUNDAR BALAKRISHNAN,,,,,4,#999,769060
MUMBAI SOUTH CENTRAL,14762,2014,Maharashtra,Bahujan Samaj Party,ADV.AIYYAR GANESH,,,,,5,#77968E,769060
MUMBAI SOUTH CENTRAL,9580,2014,Maharashtra,None of the Above,None of the Above,,,,,6,#999,769060
MUMBAI SOUTH CENTRAL,5575,2014,Maharashtra,Samajwadi Party,ABBAS HUSSAIN SHAIKH,,,,,7,#B15928,769060
MUMBAI SOUTH CENTRAL,1588,2014,Maharashtra,Independent,NOOR MOHAMMAD SAHEB RAJA KHAN,,,,,8,#95b3d7,769060
MUMBAI SOUTH CENTRAL,1430,2014,Maharashtra,Bahujan Mukti Party,HUSSAIN AKBAR SAYYED,,,,,9,#999,769060
MUMBAI SOUTH CENTRAL,1338,2014,Maharashtra,Independent,DILIP GAIKWAD,,,,,10,#95b3d7,769060
MUMBAI SOUTH CENTRAL,1212,2014,Maharashtra,Independent,MOIN SOHAIL SAYYED,,,,,11,#95b3d7,769060
MUMBAI SOUTH CENTRAL,1184,2014,Maharashtra,Independent,NAMDEV SAHEBRAO SABLE,,,,,12,#95b3d7,769060
MUMBAI SOUTH CENTRAL,1083,2014,Maharashtra,Independent,ADV.VAISHALI SURENDRA BORDE,,,,,13,#95b3d7,769060
MUMBAI SOUTH CENTRAL,1018,2014,Maharashtra,Peace Party,ASLAM HANIF KHOT,,,,,14,#999,769060
MUMBAI SOUTH CENTRAL,919,2014,Maharashtra,Independent,MAHENDRA TULSHIRAM BHINGARDIVE,,,,,15,#95b3d7,769060
MUMBAI SOUTH CENTRAL,919,2014,Maharashtra,Ambedkarite Party of India,SANGHAPAL HIRACHAND GADEKAR,,,,,16,#999,769060
MUMBAI SOUTH CENTRAL,800,2014,Maharashtra,Independent,CLIFFORD MARTIS,,,,,17,#95b3d7,769060
MUMBAI SOUTH CENTRAL,686,2014,Maharashtra,Independent,MR. NADAR SELVAKUMAR PERIMBRAJ,,,,,18,#95b3d7,769060
MUMBAI SOUTH CENTRAL,545,2014,Maharashtra,Independent,KHAN SIRAJ AHMED,,,,,19,#95b3d7,769060
MUMBAI SOUTH CENTRAL,514,2014,Maharashtra,Independent,GANESH BHIMRAO BUDHE,,,,,20,#95b3d7,769060
MUMBAI SOUTH CENTRAL,453,2014,Maharashtra,Independent,PAL JITENDRA KUMAR,,,,,21,#95b3d7,769060
MUMBAI SOUTH CENTRAL,418,2014,Maharashtra,Independent,SHINDE SARJERAO MAHADEV,,,,,22,#95b3d7,769060
MUMBAI   SOUTH,374780,2014,Maharashtra,Shivsena,ARVIND SAWANT,,,,,1,#F05A00,780715
MUMBAI   SOUTH,246632,2014,Maharashtra,Indian National Congress,DEORA MILIND MURLI,,,,,2,#019733,780715
MUMBAI   SOUTH,84864,2014,Maharashtra,Maharashtra Navnirman sena,BALA NANDGAONKAR,,,,,3,#999,780715
MUMBAI   SOUTH,40388,2014,Maharashtra,Aam Aadmi Party,MEERA SANYAL,,,,,4,#999,780715
MUMBAI   SOUTH,9573,2014,Maharashtra,None of the Above,None of the Above,,,,,5,#999,780715
MUMBAI   SOUTH,6903,2014,Maharashtra,Communist Party of India,PRAKASH REDDY,,,,,6,#DE0000,780715
MUMBAI   SOUTH,6677,2014,Maharashtra,Bahujan Samaj Party,ABDUS SALAM KHAN  QASMI,,,,,7,#77968E,780715
MUMBAI   SOUTH,1325,2014,Maharashtra,Independent,RATAN DEVRAM BODKE,,,,,8,#95b3d7,780715
MUMBAI   SOUTH,1266,2014,Maharashtra,Bahujan Mukti Party,SACHIN PAWAR,,,,,9,#999,780715
MUMBAI   SOUTH,1078,2014,Maharashtra,Independent,FARNANDES SANTAN,,,,,10,#95b3d7,780715
MUMBAI   SOUTH,1059,2014,Maharashtra,Independent,RAJENDRA DAULAT DESAI,,,,,11,#95b3d7,780715
MUMBAI   SOUTH,920,2014,Maharashtra,Awami Vikas Party,SHAHZAD SHAMSHER KHAN PATHAN,,,,,12,#999,780715
MUMBAI   SOUTH,765,2014,Maharashtra,Independent,BASIT FAITH,,,,,13,#95b3d7,780715
MUMBAI   SOUTH,703,2014,Maharashtra,Independent,JAHEDA MOHAMMED HANIF SHAIKH,,,,,14,#95b3d7,780715
MUMBAI   SOUTH,677,2014,Maharashtra,The Lok Party of India,BAIG MIRZA KALIM,,,,,15,#999,780715
MUMBAI   SOUTH,675,2014,Maharashtra,Independent,DR. OMRAJ L. RATHOD,,,,,16,#95b3d7,780715
MUMBAI   SOUTH,595,2014,Maharashtra,Independent,KATARIA JITENDRA KAMABHAI,,,,,17,#95b3d7,780715
MUMBAI   SOUTH,561,2014,Maharashtra,Independent,GAURAV SHARMA,,,,,18,#95b3d7,780715
MUMBAI   SOUTH,459,2014,Maharashtra,Independent,SHANKAR  SONAWANE,,,,,19,#95b3d7,780715
MUMBAI   SOUTH,415,2014,Maharashtra,Jai Maha Bharath Party,SHEHBAJ RATHOD,,,,,20,#999,780715
MUMBAI   SOUTH,400,2014,Maharashtra,Independent,ABDUL LATIF ABDUL KADAR SHAIKH,,,,,21,#95b3d7,780715
RAIGAD,396178,2014,Maharashtra,Shivsena,ANANT GEETE,,,,,1,#F05A00,987766
RAIGAD,394068,2014,Maharashtra,Nationalist Congress Party,TATKARE SUNIL DATTATREY,,,,,2,#999,987766
RAIGAD,129730,2014,Maharashtra,Peasants And Workers Party of India,RAMESHBHAI KADAM,,,,,3,#999,987766
RAIGAD,20362,2014,Maharashtra,None of the Above,None of the Above,,,,,4,#999,987766
RAIGAD,10510,2014,Maharashtra,Bahujan Samaj Party,YASHWANT JAYRAM GAIKWAD,,,,,5,#77968E,987766
RAIGAD,9952,2014,Maharashtra,Independent,MUZZAFAR JAINUDDIN CHAUDHARI  ALIAS MODI,,,,,6,#95b3d7,987766
RAIGAD,9849,2014,Maharashtra,Independent,SUNIL TATKARE,,,,,7,#95b3d7,987766
RAIGAD,6759,2014,Maharashtra,Aam Aadmi Party,DR. APARANTI SANJAY YASHWANT,,,,,8,#999,987766
RAIGAD,4287,2014,Maharashtra,Hindustan Janta Party,SANDEEP PANDURANG PARTE,,,,,9,#999,987766
RAIGAD,3308,2014,Maharashtra,Bahujan Mukti Party,DR. GHONE ADESH YASHAWANT,,,,,10,#999,987766
RAIGAD,2763,2014,Maharashtra,Samajwadi Party,AZIZ ABDUL KADIR MUKADAM,,,,,11,#B15928,987766
MAVAL,512226,2014,Maharashtra,Shivsena,APPA ALIAS SHRIRANG CHANDU BARNE,,,,,1,#F05A00,1174335
MAVAL,354829,2014,Maharashtra,Peasants And Workers Party of India,JAGTAP LAXMANBHAU PANDURANG,,,,,2,#999,1174335
MAVAL,182293,2014,Maharashtra,Nationalist Congress Party,NARWEKAR RAHUL SURESH,,,,,3,#999,1174335
MAVAL,30566,2014,Maharashtra,Aam Aadmi Party,BHAPKAR MARUTI SAHEBRAO,,,,,4,#999,1174335
MAVAL,25982,2014,Maharashtra,Bahujan Samaj Party,BHIMAPUTRA TEXAS GAIKWAD,,,,,5,#77968E,1174335
MAVAL,11259,2014,Maharashtra,Janata Dal  (United),BARNE SHRIRANG CHIMAJI,,,,,6,#8064a2,1174335
MAVAL,11186,2014,Maharashtra,None of the Above,None of the Above,,,,,7,#999,1174335
MAVAL,8940,2014,Maharashtra,Bahujan Mukti Party,GHARAT SANTOSH ROHIDAS,,,,,8,#999,1174335
MAVAL,8765,2014,Maharashtra,Independent,JAGTAP LAXMAN SITARAM,,,,,9,#95b3d7,1174335
MAVAL,4311,2014,Maharashtra,Independent,SIR MANUEL SABINO D'SOUZA,,,,,10,#95b3d7,1174335
MAVAL,4276,2014,Maharashtra,Independent,NANAWARE PRAMOD MAHADEO,,,,,11,#95b3d7,1174335
MAVAL,3429,2014,Maharashtra,Independent,SUBHASH GOPALRAO BODHE,,,,,12,#95b3d7,1174335
MAVAL,2911,2014,Maharashtra,Independent,BHIMRAO ANNA KADALE,,,,,13,#95b3d7,1174335
MAVAL,2536,2014,Maharashtra,Independent,ADV.VAISHALI SURENDRA BORDE,,,,,14,#95b3d7,1174335
MAVAL,2336,2014,Maharashtra,Independent,H.B.P.ADV.R.K.PATIL,,,,,15,#95b3d7,1174335
MAVAL,2024,2014,Maharashtra,Independent,NURJAHAN YASIN SHAIKH,,,,,16,#95b3d7,1174335
MAVAL,2016,2014,Maharashtra,Independent,RAJENDRA MARUTI KATE,,,,,17,#95b3d7,1174335
MAVAL,1765,2014,Maharashtra,Prabuddha Republican Party,SIMA DHARMANNA MANIKADI,,,,,18,#999,1174335
MAVAL,1600,2014,Maharashtra,Independent,JAGTAP LAXMAN MURLIDHAR,,,,,19,#95b3d7,1174335
MAVAL,1085,2014,Maharashtra,Independent,ABHIJIT ANIL APTE,,,,,20,#95b3d7,1174335
PUNE,569825,2014,Maharashtra,Bharatiya Janata Party,ANIL SHIROLE,,,,,1,#FB7B0D,993274
PUNE,254056,2014,Maharashtra,Indian National Congress,DR.VISHWAJEET PATANGRAO KADAM,,,,,2,#019733,993274
PUNE,93502,2014,Maharashtra,Maharashtra Navnirman sena,DEEPAK NATHARAM PAIGUDE,,,,,3,#999,993274
PUNE,28657,2014,Maharashtra,Aam Aadmi Party,WARE SUBHASH SHANKARRAO,,,,,4,#999,993274
PUNE,14727,2014,Maharashtra,Bahujan Samaj Party,IMTIYAZ PEERZADE,,,,,5,#77968E,993274
PUNE,7222,2014,Maharashtra,Peoples Guardian,ARUN BHATIA,,,,,6,#999,993274
PUNE,6438,2014,Maharashtra,None of the Above,None of the Above,,,,,7,#999,993274
PUNE,2259,2014,Maharashtra,Independent,DAMBALE RAHUL DHARMA,,,,,8,#95b3d7,993274
PUNE,1884,2014,Maharashtra,Independent,COLONEL JAYANTRAO CHITALE,,,,,9,#95b3d7,993274
PUNE,1797,2014,Maharashtra,Bharipa Bahujan Mahasangh,NANA KSHIRSAGAR,,,,,10,#999,993274
PUNE,1324,2014,Maharashtra,Bahujan Mukti Party,COL SURESH PATIL (RTD),,,,,11,#999,993274
PUNE,1230,2014,Maharashtra,Independent,DEVKULE BIBHISHAN JAGANNATH,,,,,12,#95b3d7,993274
PUNE,1131,2014,Maharashtra,Samajwadi Party,SAIYYAD AFSER  IBRAHIM,,,,,13,#B15928,993274
PUNE,1028,2014,Maharashtra,Independent,MANCHAK TRIMBAKRAO KARALE,,,,,14,#95b3d7,993274
PUNE,868,2014,Maharashtra,Independent,SHIVAJI  PANDURANG ADHAV,,,,,15,#95b3d7,993274
PUNE,840,2014,Maharashtra,Independent,NILESH DHANAVE,,,,,16,#95b3d7,993274
PUNE,692,2014,Maharashtra,Independent,DINESH PANDURANG PAWAR,,,,,17,#95b3d7,993274
PUNE,590,2014,Maharashtra,Independent,SUSHAMA PANDURANG GAIKWAD,,,,,18,#95b3d7,993274
PUNE,585,2014,Maharashtra,Independent,ASHAPAK SHAIKH,,,,,19,#95b3d7,993274
PUNE,565,2014,Maharashtra,Independent,SANTOSH PAWAR,,,,,20,#95b3d7,993274
PUNE,512,2014,Maharashtra,Independent,BANSODE CHAYYA TUKARAM,,,,,21,#95b3d7,993274
PUNE,494,2014,Maharashtra,Independent,UMESH BHUJANG MASANKHAMB,,,,,22,#95b3d7,993274
PUNE,477,2014,Maharashtra,Bhartiya Navjawan Sena (Paksha),SANJAY LAXMAN PADWAL,,,,,23,#999,993274
PUNE,455,2014,Maharashtra,Independent,YADAV GANGADHAR NATHU,,,,,24,#95b3d7,993274
PUNE,380,2014,Maharashtra,Independent,KHIRID SIMKUMAR BHAGWAN,,,,,25,#95b3d7,993274
