pc,votes,year,state,party,name,sex,age,category,electors,rank,color,polled_votes
PUNE,378,2014,Maharashtra,Independent,RUPALI TAMBOLI,,,,,26,#95b3d7,993274
PUNE,359,2014,Maharashtra,Independent,SHASHIKANT BHIKAJI OWHAL,,,,,27,#95b3d7,993274
PUNE,353,2014,Maharashtra,Independent,AZAM VAKIL MANIYAR,,,,,28,#95b3d7,993274
PUNE,343,2014,Maharashtra,Independent,AJAY VASANT PAITHANKAR,,,,,29,#95b3d7,993274
PUNE,303,2014,Maharashtra,Independent,VIJAY LAXMAN SARODE,,,,,30,#95b3d7,993274
BARAMATI,521562,2014,Maharashtra,Nationalist Congress Party,SUPRIYA SULE,,,,,1,#999,1066556
BARAMATI,451843,2014,Maharashtra,Rashtriya Samaj Paksha,MAHADEV JAGANNATH JANKAR,,,,,2,#999,1066556
BARAMATI,26396,2014,Maharashtra,Aam Aadmi Party,SURESH KHOPADE,,,,,3,#999,1066556
BARAMATI,24908,2014,Maharashtra,Bahujan Samaj Party,CHAUDHARI KALURAM VINAYAK,,,,,4,#77968E,1066556
BARAMATI,14216,2014,Maharashtra,None of the Above,None of the Above,,,,,5,#999,1066556
BARAMATI,8811,2014,Maharashtra,Janata Dal  (Secular),TATYASAHEB SITARAM TELE,,,,,6,#8064a2,1066556
BARAMATI,7845,2014,Maharashtra,Bahujan Mukti Party,RAVINDRA TAKALE,,,,,7,#999,1066556
BARAMATI,4739,2014,Maharashtra,Independent,KOKARE SHIVAJI JAYSING,,,,,8,#95b3d7,1066556
BARAMATI,3345,2014,Maharashtra,Independent,SURESHDADA BABURAO VEER,,,,,9,#95b3d7,1066556
BARAMATI,2891,2014,Maharashtra,Independent,MAHADIK PRALHAD DAGADU,,,,,10,#95b3d7,1066556
SHIRUR,643415,2014,Maharashtra,Shivsena,ADHALRAO SHIVAJI DATTATREY,,,,,1,#F05A00,1089506
SHIRUR,341601,2014,Maharashtra,Nationalist Congress Party,NIKAM DEVDATTA JAYWANT,,,,,2,#999,1089506
SHIRUR,36448,2014,Maharashtra,Maharashtra Navnirman sena,ASHOK SHIRPATI KHANDEBHARAD,,,,,3,#999,1089506
SHIRUR,19783,2014,Maharashtra,Bahujan Samaj Party,WAGHMARE SARJERAO BHIKA,,,,,4,#77968E,1089506
SHIRUR,16663,2014,Maharashtra,Aam Aadmi Party,NIKAM SOPANRAO PANDHARINATH,,,,,5,#999,1089506
SHIRUR,11995,2014,Maharashtra,None of the Above,None of the Above,,,,,6,#999,1089506
SHIRUR,3850,2014,Maharashtra,Independent,SONALI CHANDRASHEKHAR THORAT,,,,,7,#95b3d7,1089506
SHIRUR,3258,2014,Maharashtra,Independent,MILINDRAJE DIGAMBAR BHOSALE,,,,,8,#95b3d7,1089506
SHIRUR,2433,2014,Maharashtra,Independent,DAMBALE RAM  DHARMA,,,,,9,#95b3d7,1089506
SHIRUR,2118,2014,Maharashtra,Independent,NILESH YASHWANT MHASKULE,,,,,10,#95b3d7,1089506
SHIRUR,1933,2014,Maharashtra,Bahujan Mukti Party,BAJARE SITARAM NAMDEO (BABA),,,,,11,#999,1089506
SHIRUR,1906,2014,Maharashtra,Socialist Party (India),GEETARAM RAMCHANDRA KADAM,,,,,12,#999,1089506
SHIRUR,1792,2014,Maharashtra,Independent,KATORE MAHADEV NIWRITTI,,,,,13,#95b3d7,1089506
SHIRUR,1174,2014,Maharashtra,All India Forward Bloc,VIKAS SUDAM KUSEKAR,,,,,14,#999,1089506
SHIRUR,1137,2014,Maharashtra,Independent,UMESH ARJUN KANCHAN,,,,,15,#95b3d7,1089506
AHMADNAGAR,605185,2014,Maharashtra,Bharatiya Janata Party,GANDHI DILIPKUMAR MANSUKHLAL,,,,,1,#FB7B0D,1062318
AHMADNAGAR,396063,2014,Maharashtra,Nationalist Congress Party,RAJEEV APPASAHEB RAJALE,,,,,2,#999,1062318
AHMADNAGAR,12683,2014,Maharashtra,Independent,KOLSEPATIL BABAN GANGADHAR,,,,,3,#95b3d7,1062318
AHMADNAGAR,8386,2014,Maharashtra,Bahujan Samaj Party,KAKADE KISAN YASHWANT,,,,,4,#77968E,1062318
AHMADNAGAR,7473,2014,Maharashtra,None of the Above,None of the Above,,,,,5,#999,1062318
AHMADNAGAR,7120,2014,Maharashtra,Aam Aadmi Party,DEEPALI SAYYED,,,,,6,#999,1062318
AHMADNAGAR,6003,2014,Maharashtra,Bahujan Mukti Party,H.B.P. AJAY SAHEBRAO BARASKAR MAHARAJ,,,,,7,#999,1062318
AHMADNAGAR,5649,2014,Maharashtra,Independent,SHRIDHAR JAKHUJI DAREKAR,,,,,8,#95b3d7,1062318
AHMADNAGAR,3497,2014,Maharashtra,Independent,LAXMAN BHANUDAS SONALE,,,,,9,#95b3d7,1062318
AHMADNAGAR,3086,2014,Maharashtra,Independent,ANIL JAYSING GHANVAT,,,,,10,#95b3d7,1062318
AHMADNAGAR,2525,2014,Maharashtra,Independent,PETRAS KISAN GAWARE,,,,,11,#95b3d7,1062318
AHMADNAGAR,2202,2014,Maharashtra,Independent,DESHMUKH VIKAS NANASAHEB,,,,,12,#95b3d7,1062318
AHMADNAGAR,1385,2014,Maharashtra,Bhartiya Navjawan Sena (Paksha),DAMALE SHIVAJIRAO WAMAN,,,,,13,#999,1062318
AHMADNAGAR,1061,2014,Maharashtra,Maharashtra Parivartan Sena (T),POPAT MANIK FULE,,,,,14,#999,1062318
SHIRDI,532936,2014,Maharashtra,Shivsena,LOKHANDE SADASHIV KISAN,,,,,1,#F05A00,932645
SHIRDI,333014,2014,Maharashtra,Indian National Congress,BHAUSAHEB RAJARAM WAKCHAURE,,,,,2,#019733,932645
SHIRDI,11580,2014,Maharashtra,Aam Aadmi Party,NITIN NAVNATH UDMALE,,,,,3,#999,932645
SHIRDI,10381,2014,Maharashtra,Bahujan Samaj Party,ADV. MAHENDRA DADASAHEB SHINDE,,,,,4,#77968E,932645
SHIRDI,9879,2014,Maharashtra,None of the Above,None of the Above,,,,,5,#999,932645
SHIRDI,9296,2014,Maharashtra,Bahujan Mukti Party,SANTOSH MADHUKAR ROHAM,,,,,6,#999,932645
SHIRDI,4728,2014,Maharashtra,Independent,SHENDE RAVINDRA VITTHAL,,,,,7,#95b3d7,932645
SHIRDI,4319,2014,Maharashtra,Independent,BALASAHEB DASHRATH BAGUL,,,,,8,#95b3d7,932645
SHIRDI,3193,2014,Maharashtra,Bharipa Bahujan Mahasangh,RAGHUNATH RAMJI MAKASARE,,,,,9,#999,932645
SHIRDI,2954,2014,Maharashtra,Independent,SAYAJI SHANKAR KHARAT,,,,,10,#95b3d7,932645
SHIRDI,2874,2014,Maharashtra,Independent,WAGH GANGADHAR RADHAJI,,,,,11,#95b3d7,932645
SHIRDI,2334,2014,Maharashtra,The Lok Party of India,PAWAR VIJAY BANDERAO,,,,,12,#999,932645
SHIRDI,2229,2014,Maharashtra,Independent,GHOLAP SANDEEP BHASKAR,,,,,13,#95b3d7,932645
SHIRDI,1499,2014,Maharashtra,Independent,UDDHAVRAO BALWANT GAIKWAD,,,,,14,#95b3d7,932645
SHIRDI,1429,2014,Maharashtra,Lok Bharati,SARODE POPAT RAMBHAU,,,,,15,#999,932645
BEED,635995,2014,Maharashtra,Bharatiya Janata Party,MUNDE GOPINATHRAO PANDURANG,,,,,1,#FB7B0D,1232202
BEED,499541,2014,Maharashtra,Nationalist Congress Party,DHAS SURESH RAMCHANDRA,,,,,2,#999,1232202
BEED,14166,2014,Maharashtra,Bahujan Samaj Party,ROTHOD DIGAMBAR RAMRAO,,,,,3,#77968E,1232202
BEED,8634,2014,Maharashtra,Independent,SOLANKE PRKASH BHAGWANRAO,,,,,4,#95b3d7,1232202
BEED,5383,2014,Maharashtra,Independent,ASHOK DHONDIBA SONWANE,,,,,5,#95b3d7,1232202
BEED,5357,2014,Maharashtra,Independent,TEJAS ANKUSH GHUMARE,,,,,6,#95b3d7,1232202
BEED,4283,2014,Maharashtra,Aam Aadmi Party,NADU MADHAV,,,,,7,#999,1232202
BEED,3758,2014,Maharashtra,Independent,ARJUN HANMANTA NIMBALKAR,,,,,8,#95b3d7,1232202
BEED,3732,2014,Maharashtra,Independent,SAYYED NAVIDUJJAMMA,,,,,9,#95b3d7,1232202
BEED,3617,2014,Maharashtra,Independent,SAYYED MINHAJ ALI SAYYAD WAJED ALI (PENDKHAJURWALE),,,,,10,#95b3d7,1232202
BEED,3264,2014,Maharashtra,Independent,ASHOK BHAGOJI THORAT,,,,,11,#95b3d7,1232202
BEED,3247,2014,Maharashtra,Independent,AGHAV JAYPRAKASH SITARAM,,,,,12,#95b3d7,1232202
BEED,3163,2014,Maharashtra,Bharipa Bahujan Mahasangh,KALE KRISHNA BHANUDAS,,,,,13,#999,1232202
BEED,3040,2014,Maharashtra,Independent,INAMDAR JABBERMIYA DAGERASA,,,,,14,#95b3d7,1232202
BEED,2797,2014,Maharashtra,Independent,AVINASH NAMDEV WANKHEDE,,,,,15,#95b3d7,1232202
BEED,2698,2014,Maharashtra,Independent,BHAGWAT HARIHAR TAWARE,,,,,16,#95b3d7,1232202
BEED,2482,2014,Maharashtra,Independent,SADULLA ASDULLA INAMDAR,,,,,17,#95b3d7,1232202
BEED,2323,2014,Maharashtra,None of the Above,None of the Above,,,,,18,#999,1232202
BEED,1930,2014,Maharashtra,Prabuddha Republican Party,DONGARE MILIND KASHINATH,,,,,19,#999,1232202
BEED,1734,2014,Maharashtra,Independent,SHAIKH CHAND SHIAKH MIYA,,,,,20,#95b3d7,1232202
BEED,1733,2014,Maharashtra,Ambedkarite Party of India,RAHUL PRABHAKAR KAMBLE,,,,,21,#999,1232202
BEED,1628,2014,Maharashtra,Welfare Party Of India,SHAIKH IPTEKHAR ZAKEEBABA,,,,,22,#999,1232202
BEED,1584,2014,Maharashtra,Samajwadi Party,MANIKRAO MADHAVRAO BAVNE,,,,,23,#B15928,1232202
BEED,1533,2014,Maharashtra,Bahujan Mukti Party,SAKSAMUDRE BHAGWAN KACHRUBA,,,,,24,#999,1232202
BEED,1270,2014,Maharashtra,Independent,JETHLIA SANTOSHBAPU  MITTHULAL,,,,,25,#95b3d7,1232202
BEED,1264,2014,Maharashtra,Independent,HOKE (PATIL)RAJEDRA ACHYUTRAO,,,,,26,#95b3d7,1232202
BEED,1162,2014,Maharashtra,Ambedkarist Republican Party,TATE ASHOK SANTRAM,,,,,27,#999,1232202
BEED,1122,2014,Maharashtra,Independent,SAYYED MUBIN RAHIMTULLA,,,,,28,#95b3d7,1232202
BEED,1075,2014,Maharashtra,Independent,DR. OWHAL JITENDRA MAHADEV,,,,,29,#95b3d7,1232202
BEED,1065,2014,Maharashtra,Maharashtra Parivartan Sena (T),THORAT DHANRAJ VITTHAL,,,,,30,#999,1232202
BEED,1036,2014,Maharashtra,Independent,PRASHANT VISHNU SASANE,,,,,31,#95b3d7,1232202
BEED,1018,2014,Maharashtra,Independent,KALE BAJIRAO SHANKAR,,,,,32,#95b3d7,1232202
BEED,944,2014,Maharashtra,Shivrajya Party,SHINGARE GOVIND BHARAT,,,,,33,#999,1232202
BEED,931,2014,Maharashtra,Independent,SHRIKANT VISHNU GADALE,,,,,34,#95b3d7,1232202
BEED,848,2014,Maharashtra,Independent,GANGADHAR SITARAM KALKUTE,,,,,35,#95b3d7,1232202
BEED,846,2014,Maharashtra,Independent,SHAIKH SHAFIQ SHABBIR,,,,,36,#95b3d7,1232202
BEED,713,2014,Maharashtra,Independent,VEER SHESHERAO CHOKHOBA,,,,,37,#95b3d7,1232202
BEED,520,2014,Maharashtra,Independent,SOLANKE PARMESHWAR KALYANRAO,,,,,38,#95b3d7,1232202
BEED,452,2014,Maharashtra,Independent,SAYYED SALIM FATTU,,,,,39,#95b3d7,1232202
BEED,314,2014,Maharashtra,Independent,SUMITRABAI DASHRATH PAWAR,,,,,40,#95b3d7,1232202
OSMANABAD,607699,2014,Maharashtra,Shivsena,GAIKWAD RAVINDRA VISHWANATH,,,,,1,#F05A00,1118151
OSMANABAD,373374,2014,Maharashtra,Nationalist Congress Party,PATIL PADMASINHA BAJIRAO,,,,,2,#999,1118151
OSMANABAD,28322,2014,Maharashtra,Bahujan Samaj Party,DHALE PADMASHEEL RAMCHANDRA,,,,,3,#77968E,1118151
OSMANABAD,26868,2014,Maharashtra,Independent,ROHAN SUBHASH DESHMUKH,,,,,4,#95b3d7,1118151
OSMANABAD,10210,2014,Maharashtra,Independent,TUKARAM DASRAO GANGAWANE,,,,,5,#95b3d7,1118151
OSMANABAD,7245,2014,Maharashtra,Independent,KAKASAHEB BABURAO RATHOD,,,,,6,#95b3d7,1118151
OSMANABAD,7169,2014,Maharashtra,Independent,GAIKWAD RAVINDRA VISHWANATH,,,,,7,#95b3d7,1118151
OSMANABAD,7038,2014,Maharashtra,Independent,TUPSUNDARE BALAJI BAPURAO,,,,,8,#95b3d7,1118151
OSMANABAD,4613,2014,Maharashtra,None of the Above,None of the Above,,,,,9,#999,1118151
OSMANABAD,4240,2014,Maharashtra,Aam Aadmi Party,VIKRAM ASHOK SAWALE,,,,,10,#999,1118151
OSMANABAD,4126,2014,Maharashtra,Hindusthan Nirman Dal,TARKASE PUSHPA MURLIDHAR,,,,,11,#999,1118151
OSMANABAD,4092,2014,Maharashtra,Independent,NAVNATH DASHRATH UPLEKAR,,,,,12,#95b3d7,1118151
OSMANABAD,3725,2014,Maharashtra,Bharipa Bahujan Mahasangh,ROKDE MILIND SOMNATH,,,,,13,#999,1118151
OSMANABAD,3466,2014,Maharashtra,Independent,SMT. JADHAV UJVALA EKNATH,,,,,14,#95b3d7,1118151
OSMANABAD,3361,2014,Maharashtra,Independent,PADMSINH VIJAYSINH MUNDHE,,,,,15,#95b3d7,1118151
OSMANABAD,2355,2014,Maharashtra,Independent,GAIKWAD UMAJI PANDURANG,,,,,16,#95b3d7,1118151
OSMANABAD,2257,2014,Maharashtra,Samajwadi Party,ADV. SHAILENDRA RAMESHWAR YAVALKAR,,,,,17,#B15928,1118151
OSMANABAD,2251,2014,Maharashtra,Independent,PATIL MANOHAR ANANDRAO,,,,,18,#95b3d7,1118151
OSMANABAD,1978,2014,Maharashtra,Independent,KSHIRSAGAR SHIVAJI JAGANNATH,,,,,19,#95b3d7,1118151
OSMANABAD,1963,2014,Maharashtra,Independent,SUSHILKUMAR VINAYAK PADULE,,,,,20,#95b3d7,1118151
OSMANABAD,1701,2014,Maharashtra,Republican Party of India,DR. RAMESH SUBRAV BANSODE,,,,,21,#999,1118151
OSMANABAD,1640,2014,Maharashtra,Independent,ALTAF HUSAIN YENEGURE,,,,,22,#95b3d7,1118151
OSMANABAD,1528,2014,Maharashtra,Bahujan Mukti Party,SAYYAD MOHAMD SAYYAD IBRAHIM,,,,,23,#999,1118151
OSMANABAD,1482,2014,Maharashtra,Independent,KSHIRSAGAR VIJAY MARUTI,,,,,24,#95b3d7,1118151
OSMANABAD,1429,2014,Maharashtra,Independent,SIDDIK IBRAHIM BOUDIWALI,,,,,25,#95b3d7,1118151
OSMANABAD,1418,2014,Maharashtra,Independent,SHAIKH MUBARAK MAINODDIN,,,,,26,#95b3d7,1118151
OSMANABAD,1313,2014,Maharashtra,Maharashtra Parivartan Sena (T),SHINDE RAJENDRA BHAIRAVNATH,,,,,27,#999,1118151
OSMANABAD,1288,2014,Maharashtra,Janata Dal  (Secular),BHOSALE REVAN VISHWANATH,,,,,28,#8064a2,1118151
LATUR,616509,2014,Maharashtra,Bharatiya Janata Party,DR. SUNIL BALIRAM GAIKWAD,,,,,1,#FB7B0D,1057156
LATUR,363114,2014,Maharashtra,Indian National Congress,BANSODE DATTATRAY GUNDERAO,,,,,2,#019733,1057156
LATUR,20029,2014,Maharashtra,Bahujan Samaj Party,KAMBLE DEEPAK ARVIND,,,,,3,#77968E,1057156
LATUR,13996,2014,Maharashtra,None of the Above,None of the Above,,,,,4,#999,1057156
LATUR,9829,2014,Maharashtra,Aam Aadmi Party,DIPRATNA PRABHAKARRAO NILANGEKAR,,,,,5,#999,1057156
LATUR,8678,2014,Maharashtra,Independent,SHINDE SUDHIR SHRIPATRAO,,,,,6,#95b3d7,1057156
LATUR,3401,2014,Maharashtra,Independent,GAJANAN PANDURANG MANE,,,,,7,#95b3d7,1057156
LATUR,2830,2014,Maharashtra,Bahujan Mukti Party,SURYAWANSI SIDHARTH TUKARAM,,,,,8,#999,1057156
LATUR,2724,2014,Maharashtra,Ambedkarite Party of India,BHARAT MAROTI KADAM,,,,,9,#999,1057156
LATUR,2052,2014,Maharashtra,Independent,JARIPATKE DNYANOBA SOPANRAO,,,,,10,#95b3d7,1057156
LATUR,2035,2014,Maharashtra,Independent,BHARAT DAMODAR LONDHE,,,,,11,#95b3d7,1057156
LATUR,1941,2014,Maharashtra,Independent,PADMAKAR KONDIBA OVHAL,,,,,12,#95b3d7,1057156
LATUR,1840,2014,Maharashtra,Samajwadi Party,BALAJI DNYANOBA KAMBLE,,,,,13,#B15928,1057156
LATUR,1765,2014,Maharashtra,Independent,RAJKUMAR BHIMRAO CHANDANSHIVE,,,,,14,#95b3d7,1057156
LATUR,1541,2014,Maharashtra,Independent,UDARE MINAKSHI MAHADEV,,,,,15,#95b3d7,1057156
LATUR,1337,2014,Maharashtra,Bharatiya Jawala Shakti Paksha,SHIVKHANDESHWAR NARAYAN DAHGE,,,,,16,#999,1057156
LATUR,1306,2014,Maharashtra,Independent,JOGDAND FAKIRA VAIJNATH,,,,,17,#95b3d7,1057156
LATUR,1287,2014,Maharashtra,Independent,GAJENDRA LIMBAJI AVGHADE,,,,,18,#95b3d7,1057156
LATUR,942,2014,Maharashtra,Independent,KAMBLE MILIND HARIBHAU,,,,,19,#95b3d7,1057156
SOLAPUR,517879,2014,Maharashtra,Bharatiya Janata Party,SHARAD BANSODE,,,,,1,#FB7B0D,951201
SOLAPUR,368205,2014,Maharashtra,Indian National Congress,SHINDE SUSHILKUMAR SAMBHAJIRAO,,,,,2,#019733,951201
SOLAPUR,19041,2014,Maharashtra,Bahujan Samaj Party,ADV. SANJEEV SIDRAM SADAFULE,,,,,3,#77968E,951201
SOLAPUR,13778,2014,Maharashtra,None of the Above,None of the Above,,,,,4,#999,951201
SOLAPUR,9261,2014,Maharashtra,Aam Aadmi Party,LALIT BABAR,,,,,5,#999,951201
SOLAPUR,5487,2014,Maharashtra,Independent,SONAWANE SHIVAJI CHANDRAKANT,,,,,6,#95b3d7,951201
SOLAPUR,2706,2014,Maharashtra,Independent,SUNITA VIJAYKUMAR UGHADE,,,,,7,#95b3d7,951201
SOLAPUR,2458,2014,Maharashtra,Bharipa Bahujan Mahasangh,SONKAMBLE GAUTAM VIJAYKUMAR,,,,,8,#999,951201
SOLAPUR,1683,2014,Maharashtra,Independent,SIDRAM KRISHNA DHOBALE,,,,,9,#95b3d7,951201
SOLAPUR,1654,2014,Maharashtra,Independent,KEWALE CHAYA NAGNATH,,,,,10,#95b3d7,951201
SOLAPUR,1504,2014,Maharashtra,Independent,BHISE KRISHNA NAGNATH,,,,,11,#95b3d7,951201
SOLAPUR,1460,2014,Maharashtra,Independent,RAJENDRA DNYANDEO RANDIVE,,,,,12,#95b3d7,951201
SOLAPUR,1399,2014,Maharashtra,Bahujan Mukti Party,WAGHMARE PUNDALIK ONKARI,,,,,13,#999,951201
SOLAPUR,1333,2014,Maharashtra,Independent,VIKRAM UTTAM KASABE,,,,,14,#95b3d7,951201
SOLAPUR,1286,2014,Maharashtra,Independent,SHINDE RAJKUMAR LAXMANRAO,,,,,15,#95b3d7,951201
SOLAPUR,1243,2014,Maharashtra,Independent,PAWAR YUVRAJ SIDRAM,,,,,16,#95b3d7,951201
SOLAPUR,824,2014,Maharashtra,Independent,DATTATRAYA VITTHAL THORAT,,,,,17,#95b3d7,951201
MADHA,489989,2014,Maharashtra,Nationalist Congress Party,MOHITE PATIL VIJAYSINH SHANKARRAO,,,,,1,#999,1079619
MADHA,464645,2014,Maharashtra,Swabhimani Paksha,SADABHAU RAMCHANDRA KHOT,,,,,2,#999,1079619
MADHA,25187,2014,Maharashtra,Independent,MOHITE-PATIL PRATAPSINH SHANKARRAO,,,,,3,#95b3d7,1079619
MADHA,15790,2014,Maharashtra,Bahujan Samaj Party,BANSODE KUNDAN FULCHAND,,,,,4,#77968E,1079619
MADHA,8853,2014,Maharashtra,Hindusthan Praja Paksha,NAVANATH BHIMRAO PATIL,,,,,5,#999,1079619
MADHA,8829,2014,Maharashtra,Independent,NAGAMANI KISAN JAKKAN,,,,,6,#95b3d7,1079619
MADHA,7160,2014,Maharashtra,Aam Aadmi Party,ADV. SAVITA BALKRISHNA SHINDE,,,,,7,#999,1079619
MADHA,7115,2014,Maharashtra,Independent,JADHAV SUNIL GUNDA,,,,,8,#95b3d7,1079619
MADHA,6886,2014,Maharashtra,Independent,ROHIT RAMRUSHNA MORE,,,,,9,#95b3d7,1079619
MADHA,4625,2014,Maharashtra,Independent,BHAJANLAL YASHVANT NIMGAONKAR,,,,,10,#95b3d7,1079619
MADHA,4209,2014,Maharashtra,None of the Above,None of the Above,,,,,11,#999,1079619
MADHA,4139,2014,Maharashtra,Independent,BALIRAM SUKHDEV MORE,,,,,12,#95b3d7,1079619
MADHA,3367,2014,Maharashtra,Independent,SATHI BASHIR AHMED BASHAMIYAN SHAIKH,,,,,13,#95b3d7,1079619
MADHA,3293,2014,Maharashtra,Bahujan Mukti Party,ADV.SUBHASH BALASAHEB PATIL (ANNA),,,,,14,#999,1079619
MADHA,3094,2014,Maharashtra,Independent,DR.BHISE INDRAKUMAR DEVRAO,,,,,15,#95b3d7,1079619
MADHA,2814,2014,Maharashtra,Independent,POL SUDHIR ARJUN,,,,,16,#95b3d7,1079619
MADHA,2522,2014,Maharashtra,Independent,SUNITA MOHAN TUPSOUNDRYA,,,,,17,#95b3d7,1079619
MADHA,2336,2014,Maharashtra,Independent,SHAIKH SHAHAJAN PAIGAMBAR,,,,,18,#95b3d7,1079619
MADHA,2301,2014,Maharashtra,Independent,PRAFULL SHIVRAO KADAM,,,,,19,#95b3d7,1079619
MADHA,2275,2014,Maharashtra,Independent,DEVKATE SOMANATH ALIAS SOMESHWAR CHANDRAKANT,,,,,20,#95b3d7,1079619
MADHA,2189,2014,Maharashtra,Independent,JAGTAP NITIN MARUTI,,,,,21,#95b3d7,1079619
MADHA,2117,2014,Maharashtra,Independent,DAGADU MANIK PAWAR,,,,,22,#95b3d7,1079619
MADHA,1989,2014,Maharashtra,All India Trinamool Congress,SURESH SHAMRAO GHADGE,,,,,23,#0C6965,1079619
MADHA,1969,2014,Maharashtra,Independent,WALKE VIKRAM VASUDEO,,,,,24,#95b3d7,1079619
MADHA,1926,2014,Maharashtra,Independent,DR.PRAMOD RAMCHANDRA GAWADE,,,,,25,#95b3d7,1079619
SANGLI,611563,2014,Maharashtra,Bharatiya Janata Party,SANJAYKAKA PATIL,,,,,1,#FB7B0D,1046659
SANGLI,372271,2014,Maharashtra,Indian National Congress,PATIL PRATIK PRAKASHBAPU,,,,,2,#019733,1046659
SANGLI,11378,2014,Maharashtra,Bahujan Samaj Party,BANDGAR NANASO BALASO,,,,,3,#77968E,1046659
SANGLI,8405,2014,Maharashtra,Bahujan Mukti Party,NITIN GANPATRAO SAVGAVE,,,,,4,#999,1046659
SANGLI,8353,2014,Maharashtra,Independent,SURESH PARTH MANE (NANA),,,,,5,#95b3d7,1046659
SANGLI,6110,2014,Maharashtra,None of the Above,None of the Above,,,,,6,#999,1046659
SANGLI,4699,2014,Maharashtra,Aam Aadmi Party,SAMINA ABDULMAJID KHAN,,,,,7,#999,1046659
SANGLI,4309,2014,Maharashtra,Independent,SIDDHA SHIVAPPA BHOSALE,,,,,8,#95b3d7,1046659
SANGLI,4309,2014,Maharashtra,Independent,CHOPADE SHRIPRASAD JANARDAN,,,,,9,#95b3d7,1046659
SANGLI,2481,2014,Maharashtra,Independent,SHARMILA BABA WAKSHE,,,,,10,#95b3d7,1046659
SANGLI,2460,2014,Maharashtra,Janata Dal  (Secular),ADV. K. D. SHINDE,,,,,11,#8064a2,1046659
SANGLI,1844,2014,Maharashtra,Independent,MADHUKAR BABURAO KAMBALE,,,,,12,#95b3d7,1046659
SANGLI,1774,2014,Maharashtra,Independent,TANAJIRAO JAGANNATH  JADHAV(CHINCHANIKAR),,,,,13,#95b3d7,1046659
SANGLI,1702,2014,Maharashtra,Independent,POURNIMA VILAS KORPALE,,,,,14,#95b3d7,1046659
SANGLI,1661,2014,Maharashtra,Independent,SHRIRANG BABURAO PAKHARE,,,,,15,#95b3d7,1046659
SANGLI,1494,2014,Maharashtra,Independent,ASHOK DNANU MANE(BHAU),,,,,16,#95b3d7,1046659
SANGLI,997,2014,Maharashtra,Independent,DHATTURE HAFIZBHAI HUSAIN,,,,,17,#95b3d7,1046659
SANGLI,849,2014,Maharashtra,Maharashtra Vikas Aghadi,SUREKHA ALIAS SURAIYYA SHAHIN SHAIKH,,,,,18,#999,1046659
SATARA,522531,2014,Maharashtra,Nationalist Congress Party,SHRIMANT CHH.  UDAYANRAJE PRATAPSINHA BHONSALE,,,,,1,#999,976681
SATARA,155937,2014,Maharashtra,Independent,PURUSHOTTAM JADHAV,,,,,2,#95b3d7,976681
SATARA,82489,2014,Maharashtra,Aam Aadmi Party,RAJENDRA MADHUKAR CHORAGE,,,,,3,#999,976681
SATARA,71808,2014,Maharashtra,Republican Party of India (A),ASHOK WAMAN GAIKWAD,,,,,4,#999,976681
SATARA,18215,2014,Maharashtra,Independent,SANDIP AMRUTRAO MOZAR,,,,,5,#95b3d7,976681
SATARA,15073,2014,Maharashtra,Independent,SUBHASH NIVRUTTI SHILEWANT,,,,,6,#95b3d7,976681
SATARA,14523,2014,Maharashtra,Bahujan Samaj Party,PRASHANT VASANT CHAVAN,,,,,7,#77968E,976681
SATARA,13760,2014,Maharashtra,Bahujan Mukti Party,ALTAF ABDULGANI SHIKALGAR,,,,,8,#999,976681
SATARA,12270,2014,Maharashtra,Bharipa Bahujan Mahasangh,CHANDRAKANT TATU KHANDAIT,,,,,9,#999,976681
SATARA,12122,2014,Maharashtra,Independent,SUHAS VISHWASRAO DESHMUKH,,,,,10,#95b3d7,976681
SATARA,11304,2014,Maharashtra,Independent,PANDURANG RAMCHANDRA SHINDE,,,,,11,#95b3d7,976681
SATARA,10589,2014,Maharashtra,None of the Above,None of the Above,,,,,12,#999,976681
SATARA,10047,2014,Maharashtra,Independent,KADAM SAGAR UTTAMRAO,,,,,13,#95b3d7,976681
SATARA,9405,2014,Maharashtra,Independent,ADV. VARSHA  MADGULKAR,,,,,14,#95b3d7,976681
SATARA,4711,2014,Maharashtra,Independent,UMESH MUKUND WAGHMARE,,,,,15,#95b3d7,976681
SATARA,3654,2014,Maharashtra,Independent,DR. VIJAYSINHA  DILIPRAO PATIL,,,,,16,#95b3d7,976681
SATARA,3644,2014,Maharashtra,Independent,BICHUKALE ABHIJIT VAMANRAO,,,,,17,#95b3d7,976681
SATARA,2435,2014,Maharashtra,Independent,GAWDE SUKHDEV BHANUDAS,,,,,18,#95b3d7,976681
SATARA,2164,2014,Maharashtra,Independent,DR. PRAKASH SHAMRAO PAWAR,,,,,19,#95b3d7,976681
RATNAGIRI - SINDHUDURG,493088,2014,Maharashtra,Shivsena,VINAYAK BHAURAO RAUT,,,,,1,#F05A00,896256
RATNAGIRI - SINDHUDURG,343037,2014,Maharashtra,Indian National Congress,NILESH NARAYAN RANE,,,,,2,#019733,896256
RATNAGIRI - SINDHUDURG,13088,2014,Maharashtra,Bahujan Samaj Party,AYARE RAJENDRA LAHU,,,,,3,#77968E,896256
RATNAGIRI - SINDHUDURG,12700,2014,Maharashtra,Aam Aadmi Party,ABHIJIT SHRIRAM HEGSHETYE,,,,,4,#999,896256
