age,category,color,electors,name,party,pc,polled_votes,rank,sex,state,votes,year
,,#4bacc6,804480,THOTA GOPALA KRISHNA,TDP,KAKINADA,569750,1,M,ANDHRA PRADESH,344038,1984
,,#019733,836463,JUVVADI CHOKKARAO,INC,KARIMNAGAR,482312,1,M,ANDHRA PRADESH,243357,1984
,,#019733,792890,JALAGAM VENGALA RAO,INC,KHAMMAM,583968,1,M,ANDHRA PRADESH,261056,1984
,,#4bacc6,757612,ERASU AYYAPU REDDY,TDP,KURNOOL,508259,1,M,ANDHRA PRADESH,253832,1984
,,#019733,741415,SAMBASIVARAO KUVURU,INC,MACHILIPATNAM,546813,1,M,ANDHRA PRADESH,272513,1984
,,#999,845699,SUDINI JAIPAL REDDY,JNP,MAHABUBNAGAR,528152,1,M,ANDHRA PRADESH,274064,1984
,,#4bacc6,829933,P.MANIK REDDY,TDP,MEDAK,546654,1,M,ANDHRA PRADESH,263524,1984
,,#DE0000,846549,BHIMREDDY NARSIMHA REDDY,CPM,MIRYALGUDA,602916,1,M,ANDHRA PRADESH,282973,1984
,,#4bacc6,808999,V. TULSIRAM,TDP,NAGARKURNOOL,522089,1,M,ANDHRA PRADESH,301089,1984
,,#4bacc6,834650,MALLAREDDY RAGUMA REDDY,TDP,NALGONDA,548803,1,M,ANDHRA PRADESH,324973,1984
,,#4bacc6,797893,MADDUR SUBBA REDDY,TDP,NANDYAL,551221,1,M,ANDHRA PRADESH,298420,1984
,,#4bacc6,777048,VIJAYA KUMAR RAJU BHUPATHIRAJU,TDP,NARASAPUR,556257,1,M,ANDHRA PRADESH,366534,1984
,,#4bacc6,884798,KATURI NARAYANASWAMY,TDP,NARASARAOPET,591714,1,M,ANDHRA PRADESH,295059,1984
,,#4bacc6,858523,PENCHALAIAH PUCHALAPALLI,TDP,NELLORE,547786,1,M,ANDHRA PRADESH,296284,1984
,,#019733,758881,TADUR BALA GOUD,INC,NIZAMABAD,516393,1,M,ANDHRA PRADESH,251172,1984
,,#4bacc6,875403,BEZAWADA PAPIREDDY,TDP,ONGOLE,565289,1,M,ANDHRA PRADESH,287662,1984
,,#999,669060,KISHORE CHANDRA SURYAMARAYANA DEO VYRICHERIA,ICS,PARVATHIPURAM,427938,1,M,ANDHRA PRADESH,233175,1984
,,#4bacc6,852583,GOTTE BHOOPATHY,TDP,PEDDAPALLI,473876,1,M,ANDHRA PRADESH,246334,1984
,,#4bacc6,815302,SRIHARI RAO,TDP,RAJAHMUNDRY,614265,1,M,ANDHRA PRADESH,381091,1984
,,#4bacc6,776829,PALAKONDRAYUDU SUGAVASI,TDP,RAJAMPET,493737,1,M,ANDHRA PRADESH,298060,1984
,,#019733,856674,T.ANJAIAH,INC,SECUNDERABAD,502471,1,M,ANDHRA PRADESH,246309,1984
,,#4bacc6,832420,G.VIJAYARAMARAO,TDP,SIDDIPET,543299,1,M,ANDHRA PRADESH,253243,1984
,,#4bacc6,692761,APPAYYADORA HANUMANTU,TDP,SRIKAKULAM,491364,1,M,ANDHRA PRADESH,298167,1984
,,#4bacc6,731629,NISSANKARARAO VENKATARATNAM,TDP,TENALI,510954,1,M,ANDHRA PRADESH,256766,1984
,,#4bacc6,863056,CHINTA MOHAN,TDP,TIRUPATI,602153,1,M,ANDHRA PRADESH,318467,1984
,,#4bacc6,864150,VADDE SOBHANADREESWARA RAO,TDP,VIJAYAWADA,623913,1,M,ANDHRA PRADESH,318023,1984
,,#4bacc6,878786,BHATTAM SREERAMA MURTHY,TDP,VISAKHAPATNAM,547284,1,M,ANDHRA PRADESH,334399,1984
,,#4bacc6,742756,T. KALPANA DEVI,TDP,WARANGAL,532750,1,F,ANDHRA PRADESH,232088,1984
,,#019733,135879,WANGPHA LOWANG,INC,ARUNACHAL EAST,95530,1,M,ARUNACHAL PRADESH,41912,1984
,,#019733,183170,P.K.THANGON,INC,ARUNACHAL WEST,131016,1,M,ARUNACHAL PRADESH,56219,1984
,,#019733,791489,DOOMAR LAL BAITHA,INC,ARARIA,461247,1,M,BIHAR,294582,1984
,,#019733,890008,BALI RAM BHAGAT,INC,ARRAH,427186,1,M,BIHAR,227206,1984
,,#019733,826531,SATYENDRA NARAIN SINGH,INC,AURANGABAD,477527,1,M,BIHAR,277567,1984
,,#019733,708093,BHOLA RAUT,INC,BAGAHA,304522,1,M,BIHAR,209301,1984
,,#019733,769052,CHANDRA BHANU DEVI,INC,BALIA,481535,1,F,BIHAR,246049,1984
,,#019733,770286,MANORMA SINGH,INC,BANKA,478599,1,F,BIHAR,306703,1984
,,#019733,853413,PRAKASH CHANDRA,INC,BARH,603538,1,M,BIHAR,384719,1984
,,#019733,834398,KRISHNA SHAHI,INC,BEGUSARAI,527813,1,F,BIHAR,387165,1984
,,#019733,748524,MANOJ KUMAR PANDE,INC,BETTIAH,401008,1,M,BIHAR,223945,1984
,,#019733,851928,BHAGWAT JHA AZAD,INC,BHAGALPUR,561299,1,M,BIHAR,228030,1984
,,#019733,849458,TAPESHWAR SINGH,INC,BIKRAMGANJ,583682,1,M,BIHAR,283232,1984
,,#019733,881047,KAMLA KANT TIWARI,INC,BUXAR,449035,1,M,BIHAR,207732,1984
,,#999,780710,RAM BAHADUR SINGH,JNP,CHAPRA,455256,1,M,BIHAR,163494,1984
,,#019733,729752,YOGESHWAR PRASAD YOGESH,INC,CHATRA,374141,1,M,BIHAR,211020,1984
,,#999,770111,VIJAY KUMAR MISHRA,LKD,DARBHANGA,436415,1,M,BIHAR,224540,1984
,,#019733,923926,SHANKAR DAYAL SINGH,INC,DHANBAD,492912,1,M,BIHAR,203909,1984
,,#019733,708326,PRITHIWI CHAND KISKU,INC,DUMKA,370588,1,M,BIHAR,199722,1984
,,#019733,811699,RAM SWAROOP RAM,INC,GAYA,532473,1,M,BIHAR,234195,1984
,,#019733,735849,SARFRAJ AHMED,INC,GIRIDIH,365304,1,M,BIHAR,195519,1984
,,#019733,786972,SAMINUDDIN,INC,GODDA,423885,1,M,BIHAR,192465,1984
,,#95b3d7,785919,KALI PRASAD PANDEY,IND,GOPALGANJ,485309,1,M,BIHAR,287360,1984
,,#019733,834167,RAM RATAN RAM,INC,HAJIPUR,587033,1,M,BIHAR,314725,1984
,,#019733,794720,DAMODAR PANDEY,INC,HAZARIBAGH,370181,1,M,BIHAR,176762,1984
,,#DE0000,939919,RAMASHARAY PD. SINGH,CPI,JAHANABAD,743232,1,M,BIHAR,376640,1984
,,#019733,752702,GOPESHWAR,INC,JAMSHEDPUR,430721,1,M,BIHAR,196965,1984
,,#019733,782753,GAURI SHANKAR RAJHANS,INC,JHANJHARPUR,581972,1,M,BIHAR,375745,1984
,,#019733,672232,TARIQ ANWAR,INC,KATIHAR,459174,1,M,BIHAR,229883,1984
,,#019733,765769,CHANDRA SHEKHAR PRASAD VERMA,INC,KHAGARIA,481938,1,M,BIHAR,252055,1984
,,#019733,625719,SIMON TIGGA,INC,KHUNTI,237756,1,M,BIHAR,97721,1984
,,#019733,798096,JAMILUR RAHMAN,INC,KISHANGANJ,433914,1,M,BIHAR,191754,1984
,,#019733,766871,TILAK DHARI SINGH,INC,KODARMA,354686,1,M,BIHAR,208731,1984
,,#019733,678981,SUMATI ORAON,INC,LOHARDAGA,264044,1,F,BIHAR,157284,1984
,,#019733,836565,MAHABIR PRASAD YADAV,INC,MADHEPURA,548212,1,M,BIHAR,298258,1984
,,#019733,846577,ABDUL HANNAN AN,INC,MADHUBANI,565339,1,M,BIHAR,350684,1984
,,#019733,818305,KRISHNAPRATAP SINGH,INC,MAHARAJGANJ,404895,1,M,BIHAR,255462,1984
,,#019733,862284,DEVENDRA PD. YADAV,INC,MONGHYR,543826,1,M,BIHAR,268328,1984
,,#019733,789198,PRABHAWATI GUPTA,INC,MOTIHARI,427975,1,F,BIHAR,255980,1984
,,#019733,805213,LALITESHWAR PRASAD SHAHI,INC,MUZAFFARPUR,548778,1,M,BIHAR,325604,1984
,,#DE0000,903642,VIJAY KUMAR YADAV,CPI,NALANDA,623021,1,M,BIHAR,230531,1984
,,#019733,957846,KUNWAR RAM,INC,NAWADA,545948,1,M,BIHAR,351358,1984
,,#019733,754787,KAMLA KUMARI,INC,PALAMU,351294,1,F,BIHAR,254846,1984
,,#019733,963346,C. P. THAKUR,INC,PATNA,495684,1,M,BIHAR,214989,1984
,,#019733,773952,MADHUREE SINGH,INC,PURNEA,432462,1,F,BIHAR,294076,1984
,,#019733,692614,SETH HEMBROM,INC,RAJMAHAL,308962,1,M,BIHAR,154676,1984
,,#019733,737569,SHEO PRASAD SAHU,INC,RANCHI,329377,1,M,BIHAR,162945,1984
,,#019733,808683,RAM BHAGAT PASWAN,INC,ROSERA,465311,1,M,BIHAR,268848,1984
,,#019733,913235,CHANDRA KISHORE PATHAK,INC,SAHARSA,626702,1,M,BIHAR,273793,1984
,,#019733,909700,RAMDEO RAI,INC,SAMASTIPUR,567145,1,M,BIHAR,327585,1984
,,#999,826256,JAGJIWAN RAM,ICJ,SASARAM,429566,1,M,BIHAR,207275,1984
,,#019733,839483,RAM DULARI SINGH,INC,SHEOHAR,485977,1,F,BIHAR,254881,1984
,,#019733,614503,BEGUN SUMBRUI,INC,SINGHBHUM,231716,1,M,BIHAR,103160,1984
,,#019733,878566,RANSHRESTH KHIRHAR,INC,SITAMARHI,469981,1,M,BIHAR,217307,1984
,,#019733,781000,ABDUL GHAFOOR,INC,SIWAN,415031,1,M,BIHAR,250235,1984
,,#019733,808346,KISHORI SINHA,INC,VAISHALI,563617,1,F,BIHAR,267546,1984
,,#019733,229291,JAGAN NATH KAUSHAL,INC,CHANDIGARH,156143,1,M,CHANDIGARH,103090,1984
,,#95b3d7,54066,GAVLI SITARAM JIVYABHAI,IND,DADRA & NAGAR HAVELI,38380,1,M,D&N HAVELI,20852,1984
,,#019733,295555,EDUARDO FALEIRO,INC,MARMAGOA,202993,1,M,"GOA, DAMAN & DIU",100453,1984
,,#019733,291101,SHANTARAM L. NAIK,INC,PANAJI,205575,1,M,"GOA, DAMAN & DIU",88326,1984
,,#019733,766276,HAROOBHAI MEHTA,INC,AHMEDABAD,454232,1,M,GUJARAT,231751,1984
,,#019733,642376,RAVANI NAVINCHANDRABHAI PARMANANDDAS,INC,AMRELI,392302,1,M,GUJARAT,208205,1984
,,#019733,726873,ISHVERBHAI KHODABHAI CHAVADA,INC,ANAND,488582,1,M,GUJARAT,250877,1984
,,#019733,697543,B.K.GADHVI,INC,BANASKANTHA,384786,1,M,GUJARAT,182674,1984
,,#019733,860270,GAEKWAD RANJITSINH PRATAPSHINH,INC,BARODA,525592,1,M,GUJARAT,296716,1984
,,#019733,694984,GOHIL GIGABHAI BHAVUBHAI,INC,BHAVNAGAR,351914,1,M,GUJARAT,132444,1984
,,#019733,712414,PATEL AHMEDBHAI MOHAMMEDBHAI,INC,BROACH,430877,1,M,GUJARAT,271458,1984
,,#019733,739221,PATEL UTTAMBHAI HARJIBHAI,INC,BULSAR,395555,1,M,GUJARAT,220217,1984
,,#019733,681795,RATHWA AMARSINH VIRIYABHAI,INC,CHHOTA UDAIPUR,350902,1,M,GUJARAT,222414,1984
,,#019733,691033,NARSINHBHAI KARSANBHAI MAKWANA,INC,DHANDHUKA,376637,1,M,GUJARAT,194403,1984
,,#019733,667758,DAMOR SOMJIBHAI PUNJABHAI,INC,DOHAD,251863,1,M,GUJARAT,169944,1984
,,#019733,929582,G.I.PATEL,INC,GANDHINAGAR,533963,1,M,GUJARAT,250126,1984
,,#019733,662634,JAYDEEPSINHJI,INC,GODHRA,341861,1,M,GUJARAT,205741,1984
,,#019733,639311,JADEJA DAULATSINH PARTAP SINH,INC,JAMNAGAR,340991,1,M,GUJARAT,177317,1984
,,#019733,693720,PATEL MOHANBHAI LALJIBHAI,INC,JUNAGADH,357549,1,M,GUJARAT,188441,1984
,,#019733,741211,AJITSINH FULSINHJI DYABHAI,INC,KAIRA,444179,1,M,GUJARAT,292019,1984
,,#019733,744151,SOLANKI NATAVERSINGH KESARISINGHJI,INC,KAPADVANJ,447256,1,M,GUJARAT,229664,1984
,,#019733,557750,USHABEN RAGHAVJI THAKKAR,INC,KUTCH,296597,1,F,GUJARAT,129624,1984
,,#019733,704976,GAMIT CHHITUBHAI DEVJIBHAI,INC,MANDVI,392385,1,M,GUJARAT,239862,1984
,,#FB7B0D,761766,A.K.PATEL,BJP,MEHSANA,543999,1,M,GUJARAT,287555,1984
,,#019733,730084,VANKAR PUNAMCHAND MITHABHAI,INC,PATAN,386538,1,M,GUJARAT,183052,1984
,,#019733,681087,ODEDARA BHARATBHAI MALDEVJI,INC,PORBANDAR,341332,1,M,GUJARAT,205262,1984
,,#019733,827629,MAVANI RAMABEN RAMJIBHAI,INC,RAJKOT,407785,1,F,GUJARAT,225360,1984
,,#999,727250,H.M.PATEL,JNP,SABARKANTHA,443237,1,M,GUJARAT,208477,1984
,,#019733,905831,PATEL CHHAGANBHAI DEVABHAI,INC,SURAT,534169,1,M,GUJARAT,286928,1984
,,#019733,656235,JHALA DIGIVIJAYSINHJI PRATAPSINHJI,INC,SURENDRANAGAR,362578,1,M,GUJARAT,191632,1984
,,#019733,694840,RAM PRAKASH,INC,AMBALA,475553,1,M,HARYANA,283062,1984
,,#019733,782290,BANSI LAL,INC,BHIWANI,526063,1,M,HARYANA,347226,1984
,,#019733,869828,RAHIM KHAN,INC,FARIDABAD,528050,1,M,HARYANA,285214,1984
,,#019733,737467,BIRINDER SINGH,INC,HISSAR,483557,1,M,HARYANA,251367,1984
,,#019733,746675,CHIRANJI LAL,INC,KARNAL,507586,1,M,HARYANA,247063,1984
,,#019733,727716,HARPAL SINGH,INC,KURUKSHETRA,508712,1,M,HARYANA,275112,1984
,,#019733,855878,BIRENDER SINGH,INC,MAHENDRAGARH,594892,1,M,HARYANA,360971,1984
,,#019733,742030,HARDWARI LAL,INC,ROHTAK,439037,1,M,HARYANA,216294,1984
,,#019733,786717,DALBIR SINGH,INC,SIRSA,508299,1,M,HARYANA,277855,1984
,,#019733,782505,DHARAM PAL SINGH,INC,SONEPAT,501658,1,M,HARYANA,243491,1984
,,#019733,590980,NARAIN CHAND,INC,HAMIRPUR,384592,1,M,HIMACHAL PRADESH,242214,1984
,,#019733,568075,CHANDRESH KUMARI,INC,KANGRA,371954,1,F,HIMACHAL PRADESH,232287,1984
,,#019733,589790,SUKH RAM,INC,MANDI,331973,1,M,HIMACHAL PRADESH,224146,1984
,,#019733,565179,KRISHAN DUTT SULTANPURI,INC,SIMLA,306320,1,M,HIMACHAL PRADESH,244010,1984
,,#999,611518,AKBAR JAHAN BEGUM,JKN,ANANTNAG,411826,1,F,JAMMU & KASHMIR,240973,1984
,,#999,571205,SAIF -UD- DIN SOZ,JKN,BARAMULLA,336293,1,M,JAMMU & KASHMIR,234357,1984
,,#019733,811828,JANAK RAJ GUPTA,INC,JAMMU,565043,1,M,JAMMU & KASHMIR,262796,1984
,,#019733,89717,PHUNTSOG NAMGYAL,INC,LADAKH,59428,1,M,JAMMU & KASHMIR,33037,1984
,,#999,640514,ABDUL RASHID KABULI,JKN,SRINAGAR,452936,1,M,JAMMU & KASHMIR,367249,1984
,,#019733,675228,GIRDHARI LAL DOGRA,INC,UDHAMPUR,362630,1,M,JAMMU & KASHMIR,206639,1984
,,#019733,728816,PATIL HANMANTAGOUDA BHIMANAGOUDA,INC,BAGALKOT,471652,1,M,KARNATAKA,234955,1984
,,#019733,869205,C. K. JAFFER SHARIEF,INC,BANGALORE NORTH,509062,1,M,KARNATAKA,260279,1984
,,#999,987244,V. S. KRISHNA IYER,JNP,BANGALORE SOUTH,556427,1,M,KARNATAKA,264765,1984
,,#019733,771731,SIDNAL SHANMUKHAPPA BASAPPA,INC,BELGAUM,474671,1,M,KARNATAKA,202506,1984
,,#019733,768267,BASAVARAJESWARI,INC,BELLARY,493575,1,F,KARNATAKA,276640,1984
,,#019733,769422,NASING SURYAVANSI,INC,BIDAR,337013,1,M,KARNATAKA,179836,1984
,,#999,707905,GURADDI SHIVASHANKAREPPA MALLAPPA,JNP,BIJAPUR,425210,1,M,KARNATAKA,206737,1984
,,#019733,719216,V. SREENIVASA PRASAD,INC,CHAMARAJANAGAR,447713,1,M,KARNATAKA,240665,1984
,,#019733,750841,V. KRISHNA RAO,INC,CHIKBALLAPUR,544943,1,M,KARNATAKA,282279,1984
,,#019733,705279,B. SHANKARANAD,INC,CHIKKODI,477292,1,M,KARNATAKA,228030,1984
,,#019733,677667,D. K. TARADEVI,INC,CHIKMAGALUR,435137,1,F,KARNATAKA,268912,1984
,,#019733,773621,K. H. RANGANATH,INC,CHITRADURGA,533729,1,M,KARNATAKA,279146,1984
,,#019733,790941,CHANNAIAH ODEYAR,INC,DAVANGERE,536196,1,M,KARNATAKA,290003,1984
,,#019733,719826,NAIKAR DYAMAPPA KALLAPPA,INC,DHARWAD NORTH,439404,1,M,KARNATAKA,229865,1984
,,#019733,700921,AZEEZ SAIT,INC,DHARWAD SOUTH,485203,1,M,KARNATAKA,257834,1984
,,#019733,768520,VEERENIRA PATIL,INC,GULBARGA,401269,1,M,KARNATAKA,235751,1984
,,#019733,774758,H. N. NANJEGOWDA,INC,HASSAN,536111,1,M,KARNATAKA,265488,1984
,,#019733,903602,M. V. CHANDRASHEKARA MURTHY,INC,KANAKAPURA,638720,1,M,KARNATAKA,305210,1984
,,#019733,732187,G. DEVARAY NAIK,INC,KANARA,471741,1,M,KARNATAKA,237064,1984
,,#999,714137,V. VENKATESH,JNP,KOLAR,461385,1,M,KARNATAKA,239562,1984
,,#019733,777786,H. G. RAMULU,INC,KOPPAL,459573,1,M,KARNATAKA,238466,1984
,,#999,722855,K. V. SHANKARAGOWDA,JNP,MANDYA,545109,1,M,KARNATAKA,319176,1984
,,#019733,670001,JANARDHANA POOJARY,INC,MANGALORE,482800,1,M,KARNATAKA,299490,1984
,,#019733,751631,SRIKANTADATTA NARASIMHARAJA WADIYAR,INC,MYSORE,452885,1,M,KARNATAKA,247754,1984
,,#019733,734816,B. V. DESAI,INC,RAICHUR,392451,1,M,KARNATAKA,212244,1984
,,#019733,745840,T. V. CHANDRASHEKARAPPA,INC,SHIMOGA,516801,1,M,KARNATAKA,299038,1984
,,#019733,715198,G. S. BASAVARAJU,INC,TUMKUR,520111,1,M,KARNATAKA,265249,1984
,,#019733,650251,OSCAR FERNANDES,INC,UDUPI,460814,1,M,KARNATAKA,287412,1984
,,#019733,674208,K. K. KUNHAMBU,INC,ADOOR,505878,1,M,KERALA,273463,1984
,,#019733,701138,VAKKON PURUSHOTHAMAN,INC,ALAPPUZHA,584666,1,M,KERALA,303732,1984
,,#999,740431,K. P. UNNIKRISHNAN,ICS,BADAGARA,579462,1,M,KERALA,270416,1984
,,#019733,706343,K. G. ADIYODI,INC,CALICUT,556858,1,M,KERALA,278216,1984
,,#019733,728111,THALEKKUNNIL BASHEER,INC,CHIRAYINKIL,525386,1,M,KERALA,266230,1984
,,#019733,727741,K. V. THOMAS,INC,ERNAKULAM,547865,1,M,KERALA,277374,1984
,,#019733,717790,P. J. KURIAN,INC,IDUKKI,534172,1,M,KERALA,308056,1984
,,#019733,693093,MULIAPPALLI RAMACHANDRAN,INC,KANNUR,559056,1,M,KERALA,288791,1984
,,#019733,745222,I. RAMA RAI,INC,KASARAGOD,577331,1,M,KERALA,262904,1984
,,#019733,726304,S. KRISHNA KUMAR,INC,KOLLAM,562086,1,M,KERALA,279728,1984
,,#DE0000,695101,SURESH KURUP,CPM,KOTTAYAM,556784,1,M,KERALA,264444,1984
,,#999,736698,EBRAHIM SULAMAN SAIT,MUL,MANJERI,564898,1,M,KERALA,287538,1984
,,#999,673469,THAMPAN THOMAS,JNP,MAVELIKARA,499463,1,M,KERALA,232339,1984
,,#999,703029,K. MOHANDAS,KCJ,MUKUNDAPURAM,564866,1,M,KERALA,290594,1984
,,#999,690388,GEORGE JOSEPH MUNDAKKAL (BABY),KCJ,MUVATTUPUZHA,519776,1,M,KERALA,307519,1984
,,#019733,705020,K. R. NARAYANAN,INC,OTTAPALAM,530080,1,M,KERALA,290177,1984
,,#019733,731568,V. S. VIJAYARAGHAVAN,INC,PALAKKAD,556296,1,M,KERALA,287170,1984
,,#999,718121,G. M. BANATWALLA,MUL,PONNANI,492911,1,M,KERALA,288216,1984
,,#019733,786593,A. CHARLES,INC,THIRUVANANTHAPURAM,557700,1,M,KERALA,239791,1984
,,#019733,675704,P. A. ANTONY,INC,THRISSUR,517477,1,M,KERALA,268683,1984
,,#019733,21964,MOHAMMAD SAYEED PADANNATHA,INC,LAKSHADWEEP,19023,1,M,LAKSHADWEEP,10361,1984
,,#019733,635884,NANDKISHORE SHARMA,INC,BALAGHAT,406216,1,M,MADHYA PRADESH,169497,1984
,,#019733,590530,MANKURAM SODI,INC,BASTAR,217204,1,M,MADHYA PRADESH,118729,1984
,,#019733,613591,ASLAM SHERKHAN,INC,BETUL,313649,1,M,MADHYA PRADESH,147190,1984
,,#019733,771477,KRISHNA SINGH,INC,BHIND,406747,1,M,MADHYA PRADESH,194160,1984
,,#019733,797498,K. N. PRADHAN,INC,BHOPAL,389943,1,M,MADHYA PRADESH,240717,1984
,,#019733,650819,KHELAN RAM JANGDE,INC,BILASPUR,337427,1,M,MADHYA PRADESH,213395,1984
,,#019733,638430,KAMAL NATH,INC,CHHINDWARA,349646,1,M,MADHYA PRADESH,234846,1984
,,#019733,771797,DAL CHANDRA JAIN,INC,DAMOH,442630,1,M,MADHYA PRADESH,227570,1984
,,#019733,683486,PRATAPSINGH BAGHEL,INC,DHAR,413082,1,M,MADHYA PRADESH,264577,1984
,,#019733,754373,CHANDULAL CHANDRAKAR,INC,DURG,484110,1,M,MADHYA PRADESH,311000,1984
,,#019733,784995,MAHENDRA SINGH,INC,GUNA,367746,1,M,MADHYA PRADESH,229091,1984
,,#019733,704433,MADHAVRAO JIWAJIRAO SCINDIA,INC,GWALIOR,461275,1,M,MADHYA PRADESH,307735,1984
,,#019733,698049,RAMESHWAR NIKHRA,INC,HOSHANGABAD,423701,1,M,MADHYA PRADESH,238358,1984
,,#019733,790468,PRAKASH CHAND SETHI,INC,INDORE,478826,1,M,MADHYA PRADESH,272122,1984
,,#019733,720103,AJAY NARAYAN MUSHRAN,INC,JABALPUR,418243,1,M,MADHYA PRADESH,256911,1984
,,#019733,722845,PRABHAT KUMAR MISHRA,INC,JANJGIR,364638,1,M,MADHYA PRADESH,213710,1984
,,#019733,668183,DILEEP SINGH BHURIO,INC,JHABUA,334119,1,M,MADHYA PRADESH,216786,1984
,,#019733,656383,ARVIND NETAM,INC,KANKER,330006,1,M,MADHYA PRADESH,225545,1984
,,#019733,827715,CHATURVEDI VIDYAWATI,INC,KHAJURAHO,470554,1,F,MADHYA PRADESH,195820,1984
,,#019733,677218,KALICHARAN RAMRATAN,INC,KHANDWA,422068,1,M,MADHYA PRADESH,239563,1984
,,#019733,663149,SUBHASH YADAV,INC,KHARGONE,425207,1,M,MADHYA PRADESH,229669,1984
,,#019733,681455,VIDYACHARAN SHUKLA,INC,MAHASAMUND,409101,1,M,MADHYA PRADESH,233325,1984
,,#019733,609529,MOHAN LAL,INC,MANDLA,284662,1,M,MADHYA PRADESH,198095,1984
,,#019733,767994,BALKAVI BAIRAGI (NANDRAMDAS DWARKADAS),INC,MANDSAUR,538761,1,M,MADHYA PRADESH,292131,1984
,,#019733,740577,KAMMODILAL JATAV,INC,MORENA,329052,1,M,MADHYA PRADESH,157683,1984
,,#019733,645887,PUSHPA DEVI,INC,RAIGARH,346796,1,F,MADHYA PRADESH,216777,1984
,,#019733,666503,KAIYUR BHUSHAN,INC,RAIPUR,382731,1,M,MADHYA PRADESH,223192,1984
,,#019733,711481,DIGVIJAI SINGH,INC,RAJGARH,437306,1,M,MADHYA PRADESH,277435,1984
,,#019733,629132,SHIVENDRA BAHADUR SINGH,INC,RAJNANDGAON,335657,1,M,MADHYA PRADESH,165891,1984
,,#019733,801185,MARTAND SINGH,INC,REWA,439025,1,M,MADHYA PRADESH,223619,1984
,,#019733,679457,NANDLAL CHOUDHARY,INC,SAGAR,382616,1,M,MADHYA PRADESH,228673,1984
,,#019733,706488,PARASRAM BHARADWAJ,INC,SARANGARH,352675,1,M,MADHYA PRADESH,232861,1984
,,#019733,673662,VIJAI PRATAP SINGH,INC,SARGUJA,324875,1,M,MADHYA PRADESH,180878,1984
,,#019733,730872,AZIZ QURESHI,INC,SATNA,418630,1,M,MADHYA PRADESH,224684,1984
,,#019733,678298,GARGISHANKER MISHRA,INC,SEONI,349433,1,M,MADHYA PRADESH,190241,1984
,,#019733,716012,DALBIR SINGH,INC,SHAHDOL,315148,1,M,MADHYA PRADESH,193579,1984
,,#019733,731379,BAPULAL MALVIYA,INC,SHAJAPUR,465960,1,M,MADHYA PRADESH,257753,1984
,,#019733,743683,MOTILAL SINGH,INC,SIDHI,361219,1,M,MADHYA PRADESH,223248,1984
,,#019733,691919,SATYANARAYAN PAWAR,INC,UJJAIN,429036,1,M,MADHYA PRADESH,226342,1984
,,#019733,716699,PRATAPBHANU KRISHNA GOPAL,INC,VIDISHA,430053,1,M,MADHYA PRADESH,205437,1984
,,#019733,771205,GADAKH YESHWANTRAO KANKARRAO,INC,AHMEDNAGAR,478676,1,M,MAHARASHTRA,281873,1984
,,#019733,736060,MADHUSUDAN ATMARAM VAIRALE,INC,AKOLA,513158,1,M,MAHARASHTRA,178874,1984
,,#019733,702357,CHOUDHARY USHATAI PRAKASH,INC,AMRAVATI,417125,1,F,MAHARASHTRA,217910,1984
,,#999,849481,SAHEBRAO P.DONGAONKAR,ICS,AURANGABAD,482029,1,M,MAHARASHTRA,246136,1984
,,#999,859626,PAWAR SHARADCHANDRA GOVINDRAO,ICS,BARAMATI,596407,1,M,MAHARASHTRA,361618,1984
,,#019733,866071,KSHIRSAGAR KEHSARBAI SONAJIRAO,INC,BEED,456168,1,F,MAHARASHTRA,221421,1984
,,#019733,709457,KESHAORAO ATMARAMJI PARDHI,INC,BHANDARA,468835,1,M,MAHARASHTRA,249195,1984
,,#019733,992937,ANOOPCHAND KHIMCHAND SHAH,INC,BOMBAY NORTH,491595,1,M,MAHARASHTRA,275522,1984
,,#019733,790090,DIGHE SHARAD SHANKAR,INC,BOMBAY NORTH CENTRAL,436526,1,M,MAHARASHTRA,211443,1984
,,#019733,1082419,GURUDAS KAMAT,INC,BOMBAY NORTH EAST,642516,1,M,MAHARASHTRA,273847,1984
,,#019733,878652,SUNIL DUTT,INC,BOMBAY NORTH WEST,509312,1,M,MAHARASHTRA,308989,1984
,,#019733,653042,DEORA MURLI,INC,BOMBAY SOUTH,332606,1,M,MAHARASHTRA,200152,1984
,,#95b3d7,648214,DATTA SAMANT,IND,BOMBAY SOUTH CENTRAL,384933,1,M,MAHARASHTRA,158841,1984
,,#019733,743946,WASNIK MUKUL BALKRISHNA,INC,BULDHANA,463003,1,M,MAHARASHTRA,166281,1984
,,#019733,771242,POTDUKHE SHANTARAM RAJESHWAR,INC,CHANDRAPUR,441488,1,M,MAHARASHTRA,249994,1984
,,#019733,751666,MUTTEMWAR VILAS BABURAO,INC,CHIMUR,543843,1,M,MAHARASHTRA,282404,1984
,,#019733,774100,SHINGADA DAMU BARKU,INC,DAHANU,350827,1,M,MAHARASHTRA,166655,1984
,,#019733,706445,BHOYE RESHAMA MOTIRAM,INC,DHULE,390328,1,M,MAHARASHTRA,219323,1984
,,#019733,778541,VIJAYKUMAR NAVAL PATIL,INC,ERANDOL,457277,1,M,MAHARASHTRA,221522,1984
,,#019733,727842,RATHODE UTTAMRAOJI BALIRAMJI,INC,HINGOLI,402842,1,M,MAHARASHTRA,221026,1984
,,#019733,755413,MANE BALASO ALIAS RAJARAM SHANKARRAO,INC,ICHALKARANJI,517775,1,M,MAHARASHTRA,278457,1984
