age,category,color,electors,name,party,pc,polled_votes,rank,sex,state,votes,year
,,#999,580011,BRIJ RAJ SINGH,BLD,AONLA,294734,1,M,UTTAR PRADESH,196703,1977
,,#999,632994,RAM NARESH,BLD,AZAMGARH,355324,1,M,UTTAR PRADESH,238985,1977
,,#999,610712,CHAUDHARI CHARAN SINGH,BLD,BAGHPAT,451064,1,M,UTTAR PRADESH,286301,1977
,,#999,653318,OM PRAKASH TYAGI,BLD,BAHRAICH,304670,1,M,UTTAR PRADESH,186946,1977
,,#999,661187,CHANDRA SHEKHAR,BLD,BALLIA,362663,1,M,UTTAR PRADESH,262641,1977
,,#999,636645,NANAJI DESHMUKH,BLD,BALRAMPUR,338064,1,M,UTTAR PRADESH,217254,1977
,,#999,562759,AMBIKA PRASAD,BLD,BANDA,286479,1,M,UTTAR PRADESH,138848,1977
,,#999,631621,PHIRANGI PRASAD,BLD,BANSGAON,299196,1,M,UTTAR PRADESH,225143,1977
,,#999,602833,RAM KINKAR,BLD,BARA BANKI,298295,1,M,UTTAR PRADESH,206061,1977
,,#999,563569,RAM MURTI,BLD,BAREILLY,294183,1,M,UTTAR PRADESH,196147,1977
,,#999,639639,SHEO NARAIN,BLD,BASTI,311449,1,M,UTTAR PRADESH,216542,1977
,,#999,594498,MAHI LAL,BLD,BIJNOR,347833,1,M,UTTAR PRADESH,258663,1977
,,#999,620424,RAM GOPAL SINGH,BLD,BILHAUR,364539,1,M,UTTAR PRADESH,256306,1977
,,#999,602666,ONKAR SINGH,BLD,BUDAUN,340263,1,M,UTTAR PRADESH,231556,1977
,,#999,629818,MAHMOOD HASSAN KHAN,BLD,BULANDSHAHR,402569,1,M,UTTAR PRADESH,292611,1977
,,#999,624372,RAM NIHOR RAKESH,BLD,CHAIL,250353,1,M,UTTAR PRADESH,174012,1977
,,#999,604665,NARSINGH,BLD,CHANDAULI,391799,1,M,UTTAR PRADESH,289376,1977
,,#999,662864,UGRASEN,BLD,DEORIA,335555,1,M,UTTAR PRADESH,258864,1977
,,#999,657832,MADHAV PRASAD TRIPATHI,BLD,DOMARIAGANJ,388730,1,M,UTTAR PRADESH,266876,1977
,,#999,564767,MAHADEEPAK SINGH,BLD,ETAH,372705,1,M,UTTAR PRADESH,268136,1977
,,#999,589325,ARJUN SINGH BHADORIA,BLD,ETAWAH,364143,1,M,UTTAR PRADESH,276214,1977
,,#999,614376,ANANT RAM JAISWAL,BLD,FAIZABAD,307968,1,M,UTTAR PRADESH,213719,1977
,,#999,637847,DAYA RAM SHAKYA,BLD,FARRUKHABAD,369180,1,M,UTTAR PRADESH,263287,1977
,,#999,614485,BASHIR AHMAD,BLD,FATEHPUR,289916,1,M,UTTAR PRADESH,227808,1977
,,#999,611215,RAMJI LAL SUMAN,BLD,FIROZABAD,315502,1,M,UTTAR PRADESH,232679,1977
,,#999,563082,JAGANNATH SHARMA,BLD,GARHWAL,261805,1,M,UTTAR PRADESH,180944,1977
,,#999,607421,JWALA PRASAD KUREEL,BLD,GHATAMPUR,358204,1,M,UTTAR PRADESH,271854,1977
,,#999,639586,GAURI SHANKER RAI,BLD,GHAZIPUR,364231,1,M,UTTAR PRADESH,195258,1977
,,#999,626672,SHIVRAM,BLD,GHOSI,348085,1,M,UTTAR PRADESH,191190,1977
,,#999,601635,SATYA DEO SINGH,BLD,GONDA,264309,1,M,UTTAR PRADESH,157963,1977
,,#999,570532,HARIKESH BAHADUR,BLD,GORAKHPUR,323284,1,M,UTTAR PRADESH,238635,1977
,,#999,549096,TEJ PRATAP SINGH,BLD,HAMIRPUR,305999,1,M,UTTAR PRADESH,165488,1977
,,#999,631729,KUNWAR MAHOOD ALI KHAN,BLD,HAPUR,425703,1,M,UTTAR PRADESH,268074,1977
,,#999,595289,PARMAI LAL,BLD,HARDOI,303585,1,M,UTTAR PRADESH,191873,1977
,,#999,554184,BHAGWAN DASS,BLD,HARDWAR,357958,1,M,UTTAR PRADESH,255091,1977
,,#999,648461,RAM PRASAD DESHMUKH,BLD,HATHRAS,393889,1,M,UTTAR PRADESH,300907,1977
,,#999,602642,RAMCHARAN,BLD,JALAUN,367583,1,M,UTTAR PRADESH,276429,1977
,,#999,576262,MULTAN SINGH CHAUDHARY,BLD,JALESAR,365102,1,M,UTTAR PRADESH,269054,1977
,,#999,616192,YADVENDRA DUTTA DUBEY,BLD,JAUNPUR,332490,1,M,UTTAR PRADESH,209923,1977
,,#999,633446,SUSHILA NAIYAR,BLD,JHANSI,339175,1,F,UTTAR PRADESH,222118,1977
,,#999,570885,CHANDAN SINGH,BLD,KAIRANA,375373,1,M,UTTAR PRADESH,242500,1977
,,#999,641526,RUDRA SEN,BLD,KAISERGANJ,300905,1,M,UTTAR PRADESH,190807,1977
,,#999,618335,RAM PRAKASH TRIPATHI,BLD,KANNAUJ,411313,1,M,UTTAR PRADESH,287612,1977
,,#999,657627,MANOHAR LAL,BLD,KANPUR,379992,1,M,UTTAR PRADESH,269629,1977
,,#999,641772,BRIJ BHUSHAN TIWARI,BLD,KHALILABAD,378455,1,M,UTTAR PRADESH,271395,1977
,,#999,612725,S.B. SHAH,BLD,KHERI,285610,1,M,UTTAR PRADESH,173813,1977
,,#999,611632,MOHAN LAL,BLD,KHURJA,359795,1,M,UTTAR PRADESH,289737,1977
,,#999,666278,RAMDHAN,BLD,LALGANJ,342056,1,M,UTTAR PRADESH,253068,1977
,,#999,620406,HEMWATI NANDAN BAHUGUNA,BLD,LUCKNOW,332049,1,M,UTTAR PRADESH,242362,1977
,,#999,633108,RAJ KESHAR SINGH,BLD,MACHHLISHAHR,320427,1,M,UTTAR PRADESH,211193,1977
,,#999,567992,SHIBBAN LAL SAKSENA,BLD,MAHARAJGANJ,297519,1,M,UTTAR PRADESH,184090,1977
,,#999,603450,RAGHUNATH SINGH VERMA,BLD,MAINPURI,368223,1,M,UTTAR PRADESH,289426,1977
,,#999,624422,MANIRAM,BLD,MATHURA,386124,1,M,UTTAR PRADESH,296518,1977
,,#999,595444,KAILASH PRAKASH,BLD,MEERUT,399421,1,M,UTTAR PRADESH,253035,1977
,,#999,627411,FAQIR ALI,BLD,MIRZAPUR,313044,1,M,UTTAR PRADESH,192000,1977
,,#999,608431,RAM LAL RAHI,BLD,MISRIKH,287301,1,M,UTTAR PRADESH,206727,1977
,,#999,600008,RAM LAL KURIL,BLD,MOHANLALGANJ,267424,1,M,UTTAR PRADESH,203445,1977
,,#999,551951,GULAM MOHD. KHAN,BLD,MORADABAD,303595,1,M,UTTAR PRADESH,196648,1977
,,#999,573365,SAEED MURTAZA,BLD,MUZAFFARNAGAR,400913,1,M,UTTAR PRADESH,270644,1977
,,#999,540445,BHARAT BHUSHAN,BLD,NAINITAL,318170,1,M,UTTAR PRADESH,196304,1977
,,#999,620038,RAM DHARI SHASTRI,BLD,PADRAUNA,312222,1,M,UTTAR PRADESH,215660,1977
,,#999,609188,KAMALA BAHUGUNA,BLD,PHULPUR,314562,1,F,UTTAR PRADESH,205038,1977
,,#999,593586,MOHD. SHAMUSUL HASAN KHAN,BLD,PILIBHIT,334675,1,M,UTTAR PRADESH,238691,1977
,,#999,630123,ROOP NATH SINGH YADAVA,BLD,PRATAPGARH,286270,1,M,UTTAR PRADESH,206339,1977
,,#999,632817,RAJ NARAIN,BLD,RAE BARELI,332122,1,M,UTTAR PRADESH,177719,1977
,,#999,633744,RAJENDRA KUMAR SHARMA,BLD,RAMPUR,415682,1,M,UTTAR PRADESH,237708,1977
,,#999,637043,SHEO SAMPAT,BLD,ROBERTSGANJ,321535,1,M,UTTAR PRADESH,235164,1977
,,#999,595173,RASHEED MASOOD,BLD,SAHARANPUR,391845,1,M,UTTAR PRADESH,263777,1977
,,#999,656237,RAM SAGAR,BLD,SAIDPUR,360809,1,M,UTTAR PRADESH,267155,1977
,,#999,674680,RAM NARESH KUSHWAHA,BLD,SALEMPUR,351801,1,M,UTTAR PRADESH,253659,1977
,,#999,578983,SHANTI DEVI,BLD,SAMBHAL,333665,1,F,UTTAR PRADESH,214520,1977
,,#999,607261,GANGA BHAKT SINGH,BLD,SHAHABAD,329960,1,M,UTTAR PRADESH,199387,1977
,,#999,639675,SURENDRA VIKRAM,BLD,SHAHJAHANPUR,355931,1,M,UTTAR PRADESH,242026,1977
,,#999,590648,HARGOVIND VERMA,BLD,SITAPUR,309913,1,M,UTTAR PRADESH,194400,1977
,,#999,637986,ZULFIKAR ULLAH,BLD,SULTANPUR,309439,1,M,UTTAR PRADESH,232330,1977
,,#999,538207,TREPANSINGH NEGI,BLD,TEHRI GARHWAL,241732,1,M,UTTAR PRADESH,141338,1977
,,#999,619501,RAGHAVENDRA SINGH,BLD,UNNAO,323352,1,M,UTTAR PRADESH,225122,1977
,,#999,642595,CHANDRA SHEKHER,BLD,VARANASI,352173,1,M,UTTAR PRADESH,233194,1977
,,#999,523297,PIUS TIRKEY,RSP,ALIPURDUARS,295162,1,M,WEST BENGAL,167865,1977
,,#999,580700,PRAFULLA CHANDRA SEN,BLD,ARAMBAGH,389305,1,M,WEST BENGAL,298371,1977
,,#DE0000,647254,ROBIN SEN,CPM,ASANSOL,276773,1,M,WEST BENGAL,163492,1977
,,#999,557919,PALAS BARMAN,RSP,BALURGHAT,357661,1,M,WEST BENGAL,206112,1977
,,#999,603383,MONDAL BIJOY,BLD,BANKURA,307940,1,M,WEST BENGAL,175664,1977
,,#999,609986,CHITTA BASU,FBL,BARASAT,362741,1,M,WEST BENGAL,203694,1977
,,#019733,650725,SOUGATA ROY,INC,BARRACKPORE,457519,1,M,WEST BENGAL,295551,1977
,,#999,583782,ALHAJ M.A. HANNAN,BLD,BASIRHAT,342228,1,M,WEST BENGAL,168644,1977
,,#999,645013,TRIDIP CHAUDHURI,RSP,BERHAMPORE,380587,1,M,WEST BENGAL,204809,1977
,,#DE0000,553221,GADADHAR SAHA,CPM,BIRBHUM,278604,1,M,WEST BENGAL,136517,1977
,,#DE0000,550289,SARADISH ROY,CPM,BOLPUR,256932,1,M,WEST BENGAL,128963,1977
,,#999,638853,RAJ KRISHNA DAWN,BLD,BURDWAN,354473,1,M,WEST BENGAL,190318,1977
,,#999,641747,PRATAP CHANDRA CHUNDER,BLD,CALCUTTA NORTH EAST,352141,1,M,WEST BENGAL,237787,1977
,,#999,595840,BIJOY SINGH NAHAR,BLD,CALCUTTA NORTH WEST,313880,1,M,WEST BENGAL,179681,1977
,,#999,654202,DILIP CHAKRAVARTY,BLD,CALCUTTA SOUTH,388354,1,M,WEST BENGAL,225556,1977
,,#999,581866,GUHA SAMAR,BLD,CONTAI,380162,1,M,WEST BENGAL,284509,1977
,,#999,570556,AMRENDRANATH ROY PRADHAN,FBL,COOCH BEHAR,350184,1,M,WEST BENGAL,226521,1977
,,#019733,624898,KRISHNA BAHADUR CHETTRI,INC,DARJEELING,261953,1,M,WEST BENGAL,109520,1977
,,#DE0000,608458,JYOTIRMOY BASU,CPM,DIAMOND HARBOUR,379376,1,M,WEST BENGAL,267890,1977
,,#999,698781,ASOKE KRISHNA DUTT,BLD,DUM DUM,422006,1,M,WEST BENGAL,215766,1977
,,#DE0000,677500,KRISHNA CHANDRA HALDAR,CPM,DURGAPUR,346235,1,M,WEST BENGAL,218833,1977
,,#DE0000,560707,BIJOY KRISHNA MODAK,CPM,HOOGHLY,357512,1,M,WEST BENGAL,223818,1977
,,#DE0000,669642,SAMAR MUKHERJEE 11DHARMATALA LANE,CPM,HOWRAH,377239,1,M,WEST BENGAL,236530,1977
,,#DE0000,624264,SOMNATH CHATTERJEE,CPM,JADAVPUR,347144,1,M,WEST BENGAL,236085,1977
,,#95b3d7,529606,KHAGENDRA NATH DASGUPTA,IND,JALPAIGURI,302981,1,M,WEST BENGAL,173484,1977
,,#DE0000,565255,SASANKASEKHER SANYAL,CPM,JANGIPUR,317291,1,M,WEST BENGAL,155008,1977
,,#DE0000,575907,JADUNATH KISKU,CPM,JHARGRAM,344059,1,M,WEST BENGAL,159433,1977
,,#999,626050,SAKTI KUMAR SARKAR,BLD,JOYNAGAR,369183,1,M,WEST BENGAL,180587,1977
,,#019733,575293,DHIRENDRA NATH BASU,INC,KATWA,360300,1,M,WEST BENGAL,179927,1977
,,#DE0000,534845,RENUPADA DAS,CPM,KRISHNANAGAR,321433,1,M,WEST BENGAL,198830,1977
,,#DE0000,550001,DINESH CHANDRA JOARDAR,CPM,MALDA,358965,1,M,WEST BENGAL,188103,1977
,,#DE0000,601885,MUKUNDA KUMAR MONDAL,CPM,MATHURAPUR,387518,1,M,WEST BENGAL,188227,1977
,,#999,578798,GHOSAL SUDHIR KUMAR,BLD,MIDNAPORE,325998,1,M,WEST BENGAL,180061,1977
,,#999,587057,SYED KAZIM ALI MEERZA,BLD,MURSHIDABAD,351915,1,M,WEST BENGAL,140927,1977
,,#DE0000,635456,BIBHA GHOSH (GOSWAMI ),CPM,NABADWIP,360854,1,F,WEST BENGAL,193714,1977
,,#999,519863,ABHA MAITI,BLD,PANSKURA,363271,1,F,WEST BENGAL,230704,1977
,,#999,582892,CHITTARANJAN MAHATA,FBL,PURULIA,294143,1,M,WEST BENGAL,200985,1977
,,#999,563672,MD. HAYAT ALI,BLD,RAIGANJ,336476,1,M,WEST BENGAL,188694,1977
,,#DE0000,628219,DINEN BHATTACHARYA,CPM,SERAMPORE,380327,1,M,WEST BENGAL,260071,1977
,,#999,603246,SUSHIL KUMAR DHARA,BLD,TAMLUK,412155,1,M,WEST BENGAL,254049,1977
,,#DE0000,610328,SHYAMAPRASANNA BHATTACHARYYA,CPM,ULUBERIA,395826,1,M,WEST BENGAL,225583,1977
,,#DE0000,601160,AJIT KUMAR SAHA,CPM,VISHNUPUR,363103,1,M,WEST BENGAL,244370,1977
,,#019733,96084,MANORANJAN BHAKTA,INC(I),A&N ISLANDS,78899,1,M,A&N ISLANDS,42046,1980
,,#019733,624640,G. NARASIMHA REDDY,INC(I),ADILABAD,331923,1,M,ANDHRA PRADESH,234300,1980
,,#019733,668727,KUSUMA KRISHNAMURTHI,INC(I),AMALAPURAM,396357,1,M,ANDHRA PRADESH,244283,1980
,,#019733,702428,APPALA NAIDU S.R.A.S,INC(I),ANAKAPALLI,379869,1,M,ANDHRA PRADESH,178139,1980
,,#019733,714608,DARUR PULLAIAH,INC(I),ANANTAPUR,348722,1,M,ANDHRA PRADESH,171838,1980
,,#019733,762427,ANKINEEDU PRASADA RAO PAMULAPATI,INC(I),BAPATLA,478088,1,M,ANDHRA PRADESH,258116,1980
,,#019733,669348,B.RADHABAI ANANDA RAO,INC(I),BHADRACHALAM,276536,1,F,ANDHRA PRADESH,147534,1980
,,#019733,651967,P.V.GAJAPATHI RAJU,INC(I),BOBBILI,294023,1,M,ANDHRA PRADESH,189163,1980
,,#019733,739000,P. RAJAGOPAL NAIDU,INC(I),CHITTOOR,450508,1,M,ANDHRA PRADESH,232249,1980
,,#019733,774582,K. OBUL REDDY,INC(I),CUDDAPAH,503497,1,M,ANDHRA PRADESH,256204,1980
,,#019733,732089,CHITTOORI SUBBARAO CHOWDARY,INC(I),ELURU,451083,1,M,ANDHRA PRADESH,266805,1980
,,#019733,841689,N. G. RANGA,INC(I),GUNTUR,439166,1,M,ANDHRA PRADESH,252961,1980
,,#019733,692790,P. V. NARSIMHA RAO,INC(I),HANAMKONDA,391433,1,M,ANDHRA PRADESH,257961,1980
,,#019733,713647,P. BAYAPA REDDY,INC(I),HINDUPUR,292811,1,M,ANDHRA PRADESH,172401,1980
,,#019733,692650,K.S. NARAYANA,INC(I),HYDERABAD,425238,1,M,ANDHRA PRADESH,166868,1980
,,#019733,741257,SANJEEVI RAO M.S.,INC(I),KAKINADA,392214,1,M,ANDHRA PRADESH,242901,1980
,,#019733,742524,M.SATYANARAYANA RAO,INC(I),KARIMNAGAR,359533,1,M,ANDHRA PRADESH,201777,1980
,,#019733,701335,KONDALA RAO JALAGAM,INC(I),KHAMMAM,478450,1,M,ANDHRA PRADESH,201559,1980
,,#019733,679063,K. VIJAYABHASKARA REDDI,INC(I),KURNOOL,299088,1,M,ANDHRA PRADESH,231889,1980
,,#019733,702268,ANKINEEDU MAGANTI,INC(I),MACHILIPATNAM,462556,1,M,ANDHRA PRADESH,249444,1980
,,#019733,735834,MALLIKARJUN,INC(I),MAHABUBNAGAR,368660,1,M,ANDHRA PRADESH,241665,1980
,,#019733,724930,INDIRA GANDHI,INC(I),MEDAK,443934,1,F,ANDHRA PRADESH,301577,1980
,,#019733,772232,G. S. REDDY,INC(I),MIRYALGUDA,499564,1,M,ANDHRA PRADESH,221980,1980
,,#019733,717014,ANANTHARAMULU MALLU,INC(I),NAGARKURNOOL,365470,1,M,ANDHRA PRADESH,230364,1980
,,#019733,739503,T. DAMODAR REDDY,INC(I),NALGONDA,460458,1,M,ANDHRA PRADESH,220952,1980
,,#019733,737527,P. VENKATA SUBBAIAH,INC(I),NANDYAL,393670,1,M,ANDHRA PRADESH,219606,1980
,,#019733,721681,ALLURI SUBHASCHANDRA BOSE,INC(I),NARASAPUR,442053,1,M,ANDHRA PRADESH,272124,1980
,,#019733,820316,K. BRAMHANANDA REDDY,INC(I),NARASARAOPET,435316,1,M,ANDHRA PRADESH,238854,1980
,,#019733,816504,D. KAMAKSHAIAH,INC(I),NELLORE,414269,1,M,ANDHRA PRADESH,294326,1980
,,#019733,668858,M. RAMGOPAL REDDY,INC(I),NIZAMABAD,376970,1,M,ANDHRA PRADESH,248283,1980
,,#019733,816274,VENKATA REDDI PULI,INC(I),ONGOLE,466579,1,M,ANDHRA PRADESH,266831,1980
,,#019733,619702,K.C.SURYANARAYANA DEO VYRICHERLA,INC(U),PARVATHIPURAM,353210,1,M,ANDHRA PRADESH,173179,1980
,,#019733,739865,K. RAJAMALLU,INC(I),PEDDAPALLI,347597,1,M,ANDHRA PRADESH,198106,1980
,,#019733,756814,S.B.P.PATTABHI RAMA RAO,INC(I),RAJAHMUNDRY,468918,1,M,ANDHRA PRADESH,249377,1980
,,#019733,710540,P. PARTHASARATHY,INC(I),RAJAMPET,360546,1,M,ANDHRA PRADESH,189311,1980
,,#019733,845037,P. SHIV SHANKER,INC(I),SECUNDERABAD,375602,1,M,ANDHRA PRADESH,186238,1980
,,#019733,744000,NANDI YELLAIAH,INC(I),SIDDIPET,316933,1,M,ANDHRA PRADESH,247670,1980
,,#019733,647603,RAJAGOPALARAO BODDEPALLI,INC(I),SRIKAKULAM,400066,1,M,ANDHRA PRADESH,197336,1980
,,#019733,705166,MEDURI NAGESWARA RAO,INC(I),TENALI,441764,1,M,ANDHRA PRADESH,214807,1980
,,#019733,762941,PASALA PENCHALAIAH,INC(I),TIRUPATI,352421,1,M,ANDHRA PRADESH,241965,1980
,,#019733,765506,VIDYA CHENNUPATI,INC(I),VIJAYAWADA,518666,1,F,ANDHRA PRADESH,240622,1980
,,#019733,723703,APPALASWAMY KOMMURU,INC(I),VISAKHAPATNAM,409037,1,M,ANDHRA PRADESH,206581,1980
,,#019733,659014,MD. KAMALODDIN AHMED,INC(I),WARANGAL,444994,1,M,ANDHRA PRADESH,265042,1980
,,#019733,115007,SOBENG TAYENG,INC(I),ARUNACHAL EAST,75313,1,M,ARUNACHAL PRADESH,34864,1980
,,#019733,151643,PREM KHANDU THUNGON,INC(I),ARUNACHAL WEST,98266,1,M,ARUNACHAL PRADESH,41736,1980
,,#019733,644438,NIHAR RANJAN LASKAR,INC(I),KARIMGANJ,263997,1,M,ASSAM,130933,1980
,,#019733,565048,SANTOSH MOHAN DEV (RANA DEV),INC(I),SILCHAR,369963,1,M,ASSAM,192426,1980
,,#019733,702757,DUMAR LAL BAITHA,INC(I),ARARIA,383911,1,M,BIHAR,189309,1980
,,#999,829450,CHANDRADEO PRASAD VERMA,JNP(S),ARRAH,412485,1,M,BIHAR,158533,1980
,,#999,758576,SATYENDRA NARAIN SINGH,JNP,AURANGABAD,450777,1,M,BIHAR,278361,1980
,,#019733,677987,BHOLA RAUT,INC(I),BAGAHA,281814,1,M,BIHAR,176888,1980
,,#DE0000,714492,SURYA NARAYAN SINGH,CPI,BALIA,381702,1,M,BIHAR,131670,1980
,,#019733,690997,CHANDRA SHEKHAR SINGH,INC(I),BANKA,344705,1,M,BIHAR,171781,1980
,,#019733,780459,DHARMVIR SINGH,INC(U),BARH,479125,1,M,BIHAR,192407,1980
,,#019733,772911,KRISHNA SHAHI,INC(I),BEGUSARAI,452652,1,F,BIHAR,272234,1980
,,#019733,707334,KEDAR PANDEY,INC(I),BETTIAH,315743,1,M,BIHAR,172019,1980
,,#019733,774045,BHAGWAT JHA AZAD,INC(I),BHAGALPUR,416266,1,M,BIHAR,175995,1980
,,#019733,787636,TAPESHWAR SINGH,INC(I),BIKRAMGANJ,435503,1,M,BIHAR,164271,1980
,,#019733,792731,K. K. TIWARI,INC(I),BUXAR,354286,1,M,BIHAR,133999,1980
,,#999,763005,SATYADEO SINGH,JNP,CHAPRA,388636,1,M,BIHAR,160054,1980
,,#019733,658959,RANJIT SINGH,INC(I),CHATRA,266838,1,M,BIHAR,106751,1980
,,#019733,732217,HARI NATH MISHRA,INC(I),DARBHANGA,468351,1,M,BIHAR,225584,1980
,,#95b3d7,829241,A. K. ROY,IND,DHANBAD,398003,1,M,BIHAR,136280,1980
,,#95b3d7,645270,SHIBU SIREN,IND,DUMKA,298721,1,M,BIHAR,112160,1980
,,#019733,709388,RAMSWAROOP RAM,INC(I),GAYA,384817,1,M,BIHAR,148208,1980
,,#019733,683106,BINDESHWARI DUBEY,INC(I),GIRIDIH,297520,1,M,BIHAR,105282,1980
,,#019733,711384,SAMIN UDIN,INC(I),GODDA,347555,1,M,BIHAR,127223,1980
,,#019733,734157,NAGINA RAI,INC(I),GOPALGANJ,335421,1,M,BIHAR,159823,1980
,,#999,761330,RAM VILAS PASWAN,JNP(S),HAJIPUR,461213,1,M,BIHAR,266428,1980
,,#999,715407,KUNWAR BASANT NARAYAN SINGH,JNP,HAZARIBAGH,273762,1,M,BIHAR,96182,1980
,,#019733,863650,MAHENDARA PRASAD,INC(I),JAHANABAD,563543,1,M,BIHAR,231946,1980
,,#999,664802,RUDRA PRATAP SARANGI,JNP,JAMSHEDPUR,314166,1,M,BIHAR,91847,1980
,,#999,700394,DHANIK LAL MANDAL,JNP(S),JHANJHARPUR,455571,1,M,BIHAR,202710,1980
,,#019733,612145,SHAH TARIQUE ANWAR,INC(I),KATIHAR,312405,1,M,BIHAR,138099,1980
,,#019733,713675,SATISH PD. SINGH,INC(I),KHAGARIA,415633,1,M,BIHAR,170264,1980
,,#999,593802,NIREL ENEM HORO,JKD,KHUNTI,203867,1,M,BIHAR,74279,1980
,,#019733,702809,ZAMILUR RAHMAN,INC(I),KISHANGANJ,314774,1,M,BIHAR,170662,1980
,,#999,679406,REET LAL PD. VERMA,JNP,KODARMA,266089,1,M,BIHAR,108236,1980
,,#019733,638943,KARTIK ORAON,INC(I),LOHARDAGA,250759,1,M,BIHAR,129038,1980
,,#019733,746552,RAJENDRA PD. YADAV,INC(U),MADHEPURA,440145,1,M,BIHAR,204022,1980
,,#019733,774006,SHAFIQULLAH ANSARI,INC(I),MADHUBANI,471807,1,M,BIHAR,185427,1980
,,#019733,764467,KRISHNA PRATAP SINGH,INC(I),MAHARAJGANJ,325600,1,M,BIHAR,144744,1980
,,#019733,795163,DEVENDRA PRASAD YADAV,INC(U),MONGHYR,464377,1,M,BIHAR,202181,1980
,,#DE0000,726964,KAMLA MISHRA MADHUKAR,CPI,MOTIHARI,336055,1,M,BIHAR,130228,1980
,,#999,761283,GEORGE FARNANDES,JNP(S),MUZAFFARPUR,452946,1,M,BIHAR,195510,1980
,,#DE0000,818349,VIJAY KUMAR YADAV,CPI,NALANDA,517792,1,M,BIHAR,198959,1980
,,#019733,850367,KUNWAR RAM,INC(I),NAWADA,436973,1,M,BIHAR,183736,1980
,,#019733,673887,KAMLA KUMARI,INC(I),PALAMU,267301,1,F,BIHAR,129013,1980
,,#DE0000,895002,RAMAVATAR SHASTRI,CPI,PATNA,420310,1,M,BIHAR,167290,1980
,,#019733,686099,MADHURI SINGH,INC(I),PURNEA,335914,1,F,BIHAR,163022,1980
,,#019733,629351,SETH HEMREM,INC(I),RAJMAHAL,222165,1,M,BIHAR,89661,1980
,,#019733,694669,SHIVA PRASAD SAHU,INC(I),RANCHI,275488,1,M,BIHAR,106506,1980
,,#019733,743904,BALESHWAR RAM,INC(I),ROSERA,463426,1,M,BIHAR,222607,1980
,,#019733,803843,KAMAL NATH JHA,INC(I),SAHARSA,491714,1,M,BIHAR,195337,1980
,,#999,849825,AJIT KUMAR MEHTA,JNP(S),SAMASTIPUR,470222,1,M,BIHAR,236436,1980
,,#999,751039,JAGJIWAN RAM,JNP,SASARAM,384770,1,M,BIHAR,169207,1980
,,#019733,790288,RAM DULARI SINGH,INC(I),SHEOHAR,415180,1,F,BIHAR,174188,1980
,,#999,574233,BAGUN SUMBRUI,JNP,SINGHBHUM,164979,1,M,BIHAR,53463,1980
,,#019733,814886,BALIRAM BHAGAT,INC(U),SITAMARHI,464937,1,M,BIHAR,213245,1980
,,#019733,719852,M. YUSUF,INC(I),SIWAN,333772,1,M,BIHAR,131297,1980
,,#999,746901,KISHROI SINHA,JNP,VAISHALI,364471,1,F,BIHAR,121655,1980
,,#019733,197016,JAGAN NATH KASUHAL,INC(I),CHANDIGARH,124115,1,M,CHANDIGARH,61624,1980
,,#019733,45874,MAHALA RAMJI POTLA,INC(I),DADRA & NAGAR HAVELI,31146,1,M,D&N HAVELI,19277,1980
,,#019733,261036,EDUARDO MARTINHO FALEIRO,INC(U),MARMAGOA,171192,1,M,"GOA, DAMAN & DIU",97539,1980
,,#999,261616,RANE SIRDESSAI SAYOGITA JAIBAA,MAG,PANAJI,181713,1,F,"GOA, DAMAN & DIU",70730,1980
,,#019733,698732,MAGANBHAI BAROT,INC(I),AHMEDABAD,407045,1,M,GUJARAT,248206,1980
,,#019733,573759,RAVANI NAVINCHANDRA PARMANANDDAS,INC(I),AMRELI,272331,1,M,GUJARAT,174241,1980
,,#019733,654455,ISHVARBHAI KHODABHAI CHAVDA,INC(I),ANAND,421257,1,M,GUJARAT,256897,1980
,,#019733,598878,BHERAVDAN KHETDANJI GADHAVI,INC(I),BANASKANTHA,303816,1,M,GUJARAT,184057,1980
,,#019733,727197,GAEKWAD RANJITSINHJI PRATAPSINJI,INC(I),BARODA,455788,1,M,GUJARAT,265277,1980
,,#019733,605711,GOHIL GIGABHAI BHAVUBHAI,INC(I),BHAVNAGAR,253727,1,M,GUJARAT,131082,1980
,,#019733,623529,PATEL AHMEDBHAI MOHAMMEDBHAI,INC(I),BROACH,374001,1,M,GUJARAT,212847,1980
,,#019733,645419,PATEL UTTAMBHAI HARJIBHAI,INC(I),BULSAR,346603,1,M,GUJARAT,179241,1980
,,#019733,607938,RATHAWA AMARSINGHBHAI VIRIYABHAI,INC(I),CHHOTA UDAIPUR,354191,1,M,GUJARAT,209984,1980
,,#019733,622248,MAKWANA NARSINHBHAI KARSANBHAI,INC(I),DHANDHUKA,289180,1,M,GUJARAT,181096,1980
,,#019733,590075,DAMOR SOMJIBHAI PUNJABHAI,INC(I),DOHAD,220434,1,M,GUJARAT,134226,1980
,,#019733,791640,AMRIT MOHANAL PATEL,INC(I),GANDHINAGAR,443864,1,M,GUJARAT,241694,1980
,,#019733,588905,MAHARAOL JAYDEEPSINHJI SUBHAGSINHJI,INC(I),GODHRA,335949,1,M,GUJARAT,187481,1980
,,#019733,563162,JADEJA DOLATSINHJI PRATAPSINHJI,INC(I),JAMNAGAR,256497,1,M,GUJARAT,133978,1980
,,#019733,597939,PATEL MOHANLAL LALJIBHAI,INC(I),JUNAGADH,329575,1,M,GUJARAT,159923,1980
