pc,year,state,party,name,sex,age,category,votes,electors,rank,color,polled_votes
Mahabubabad,2014,Andhra Pradesh,Telugu Desam,BANOTH MOHANLAL,,,,215904,,,,1124370
Mahabubabad,2014,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,TELLAM VENKATA RAO,,,,128465,,,,1124370
Mahabubabad,2014,Andhra Pradesh,Independent,PAYAM CHANDHAR RAO (CHINNA CHANDHRANNA),,,,94014,,,,1124370
Mahabubabad,2014,Andhra Pradesh,Independent,LAXMAN BUKYA,,,,14026,,,,1124370
Mahabubabad,2014,Andhra Pradesh,Independent,V. GOURI NAGAMANI,,,,13664,,,,1124370
Mahabubabad,2014,Andhra Pradesh,Independent,DATLA NAGESHWAR RAO,,,,6854,,,,1124370
Mahabubabad,2014,Andhra Pradesh,Pyramid Party of India,KAVITHA RANI LUNAVATH,,,,6627,,,,1124370
Mahabubabad,2014,Andhra Pradesh,Bahujan Samaj Party,BODA RAASI,,,,6224,,,,1124370
Mahabubabad,2014,Andhra Pradesh,Independent,LAXMINARAYANA BORRA,,,,5888,,,,1124370
Mahabubabad,2014,Andhra Pradesh,Independent,METLA PAPAIAH,,,,3922,,,,1124370
Mahabubabad,2014,Andhra Pradesh,Marxist Communist Party of India (United),GUGULOTU JAGAN,,,,3671,,,,1124370
Mahabubabad,2014,Andhra Pradesh,Independent,PADIGA YARRAIAH,,,,3492,,,,1124370
Mahabubabad,2014,Andhra Pradesh,Independent,PONAKA SAMMAKKA,,,,3475,,,,1124370
Mahabubabad,2014,Andhra Pradesh,Independent,BALUNAYAK BHUKYA,,,,3094,,,,1124370
Mahabubabad,2014,Andhra Pradesh,Independent,EESAM SUDHAKAR,,,,2199,,,,1124370
Mahabubabad,2014,Andhra Pradesh,None of the Above,None of the Above,,,,6705,,,,1124370
Khammam,2014,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,PONGULETI  SRINIVASA REDDY,,,,421957,,,,1182897
Khammam,2014,Andhra Pradesh,Telugu Desam,NAMA NAGESWARA RAO,,,,409983,,,,1182897
Khammam,2014,Andhra Pradesh,Communist Party of India,KANKANALA NARAYANA,,,,187653,,,,1182897
Khammam,2014,Andhra Pradesh,Telangana Rashtra Samithi,BUDAN BAIG SHAIK,,,,89063,,,,1182897
Khammam,2014,Andhra Pradesh,Independent,LINGALA RAVI KUMAR,,,,9454,,,,1182897
Khammam,2014,Andhra Pradesh,Independent,GOKINEPALLI VENKATESWARA RAO,,,,8053,,,,1182897
Khammam,2014,Andhra Pradesh,Independent,BACHALA LAXMAIAH,,,,6494,,,,1182897
Khammam,2014,Andhra Pradesh,Independent,MOKALLA RAMESH,,,,5386,,,,1182897
Khammam,2014,Andhra Pradesh,Independent,KAKI BHASKAR,,,,5354,,,,1182897
Khammam,2014,Andhra Pradesh,Jai Samaikyandhra Party,NAGARJUNA CHERUKURU,,,,4999,,,,1182897
Khammam,2014,Andhra Pradesh,Bahujan Samaj Party,DODDA RAM BABU,,,,4757,,,,1182897
Khammam,2014,Andhra Pradesh,Independent,NAGIREDDY RAJI REDDY,,,,4480,,,,1182897
Khammam,2014,Andhra Pradesh,Pyramid Party of India,MEDARAMETLA  RAMA RAO,,,,4135,,,,1182897
Khammam,2014,Andhra Pradesh,Independent,BANOTH KISHAN NAYAK,,,,1611,,,,1182897
Khammam,2014,Andhra Pradesh,Independent,GUGULOTHU SARVAN,,,,1488,,,,1182897
Khammam,2014,Andhra Pradesh,Independent,GUGULOTHU RANJITH KUMAR,,,,1432,,,,1182897
Khammam,2014,Andhra Pradesh,Independent,BANOTH LAXMA NAIK,,,,1338,,,,1182897
Khammam,2014,Andhra Pradesh,Independent,RAMESH KOMMU,,,,1267,,,,1182897
Khammam,2014,Andhra Pradesh,Independent,MUDIGE NAGESWARA RAO,,,,1194,,,,1182897
Khammam,2014,Andhra Pradesh,Independent,JERRIPOTHULA SRINIVAS,,,,1116,,,,1182897
Khammam,2014,Andhra Pradesh,Independent,KALTHI VENKATESWARLU,,,,1059,,,,1182897
Khammam,2014,Andhra Pradesh,Independent,RAMU KANDULA,,,,1019,,,,1182897
Khammam,2014,Andhra Pradesh,Independent,KALTHI RAMULAMMA,,,,980,,,,1182897
Khammam,2014,Andhra Pradesh,Independent,BUSIREDDY SHANKAR REDDY,,,,963,,,,1182897
Khammam,2014,Andhra Pradesh,Independent,KANAKAM TIRUMALA RAO,,,,916,,,,1182897
Khammam,2014,Andhra Pradesh,Independent,SANAPA POMMAIAH,,,,886,,,,1182897
Khammam,2014,Andhra Pradesh,Independent,MARIKANTI VASUDASU,,,,877,,,,1182897
Khammam,2014,Andhra Pradesh,None of the Above,None of the Above,,,,4983,,,,1182897
Aruku,2014,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,KOTHAPALLI GEETHA,,,,413191,,,,909614
Aruku,2014,Andhra Pradesh,Telugu Desam,GUMMIDI SANDHYARANI,,,,321793,,,,909614
Aruku,2014,Andhra Pradesh,Indian National Congress,KISHORE CHANDRA DEO,,,,52884,,,,909614
Aruku,2014,Andhra Pradesh,Communist Party of India  (Marxist),MIDIYAM BABURAO,,,,38898,,,,909614
Aruku,2014,Andhra Pradesh,Independent,KANGALA BALUDORA,,,,23215,,,,909614
Aruku,2014,Andhra Pradesh,Independent,CHETTI SANKARARAO,,,,8951,,,,909614
Aruku,2014,Andhra Pradesh,Aam Aadmi Party,BURJABARIKI DHANARAJU,,,,8569,,,,909614
Aruku,2014,Andhra Pradesh,Independent,SALLANGI RATNAM,,,,7688,,,,909614
Aruku,2014,Andhra Pradesh,Independent,BIDDIKA RAMAIAH,,,,7587,,,,909614
Aruku,2014,Andhra Pradesh,Independent,IILLA RAMI REDDY,,,,5692,,,,909614
Aruku,2014,Andhra Pradesh,Independent,VANUGU SANKARARAO,,,,4614,,,,909614
Aruku,2014,Andhra Pradesh,None of the Above,None of the Above,,,,16532,,,,909614
Srikakulam,2014,Andhra Pradesh,Telugu Desam,RAMMOHAN NAIDU KINJARAPU,,,,556163,,,,1051446
Srikakulam,2014,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,REDDY SHANTHI,,,,428591,,,,1051446
Srikakulam,2014,Andhra Pradesh,Indian National Congress,KILLI KRUPARANI,,,,24163,,,,1051446
Srikakulam,2014,Andhra Pradesh,Jai Samaikyandhra Party,PAIDI RAJA RAO,,,,11422,,,,1051446
Srikakulam,2014,Andhra Pradesh,Bahujan Samaj Party,BODDEPALLI RAJARAO,,,,8047,,,,1051446
Srikakulam,2014,Andhra Pradesh,Communist Party of India  (Marxist-Leninist)  (Liberation),VASUDEVA RAO BODDU,,,,5131,,,,1051446
Srikakulam,2014,Andhra Pradesh,Pyramid Party of India,KADIYAM JAYALAKSHMI,,,,5021,,,,1051446
Srikakulam,2014,Andhra Pradesh,Aam Aadmi Party,JAIDEV INJARAPU,,,,2557,,,,1051446
Srikakulam,2014,Andhra Pradesh,Independent,TOTA TEJESWARA RAO,,,,2144,,,,1051446
Srikakulam,2014,Andhra Pradesh,Independent,KINJARAPU TEJESWARA RAO,,,,2074,,,,1051446
Srikakulam,2014,Andhra Pradesh,None of the Above,None of the Above,,,,6133,,,,1051446
Vizianagaram,2014,Andhra Pradesh,Telugu Desam,ASHOK GAJAPATHI RAJU PUSAPATI,,,,536549,,,,1120316
Vizianagaram,2014,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,VENKATA SWETHA CHALAPATHI KUMARA KRISHNA RANGARAO RAVU,,,,429638,,,,1120316
Vizianagaram,2014,Andhra Pradesh,Indian National Congress,JHANSI LAKSHMI BOTCHA,,,,122487,,,,1120316
Vizianagaram,2014,Andhra Pradesh,Pyramid Party of India,PRASADA RAO NANDA,,,,6401,,,,1120316
Vizianagaram,2014,Andhra Pradesh,Independent,YELLA RAO SIYYADULA,,,,5125,,,,1120316
Vizianagaram,2014,Andhra Pradesh,Bahujan Samaj Party,BONU KRISHNA,,,,4092,,,,1120316
Vizianagaram,2014,Andhra Pradesh,Independent,HARIKISHAN KUPPILI,,,,3603,,,,1120316
Vizianagaram,2014,Andhra Pradesh,Jai Samaikyandhra Party,TADIVAKA RAMESH NAIDU,,,,3388,,,,1120316
Vizianagaram,2014,Andhra Pradesh,Aam Aadmi Party,NARU SIMHADRI NAIDU,,,,2505,,,,1120316
Vizianagaram,2014,Andhra Pradesh,None of the Above,None of the Above,,,,6528,,,,1120316
Visakhapatnam,2014,Andhra Pradesh,Bharatiya Janata Party,KAMBHAMPATI HARI BABU,,,,566832,,,,1163558
Visakhapatnam,2014,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,Y.S VIJAYAMMA,,,,476344,,,,1163558
Visakhapatnam,2014,Andhra Pradesh,Indian National Congress,BOLISETTI SATYANARAYANA (SATYA),,,,50632,,,,1163558
Visakhapatnam,2014,Andhra Pradesh,Bahujan Samaj Party,IMANDI VENKATA KURMARAO,,,,14947,,,,1163558
Visakhapatnam,2014,Andhra Pradesh,Jai Samaikyandhra Party,SABBAM HARI,,,,6644,,,,1163558
Visakhapatnam,2014,Andhra Pradesh,Aam Aadmi Party,KUNA RAMAM,,,,6175,,,,1163558
Visakhapatnam,2014,Andhra Pradesh,Independent,TANUKU DIVAKAR,,,,5418,,,,1163558
Visakhapatnam,2014,Andhra Pradesh,Samaikyandhra Parirakshana Samithi,JT RAMARAO,,,,4323,,,,1163558
Visakhapatnam,2014,Andhra Pradesh,Pyramid Party of India,DADI JYOTHI BHAVANI,,,,2717,,,,1163558
Visakhapatnam,2014,Andhra Pradesh,Independent,DURGAPRASAD GUNTU,,,,2611,,,,1163558
Visakhapatnam,2014,Andhra Pradesh,Independent,NAGENDRA SAIRAM,,,,2377,,,,1163558
Visakhapatnam,2014,Andhra Pradesh,Independent,KURADA SATYANARAYANA PATNAIK,,,,1927,,,,1163558
Visakhapatnam,2014,Andhra Pradesh,Indian Christian Secular Party,DR BHAVANI SANKAR SASTRY.A,,,,1910,,,,1163558
Visakhapatnam,2014,Andhra Pradesh,Independent,KUTIKUPPALA SURYA RAO,,,,1889,,,,1163558
Visakhapatnam,2014,Andhra Pradesh,Independent,SEEMAKURTHI SRINUVASU (BHAGHAVAN SRINU),,,,1759,,,,1163558
Visakhapatnam,2014,Andhra Pradesh,Independent,UMAMAHESWARARAO ARETI,,,,1751,,,,1163558
Visakhapatnam,2014,Andhra Pradesh,Independent,CHALAPATHIRAO RONANKI,,,,1594,,,,1163558
Visakhapatnam,2014,Andhra Pradesh,Independent,J. PADMAJA,,,,1540,,,,1163558
Visakhapatnam,2014,Andhra Pradesh,Independent,SREENADH REDDY,,,,1379,,,,1163558
Visakhapatnam,2014,Andhra Pradesh,Independent,CHANDRASEKHAR BUDDA,,,,1348,,,,1163558
Visakhapatnam,2014,Andhra Pradesh,Independent,GEDELA KRISHNARAO,,,,1118,,,,1163558
Visakhapatnam,2014,Andhra Pradesh,Independent,BRAHMA SWAROOP KASIBHATTA,,,,994,,,,1163558
Visakhapatnam,2014,Andhra Pradesh,None of the Above,None of the Above,,,,7329,,,,1163558
Anakapalli,2014,Andhra Pradesh,Telugu Desam,MUTTAMSETTI SRINIVASA RAO (AVANTHI),,,,568463,,,,1148072
Anakapalli,2014,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,GUDIVADA AMARNADH,,,,520531,,,,1148072
Anakapalli,2014,Andhra Pradesh,Indian National Congress,VIJAYA LAKSHMI THOTA,,,,17770,,,,1148072
Anakapalli,2014,Andhra Pradesh,Bahujan Samaj Party,KARANAM TIRUPATHI RAO,,,,14834,,,,1148072
Anakapalli,2014,Andhra Pradesh,Jai Samaikyandhra Party,KONDARAJU JAMPANA,,,,6261,,,,1148072
Anakapalli,2014,Andhra Pradesh,Dalita Bahujana Party,VADLAMURI KRISHNA SWAROOP,,,,5506,,,,1148072
Anakapalli,2014,Andhra Pradesh,Independent,APPALARAJU SADARAM,,,,3228,,,,1148072
Anakapalli,2014,Andhra Pradesh,Pyramid Party of India,SARISA LEELA PRASANNA KUMARI,,,,2875,,,,1148072
Anakapalli,2014,Andhra Pradesh,None of the Above,None of the Above,,,,8604,,,,1148072
Kakinada,2014,Andhra Pradesh,Telugu Desam,THOTA NARASIMHAM,,,,514402,,,,1099999
Kakinada,2014,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,CHALAMALASETTY SUNIL,,,,510971,,,,1099999
Kakinada,2014,Andhra Pradesh,Indian National Congress,MALLIPUDI MANGAPATI PALLAM RAJU,,,,19754,,,,1099999
Kakinada,2014,Andhra Pradesh,Republican Party of India (Khobragade),MOTHA SARADA,,,,6836,,,,1099999
Kakinada,2014,Andhra Pradesh,Independent,JALLURI VENKATESWARLU (J.V),,,,6636,,,,1099999
Kakinada,2014,Andhra Pradesh,Jai Samaikyandhra Party,TUMMALAPALLI SATYA RAMAKRISHNA,,,,6442,,,,1099999
Kakinada,2014,Andhra Pradesh,Pyramid Party of India,TEKUMUDI VENKATA RAO,,,,3826,,,,1099999
Kakinada,2014,Andhra Pradesh,Independent,DONKA LEELAVATHI,,,,3756,,,,1099999
Kakinada,2014,Andhra Pradesh,Rashtriya Janata Dal,KOLA VENKATA PRASAD VARMA,,,,3473,,,,1099999
Kakinada,2014,Andhra Pradesh,Bahujan Samaj Party,MUTHABATHULA RATNA KUMAR,,,,2511,,,,1099999
Kakinada,2014,Andhra Pradesh,Aam Aadmi Party,SRINIVAS DANGETI,,,,2356,,,,1099999
Kakinada,2014,Andhra Pradesh,Independent,KARRA VENKATA APPALA NARASIMHA RAO,,,,1907,,,,1099999
Kakinada,2014,Andhra Pradesh,Republican Paksha (Khoripa),ROKKAM DAYAKAR,,,,1837,,,,1099999
Kakinada,2014,Andhra Pradesh,Independent,DONAM NEELAKANTAM,,,,1697,,,,1099999
Kakinada,2014,Andhra Pradesh,Communist Party of India  (Marxist-Leninist)  (Liberation),ARJUNARAO YEGUPATI,,,,1495,,,,1099999
Kakinada,2014,Andhra Pradesh,Independent,GUTTULA ANNAPURNA SESHAGIRI RAO (BATHPARTY-SESHU),,,,1417,,,,1099999
Kakinada,2014,Andhra Pradesh,Independent,VINJAMALLA CHITTI BABU,,,,1400,,,,1099999
Kakinada,2014,Andhra Pradesh,Independent,CHAGANTI SURYANARAYANA MURTY,,,,1236,,,,1099999
Kakinada,2014,Andhra Pradesh,Independent,PEPAKAYALA SUBHA RAJENDRA,,,,1161,,,,1099999
Kakinada,2014,Andhra Pradesh,Independent,KUNCHE RAMADAS,,,,1122,,,,1099999
Kakinada,2014,Andhra Pradesh,Independent,MERLA BHAVANI SANKARA PRASAD,,,,910,,,,1099999
Kakinada,2014,Andhra Pradesh,Independent,PRABHAKARA RAO MADIKI,,,,496,,,,1099999
Kakinada,2014,Andhra Pradesh,None of the Above,None of the Above,,,,4358,,,,1099999
Amalapuram,2014,Andhra Pradesh,Telugu Desam,DR PANDULA RAVINDRA BABU,,,,594547,,,,1120927
Amalapuram,2014,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,PINIPE VISWARUPU,,,,473971,,,,1120927
Amalapuram,2014,Andhra Pradesh,Indian National Congress,AITHABATHULA JOGESWARA VENKATA BUTCHI MAHESWARA RAO,,,,12182,,,,1120927
Amalapuram,2014,Andhra Pradesh,Jai Samaikyandhra Party,G.V.HARSHA KUMAR,,,,9931,,,,1120927
Amalapuram,2014,Andhra Pradesh,Bahujan Samaj Party,GEDDAM SAMPADA RAO,,,,7219,,,,1120927
Amalapuram,2014,Andhra Pradesh,Pyramid Party of India,KUNCHE PEDASATYANARAYANA,,,,4560,,,,1120927
Amalapuram,2014,Andhra Pradesh,Republican Paksha (Khoripa),KONKI VENKATA RAO,,,,3233,,,,1120927
Amalapuram,2014,Andhra Pradesh,Republican Party of India (Khobragade),VIJAYA CHAKRAVARTHY PANTHAGADA,,,,2867,,,,1120927
Amalapuram,2014,Andhra Pradesh,Independent,VADDI WINSTON CHURCHILL,,,,1684,,,,1120927
Amalapuram,2014,Andhra Pradesh,Independent,YALANGI RAMESH,,,,1171,,,,1120927
Amalapuram,2014,Andhra Pradesh,Independent,KASI CHANDRAMOULI,,,,1110,,,,1120927
Amalapuram,2014,Andhra Pradesh,Independent,UNDRU GANI RAJU,,,,862,,,,1120927
Amalapuram,2014,Andhra Pradesh,Independent,BHASKARA RAO BUNGA,,,,824,,,,1120927
Amalapuram,2014,Andhra Pradesh,Independent,KOMMU SATYAVATHI,,,,625,,,,1120927
Amalapuram,2014,Andhra Pradesh,None of the Above,None of the Above,,,,6141,,,,1120927
Rajahmundry,2014,Andhra Pradesh,Telugu Desam,MURALI MOHAN MAGANTI,,,,630573,,,,1154381
Rajahmundry,2014,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,BODDU VENKATARAMANA CHOWDARY,,,,463139,,,,1154381
Rajahmundry,2014,Andhra Pradesh,Indian National Congress,DURGESH KANDULA,,,,21243,,,,1154381
Rajahmundry,2014,Andhra Pradesh,Jai Samaikyandhra Party,MULLAPUDI SATYANARAYANA,,,,11718,,,,1154381
Rajahmundry,2014,Andhra Pradesh,Bahujan Samaj Party,MARRE BABJI,,,,6079,,,,1154381
Rajahmundry,2014,Andhra Pradesh,Gareeb Aadmi Party,KOLLABATHULA RICHMOND CAREY,,,,5481,,,,1154381
Rajahmundry,2014,Andhra Pradesh,Independent,ILLA GOVINDA RAJAN,,,,1390,,,,1154381
Rajahmundry,2014,Andhra Pradesh,Independent,CHEEKATLA VENKATESWARA RAO,,,,1356,,,,1154381
Rajahmundry,2014,Andhra Pradesh,Pyramid Party of India,SANGISETTI SRINIVASA RAO,,,,1329,,,,1154381
Rajahmundry,2014,Andhra Pradesh,Independent,MUTYALA RAMBABU,,,,1282,,,,1154381
Rajahmundry,2014,Andhra Pradesh,Rashtriya Praja Congress  (Secular),MEDA SRINIVAS,,,,991,,,,1154381
Rajahmundry,2014,Andhra Pradesh,Independent,PALLA VENKATA NAIDU(PRADEEP),,,,989,,,,1154381
Rajahmundry,2014,Andhra Pradesh,Independent,POLU PEDA VENGALA REDDY,,,,765,,,,1154381
Rajahmundry,2014,Andhra Pradesh,Independent,ANNAMDEVULA DHARMA RAO,,,,590,,,,1154381
Rajahmundry,2014,Andhra Pradesh,None of the Above,None of the Above,,,,7456,,,,1154381
Narsapuram,2014,Andhra Pradesh,Bharatiya Janata Party,GOKARAJU GANGA RAJU,,,,540306,,,,1088951
Narsapuram,2014,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,VANKA RAVINDRANATH,,,,454955,,,,1088951
Narsapuram,2014,Andhra Pradesh,Indian National Congress,KANUMURU BAPI RAJU,,,,27083,,,,1088951
Narsapuram,2014,Andhra Pradesh,Prem Janata Dal,GITADAS DAS,,,,23270,,,,1088951
Narsapuram,2014,Andhra Pradesh,Bahujan Samaj Party,CHINTAPALLI KANAKA RAO,,,,8489,,,,1088951
Narsapuram,2014,Andhra Pradesh,Jai Samaikyandhra Party,SAROJA  POLASAPALLI,,,,6840,,,,1088951
Narsapuram,2014,Andhra Pradesh,Republican Paksha (Khoripa),NALLI RAJESH,,,,6708,,,,1088951
Narsapuram,2014,Andhra Pradesh,Pyramid Party of India,S.V.P.K.H.G.KRISHNAM RAJU,,,,4232,,,,1088951
Narsapuram,2014,Andhra Pradesh,Independent,SHIVAJI GOTTUMUKKALA,,,,2286,,,,1088951
Narsapuram,2014,Andhra Pradesh,Independent,BADAMPUDI SIVA,,,,1605,,,,1088951
Narsapuram,2014,Andhra Pradesh,Independent,ADDANKI (SEKHAR BABU) DORABABU,,,,1344,,,,1088951
Narsapuram,2014,Andhra Pradesh,Independent,VOLETI VENKATA LAKSHMANA RAO,,,,1298,,,,1088951
Narsapuram,2014,Andhra Pradesh,Independent,VANGALAPUDI YASHYAA,,,,1281,,,,1088951
Narsapuram,2014,Andhra Pradesh,Independent,MEDAPATI  VARAHALA REDDY,,,,1250,,,,1088951
Narsapuram,2014,Andhra Pradesh,None of the Above,None of the Above,,,,8004,,,,1088951
Eluru,2014,Andhra Pradesh,Telugu Desam,MAGANTI VENKATESWARA RAO (BABU),,,,623471,,,,1201696
Eluru,2014,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,THOTA CHANDRA SEKHAR,,,,521545,,,,1201696
Eluru,2014,Andhra Pradesh,Indian National Congress,MUSUNURI NAGESWARA RAO,,,,11770,,,,1201696
Eluru,2014,Andhra Pradesh,Bahujan Samaj Party,NETALA RAMESH BABU,,,,11670,,,,1201696
Eluru,2014,Andhra Pradesh,Prem Janata Dal,GOVADA VIJAYA KUMARI,,,,4483,,,,1201696
Eluru,2014,Andhra Pradesh,Independent,U VENKATESWARARAO (U.V),,,,3971,,,,1201696
Eluru,2014,Andhra Pradesh,Indian Labour Party (Ambedkar Phule),MENDEM SANTOSH KUMAR ( PEDABABULU),,,,3423,,,,1201696
Eluru,2014,Andhra Pradesh,Jai Samaikyandhra Party,K.V.V.SATYANARAYANA,,,,2873,,,,1201696
Eluru,2014,Andhra Pradesh,Independent,C.V.SARADA DEVI,,,,2720,,,,1201696
Eluru,2014,Andhra Pradesh,Marxist Communist Party of India (United),SAVANAPUDI NAGARAJU,,,,2318,,,,1201696
Eluru,2014,Andhra Pradesh,Pyramid Party of India,U .V. RAMA RAO,,,,1323,,,,1201696
Eluru,2014,Andhra Pradesh,Independent,K.VIJAYA LAKSHMI PANDIT,,,,1320,,,,1201696
Eluru,2014,Andhra Pradesh,Independent,GANGADHARA RAO NANNAPANENI,,,,1302,,,,1201696
Eluru,2014,Andhra Pradesh,Mahajana Socialist Party,ASHOK YANTRAPATI,,,,1212,,,,1201696
Eluru,2014,Andhra Pradesh,Independent,JULURI BHASKARA VEERA VENKATA ANIL KUMAR GUPTA,,,,751,,,,1201696
Eluru,2014,Andhra Pradesh,None of the Above,None of the Above,,,,7544,,,,1201696
Machilipatnam,2014,Andhra Pradesh,Telugu Desam,KONAKALLA NARAYANA RAO,,,,587280,,,,1141065
Machilipatnam,2014,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,KOLUSU PARTHA SARATHY,,,,506223,,,,1141065
Machilipatnam,2014,Andhra Pradesh,Indian National Congress,SISTLA RAMESH,,,,14111,,,,1141065
Machilipatnam,2014,Andhra Pradesh,Jai Samaikyandhra Party,KAMMILI SRINIVAS,,,,7692,,,,1141065
Machilipatnam,2014,Andhra Pradesh,Pyramid Party of India,VADAPALLI RAGHUNADH,,,,4401,,,,1141065
Machilipatnam,2014,Andhra Pradesh,Bahujan Samaj Party,PRASADA RAO PEGGEM,,,,4085,,,,1141065
Machilipatnam,2014,Andhra Pradesh,Independent,PARASA SRINIVASA RAO,,,,3399,,,,1141065
Machilipatnam,2014,Andhra Pradesh,Independent,MOHAMMAD ISHAQ,,,,1770,,,,1141065
Machilipatnam,2014,Andhra Pradesh,Independent,YUNDURI SUBRAMANYASWARA RAO (MANI),,,,1597,,,,1141065
Machilipatnam,2014,Andhra Pradesh,Independent,YARLAGADDA RAMA MOHAN RAO,,,,1405,,,,1141065
Machilipatnam,2014,Andhra Pradesh,Independent,JAMPANA SRINIVASA GOUD,,,,931,,,,1141065
Machilipatnam,2014,Andhra Pradesh,None of the Above,None of the Above,,,,8171,,,,1141065
Vijayawada,2014,Andhra Pradesh,Telugu Desam,KESINENI SRINIVAS,,,,592696,,,,1195075
Vijayawada,2014,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,KONERU RAJENDRA PRASAD,,,,517834,,,,1195075
Vijayawada,2014,Andhra Pradesh,Indian National Congress,AVINASH DEVINENI,,,,39751,,,,1195075
Vijayawada,2014,Andhra Pradesh,Welfare Party Of India,KAMBALA. SUBRAHMANYAM (SASTRY),,,,7538,,,,1195075
Vijayawada,2014,Andhra Pradesh,Jai Samaikyandhra Party,ISHWARYA LAKSHMI CHINNAM,,,,5296,,,,1195075
Vijayawada,2014,Andhra Pradesh,Bahujan Samaj Party,CHIGURUPATI RAMALINGESWARA RAO,,,,3579,,,,1195075
Vijayawada,2014,Andhra Pradesh,Aam Aadmi Party,HAR MOHINDER SINGH SAHANI,,,,3088,,,,1195075
Vijayawada,2014,Andhra Pradesh,Independent,M.PHANI PRAKASH,,,,2809,,,,1195075
Vijayawada,2014,Andhra Pradesh,Pyramid Party of India,RAJA KUMARI GUNDAPANENI,,,,2570,,,,1195075
Vijayawada,2014,Andhra Pradesh,Independent,TATINENI SRINIVASA RAO,,,,2456,,,,1195075
Vijayawada,2014,Andhra Pradesh,Independent,DASARI VENKATA NAGESH,,,,1873,,,,1195075
Vijayawada,2014,Andhra Pradesh,Independent,SURAPANENI SARATBABU,,,,1521,,,,1195075
Vijayawada,2014,Andhra Pradesh,Independent,YARAM KATAM RAJU,,,,1402,,,,1195075
Vijayawada,2014,Andhra Pradesh,Independent,ALTAF ALI MOHAMED,,,,1167,,,,1195075
Vijayawada,2014,Andhra Pradesh,Independent,KONERU RAMACHANDRA PRASAD,,,,1096,,,,1195075
Vijayawada,2014,Andhra Pradesh,Independent,KONERU RAJENDRA PRASAD,,,,1014,,,,1195075
Vijayawada,2014,Andhra Pradesh,Independent,CHATRAGADDA PRATAP,,,,950,,,,1195075
Vijayawada,2014,Andhra Pradesh,Andhra Rastra Praja Samithi,SUNKARA KRISHNA MURTHY,,,,803,,,,1195075
Vijayawada,2014,Andhra Pradesh,Independent,V.R.K.MURTHY.,,,,748,,,,1195075
Vijayawada,2014,Andhra Pradesh,Independent,BOLISETTY HARIBABU,,,,667,,,,1195075
Vijayawada,2014,Andhra Pradesh,Independent,AHMED ANSARI SYED,,,,504,,,,1195075
Vijayawada,2014,Andhra Pradesh,Independent,P.V. KRISHNAIAH,,,,423,,,,1195075
Vijayawada,2014,Andhra Pradesh,None of the Above,None of the Above,,,,5290,,,,1195075
Guntur,2014,Andhra Pradesh,Telugu Desam,JAYADEV GALLA,,,,618417,,,,1244926
Guntur,2014,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,BALASHOWRY VALLABHANENI,,,,549306,,,,1244926
Guntur,2014,Andhra Pradesh,Indian National Congress,ABDUL WAHEED SHAIK,,,,46818,,,,1244926
Guntur,2014,Andhra Pradesh,Jai Samaikyandhra Party,MALLELA VENKATA RAO,,,,5608,,,,1244926
Guntur,2014,Andhra Pradesh,Bahujan Samaj Party,MALLELA BABU RAO,,,,4223,,,,1244926
Guntur,2014,Andhra Pradesh,Indian Christian Secular Party,UDAIA KUMAR MUSUKU,,,,2852,,,,1244926
Guntur,2014,Andhra Pradesh,Great India Party,DR. KOUTHARAPU RAVINDRA,,,,2594,,,,1244926
Guntur,2014,Andhra Pradesh,Aam Aadmi Party,KATA VEERA VARA PRASAD,,,,2344,,,,1244926
Guntur,2014,Andhra Pradesh,Pyramid Party of India,ABBURI KOTESWARA RAO,,,,1636,,,,1244926
Guntur,2014,Andhra Pradesh,Navodyam Party,EMANI CHANDRA SEKHAR RAO,,,,1455,,,,1244926
Guntur,2014,Andhra Pradesh,Independent,BITRA VENKATA SIVANNARAYANA,,,,1169,,,,1244926
Guntur,2014,Andhra Pradesh,Independent,ARUDALA VENKATESWARA RAO,,,,908,,,,1244926
Guntur,2014,Andhra Pradesh,None of the Above,None of the Above,,,,7596,,,,1244926
Narasaraopet,2014,Andhra Pradesh,Telugu Desam,SAMBASIVA RAO RAYAPATI,,,,632464,,,,1282058
Narasaraopet,2014,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,AYODHYA RAMIREDDY ALLA,,,,597184,,,,1282058
Narasaraopet,2014,Andhra Pradesh,Indian National Congress,KONDAPALLI VENKATESWARLU,,,,22943,,,,1282058
Narasaraopet,2014,Andhra Pradesh,Pyramid Party of India,AKKI REDDY BHIMANADULA,,,,7032,,,,1282058
