pc,year,state,party,name,sex,age,category,votes,electors,rank,color,polled_votes
Bathinda,2014,Punjab,Akhil Bharatiya Shivsena Rashtrawadi,GEETA RANI,,,,4380,,,,1176767
Bathinda,2014,Punjab,Independent,SANJEEV KUMAR THAPAR,,,,2833,,,,1176767
Bathinda,2014,Punjab,Bahujan Samaj Party  (Ambedkar),MAKHAN LAL,,,,2587,,,,1176767
Bathinda,2014,Punjab,Independent,VIJAY KUMAR,,,,2258,,,,1176767
Bathinda,2014,Punjab,Independent,SWARAN SINGH,,,,2077,,,,1176767
Bathinda,2014,Punjab,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),RAJINDER SINGH,,,,1960,,,,1176767
Bathinda,2014,Punjab,Shivsena,NAVNEET,,,,1893,,,,1176767
Bathinda,2014,Punjab,Independent,JAGDEEP SINGH GEHRI,,,,1665,,,,1176767
Bathinda,2014,Punjab,Independent,BHUPESH KUMAR,,,,1487,,,,1176767
Bathinda,2014,Punjab,Indian Krantikari Lehar,GURDEEP SINGH,,,,1404,,,,1176767
Bathinda,2014,Punjab,Punjab Labour Party,GURMEET SINGH RANGHRETA,,,,1386,,,,1176767
Bathinda,2014,Punjab,Independent,SUSHIL KUMAR JINDAL,,,,1330,,,,1176767
Bathinda,2014,Punjab,Nav Bharat Democratic Party,JAGDISH RAI SHARMA,,,,1248,,,,1176767
Bathinda,2014,Punjab,Bahujan Mukti Party,SUKHWINDER SINGH,,,,1086,,,,1176767
Bathinda,2014,Punjab,Independent,DYAL CHAND,,,,955,,,,1176767
Bathinda,2014,Punjab,Janral Samaj Party,SURESH KUMAR GOYAL,,,,944,,,,1176767
Bathinda,2014,Punjab,Independent,KARTAR SINGH,,,,916,,,,1176767
Bathinda,2014,Punjab,Independent,GURCHARAN SINGH,,,,820,,,,1176767
Bathinda,2014,Punjab,Independent,JASPAL SINGH,,,,703,,,,1176767
Bathinda,2014,Punjab,Independent,JAGDEEP SINGH,,,,668,,,,1176767
Bathinda,2014,Punjab,None of the Above,None of the Above,,,,4701,,,,1176767
Sangrur,2014,Punjab,Aam Aadmi Party,BHAGWANT MANN,,,,533237,,,,1099467
Sangrur,2014,Punjab,Shiromani Akali Dal,SUKHDEV SINGH DHINDSA,,,,321516,,,,1099467
Sangrur,2014,Punjab,Indian National Congress,VIJAY INDER SINGLA,,,,181410,,,,1099467
Sangrur,2014,Punjab,Bahujan Samaj Party,MADAN BHATTI,,,,8408,,,,1099467
Sangrur,2014,Punjab,Communist Party of India,SUKHDEV RAM SHARMA,,,,6934,,,,1099467
Sangrur,2014,Punjab,Independent,JOTI DEVAJI ANSUIA,,,,6831,,,,1099467
Sangrur,2014,Punjab,Communist Party of India (Marxist-Leninist) Red Star,JIT SINGH,,,,5879,,,,1099467
Sangrur,2014,Punjab,Independent,BIJENDER,,,,5395,,,,1099467
Sangrur,2014,Punjab,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),KARNAIL SINGH,,,,4127,,,,1099467
Sangrur,2014,Punjab,Communist Party of India  (Marxist),JOGINDER SINGH AULAKH,,,,3315,,,,1099467
Sangrur,2014,Punjab,Independent,DHARAM SINGH,,,,3292,,,,1099467
Sangrur,2014,Punjab,Communist Party of India  (Marxist-Leninist)  (Liberation),GURPREET SINGH,,,,2746,,,,1099467
Sangrur,2014,Punjab,Independent,BHAGWANT SINGH,,,,2334,,,,1099467
Sangrur,2014,Punjab,Indian Union Muslim League,MAHMOOD AHMED THIND,,,,2261,,,,1099467
Sangrur,2014,Punjab,Independent,MANOJ KUMAR,,,,1854,,,,1099467
Sangrur,2014,Punjab,Independent,KARAM SINGH,,,,1599,,,,1099467
Sangrur,2014,Punjab,Bahujan Mukti Party,JASWANT SINGH,,,,1556,,,,1099467
Sangrur,2014,Punjab,Independent,HARINDER KUMAR,,,,1485,,,,1099467
Sangrur,2014,Punjab,Independent,SUKHDEV SINGH,,,,1233,,,,1099467
Sangrur,2014,Punjab,Democratic Bharatiya Samaj Party,GURDEEP SINGH,,,,1069,,,,1099467
Sangrur,2014,Punjab,Independent,PARVEEN KAUR,,,,798,,,,1099467
Sangrur,2014,Punjab,None of the Above,None of the Above,,,,2188,,,,1099467
Patiala,2014,Punjab,Aam Aadmi Party,DR. DHARAM VIRA GANDHI,,,,365671,,,,1120933
Patiala,2014,Punjab,Indian National Congress,PRENEET KAUR,,,,344729,,,,1120933
Patiala,2014,Punjab,Shiromani Akali Dal,DEEPINDER SINGH DHILLON,,,,340109,,,,1120933
Patiala,2014,Punjab,Independent,BIBI KAMALDEEP KAUR RAJOANA,,,,15313,,,,1120933
Patiala,2014,Punjab,Bahujan Samaj Party,RAM SINGH DHIMAN,,,,13014,,,,1120933
Patiala,2014,Punjab,Communist Party of India,NIRMAL SINGH DHALIWAL,,,,8537,,,,1120933
Patiala,2014,Punjab,Independent,PARVESH BHATEJA,,,,4915,,,,1120933
Patiala,2014,Punjab,Independent,PARVEEN KUMAR,,,,4089,,,,1120933
Patiala,2014,Punjab,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),MOHINDER PAL SINGH,,,,2773,,,,1120933
Patiala,2014,Punjab,Independent,RAMISHER SINGH BILLA,,,,2625,,,,1120933
Patiala,2014,Punjab,Bahujan Samaj Party  (Ambedkar),GURPREET SINGH,,,,2378,,,,1120933
Patiala,2014,Punjab,Shivsena,HARISH KUMAR,,,,2325,,,,1120933
Patiala,2014,Punjab,Independent,GURBHEJ SINGH,,,,2217,,,,1120933
Patiala,2014,Punjab,Bharatiya Gaon Taj Dal,RANJIT KAUR,,,,2178,,,,1120933
Patiala,2014,Punjab,Independent,RAJINDER SINGH PAWAR,,,,1625,,,,1120933
Patiala,2014,Punjab,Independent,DHARAM PAL,,,,1271,,,,1120933
Patiala,2014,Punjab,Bahujan Mukti Party,RANDHIR SINGH,,,,1234,,,,1120933
Patiala,2014,Punjab,Bharatiya Sant Mat Party,RAVINDER SINGH,,,,1177,,,,1120933
Patiala,2014,Punjab,New All India Congress Party,AMRIK SINGH,,,,936,,,,1120933
Patiala,2014,Punjab,Independent,LAKHWINDER SINGH MALHI,,,,809,,,,1120933
Patiala,2014,Punjab,None of the Above,None of the Above,,,,3008,,,,1120933
Ganganagar,2014,Rajasthan,Bharatiya Janata Party,NIHALCHAND,,,,658130,,,,1256806
Ganganagar,2014,Rajasthan,Indian National Congress,MASTER BHANWARLAL MEGHWAL,,,,366389,,,,1256806
Ganganagar,2014,Rajasthan,National Unionist Zamindara Party,SHIMLA DEVI NAYAK (ADVOCATE),,,,106585,,,,1256806
Ganganagar,2014,Rajasthan,Aam Aadmi Party,DR. BALKRISHAN BAWARI,,,,40016,,,,1256806
Ganganagar,2014,Rajasthan,Communist Party of India  (Marxist),PALARAM,,,,14944,,,,1256806
Ganganagar,2014,Rajasthan,Independent,DULICHAND MEGHWAL,,,,11981,,,,1256806
Ganganagar,2014,Rajasthan,Independent,BALRAJ BAWARI,,,,8788,,,,1256806
Ganganagar,2014,Rajasthan,Bahujan Mukti Party,AMAR SINGH,,,,6686,,,,1256806
Ganganagar,2014,Rajasthan,Bharatiya Sant Mat Party,BALWANT SINGH HARIYALA,,,,5364,,,,1256806
Ganganagar,2014,Rajasthan,Prabuddha Republican Party,DR. PALUSKAR K. T.,,,,5232,,,,1256806
Ganganagar,2014,Rajasthan,All India Trinamool Congress,ADVOCATE KARTAR SINGH BAINS,,,,5025,,,,1256806
Ganganagar,2014,Rajasthan,Independent,TITAR SINGH,,,,3924,,,,1256806
Ganganagar,2014,Rajasthan,Independent,OM PARKASH,,,,3750,,,,1256806
Ganganagar,2014,Rajasthan,Lok Dal,SUNIL BHADRAWAL,,,,3729,,,,1256806
Ganganagar,2014,Rajasthan,Jai Maha Bharath Party,JASVINDER SINGH,,,,3395,,,,1256806
Ganganagar,2014,Rajasthan,Independent,KUMBHA RAM,,,,3007,,,,1256806
Ganganagar,2014,Rajasthan,Rajasthan Vikas Party,HETRAM,,,,2943,,,,1256806
Ganganagar,2014,Rajasthan,None of the Above,None of the Above,,,,6918,,,,1256806
Bikaner,2014,Rajasthan,Bharatiya Janata Party,ARJUN RAM MEGHWAL,,,,584932,,,,929751
Bikaner,2014,Rajasthan,Indian National Congress,ER. SHANKAR PANNU,,,,276853,,,,929751
Bikaner,2014,Rajasthan,National Unionist Zamindara Party,MANGILAL NAYAK,,,,16839,,,,929751
Bikaner,2014,Rajasthan,Aam Aadmi Party,DR. GAURI SHANKER DAABI,,,,14148,,,,929751
Bikaner,2014,Rajasthan,Bahujan Samaj Party,BHANWAR LAL,,,,11387,,,,929751
Bikaner,2014,Rajasthan,Independent,JAGDISH KUMAR NAYAK,,,,5164,,,,929751
Bikaner,2014,Rajasthan,Independent,GOPAL BALMIKI,,,,4398,,,,929751
Bikaner,2014,Rajasthan,Bahujan Mukti Party,RAM RATAN MEGHWAL,,,,2538,,,,929751
Bikaner,2014,Rajasthan,None of the Above,None of the Above,,,,13492,,,,929751
Churu,2014,Rajasthan,Bharatiya Janata Party,RAHUL KASWAN,,,,595756,,,,1131104
Churu,2014,Rajasthan,Bahujan Samaj Party,ABHINESH MAHARSHI,,,,301017,,,,1131104
Churu,2014,Rajasthan,Indian National Congress,PRATAP SINGH,,,,176912,,,,1131104
Churu,2014,Rajasthan,Aam Aadmi Party,KRISHAN KUMAR SARAN,,,,13977,,,,1131104
Churu,2014,Rajasthan,Communist Party of India  (Marxist),INDRASINGH JAT,,,,10778,,,,1131104
Churu,2014,Rajasthan,Independent,SALIM GUJAR,,,,4018,,,,1131104
Churu,2014,Rajasthan,All India Trinamool Congress,GORDHAN SARSWAT,,,,3991,,,,1131104
Churu,2014,Rajasthan,Independent,RAJPAL,,,,3727,,,,1131104
Churu,2014,Rajasthan,Independent,AJAY KUMAR,,,,2938,,,,1131104
Churu,2014,Rajasthan,Bharatiya Sant Mat Party,SYOPAT RAM,,,,2330,,,,1131104
Churu,2014,Rajasthan,Bahujan Sangharshh Dal,MOHAMMAD ALI KHAN,,,,2313,,,,1131104
Churu,2014,Rajasthan,Bahujan Mukti Party,TORURAM MEGHWAL,,,,2054,,,,1131104
Churu,2014,Rajasthan,None of the Above,None of the Above,,,,11293,,,,1131104
Jhunjhunu,2014,Rajasthan,Bharatiya Janata Party,SANTOSH AHLAWAT,,,,488182,,,,1006465
Jhunjhunu,2014,Rajasthan,Indian National Congress,RAJ BALA OLA,,,,254347,,,,1006465
Jhunjhunu,2014,Rajasthan,Independent,DR. RAJKUMAR SHARMA,,,,206288,,,,1006465
Jhunjhunu,2014,Rajasthan,Independent,RAJBALA,,,,11740,,,,1006465
Jhunjhunu,2014,Rajasthan,Bahujan Samaj Party,RAHISA BANO,,,,10423,,,,1006465
Jhunjhunu,2014,Rajasthan,Aam Aadmi Party,GENERAL R S KADYAN,,,,10386,,,,1006465
Jhunjhunu,2014,Rajasthan,Megh Desham Party,URMILA,,,,5581,,,,1006465
Jhunjhunu,2014,Rajasthan,All India Trinamool Congress,BHUDAR MAL,,,,2979,,,,1006465
Jhunjhunu,2014,Rajasthan,Independent,MAHABEER PRASAD KUMAWAT,,,,2932,,,,1006465
Jhunjhunu,2014,Rajasthan,Communist Party of India  (Marxist-Leninist)  (Liberation),OM PRAKASH JHARODA,,,,2506,,,,1006465
Jhunjhunu,2014,Rajasthan,Bharatiya Sant Mat Party,BHAN SINGH,,,,1885,,,,1006465
Jhunjhunu,2014,Rajasthan,Independent,PRAVEEN KUMAR,,,,1178,,,,1006465
Jhunjhunu,2014,Rajasthan,None of the Above,None of the Above,,,,8038,,,,1006465
Sikar,2014,Rajasthan,Bharatiya Janata Party,SUMEDHANAND SARASWATI,,,,499428,,,,1065750
Sikar,2014,Rajasthan,Indian National Congress,PRATAP SINGH JAT,,,,260232,,,,1065750
Sikar,2014,Rajasthan,Independent,SUBHASH MAHARIA,,,,188841,,,,1065750
Sikar,2014,Rajasthan,Communist Party of India  (Marxist),AMARA RAM,,,,53134,,,,1065750
Sikar,2014,Rajasthan,Aam Aadmi Party,MAJOR SURENDRA KUMAR PUNIA,,,,15666,,,,1065750
Sikar,2014,Rajasthan,Independent,PRATAP SINGH,,,,10666,,,,1065750
Sikar,2014,Rajasthan,Independent,AJAYPAL,,,,7036,,,,1065750
Sikar,2014,Rajasthan,Akhil Bharat Hindu Mahasabha,SWAMI BHAGIRATH SINGH KHARRANTE BHADHADAR,,,,5387,,,,1065750
Sikar,2014,Rajasthan,Independent,DULI CHAND KUMAWAT,,,,4375,,,,1065750
Sikar,2014,Rajasthan,Bahujan Samaj Party,GULAM NABI AZAD,,,,4112,,,,1065750
Sikar,2014,Rajasthan,Independent,SURENDRA KUMAR PHULWARIYA,,,,3633,,,,1065750
Sikar,2014,Rajasthan,Independent,KANHAIYA LAL BALAI,,,,2169,,,,1065750
Sikar,2014,Rajasthan,Bhartiya Party,RAMESH SHARMA,,,,1635,,,,1065750
Sikar,2014,Rajasthan,Jago Party,SATISH KUMAR SHARMA,,,,1058,,,,1065750
Sikar,2014,Rajasthan,Jai Maha Bharath Party,VIMAL INDORIA,,,,968,,,,1065750
Sikar,2014,Rajasthan,None of the Above,None of the Above,,,,7410,,,,1065750
Jaipur Rural,2014,Rajasthan,Bharatiya Janata Party,RAJYAVARDHAN SINGH RATHORE,,,,632930,,,,1013691
Jaipur Rural,2014,Rajasthan,Indian National Congress,DR. C.P. JOSHI,,,,300034,,,,1013691
Jaipur Rural,2014,Rajasthan,National Peoples Party,NAVIN PILANIA,,,,31617,,,,1013691
Jaipur Rural,2014,Rajasthan,Independent,KAMAL  KUMAR  GAUR,,,,9480,,,,1013691
Jaipur Rural,2014,Rajasthan,Aam Aadmi Party,ANIL KUMAR,,,,6917,,,,1013691
Jaipur Rural,2014,Rajasthan,Jago Party,AJAY KUMAR SHARMA,,,,5774,,,,1013691
Jaipur Rural,2014,Rajasthan,Independent,DR. OM SINGH MEENA,,,,4520,,,,1013691
Jaipur Rural,2014,Rajasthan,Lok Shakti,SHAYAM SINGH RATHORE,,,,3722,,,,1013691
Jaipur Rural,2014,Rajasthan,Ambedkarite Party of India,TEK CHAND SONWAL,,,,3047,,,,1013691
Jaipur Rural,2014,Rajasthan,Samajwadi Party,DHIRAJ GURJAR,,,,1412,,,,1013691
Jaipur Rural,2014,Rajasthan,Lok Dal,JAGDISH PRASAD,,,,1378,,,,1013691
Jaipur Rural,2014,Rajasthan,Bharat Nav Nirman Party,NARAYAN LAL PARIHAR,,,,1327,,,,1013691
Jaipur Rural,2014,Rajasthan,None of the Above,None of the Above,,,,11533,,,,1013691
Jaipur,2014,Rajasthan,Bharatiya Janata Party,RAMCHARAN BOHARA,,,,863358,,,,1296806
Jaipur,2014,Rajasthan,Indian National Congress,DR. MAHESH JOSHI,,,,324013,,,,1296806
Jaipur,2014,Rajasthan,Aam Aadmi Party,DR. VIRENDRA SINGH,,,,55118,,,,1296806
Jaipur,2014,Rajasthan,Communist Party of India,D.K. (DEV KRISHAN) CHHANGANI,,,,15597,,,,1296806
Jaipur,2014,Rajasthan,Bahujan Samaj Party,FAROOQ SHAH,,,,5193,,,,1296806
Jaipur,2014,Rajasthan,Independent,HAFIZ KHAN WARASI,,,,5020,,,,1296806
Jaipur,2014,Rajasthan,Independent,MUNNA DASS DABODIA,,,,4856,,,,1296806
Jaipur,2014,Rajasthan,Jago Party,ANIL KUMAR SHARMA,,,,4599,,,,1296806
Jaipur,2014,Rajasthan,Independent,RAM SINGH RAJ,,,,2072,,,,1296806
Jaipur,2014,Rajasthan,Independent,PAWAN SINGH SHEKHAWAT,,,,1987,,,,1296806
Jaipur,2014,Rajasthan,Ambedkarite Party of India,RAJU LAL BAIRWA,,,,1899,,,,1296806
Jaipur,2014,Rajasthan,National Unionist Zamindara Party,NEERU AGARWAL,,,,1566,,,,1296806
Jaipur,2014,Rajasthan,Rashtriya Ulama Council,ABDUL AZIZ BHARTIYA,,,,1103,,,,1296806
Jaipur,2014,Rajasthan,Indian Peoples Green Party,DR. TANMAY,,,,893,,,,1296806
Jaipur,2014,Rajasthan,All India Forward Bloc,IFTEKAR QURISHI,,,,621,,,,1296806
Jaipur,2014,Rajasthan,Hindustan Janta Party,KAILASH CHAND SAINI,,,,566,,,,1296806
Jaipur,2014,Rajasthan,None of the Above,None of the Above,,,,8345,,,,1296806
Alwar,2014,Rajasthan,Bharatiya Janata Party,CHAND NATH,,,,642278,,,,1062305
Alwar,2014,Rajasthan,Indian National Congress,BHANWAR JITENDRA SINGH,,,,358383,,,,1062305
Alwar,2014,Rajasthan,Bahujan Samaj Party,AZAD HUSAIN,,,,19483,,,,1062305
Alwar,2014,Rajasthan,Aam Aadmi Party,DR VIRENDRA VIDROHI,,,,8517,,,,1062305
Alwar,2014,Rajasthan,Independent,HARI SINGH SHARMA,,,,3672,,,,1062305
Alwar,2014,Rajasthan,Ambedkarite Party of India,DR. DASHRATH KUMAR HINUNIA,,,,3612,,,,1062305
Alwar,2014,Rajasthan,Independent,HARIPRASAD,,,,3580,,,,1062305
Alwar,2014,Rajasthan,Naya Daur Party,ARUN KUMAR ROOPAK,,,,3412,,,,1062305
Alwar,2014,Rajasthan,Independent,JAGDISH PRASAD BAIRWA,,,,3390,,,,1062305
Alwar,2014,Rajasthan,Independent,KISHAN LAL,,,,2572,,,,1062305
Alwar,2014,Rajasthan,All India Trinamool Congress,MURSHID AHMED,,,,2160,,,,1062305
Alwar,2014,Rajasthan,Jago Party,SURESH SHARMA,,,,2104,,,,1062305
Alwar,2014,Rajasthan,Samajwadi Party,VIRJANAND,,,,1845,,,,1062305
Alwar,2014,Rajasthan,Independent,RAMESH PANVAL,,,,1227,,,,1062305
Alwar,2014,Rajasthan,Bharatiya Yuva Shakti,KHAIM CHAND,,,,1187,,,,1062305
Alwar,2014,Rajasthan,Bahujan Mukti Party,KHOOBRAJ NEERAJ,,,,702,,,,1062305
Alwar,2014,Rajasthan,Socialist Party (India),CHAUDHARY NASRUDEEN TANWAR,,,,662,,,,1062305
Alwar,2014,Rajasthan,Akhil Bharatiya Congress Dal (Ambedkar),MANGURAM SAIN,,,,566,,,,1062305
Alwar,2014,Rajasthan,Jai Maha Bharath Party,NISHAR AHMED,,,,441,,,,1062305
Alwar,2014,Rajasthan,None of the Above,None of the Above,,,,2512,,,,1062305
BHARATPUR,2014,Rajasthan,Bharatiya Janata Party,BAHADUR SINGH,,,,579825,,,,962432
BHARATPUR,2014,Rajasthan,Indian National Congress,DR.SURESH JATAV,,,,334357,,,,962432
BHARATPUR,2014,Rajasthan,Bahujan Samaj Party,MAHENDAR KUMAR JATAV,,,,22090,,,,962432
BHARATPUR,2014,Rajasthan,Aam Aadmi Party,GOPAL PAHARIA,,,,7013,,,,962432
BHARATPUR,2014,Rajasthan,Rajasthan Vikas Party,AMAR CHAND POHIYA,,,,3969,,,,962432
BHARATPUR,2014,Rajasthan,Independent,SHEETAL JATAV,,,,2071,,,,962432
BHARATPUR,2014,Rajasthan,All India Trinamool Congress,VIMLA UMAR,,,,1792,,,,962432
BHARATPUR,2014,Rajasthan,Independent,MAMRAJ,,,,1787,,,,962432
BHARATPUR,2014,Rajasthan,Independent,MADHURI PUSHKAR,,,,1187,,,,962432
BHARATPUR,2014,Rajasthan,Indian Peoples Green Party,LAKHAN SINGH,,,,960,,,,962432
BHARATPUR,2014,Rajasthan,Independent,PREM CHAND DHAMANI,,,,835,,,,962432
BHARATPUR,2014,Rajasthan,Independent,GHISU LAL,,,,611,,,,962432
BHARATPUR,2014,Rajasthan,None of the Above,None of the Above,,,,5935,,,,962432
KARAULI-DHOLPUR,2014,Rajasthan,Bharatiya Janata Party,MANOJ RAJORIA,,,,402407,,,,845941
KARAULI-DHOLPUR,2014,Rajasthan,Indian National Congress,LAKKHIRAM,,,,375191,,,,845941
KARAULI-DHOLPUR,2014,Rajasthan,Bahujan Samaj Party,G.R.BARUA,,,,25150,,,,845941
KARAULI-DHOLPUR,2014,Rajasthan,National Peoples Party,RAM SINGH,,,,9458,,,,845941
KARAULI-DHOLPUR,2014,Rajasthan,All India Trinamool Congress,KAMAL SINGH,,,,7286,,,,845941
KARAULI-DHOLPUR,2014,Rajasthan,Independent,LAXMIKANT,,,,4767,,,,845941
KARAULI-DHOLPUR,2014,Rajasthan,Aam Aadmi Party,GHANSHYAM,,,,3726,,,,845941
KARAULI-DHOLPUR,2014,Rajasthan,Independent,KISHOR KUMAR,,,,3376,,,,845941
KARAULI-DHOLPUR,2014,Rajasthan,Independent,KANCHAN BAI,,,,3014,,,,845941
KARAULI-DHOLPUR,2014,Rajasthan,Bharatiya Yuva Shakti,RAMESH,,,,1629,,,,845941
KARAULI-DHOLPUR,2014,Rajasthan,Independent,ASHOK KUMAR,,,,1385,,,,845941
KARAULI-DHOLPUR,2014,Rajasthan,Jago Party,PHOOLSINGH,,,,951,,,,845941
KARAULI-DHOLPUR,2014,Rajasthan,Jai Maha Bharath Party,SHRELAL KHARE,,,,922,,,,845941
KARAULI-DHOLPUR,2014,Rajasthan,Socialist Party (India),DHANRAJ BAIRWA,,,,745,,,,845941
KARAULI-DHOLPUR,2014,Rajasthan,None of the Above,None of the Above,,,,5934,,,,845941
Dausa,2014,Rajasthan,Bharatiya Janata Party,HARISH CHANDRA MEENA,,,,315059,,,,930492
Dausa,2014,Rajasthan,National Peoples Party,DR. KIRODI LAL,,,,269655,,,,930492
Dausa,2014,Rajasthan,Indian National Congress,NAMONARAIN MEENA,,,,181272,,,,930492
Dausa,2014,Rajasthan,Independent,SHIV PAL GURJAR,,,,82549,,,,930492
Dausa,2014,Rajasthan,Independent,BIMLA DEVI MEENA,,,,20037,,,,930492
Dausa,2014,Rajasthan,Independent,ANJU DEVI DHANKA,,,,16935,,,,930492
Dausa,2014,Rajasthan,Bahujan Samaj Party,CHANDU LAL MEENA (GEROTA),,,,15303,,,,930492
Dausa,2014,Rajasthan,Independent,DR. NASEEM GURJAR,,,,5792,,,,930492
Dausa,2014,Rajasthan,Bharatiya Yuva Shakti,KHEMRAJ MEENA,,,,4297,,,,930492
Dausa,2014,Rajasthan,Aam Aadmi Party,DR. SANJEET KUMAR DHANKA,,,,3202,,,,930492
Dausa,2014,Rajasthan,Independent,ANJALI BHADANA,,,,3072,,,,930492
Dausa,2014,Rajasthan,Samajwadi Party,SURAJ BHAN DHANKA,,,,2357,,,,930492
Dausa,2014,Rajasthan,Indian Peoples Green Party,DHARMI GHUNAWAT,,,,1635,,,,930492
Dausa,2014,Rajasthan,Socialist Party (India),RUKMANI MEENA JHAKHIWAL,,,,917,,,,930492
Dausa,2014,Rajasthan,None of the Above,None of the Above,,,,8410,,,,930492
TONK-SAWAI MADHOPUR,2014,Rajasthan,Bharatiya Janata Party,SUKHBIR SINGH JAUNAPURIA,,,,548179,,,,1043040
TONK-SAWAI MADHOPUR,2014,Rajasthan,Indian National Congress,MOHAMMED AZHARUDDIN,,,,412868,,,,1043040
TONK-SAWAI MADHOPUR,2014,Rajasthan,National Peoples Party,JAGMOHAN MEENA,,,,14600,,,,1043040
TONK-SAWAI MADHOPUR,2014,Rajasthan,Independent,MAKKHAN,,,,10515,,,,1043040
TONK-SAWAI MADHOPUR,2014,Rajasthan,Bahujan Samaj Party,SURESH,,,,10392,,,,1043040
TONK-SAWAI MADHOPUR,2014,Rajasthan,Independent,BABULAL JANGID,,,,7195,,,,1043040
TONK-SAWAI MADHOPUR,2014,Rajasthan,Independent,CHANDAN LAL MEENA,,,,6522,,,,1043040
TONK-SAWAI MADHOPUR,2014,Rajasthan,Independent,RAM PARKASH,,,,6177,,,,1043040
TONK-SAWAI MADHOPUR,2014,Rajasthan,Independent,GOVIND PRASAD,,,,3125,,,,1043040
TONK-SAWAI MADHOPUR,2014,Rajasthan,Aam Aadmi Party,MUKESH,,,,2665,,,,1043040
TONK-SAWAI MADHOPUR,2014,Rajasthan,awami aamjan party,VARIS ALI,,,,2361,,,,1043040
TONK-SAWAI MADHOPUR,2014,Rajasthan,Jai Maha Bharath Party,DINESH SAINI,,,,2205,,,,1043040
TONK-SAWAI MADHOPUR,2014,Rajasthan,All India Trinamool Congress,DINESH,,,,2147,,,,1043040
TONK-SAWAI MADHOPUR,2014,Rajasthan,Independent,KORI LAL,,,,1924,,,,1043040
TONK-SAWAI MADHOPUR,2014,Rajasthan,Independent,KAMAL KUMAR DHOBI,,,,1723,,,,1043040
TONK-SAWAI MADHOPUR,2014,Rajasthan,Independent,SAMPATTI BAI ALIAS SUNITA VERMA,,,,1611,,,,1043040
TONK-SAWAI MADHOPUR,2014,Rajasthan,Independent,SIYA RAM,,,,1104,,,,1043040
TONK-SAWAI MADHOPUR,2014,Rajasthan,Independent,HARI RAM,,,,1045,,,,1043040
TONK-SAWAI MADHOPUR,2014,Rajasthan,Naya Daur Party,RAM HANS,,,,867,,,,1043040
TONK-SAWAI MADHOPUR,2014,Rajasthan,Lok Dal,RAMESH CHAND,,,,751,,,,1043040
TONK-SAWAI MADHOPUR,2014,Rajasthan,Socialist Party (India),BHAR SINGH,,,,701,,,,1043040
TONK-SAWAI MADHOPUR,2014,Rajasthan,Rashtriya Ahinsa Manch,BAJARANG LAL,,,,699,,,,1043040
TONK-SAWAI MADHOPUR,2014,Rajasthan,None of the Above,None of the Above,,,,3664,,,,1043040
Ajmer,2014,Rajasthan,Bharatiya Janata Party,SANWAR LAL JAT,,,,637874,,,,1156314
Ajmer,2014,Rajasthan,Indian National Congress,SACHIN PILOT,,,,465891,,,,1156314
Ajmer,2014,Rajasthan,Nationalist Congress Party,SANWAR LAL,,,,12149,,,,1156314
Ajmer,2014,Rajasthan,Bahujan Samaj Party,JAGDISH,,,,7974,,,,1156314
Ajmer,2014,Rajasthan,Independent,SURENDRA KUMAR JAIN,,,,5184,,,,1156314
Ajmer,2014,Rajasthan,Independent,BHANWAR LAL SONI,,,,4970,,,,1156314
Ajmer,2014,Rajasthan,Independent,NARAIN DAS SINDHI,,,,3518,,,,1156314
Ajmer,2014,Rajasthan,Akhil Bharat Hindu Mahasabha,MUKUL MISHRA,,,,1869,,,,1156314
Ajmer,2014,Rajasthan,Independent,JAGDISH SINGH RAWAT,,,,1374,,,,1156314
Ajmer,2014,Rajasthan,Akhil Bhartiya Aamjan Party,RAMLAL,,,,1040,,,,1156314
Ajmer,2014,Rajasthan,Independent,KRISHNA KUMAR DADHICH,,,,1015,,,,1156314
Ajmer,2014,Rajasthan,Independent,ANITA JAIN,,,,910,,,,1156314
Ajmer,2014,Rajasthan,None of the Above,None of the Above,,,,12546,,,,1156314
Nagaur,2014,Rajasthan,Bharatiya Janata Party,C R CHOUDHARY,,,,414791,,,,1004019
Nagaur,2014,Rajasthan,Indian National Congress,DR JYOTI MIRDHA,,,,339573,,,,1004019
Nagaur,2014,Rajasthan,Independent,HANUMAN BENIWAL,,,,159980,,,,1004019
Nagaur,2014,Rajasthan,Independent,CHHOTURAM,,,,15234,,,,1004019
Nagaur,2014,Rajasthan,Bahujan Sangharshh Dal,HARIRAM MEHRADA,,,,11352,,,,1004019
Nagaur,2014,Rajasthan,Bahujan Samaj Party,ABDUL AZIZ,,,,11239,,,,1004019
Nagaur,2014,Rajasthan,Independent,HARIRAM,,,,8658,,,,1004019
Nagaur,2014,Rajasthan,Samajwadi Party,AYUB KHAN,,,,7300,,,,1004019
Nagaur,2014,Rajasthan,All India Trinamool Congress,BHANWAR SINGH RATHORE,,,,5776,,,,1004019
Nagaur,2014,Rajasthan,Independent,SUNIL,,,,5251,,,,1004019
Nagaur,2014,Rajasthan,AARAKSHAN VIRODHI PARTY,NEMICHAND,,,,4372,,,,1004019
Nagaur,2014,Rajasthan,Independent,MULARAM,,,,4332,,,,1004019
Nagaur,2014,Rajasthan,Aam Aadmi Party,HANUMANRAM,,,,3976,,,,1004019
