#,AC_NAME,AC_NO,Deposit Threshold,EVM Votes,Migrant Votes,Migrant Votes ,NAME,O.S.N.,party_code,Polled_Votes,Postal Votes,Rank,ST_CD,ST_NAME,State-code,VOTES,Vote %,YEAR,color_code,PARTY,polled_votes,vote_percent
5,Adilabad,1,0,8005,0,0,KUMRAM VANDANA,4,Nava Praja Rajyam Party,1063730,2,5,S29,Telangana,S29,8007,0.752728606,2019,#363636,NPRP,1063730,0.75
8,Adilabad,1,0,5233,0,0,Dharavath Narendhar Naik,5,Janasena Party,1063730,8,8,S29,Telangana,S29,5241,0.492700215,2019,#D22215,JP,1063730,0.49
12,Adilabad,1,0,2702,0,0,Pawar Krishna,6,Rashtriya Jankranti Party,1063730,3,12,S29,Telangana,S29,2705,0.254293853,2019,,,1063730,0.25
6,Adilabad,1,0,6833,0,0,Bheemrao,7,Ambedkarite Party of India,1063730,4,6,S29,Telangana,S29,6837,0.642738289,2019,#363636,API,1063730,0.64
11,Adilabad,1,0,3019,0,0,Aare Ellanna,8,Independent,1063730,0,11,S29,Telangana,S29,3019,0.283812622,2019,#CEB58C,IND,1063730,0.28
10,Adilabad,1,0,4388,0,0,Kumra Raju,9,Independent,1063730,0,10,S29,Telangana,S29,4388,0.412510694,2019,#CEB58C,IND,1063730,0.41
9,Adilabad,1,0,4548,0,0,Ganta Pentanna,10,Independent,1063730,0,9,S29,Telangana,S29,4548,0.427552104,2019,#CEB58C,IND,1063730,0.43
7,Adilabad,1,0,5523,0,0,Nethavath Ramdas,11,Independent,1063730,0,7,S29,Telangana,S29,5523,0.519210702,2019,#CEB58C,IND,1063730,0.52
4,Adilabad,1,0,13030,0,0,NOTA,12,None of the Above,1063730,6,4,S29,Telangana,S29,13036,1.225498952,2019,#DDD1CA,NOTA,1063730,1.23
2,Peddapalle,2,1,345955,0,0,Agam Chandrasekhar,1,Indian National Congress,970051,186,2,S29,Telangana,S29,346141,35.68276307,2019,#3498DB,INC,970051,35.68
3,Peddapalle,2,0,92305,0,0,S.Kumar,2,Bharatiya Janata Party,970051,301,3,S29,Telangana,S29,92606,9.546508379,2019,#ff7f0e,BJP,970051,9.55
5,Peddapalle,2,0,10194,0,0,Bala Kalyan Panja,3,Bahujan Samaj Party,970051,9,5,S29,Telangana,S29,10203,1.051800369,2019,#22409A,BSP,970051,1.05
1,Peddapalle,2,1,441007,0,0,Venkatesh Netha Borlakunta,4,Telangana Rashtra Samithi,970051,314,1,S29,Telangana,S29,441321,45.49461832,2019,#E67CC4,TRS,970051,45.49
12,Peddapalle,2,0,4044,0,0,Erugurala Bhagyalaxmi,5,Pyramid Party of India,970051,11,12,S29,Telangana,S29,4055,0.418019259,2019,#363636,PPI,970051,0.42
14,Peddapalle,2,0,3501,0,0,S. Krishna,6,Secular Democratic Congress,970051,0,14,S29,Telangana,S29,3501,0.360908859,2019,,,970051,0.36
18,Peddapalle,2,0,1965,0,0,Thadem Raju,7,India Praja Bandhu Party,970051,0,18,S29,Telangana,S29,1965,0.202566669,2019,#363636,IPBP,970051,0.2
15,Peddapalle,2,0,2597,0,0,Velthuru Mallaiah,8,Republican Party of India (Khobragade),970051,1,15,S29,Telangana,S29,2598,0.26782097,2019,#363636,RPI(K),970051,0.27
9,Peddapalle,2,0,6814,0,0,Sabbani Krishna,9,Marxist Communist Party of India (United),970051,4,9,S29,Telangana,S29,6818,0.702849644,2019,#363636,MCPI,970051,0.7
17,Peddapalle,2,0,2215,0,0,Sankenapalli Devadas,10,Anti Corruption Dynamic Party,970051,0,17,S29,Telangana,S29,2215,0.22833851,2019,#363636,ACDP,970051,0.23
16,Peddapalle,2,0,2459,0,0,Arsham Ashok,11,Independent,970051,0,16,S29,Telangana,S29,2459,0.253491827,2019,#CEB58C,IND,970051,0.25
8,Peddapalle,2,0,6902,0,0,Ambala Mahendar,12,Independent,970051,3,8,S29,Telangana,S29,6905,0.711818245,2019,#CEB58C,IND,970051,0.71
4,Peddapalle,2,0,18217,0,0,Kuntala Narsaiah,13,Independent,970051,2,4,S29,Telangana,S29,18219,1.878148675,2019,#CEB58C,IND,970051,1.88
10,Peddapalle,2,0,6537,0,0,Gaddala Vinay Kumar,14,Independent,970051,0,10,S29,Telangana,S29,6537,0.673882095,2019,#CEB58C,IND,970051,0.67
13,Peddapalle,2,0,3885,0,0,Godisella Nagamani,15,Independent,970051,1,13,S29,Telangana,S29,3886,0.400597494,2019,#CEB58C,IND,970051,0.4
7,Peddapalle,2,0,7383,0,0,Durgam. Rajanna,16,Independent,970051,1,7,S29,Telangana,S29,7384,0.761197092,2019,#CEB58C,IND,970051,0.76
11,Peddapalle,2,0,4267,0,0,Rajesh Erikilla,17,Independent,970051,0,11,S29,Telangana,S29,4267,0.43987378,2019,#CEB58C,IND,970051,0.44
6,Peddapalle,2,0,8951,0,0,NOTA,18,None of the Above,970051,20,6,S29,Telangana,S29,8971,0.924796737,2019,#DDD1CA,NOTA,970051,0.92
3,Karimnagar,3,0,179140,0,0,Ponnam Prabhaker,1,Indian National Congress,1147697,118,3,S29,Telangana,S29,179258,15.61893078,2019,#3498DB,INC,1147697,15.62
1,Karimnagar,3,1,497462,0,0,BANDI SANJAY KUMAR,2,Bharatiya Janata Party,1147697,814,1,S29,Telangana,S29,498276,43.41529167,2019,#ff7f0e,BJP,1147697,43.42
2,Karimnagar,3,1,408560,0,0,BOIANAPALLI VINOD KUMAR,3,Telangana Rashtra Samithi,1147697,208,2,S29,Telangana,S29,408768,35.61636913,2019,#E67CC4,TRS,1147697,35.62
5,Karimnagar,3,0,9753,0,0,VENKANNA ANAGANDULA,4,Bahujan Samaj Party,1147697,11,5,S29,Telangana,S29,9764,0.850747192,2019,#22409A,BSP,1147697,0.85
15,Karimnagar,3,0,1269,0,0,ANILKUMAR CHINTHA,5,Pyramid Party of India,1147697,0,15,S29,Telangana,S29,1269,0.110569253,2019,#363636,PPI,1147697,0.11
12,Karimnagar,3,0,1458,0,0,AILA PRASANNA,6,Anti Corruption Dynamic Party,1147697,1,12,S29,Telangana,S29,1459,0.127124145,2019,#363636,ACDP,1147697,0.13
16,Karimnagar,3,0,1056,0,0,PALLE PRASHANTH,7,Jai Swaraj Party,1147697,0,16,S29,Telangana,S29,1056,0.092010348,2019,,,1147697,0.09
14,Karimnagar,3,0,1431,0,0,REDDY VENUGOPAL,8,Samajwadi Forward Bloc,1147697,0,14,S29,Telangana,S29,1431,0.124684477,2019,#363636,SFB,1147697,0.12
13,Karimnagar,3,0,1454,0,0,KOTA SHYAMKUMAR,9,Independent,1147697,0,13,S29,Telangana,S29,1454,0.12668849,2019,#CEB58C,IND,1147697,0.13
11,Karimnagar,3,0,1814,0,0,GANGARAPU THIRUPATHI,10,Independent,1147697,0,11,S29,Telangana,S29,1814,0.158055654,2019,#CEB58C,IND,1147697,0.16
10,Karimnagar,3,0,3470,0,0,CHILIVERU SRIKANTH,11,Independent,1147697,0,10,S29,Telangana,S29,3470,0.302344608,2019,#CEB58C,IND,1147697,0.3
4,Karimnagar,3,0,11635,0,0,DURVASA REDDY PAKALA,12,Independent,1147697,2,4,S29,Telangana,S29,11637,1.013943576,2019,#CEB58C,IND,1147697,1.01
8,Karimnagar,3,0,6384,0,0,PABBA BHANU LAXMAN,13,Independent,1147697,1,8,S29,Telangana,S29,6385,0.556331506,2019,#CEB58C,IND,1147697,0.56
9,Karimnagar,3,0,5851,0,0,MUKKISA RATHNAKAR REDDY,14,Independent,1147697,0,9,S29,Telangana,S29,5851,0.509803546,2019,#CEB58C,IND,1147697,0.51
7,Karimnagar,3,0,7826,0,0,RAMESHBABU SHANIGARAPU,15,Independent,1147697,0,7,S29,Telangana,S29,7826,0.681887293,2019,#CEB58C,IND,1147697,0.68
6,Karimnagar,3,0,7975,0,0,NOTA,16,None of the Above,1147697,4,6,S29,Telangana,S29,7979,0.695218337,2019,#DDD1CA,NOTA,1147697,0.7
1,Nizamabad,4,1,479748,0,0,ARVIND DHARMAPURI,1,Bharatiya Janata Party,1062768,836,1,S29,Telangana,S29,480584,45.22002921,2019,#ff7f0e,BJP,1062768,45.22
2,Nizamabad,4,1,409481,0,0,KALVAKUNTLA KAVITHA,2,Telangana Rashtra Samithi,1062768,228,2,S29,Telangana,S29,409709,38.5511231,2019,#E67CC4,TRS,1062768,38.55
3,Nizamabad,4,0,69173,0,0,MADHU GOUD YASKHI,3,Indian National Congress,1062768,67,3,S29,Telangana,S29,69240,6.515062554,2019,#3498DB,INC,1062768,6.52
23,Nizamabad,4,0,1229,0,0,ANJAIAH KONDANI,4,Pyramid Party of India,1062768,0,23,S29,Telangana,S29,1229,0.115641419,2019,#363636,PPI,1062768,0.12
13,Nizamabad,4,0,2019,0,0,BATHNATHE SHANKAR,5,Janasena Party,1062768,4,13,S29,Telangana,S29,2023,0.190351987,2019,#D22215,JP,1062768,0.19
64,Nizamabad,4,0,495,0,0,ROTTE CHAKRADHAR SHARMA,6,Samajwadi Forward Bloc,1062768,0,64,S29,Telangana,S29,495,0.046576487,2019,#363636,SFB,1062768,0.05
43,Nizamabad,4,0,754,0,0,S. SAGAR,7,Bahujan Mukti Party,1062768,3,43,S29,Telangana,S29,757,0.071229092,2019,#363636,BMP,1062768,0.07
96,Nizamabad,4,0,325,0,0,ANJAIAH,8,Independent,1062768,0,96,S29,Telangana,S29,325,0.030580522,2019,#CEB58C,IND,1062768,0.03
44,Nizamabad,4,0,734,0,0,AYILENI VIKRAM REDDY,9,Independent,1062768,0,44,S29,Telangana,S29,734,0.069064932,2019,#CEB58C,IND,1062768,0.07
79,Nizamabad,4,0,416,0,0,ALLOORI ANIL KUMAR,10,Independent,1062768,0,79,S29,Telangana,S29,416,0.039143068,2019,#CEB58C,IND,1062768,0.04
53,Nizamabad,4,0,662,0,0,ALLURI LIMBA REDDY,11,Independent,1062768,0,53,S29,Telangana,S29,662,0.062290171,2019,#CEB58C,IND,1062768,0.06
16,Nizamabad,4,0,1610,0,0,AKULA HANMANDLU,12,Independent,1062768,0,16,S29,Telangana,S29,1610,0.1514912,2019,#CEB58C,IND,1062768,0.15
35,Nizamabad,4,0,851,0,0,ARE SAYANNA,13,Independent,1062768,0,35,S29,Telangana,S29,851,0.08007392,2019,#CEB58C,IND,1062768,0.08
26,Nizamabad,4,0,1092,0,0,ARMOOR SAGAR,14,Independent,1062768,0,26,S29,Telangana,S29,1092,0.102750553,2019,#CEB58C,IND,1062768,0.1
5,Nizamabad,4,0,2648,0,0,ASLI GANESH,15,Independent,1062768,0,5,S29,Telangana,S29,2648,0.249160682,2019,#CEB58C,IND,1062768,0.25
4,Nizamabad,4,0,6096,0,0,IPPA LACHANNA,16,Independent,1062768,0,4,S29,Telangana,S29,6096,0.573596495,2019,#CEB58C,IND,1062768,0.57
15,Nizamabad,4,0,1673,0,0,URUMALLA LAXMA REDDY,17,Independent,1062768,0,15,S29,Telangana,S29,1673,0.157419117,2019,#CEB58C,IND,1062768,0.16
28,Nizamabad,4,0,1035,0,0,ADAMALA RAVINDHAR REDDY,18,Independent,1062768,0,28,S29,Telangana,S29,1035,0.0973872,2019,#CEB58C,IND,1062768,0.1
84,Nizamabad,4,0,366,0,0,ELETI MOHAN REDDY,19,Independent,1062768,0,84,S29,Telangana,S29,366,0.034438372,2019,#CEB58C,IND,1062768,0.03
119,Nizamabad,4,0,243,0,0,ELETI MALLA REDDY,20,Independent,1062768,0,119,S29,Telangana,S29,243,0.022864821,2019,#CEB58C,IND,1062768,0.02
24,Nizamabad,4,0,1189,0,0,ALETI RAJAREDDY,21,Independent,1062768,0,24,S29,Telangana,S29,1189,0.111877663,2019,#CEB58C,IND,1062768,0.11
84,Nizamabad,4,0,366,0,0,ANUGU THIRUMAL,22,Independent,1062768,0,84,S29,Telangana,S29,366,0.034438372,2019,#CEB58C,IND,1062768,0.03
124,Nizamabad,4,0,233,0,0,ENUGU MALLESH,23,Independent,1062768,0,124,S29,Telangana,S29,233,0.021923882,2019,#CEB58C,IND,1062768,0.02
122,Nizamabad,4,0,238,0,0,ENUGU RAJESHWER,24,Independent,1062768,0,122,S29,Telangana,S29,238,0.022394351,2019,#CEB58C,IND,1062768,0.02
19,Nizamabad,4,0,1364,0,0,ENUGU SHANKER,25,Independent,1062768,1,19,S29,Telangana,S29,1365,0.128438192,2019,#CEB58C,IND,1062768,0.13
92,Nizamabad,4,0,337,0,0,ELETI LAXMA REDDY,26,Independent,1062768,0,92,S29,Telangana,S29,337,0.031709649,2019,#CEB58C,IND,1062768,0.03
116,Nizamabad,4,0,250,0,0,ELETI SANJEEV REDDY,27,Independent,1062768,0,116,S29,Telangana,S29,250,0.023523478,2019,#CEB58C,IND,1062768,0.02
25,Nizamabad,4,0,1142,0,0,N. OMKAR REDDY,28,Independent,1062768,0,25,S29,Telangana,S29,1142,0.107455249,2019,#CEB58C,IND,1062768,0.11
94,Nizamabad,4,0,329,0,0,KANDUKALA SHIVA KUMAR GOUD,29,Independent,1062768,0,94,S29,Telangana,S29,329,0.030956897,2019,#CEB58C,IND,1062768,0.03
65,Nizamabad,4,0,494,0,0,KANAKA PRAMOD,30,Independent,1062768,0,65,S29,Telangana,S29,494,0.046482393,2019,#CEB58C,IND,1062768,0.05
18,Nizamabad,4,0,1439,0,0,KATIPELLY KUMAR,31,Independent,1062768,0,18,S29,Telangana,S29,1439,0.135401141,2019,#CEB58C,IND,1062768,0.14
8,Nizamabad,4,0,2535,0,0,KATIPELLY RAMESH,32,Independent,1062768,0,8,S29,Telangana,S29,2535,0.23852807,2019,#CEB58C,IND,1062768,0.24
56,Nizamabad,4,0,625,0,0,KAMAREDDY SANTOSH,33,Independent,1062768,0,56,S29,Telangana,S29,625,0.058808696,2019,#CEB58C,IND,1062768,0.06
90,Nizamabad,4,0,351,0,0,A. KARTHIK,34,Independent,1062768,0,90,S29,Telangana,S29,351,0.033026964,2019,#CEB58C,IND,1062768,0.03
121,Nizamabad,4,0,241,0,0,KUNTA NARAYANA REDDY,35,Independent,1062768,0,121,S29,Telangana,S29,241,0.022676633,2019,#CEB58C,IND,1062768,0.02
105,Nizamabad,4,0,285,0,0,KUMBALA SANJEEVA REDDY,36,Independent,1062768,1,105,S29,Telangana,S29,286,0.026910859,2019,#CEB58C,IND,1062768,0.03
11,Nizamabad,4,0,2089,0,0,KONDHAPURAM NARSAIAH,37,Independent,1062768,0,11,S29,Telangana,S29,2089,0.196562185,2019,#CEB58C,IND,1062768,0.2
144,Nizamabad,4,0,183,0,0,KOMMULA BUCHI REDDY,38,Independent,1062768,0,144,S29,Telangana,S29,183,0.017219186,2019,#CEB58C,IND,1062768,0.02
130,Nizamabad,4,0,209,0,0,KOLA VENKATESH,39,Independent,1062768,0,130,S29,Telangana,S29,209,0.019665628,2019,#CEB58C,IND,1062768,0.02
167,Nizamabad,4,0,133,0,0,KONGARI SANJEEV,40,Independent,1062768,0,167,S29,Telangana,S29,133,0.01251449,2019,#CEB58C,IND,1062768,0.01
136,Nizamabad,4,0,199,0,0,KOTTALA MAHENDHER,41,Independent,1062768,0,136,S29,Telangana,S29,199,0.018724689,2019,#CEB58C,IND,1062768,0.02
77,Nizamabad,4,0,422,0,0,A. GANGADHAR,42,Independent,1062768,0,77,S29,Telangana,S29,422,0.039707631,2019,#CEB58C,IND,1062768,0.04
107,Nizamabad,4,0,281,0,0,N. GANGARAM,43,Independent,1062768,0,107,S29,Telangana,S29,281,0.02644039,2019,#CEB58C,IND,1062768,0.03
97,Nizamabad,4,0,318,0,0,GANGA REDDY M,44,Independent,1062768,0,97,S29,Telangana,S29,318,0.029921864,2019,#CEB58C,IND,1062768,0.03
88,Nizamabad,4,0,352,0,0,R. GANGAREDDY,45,Independent,1062768,0,88,S29,Telangana,S29,352,0.033121057,2019,#CEB58C,IND,1062768,0.03
87,Nizamabad,4,0,353,0,0,M. GANGAREDDY,46,Independent,1062768,0,87,S29,Telangana,S29,353,0.033215151,2019,#CEB58C,IND,1062768,0.03
37,Nizamabad,4,0,844,0,0,K. GANGA REDDY,47,Independent,1062768,0,37,S29,Telangana,S29,844,0.079415263,2019,#CEB58C,IND,1062768,0.08
29,Nizamabad,4,0,936,0,0,G. C. GANGAREDDY,48,Independent,1062768,0,29,S29,Telangana,S29,936,0.088071903,2019,#CEB58C,IND,1062768,0.09
70,Nizamabad,4,0,459,0,0,P. GANGA REDDY,49,Independent,1062768,0,70,S29,Telangana,S29,459,0.043189106,2019,#CEB58C,IND,1062768,0.04
71,Nizamabad,4,0,458,0,0,GANGASARAM RAJA REDDY,50,Independent,1062768,0,71,S29,Telangana,S29,458,0.043095012,2019,#CEB58C,IND,1062768,0.04
133,Nizamabad,4,0,203,0,0,GAJJALA SAI PRASAD,51,Independent,1062768,0,133,S29,Telangana,S29,203,0.019101064,2019,#CEB58C,IND,1062768,0.02
32,Nizamabad,4,0,878,0,0,GADKOLE RAMESH,52,Independent,1062768,0,32,S29,Telangana,S29,878,0.082614456,2019,#CEB58C,IND,1062768,0.08
148,Nizamabad,4,0,173,0,0,GADDAM GANGAREDDY,53,Independent,1062768,0,148,S29,Telangana,S29,173,0.016278247,2019,#CEB58C,IND,1062768,0.02
113,Nizamabad,4,0,257,0,0,GADDAM THIRUPATHI,54,Independent,1062768,0,113,S29,Telangana,S29,257,0.024182136,2019,#CEB58C,IND,1062768,0.02
172,Nizamabad,4,0,125,0,0,GADDAM PURUSHOTHAM,55,Independent,1062768,0,172,S29,Telangana,S29,125,0.011761739,2019,#CEB58C,IND,1062768,0.01
169,Nizamabad,4,0,128,0,0,GADDAM MOHAN,56,Independent,1062768,0,169,S29,Telangana,S29,128,0.012044021,2019,#CEB58C,IND,1062768,0.01
176,Nizamabad,4,0,115,0,0,GADDAM RAJENDHARREDDY,57,Independent,1062768,0,176,S29,Telangana,S29,115,0.0108208,2019,#CEB58C,IND,1062768,0.01
61,Nizamabad,4,0,536,0,0,GADDAM RAJESHWAR,58,Independent,1062768,0,61,S29,Telangana,S29,536,0.050434338,2019,#CEB58C,IND,1062768,0.05
147,Nizamabad,4,0,175,0,0,GUNDETI SRINIVAS,59,Independent,1062768,0,147,S29,Telangana,S29,175,0.016466435,2019,#CEB58C,IND,1062768,0.02
158,Nizamabad,4,0,150,0,0,GUJJULA RAMESH,60,Independent,1062768,0,158,S29,Telangana,S29,150,0.014114087,2019,#CEB58C,IND,1062768,0.01
150,Nizamabad,4,0,167,0,0,GURADI SRINIVAS,61,Independent,1062768,0,150,S29,Telangana,S29,167,0.015713684,2019,#CEB58C,IND,1062768,0.02
115,Nizamabad,4,0,254,0,0,GOSKULA MAHESH BABU,62,Independent,1062768,0,115,S29,Telangana,S29,254,0.023899854,2019,#CEB58C,IND,1062768,0.02
114,Nizamabad,4,0,255,0,0,CHINTHALAPELLY GANGA REDDY,63,Independent,1062768,0,114,S29,Telangana,S29,255,0.023993948,2019,#CEB58C,IND,1062768,0.02
40,Nizamabad,4,0,797,0,0,CHINTHALAPELLY MOHAN,64,Independent,1062768,0,40,S29,Telangana,S29,797,0.074992849,2019,#CEB58C,IND,1062768,0.07
51,Nizamabad,4,0,676,0,0,CHINTHALAPELLY RAGHUPATHI REDDY,65,Independent,1062768,0,51,S29,Telangana,S29,676,0.063607485,2019,#CEB58C,IND,1062768,0.06
58,Nizamabad,4,0,560,0,0,CHINNAIAH MUKKERA,66,Independent,1062768,0,58,S29,Telangana,S29,560,0.052692591,2019,#CEB58C,IND,1062768,0.05
62,Nizamabad,4,0,512,0,0,J. CHINNA REDDY,67,Independent,1062768,0,62,S29,Telangana,S29,512,0.048176084,2019,#CEB58C,IND,1062768,0.05
142,Nizamabad,4,0,184,0,0,CHILKURI GANGANNA,68,Independent,1062768,0,142,S29,Telangana,S29,184,0.01731328,2019,#CEB58C,IND,1062768,0.02
128,Nizamabad,4,0,212,0,0,M. JEEVAN REDDY,69,Independent,1062768,0,128,S29,Telangana,S29,212,0.01994791,2019,#CEB58C,IND,1062768,0.02
156,Nizamabad,4,0,153,0,0,JAIDI CHINNA GANGARAM,70,Independent,1062768,0,156,S29,Telangana,S29,153,0.014396369,2019,#CEB58C,IND,1062768,0.01
149,Nizamabad,4,0,170,0,0,TANKASALA VINAY,71,Independent,1062768,0,149,S29,Telangana,S29,170,0.015995965,2019,#CEB58C,IND,1062768,0.02
100,Nizamabad,4,0,312,0,0,DABBA RAJA REDDY,72,Independent,1062768,0,100,S29,Telangana,S29,312,0.029357301,2019,#CEB58C,IND,1062768,0.03
112,Nizamabad,4,0,258,0,0,TALARI SUMAN,73,Independent,1062768,0,112,S29,Telangana,S29,258,0.02427623,2019,#CEB58C,IND,1062768,0.02
106,Nizamabad,4,0,282,0,0,THIRUPATHI REDDY PANNALA,74,Independent,1062768,2,106,S29,Telangana,S29,284,0.026722671,2019,#CEB58C,IND,1062768,0.03
66,Nizamabad,4,0,489,0,0,THEEGALA ASHOK REDDY,75,Independent,1062768,0,66,S29,Telangana,S29,489,0.046011924,2019,#CEB58C,IND,1062768,0.05
80,Nizamabad,4,0,399,0,0,THEEGALA TIRUPATHI REDDY,76,Independent,1062768,0,80,S29,Telangana,S29,399,0.037543471,2019,#CEB58C,IND,1062768,0.04
126,Nizamabad,4,0,215,0,0,THEEGALA RAJESHWAR,77,Independent,1062768,0,126,S29,Telangana,S29,215,0.020230191,2019,#CEB58C,IND,1062768,0.02
90,Nizamabad,4,0,351,0,0,THEETLA ANIL,78,Independent,1062768,0,90,S29,Telangana,S29,351,0.033026964,2019,#CEB58C,IND,1062768,0.03
48,Nizamabad,4,0,710,0,0,TUMMALA NAVEEN,79,Independent,1062768,0,48,S29,Telangana,S29,710,0.066806678,2019,#CEB58C,IND,1062768,0.07
30,Nizamabad,4,0,920,0,0,TURAGA NARSAREDDY,80,Independent,1062768,0,30,S29,Telangana,S29,920,0.0865664,2019,#CEB58C,IND,1062768,0.09
10,Nizamabad,4,0,2172,0,0,TURPU PEDDA GANGARAM,81,Independent,1062768,0,10,S29,Telangana,S29,2172,0.20437198,2019,#CEB58C,IND,1062768,0.2
9,Nizamabad,4,0,2467,0,0,THOTA SRINIVAS,82,Independent,1062768,0,9,S29,Telangana,S29,2467,0.232129684,2019,#CEB58C,IND,1062768,0.23
60,Nizamabad,4,0,548,0,0,THORTHI GANGA REDDY,83,Independent,1062768,0,60,S29,Telangana,S29,548,0.051563464,2019,#CEB58C,IND,1062768,0.05
91,Nizamabad,4,0,338,0,0,K. DIVAKAR,84,Independent,1062768,0,91,S29,Telangana,S29,338,0.031803743,2019,#CEB58C,IND,1062768,0.03
127,Nizamabad,4,0,213,0,0,DEVANNA PINDI,85,Independent,1062768,0,127,S29,Telangana,S29,213,0.020042004,2019,#CEB58C,IND,1062768,0.02
129,Nizamabad,4,0,211,0,0,DODDI KINDI LINGAREDDY,86,Independent,1062768,0,129,S29,Telangana,S29,211,0.019853816,2019,#CEB58C,IND,1062768,0.02
110,Nizamabad,4,0,266,0,0,NATTA BHAVANNA,87,Independent,1062768,0,110,S29,Telangana,S29,266,0.025028981,2019,#CEB58C,IND,1062768,0.03
78,Nizamabad,4,0,418,0,0,NADISHARAM MALLAIAH,88,Independent,1062768,0,78,S29,Telangana,S29,418,0.039331256,2019,#CEB58C,IND,1062768,0.04
96,Nizamabad,4,0,325,0,0,G. NARSAIAH,89,Independent,1062768,0,96,S29,Telangana,S29,325,0.030580522,2019,#CEB58C,IND,1062768,0.03
17,Nizamabad,4,0,1603,0,0,NARSAIAH AKKAGARI,90,Independent,1062768,0,17,S29,Telangana,S29,1603,0.150832543,2019,#CEB58C,IND,1062768,0.15
36,Nizamabad,4,0,847,0,0,NALIMELA MAHENDER,91,Independent,1062768,0,36,S29,Telangana,S29,847,0.079697545,2019,#CEB58C,IND,1062768,0.08
54,Nizamabad,4,0,652,0,0,NALLA NADPI MUTHANNA,92,Independent,1062768,0,54,S29,Telangana,S29,652,0.061349231,2019,#CEB58C,IND,1062768,0.06
74,Nizamabad,4,0,431,0,0,NALLA BALAKISHAN,93,Independent,1062768,0,74,S29,Telangana,S29,431,0.040554477,2019,#CEB58C,IND,1062768,0.04
52,Nizamabad,4,0,665,0,0,NAGULAPALLY DEVENDAR,94,Independent,1062768,0,52,S29,Telangana,S29,665,0.062572452,2019,#CEB58C,IND,1062768,0.06
27,Nizamabad,4,0,1057,0,0,NEERADI PRAVEEN,95,Independent,1062768,0,27,S29,Telangana,S29,1057,0.099457266,2019,#CEB58C,IND,1062768,0.1
7,Nizamabad,4,0,2563,0,0,NEMILLA LINGA REDDY,96,Independent,1062768,0,7,S29,Telangana,S29,2563,0.2411627,2019,#CEB58C,IND,1062768,0.24
6,Nizamabad,4,0,2592,0,0,NOMULA GOPAL REDDY,97,Independent,1062768,0,6,S29,Telangana,S29,2592,0.243891423,2019,#CEB58C,IND,1062768,0.24
20,Nizamabad,4,0,1364,0,0,NOMULA MOHAN REDDY,98,Independent,1062768,0,20,S29,Telangana,S29,1364,0.128344098,2019,#CEB58C,IND,1062768,0.13
73,Nizamabad,4,0,438,0,0,PADIGELA PRAVEEN,99,Independent,1062768,0,73,S29,Telangana,S29,438,0.041213134,2019,#CEB58C,IND,1062768,0.04
75,Nizamabad,4,0,429,0,0,PANNALA NARSA REDDY,100,Independent,1062768,0,75,S29,Telangana,S29,429,0.040366289,2019,#CEB58C,IND,1062768,0.04
33,Nizamabad,4,0,863,0,0,PUNDRA SRINIVAS REDDY,101,Independent,1062768,0,33,S29,Telangana,S29,863,0.081203047,2019,#CEB58C,IND,1062768,0.08
117,Nizamabad,4,0,249,0,0,PUTTINTI SAI REDDY,102,Independent,1062768,0,117,S29,Telangana,S29,249,0.023429384,2019,#CEB58C,IND,1062768,0.02
104,Nizamabad,4,0,291,0,0,PUPPALA HANMANDLU,103,Independent,1062768,0,104,S29,Telangana,S29,291,0.027381329,2019,#CEB58C,IND,1062768,0.03
57,Nizamabad,4,0,616,0,0,PRUTHVIRAJ GADEPALLI,104,Independent,1062768,0,57,S29,Telangana,S29,616,0.057961851,2019,#CEB58C,IND,1062768,0.06
81,Nizamabad,4,0,388,0,0,PENTA NARSAIAH,105,Independent,1062768,0,81,S29,Telangana,S29,388,0.036508438,2019,#CEB58C,IND,1062768,0.04
125,Nizamabad,4,0,228,0,0,PEDDA GANGADHAR TALARI,106,Independent,1062768,0,125,S29,Telangana,S29,228,0.021453412,2019,#CEB58C,IND,1062768,0.02
155,Nizamabad,4,0,156,0,0,POTHUGANTI VENKATESH,107,Independent,1062768,0,155,S29,Telangana,S29,156,0.01467865,2019,#CEB58C,IND,1062768,0.01
123,Nizamabad,4,0,235,0,0,A. POSHETTY,108,Independent,1062768,1,123,S29,Telangana,S29,236,0.022206164,2019,#CEB58C,IND,1062768,0.02
100,Nizamabad,4,0,312,0,0,M. PRAKASH,109,Independent,1062768,0,100,S29,Telangana,S29,312,0.029357301,2019,#CEB58C,IND,1062768,0.03
93,Nizamabad,4,0,335,0,0,PRATHAP MACHARLA,110,Independent,1062768,0,93,S29,Telangana,S29,335,0.031521461,2019,#CEB58C,IND,1062768,0.03
41,Nizamabad,4,0,781,0,0,PRASANTH,111,Independent,1062768,0,41,S29,Telangana,S29,781,0.073487346,2019,#CEB58C,IND,1062768,0.07
14,Nizamabad,4,0,1701,0,0,BANDI RAVINDHAR,112,Independent,1062768,0,14,S29,Telangana,S29,1701,0.160053746,2019,#CEB58C,IND,1062768,0.16
39,Nizamabad,4,0,834,0,0,BHANDELA VENKATA RAJAM,113,Independent,1062768,0,39,S29,Telangana,S29,834,0.078474324,2019,#CEB58C,IND,1062768,0.08
69,Nizamabad,4,0,467,0,0,BAKKASETTY GANGADHAR,114,Independent,1062768,0,69,S29,Telangana,S29,467,0.043941857,2019,#CEB58C,IND,1062768,0.04
