PARTY,YEAR,AC_NAME,ST_NAME,AC_NO,rank,AC_TYPE,NAME,SEX,AGE,CATEGORY,VOTES,polled_votes,color
DMDK,2006,Reddiarpalayam,Pondicherry,20,3,GEN,R.B. ASHOKBABU,M,32,GEN,1748,34330,#f1c40f
BJP,2006,Reddiarpalayam,Pondicherry,20,4,GEN,M. ELANGOVAN,M,40,GEN,750,34330,#ff7f0e
IND,2006,Reddiarpalayam,Pondicherry,20,5,GEN,GOVERNOR SHANMUGAM,M,43,GEN,191,34330,#bdc3c7
IND,2006,Reddiarpalayam,Pondicherry,20,6,GEN,B. RENUGA,F,38,GEN,170,34330,#bdc3c7
LJP,2006,Reddiarpalayam,Pondicherry,20,7,GEN,M.D. UMASUDAN,M,40,SC,98,34330,#222
IND,2006,Reddiarpalayam,Pondicherry,20,8,GEN,K. MURUGAIYAN,M,32,GEN,73,34330,#bdc3c7
AIFB,2006,Reddiarpalayam,Pondicherry,20,9,GEN,J. RAMESH,M,37,GEN,61,34330,#222
INC,2006,Lawspet,Pondicherry,21,1,GEN,M.O.H.F. SHAHJAHAN,M,42,GEN,17944,41668,#2ecc71
ADMK,2006,Lawspet,Pondicherry,21,2,GEN,G. ANANDHAMURUGESAN,M,58,GEN,10986,41668,#b2d33c
BJP,2006,Lawspet,Pondicherry,21,3,GEN,P. KALAYANASUNDARAM,M,29,GEN,10365,41668,#ff7f0e
DMDK,2006,Lawspet,Pondicherry,21,4,GEN,S. ARUNACHALAM,M,35,GEN,1624,41668,#f1c40f
IND,2006,Lawspet,Pondicherry,21,5,GEN,P. VINOTHAN,M,32,GEN,239,41668,#bdc3c7
BSP,2006,Lawspet,Pondicherry,21,6,GEN,K. PRABAKARAN,M,33,GEN,172,41668,#222
IND,2006,Lawspet,Pondicherry,21,7,GEN,E. CHANDIRASEGARAN,M,35,GEN,85,41668,#bdc3c7
IND,2006,Lawspet,Pondicherry,21,8,GEN,S. MUNUSAMY,M,57,GEN,82,41668,#bdc3c7
IND,2006,Lawspet,Pondicherry,21,9,GEN,H. SALEEM BASHA,M,29,GEN,74,41668,#bdc3c7
IND,2006,Lawspet,Pondicherry,21,10,GEN,A. IRISAPPAN,M,41,GEN,56,41668,#bdc3c7
IND,2006,Lawspet,Pondicherry,21,11,GEN,S. KRISHNAN,M,79,GEN,41,41668,#bdc3c7
ADMK,2006,Cotchery,Pondicherry,22,1,GEN,OMALINGAM.V,M,34,GEN,10116,20133,#b2d33c
INC,2006,Cotchery,Pondicherry,22,2,GEN,P.R.N.THIRUMURUGAN,M,33,GEN,9094,20133,#2ecc71
BJP,2006,Cotchery,Pondicherry,22,3,GEN,ELANGOVAN.S,M,40,GEN,409,20133,#ff7f0e
IND,2006,Cotchery,Pondicherry,22,4,GEN,PALANIVELU.S,M,38,SC,105,20133,#bdc3c7
IND,2006,Cotchery,Pondicherry,22,5,GEN,SURESH. D.N.,M,28,GEN,99,20133,#bdc3c7
DMDK,2006,Cotchery,Pondicherry,22,6,GEN,SENTHIL VELAN.K,M,28,GEN,90,20133,#f1c40f
IND,2006,Cotchery,Pondicherry,22,7,GEN,KALIAPERUMAL.S,M,60,SC,86,20133,#bdc3c7
BSP,2006,Cotchery,Pondicherry,22,8,GEN,R.JEEVANANDHAM,M,32,SC,80,20133,#222
CPI(ML)(L),2006,Cotchery,Pondicherry,22,9,GEN,JAYABAL.E,M,48,SC,54,20133,#222
DMK,2006,Karaikal,Pondicherry,23,1,GEN,A.M.H. NAZEEM,M,44,GEN,5742,12703,#c0392b
DMDK,2006,Karaikal,Pondicherry,23,2,GEN,A.J. ASSANA,M,52,GEN,5551,12703,#f1c40f
ADMK,2006,Karaikal,Pondicherry,23,3,GEN,S. SELVAGANAPATHI,M,51,GEN,884,12703,#b2d33c
BJP,2006,Karaikal,Pondicherry,23,4,GEN,S.S. SAMINATHAN,M,52,GEN,327,12703,#ff7f0e
IND,2006,Karaikal,Pondicherry,23,5,GEN,THANGADEVADOSS,M,51,SC,64,12703,#bdc3c7
IND,2006,Karaikal,Pondicherry,23,6,GEN,AL TAHER @ Z.M. TAHER,M,55,GEN,60,12703,#bdc3c7
IND,2006,Karaikal,Pondicherry,23,7,GEN,R. RAVICHANDRAN,M,39,GEN,40,12703,#bdc3c7
BSP,2006,Karaikal,Pondicherry,23,8,GEN,M. SANKAR,M,37,SC,35,12703,#222
PMC,2006,Karaikal South,Pondicherry,24,1,GEN,V.K.GANAPATHY,M,45,GEN,7970,14475,#222
INC,2006,Karaikal South,Pondicherry,24,2,GEN,A.V. SUBRAMANIAN,M,59,GEN,6231,14475,#2ecc71
IND,2006,Karaikal South,Pondicherry,24,3,GEN,S.A. MUGAMUDU YUSUF,M,42,GEN,102,14475,#bdc3c7
DMDK,2006,Karaikal South,Pondicherry,24,4,GEN,ANTOINETE.P,F,34,GEN,95,14475,#f1c40f
IND,2006,Karaikal South,Pondicherry,24,5,GEN,A. SATTANATHAN,M,53,GEN,39,14475,#bdc3c7
BSP,2006,Karaikal South,Pondicherry,24,6,GEN,K.SELVAMANY,M,47,GEN,23,14475,#222
IND,2006,Karaikal South,Pondicherry,24,7,GEN,M. SUBRAMANIAN,M,38,GEN,15,14475,#bdc3c7
DMK,2006,Neravy-Grand Aldee,Pondicherry,25,1,GEN,V.M.C. SIVAKKUMAR,M,56,GEN,4946,15748,#c0392b
IND,2006,Neravy-Grand Aldee,Pondicherry,25,2,GEN,V.M.C.V. GANAPATHY,M,46,GEN,4762,15748,#bdc3c7
ADMK,2006,Neravy-Grand Aldee,Pondicherry,25,3,GEN,V. JAYABAL,M,35,GEN,2965,15748,#b2d33c
IND,2006,Neravy-Grand Aldee,Pondicherry,25,4,GEN,M. SELVARAJ,M,60,GEN,2932,15748,#bdc3c7
BJP,2006,Neravy-Grand Aldee,Pondicherry,25,5,GEN,S. VADIVEL,M,27,GEN,72,15748,#ff7f0e
IND,2006,Neravy-Grand Aldee,Pondicherry,25,6,GEN,U. GANAPATHY,M,58,GEN,71,15748,#bdc3c7
MDMK,2006,Tirunallar,Pondicherry,26,1,GEN,P.R.SIVA,M,31,GEN,7237,14565,#9b59b6
INC,2006,Tirunallar,Pondicherry,26,2,GEN,KAMALAKKANNAN.R,M,48,GEN,6952,14565,#2ecc71
BJP,2006,Tirunallar,Pondicherry,26,3,GEN,ARUMUGAM.J,M,31,GEN,177,14565,#ff7f0e
DMDK,2006,Tirunallar,Pondicherry,26,4,GEN,SIVAKUMAR.R,M,41,GEN,109,14565,#f1c40f
BSP,2006,Tirunallar,Pondicherry,26,5,GEN,SADICK ALI.M,M,41,GEN,90,14565,#222
IND,2006,Neduncadu,Pondicherry,27,1,SC,A.MARIMUTHU,M,64,SC,6143,14133,#bdc3c7
INC,2006,Neduncadu,Pondicherry,27,2,SC,CHANDIRAKASU.M,M,57,SC,5306,14133,#2ecc71
ADMK,2006,Neduncadu,Pondicherry,27,3,SC,VAITHINATHAN.R,M,51,SC,2106,14133,#b2d33c
MDMK,2006,Neduncadu,Pondicherry,27,4,SC,K.M.KALIYAPERUMAL,M,60,SC,362,14133,#9b59b6
BSP,2006,Neduncadu,Pondicherry,27,5,SC,SUBA SURESHRAJAN,M,31,SC,127,14133,#222
CPI(ML)(L),2006,Neduncadu,Pondicherry,27,6,SC,K.GANESAN,M,48,SC,89,14133,#222
INC,2006,Mahe,Pondicherry,28,1,GEN,E. VALSARAJ,M,52,GEN,5647,10127,#2ecc71
CPI(M),2006,Mahe,Pondicherry,28,2,GEN,ADV. T. ASHOK KUMAR,M,39,GEN,3700,10127,#ff5757
BJP,2006,Mahe,Pondicherry,28,3,GEN,V. BALAN,M,63,GEN,591,10127,#ff7f0e
ADMK,2006,Mahe,Pondicherry,28,4,GEN,VIJAYAN,M,50,GEN,189,10127,#b2d33c
INC,2006,Palloor,Pondicherry,29,1,GEN,A.V.SREEDHARAN,M,60,GEN,5987,11217,#2ecc71
CPI(M),2006,Palloor,Pondicherry,29,2,GEN,T.K. GANGADHARAN,M,59,GEN,4512,11217,#ff5757
BJP,2006,Palloor,Pondicherry,29,3,GEN,K. SATHYAN,M,40,GEN,625,11217,#ff7f0e
ADMK,2006,Palloor,Pondicherry,29,4,GEN,SADGAMAYIL K.,M,63,GEN,93,11217,#b2d33c
INC,2006,Yanam,Pondicherry,30,1,GEN,MALLADI KRISHNA RAO,M,41,GEN,11763,18117,#2ecc71
IND,2006,Yanam,Pondicherry,30,2,GEN,RAKSHAHARIKRISHNA,M,65,GEN,5457,18117,#bdc3c7
BVVP,2006,Yanam,Pondicherry,30,3,GEN,ELIPE RAJKUMAR,M,44,SC,464,18117,#222
ADMK,2006,Yanam,Pondicherry,30,4,GEN,MANCHALA SATYA SAI,M,40,GEN,114,18117,#b2d33c
IND,2006,Yanam,Pondicherry,30,5,GEN,SURIMILLI SUBBA RAO,M,48,GEN,87,18117,#bdc3c7
BSP,2006,Yanam,Pondicherry,30,6,GEN,MOKA VENKATESWARA,M,38,SC,86,18117,#222
IND,2006,Yanam,Pondicherry,30,7,GEN,REDDI GANAPATHI RAO,M,36,GEN,39,18117,#bdc3c7
IND,2006,Yanam,Pondicherry,30,8,GEN,RAKSHA SURYANARAYANA,M,61,GEN,38,18117,#bdc3c7
IND,2006,Yanam,Pondicherry,30,9,GEN,SERU KRISHNA,M,35,GEN,29,18117,#bdc3c7
IND,2006,Yanam,Pondicherry,30,9,GEN,GEEDA SRI RANGA,M,45,GEN,29,18117,#bdc3c7
IND,2006,Yanam,Pondicherry,30,11,GEN,MALLADI UDAYALAKSHMI,F,39,GEN,11,18117,#bdc3c7
AINRC,2011,Mannadipet,Pondicherry,1,1,GEN,T.P.R. SELVAM,M,39,GEN,12412,25045,#B78332
PMK,2011,Mannadipet,Pondicherry,1,2,GEN,K.P.K. ARUL MURUGAN,M,35,GEN,7696,25045,#d35400
IND,2011,Mannadipet,Pondicherry,1,3,GEN,N. RAJARAM,M,72,GEN,4082,25045,#bdc3c7
IND,2011,Mannadipet,Pondicherry,1,4,GEN,D. GUNASHAKARAN,M,33,GEN,329,25045,#bdc3c7
BJP,2011,Mannadipet,Pondicherry,1,5,GEN,M. LATCHUMANAN,M,57,GEN,156,25045,#ff7f0e
JD(U),2011,Mannadipet,Pondicherry,1,6,GEN,PA. VADIVELAN,M,31,GEN,152,25045,#222
IND,2011,Mannadipet,Pondicherry,1,7,GEN,V. MURUGANANDHAM,M,35,GEN,127,25045,#bdc3c7
IND,2011,Mannadipet,Pondicherry,1,8,GEN,N.R. TANDAPANY,M,39,GEN,91,25045,#bdc3c7
AINRC,2011,Thirubhuvanai,Pondicherry,2,1,SC,P. ANGALANE,M,43,SC,13733,23269,#B78332
INC,2011,Thirubhuvanai,Pondicherry,2,2,SC,K. JAYARAJ,M,60,SC,8965,23269,#2ecc71
IND,2011,Thirubhuvanai,Pondicherry,2,3,SC,M. DHANDAPANI,M,45,SC,241,23269,#bdc3c7
BJP,2011,Thirubhuvanai,Pondicherry,2,4,SC,M. SUNDARAMOORTHY,M,43,SC,212,23269,#ff7f0e
BSP,2011,Thirubhuvanai,Pondicherry,2,5,SC,V.M. VELMURUGAN,M,27,SC,118,23269,#222
AINRC,2011,Oussudu,Pondicherry,3,1,SC,P. KARTHIKEYAN,M,35,SC,13327,22672,#B78332
DMK,2011,Oussudu,Pondicherry,3,2,SC,A. ELUMALAI,M,46,SC,8169,22672,#c0392b
IND,2011,Oussudu,Pondicherry,3,3,SC,P. SUNDARARASU PONNAS,M,53,SC,756,22672,#bdc3c7
LJP,2011,Oussudu,Pondicherry,3,4,SC,M. PITCHEKARANE @,M,51,SC,224,22672,#222
PB,2011,Oussudu,Pondicherry,3,5,SC,S.T. CALE,M,38,SC,77,22672,#222
BSP,2011,Oussudu,Pondicherry,3,6,SC,A. SELVALATCHOUMY,F,34,SC,67,22672,#222
IND,2011,Oussudu,Pondicherry,3,7,SC,S. SARAGANABAVA,M,31,SC,52,22672,#bdc3c7
INC,2011,Mangalam,Pondicherry,4,1,GEN,C. DJEACOUMAR,M,57,GEN,14052,26718,#2ecc71
AINRC,2011,Mangalam,Pondicherry,4,2,GEN,P. ANANDABASKARAN,M,63,GEN,11759,26718,#B78332
IND,2011,Mangalam,Pondicherry,4,3,GEN,ABOOBAKKAR,M,25,GEN,305,26718,#bdc3c7
IND,2011,Mangalam,Pondicherry,4,4,GEN,PARANDAMANE,M,32,SC,177,26718,#bdc3c7
BJP,2011,Mangalam,Pondicherry,4,5,GEN,P. CANNANE,M,44,GEN,171,26718,#ff7f0e
IND,2011,Mangalam,Pondicherry,4,6,GEN,T. SIVASUBRAMANIAN,M,50,GEN,105,26718,#bdc3c7
LJP,2011,Mangalam,Pondicherry,4,7,GEN,P. PAVADAISAMY,M,40,GEN,87,26718,#222
IJK,2011,Mangalam,Pondicherry,4,8,GEN,P. MURUGESAN,M,46,GEN,43,26718,#222
JD(U),2011,Mangalam,Pondicherry,4,9,GEN,S. MANAVALADASS,M,31,GEN,19,26718,#222
INC,2011,Villianur,Pondicherry,5,1,GEN,A. NAMASSIVAYAM,M,41,GEN,13105,25188,#2ecc71
AINRC,2011,Villianur,Pondicherry,5,2,GEN,NADARAJAN .K,M,61,GEN,11564,25188,#B78332
BJP,2011,Villianur,Pondicherry,5,3,GEN,M.S. PERUMAL,M,51,GEN,186,25188,#ff7f0e
IND,2011,Villianur,Pondicherry,5,4,GEN,SIVAKUMAR,M,32,GEN,155,25188,#bdc3c7
IND,2011,Villianur,Pondicherry,5,5,GEN,K. ATHIRIYEN,M,30,GEN,136,25188,#bdc3c7
IND,2011,Villianur,Pondicherry,5,6,GEN,KATHIRVELU,M,27,GEN,42,25188,#bdc3c7
AINRC,2011,Ozhukarai,Pondicherry,6,1,GEN,N.G. PANNIR SELVAM,M,48,GEN,9071,24017,#B78332
IND,2011,Ozhukarai,Pondicherry,6,2,GEN,A.N. BALANE,M,46,GEN,7505,24017,#bdc3c7
DMK,2011,Ozhukarai,Pondicherry,6,3,GEN,A. JOHNKUMAR,M,45,GEN,6833,24017,#c0392b
BJP,2011,Ozhukarai,Pondicherry,6,4,GEN,V. SANTHI,F,45,GEN,216,24017,#ff7f0e
IND,2011,Ozhukarai,Pondicherry,6,5,GEN,N. BALU,M,41,GEN,95,24017,#bdc3c7
IND,2011,Ozhukarai,Pondicherry,6,6,GEN,V. SIVARAMAN,M,34,GEN,90,24017,#bdc3c7
IJK,2011,Ozhukarai,Pondicherry,6,7,GEN,S. SATHIYAVEL,M,37,GEN,78,24017,#222
IND,2011,Ozhukarai,Pondicherry,6,8,GEN,JOHN BOSCO,M,26,GEN,75,24017,#bdc3c7
IND,2011,Ozhukarai,Pondicherry,6,9,GEN,B.A. MOUROUGAYEN,M,35,SC,54,24017,#bdc3c7
AINRC,2011,Kadirgamam,Pondicherry,7,1,GEN,N. RANGASAMY,M,61,GEN,16323,23313,#B78332
INC,2011,Kadirgamam,Pondicherry,7,2,GEN,V. PETHAPERUMAL,M,63,GEN,6566,23313,#2ecc71
BJP,2011,Kadirgamam,Pondicherry,7,3,GEN,B. JAYANTHIMALA,F,41,GEN,254,23313,#ff7f0e
IND,2011,Kadirgamam,Pondicherry,7,4,GEN,B.A. MOUROUGAYEN,M,35,SC,170,23313,#bdc3c7
AINRC,2011,Indira Nagar,Pondicherry,8,1,GEN,N. RANGASAMY,M,61,GEN,20685,24693,#B78332
INC,2011,Indira Nagar,Pondicherry,8,2,GEN,V. AROUMOUGAM,M,47,GEN,4008,24693,#2ecc71
AINRC,2011,Thattanchavady,Pondicherry,9,1,GEN,ASHOK ANAND,M,36,GEN,14597,21470,#B78332
IND,2011,Thattanchavady,Pondicherry,9,2,GEN,N. ARJUNAN,M,65,GEN,4091,21470,#bdc3c7
DMK,2011,Thattanchavady,Pondicherry,9,3,GEN,A. ILANGO,M,39,GEN,1745,21470,#c0392b
BJP,2011,Thattanchavady,Pondicherry,9,4,GEN,P. SIVANANDAME,M,34,GEN,577,21470,#ff7f0e
IND,2011,Thattanchavady,Pondicherry,9,5,GEN,E. BASTIAN,M,44,GEN,192,21470,#bdc3c7
IND,2011,Thattanchavady,Pondicherry,9,6,GEN,MASTHANJI MOHAMED,M,36,GEN,179,21470,#bdc3c7
BSP,2011,Thattanchavady,Pondicherry,9,7,GEN,S. JOHN KENNADY,M,29,GEN,89,21470,#222
INC,2011,Kamaraj Nagar,Pondicherry,10,1,GEN,V. VAITHILINGAM,M,60,GEN,12570,21303,#2ecc71
CPI,2011,Kamaraj Nagar,Pondicherry,10,2,GEN,NARA. KALAINATHAN,M,51,GEN,6541,21303,#ff5757
BJP,2011,Kamaraj Nagar,Pondicherry,10,3,GEN,S. RAVICHANDRAN,M,46,GEN,1009,21303,#ff7f0e
IND,2011,Kamaraj Nagar,Pondicherry,10,4,GEN,R. BARTHASSARADY,M,39,GEN,356,21303,#bdc3c7
IND,2011,Kamaraj Nagar,Pondicherry,10,5,GEN,K. SAKTHIVELU,M,38,GEN,328,21303,#bdc3c7
IND,2011,Kamaraj Nagar,Pondicherry,10,6,GEN,A. BASKARAN,M,27,SC,256,21303,#bdc3c7
BSP,2011,Kamaraj Nagar,Pondicherry,10,7,GEN,M. PAVADAI @ RAJA,M,31,GEN,104,21303,#222
LJP,2011,Kamaraj Nagar,Pondicherry,10,8,GEN,K. SUNDAR RAAJAN,M,28,GEN,93,21303,#222
IND,2011,Kamaraj Nagar,Pondicherry,10,9,GEN,M. SELVAMANIKANDAN,M,26,GEN,46,21303,#bdc3c7
AINRC,2011,Lawspet,Pondicherry,11,1,GEN,M. VAITHIANATHAN,M,37,GEN,10189,19673,#B78332
INC,2011,Lawspet,Pondicherry,11,2,GEN,V.P. SIVAKOLUNTHU,M,59,GEN,4757,19673,#2ecc71
IND,2011,Lawspet,Pondicherry,11,3,GEN,NANDHA JAYA SRIDARAN,M,40,GEN,2230,19673,#bdc3c7
BJP,2011,Lawspet,Pondicherry,11,4,GEN,R.V. SAMINATHAN,M,42,GEN,1672,19673,#ff7f0e
CPM,2011,Lawspet,Pondicherry,11,5,GEN,CH. BALAMOHANAN,M,62,GEN,647,19673,#ff5757
IND,2011,Lawspet,Pondicherry,11,6,GEN,G. SATHIARAJ,M,43,GEN,108,19673,#bdc3c7
IND,2011,Lawspet,Pondicherry,11,7,GEN,J. POUVARAGHAVAN,M,37,GEN,70,19673,#bdc3c7
AINRC,2011,Kalapet,Pondicherry,12,1,GEN,P.M.L. KALYANA SUNDARAM,M,33,GEN,14132,22637,#B78332
INC,2011,Kalapet,Pondicherry,12,2,GEN,M.O.H.F SHAHJAHAN,M,46,GEN,7766,22637,#2ecc71
BJP,2011,Kalapet,Pondicherry,12,3,GEN,L. KARUNAKARAN,M,41,GEN,214,22637,#ff7f0e
IND,2011,Kalapet,Pondicherry,12,4,GEN,U. KALYANASUNDARAM,M,55,GEN,197,22637,#bdc3c7
IND,2011,Kalapet,Pondicherry,12,5,GEN,SUBRAMANIAN,M,28,GEN,120,22637,#bdc3c7
IND,2011,Kalapet,Pondicherry,12,6,GEN,I.M.S. BALAJI,M,26,GEN,82,22637,#bdc3c7
IND,2011,Kalapet,Pondicherry,12,7,GEN,SEGAR,M,45,GEN,57,22637,#bdc3c7
IND,2011,Kalapet,Pondicherry,12,8,GEN,R. KALYANASUNDARAM,M,50,GEN,45,22637,#bdc3c7
IND,2011,Kalapet,Pondicherry,12,9,GEN,P. KALYANASUNDARAM,M,37,SC,24,22637,#bdc3c7
DMK,2011,Muthialpet,Pondicherry,13,1,GEN,NANDHA. T. SARAVANAN,M,40,GEN,10364,21671,#c0392b
ADMK,2011,Muthialpet,Pondicherry,13,2,GEN,A. KASILINGAM,M,79,GEN,7388,21671,#b2d33c
IND,2011,Muthialpet,Pondicherry,13,3,GEN,A. PARAMASIVAM,M,53,GEN,3427,21671,#bdc3c7
BJP,2011,Muthialpet,Pondicherry,13,4,GEN,KRISHNAKANTHAN @,M,42,GEN,257,21671,#ff7f0e
CPI(ML)(L),2011,Muthialpet,Pondicherry,13,5,GEN,S. MOTHILAL,M,31,GEN,148,21671,#222
IND,2011,Muthialpet,Pondicherry,13,6,GEN,R. KUMARAN @ PAVADAISAMI,M,58,GEN,87,21671,#bdc3c7
INC,2011,Raj Bhavan,Pondicherry,14,1,GEN,K. LAKSHMINARAYANAN,M,51,GEN,11398,19133,#2ecc71
ADMK,2011,Raj Bhavan,Pondicherry,14,2,GEN,M. SARAVANAKUMAR,M,41,GEN,4327,19133,#b2d33c
IND,2011,Raj Bhavan,Pondicherry,14,3,GEN,ANNIBAL NEHRU,M,45,GEN,2536,19133,#bdc3c7
BJP,2011,Raj Bhavan,Pondicherry,14,4,GEN,S.P. LALLU,M,55,GEN,555,19133,#ff7f0e
IND,2011,Raj Bhavan,Pondicherry,14,5,GEN,I.M. SEKAR NAICKER,M,49,GEN,227,19133,#bdc3c7
IND,2011,Raj Bhavan,Pondicherry,14,6,GEN,M. ARUMAI SELVAM,M,56,GEN,90,19133,#bdc3c7
ADMK,2011,Oupalam,Pondicherry,15,1,GEN,A. ANBALAGAN,M,54,GEN,9536,22388,#b2d33c
IND,2011,Oupalam,Pondicherry,15,2,GEN,N. ANAND,M,48,GEN,6332,22388,#bdc3c7
DMK,2011,Oupalam,Pondicherry,15,3,GEN,ANNIBAL KENNEDY,M,46,GEN,6122,22388,#c0392b
IND,2011,Oupalam,Pondicherry,15,4,GEN,MOULANA ABDUL KHADIR,M,51,GEN,159,22388,#bdc3c7
IND,2011,Oupalam,Pondicherry,15,5,GEN,R. ANAND,M,26,GEN,112,22388,#bdc3c7
BSP,2011,Oupalam,Pondicherry,15,6,GEN,IROUDHAYARAZ JULE,M,40,SC,50,22388,#222
IND,2011,Oupalam,Pondicherry,15,7,GEN,MANIVANNAN,M,35,GEN,47,22388,#bdc3c7
LJP,2011,Oupalam,Pondicherry,15,8,GEN,ANGAPPIN @ ROUSSEAU,M,51,SC,18,22388,#222
IND,2011,Oupalam,Pondicherry,15,9,GEN,S. ANTHONI,M,31,GEN,12,22388,#bdc3c7
AINRC,2011,Orleampeth,Pondicherry,16,1,GEN,G. NEHRU @ KUPPUSAMY,M,47,GEN,10986,19880,#B78332
DMK,2011,Orleampeth,Pondicherry,16,2,GEN,R. SIVA,M,43,GEN,8368,19880,#c0392b
IND,2011,Orleampeth,Pondicherry,16,3,GEN,S. NEHRU,M,27,GEN,247,19880,#bdc3c7
IND,2011,Orleampeth,Pondicherry,16,4,GEN,K. RAMALINGAM,M,54,GEN,76,19880,#bdc3c7
IND,2011,Orleampeth,Pondicherry,16,5,GEN,M. NEHRU,M,50,GEN,59,19880,#bdc3c7
IND,2011,Orleampeth,Pondicherry,16,6,GEN,N. SIVARAJ,M,51,GEN,53,19880,#bdc3c7
JD(U),2011,Orleampeth,Pondicherry,16,7,GEN,D. SURESH NANDHA,M,44,GEN,52,19880,#222
BSP,2011,Orleampeth,Pondicherry,16,8,GEN,K. VAITHIANATHAN,M,42,GEN,39,19880,#222
ADMK,2011,Nellithope,Pondicherry,17,1,GEN,OMSAKTHI SEKAR,M,50,GEN,13301,22734,#b2d33c
DMK,2011,Nellithope,Pondicherry,17,2,GEN,R.V.JANAKIRAMAN,M,70,GEN,8783,22734,#c0392b
BJP,2011,Nellithope,Pondicherry,17,3,GEN,A.VELAYUTHAM,M,46,GEN,301,22734,#ff7f0e
IND,2011,Nellithope,Pondicherry,17,4,GEN,M.CHITTY BABU,M,34,GEN,112,22734,#bdc3c7
IND,2011,Nellithope,Pondicherry,17,5,GEN,D. JANAKIRAMAN,M,31,GEN,93,22734,#bdc3c7
IND,2011,Nellithope,Pondicherry,17,6,GEN,VIJAYAN @ POORVATHANAN,M,63,GEN,83,22734,#bdc3c7
IND,2011,Nellithope,Pondicherry,17,7,GEN,M.P. MANOHARAN,M,51,GEN,61,22734,#bdc3c7
ADMK,2011,Mudaliarpet,Pondicherry,18,1,GEN,A. BASKAR,M,40,GEN,17016,25340,#b2d33c
DMK,2011,Mudaliarpet,Pondicherry,18,2,GEN,DR. M.A.S. SUBRAMANIAN,M,64,GEN,7289,25340,#c0392b
BJP,2011,Mudaliarpet,Pondicherry,18,3,GEN,PADMANABAN,M,56,GEN,575,25340,#ff7f0e
IJK,2011,Mudaliarpet,Pondicherry,18,4,GEN,E. JEGAN @ JEGANADHANE,M,31,GEN,231,25340,#222
IND,2011,Mudaliarpet,Pondicherry,18,5,GEN,M. SUBRAMANI,M,49,GEN,123,25340,#bdc3c7
RSP,2011,Mudaliarpet,Pondicherry,18,6,GEN,LENIN .K,M,53,GEN,106,25340,#222
AINRC,2011,Ariankuppam,Pondicherry,19,1,GEN,V.SABAPATHY @,M,67,GEN,13381,27239,#B78332
INC,2011,Ariankuppam,Pondicherry,19,2,GEN,T.DJEAMOURTHY,M,52,GEN,10750,27239,#2ecc71
IND,2011,Ariankuppam,Pondicherry,19,3,GEN,S. KUMARAVELU,M,42,GEN,2581,27239,#bdc3c7
IND,2011,Ariankuppam,Pondicherry,19,4,GEN,G.C. CHANDRAN,M,61,GEN,225,27239,#bdc3c7
BJP,2011,Ariankuppam,Pondicherry,19,5,GEN,P. NAGARADJOU,M,37,GEN,176,27239,#ff7f0e
IJK,2011,Ariankuppam,Pondicherry,19,6,GEN,G.SATHIYANANDHAM,M,34,GEN,126,27239,#222
ADMK,2011,Manavely,Pondicherry,20,1,GEN,P.PURUSHOTHAMAN,M,63,GEN,13979,24110,#b2d33c
PMK,2011,Manavely,Pondicherry,20,2,GEN,R.K.R. ANANTHARAMAN,M,38,GEN,9646,24110,#d35400
IND,2011,Manavely,Pondicherry,20,3,GEN,S.KUMAR,M,49,GEN,244,24110,#bdc3c7
IJK,2011,Manavely,Pondicherry,20,4,GEN,J. VEERASEKARAN,M,41,GEN,241,24110,#222
AINRC,2011,Embalam,Pondicherry,21,1,SC,P. RAJAVELU,M,49,SC,12933,24893,#B78332
INC,2011,Embalam,Pondicherry,21,2,SC,M. CANDASSAMY,M,45,SC,11465,24893,#2ecc71
IND,2011,Embalam,Pondicherry,21,3,SC,N. ETHIRAJAN,M,46,SC,351,24893,#bdc3c7
CPI(ML)(L),2011,Embalam,Pondicherry,21,4,SC,J. SACTIVELOU,M,42,SC,144,24893,#222
ADMK,2011,Nettapakkam,Pondicherry,22,1,SC,L. PERIYASAMY,M,52,SC,14686,24560,#b2d33c
INC,2011,Nettapakkam,Pondicherry,22,2,SC,S. MUTHUKUMARASAMY,M,34,SC,9219,24560,#2ecc71
BJP,2011,Nettapakkam,Pondicherry,22,3,SC,A. VISWAMOHAN,M,34,SC,237,24560,#ff7f0e
BSP,2011,Nettapakkam,Pondicherry,22,4,SC,M. SOMASUNDARAM,M,52,SC,129,24560,#222
IND,2011,Nettapakkam,Pondicherry,22,5,SC,P. VIRAGANABADY,M,35,SC,110,24560,#bdc3c7
IND,2011,Nettapakkam,Pondicherry,22,6,SC,M. SELVAM,M,34,SC,93,24560,#bdc3c7
IND,2011,Nettapakkam,Pondicherry,22,7,SC,DR. A. COUMAR,M,34,SC,86,24560,#bdc3c7
AINRC,2011,Bahour,Pondicherry,23,1,GEN,T. THIAGARAJAN,M,59,GEN,12284,22994,#B78332
INC,2011,Bahour,Pondicherry,23,2,GEN,R. RADHAKRISHNAN,M,39,GEN,10229,22994,#2ecc71
IND,2011,Bahour,Pondicherry,23,3,GEN,B.R. SUNDARAMOORTHY,M,56,GEN,315,22994,#bdc3c7
BJP,2011,Bahour,Pondicherry,23,4,GEN,THANGA. VIKRAMAN,M,31,GEN,166,22994,#ff7f0e
AINRC,2011,Nedungadu,Pondicherry,24,1,SC,M.CHANDHRAKASU,M,62,SC,12474,22658,#B78332
