PARTY,YEAR,AC_NAME,ST_NAME,AC_NO,rank,AC_TYPE,NAME,SEX,AGE,CATEGORY,VOTES,polled_votes,color
INC,1980,Thirubuvanai,Pondicherry,14,1,SC,P. CATTAVARAYANE,M,,,6001,8325,#2ecc71
ADMK,1980,Thirubuvanai,Pondicherry,14,2,SC,D. ANNAMALAI,M,,,2269,8325,#b2d33c
IND,1980,Thirubuvanai,Pondicherry,14,3,SC,M. MANIAN,M,,,55,8325,#bdc3c7
DMK,1980,Mannadipeth,Pondicherry,15,1,GEN,D. RAMACHANDRAN,M,,,5598,9164,#c0392b
ADMK,1980,Mannadipeth,Pondicherry,15,2,GEN,S. MANICKAVACHAKAN,M,,,3566,9164,#b2d33c
DMK,1980,Ossudu,Pondicherry,16,1,SC,P. MURTHY,M,,,5122,7704,#c0392b
ADMK,1980,Ossudu,Pondicherry,16,2,SC,K. DHAKSHINAMURTHY,M,,,2374,7704,#b2d33c
IND,1980,Ossudu,Pondicherry,16,3,SC,D. ARUMUGAM,M,,,208,7704,#bdc3c7
DMK,1980,Villenour,Pondicherry,17,1,GEN,M. VENUGOPAL,M,,,3810,8614,#c0392b
ADMK,1980,Villenour,Pondicherry,17,2,GEN,S. SELLAPPAN ALIAS MEENAKSHISUNDARAM,M,,,3065,8614,#b2d33c
IND,1980,Villenour,Pondicherry,17,3,GEN,N. SINNATHAMBI,M,,,1739,8614,#bdc3c7
DMK,1980,Ozhukarai,Pondicherry,18,1,GEN,G. PERUMAL RAJA,M,,,5493,8325,#c0392b
ADMK,1980,Ozhukarai,Pondicherry,18,2,GEN,R. SOMASIMDARA,M,,,2685,8325,#b2d33c
JNP(S),1980,Ozhukarai,Pondicherry,18,3,GEN,MOHAMED ILYAS,M,,,97,8325,#222
IND,1980,Ozhukarai,Pondicherry,18,4,GEN,R. GANAPATHY,M,,,30,8325,#bdc3c7
IND,1980,Ozhukarai,Pondicherry,18,5,GEN,S. MUNISAMY,M,,,20,8325,#bdc3c7
JNP,1980,Thattanchavady,Pondicherry,19,1,GEN,V. PETHAPERUMAL,M,,,4824,9875,#9A9E56
CPI,1980,Thattanchavady,Pondicherry,19,2,GEN,N. KANDEBAN,M,,,2554,9875,#ff5757
INC,1980,Thattanchavady,Pondicherry,19,3,GEN,A. R. SOOSAIRAJ,M,,,2497,9875,#2ecc71
INC,1980,Reddiarpalayam,Pondicherry,20,1,GEN,RENUKA APPADURAI,F,,,5409,10305,#2ecc71
CPI,1980,Reddiarpalayam,Pondicherry,20,2,GEN,N. GURUSAMY,M,,,2516,10305,#ff5757
JNP,1980,Reddiarpalayam,Pondicherry,20,3,GEN,R. VENGATACHALA COUNDER,M,,,2142,10305,#9A9E56
JNP(S),1980,Reddiarpalayam,Pondicherry,20,4,GEN,P. DURAI,M,,,238,10305,#222
INC,1980,Lawspet,Pondicherry,21,1,GEN,M. O. H. FAROOK,M,,,8980,11413,#2ecc71
ADMK,1980,Lawspet,Pondicherry,21,2,GEN,G. GOPALAKRISHNAN,M,,,2126,11413,#b2d33c
IND,1980,Lawspet,Pondicherry,21,3,GEN,A. SEMON,M,,,226,11413,#bdc3c7
IND,1980,Lawspet,Pondicherry,21,4,GEN,M. PURUSHOTHAMAN,M,,,81,11413,#bdc3c7
DMK,1980,Cotchery,Pondicherry,22,1,GEN,G. PANJAVARNAM,M,,,4133,8278,#c0392b
IND,1980,Cotchery,Pondicherry,22,2,GEN,T. SUBBAIYA,M,,,2504,8278,#bdc3c7
ADMK,1980,Cotchery,Pondicherry,22,3,GEN,S. KRISHNAVELU,M,,,1536,8278,#b2d33c
IND,1980,Cotchery,Pondicherry,22,4,GEN,F. AROCKIASAMY,M,,,105,8278,#bdc3c7
IND,1980,Karaikal,Pondicherry,23,1,GEN,V. M. SALIH MARICAR,M,,,4778,8648,#bdc3c7
JNP,1980,Karaikal,Pondicherry,23,2,GEN,M. JEMBULINGAM,M,,,2194,8648,#9A9E56
IND,1980,Karaikal,Pondicherry,23,3,GEN,M. RATHAKRISHNAN,M,,,1292,8648,#bdc3c7
INC(U),1980,Karaikal,Pondicherry,23,4,GEN,G. RETHINAVELU,M,,,158,8648,#222
IND,1980,Karaikal,Pondicherry,23,5,GEN,K. S. MANYIMARANE,M,,,144,8648,#bdc3c7
IND,1980,Karaikal,Pondicherry,23,6,GEN,V. PALANIVELU PATHAR,M,,,82,8648,#bdc3c7
INC,1980,Karaikal South,Pondicherry,24,1,GEN,S. SAVARIRAJAN,M,,,4867,7557,#2ecc71
ADMK,1980,Karaikal South,Pondicherry,24,2,GEN,S. RAMASSAMY,M,,,2218,7557,#b2d33c
INC(U),1980,Karaikal South,Pondicherry,24,3,GEN,K. KANDHI,M,,,447,7557,#222
IND,1980,Karaikal South,Pondicherry,24,4,GEN,A. ANTONYSAMY,M,,,25,7557,#bdc3c7
DMK,1980,Neravy-Grand Aldee,Pondicherry,25,1,GEN,V. M. C. SIVAKUMAR,M,,,5315,9268,#c0392b
ADMK,1980,Neravy-Grand Aldee,Pondicherry,25,2,GEN,V. M. O. VARADAPILLAI,M,,,3953,9268,#b2d33c
DMK,1980,Tirunallar,Pondicherry,26,1,GEN,N. V. RAMALINGAM,M,,,3573,8040,#c0392b
ADMK,1980,Tirunallar,Pondicherry,26,2,GEN,A. SOUNDARARENGAM,M,,,3400,8040,#b2d33c
IND,1980,Tirunallar,Pondicherry,26,3,GEN,V. ARUNACHALAM,M,,,629,8040,#bdc3c7
IND,1980,Tirunallar,Pondicherry,26,4,GEN,R. RENGANATHAN,M,,,222,8040,#bdc3c7
IND,1980,Tirunallar,Pondicherry,26,5,GEN,S. R. INDIRSETAN,M,,,216,8040,#bdc3c7
INC,1980,Neduncadu,Pondicherry,27,1,SC,M. CHANDIRAKASU,M,,,4981,7636,#2ecc71
ADMK,1980,Neduncadu,Pondicherry,27,2,SC,P. NATESAN,M,,,1751,7636,#b2d33c
CPI,1980,Neduncadu,Pondicherry,27,3,SC,R. GURUSAMY,M,,,904,7636,#ff5757
CPM,1980,Mahe,Pondicherry,28,1,GEN,K. V. RAGHAVAN,M,,,2638,5476,#ff5757
IND,1980,Mahe,Pondicherry,28,2,GEN,C. V. SULAIMAN HAJEE,M,,,2174,5476,#bdc3c7
IND,1980,Mahe,Pondicherry,28,3,GEN,N. CHAKRAPANI,M,,,358,5476,#bdc3c7
IND,1980,Mahe,Pondicherry,28,4,GEN,MANI BHARATHAN,F,,,178,5476,#bdc3c7
IND,1980,Mahe,Pondicherry,28,5,GEN,V. P. RAMAKRISHNAN,M,,,117,5476,#bdc3c7
IND,1980,Mahe,Pondicherry,28,6,GEN,POOTHARA NARAYANAN,M,,,11,5476,#bdc3c7
INC,1980,Palloor,Pondicherry,29,1,GEN,N. K. SACHINDRANATH,M,,,2567,5594,#2ecc71
INC(U),1980,Palloor,Pondicherry,29,2,GEN,A. V. SREEDHARAN,M,,,2467,5594,#222
IND,1980,Palloor,Pondicherry,29,3,GEN,T. K. CHANDRASHEKARAN,M,,,540,5594,#bdc3c7
IND,1980,Palloor,Pondicherry,29,4,GEN,GOVINDAN NAMBIAR,M,,,20,5594,#bdc3c7
IND,1980,Yanam,Pondicherry,30,1,GEN,KAMICHETTY SRI PARASSOURAMA VARAPRASSADA RAO,M,,,2433,5024,#bdc3c7
INC,1980,Yanam,Pondicherry,30,2,GEN,ABDUL KHADER JEELANI MOHAMMED,M,,,2165,5024,#2ecc71
JNP,1980,Yanam,Pondicherry,30,3,GEN,PONUGUMATLA VISHNUMURTHY,M,,,426,5024,#9A9E56
DMK,1985,Muthialpet,Pondicherry,1,1,GEN,G. PALANIRAJA,M,,,7820,14500,#c0392b
ADMK,1985,Muthialpet,Pondicherry,1,2,GEN,A. KASILINGAM,M,,,6281,14500,#b2d33c
JNP,1985,Muthialpet,Pondicherry,1,3,GEN,A. SAVARIMUTHU,M,,,259,14500,#9A9E56
IND,1985,Muthialpet,Pondicherry,1,4,GEN,A. RAJAMANICKAM,M,,,62,14500,#bdc3c7
ICS,1985,Muthialpet,Pondicherry,1,5,GEN,ADRIEN,M,,,41,14500,#222
LKD,1985,Muthialpet,Pondicherry,1,6,GEN,G. SOUNDARAMURTHY,M,,,26,14500,#222
IND,1985,Muthialpet,Pondicherry,1,7,GEN,K. SHANMUGAM,M,,,11,14500,#bdc3c7
INC,1985,Cassicade,Pondicherry,2,1,GEN,P. KANNAN,M,,,5273,8402,#2ecc71
CPI,1985,Cassicade,Pondicherry,2,2,GEN,SARASWATHI SUBBIAH,F,,,1521,8402,#ff5757
JNP,1985,Cassicade,Pondicherry,2,3,GEN,G. SAMBATH,M,,,1090,8402,#9A9E56
ICS,1985,Cassicade,Pondicherry,2,4,GEN,S. SUKUMARAN,M,,,518,8402,#222
INC,1985,Raj Bhavan,Pondicherry,3,1,GEN,L. JOSEPH MARIADOSS,M,,,2419,4417,#2ecc71
DMK,1985,Raj Bhavan,Pondicherry,3,2,GEN,LOUIS PRAGASAM CANNAYA,M,,,1578,4417,#c0392b
JNP,1985,Raj Bhavan,Pondicherry,3,3,GEN,V. UTHAMAN,M,,,230,4417,#9A9E56
ICS,1985,Raj Bhavan,Pondicherry,3,4,GEN,L. VENGATARAMAN,M,,,161,4417,#222
BJP,1985,Raj Bhavan,Pondicherry,3,5,GEN,V. GOVINDASAMY,M,,,29,4417,#ff7f0e
INC,1985,Bussy,Pondicherry,4,1,GEN,C. M. ACHRAFF,M,,,2213,4162,#2ecc71
DMK,1985,Bussy,Pondicherry,4,2,GEN,S. BABU ANSARDEEN,M,,,1516,4162,#c0392b
JNP,1985,Bussy,Pondicherry,4,3,GEN,M. LOGANATHAN,M,,,264,4162,#9A9E56
IND,1985,Bussy,Pondicherry,4,4,GEN,C. A. GAFFOUR,M,,,169,4162,#bdc3c7
ADMK,1985,Oupalam,Pondicherry,5,1,GEN,P. K. LOGANATHAN,M,,,3898,9997,#b2d33c
DMK,1985,Oupalam,Pondicherry,5,2,GEN,SITHA. VEDANAYAGAM,M,,,3040,9997,#c0392b
IND,1985,Oupalam,Pondicherry,5,3,GEN,N. NAGAMUTHU,M,,,2035,9997,#bdc3c7
JNP,1985,Oupalam,Pondicherry,5,4,GEN,R. KRISHNASAMY,M,,,1008,9997,#9A9E56
IND,1985,Oupalam,Pondicherry,5,5,GEN,M. ARUMAISELVAM,M,,,16,9997,#bdc3c7
ADMK,1985,Orleampeth,Pondicherry,6,1,GEN,M.A..S. SUBRAMANIAN,M,,,6635,11912,#b2d33c
DMK,1985,Orleampeth,Pondicherry,6,2,GEN,NA. MARIMUTHU NA. MANIMARAN,M,,,5079,11912,#c0392b
IND,1985,Orleampeth,Pondicherry,6,3,GEN,N. THIRUKKAMU,M,,,87,11912,#bdc3c7
IND,1985,Orleampeth,Pondicherry,6,4,GEN,SERZ VENANCE,M,,,82,11912,#bdc3c7
IND,1985,Orleampeth,Pondicherry,6,5,GEN,M. SINNASSAMY,M,,,29,11912,#bdc3c7
DMK,1985,Nellithope,Pondicherry,7,1,GEN,R.V.JANAKIRAMAN,M,,,5526,10672,#c0392b
ADMK,1985,Nellithope,Pondicherry,7,2,GEN,B. MANIMARAN,M,,,4490,10672,#b2d33c
JNP,1985,Nellithope,Pondicherry,7,3,GEN,R. RAMAMURTHY,M,,,518,10672,#9A9E56
ICS,1985,Nellithope,Pondicherry,7,4,GEN,M. WILLIAM,M,,,84,10672,#222
BJP,1985,Nellithope,Pondicherry,7,5,GEN,A. DEVAGURU,M,,,54,10672,#ff7f0e
INC,1985,Modeliarpeth,Pondicherry,8,1,GEN,V. SABAPATHY KOTHANDARAMAN,M,,,6260,13302,#2ecc71
CPI,1985,Modeliarpeth,Pondicherry,8,2,GEN,M. MANJINI,M,,,5874,13302,#ff5757
JNP,1985,Modeliarpeth,Pondicherry,8,3,GEN,E. GANESAN,M,,,1138,13302,#9A9E56
IND,1985,Modeliarpeth,Pondicherry,8,4,GEN,S.P.A. PARTHASARATHY,M,,,30,13302,#bdc3c7
ADMK,1985,Ariankuppam,Pondicherry,9,1,GEN,P. PURUSHOTHAMAN,M,,,5505,12668,#b2d33c
DMK,1985,Ariankuppam,Pondicherry,9,2,GEN,P. SUPPURAYAN,M,,,5127,12668,#c0392b
JNP,1985,Ariankuppam,Pondicherry,9,3,GEN,S. NARASINGAM,M,,,1989,12668,#9A9E56
IND,1985,Ariankuppam,Pondicherry,9,4,GEN,P. KAILASANATHAN,M,,,47,12668,#bdc3c7
ADMK,1985,Embalom,Pondicherry,10,1,SC,K. ANBALAGAN,M,,,4509,8836,#b2d33c
DMK,1985,Embalom,Pondicherry,10,2,SC,K.SIVA LOGANATHAN,M,,,4327,8836,#c0392b
INC,1985,Nettapakkam,Pondicherry,11,1,GEN,V. VAITHILINGAM,M,,,6946,9523,#2ecc71
DMK,1985,Nettapakkam,Pondicherry,11,2,GEN,P. RAMAMURTHY,M,,,2577,9523,#c0392b
DMK,1985,Kuruvinatham,Pondicherry,12,1,GEN,R. RAMANSTHAN,M,,,4207,10344,#c0392b
ADMK,1985,Kuruvinatham,Pondicherry,12,2,GEN,K. PARASURAMAN,M,,,3361,10344,#b2d33c
JNP,1985,Kuruvinatham,Pondicherry,12,3,GEN,K.R. SUBRAMANIYA PADAYACHI,M,,,2776,10344,#9A9E56
JNP,1985,Bahour,Pondicherry,13,1,SC,P. UTHIRAVELU,M,,,4911,10339,#9A9E56
INC,1985,Bahour,Pondicherry,13,2,SC,S. NARAYANASAMY,M,,,4201,10339,#2ecc71
DMK,1985,Bahour,Pondicherry,13,3,SC,P.MURTHY,M,,,1063,10339,#c0392b
LKD,1985,Bahour,Pondicherry,13,4,SC,S. THANIGASALAM,M,,,164,10339,#222
DMK,1985,Thirubuvanai,Pondicherry,14,1,SC,S. KOMALA,F,,,5745,10563,#c0392b
INC,1985,Thirubuvanai,Pondicherry,14,2,SC,P. CATTAVARAYANE,M,,,4751,10563,#2ecc71
IND,1985,Thirubuvanai,Pondicherry,14,3,SC,A. SELVARASU,M,,,67,10563,#bdc3c7
DMK,1985,Mannadipeth,Pondicherry,15,1,GEN,D. RAMACHANDRAN,M,,,6383,11301,#c0392b
INC,1985,Mannadipeth,Pondicherry,15,2,GEN,A. KRISHNASAMY,M,,,4918,11301,#2ecc71
INC,1985,Ossudu,Pondicherry,16,1,SC,V. NAGARATHINAM,M,,,6176,8920,#2ecc71
CPI,1985,Ossudu,Pondicherry,16,2,SC,R. THANGAVELU CLEMENCEAU,M,,,2251,8920,#ff5757
JNP,1985,Ossudu,Pondicherry,16,3,SC,N. ARIKRISHNANE,M,,,493,8920,#9A9E56
INC,1985,Villenour,Pondicherry,17,1,GEN,R. SUBRAYA COUNDER,M,,,5696,10883,#2ecc71
DMK,1985,Villenour,Pondicherry,17,2,GEN,M. VENUGOPAL,M,,,5187,10883,#c0392b
ADMK,1985,Ozhukarai,Pondicherry,18,1,GEN,R. SOMASUNDARAM,M,,,5729,10653,#b2d33c
DMK,1985,Ozhukarai,Pondicherry,18,2,GEN,G. PERUMAL RAJA,M,,,4428,10653,#c0392b
JNP,1985,Ozhukarai,Pondicherry,18,3,GEN,V. CHANDRASEKARAN,M,,,348,10653,#9A9E56
BJP,1985,Ozhukarai,Pondicherry,18,4,GEN,B. AZHAGANNANDEM,M,,,75,10653,#ff7f0e
IND,1985,Ozhukarai,Pondicherry,18,5,GEN,R. ABBAYE,M,,,53,10653,#bdc3c7
IND,1985,Ozhukarai,Pondicherry,18,6,GEN,G.N.P. PARTHASARATHY,M,,,20,10653,#bdc3c7
JNP,1985,Thattanchavady,Pondicherry,19,1,GEN,V. PETHAPERUMAL,M,,,6228,13944,#9A9E56
INC,1985,Thattanchavady,Pondicherry,19,2,GEN,T. MURUGESAN,M,,,3926,13944,#2ecc71
DMK,1985,Thattanchavady,Pondicherry,19,3,GEN,A.V. SHUNMUGAM,M,,,3790,13944,#c0392b
INC,1985,Reddiarpalayam,Pondicherry,20,1,GEN,V. BALAJI,M,,,7852,13878,#2ecc71
CPI,1985,Reddiarpalayam,Pondicherry,20,2,GEN,N. RANGANATHAN,M,,,4647,13878,#ff5757
JNP,1985,Reddiarpalayam,Pondicherry,20,3,GEN,P. KANNAYAN,M,,,1379,13878,#9A9E56
INC,1985,Lawspet,Pondicherry,21,1,GEN,M.O.H. FAROOK,M,,,8804,14586,#2ecc71
DMK,1985,Lawspet,Pondicherry,21,2,GEN,S. MUTHU,M,,,5157,14586,#c0392b
IND,1985,Lawspet,Pondicherry,21,3,GEN,G. VEERARAGAVAN,M,,,549,14586,#bdc3c7
LKD,1985,Lawspet,Pondicherry,21,4,GEN,D. SELVAM,M,,,76,14586,#222
INC,1985,Cotchery,Pondicherry,22,1,GEN,N. VENGADASALAM,M,,,5774,10322,#2ecc71
DMK,1985,Cotchery,Pondicherry,22,2,GEN,G. PANJAVARNAM,M,,,4441,10322,#c0392b
IND,1985,Cotchery,Pondicherry,22,3,GEN,M. JEANNE D' ARC MARIE,F,,,107,10322,#bdc3c7
INC,1985,Karaikal,Pondicherry,23,1,GEN,V. GOVINDARAJAN,M,,,4784,9656,#2ecc71
IND,1985,Karaikal,Pondicherry,23,2,GEN,V.M. SALIH MARICAR,M,,,3671,9656,#bdc3c7
JNP,1985,Karaikal,Pondicherry,23,3,GEN,G. RENGAYEN,M,,,1081,9656,#9A9E56
IND,1985,Karaikal,Pondicherry,23,4,GEN,K.S. MANIMARAN,M,,,120,9656,#bdc3c7
IND,1985,Karaikal South,Pondicherry,24,1,GEN,S. RAMASSAMY,M,,,3808,8149,#bdc3c7
INC,1985,Karaikal South,Pondicherry,24,2,GEN,A.M. KASSIM,M,,,2393,8149,#2ecc71
DMK,1985,Karaikal South,Pondicherry,24,3,GEN,R. ARUMAIKANNU,M,,,1923,8149,#c0392b
IND,1985,Karaikal South,Pondicherry,24,4,GEN,M.S. HAJA MAIDEEN,M,,,25,8149,#bdc3c7
ADMK,1985,Neravy-Grand Aldee,Pondicherry,25,1,GEN,V.M.C. VARADA PILLAI,M,,,5788,10826,#b2d33c
DMK,1985,Neravy-Grand Aldee,Pondicherry,25,2,GEN,V.M.C. SIVAKUMAR,M,,,5038,10826,#c0392b
IND,1985,Tirunallar,Pondicherry,26,1,GEN,A. SONUDARARENGAN,M,,,4246,9395,#bdc3c7
DMK,1985,Tirunallar,Pondicherry,26,2,GEN,R. KAMALAKKANNAN,M,,,3475,9395,#c0392b
ADMK,1985,Tirunallar,Pondicherry,26,3,GEN,N. RAMADASS,M,,,1325,9395,#b2d33c
JNP,1985,Tirunallar,Pondicherry,26,4,GEN,D. RAMADOSS,M,,,311,9395,#9A9E56
IND,1985,Tirunallar,Pondicherry,26,5,GEN,N. SHANTHI,F,,,38,9395,#bdc3c7
INC,1985,Neduncadu,Pondicherry,27,1,SC,M. CHANDIRAKASU,M,,,5870,8683,#2ecc71
CPM,1985,Neduncadu,Pondicherry,27,2,SC,M. KALIAPERUMAL,M,,,2674,8683,#ff5757
IND,1985,Neduncadu,Pondicherry,27,3,SC,V.K. THANGAVELU,M,,,139,8683,#bdc3c7
INC,1985,Mahe,Pondicherry,28,1,GEN,P.K. SATHYANANDAN,M,,,3695,6966,#2ecc71
CPM,1985,Mahe,Pondicherry,28,2,GEN,K.V. RAGHAVAN,M,,,2719,6966,#ff5757
MUL,1985,Mahe,Pondicherry,28,3,GEN,C.V. SULAIMAN HAJEE,M,,,447,6966,#222
IND,1985,Mahe,Pondicherry,28,4,GEN,VALAVIL SUDHAKARAN,M,,,42,6966,#bdc3c7
IND,1985,Mahe,Pondicherry,28,5,GEN,ABDUL GAFFOOR,M,,,38,6966,#bdc3c7
IND,1985,Mahe,Pondicherry,28,6,GEN,V.K. BHARATHAN,M,,,25,6966,#bdc3c7
INC,1985,Palloor,Pondicherry,29,1,GEN,A.V. SREEDHARAN,M,,,3766,6968,#2ecc71
JNP,1985,Palloor,Pondicherry,29,2,GEN,T.K. CHANDRASEKHARAN,M,,,1943,6968,#9A9E56
IND,1985,Palloor,Pondicherry,29,3,GEN,C.P. POKKU HAJE,M,,,802,6968,#bdc3c7
IND,1985,Palloor,Pondicherry,29,4,GEN,KUNNUMMAL SREEDHARAN,M,,,309,6968,#bdc3c7
IND,1985,Palloor,Pondicherry,29,5,GEN,P.N.K. SATHEESHAN,M,,,87,6968,#bdc3c7
IND,1985,Palloor,Pondicherry,29,6,GEN,P.C.RAMESHAN,M,,,26,6968,#bdc3c7
IND,1985,Palloor,Pondicherry,29,7,GEN,K.V. RAGHAVAN,M,,,25,6968,#bdc3c7
IND,1985,Palloor,Pondicherry,29,8,GEN,VATTAKANDY RAMACHANDRAN,M,,,10,6968,#bdc3c7
INC,1985,Yanam,Pondicherry,30,1,GEN,KAMICHETTY SRI PARASSORAMA VARAPRASSADA RAO,M,,,2884,6957,#2ecc71
IND,1985,Yanam,Pondicherry,30,2,GEN,RATCHA HARIKRISHNA,M,,,2498,6957,#bdc3c7
TDP,1985,Yanam,Pondicherry,30,3,GEN,PONUGUMATLA VISHNU MURTY,M,,,1248,6957,#222
DMK,1985,Yanam,Pondicherry,30,4,GEN,MOHAMED AHAMED SIRAJUDDIN,M,,,327,6957,#c0392b
DMK,1990,Muthialpet,Pondicherry,1,1,GEN,G. PALANIRAJA,M,,,10571,18965,#c0392b
ADMK,1990,Muthialpet,Pondicherry,1,2,GEN,R. KALIPAERUMAL ALIAS PERUMAL,M,,,8394,18965,#b2d33c
INC,1990,Cassicade,Pondicherry,2,1,GEN,P. KANNAN,M,,,6040,11500,#2ecc71
DMK,1990,Cassicade,Pondicherry,2,2,GEN,S. ANANDAVELU,M,,,5095,11500,#c0392b
BJP,1990,Cassicade,Pondicherry,2,3,GEN,L. BALAVENGATRAMAN,M,,,212,11500,#ff7f0e
PMK,1990,Cassicade,Pondicherry,2,4,GEN,G. ALAMELU,F,,,127,11500,#d35400
BSP,1990,Cassicade,Pondicherry,2,5,GEN,P. KULOTHUNGAN,M,,,11,11500,#222
TMM,1990,Cassicade,Pondicherry,2,6,GEN,M. P. MADHIMAHARAJA,M,,,10,11500,#222
IND,1990,Cassicade,Pondicherry,2,7,GEN,S. D. LATCHUMANAN,M,,,5,11500,#bdc3c7
DMK,1990,Raj Bhavan,Pondicherry,3,1,GEN,S. P. SIVAKUMAR,M,,,2528,5313,#c0392b
INC,1990,Raj Bhavan,Pondicherry,3,2,GEN,L. JOSEPH MARIADOSS,M,,,2377,5313,#2ecc71
ICS(SCS),1990,Raj Bhavan,Pondicherry,3,3,GEN,P. S. SUKUMARAN,M,,,178,5313,#222
BJP,1990,Raj Bhavan,Pondicherry,3,4,GEN,S. DHAMODARAN,M,,,136,5313,#ff7f0e
IND,1990,Raj Bhavan,Pondicherry,3,5,GEN,K. VIJAYALAKSHMI,F,,,47,5313,#bdc3c7
JNP,1990,Raj Bhavan,Pondicherry,3,6,GEN,V. ILANGO VARADAN,M,,,11,5313,#9A9E56
BSP,1990,Raj Bhavan,Pondicherry,3,6,GEN,K. RAMANUJAM,M,,,11,5313,#222
LKD(B),1990,Raj Bhavan,Pondicherry,3,8,GEN,A . BABU,M,,,7,5313,#222
IND,1990,Raj Bhavan,Pondicherry,3,9,GEN,ANDRE ZEGANADEN ASHOK,M,,,6,5313,#bdc3c7
IND,1990,Raj Bhavan,Pondicherry,3,10,GEN,S. MUTHAMABALAM,M,,,5,5313,#bdc3c7
IND,1990,Raj Bhavan,Pondicherry,3,11,GEN,K. SELVAM,M,,,3,5313,#bdc3c7
IND,1990,Raj Bhavan,Pondicherry,3,11,GEN,G. MOTHIRAM RAO,M,,,3,5313,#bdc3c7
IND,1990,Raj Bhavan,Pondicherry,3,13,GEN,D. SIVARAJ,M,,,1,5313,#bdc3c7
INC,1990,Bussy,Pondicherry,4,1,GEN,C. M. ACHRAFF,M,,,2692,5573,#2ecc71
DMK,1990,Bussy,Pondicherry,4,2,GEN,S. BABU ANSARDEEN,M,,,2463,5573,#c0392b
IND,1990,Bussy,Pondicherry,4,3,GEN,S. PAKKIAM,M,,,230,5573,#bdc3c7
IND,1990,Bussy,Pondicherry,4,4,GEN,A. RAJA MANICKAM,M,,,84,5573,#bdc3c7
IND,1990,Bussy,Pondicherry,4,5,GEN,R. NARAYANASAMY,M,,,41,5573,#bdc3c7
JNP,1990,Bussy,Pondicherry,4,6,GEN,J. SUBRAMANIAN ALIAS SANKAR,M,,,39,5573,#9A9E56
IND,1990,Bussy,Pondicherry,4,7,GEN,D. SIVARAJ,M,,,13,5573,#bdc3c7
IND,1990,Bussy,Pondicherry,4,8,GEN,B. IRUDHAYARAJ ALIAS IDHAYAVENDAN,M,,,11,5573,#bdc3c7
DMK,1990,Oupalam,Pondicherry,5,1,GEN,N. NAGHAMUTHU,M,,,7378,13674,#c0392b
ADMK,1990,Oupalam,Pondicherry,5,2,GEN,P. K. LOGANATHAN,M,,,5956,13674,#b2d33c
PMK,1990,Oupalam,Pondicherry,5,3,GEN,S. JAMES,M,,,154,13674,#d35400
IND,1990,Oupalam,Pondicherry,5,4,GEN,AROKKIAMARY ALIAS SELVI EMADHE,F,,,66,13674,#bdc3c7
BJP,1990,Oupalam,Pondicherry,5,5,GEN,G. RAMASAMY,M,,,63,13674,#ff7f0e
BSP,1990,Oupalam,Pondicherry,5,6,GEN,ROUSSEAU ANGAPPAN ALIAS C. ANGAPPAN,M,,,41,13674,#222
IND,1990,Oupalam,Pondicherry,5,7,GEN,PARANTHAMAN,M,,,10,13674,#bdc3c7
IND,1990,Oupalam,Pondicherry,5,8,GEN,G. ANNAMALAI,M,,,6,13674,#bdc3c7
DMK,1990,Orleampeth,Pondicherry,6,1,GEN,N. MANIMARAN,M,,,8076,16003,#c0392b
ADMK,1990,Orleampeth,Pondicherry,6,2,GEN,M. PANDURANGAN,M,,,7569,16003,#b2d33c
IND,1990,Orleampeth,Pondicherry,6,3,GEN,SERGE VENANCE,M,,,169,16003,#bdc3c7
PMK,1990,Orleampeth,Pondicherry,6,4,GEN,G. K. BASCARAN @ GOTHANDAPANI DASCARA,M,,,116,16003,#d35400
JNP,1990,Orleampeth,Pondicherry,6,5,GEN,R. SEGAR,M,,,45,16003,#9A9E56
TMM,1990,Orleampeth,Pondicherry,6,6,GEN,K. MARUTHI,M,,,12,16003,#222
IND,1990,Orleampeth,Pondicherry,6,7,GEN,S. INDRACHITHU,M,,,8,16003,#bdc3c7
IND,1990,Orleampeth,Pondicherry,6,7,GEN,P. VEERAPPAN,M,,,8,16003,#bdc3c7
DMK,1990,Nellithope,Pondicherry,7,1,GEN,R. V. JANKIRAMAN,M,,,6601,15875,#c0392b
ADMK,1990,Nellithope,Pondicherry,7,2,GEN,B. MANIMARAN,M,,,6071,15875,#b2d33c
IND,1990,Nellithope,Pondicherry,7,3,GEN,P. RAMALINGAM,M,,,2888,15875,#bdc3c7
PMK,1990,Nellithope,Pondicherry,7,4,GEN,P. KRISHANAN,M,,,173,15875,#d35400
IND,1990,Nellithope,Pondicherry,7,5,GEN,M. LOGANATHAN,M,,,96,15875,#bdc3c7
JNP,1990,Nellithope,Pondicherry,7,6,GEN,J. RAGAVAN,M,,,28,15875,#9A9E56
IND,1990,Nellithope,Pondicherry,7,7,GEN,G. VENKATESAN,M,,,12,15875,#bdc3c7
IND,1990,Nellithope,Pondicherry,7,8,GEN,ANDRE ZEGANADEN ASHOK,M,,,3,15875,#bdc3c7
IND,1990,Nellithope,Pondicherry,7,8,GEN,G. ARUMUGAM,M,,,3,15875,#bdc3c7
CPI,1990,Modeliarpeth,Pondicherry,8,1,GEN,M. MANJINI,M,,,8905,19620,#ff5757
INC,1990,Modeliarpeth,Pondicherry,8,2,GEN,V. KOTHANDARAMAN ALIAS SABABATHY,M,,,8049,19620,#2ecc71
