AC_NAME,PARTY,YEAR,ST_NAME,AC_NO,rank,AC_TYPE,NAME,SEX,AGE,CATEGORY,VOTES,polled_votes,color,District
Athoor,IND,1996,Tamil Nadu,149,29,GEN,"JEGANATHAN, S.M.T.",M,0,,21,128403,#bdc3c7,Dindigul
Athoor,IND,1996,Tamil Nadu,149,30,GEN,"KAJAMAIDEEN, M.K.",M,0,,13,128403,#bdc3c7,Dindigul
Vedasandur,DMK,1996,Tamil Nadu,150,1,GEN,S.V. KRISHNAN,M,0,,60639,137863,#c0392b,Dindigul
Vedasandur,ADMK,1996,Tamil Nadu,150,2,GEN,S. GANDHIRAJAN,M,0,,39870,137863,#b2d33c,Dindigul
Vedasandur,MDMK,1996,Tamil Nadu,150,3,GEN,V.P. BALASUBRAMANIAN,M,0,,33802,137863,#9b59b6,Dindigul
Vedasandur,BJP,1996,Tamil Nadu,150,4,GEN,H.R.S. MUTHUKRISHNAN,M,0,,733,137863,#ff7f0e,Dindigul
Vedasandur,IND,1996,Tamil Nadu,150,5,GEN,M. KALEEL RAHMAN,M,0,,498,137863,#bdc3c7,Dindigul
Vedasandur,IND,1996,Tamil Nadu,150,6,GEN,S. THANDAPANI,M,0,,342,137863,#bdc3c7,Dindigul
Vedasandur,IND,1996,Tamil Nadu,150,7,GEN,A. CHANDRASEKAR,M,0,,299,137863,#bdc3c7,Dindigul
Vedasandur,CPI(ML)(L),1996,Tamil Nadu,150,8,GEN,S. MANOHARAN,M,0,,239,137863,#222,Dindigul
Vedasandur,IND,1996,Tamil Nadu,150,9,GEN,R. MARIYAPPAN,M,0,,228,137863,#bdc3c7,Dindigul
Vedasandur,IND,1996,Tamil Nadu,150,10,GEN,P. SIVASUBRAMANI @ DALIT SIVA,M,0,,197,137863,#bdc3c7,Dindigul
Vedasandur,IND,1996,Tamil Nadu,150,11,GEN,P. PALANICHAMY,M,0,,180,137863,#bdc3c7,Dindigul
Vedasandur,IND,1996,Tamil Nadu,150,12,GEN,M. PERUMAL,M,0,,148,137863,#bdc3c7,Dindigul
Vedasandur,IND,1996,Tamil Nadu,150,13,GEN,V.S. KALIAPPAN,M,0,,138,137863,#bdc3c7,Dindigul
Vedasandur,IND,1996,Tamil Nadu,150,14,GEN,K. THANGARAJ,M,0,,121,137863,#bdc3c7,Dindigul
Vedasandur,IND,1996,Tamil Nadu,150,15,GEN,P. MURUGAN,M,0,,91,137863,#bdc3c7,Dindigul
Vedasandur,IND,1996,Tamil Nadu,150,16,GEN,R. GANESAN,M,0,,81,137863,#bdc3c7,Dindigul
Vedasandur,IND,1996,Tamil Nadu,150,17,GEN,K. VENKATESH,M,0,,73,137863,#bdc3c7,Dindigul
Vedasandur,IND,1996,Tamil Nadu,150,18,GEN,P. ARUMUGAM YADAV,M,0,,65,137863,#bdc3c7,Dindigul
Vedasandur,IND,1996,Tamil Nadu,150,19,GEN,T. PERIYASAMY PILLAI,M,0,,62,137863,#bdc3c7,Dindigul
Vedasandur,IND,1996,Tamil Nadu,150,20,GEN,S. VEERAN,M,0,,57,137863,#bdc3c7,Dindigul
Aravakurichi,DMK,1996,Tamil Nadu,151,1,GEN,"MOHAMMED ISMAIL, S.S.",M,0,,41153,107268,#c0392b,Karur
Aravakurichi,ADMK,1996,Tamil Nadu,151,2,GEN,"DURAISAMY, V.K.",M,0,,32059,107268,#b2d33c,Karur
Aravakurichi,MDMK,1996,Tamil Nadu,151,3,GEN,"MONJANUR RAMASAMY, P.",M,0,,26203,107268,#9b59b6,Karur
Aravakurichi,IND,1996,Tamil Nadu,151,4,GEN,"GNANASEKARAN, J.",M,0,,4767,107268,#bdc3c7,Karur
Aravakurichi,BJP,1996,Tamil Nadu,151,5,GEN,"CHENNIAPPAN, V.S.",M,0,,1138,107268,#ff7f0e,Karur
Aravakurichi,PMK,1996,Tamil Nadu,151,6,GEN,"GUNASEKARAN, K.",M,0,,737,107268,#d35400,Karur
Aravakurichi,IND,1996,Tamil Nadu,151,7,GEN,"KUMAR, S.",M,0,,455,107268,#bdc3c7,Karur
Aravakurichi,IND,1996,Tamil Nadu,151,8,GEN,"JAYAPAL, G.",M,0,,399,107268,#bdc3c7,Karur
Aravakurichi,IND,1996,Tamil Nadu,151,9,GEN,"NATARAJAN, K.",M,0,,224,107268,#bdc3c7,Karur
Aravakurichi,IND,1996,Tamil Nadu,151,10,GEN,"ANNADURAI, R.",M,0,,70,107268,#bdc3c7,Karur
Aravakurichi,IND,1996,Tamil Nadu,151,11,GEN,"DHAYALAN, R.M.",M,0,,63,107268,#bdc3c7,Karur
Karur,DMK,1996,Tamil Nadu,152,1,GEN,VASUKI MURUGESAN,M,0,,79302,147217,#c0392b,Karur
Karur,ADMK,1996,Tamil Nadu,152,2,GEN,"CHINNASAMY, M.",M,0,,47294,147217,#b2d33c,Karur
Karur,MDMK,1996,Tamil Nadu,152,3,GEN,"PALANISAMY, R.",M,0,,14869,147217,#9b59b6,Karur
Karur,IND,1996,Tamil Nadu,152,4,GEN,"JOHN PANDIAN, S.",M,0,,1346,147217,#bdc3c7,Karur
Karur,BJP,1996,Tamil Nadu,152,5,GEN,"DHAVANATHAN, M.",M,0,,944,147217,#ff7f0e,Karur
Karur,IND,1996,Tamil Nadu,152,6,GEN,"CHANDRA MOHAN @ BABU, A.",M,0,,604,147217,#bdc3c7,Karur
Karur,IND,1996,Tamil Nadu,152,7,GEN,"RAMALINGAM, A.",M,0,,274,147217,#bdc3c7,Karur
Karur,IND,1996,Tamil Nadu,152,8,GEN,"RAJENDRAN, R.N.",M,0,,188,147217,#bdc3c7,Karur
Karur,IND,1996,Tamil Nadu,152,9,GEN,"RAJU, M.",M,0,,180,147217,#bdc3c7,Karur
Karur,IND,1996,Tamil Nadu,152,10,GEN,"MOHAMMED HASIB KHAN, A.",M,0,,164,147217,#bdc3c7,Karur
Karur,IND,1996,Tamil Nadu,152,11,GEN,"MAYYAZHAGAN, M.",F,0,,147,147217,#bdc3c7,Karur
Karur,IND,1996,Tamil Nadu,152,12,GEN,"PONNUSAMY, M.",M,0,,134,147217,#bdc3c7,Karur
Karur,IND,1996,Tamil Nadu,152,13,GEN,"RAVICHANDRAN, N.M.",M,0,,129,147217,#bdc3c7,Karur
Karur,IND,1996,Tamil Nadu,152,14,GEN,"MURUKESAN, P.",M,0,,123,147217,#bdc3c7,Karur
Karur,IND,1996,Tamil Nadu,152,15,GEN,"ARUMUGAM, V.R.",M,0,,102,147217,#bdc3c7,Karur
Karur,IND,1996,Tamil Nadu,152,16,GEN,"MURUGASAN, P.",M,0,,101,147217,#bdc3c7,Karur
Karur,IND,1996,Tamil Nadu,152,17,GEN,"VEERAMALAI, K.S.",M,0,,100,147217,#bdc3c7,Karur
Karur,IND,1996,Tamil Nadu,152,18,GEN,"KAVITHASAN, P.",M,0,,91,147217,#bdc3c7,Karur
Karur,IND,1996,Tamil Nadu,152,19,GEN,"SELLAMUTHU, R.",M,0,,89,147217,#bdc3c7,Karur
Karur,IND,1996,Tamil Nadu,152,20,GEN,"NAMBIAPPAN, M.",M,0,,86,147217,#bdc3c7,Karur
Karur,IND,1996,Tamil Nadu,152,21,GEN,"NALLASAMY, P.",M,0,,81,147217,#bdc3c7,Karur
Karur,IND,1996,Tamil Nadu,152,22,GEN,"SELVAM, N.R.",M,0,,80,147217,#bdc3c7,Karur
Karur,IND,1996,Tamil Nadu,152,23,GEN,"BALASUNDARAM, S.",M,0,,79,147217,#bdc3c7,Karur
Karur,IND,1996,Tamil Nadu,152,24,GEN,"VELUSAMY, K.",M,0,,73,147217,#bdc3c7,Karur
Karur,IND,1996,Tamil Nadu,152,25,GEN,"ELANGO, G.",M,0,,69,147217,#bdc3c7,Karur
Karur,IND,1996,Tamil Nadu,152,26,GEN,"SUBBURETHINAM, I.",M,0,,68,147217,#bdc3c7,Karur
Karur,IND,1996,Tamil Nadu,152,27,GEN,"RAMAKRISHNAN, V.C.",M,0,,65,147217,#bdc3c7,Karur
Karur,IND,1996,Tamil Nadu,152,28,GEN,"RENGASAMY, V.",M,0,,61,147217,#bdc3c7,Karur
Karur,IND,1996,Tamil Nadu,152,29,GEN,"DHANAPAL, M.K.",M,0,,56,147217,#bdc3c7,Karur
Karur,IND,1996,Tamil Nadu,152,30,GEN,"TILAGAR, V.S.",M,0,,55,147217,#bdc3c7,Karur
Karur,IND,1996,Tamil Nadu,152,31,GEN,GOPALAN. M.N.,M,0,,51,147217,#bdc3c7,Karur
Karur,IND,1996,Tamil Nadu,152,32,GEN,"RAJAGOPALAN, V.M.",M,0,,48,147217,#bdc3c7,Karur
Karur,IND,1996,Tamil Nadu,152,33,GEN,"RAMALINGAM, K.",M,0,,45,147217,#bdc3c7,Karur
Karur,IND,1996,Tamil Nadu,152,34,GEN,"AMMAIYAPPAN, S.",M,0,,41,147217,#bdc3c7,Karur
Karur,IND,1996,Tamil Nadu,152,35,GEN,"BALUSAMY, K.",M,0,,40,147217,#bdc3c7,Karur
Karur,IND,1996,Tamil Nadu,152,36,GEN,"KANDASAMY, K.",M,0,,29,147217,#bdc3c7,Karur
Karur,IND,1996,Tamil Nadu,152,37,GEN,"BALUSAMY, K.",M,0,,9,147217,#bdc3c7,Karur
Krishnarajapuram,DMK,1996,Tamil Nadu,153,1,SC,S. NAGARATHINAM,M,0,,57638,114484,#c0392b,Karur
Krishnarajapuram,ADMK,1996,Tamil Nadu,153,2,SC,A. ARIVALAGAN,M,0,,42461,114484,#b2d33c,Karur
Krishnarajapuram,CPM,1996,Tamil Nadu,153,3,SC,S. THIRUNAVUKKARASU,M,0,,6442,114484,#ff5757,Karur
Krishnarajapuram,AIIC(T),1996,Tamil Nadu,153,4,SC,T.V. AMBALAVANAN,M,0,,5886,114484,#222,Karur
Krishnarajapuram,IND,1996,Tamil Nadu,153,5,SC,P. RAMACHANDRAN,M,0,,797,114484,#bdc3c7,Karur
Krishnarajapuram,JP,1996,Tamil Nadu,153,6,SC,K. POOSAIMANI,M,0,,636,114484,#222,Karur
Krishnarajapuram,IND,1996,Tamil Nadu,153,7,SC,A. GANESAN,M,0,,213,114484,#bdc3c7,Karur
Krishnarajapuram,IND,1996,Tamil Nadu,153,8,SC,M. RASU,M,0,,183,114484,#bdc3c7,Karur
Krishnarajapuram,IND,1996,Tamil Nadu,153,9,SC,M. APPAVOO,M,0,,163,114484,#bdc3c7,Karur
Krishnarajapuram,IND,1996,Tamil Nadu,153,10,SC,S.K. SEKAR,M,0,,65,114484,#bdc3c7,Karur
Marungapuri,DMK,1996,Tamil Nadu,154,1,GEN,B.M. SENGUTTUVAN,M,0,,56380,120318,#c0392b,
Marungapuri,ADMK,1996,Tamil Nadu,154,2,GEN,K. SOLAIRAJ,M,0,,49986,120318,#b2d33c,
Marungapuri,MDMK,1996,Tamil Nadu,154,3,GEN,A. DURAIRAJ,M,0,,11074,120318,#9b59b6,
Marungapuri,BJP,1996,Tamil Nadu,154,4,GEN,S. THANGAVELU,M,0,,1259,120318,#ff7f0e,
Marungapuri,PMK,1996,Tamil Nadu,154,5,GEN,P. CHARLESS SAMIDAS,M,0,,1105,120318,#d35400,
Marungapuri,IND,1996,Tamil Nadu,154,6,GEN,K. THIRUPATHI,M,0,,253,120318,#bdc3c7,
Marungapuri,IND,1996,Tamil Nadu,154,7,GEN,S. RAJU,M,0,,167,120318,#bdc3c7,
Marungapuri,IND,1996,Tamil Nadu,154,8,GEN,V. PALANIMUTHU,M,0,,94,120318,#bdc3c7,
Kulithalai,DMK,1996,Tamil Nadu,155,1,GEN,R. SELVAM,M,0,,60521,123046,#c0392b,Karur
Kulithalai,ADMK,1996,Tamil Nadu,155,2,GEN,A. PAPPASUNDARAM,M,0,,42771,123046,#b2d33c,Karur
Kulithalai,MDMK,1996,Tamil Nadu,155,3,GEN,R. PUGALENDHI,M,0,,11356,123046,#9b59b6,Karur
Kulithalai,IND,1996,Tamil Nadu,155,4,GEN,P. KALIAPPAN,M,0,,5132,123046,#bdc3c7,Karur
Kulithalai,IND,1996,Tamil Nadu,155,5,GEN,E. DRAVIDA MANI,M,0,,995,123046,#bdc3c7,Karur
Kulithalai,JP,1996,Tamil Nadu,155,6,GEN,L. SRIRENGA REDDIAR,M,0,,578,123046,#222,Karur
Kulithalai,IND,1996,Tamil Nadu,155,7,GEN,A.P. ERAJALINGAM,M,0,,539,123046,#bdc3c7,Karur
Kulithalai,IND,1996,Tamil Nadu,155,8,GEN,N. KARUPPAIAN,M,0,,293,123046,#bdc3c7,Karur
Kulithalai,IND,1996,Tamil Nadu,155,9,GEN,A. THANGAVELU,M,0,,227,123046,#bdc3c7,Karur
Kulithalai,IND,1996,Tamil Nadu,155,10,GEN,J. ANBUMOZHI,M,0,,165,123046,#bdc3c7,Karur
Kulithalai,IND,1996,Tamil Nadu,155,11,GEN,M. J. SELVANATHAN,M,0,,143,123046,#bdc3c7,Karur
Kulithalai,IND,1996,Tamil Nadu,155,12,GEN,S. AROKIAM,M,0,,129,123046,#bdc3c7,Karur
Kulithalai,IND,1996,Tamil Nadu,155,13,GEN,T. MUTHUSAMY POOSARI,M,0,,121,123046,#bdc3c7,Karur
Kulithalai,IND,1996,Tamil Nadu,155,14,GEN,K.S. MOHAN,M,0,,76,123046,#bdc3c7,Karur
Thottiyam,DMK,1996,Tamil Nadu,156,1,GEN,K. KANNAIYAN,M,0,,74903,114846,#c0392b,
Thottiyam,ADMK,1996,Tamil Nadu,156,2,GEN,N. NEDUMARAN,M,0,,33921,114846,#b2d33c,
Thottiyam,MDMK,1996,Tamil Nadu,156,3,GEN,E.P. RATHINAM,M,0,,4367,114846,#9b59b6,
Thottiyam,IND,1996,Tamil Nadu,156,4,GEN,C. GUHANATHAN,M,0,,475,114846,#bdc3c7,
Thottiyam,JP,1996,Tamil Nadu,156,5,GEN,P. SRINIVASAN,M,0,,352,114846,#222,
Thottiyam,IND,1996,Tamil Nadu,156,6,GEN,S. MANOHARAN,M,0,,340,114846,#bdc3c7,
Thottiyam,IND,1996,Tamil Nadu,156,7,GEN,T. SIVALINGAM,M,0,,135,114846,#bdc3c7,
Thottiyam,IND,1996,Tamil Nadu,156,8,GEN,T. HARIBASKAR,M,0,,117,114846,#bdc3c7,
Thottiyam,IND,1996,Tamil Nadu,156,9,GEN,K. VIGNEESWARAN,M,0,,115,114846,#bdc3c7,
Thottiyam,IND,1996,Tamil Nadu,156,10,GEN,M.P. THANGARASU,M,0,,89,114846,#bdc3c7,
Thottiyam,IND,1996,Tamil Nadu,156,11,GEN,T. SUBRAMANIAN,M,0,,32,114846,#bdc3c7,
Uppiliapuram,DMK,1996,Tamil Nadu,157,1,ST,"KARUPPUSAMI, T.",M,0,,70372,113142,#c0392b,
Uppiliapuram,ADMK,1996,Tamil Nadu,157,2,ST,"SAROJA, R.",F,0,,35804,113142,#b2d33c,
Uppiliapuram,MDMK,1996,Tamil Nadu,157,3,ST,"RAJENDRAN, P.",M,0,,6144,113142,#9b59b6,
Uppiliapuram,IND,1996,Tamil Nadu,157,4,ST,"PERIASAMY, P.",M,0,,389,113142,#bdc3c7,
Uppiliapuram,IND,1996,Tamil Nadu,157,5,ST,"SELVARANI, T.",F,0,,259,113142,#bdc3c7,
Uppiliapuram,IND,1996,Tamil Nadu,157,6,ST,"RAVICHANDRAN, V.",M,0,,174,113142,#bdc3c7,
Musiri,DMK,1996,Tamil Nadu,158,1,GEN,"JOTHI KANNAN, M.N.",M,0,,67319,131898,#c0392b,Tiruchirappalli
Musiri,ADMK,1996,Tamil Nadu,158,2,GEN,"MALLIKA CHINNASAMY, C.",F,0,,39551,131898,#b2d33c,Tiruchirappalli
Musiri,MDMK,1996,Tamil Nadu,158,3,GEN,"SELVARAJ, N.",M,0,,20848,131898,#9b59b6,Tiruchirappalli
Musiri,IND,1996,Tamil Nadu,158,4,GEN,"BASKAR, M.",M,0,,585,131898,#bdc3c7,Tiruchirappalli
Musiri,IND,1996,Tamil Nadu,158,5,GEN,"SHANGARAN, P.",M,0,,342,131898,#bdc3c7,Tiruchirappalli
Musiri,IND,1996,Tamil Nadu,158,6,GEN,"SANKAR, P.",M,0,,268,131898,#bdc3c7,Tiruchirappalli
Musiri,IND,1996,Tamil Nadu,158,7,GEN,"MOHAN, K.S.",M,0,,261,131898,#bdc3c7,Tiruchirappalli
Musiri,IND,1996,Tamil Nadu,158,8,GEN,"SUBRAMANIAN, M.",M,0,,227,131898,#bdc3c7,Tiruchirappalli
Musiri,IND,1996,Tamil Nadu,158,9,GEN,"KALVINAYAGAM, P.",M,0,,223,131898,#bdc3c7,Tiruchirappalli
Musiri,IND,1996,Tamil Nadu,158,10,GEN,"SHANGARALINGAM, N.",M,0,,201,131898,#bdc3c7,Tiruchirappalli
Musiri,IND,1996,Tamil Nadu,158,11,GEN,"ARUNACHALAM, K.",M,0,,198,131898,#bdc3c7,Tiruchirappalli
Musiri,IND,1996,Tamil Nadu,158,12,GEN,"ANBUMANI, R.",M,0,,187,131898,#bdc3c7,Tiruchirappalli
Musiri,IND,1996,Tamil Nadu,158,13,GEN,"SAROJA VEERAPPAN, V.",F,0,,172,131898,#bdc3c7,Tiruchirappalli
Musiri,IND,1996,Tamil Nadu,158,14,GEN,"AHAMED BATCHA, A.",M,0,,164,131898,#bdc3c7,Tiruchirappalli
Musiri,IND,1996,Tamil Nadu,158,15,GEN,"ARIDOSS, M.",M,0,,160,131898,#bdc3c7,Tiruchirappalli
Musiri,IND,1996,Tamil Nadu,158,16,GEN,"MARIMUTHU, P.R.",M,0,,156,131898,#bdc3c7,Tiruchirappalli
Musiri,IND,1996,Tamil Nadu,158,17,GEN,"JAGADEESAN, P.",M,0,,140,131898,#bdc3c7,Tiruchirappalli
Musiri,IND,1996,Tamil Nadu,158,18,GEN,"BASKARAN, J.",M,0,,134,131898,#bdc3c7,Tiruchirappalli
Musiri,IND,1996,Tamil Nadu,158,19,GEN,"SENTHIL KUMAR, M.",M,0,,123,131898,#bdc3c7,Tiruchirappalli
Musiri,IND,1996,Tamil Nadu,158,20,GEN,"SAMBATH, P.",M,0,,121,131898,#bdc3c7,Tiruchirappalli
Musiri,IND,1996,Tamil Nadu,158,21,GEN,"MANICKAM PILLAI, M.",M,0,,91,131898,#bdc3c7,Tiruchirappalli
Musiri,IND,1996,Tamil Nadu,158,22,GEN,"RAMASAMY, K.",M,0,,79,131898,#bdc3c7,Tiruchirappalli
Musiri,IND,1996,Tamil Nadu,158,23,GEN,"VELUSAMY, M.",M,0,,70,131898,#bdc3c7,Tiruchirappalli
Musiri,IND,1996,Tamil Nadu,158,24,GEN,"GOVINDAN PILLAI, M.",M,0,,67,131898,#bdc3c7,Tiruchirappalli
Musiri,IND,1996,Tamil Nadu,158,25,GEN,"THANGARAJ, S.",M,0,,63,131898,#bdc3c7,Tiruchirappalli
Musiri,IND,1996,Tamil Nadu,158,26,GEN,"PALANIVEL, P.",M,0,,56,131898,#bdc3c7,Tiruchirappalli
Musiri,IND,1996,Tamil Nadu,158,27,GEN,"RAJAGOPAL, D.",M,0,,46,131898,#bdc3c7,Tiruchirappalli
Musiri,IND,1996,Tamil Nadu,158,27,GEN,"NAVNEETHAKRISHNAN, R.",M,0,,46,131898,#bdc3c7,Tiruchirappalli
Lalgudi,DMK,1996,Tamil Nadu,159,1,GEN,K.N. NEHRU,M,0,,84113,122840,#c0392b,Tiruchirappalli
Lalgudi,INC,1996,Tamil Nadu,159,2,GEN,J. LOGAMBAL,F,0,,24609,122840,#2ecc71,Tiruchirappalli
Lalgudi,MDMK,1996,Tamil Nadu,159,3,GEN,PON. PANDIAN,M,0,,12890,122840,#9b59b6,Tiruchirappalli
Lalgudi,IND,1996,Tamil Nadu,159,4,GEN,P. SUBRAMANIAN,M,0,,267,122840,#bdc3c7,Tiruchirappalli
Lalgudi,IND,1996,Tamil Nadu,159,5,GEN,R. SRIRAMULU,M,0,,219,122840,#bdc3c7,Tiruchirappalli
Lalgudi,IND,1996,Tamil Nadu,159,6,GEN,P.K. KRISHNAMOORTHI,M,0,,185,122840,#bdc3c7,Tiruchirappalli
Lalgudi,IND,1996,Tamil Nadu,159,7,GEN,C. SREERANGAMMAL,M,0,,167,122840,#bdc3c7,Tiruchirappalli
Lalgudi,IND,1996,Tamil Nadu,159,8,GEN,N. MOOKKAN,M,0,,128,122840,#bdc3c7,Tiruchirappalli
Lalgudi,IND,1996,Tamil Nadu,159,9,GEN,S. KANDASAMI,M,0,,97,122840,#bdc3c7,Tiruchirappalli
Lalgudi,IND,1996,Tamil Nadu,159,10,GEN,A. MANIVANNAN,M,0,,92,122840,#bdc3c7,Tiruchirappalli
Lalgudi,IND,1996,Tamil Nadu,159,11,GEN,RAJAPPA,F,0,,73,122840,#bdc3c7,Tiruchirappalli
Perambalur,DMK,1996,Tamil Nadu,160,1,SC,"DEVARAJAN, M.",M,0,,64918,117875,#c0392b,Perambalur
Perambalur,ADMK,1996,Tamil Nadu,160,2,SC,"MURUGESAN, S.",M,0,,41517,117875,#b2d33c,Perambalur
Perambalur,MDMK,1996,Tamil Nadu,160,3,SC,"VIBUSHNAN, M.",M,0,,6762,117875,#9b59b6,Perambalur
Perambalur,IND,1996,Tamil Nadu,160,4,SC,"THANGAVEL, S.P.",M,0,,611,117875,#bdc3c7,Perambalur
Perambalur,JP,1996,Tamil Nadu,160,5,SC,"SAMBASIVAM, K.",M,0,,565,117875,#222,Perambalur
Perambalur,IND,1996,Tamil Nadu,160,6,SC,"SUBRAMANIAN, N.",M,0,,533,117875,#bdc3c7,Perambalur
Perambalur,IND,1996,Tamil Nadu,160,7,SC,"DURAISAMY, C.",M,0,,383,117875,#bdc3c7,Perambalur
Perambalur,IND,1996,Tamil Nadu,160,8,SC,"SINGARAM, S.",M,0,,359,117875,#bdc3c7,Perambalur
Perambalur,IND,1996,Tamil Nadu,160,9,SC,"PARAMASIVAM, V.",M,0,,346,117875,#bdc3c7,Perambalur
Perambalur,IND,1996,Tamil Nadu,160,10,SC,"KESAVAN, M.",M,0,,276,117875,#bdc3c7,Perambalur
Perambalur,IND,1996,Tamil Nadu,160,11,SC,"SRIRANGAN, K.",M,0,,259,117875,#bdc3c7,Perambalur
Perambalur,IND,1996,Tamil Nadu,160,12,SC,"EASWARAN, I.",M,0,,217,117875,#bdc3c7,Perambalur
Perambalur,IND,1996,Tamil Nadu,160,13,SC,"ARIVAZHAGAN, C.",M,0,,198,117875,#bdc3c7,Perambalur
Perambalur,IND,1996,Tamil Nadu,160,14,SC,"RAJENDRAN, M.",M,0,,189,117875,#bdc3c7,Perambalur
Perambalur,IND,1996,Tamil Nadu,160,14,SC,"THANGAVEL, P.",M,0,,189,117875,#bdc3c7,Perambalur
Perambalur,IND,1996,Tamil Nadu,160,16,SC,"RATHINASAMY, P.R.",M,0,,157,117875,#bdc3c7,Perambalur
Perambalur,BSP,1996,Tamil Nadu,160,17,SC,"VEERAMUTHU, M.",M,0,,152,117875,#222,Perambalur
Perambalur,IND,1996,Tamil Nadu,160,18,SC,"PERIYASAMY, K.",M,0,,100,117875,#bdc3c7,Perambalur
Perambalur,IND,1996,Tamil Nadu,160,19,SC,"POOMALAI, S.",M,0,,81,117875,#bdc3c7,Perambalur
Perambalur,IND,1996,Tamil Nadu,160,20,SC,"JAGADEESWARARAJ, K.",M,0,,63,117875,#bdc3c7,Perambalur
Varahur,DMK,1996,Tamil Nadu,161,1,SC,DURAISAMY,M,0,,56076,107909,#c0392b,
Varahur,ADMK,1996,Tamil Nadu,161,2,SC,"PALANIMUTHU, A.",M,0,,34925,107909,#b2d33c,
Varahur,PMK,1996,Tamil Nadu,161,3,SC,"SIVAGNANAMANI, J.",M,0,,11487,107909,#d35400,
Varahur,IND,1996,Tamil Nadu,161,4,SC,"GANDHI, A.",M,0,,2408,107909,#bdc3c7,
Varahur,JD,1996,Tamil Nadu,161,5,SC,"PALANIMUTHU, M.",M,0,,2015,107909,#222,
Varahur,JP,1996,Tamil Nadu,161,6,SC,"KAMARAJ, P.",M,0,,399,107909,#222,
Varahur,IND,1996,Tamil Nadu,161,7,SC,"GANAPATHY, M.",M,0,,209,107909,#bdc3c7,
Varahur,IND,1996,Tamil Nadu,161,8,SC,"SUBRAMANIAN, P.",M,0,,195,107909,#bdc3c7,
Varahur,IND,1996,Tamil Nadu,161,8,SC,"RAMALINGAM, R.",M,0,,195,107909,#bdc3c7,
Ariyalur,TMC,1996,Tamil Nadu,162,1,GEN,"AMARAMOORTHY, D.",M,0,,62157,116854,#4747ff,Ariyalur
Ariyalur,ADMK,1996,Tamil Nadu,162,2,GEN,"ELAVARASAN, A.",M,0,,37263,116854,#b2d33c,Ariyalur
Ariyalur,MDMK,1996,Tamil Nadu,162,3,GEN,"CHINNAPPAH, K.",M,0,,12163,116854,#9b59b6,Ariyalur
Ariyalur,PMK,1996,Tamil Nadu,162,4,GEN,"RAJA, P.",M,0,,2926,116854,#d35400,Ariyalur
Ariyalur,BJP,1996,Tamil Nadu,162,5,GEN,"AYYARAPPAN, G.",M,0,,1060,116854,#ff7f0e,Ariyalur
Ariyalur,IND,1996,Tamil Nadu,162,6,GEN,"PANNEERSELVAM, M.",M,0,,804,116854,#bdc3c7,Ariyalur
Ariyalur,IND,1996,Tamil Nadu,162,7,GEN,"NEDUMARAN, A.",M,0,,147,116854,#bdc3c7,Ariyalur
Ariyalur,IND,1996,Tamil Nadu,162,8,GEN,"KALIYAPERUMAL, S.",M,0,,135,116854,#bdc3c7,Ariyalur
Ariyalur,IND,1996,Tamil Nadu,162,9,GEN,"PARAMASIVAM, K.",M,0,,103,116854,#bdc3c7,Ariyalur
Ariyalur,IND,1996,Tamil Nadu,162,10,GEN,"MURUGESAN, K.",M,0,,96,116854,#bdc3c7,Ariyalur
Andimadam,PMK,1996,Tamil Nadu,163,1,GEN,RAJENDIRAN @ DEERAN,M,0,,49853,104995,#d35400,
Andimadam,DMK,1996,Tamil Nadu,163,2,GEN,SIVASUBRAMANIYAN,M,0,,36451,104995,#c0392b,
Andimadam,INC,1996,Tamil Nadu,163,3,GEN,ARTHUR HELLAR,M,0,,13779,104995,#2ecc71,
Andimadam,MDMK,1996,Tamil Nadu,163,4,GEN,RAMALINGAM,M,0,,3526,104995,#9b59b6,
Andimadam,IND,1996,Tamil Nadu,163,5,GEN,ARUMUGHAM,M,0,,567,104995,#bdc3c7,
Andimadam,IND,1996,Tamil Nadu,163,6,GEN,KARUNANIDHI,M,0,,257,104995,#bdc3c7,
Andimadam,IND,1996,Tamil Nadu,163,7,GEN,MARIMUTHU,M,0,,179,104995,#bdc3c7,
Andimadam,IND,1996,Tamil Nadu,163,8,GEN,GOPAL,M,0,,140,104995,#bdc3c7,
Andimadam,IND,1996,Tamil Nadu,163,9,GEN,ANNADURAI,M,0,,125,104995,#bdc3c7,
Andimadam,IND,1996,Tamil Nadu,163,10,GEN,RAJENDIRAN,M,0,,118,104995,#bdc3c7,
Jayankondam,DMK,1996,Tamil Nadu,164,1,GEN,GANESAN K.C.,M,0,,52421,122101,#c0392b,Ariyalur
Jayankondam,PMK,1996,Tamil Nadu,164,2,GEN,GURUNATHAN ALIAS GURU,M,0,,39931,122101,#d35400,Ariyalur
Jayankondam,INC,1996,Tamil Nadu,164,3,GEN,MASILAMANI N.,M,0,,22500,122101,#2ecc71,Ariyalur
Jayankondam,MDMK,1996,Tamil Nadu,164,4,GEN,DHANA SEKHAR,M,0,,5631,122101,#9b59b6,Ariyalur
Jayankondam,IND,1996,Tamil Nadu,164,5,GEN,"RAMALINGAM, T.",M,0,,962,122101,#bdc3c7,Ariyalur
Jayankondam,IND,1996,Tamil Nadu,164,6,GEN,SENTAMIL SELVI,F,0,,248,122101,#bdc3c7,Ariyalur
