AC_NAME,PARTY,YEAR,ST_NAME,AC_NO,rank,AC_TYPE,NAME,SEX,AGE,CATEGORY,VOTES,polled_votes,color,District
Tiruchendur,IND,1989,Tamil Nadu,225,16,GEN,"SUYAMBU, S.M.",M,0,,20,99070,#bdc3c7,Thoothukkudi
Srivaikuntam,INC,1989,Tamil Nadu,226,1,GEN,"DENIEL RAJ, S.",M,0,,29615,86797,#2ecc71,Thoothukkudi
Srivaikuntam,DMK,1989,Tamil Nadu,226,2,GEN,"JEGAVEERAPANDIAN, C.",M,0,,26143,86797,#c0392b,Thoothukkudi
Srivaikuntam,ADK(JL),1989,Tamil Nadu,226,3,GEN,"KANAGARAJ, K.",M,0,,16757,86797,#222,Thoothukkudi
Srivaikuntam,ADK(JR),1989,Tamil Nadu,226,4,GEN,"MUTHUKARUPPAN, S.",M,0,,12951,86797,#222,Thoothukkudi
Srivaikuntam,IND,1989,Tamil Nadu,226,5,GEN,"ARIKRISHNAN, M.",M,0,,502,86797,#bdc3c7,Thoothukkudi
Srivaikuntam,IND,1989,Tamil Nadu,226,6,GEN,"SIVAPANDI NADAR, P.",M,0,,232,86797,#bdc3c7,Thoothukkudi
Srivaikuntam,IND,1989,Tamil Nadu,226,7,GEN,"PANDARAM, P.",M,0,,201,86797,#bdc3c7,Thoothukkudi
Srivaikuntam,IND,1989,Tamil Nadu,226,8,GEN,"RAMSAMY, NADAR, P.",M,0,,155,86797,#bdc3c7,Thoothukkudi
Srivaikuntam,IND,1989,Tamil Nadu,226,9,GEN,"DAVID RAJAIYAH, M.",M,0,,135,86797,#bdc3c7,Thoothukkudi
Srivaikuntam,IND,1989,Tamil Nadu,226,10,GEN,"ATHISAYAMANI, S.",M,0,,106,86797,#bdc3c7,Thoothukkudi
Thoothukkudi,DMK,1989,Tamil Nadu,227,1,GEN,N. PERIASAMY,M,0,,39688,124423,#c0392b,Thoothukkudi
Thoothukkudi,INC,1989,Tamil Nadu,227,2,GEN,V. SHUNMUGAM,M,0,,39141,124423,#2ecc71,Thoothukkudi
Thoothukkudi,ADK(JL),1989,Tamil Nadu,227,3,GEN,V. JABARAJ,M,0,,22181,124423,#222,Thoothukkudi
Thoothukkudi,ADK(JR),1989,Tamil Nadu,227,4,GEN,R. KRISHNAN,M,0,,21351,124423,#222,Thoothukkudi
Thoothukkudi,IND,1989,Tamil Nadu,227,5,GEN,W. MEGTON,M,0,,791,124423,#bdc3c7,Thoothukkudi
Thoothukkudi,IND,1989,Tamil Nadu,227,6,GEN,P. RAGU,M,0,,367,124423,#bdc3c7,Thoothukkudi
Thoothukkudi,IND,1989,Tamil Nadu,227,7,GEN,K. KOTHANDARAMAN,M,0,,271,124423,#bdc3c7,Thoothukkudi
Thoothukkudi,IND,1989,Tamil Nadu,227,8,GEN,I. THANGAPALAM,M,0,,134,124423,#bdc3c7,Thoothukkudi
Thoothukkudi,IND,1989,Tamil Nadu,227,9,GEN,V. ARUNACHALAM,M,0,,111,124423,#bdc3c7,Thoothukkudi
Thoothukkudi,IND,1989,Tamil Nadu,227,10,GEN,S. RAJIAH,M,0,,110,124423,#bdc3c7,Thoothukkudi
Thoothukkudi,IND,1989,Tamil Nadu,227,11,GEN,P.S. NARAYANAMOOPPANAR,M,0,,84,124423,#bdc3c7,Thoothukkudi
Thoothukkudi,IND,1989,Tamil Nadu,227,12,GEN,N.S.S. RAMAKRISHNAN,M,0,,78,124423,#bdc3c7,Thoothukkudi
Thoothukkudi,IND,1989,Tamil Nadu,227,13,GEN,V. SUDALAIMANI,M,0,,73,124423,#bdc3c7,Thoothukkudi
Thoothukkudi,IND,1989,Tamil Nadu,227,14,GEN,S. SELVARAJ,M,0,,43,124423,#bdc3c7,Thoothukkudi
Kanniyakumari,DMK,1989,Tamil Nadu,228,1,GEN,"SUBRAMONIA PILLAI, K.",M,0,,33376,96332,#c0392b,Kanniyakumari
Kanniyakumari,INC,1989,Tamil Nadu,228,2,GEN,AURMUGHAM PILLAI V.,M,0,,31037,96332,#2ecc71,Kanniyakumari
Kanniyakumari,ADK(JL),1989,Tamil Nadu,228,3,GEN,CHOCKALINGAM PILLAI K.,M,0,,22391,96332,#222,Kanniyakumari
Kanniyakumari,ADK(JR),1989,Tamil Nadu,228,4,GEN,PERUMAL PILLAI K.,M,0,,5928,96332,#222,Kanniyakumari
Kanniyakumari,BJP,1989,Tamil Nadu,228,5,GEN,MONICKAVASAGAM PILLAI S.,M,0,,1930,96332,#ff7f0e,Kanniyakumari
Kanniyakumari,IND,1989,Tamil Nadu,228,6,GEN,KODIKKAL CHELLAPPA,M,0,,711,96332,#bdc3c7,Kanniyakumari
Kanniyakumari,IND,1989,Tamil Nadu,228,7,GEN,"CHELLAVADIVOO, C.",M,0,,581,96332,#bdc3c7,Kanniyakumari
Kanniyakumari,IND,1989,Tamil Nadu,228,8,GEN,VETHAMANICKAM A.,M,0,,177,96332,#bdc3c7,Kanniyakumari
Kanniyakumari,IND,1989,Tamil Nadu,228,9,GEN,"HARI RAMAKRISHNAN, I.",M,0,,92,96332,#bdc3c7,Kanniyakumari
Kanniyakumari,IND,1989,Tamil Nadu,228,10,GEN,"THANGASAMY, V.",M,0,,67,96332,#bdc3c7,Kanniyakumari
Kanniyakumari,IND,1989,Tamil Nadu,228,11,GEN,"THANGASELVIN, D.",M,0,,42,96332,#bdc3c7,Kanniyakumari
Nagercoil,INC,1989,Tamil Nadu,229,1,GEN,M. MOSES,M,0,,35647,103391,#2ecc71,Kanniyakumari
Nagercoil,DMK,1989,Tamil Nadu,229,2,GEN,P. DHARMARAJ,M,0,,28782,103391,#c0392b,Kanniyakumari
Nagercoil,IND,1989,Tamil Nadu,229,3,GEN,R. RATHJAKRISHNAN,M,0,,21090,103391,#bdc3c7,Kanniyakumari
Nagercoil,ADK(JL),1989,Tamil Nadu,229,4,GEN,S. THANGAMONY,M,0,,12203,103391,#222,Kanniyakumari
Nagercoil,IND,1989,Tamil Nadu,229,5,GEN,A. SIVATHANU,M,0,,2497,103391,#bdc3c7,Kanniyakumari
Nagercoil,BJP,1989,Tamil Nadu,229,6,GEN,M.R. GANDHI,M,0,,1964,103391,#ff7f0e,Kanniyakumari
Nagercoil,IND,1989,Tamil Nadu,229,7,GEN,T.V. VENKATAKRISHNAN,M,0,,185,103391,#bdc3c7,Kanniyakumari
Nagercoil,IND,1989,Tamil Nadu,229,8,GEN,NANGIL DURAI,M,0,,180,103391,#bdc3c7,Kanniyakumari
Nagercoil,IND,1989,Tamil Nadu,229,9,GEN,T. JOHNSON,M,0,,141,103391,#bdc3c7,Kanniyakumari
Nagercoil,IND,1989,Tamil Nadu,229,10,GEN,J. FRONCIS,M,0,,133,103391,#bdc3c7,Kanniyakumari
Nagercoil,IND,1989,Tamil Nadu,229,11,GEN,S. THANUMOORTHY,M,0,,125,103391,#bdc3c7,Kanniyakumari
Nagercoil,IND,1989,Tamil Nadu,229,12,GEN,C. SELVARAJ,M,0,,99,103391,#bdc3c7,Kanniyakumari
Nagercoil,IND,1989,Tamil Nadu,229,13,GEN,D. SIVALINGAM,M,0,,93,103391,#bdc3c7,Kanniyakumari
Nagercoil,IND,1989,Tamil Nadu,229,14,GEN,M. DAMODARAN,M,0,,72,103391,#bdc3c7,Kanniyakumari
Nagercoil,IND,1989,Tamil Nadu,229,15,GEN,"M. JOHN, D BRITTOO",M,0,,69,103391,#bdc3c7,Kanniyakumari
Nagercoil,IND,1989,Tamil Nadu,229,16,GEN,P. RAMACHANDRAN,M,0,,31,103391,#bdc3c7,Kanniyakumari
Nagercoil,IND,1989,Tamil Nadu,229,17,GEN,S. ANKUSAMY,M,0,,29,103391,#bdc3c7,Kanniyakumari
Nagercoil,IND,1989,Tamil Nadu,229,18,GEN,U. NAGOOR MEERAN PEER MOHAMED,M,0,,28,103391,#bdc3c7,Kanniyakumari
Nagercoil,IND,1989,Tamil Nadu,229,19,GEN,"V, NAGARAJAN",M,0,,23,103391,#bdc3c7,Kanniyakumari
Kollachal,INC,1989,Tamil Nadu,230,1,GEN,PAULIAH-A.,M,0,,36611,93424,#2ecc71,Kanniyakumari
Kollachal,DMK,1989,Tamil Nadu,230,2,GEN,SAMBATH CHANDRA-R,M,0,,24414,93424,#c0392b,Kanniyakumari
Kollachal,ADK(JR),1989,Tamil Nadu,230,3,GEN,"RAJARETHINAM, F.M.",M,0,,18747,93424,#222,Kanniyakumari
Kollachal,ADK(JL),1989,Tamil Nadu,230,4,GEN,JONAS,M,0,,13292,93424,#222,Kanniyakumari
Kollachal,IND,1989,Tamil Nadu,230,5,GEN,"RAVEENDRAN, A.",M,0,,187,93424,#bdc3c7,Kanniyakumari
Kollachal,IND,1989,Tamil Nadu,230,6,GEN,"SOOSAI MICHAEL, P.",M,0,,173,93424,#bdc3c7,Kanniyakumari
Padmanabhapuram,CPM,1989,Tamil Nadu,231,1,GEN,"NOOR MOHMED, S.",M,0,,21489,78891,#ff5757,Kanniyakumari
Padmanabhapuram,INC,1989,Tamil Nadu,231,2,GEN,"JOSEPH, A.T.C.",M,0,,20175,78891,#2ecc71,Kanniyakumari
Padmanabhapuram,IND,1989,Tamil Nadu,231,3,GEN,"KUMARARADHAS, D.",M,0,,17330,78891,#bdc3c7,Kanniyakumari
Padmanabhapuram,BJP,1989,Tamil Nadu,231,4,GEN,"VELAYUDHAN, C.",M,0,,14404,78891,#ff7f0e,Kanniyakumari
Padmanabhapuram,ADK(JR),1989,Tamil Nadu,231,5,GEN,"SELVARAJ, P.",M,0,,4803,78891,#222,Kanniyakumari
Padmanabhapuram,IND,1989,Tamil Nadu,231,6,GEN,"CHENPAGARAMAN, V.",M,0,,256,78891,#bdc3c7,Kanniyakumari
Padmanabhapuram,IND,1989,Tamil Nadu,231,7,GEN,"GEORGE, D.K.",M,0,,221,78891,#bdc3c7,Kanniyakumari
Padmanabhapuram,IND,1989,Tamil Nadu,231,8,GEN,"RAMACHANDRAN, V.",M,0,,85,78891,#bdc3c7,Kanniyakumari
Padmanabhapuram,IND,1989,Tamil Nadu,231,9,GEN,"SHAHUL HAMEED ATHITHAN, M.S.",M,0,,75,78891,#bdc3c7,Kanniyakumari
Padmanabhapuram,IND,1989,Tamil Nadu,231,10,GEN,DHAS A.P.,M,0,,53,78891,#bdc3c7,Kanniyakumari
Thiruvattar,INC,1989,Tamil Nadu,232,1,GEN,"R, NADESAN",M,0,,39193,86391,#2ecc71,
Thiruvattar,CPM,1989,Tamil Nadu,232,2,GEN,J. HEMACHANDRAN,M,0,,31084,86391,#ff5757,
Thiruvattar,IND,1989,Tamil Nadu,232,3,GEN,"S, LUCASE",M,0,,14655,86391,#bdc3c7,
Thiruvattar,ADK(JR),1989,Tamil Nadu,232,4,GEN,G. RADHAKRISHNAN,M,0,,832,86391,#222,
Thiruvattar,IND,1989,Tamil Nadu,232,5,GEN,S. NESAYYAN,M,0,,245,86391,#bdc3c7,
Thiruvattar,IND,1989,Tamil Nadu,232,6,GEN,V. MADHUSOODHANAN NAIR,M,0,,228,86391,#bdc3c7,
Thiruvattar,IND,1989,Tamil Nadu,232,7,GEN,C. HENRY,M,0,,154,86391,#bdc3c7,
Vilavancode,INC,1989,Tamil Nadu,233,1,GEN,"SUNDARADAS, M.",M,0,,41168,97445,#2ecc71,Kanniyakumari
Vilavancode,CPM,1989,Tamil Nadu,233,2,GEN,"MONY, D.",M,0,,39954,97445,#ff5757,Kanniyakumari
Vilavancode,BJP,1989,Tamil Nadu,233,3,GEN,"CHANDRASENAN, K.",M,0,,9347,97445,#ff7f0e,Kanniyakumari
Vilavancode,IND,1989,Tamil Nadu,233,4,GEN,"SOMASEKHARAN NAIR, D.",M,0,,5292,97445,#bdc3c7,Kanniyakumari
Vilavancode,ADK(JR),1989,Tamil Nadu,233,5,GEN,"VALASALAMROSE, T.",M,0,,1040,97445,#222,Kanniyakumari
Vilavancode,IND,1989,Tamil Nadu,233,6,GEN,"DASAIAN, K.",M,0,,644,97445,#bdc3c7,Kanniyakumari
Killiyoor,IND,1989,Tamil Nadu,234,1,GEN,"VIJAYARAGHAVAN, PON",M,0,,30127,76222,#bdc3c7,Kanniyakumari
Killiyoor,DMK,1989,Tamil Nadu,234,2,GEN,"JEYARAJ, A.",M,0,,20296,76222,#c0392b,Kanniyakumari
Killiyoor,INC,1989,Tamil Nadu,234,3,GEN,"STANISLAUS, P.S.",M,0,,16982,76222,#2ecc71,Kanniyakumari
Killiyoor,BJP,1989,Tamil Nadu,234,4,GEN,"SOMARAJ, T.",M,0,,7307,76222,#ff7f0e,Kanniyakumari
Killiyoor,ADK(JR),1989,Tamil Nadu,234,5,GEN,"SELVARAJ, P.",M,0,,486,76222,#222,Kanniyakumari
Killiyoor,IND,1989,Tamil Nadu,234,6,GEN,"KARNAN, M.",M,0,,293,76222,#bdc3c7,Kanniyakumari
Killiyoor,IND,1989,Tamil Nadu,234,7,GEN,"KUMAR, M.P.",M,0,,201,76222,#bdc3c7,Kanniyakumari
Killiyoor,IND,1989,Tamil Nadu,234,8,GEN,"PONNIAN, C.",M,0,,169,76222,#bdc3c7,Kanniyakumari
Killiyoor,IND,1989,Tamil Nadu,234,9,GEN,"RAJENDRAN, T.",M,0,,93,76222,#bdc3c7,Kanniyakumari
Killiyoor,IND,1989,Tamil Nadu,234,10,GEN,"SELVARAJ, S.",M,0,,81,76222,#bdc3c7,Kanniyakumari
Killiyoor,IND,1989,Tamil Nadu,234,11,GEN,MOHAMED BASHEER,M,0,,76,76222,#bdc3c7,Kanniyakumari
Killiyoor,IND,1989,Tamil Nadu,234,12,GEN,"SELVAN, S.",M,0,,54,76222,#bdc3c7,Kanniyakumari
Killiyoor,IND,1989,Tamil Nadu,234,13,GEN,"DAVID, C.",M,0,,39,76222,#bdc3c7,Kanniyakumari
Killiyoor,IND,1989,Tamil Nadu,234,14,GEN,"THAPASIMUTHU, P.",M,0,,18,76222,#bdc3c7,Kanniyakumari
Royapuram,ADMK,1991,Tamil Nadu,1,1,GEN,D. JAYAKUMAR,M,0,,46218,78278,#b2d33c,Chennai
Royapuram,DMK,1991,Tamil Nadu,1,2,GEN,R. MATHIVANAN,M,0,,29565,78278,#c0392b,Chennai
Royapuram,PMK,1991,Tamil Nadu,1,3,GEN,T.S. PERUMAL,M,0,,1278,78278,#d35400,Chennai
Royapuram,BJP,1991,Tamil Nadu,1,4,GEN,V. NARASIMMAN,M,0,,857,78278,#ff7f0e,Chennai
Royapuram,IND,1991,Tamil Nadu,1,5,GEN,N. PANDIAN,M,0,,120,78278,#bdc3c7,Chennai
Royapuram,TMM,1991,Tamil Nadu,1,6,GEN,R. KRISHNAMOORTHY,M,0,,98,78278,#222,Chennai
Royapuram,IND,1991,Tamil Nadu,1,7,GEN,B. ETHIRAJ,M,0,,51,78278,#bdc3c7,Chennai
Royapuram,IND,1991,Tamil Nadu,1,8,GEN,R. VENKATESWARAN,M,0,,48,78278,#bdc3c7,Chennai
Royapuram,IND,1991,Tamil Nadu,1,9,GEN,D. NATARAJAN,M,0,,43,78278,#bdc3c7,Chennai
Harbour,DMK,1991,Tamil Nadu,2,1,GEN,M. KARUNANIDHI,M,0,,30932,63564,#c0392b,Chennai
Harbour,INC,1991,Tamil Nadu,2,2,GEN,SUPPU K.,M,0,,30042,63564,#2ecc71,Chennai
Harbour,BJP,1991,Tamil Nadu,2,3,GEN,SUKUMAR M.T.,M,0,,1763,63564,#ff7f0e,Chennai
Harbour,JP,1991,Tamil Nadu,2,4,GEN,BALASUBRAMANIAM M.S.,M,0,,148,63564,#222,Chennai
Harbour,IND,1991,Tamil Nadu,2,5,GEN,HAMEEM,M,0,,122,63564,#bdc3c7,Chennai
Harbour,IND,1991,Tamil Nadu,2,6,GEN,SEENI MOHAMED K.,M,0,,98,63564,#bdc3c7,Chennai
Harbour,IND,1991,Tamil Nadu,2,7,GEN,BABU S.,M,0,,69,63564,#bdc3c7,Chennai
Harbour,IND,1991,Tamil Nadu,2,8,GEN,KUPPUSAMY P.,M,0,,54,63564,#bdc3c7,Chennai
Harbour,IND,1991,Tamil Nadu,2,9,GEN,JALALUDEEN M.,M,0,,52,63564,#bdc3c7,Chennai
Harbour,IND,1991,Tamil Nadu,2,10,GEN,PANDIAN M.,M,0,,47,63564,#bdc3c7,Chennai
Harbour,IND,1991,Tamil Nadu,2,11,GEN,VEERAPPA GOUNDER V.T.R.,M,0,,40,63564,#bdc3c7,Chennai
Harbour,IND,1991,Tamil Nadu,2,12,GEN,RAJAMANNAR P.V.,M,0,,35,63564,#bdc3c7,Chennai
Harbour,IND,1991,Tamil Nadu,2,13,GEN,PURUSHOTHAMAN R.,M,0,,33,63564,#bdc3c7,Chennai
Harbour,IND,1991,Tamil Nadu,2,14,GEN,KUPPAN P.,M,0,,31,63564,#bdc3c7,Chennai
Harbour,IND,1991,Tamil Nadu,2,15,GEN,SYED IBRAHIM,M,0,,29,63564,#bdc3c7,Chennai
Harbour,IND,1991,Tamil Nadu,2,16,GEN,LAKSHIMPATHY C.,M,0,,25,63564,#bdc3c7,Chennai
Harbour,IND,1991,Tamil Nadu,2,17,GEN,KOTEESWARAN P.V.,M,0,,18,63564,#bdc3c7,Chennai
Harbour,IND,1991,Tamil Nadu,2,18,GEN,ANNAMALAI S.,M,0,,16,63564,#bdc3c7,Chennai
Harbour,IND,1991,Tamil Nadu,2,19,GEN,PANNEERSELVAM M.,M,0,,10,63564,#bdc3c7,Chennai
Dr. Radhakrishnan Nagar,ADMK,1991,Tamil Nadu,3,1,GEN,MADHUSUDHNAN E.,M,0,,66710,110639,#b2d33c,Chennai
Dr. Radhakrishnan Nagar,JD,1991,Tamil Nadu,3,2,GEN,RAJASEKARAN V.,M,0,,41758,110639,#222,Chennai
Dr. Radhakrishnan Nagar,MUL,1991,Tamil Nadu,3,3,GEN,GULAM HUSEIEN A.M.,M,0,,941,110639,#222,Chennai
Dr. Radhakrishnan Nagar,BJP,1991,Tamil Nadu,3,4,GEN,JAGANATHAN V.R.,M,0,,636,110639,#ff7f0e,Chennai
Dr. Radhakrishnan Nagar,TMM,1991,Tamil Nadu,3,5,GEN,DIWAN AHMED A.,M,0,,111,110639,#222,Chennai
Dr. Radhakrishnan Nagar,IND,1991,Tamil Nadu,3,6,GEN,GANESH M.,M,0,,104,110639,#bdc3c7,Chennai
Dr. Radhakrishnan Nagar,IND,1991,Tamil Nadu,3,7,GEN,ANANDAN D.,M,0,,93,110639,#bdc3c7,Chennai
Dr. Radhakrishnan Nagar,IND,1991,Tamil Nadu,3,8,GEN,MAHAVEER B.,M,0,,89,110639,#bdc3c7,Chennai
Dr. Radhakrishnan Nagar,IND,1991,Tamil Nadu,3,9,GEN,ABDUL PABRIT P.,M,0,,67,110639,#bdc3c7,Chennai
Dr. Radhakrishnan Nagar,IND,1991,Tamil Nadu,3,10,GEN,NARAYANAN S.,M,0,,37,110639,#bdc3c7,Chennai
Dr. Radhakrishnan Nagar,IND,1991,Tamil Nadu,3,11,GEN,JAGADEESWARAN K.,M,0,,31,110639,#bdc3c7,Chennai
Dr. Radhakrishnan Nagar,IND,1991,Tamil Nadu,3,11,GEN,PALANI D.,M,0,,31,110639,#bdc3c7,Chennai
Dr. Radhakrishnan Nagar,IND,1991,Tamil Nadu,3,11,GEN,SHANMUGAM N.,M,0,,31,110639,#bdc3c7,Chennai
Park Town,INC,1991,Tamil Nadu,4,1,GEN,BALARAMAN U.,M,0,,37747,68571,#2ecc71,
Park Town,DMK,1991,Tamil Nadu,4,2,GEN,RAHMANKHAN A.,M,0,,25912,68571,#c0392b,
Park Town,BJP,1991,Tamil Nadu,4,3,GEN,KANTILAL C.,M,0,,3507,68571,#ff7f0e,
Park Town,PMK,1991,Tamil Nadu,4,4,GEN,ELUMALAI (CHOOLAI)P.,M,0,,437,68571,#d35400,
Park Town,JP,1991,Tamil Nadu,4,5,GEN,MEERANKHAN M.,M,0,,217,68571,#222,
Park Town,IND,1991,Tamil Nadu,4,6,GEN,SELVARAJAN K.,M,0,,129,68571,#bdc3c7,
Park Town,AMI,1991,Tamil Nadu,4,7,GEN,KANNAN M.,M,0,,101,68571,#222,
Park Town,TMM,1991,Tamil Nadu,4,8,GEN,RADHAKRISHNAN R.,M,0,,85,68571,#222,
Park Town,IND,1991,Tamil Nadu,4,9,GEN,BALASUNDARAM G.R.,M,0,,78,68571,#bdc3c7,
Park Town,IND,1991,Tamil Nadu,4,10,GEN,RAVI D.,M,0,,64,68571,#bdc3c7,
Park Town,IND,1991,Tamil Nadu,4,11,GEN,SUDHAKAR M.,M,0,,62,68571,#bdc3c7,
Park Town,IND,1991,Tamil Nadu,4,12,GEN,KUPPUSAMY V.,M,0,,59,68571,#bdc3c7,
Park Town,IND,1991,Tamil Nadu,4,13,GEN,SIVASANKARAN M.,M,0,,39,68571,#bdc3c7,
Park Town,IND,1991,Tamil Nadu,4,14,GEN,MOHAMMED BILAL A.,M,0,,34,68571,#bdc3c7,
Park Town,MPP,1991,Tamil Nadu,4,15,GEN,JAYASHREE S.,F,0,,30,68571,#222,
Park Town,IND,1991,Tamil Nadu,4,15,GEN,GOVINDASAMAY ALIAS JAGAJOTHI,M,0,,30,68571,#bdc3c7,
Park Town,IND,1991,Tamil Nadu,4,17,GEN,VENUGOPAL ALIAS VENU P.,M,0,,29,68571,#bdc3c7,
Park Town,IND,1991,Tamil Nadu,4,18,GEN,VARADADESIGAN S.A.,M,0,,11,68571,#bdc3c7,
Perambur,ADMK,1991,Tamil Nadu,5,1,SC,DR. M. P. SEKAR,M,0,,62759,116088,#b2d33c,Chennai
Perambur,DMK,1991,Tamil Nadu,5,2,SC,CHENGAI SIVAM,M,0,,47307,116088,#c0392b,Chennai
Perambur,BJP,1991,Tamil Nadu,5,3,SC,V.K. SAMPATH,M,0,,1960,116088,#ff7f0e,Chennai
Perambur,JP,1991,Tamil Nadu,5,4,SC,TSPE BAKTHAN,M,0,,1588,116088,#222,Chennai
Perambur,TMUL,1991,Tamil Nadu,5,5,SC,D. KANAGASABAPATHY,M,0,,1383,116088,#222,Chennai
Perambur,IND,1991,Tamil Nadu,5,6,SC,I. VIJAYA,F,0,,440,116088,#bdc3c7,Chennai
Perambur,TMM,1991,Tamil Nadu,5,7,SC,G. MANIMARAN,M,0,,135,116088,#222,Chennai
Perambur,IND,1991,Tamil Nadu,5,8,SC,S. M. VEERAPPAN,M,0,,115,116088,#bdc3c7,Chennai
Perambur,IND,1991,Tamil Nadu,5,9,SC,M. A. KALIDOSS,M,0,,89,116088,#bdc3c7,Chennai
Perambur,IND,1991,Tamil Nadu,5,10,SC,SUKUMAR ALIAS KANCHI SUKUMARAN,M,0,,81,116088,#bdc3c7,Chennai
Perambur,IND,1991,Tamil Nadu,5,11,SC,S. PALANIAPPAN,M,0,,77,116088,#bdc3c7,Chennai
Perambur,IND,1991,Tamil Nadu,5,12,SC,RAJENDRAN J. ALIAS REGENDRA PRASAD,M,0,,57,116088,#bdc3c7,Chennai
Perambur,IND,1991,Tamil Nadu,5,13,SC,N. KANTHANATHAN,M,0,,53,116088,#bdc3c7,Chennai
Perambur,IND,1991,Tamil Nadu,5,14,SC,K. SUNDARAMOORTHY,M,0,,44,116088,#bdc3c7,Chennai
Purasawalkam,INC,1991,Tamil Nadu,6,1,GEN,RANGANATHAN B.,M,0,,71391,127992,#2ecc71,
Purasawalkam,DMK,1991,Tamil Nadu,6,2,GEN,VEERASWAMY ARCOT N.,M,0,,48559,127992,#c0392b,
Purasawalkam,PMK,1991,Tamil Nadu,6,3,GEN,MANIVANNAN R.,M,0,,3656,127992,#d35400,
Purasawalkam,BJP,1991,Tamil Nadu,6,4,GEN,SELVARAJ B.,M,0,,3120,127992,#ff7f0e,
Purasawalkam,JP,1991,Tamil Nadu,6,5,GEN,SAGUNTHALA B.,F,0,,243,127992,#222,
Purasawalkam,IND,1991,Tamil Nadu,6,6,GEN,ELANGO S.,M,0,,206,127992,#bdc3c7,
Purasawalkam,BSP,1991,Tamil Nadu,6,7,GEN,NAGMANI J.,F,0,,134,127992,#222,
Purasawalkam,IND,1991,Tamil Nadu,6,8,GEN,MARTIN N.,M,0,,110,127992,#bdc3c7,
Purasawalkam,MGMK,1991,Tamil Nadu,6,9,GEN,MUNIRAJ M.,M,0,,91,127992,#222,
Purasawalkam,IND,1991,Tamil Nadu,6,10,GEN,MURUGESAN A.,M,0,,86,127992,#bdc3c7,
Purasawalkam,IND,1991,Tamil Nadu,6,11,GEN,NIRMALA S.,F,0,,76,127992,#bdc3c7,
Purasawalkam,IND,1991,Tamil Nadu,6,12,GEN,ANANDAN D.,M,0,,72,127992,#bdc3c7,
Purasawalkam,IND,1991,Tamil Nadu,6,12,GEN,PANNEERSELVA M. S.,M,0,,72,127992,#bdc3c7,
Purasawalkam,IND,1991,Tamil Nadu,6,14,GEN,ARIVIDAI NAMBI N.,M,0,,64,127992,#bdc3c7,
Purasawalkam,IND,1991,Tamil Nadu,6,15,GEN,SUNDARASEKARAN K.,M,0,,56,127992,#bdc3c7,
Purasawalkam,IND,1991,Tamil Nadu,6,15,GEN,DHAYANITHI V.,M,0,,56,127992,#bdc3c7,
Egmore,DMK,1991,Tamil Nadu,7,1,SC,ELAMVAZHUTHI,M,0,,23139,45849,#c0392b,Chennai
Egmore,INC,1991,Tamil Nadu,7,2,SC,YASODHA D.,F,0,,21936,45849,#2ecc71,Chennai
Egmore,IND,1991,Tamil Nadu,7,3,SC,SIVAKUMAR,M,0,,276,45849,#bdc3c7,Chennai
Egmore,JP,1991,Tamil Nadu,7,4,SC,VARADARAJAN AROKONAM MA.,M,0,,221,45849,#222,Chennai
Egmore,IND,1991,Tamil Nadu,7,5,SC,VENKATESAN ALIAS AMBET VENKATESH B,M,0,,154,45849,#bdc3c7,Chennai
Egmore,IND,1991,Tamil Nadu,7,6,SC,SARATHA E.,F,0,,51,45849,#bdc3c7,Chennai
Egmore,IND,1991,Tamil Nadu,7,7,SC,SUBRAMANI M.,M,0,,42,45849,#bdc3c7,Chennai
Egmore,IND,1991,Tamil Nadu,7,8,SC,SARANGAPANI R.,M,0,,30,45849,#bdc3c7,Chennai
Anna Nagar,INC,1991,Tamil Nadu,8,1,GEN,A. CHELLAKUMAR,M,0,,75512,131814,#2ecc71,Chennai
Anna Nagar,DMK,1991,Tamil Nadu,8,2,GEN,S. M. RAMACHANDRAN,M,0,,48214,131814,#c0392b,Chennai
Anna Nagar,BJP,1991,Tamil Nadu,8,3,GEN,S. P. RAMAKRISHNAN ALIAS RAMKI,M,0,,4031,131814,#ff7f0e,Chennai
Anna Nagar,PMK,1991,Tamil Nadu,8,4,GEN,G. SELVAM ALIAS TAMIL SELVAM,M,0,,2498,131814,#d35400,Chennai
Anna Nagar,ICS(SCS),1991,Tamil Nadu,8,5,GEN,S.A. RAMAMURTHY,M,0,,425,131814,#222,Chennai
Anna Nagar,JP,1991,Tamil Nadu,8,6,GEN,A. M. PAULRAJ VANIGAOTRUMAI,M,0,,272,131814,#222,Chennai
Anna Nagar,MPP,1991,Tamil Nadu,8,7,GEN,R. NAGARAJAN,M,0,,123,131814,#222,Chennai
Anna Nagar,TMM,1991,Tamil Nadu,8,8,GEN,M. RAGARAJAN,M,0,,101,131814,#222,Chennai
Anna Nagar,IND,1991,Tamil Nadu,8,9,GEN,P. JAYAPRAKASAM,M,0,,92,131814,#bdc3c7,Chennai
Anna Nagar,IND,1991,Tamil Nadu,8,10,GEN,D. KANNAPPAN,M,0,,79,131814,#bdc3c7,Chennai
Anna Nagar,IND,1991,Tamil Nadu,8,11,GEN,S. TATHINAKUMAR,M,0,,62,131814,#bdc3c7,Chennai
Anna Nagar,IND,1991,Tamil Nadu,8,12,GEN,S. RAMACHANDRAN,M,0,,60,131814,#bdc3c7,Chennai
