AC_NAME,AC_NO,AC_TYPE,AGE,CATEGORY,NAME,PARTY,SEX,ST_NAME,VOTES,YEAR,polled_votes,rank
Kundara,123,GEN,37,GEN,VELLIMON DILEEP,BJP,M,Kerala,5990,2011,127924,3
Kundara,123,GEN,27,SC,SANDHYA PALLIMON,IND,F,Kerala,957,2011,127924,4
Kundara,123,GEN,45,SC,SUSEELA MOHAN,BSP,F,Kerala,947,2011,127924,5
Kundara,123,GEN,50,GEN,ANTONY VINCENT,SUCI,M,Kerala,553,2011,127924,6
Kollam,124,GEN,75,GEN,P.K.GURUDASAN,CPM,M,Kerala,57986,2011,114018,1
Kollam,124,GEN,64,GEN,K.C.RAJAN,INC,M,Kerala,49446,2011,114018,2
Kollam,124,GEN,39,GEN,G.HARI.,BJP,M,Kerala,4207,2011,114018,3
Kollam,124,GEN,67,GEN,A.A. SHAFI,SDPI,M,Kerala,1168,2011,114018,4
Kollam,124,GEN,45,SC,MANGAD THULASEEDHARAN,BSP,M,Kerala,507,2011,114018,5
Kollam,124,GEN,25,SC,SANU.K,IND,M,Kerala,372,2011,114018,6
Kollam,124,GEN,49,GEN,C.N.NARAYANAN NAIR,IND,M,Kerala,191,2011,114018,7
Kollam,124,GEN,52,GEN,V. MOHANAN,IND,M,Kerala,141,2011,114018,8
Eravipuram,125,GEN,69,GEN,A.A. AZEEZ,RSP,M,Kerala,51271,2011,104645,1
Eravipuram,125,GEN,62,GEN,P.K.K. BAVA,MUL,M,Kerala,43259,2011,104645,2
Eravipuram,125,GEN,47,GEN,PATTATHANAM BABU,BJP,M,Kerala,5048,2011,104645,3
Eravipuram,125,GEN,45,GEN,MYLAKKAD SHAH,IND,M,Kerala,3234,2011,104645,4
Eravipuram,125,GEN,53,SC,SUSHAMA VIJAYAN,BSP,F,Kerala,580,2011,104645,5
Eravipuram,125,GEN,56,GEN,ABDUL AZEEZ,IND,M,Kerala,552,2011,104645,6
Eravipuram,125,GEN,39,GEN,SAIJU V.,IND,M,Kerala,391,2011,104645,7
Eravipuram,125,GEN,26,SC,DEEPU. N.,IND,M,Kerala,310,2011,104645,8
Chathannur,126,GEN,39,GEN,G.S.JAYALAL,CPI,M,Kerala,60187,2011,114298,1
Chathannur,126,GEN,38,GEN,ADV: BINDU KRISHNA,INC,F,Kerala,47598,2011,114298,2
Chathannur,126,GEN,49,GEN,ADV:KIZHAKKANELA,BJP,M,Kerala,3839,2011,114298,3
Chathannur,126,GEN,42,SC,A.SASI,IND,M,Kerala,1134,2011,114298,4
Chathannur,126,GEN,29,GEN,JAYALAL,IND,M,Kerala,763,2011,114298,5
Chathannur,126,GEN,47,SC,MAILODE SUDHAN,BSP,M,Kerala,490,2011,114298,6
Chathannur,126,GEN,49,GEN,SASIKUMAR,SHS,M,Kerala,287,2011,114298,7
Varkala,127,GEN,60,GEN,VARKALA KAHAR,INC,M,Kerala,57755,2011,110227,1
Varkala,127,GEN,30,GEN,A.A.RAHIM,CPM,M,Kerala,47045,2011,110227,2
Varkala,127,GEN,46,GEN,ELAKAMAN SATHEESAN,BJP,M,Kerala,3430,2011,110227,3
Varkala,127,GEN,37,GEN,CHERUNNIYOOR GANESH,IND,M,Kerala,927,2011,110227,4
Varkala,127,GEN,37,GEN,KUNNIL SHAJAHAN,SDPI,M,Kerala,795,2011,110227,5
Varkala,127,GEN,28,GEN,ANEESH KUMAR,IND,M,Kerala,275,2011,110227,6
Attingal,128,SC,45,SC,ADVOCATE. B. SATYAN,CPM,M,Kerala,63558,2011,114638,1
Attingal,128,SC,54,SC,THANKAMONY DIVAKARAN,INC,F,Kerala,33493,2011,114638,2
Attingal,128,SC,42,SC,ATTINGAL SURESH,IND,M,Kerala,7857,2011,114638,3
Attingal,128,SC,66,SC,DR.P.P. VAVA,BJP,M,Kerala,4844,2011,114638,4
Attingal,128,SC,28,SC,V.V.SELVARAJ,IND,M,Kerala,1713,2011,114638,5
Attingal,128,SC,55,SC,K. G. SOMAN,SDPI,M,Kerala,1561,2011,114638,6
Attingal,128,SC,56,SC,DR.M.CHINNAMMA,BSP,F,Kerala,1235,2011,114638,7
Attingal,128,SC,47,SC,G.ANIRUDHAN,IND,M,Kerala,377,2011,114638,8
Chirayinkeezhu,129,SC,60,SC,V.SASI,CPI,M,Kerala,59601,2011,112603,1
Chirayinkeezhu,129,SC,51,SC,K.VIDYADHARAN,INC,M,Kerala,47376,2011,112603,2
Chirayinkeezhu,129,SC,57,SC,AYTHIYOOR SURENDRAN,IND,M,Kerala,2078,2011,112603,3
Chirayinkeezhu,129,SC,41,SC,ANIL MANGALAPURAM,BSP,M,Kerala,1414,2011,112603,4
Chirayinkeezhu,129,SC,27,SC,SAJIMON CHELAYAM,IND,M,Kerala,1277,2011,112603,5
Chirayinkeezhu,129,SC,41,SC,ANILKUMAR.B,LJP,M,Kerala,857,2011,112603,6
Nedumangad,130,GEN,61,GEN,PALODE RAVI,INC,M,Kerala,59789,2011,124907,1
Nedumangad,130,GEN,59,GEN,ADV.P. RAMACHANDRAN,CPI,M,Kerala,54759,2011,124907,2
Nedumangad,130,GEN,40,GEN,ANJANA.K.S,BJP,F,Kerala,5971,2011,124907,3
Nedumangad,130,GEN,36,GEN,ANDOORKONAM SULFI,IND,M,Kerala,1255,2011,124907,4
Nedumangad,130,GEN,39,GEN,NOORJAHAN.A.,SDPI,F,Kerala,1200,2011,124907,5
Nedumangad,130,GEN,50,GEN,IDAMMA.N.,BSP,F,Kerala,731,2011,124907,6
Nedumangad,130,GEN,47,GEN,VAZHODE RAVI,IND,M,Kerala,346,2011,124907,7
Nedumangad,130,GEN,28,SC,BIJU.A.,IND,M,Kerala,342,2011,124907,8
Nedumangad,130,GEN,64,GEN,ANAD.G.RAMACHANDRAN,IND,M,Kerala,277,2011,124907,9
Nedumangad,130,GEN,35,GEN,SAJI,IND,M,Kerala,237,2011,124907,10
Vamanapuram,131,GEN,73,GEN,KOLIAKODE.N. KRISHNAN,CPM,M,Kerala,57381,2011,123376,1
Vamanapuram,131,GEN,60,GEN,ADV.C.MOHANACHANDRAN,INC,M,Kerala,55145,2011,123376,2
Vamanapuram,131,GEN,41,GEN,KARETTE SIVAPRASAD,BJP,M,Kerala,5228,2011,123376,3
Vamanapuram,131,GEN,40,GEN,ADV. PIRAPPANKODE,SDPI,M,Kerala,2225,2011,123376,4
Vamanapuram,131,GEN,32,GEN,SELEENA PRAKKANAM,IND,F,Kerala,1613,2011,123376,5
Vamanapuram,131,GEN,41,SC,SASI R CHERAMAN,BSP,M,Kerala,867,2011,123376,6
Vamanapuram,131,GEN,38,GEN,IRINCHAYAM SURESH,IND,M,Kerala,437,2011,123376,7
Vamanapuram,131,GEN,71,GEN,KRISHNAN NAIR,IND,M,Kerala,275,2011,123376,8
Vamanapuram,131,GEN,70,GEN,BHARATHANNOOR BALAN,IND,M,Kerala,205,2011,123376,9
Kazhakkoottam,132,GEN,61,GEN,ADV. M. A. VAHEED,INC,M,Kerala,50787,2011,109498,1
Kazhakkoottam,132,GEN,55,GEN,C AJAYAKUMAR,CPM,M,Kerala,48591,2011,109498,2
Kazhakkoottam,132,GEN,49,GEN,ADV. PADMAKUMAR,BJP,M,Kerala,7508,2011,109498,3
Kazhakkoottam,132,GEN,38,GEN,M WAHID,IND,M,Kerala,986,2011,109498,4
Kazhakkoottam,132,GEN,61,GEN,K BHUVANENDRAN,BSP,M,Kerala,678,2011,109498,5
Kazhakkoottam,132,GEN,51,GEN,M.A. JALEEL,SDPI,M,Kerala,418,2011,109498,6
Kazhakkoottam,132,GEN,51,SC,SUDARSHANAN S,IND,M,Kerala,325,2011,109498,7
Kazhakkoottam,132,GEN,30,SC,K AJITHKUMAR,IND,M,Kerala,205,2011,109498,8
Vattiyoorkavu,133,GEN,53,GEN,K.MURALIDHARAN,INC,M,Kerala,56531,2011,112637,1
Vattiyoorkavu,133,GEN,57,GEN,CHERIYAN PHILIP,IND,M,Kerala,40364,2011,112637,2
Vattiyoorkavu,133,GEN,35,GEN,ADV.V.V.RAJESH,BJP,M,Kerala,13494,2011,112637,3
Vattiyoorkavu,133,GEN,62,SC,KAITHAKODU,BSP,M,Kerala,915,2011,112637,4
Vattiyoorkavu,133,GEN,27,GEN,CHERIYAN.P.T,IND,M,Kerala,551,2011,112637,5
Vattiyoorkavu,133,GEN,59,SC,RAJAN.K,IND,M,Kerala,488,2011,112637,6
Vattiyoorkavu,133,GEN,68,GEN,G.BALAKRISHNAN NAIR,KJ,M,Kerala,294,2011,112637,7
Thiruvananthapuram,134,GEN,50,GEN,ADV.V.S.SIVAKUMAR,INC,M,Kerala,49122,2011,107092,1
Thiruvananthapuram,134,GEN,55,GEN,V.SURENDRAN PILLAI,KC(AMG),M,Kerala,43770,2011,107092,2
Thiruvananthapuram,134,GEN,51,GEN,B.K.SHEKHAR,BJP,M,Kerala,11519,2011,107092,3
Thiruvananthapuram,134,GEN,64,GEN,ABDU RAZAK. A,SDPI,M,Kerala,807,2011,107092,4
Thiruvananthapuram,134,GEN,71,GEN,P.SURENDRAN PILLAI,IND,M,Kerala,518,2011,107092,5
Thiruvananthapuram,134,GEN,40,GEN,S.SIVAKUMAR,IND,M,Kerala,485,2011,107092,6
Thiruvananthapuram,134,GEN,40,GEN,P.S GOPAKUMAR,SUCI,M,Kerala,235,2011,107092,7
Thiruvananthapuram,134,GEN,47,GEN,N.SIVAKUMAR,IND,M,Kerala,221,2011,107092,8
Thiruvananthapuram,134,GEN,54,GEN,SUNDARAN PILLAI,IND,M,Kerala,207,2011,107092,9
Thiruvananthapuram,134,GEN,55,GEN,C.VASANTHA KUMARI,IND,F,Kerala,110,2011,107092,10
Thiruvananthapuram,134,GEN,71,GEN,GEORGE MANKIDIAN,IND,M,Kerala,98,2011,107092,11
Nemom,135,GEN,56,GEN,V.SIVANKUTTY,CPM,M,Kerala,50076,2011,116474,1
Nemom,135,GEN,81,GEN,O.RAJAGOPAL,BJP,M,Kerala,43661,2011,116474,2
Nemom,135,GEN,62,GEN,CHARUPARA RAVI,SJD,M,Kerala,20248,2011,116474,3
Nemom,135,GEN,51,GEN,JAIN WILSON,IND,M,Kerala,964,2011,116474,4
Nemom,135,GEN,48,GEN,O.MAHEEN,BSP,M,Kerala,667,2011,116474,5
Nemom,135,GEN,49,SC,THIRUVALLAM SREEKANTAN,IND,M,Kerala,338,2011,116474,6
Nemom,135,GEN,47,GEN,J.VIKRAMAN,DPSP,M,Kerala,303,2011,116474,7
Nemom,135,GEN,48,GEN,RAMACHANDRAN,IND,M,Kerala,217,2011,116474,8
Aruvikkara,136,GEN,62,GEN,G. KARTHIKEYEN,INC,M,Kerala,56797,2011,116418,1
Aruvikkara,136,GEN,71,GEN,AMBALATHARA SREEDHARAN,RSP,M,Kerala,46123,2011,116418,2
Aruvikkara,136,GEN,49,GEN,SIVANKUTTY . C,BJP,M,Kerala,7694,2011,116418,3
Aruvikkara,136,GEN,61,SC,A. BALAN,BSP,M,Kerala,1746,2011,116418,4
Aruvikkara,136,GEN,37,GEN,ADV. POOVATHOOR,IND,M,Kerala,972,2011,116418,5
Aruvikkara,136,GEN,31,GEN,SANIL V O,IND,M,Kerala,913,2011,116418,6
Aruvikkara,136,GEN,60,ST,R.RAJAPPAN,IND,M,Kerala,753,2011,116418,7
Aruvikkara,136,GEN,47,GEN,KARAKULAM SATHYAKUMAR,IND,M,Kerala,651,2011,116418,8
Aruvikkara,136,GEN,36,GEN,S. SREEKUMAR,SUCI,M,Kerala,525,2011,116418,9
Aruvikkara,136,GEN,30,SC,LATHA B VELLUMANNADI,IND,F,Kerala,244,2011,116418,10
Parassala,137,GEN,59,GEN,A.T. GEORGE,INC,M,Kerala,60578,2011,135211,1
Parassala,137,GEN,62,GEN,ANAVOOR NAGAPPAN,CPM,M,Kerala,60073,2011,135211,2
Parassala,137,GEN,39,GEN,ADV. S. SURESH,BJP,M,Kerala,10310,2011,135211,3
Parassala,137,GEN,62,SC,J.SUDHAKARAN,BSP,M,Kerala,2269,2011,135211,4
Parassala,137,GEN,57,GEN,T.K.VISWAMBHARAN,IND,M,Kerala,1207,2011,135211,5
Parassala,137,GEN,38,GEN,OORUTTUKALA ANIKUMAR,SHS,M,Kerala,774,2011,135211,6
Kattakkada,138,GEN,60,GEN,N SAKTHAN,INC,M,Kerala,52368,2011,117347,1
Kattakkada,138,GEN,33,GEN,ADV. M.V.JAYADALI,IND,F,Kerala,39452,2011,117347,2
Kattakkada,138,GEN,47,GEN,P K KRISHNADAS,BJP,M,Kerala,22550,2011,117347,3
Kattakkada,138,GEN,41,GEN,VENGODE SUNIL KUMAR,BSP,M,Kerala,1303,2011,117347,4
Kattakkada,138,GEN,36,SC,KATTAKKADA RAJAN,SDPI,M,Kerala,613,2011,117347,5
Kattakkada,138,GEN,26,SC,S SUJITHRA,IND,F,Kerala,586,2011,117347,6
Kattakkada,138,GEN,57,GEN,MALAYINKEEZH RAJESH,IND,M,Kerala,475,2011,117347,7
Kovalam,139,GEN,53,GEN,JAMEELA PRAKASAM,JD(S),F,Kerala,59510,2011,125008,1
Kovalam,139,GEN,58,GEN,ADV.GEORGE MERCIER,INC,M,Kerala,52305,2011,125008,2
Kovalam,139,GEN,47,GEN,VENGANOOR SATHEESH,BJP,M,Kerala,9127,2011,125008,3
Kovalam,139,GEN,70,GEN,THANKA BAI.T.,IND,F,Kerala,1231,2011,125008,4
Kovalam,139,GEN,40,GEN,A.M. NIZAM,SDPI,M,Kerala,1193,2011,125008,5
Kovalam,139,GEN,42,SC,MURALEEDHARAN,BSP,M,Kerala,1157,2011,125008,6
Kovalam,139,GEN,55,GEN,VAZHAMUTTOM RAJENDRAN,DPSP,M,Kerala,485,2011,125008,7
Neyyattinkara,140,GEN,62,GEN,R SELVARAJ,CPM,M,Kerala,54711,2011,111698,1
Neyyattinkara,140,GEN,61,GEN,THAMPANOOR RAVI,INC,M,Kerala,48009,2011,111698,2
Neyyattinkara,140,GEN,48,GEN,ATHIYANNOOR SREEKUMAR,BJP,M,Kerala,6730,2011,111698,3
Neyyattinkara,140,GEN,52,GEN,KOVILLOOR.A.BABU,BSP,M,Kerala,1168,2011,111698,4
Neyyattinkara,140,GEN,55,GEN,MOHANAN,IND,M,Kerala,557,2011,111698,5
Neyyattinkara,140,GEN,58,SC,MANALOOR.B.VASANTHA,IND,F,Kerala,523,2011,111698,6
Manjeshwar,1,GEN,,,P B ABDUL RAZAK,MUL,,Kerala,56870,2016,158884,1
Manjeshwar,1,GEN,,,K SURENDRAN,BJP,,Kerala,56781,2016,158884,2
Manjeshwar,1,GEN,,,ADV. C.H.KUNHAMBU,CPM,,Kerala,42565,2016,158884,3
Manjeshwar,1,GEN,,,BASHEER AHAMMAD S M,PDP,,Kerala,759,2016,158884,4
Manjeshwar,1,GEN,,,None of the Above,NOTA,,Kerala,646,2016,158884,5
Manjeshwar,1,GEN,,,SUNDARA K,IND,,Kerala,467,2016,158884,6
Manjeshwar,1,GEN,,,RAVICHANDRA,BSP,,Kerala,365,2016,158884,7
Manjeshwar,1,GEN,,,K P MUNEER,IND,,Kerala,224,2016,158884,8
Manjeshwar,1,GEN,,,JOHN D SOUZA,IND,,Kerala,207,2016,158884,9
Kasaragod,2,GEN,,,N A NELLIKKUNNU,MUL,,Kerala,64727,2016,144749,1
Kasaragod,2,GEN,,,RAVISHA THANTRI KUNTAR,BJP,,Kerala,56120,2016,144749,2
Kasaragod,2,GEN,,,DR. A A AMEEN,INL,,Kerala,21615,2016,144749,3
Kasaragod,2,GEN,,,None of the Above,NOTA,,Kerala,661,2016,144749,4
Kasaragod,2,GEN,,,VIJAYAKUMAR B,BSP,,Kerala,585,2016,144749,5
Kasaragod,2,GEN,,,ROSHAN KUMAR,IND,,Kerala,508,2016,144749,6
Kasaragod,2,GEN,,,A DAMODARAN,IND,,Kerala,283,2016,144749,7
Kasaragod,2,GEN,,,MUNEER MUNAMBAM,IND,,Kerala,250,2016,144749,8
Udma,3,GEN,,,K KUNHIRAMAN,CPM,,Kerala,70679,2016,160870,1
Udma,3,GEN,,,K SUDHAKARAN,INC,,Kerala,66847,2016,160870,2
Udma,3,GEN,,,ADV. K SHREEKANTH,BJP,,Kerala,21231,2016,160870,3
Udma,3,GEN,,,None of the Above,NOTA,,Kerala,405,2016,160870,4
Udma,3,GEN,,,GOPI KUTHIRAKALLU,PDP,,Kerala,353,2016,160870,5
Udma,3,GEN,,,DAMODARAN P,IND,,Kerala,349,2016,160870,6
Udma,3,GEN,,,MOHAMMED PAKYARA,SDPI,,Kerala,331,2016,160870,7
Udma,3,GEN,,,SUDHAKARAN CHERUKANAM,IND,,Kerala,208,2016,160870,8
Udma,3,GEN,,,GOVINDAN B ALINTHAZHE,API,,Kerala,165,2016,160870,9
Udma,3,GEN,,,ABBAS MOTHALAPPARA,IND,,Kerala,157,2016,160870,10
Udma,3,GEN,,,K KUNHIRAMAN PERIYANGANAM,IND,,Kerala,145,2016,160870,11
Kanhangad,4,GEN,,,E.CHANDRASHEKARAN,CPI,,Kerala,80558,2016,161189,1
Kanhangad,4,GEN,,,DHANYA SURESH,INC,,Kerala,54547,2016,161189,2
Kanhangad,4,GEN,,,M P RAGHAVAN,BDJS,,Kerala,21104,2016,161189,3
Kanhangad,4,GEN,,,CHANDRAN PARAPPA,BSP,,Kerala,965,2016,161189,4
Kanhangad,4,GEN,,,ASSAINAR MUTTUMTHALA,PDP,,Kerala,959,2016,161189,5
Kanhangad,4,GEN,,,None of the Above,NOTA,,Kerala,856,2016,161189,6
Kanhangad,4,GEN,,,SAJEEVAN R,IND,,Kerala,663,2016,161189,7
Kanhangad,4,GEN,,,MUHAMMED ALI V V,IND,,Kerala,420,2016,161189,8
Kanhangad,4,GEN,,,KOOKKAL BALAKRISHNAN,IND,,Kerala,294,2016,161189,9
Kanhangad,4,GEN,,,RAGHAVAN B POODAMKALLU,API,,Kerala,272,2016,161189,10
Kanhangad,4,GEN,,,BALACHANDRAN KARIMBIL,SS,,Kerala,260,2016,161189,11
Kanhangad,4,GEN,,,K U KRISHNAKUMAR,IND,,Kerala,186,2016,161189,12
Kanhangad,4,GEN,,,M DAMODARAN,IND,,Kerala,105,2016,161189,13
Trikaripur,5,GEN,,,M.RAJAGOPALAN,CPM,,Kerala,79286,2016,155671,1
Trikaripur,5,GEN,,,K P KUNHIKANNAN,INC,,Kerala,62327,2016,155671,2
Trikaripur,5,GEN,,,M.BHASKARAN,BJP,,Kerala,10767,2016,155671,3
Trikaripur,5,GEN,,,C.H.MUTHALIB,WPI,,Kerala,1029,2016,155671,4
Trikaripur,5,GEN,,,M V SHAUKATHALI,SDPI,,Kerala,840,2016,155671,5
Trikaripur,5,GEN,,,None of the Above,NOTA,,Kerala,774,2016,155671,6
Trikaripur,5,GEN,,,P P PURUSHOTHAMAN,IND,,Kerala,263,2016,155671,7
Trikaripur,5,GEN,,,K.P. KUNHIKANNAN KANDOTHUMPURATH,IND,,Kerala,183,2016,155671,8
Trikaripur,5,GEN,,,KUNJIKANNAN. P. M KURUVATTU VEEDU,IND,,Kerala,109,2016,155671,9
Trikaripur,5,GEN,,,K M SREEDHARAN,IND,,Kerala,93,2016,155671,10
Payyannur,6,GEN,,,C KRISHNAN,CPM,,Kerala,83226,2016,143442,1
Payyannur,6,GEN,,,SAJID MAVVAL,INC,,Kerala,42963,2016,143442,2
Payyannur,6,GEN,,,ANIAMMA TEACHER,BJP,,Kerala,15341,2016,143442,3
Payyannur,6,GEN,,,None of the Above,NOTA,,Kerala,1042,2016,143442,4
Payyannur,6,GEN,,,VINOD KUMAR RAMANTHALI,CPI(MLR),,Kerala,870,2016,143442,5
Kalliasseri,7,GEN,,,T V RAJESH,CPM,,Kerala,83006,2016,138747,1
Kalliasseri,7,GEN,,,AMRITHA RAMAKRISHNAN,INC,,Kerala,40115,2016,138747,2
Kalliasseri,7,GEN,,,K P ARUN MASTER,BJP,,Kerala,11036,2016,138747,3
Kalliasseri,7,GEN,,,SUNIL KOYILERIAN,IND,,Kerala,1455,2016,138747,4
Kalliasseri,7,GEN,,,K SUBAIR,SDPI,,Kerala,1435,2016,138747,5
Kalliasseri,7,GEN,,,SAINUDHEEN KARIVELLUR,WPI,,Kerala,1080,2016,138747,6
Kalliasseri,7,GEN,,,None of the Above,NOTA,,Kerala,620,2016,138747,7
Taliparamba,8,GEN,,,JAMES MATHEW,CPM,,Kerala,91106,2016,159980,1
Taliparamba,8,GEN,,,RAJESH NAMBIAR,KEC(M),,Kerala,50489,2016,159980,2
Taliparamba,8,GEN,,,P. BALAKRISHNAN MASTER,BJP,,Kerala,14742,2016,159980,3
Taliparamba,8,GEN,,,IBRAHIM THIRUVATTOOR,SDPI,,Kerala,1323,2016,159980,4
Taliparamba,8,GEN,,,None of the Above,NOTA,,Kerala,867,2016,159980,5
Taliparamba,8,GEN,,,P. K. AYYAPPAN MASTER,BSP,,Kerala,675,2016,159980,6
Taliparamba,8,GEN,,,K. SADANANDAN,IND,,Kerala,288,2016,159980,7
Taliparamba,8,GEN,,,RAJESH KUMAR,IND,,Kerala,287,2016,159980,8
Taliparamba,8,GEN,,,P. V. ANIL,IND,,Kerala,203,2016,159980,9
Aluva,76,GEN,,,ANWAR SADATH,INC,,Kerala,69568,2016,146805,1
Irikkur,9,GEN,,,K T JOSE,CPI,,Kerala,62901,2016,148072,2
Irikkur,9,GEN,,,A P GANGADHARAN,BJP,,Kerala,8294,2016,148072,3
Irikkur,9,GEN,,,ADV. BINOY THOMAS,IND,,Kerala,2734,2016,148072,4
Irikkur,9,GEN,,,JOSEPH K C KALAYAKKATTIL,IND,,Kerala,602,2016,148072,5
Irikkur,9,GEN,,,None of the Above,NOTA,,Kerala,553,2016,148072,6
Irikkur,9,GEN,,,RIJO,IND,,Kerala,134,2016,148072,7
Irikkur,9,GEN,,,RAJEEV JOSEPH,IND,,Kerala,123,2016,148072,8
Irikkur,9,GEN,,,A K SHAJI,IND,,Kerala,103,2016,148072,9
Irikkur,9,GEN,,,RAVEENDRAN A V,IND,,Kerala,80,2016,148072,10
Azhikode,10,GEN,,,K M SHAJI,MUL,,Kerala,63082,2016,141498,1
Azhikode,10,GEN,,,M V NIKESH KUMAR,CPM,,Kerala,60795,2016,141498,2
Azhikode,10,GEN,,,A V KESAVAN,BJP,,Kerala,12580,2016,141498,3
Azhikode,10,GEN,,,K K ABDUL JABBAR,SDPI,,Kerala,1705,2016,141498,4
Azhikode,10,GEN,,,P K RAGESH,IND,,Kerala,1518,2016,141498,5
Azhikode,10,GEN,,,M JOSEPH JOHN,WPI,,Kerala,687,2016,141498,6
Azhikode,10,GEN,,,None of the Above,NOTA,,Kerala,453,2016,141498,7
Azhikode,10,GEN,,,ADV. P C VIVEK,SUCI,,Kerala,235,2016,141498,8
Azhikode,10,GEN,,,SHAJI K M  THOLAMBRA,IND,,Kerala,196,2016,141498,9
Azhikode,10,GEN,,,K M SHAJI  MAMBA,IND,,Kerala,160,2016,141498,10
Azhikode,10,GEN,,,PRASAD V P,IND,,Kerala,87,2016,141498,11
Kannur,11,GEN,,,RAMACHANDRAN KADANNAPPALLI,CON(S),,Kerala,54347,2016,126219,1
Kannur,11,GEN,,,SATHEESAN PACHENI,INC,,Kerala,53151,2016,126219,2
Kannur,11,GEN,,,K.G. BABU,BJP,,Kerala,13215,2016,126219,3
Kannur,11,GEN,,,SUFIRA K P,SDPI,,Kerala,2551,2016,126219,4
Kannur,11,GEN,,,C P RAHNA TEACHER,WPI,,Kerala,1134,2016,126219,5
Kannur,11,GEN,,,N P SATHAR,IND,,Kerala,755,2016,126219,6
Kannur,11,GEN,,,None of the Above,NOTA,,Kerala,517,2016,126219,7
Kannur,11,GEN,,,K SUDHAKARAN,IND,,Kerala,223,2016,126219,8
Kannur,11,GEN,,,SATHEESAN PAZHAYADATH,IND,,Kerala,97,2016,126219,9
Kannur,11,GEN,,,SATHEESAN EDATHIL VEEDU,IND,,Kerala,79,2016,126219,10
Kannur,11,GEN,,,RAMACHANDRAN THAYALE PURAYIL,IND,,Kerala,77,2016,126219,11
Kannur,11,GEN,,,RAMACHANDRAN POTHERAVALAPPIL,IND,,Kerala,73,2016,126219,12
Dharmadam,12,GEN,,,PINARAYI VIJAYAN,CPM,,Kerala,87329,2016,153627,1
Dharmadam,12,GEN,,,MAMBARAM DIVAKARAN,INC,,Kerala,50424,2016,153627,2
Dharmadam,12,GEN,,,MOHANAN MANANTHERY,BJP,,Kerala,12763,2016,153627,3
Dharmadam,12,GEN,,,THARAMMAL  NIYAS,SDPI,,Kerala,1994,2016,153627,4
Dharmadam,12,GEN,,,None of the Above,NOTA,,Kerala,615,2016,153627,5
Dharmadam,12,GEN,,,DIVAKARAN.M.THIRUVATHIRA,IND,,Kerala,354,2016,153627,6
Dharmadam,12,GEN,,,DIVAKARAN MOOTTIL HOUSE,IND,,Kerala,148,2016,153627,7
Thalassery,13,GEN,,,ADV. A N SHAMSEER,CPM,,Kerala,70741,2016,132666,1
Thalassery,13,GEN,,,A P ABDULLAKUTTY,INC,,Kerala,36624,2016,132666,2
Thalassery,13,GEN,,,V K SAJEEVAN,BJP,,Kerala,22125,2016,132666,3
Thalassery,13,GEN,,,JABEENA IRSHAD,WPI,,Kerala,1337,2016,132666,4
Thalassery,13,GEN,,,A C JALALUDHEEN,SDPI,,Kerala,959,2016,132666,5
Thalassery,13,GEN,,,None of the Above,NOTA,,Kerala,514,2016,132666,6
Thalassery,13,GEN,,,BALAKRISHNAN KODIYERI,IND,,Kerala,129,2016,132666,7
Thalassery,13,GEN,,,THAYYIL VATTAKKANDI SAJEEVAN V K,IND,,Kerala,125,2016,132666,8
Thalassery,13,GEN,,,DANISH MAHAL A P ABDULLAKUTTY,IND,,Kerala,112,2016,132666,9
Kuthuparamba,14,GEN,,,K K SHAILAJA TEACHER,CPM,,Kerala,67013,2016,146824,1
Kuthuparamba,14,GEN,,,K P MOHANAN S/O P R KURUP,JD(U),,Kerala,54722,2016,146824,2
Kuthuparamba,14,GEN,,,C SADANANDAN MASTER,BJP,,Kerala,20787,2016,146824,3
Kuthuparamba,14,GEN,,,ADV. MUHAMMAD SABEER K C,SDPI,,Kerala,1681,2016,146824,4
Kuthuparamba,14,GEN,,,K P MOHANAN (VEDICHALIL),IND,,Kerala,1041,2016,146824,5
Kuthuparamba,14,GEN,,,None of the Above,NOTA,,Kerala,501,2016,146824,6
Kuthuparamba,14,GEN,,,K P MOHANAN (HRIDYAM),IND,,Kerala,355,2016,146824,7
Kuthuparamba,14,GEN,,,K RAGHUNATH,IND,,Kerala,296,2016,146824,8
Kuthuparamba,14,GEN,,,K P SHYLAJA (PRASANTH),IND,,Kerala,265,2016,146824,9
Kuthuparamba,14,GEN,,,SHYLAJA (NELLIYULLA PARAMBATH),IND,,Kerala,163,2016,146824,10
Mattannur,15,GEN,,,E. P. JAYARAJAN,CPM,,Kerala,84030,2016,148677,1
Mattannur,15,GEN,,,K. P. PRASANTH,JD(U),,Kerala,40649,2016,148677,2
Mattannur,15,GEN,,,BIJU ELAKKUZHI,BJP,,Kerala,18620,2016,148677,3
Mattannur,15,GEN,,,RAFEEKH KEECHERI,SDPI,,Kerala,3188,2016,148677,4
Mattannur,15,GEN,,,None of the Above,NOTA,,Kerala,1420,2016,148677,5
Mattannur,15,GEN,,,KODIPPADI PRASANTH,IND,,Kerala,770,2016,148677,6
Angamaly,75,GEN,,,ROJI M JOHN,INC,,Kerala,66666,2016,136157,1
Peravoor,16,GEN,,,ADV. BINOY KURIAN,CPM,,Kerala,57670,2016,136505,2
Peravoor,16,GEN,,,PAILY VATHIATTU,BDJS,,Kerala,9129,2016,136505,3
Peravoor,16,GEN,,,P K FAROOKH,SDPI,,Kerala,1935,2016,136505,4
