party,state,constituency,poll_date,name,age,gender,education,category,assets,criminal_cases,color,party_name
AITC,Uttar Pradesh,Rae Bareli,30-04-2014,anjusingh,31,Female,Post Graduate,GEN,2874863,0,#0C6965,All India Trinamool Congress
JDU,Uttar Pradesh,Salempur,12-05-2014,drsanjaykrsingh,41,Male,Doctorate,GEN,2874000,0,#8064a2,Janata Dal  (United)
AAP,Haryana,Karnal,10-04-2014,paramjitsingh,36,Male,Graduate,GEN,2863613,0,,Aam Aadmi Party
SP,Gujarat,Vadodara,30-04-2014,pathansahebkhanasifkhan,37,Male,12th,GEN,2860000,0,#B15928,Samajwadi Party
SP,Maharashtra,Latur,17-04-2014,balajidnyanobakamble,44,Male,Post Graduate,GEN,2860000,0,#B15928,Samajwadi Party
IND,Madhya Pradesh,Sagar,17-04-2014,mohammadhanifqurashi,43,Male,Literate,GEN,2850500,1,,Independent
IUML,Maharashtra,Nashik,24-04-2014,pathanayubmaddekhan,45,Male,Graduate Professional,GEN,2842358,0,,Indian Union Muslim League
BJP,Assam,Karimganj,12-04-2014,krishnadas,45,Male,12th,GEN,2794334,0,#FB7B0D,Bharatiya Janata Party
AIADMK,Tamil Nadu,Tirunelveli,24-04-2014,prabakarankrp,34,Male,Graduate Professional,GEN,2764500,0,#9DBC2A,All India Anna Dravida Munnetra Kazhagam
CPIM,West Bengal,Murshidabad,24-04-2014,badaruddozakhan,59,Male,Graduate,GEN,2758610,0,#DE0000,Communist Party of India  (Marxist)
IUML,Assam,Dhubri,24-04-2014,kasiruddinsk,63,Male,12th,GEN,2746500,0,,Indian Union Muslim League
AAP,Maharashtra,Madha,17-04-2014,advsavitabalkrishnashinde,38,Female,Graduate Professional,GEN,2737166,0,,Aam Aadmi Party
AAP,Kerala,Kannur,10-04-2014,sasidharankv,48,Male,Post Graduate,GEN,2730285,0,,Aam Aadmi Party
AAP,Karnataka,Koppal,17-04-2014,shivakumarnavalisiddappatontapur,48,Male,Graduate,GEN,2725000,0,,Aam Aadmi Party
JDU,Tamil Nadu,Chennai South,24-04-2014,kmani,61,Male,5th,GEN,2723000,0,#8064a2,Janata Dal  (United)
IND,Chhattisgarh,Raigarh,24-04-2014,amrittirkey,36,Male,8th,GEN,2711000,0,,Independent
BJP,Orissa,Aska,10-04-2014,maheshchandramohanty,58,Male,Graduate,GEN,2702481,0,#FB7B0D,Bharatiya Janata Party
AITC,Bihar,Katihar,24-04-2014,mohammadhamidmobarak,39,Male,Graduate,GEN,2677359,0,#0C6965,All India Trinamool Congress
IND,National Capital Territory Of Delhi,East Delhi,10-04-2014,padamchand,61,Male,10th,GEN,2670000,0,,Independent
AAP,Uttar Pradesh,Azamgarh,12-05-2014,rajeshyadav,43,Male,Graduate Professional,GEN,2662066,1,,Aam Aadmi Party
CPIM,Maharashtra,Palghar,24-04-2014,kharapadeladakyarupa,51,Male,12th,GEN,2641309,0,#DE0000,Communist Party of India  (Marxist)
JDU,Kerala,Ernakulam,10-04-2014,densilmendez,50,Male,10th,GEN,2634109,0,#8064a2,Janata Dal  (United)
AAP,Uttarakhand,Nainital-Udhamsingh Nagar,07-05-2014,ballisinghcheema,61,Male,Graduate,GEN,2614200,0,,Aam Aadmi Party
CPI,Rajasthan,Jaipur,17-04-2014,dkchhangani,74,Male,Graduate,GEN,2605791,0,#DE0000,Communist Party of India
AITC,Jharkhand,Kodarma,10-04-2014,manjukumari,36,Female,Post Graduate,GEN,2598000,0,#0C6965,All India Trinamool Congress
INC,West Bengal,Bishnupur,07-05-2014,narayanchandrakhan,62,Male,Graduate Professional,GEN,2594651,0,#019733,Indian National Congress
CPIM,Tamil Nadu,Madurai,24-04-2014,bvikraman,52,Male,10th,GEN,2591109,0,#DE0000,Communist Party of India  (Marxist)
TDP,Andhra Pradesh,Araku,07-05-2014,gummidisandhyarani,41,Female,Graduate,GEN,2587354,0,#4bacc6,Telugu Desam
IND,Chhattisgarh,Janjgir-Champa,24-04-2014,lakhanlahare,46,Male,Post Graduate,GEN,2584567,0,,Independent
INC,West Bengal,Purulia,07-05-2014,nepalmahata,52,Male,Post Graduate,GEN,2568043,25,#019733,Indian National Congress
IND,Tamil Nadu,Erode,24-04-2014,murugesan_s,52,Male,5th,GEN,2566000,0,,Independent
SHS,Bihar,Madhubani,30-04-2014,kumaririta,34,Female,Graduate,GEN,2555000,0,#F05A00,Shivsena
AAP,Uttar Pradesh,Hamirpur,30-04-2014,atulkumarsingh,31,Male,Graduate Professional,GEN,2553384,0,,Aam Aadmi Party
IND,Bihar,Samastipur,30-04-2014,mithileshkumarrajak,35,Male,Graduate,GEN,2540933,0,,Independent
BJP,Kerala,Vadakara,10-04-2014,vksajeeva,39,Male,Graduate Professional,GEN,2534579,2,#FB7B0D,Bharatiya Janata Party
IND,Punjab,Khadoor Sahib,30-04-2014,mahindersinghhamira,48,Male,5th,GEN,2525000,1,,Independent
AAP,Chhattisgarh,Janjgir-Champa,24-04-2014,dadurammanhar,35,Male,Post Graduate,GEN,2517042,0,,Aam Aadmi Party
AAP,Madhya Pradesh,Vidisha,24-04-2014,engineearbhagwatsinghrajput,57,Male,Others,GEN,2513476,0,,Aam Aadmi Party
SHS,Kerala,Thiruvananthapuram,10-04-2014,advperurkadaharikumar,40,Male,Graduate Professional,GEN,2511500,4,#F05A00,Shivsena
AAP,Orissa,Bargarh,10-04-2014,lingarajpradhan,52,Male,Post Graduate,GEN,2470000,0,,Aam Aadmi Party
AAP,Tamil Nadu,Kallakurichi,24-04-2014,kmohammedyasin,35,Male,Others,GEN,2457180,0,,Aam Aadmi Party
AAP,Uttar Pradesh,Moradabad,17-04-2014,vimalkumar,37,Male,Graduate,GEN,2456083,0,,Aam Aadmi Party
SP,Jharkhand,Palamau,10-04-2014,rambadanram,57,Male,Post Graduate,GEN,2450000,0,#B15928,Samajwadi Party
IND,Bihar,Arrah,17-04-2014,gopalsingh,73,Male,10th,GEN,2410664,0,,Independent
IND,Assam,Nowgong,24-04-2014,farukhazarika,42,Male,5th,GEN,2408443,0,,Independent
AAP,Uttar Pradesh,Kushi Nagar,12-05-2014,akhand,49,Male,Graduate,GEN,2407300,0,,Aam Aadmi Party
AAP,Uttar Pradesh,Rae Bareli,30-04-2014,archanasrivastava,47,Male,Post Graduate,GEN,2392500,0,,Aam Aadmi Party
AAP,Jharkhand,Ranchi,17-04-2014,amanullah,44,Male,Post Graduate,GEN,2391132,0,,Aam Aadmi Party
BJP,Tripura,Tripura West,07-04-2014,sudhindrachandradasgupta,74,Male,Graduate,GEN,2385517,0,#FB7B0D,Bharatiya Janata Party
IND,Bihar,Gopalganj,12-05-2014,dinanathmanjhi,0,Male,Graduate,GEN,2377269,1,,Independent
IND,Uttar Pradesh,Azamgarh,12-05-2014,sugrivchauhan,42,Male,10th,GEN,2370000,0,,Independent
JDU,Bihar,Gaya,10-04-2014,jitanrammanjhi,68,Male,Graduate,GEN,2360142,0,#8064a2,Janata Dal  (United)
CPI,Orissa,Balasore,17-04-2014,prasantakumarmishra,45,Male,Graduate Professional,GEN,2357346,1,#DE0000,Communist Party of India
IND,Maharashtra,Dindori,24-04-2014,kailassakharammore,65,Male,10th,GEN,2320084,0,,Independent
INC,West Bengal,Alipurduars,17-04-2014,josephmunda,43,Male,Graduate,GEN,2312000,0,#019733,Indian National Congress
IND,Uttar Pradesh,Mohanlalganj,30-04-2014,shatrohanlalrawat,46,Male,8th,GEN,2291000,0,,Independent
IND,Madhya Pradesh,Rewa,10-04-2014,brmhadattamishraurfchote,51,Male,12th,GEN,2283500,0,,Independent
AAP,Bihar,Samastipur,30-04-2014,ganeshkumar,41,Male,10th,GEN,2262533,0,,Aam Aadmi Party
AAP,Andhra Pradesh,Vizianagaram,07-05-2014,narusimhadrinaidu,58,Male,Post Graduate,GEN,2252790,0,,Aam Aadmi Party
AAP,Chhattisgarh,Mahasamund,17-04-2014,lakshmanmasturiya,64,Male,Post Graduate,GEN,2242689,0,,Aam Aadmi Party
BJP,West Bengal,Maldaha Uttar,24-04-2014,subhashkrishnagoswami,69,Male,12th,GEN,2236912,0,#FB7B0D,Bharatiya Janata Party
CPIM,Andhra Pradesh,Araku,07-05-2014,midiyambaburao,63,Male,Graduate Professional,GEN,2230750,0,#DE0000,Communist Party of India  (Marxist)
SP,Himachal Pradesh,Hamirpur,07-05-2014,urmila,58,Female,5th,GEN,2230000,0,#B15928,Samajwadi Party
IND,Uttar Pradesh,Ballia,12-05-2014,bholanath,36,Male,12th,GEN,2225891,0,,Independent
BJP,West Bengal,Bishnupur,07-05-2014,jayantamodal,58,Male,Graduate Professional,GEN,2225000,0,#FB7B0D,Bharatiya Janata Party
SP,Maharashtra,Raver,24-04-2014,khatikmohammadharoonabdulkadir,36,Male,Post Graduate,GEN,2218302,2,#B15928,Samajwadi Party
BJP,Bihar,Siwan,12-05-2014,omprakashyadav,48,Male,Graduate,GEN,2213023,1,#FB7B0D,Bharatiya Janata Party
INC,West Bengal,Sreerampur,30-04-2014,abdulmannan,62,Male,Graduate,GEN,2206559,1,#019733,Indian National Congress
AAP,Bihar,Sheohar,07-05-2014,shatrughansahu,38,Male,Post Graduate,GEN,2204235,0,,Aam Aadmi Party
IND,Andhra Pradesh,Narasaraopet,07-05-2014,jangalasingaraiah,38,Male,10th,GEN,2181102,0,,Independent
IND,Jharkhand,Lohardaga,10-04-2014,mahendraoraon,35,Male,12th,GEN,2180000,0,,Independent
SP,Tamil Nadu,Tiruvannamalai,24-04-2014,arumugamc,38,Male,12th,GEN,2175777,0,#B15928,Samajwadi Party
AAP,Rajasthan,Bikaner,17-04-2014,gaurishankar,34,Male,Doctorate,GEN,2173200,0,,Aam Aadmi Party
IND,Karnataka,Chamarajanagar,17-04-2014,sgovindanayaka,49,Male,10th,GEN,2151000,0,,Independent
AAP,Uttar Pradesh,Salempur,12-05-2014,chandrapratapsingh,30,Male,Post Graduate,GEN,2146158,0,,Aam Aadmi Party
BJP,West Bengal,Ranaghat,12-05-2014,supravatbiswas,74,Male,Graduate,GEN,2137619,0,#FB7B0D,Bharatiya Janata Party
AAP,Madhya Pradesh,Khajuraho,17-04-2014,amitbhatnagar,33,Male,Post Graduate,GEN,2136231,0,,Aam Aadmi Party
CPIM,Karnataka,Dakshina Kannada,17-04-2014,kyadavashetty,50,Male,12th,GEN,2135040,0,#DE0000,Communist Party of India  (Marxist)
AAP,Uttar Pradesh,Domariyaganj,12-05-2014,badrealam,65,Male,Graduate Professional,GEN,2127951,0,,Aam Aadmi Party
AAP,Bihar,Sitamarhi,07-05-2014,kishoridas,63,Male,Post Graduate,GEN,2120000,2,,Aam Aadmi Party
AAP,Uttar Pradesh,Rampur,17-04-2014,syedsalmanali,49,Male,Graduate,GEN,2118955,0,,Aam Aadmi Party
IND,West Bengal,Jalpaiguri,17-04-2014,subashbiswas,61,Male,5th,GEN,2117232,0,,Independent
AAP,Jammu Kashmir,Srinagar,30-04-2014,drrajamuzaffarbhat,37,Male,Graduate,GEN,2110000,1,,Aam Aadmi Party
AAP,Rajasthan,Karauli-Dholpur,24-04-2014,ghanshyam,44,Male,10th,GEN,2100191,0,,Aam Aadmi Party
JDU,Kerala,Thrissur,10-04-2014,hajimoideenshah,64,Male,Others,GEN,2100000,0,#8064a2,Janata Dal  (United)
SP,Assam,Gauhati,24-04-2014,bandanabarmanbaruah,30,Female,Graduate,GEN,2087486,0,#B15928,Samajwadi Party
CPIM,Bihar,Samastipur,30-04-2014,lalbahadursada,43,Male,10th,GEN,2077500,6,#DE0000,Communist Party of India  (Marxist)
AAP,Orissa,Bhadrak,17-04-2014,narayanchandrajena,55,Male,Graduate,GEN,2066000,1,,Aam Aadmi Party
IND,West Bengal,Asansol,07-05-2014,jyotirmoymaiti,57,Male,Graduate,GEN,2062000,0,,Independent
SHS,Bihar,Munger,17-04-2014,drashokkumarsingh,0,Male,Doctorate,GEN,2054194,0,#F05A00,Shivsena
IND,Jharkhand,Giridih,17-04-2014,shivamahto,80,Male,8th,GEN,2050000,0,,Independent
AAP,Maharashtra,Yavatmal-Washim,10-04-2014,rathodnareshfulsing,41,Male,Graduate Professional,GEN,2030000,0,,Aam Aadmi Party
IND,Orissa,Nabarangpur,10-04-2014,chandradhwajamajhi,54,Male,Graduate,GEN,2028926,0,,Independent
BJP,Kerala,Palakkad,10-04-2014,smtshobhasurendran,39,Female,12th,GEN,2027210,4,#FB7B0D,Bharatiya Janata Party
AAP,Maharashtra,Latur,17-04-2014,dipratnaprabhakarraonilangekar,39,Male,Post Graduate,GEN,2025000,0,,Aam Aadmi Party
IND,Assam,Mangaldoi,24-04-2014,sahnurali,53,Male,10th,GEN,2001874,0,,Independent
AITC,Orissa,Aska,10-04-2014,drbansidhartripathy,79,Male,Doctorate,GEN,1991383,0,#0C6965,All India Trinamool Congress
AAP,Bihar,Banka,24-04-2014,nirajkumar,43,Male,12th,GEN,1977100,0,,Aam Aadmi Party
SHS,Punjab,Hoshiarpur,30-04-2014,jaswindersingh,53,Male,5th,GEN,1977048,0,#F05A00,Shivsena
SP,Maharashtra,Gadchiroli-Chimur,10-04-2014,vinodankushnannaware,36,Male,10th,GEN,1969000,0,#B15928,Samajwadi Party
CPIM,West Bengal,Darjeeling,17-04-2014,samanpathak,41,Male,Graduate,GEN,1959732,4,#DE0000,Communist Party of India  (Marxist)
AAP,Maharashtra,Parbhani,17-04-2014,salmashriniwaskulkarni,30,Female,Post Graduate,GEN,1956452,0,,Aam Aadmi Party
AAP,Rajasthan,Banswara,17-04-2014,harishrawat,39,Male,10th,GEN,1941143,0,,Aam Aadmi Party
AAP,Uttar Pradesh,Bareilly,17-04-2014,sunilkumar,32,Male,Graduate,GEN,1919000,0,,Aam Aadmi Party
IND,Tripura,Tripura East,12-04-2014,basumog,56,Male,10th,GEN,1911085,0,,Independent
NCP,Uttar Pradesh,Phulpur,07-05-2014,gyanendra,63,Male,12th,GEN,1907000,0,,Nationalist Congress Party
IND,Rajasthan,Chittorgarh,17-04-2014,yashwantpuri,47,Male,Graduate Professional,GEN,1906246,0,,Independent
CPIM,Jharkhand,Rajmahal,24-04-2014,jyotinsoren,66,Male,Graduate,GEN,1901675,1,#DE0000,Communist Party of India  (Marxist)
IND,Madhya Pradesh,Ratlam,24-04-2014,bhadiya,56,Male,Illiterate,GEN,1901000,1,,Independent
SP,Jharkhand,Jamshedpur,17-04-2014,dgraja,42,Male,Graduate,GEN,1899744,0,#B15928,Samajwadi Party
JDU,Uttar Pradesh,Akbarpur,24-04-2014,gopiraman,42,Male,10th,GEN,1899211,1,#8064a2,Janata Dal  (United)
AITC,Bihar,Nalanda,17-04-2014,nayebali,43,Male,Doctorate,GEN,1896783,0,#0C6965,All India Trinamool Congress
INC,Uttar Pradesh,Ambedkar Nagar,07-05-2014,ashoksingh,61,Male,Post Graduate,GEN,1893272,1,#019733,Indian National Congress
JDU,Gujarat,Patan,30-04-2014,govindjiokhajithakor,62,Male,5th,GEN,1891361,1,#8064a2,Janata Dal  (United)
IND,Bihar,Munger,17-04-2014,muzaffarfakhruddin,54,Male,Graduate,GEN,1883100,0,,Independent
IND,Madhya Pradesh,Rajgarh,17-04-2014,imamuddinkhan,59,Male,Graduate,GEN,1882500,0,,Independent
CPIM,West Bengal,Bolpur,30-04-2014,ramchandradome,56,Male,Graduate Professional,GEN,1878460,0,#DE0000,Communist Party of India  (Marxist)
JDU,Gujarat,Valsad,30-04-2014,patelshaileshbhaigandabhai,44,Male,8th,GEN,1875886,0,#8064a2,Janata Dal  (United)
CPI,Manipur,Inner Manipur,17-04-2014,moirangthemnara,63,Male,Graduate Professional,GEN,1867499,0,#DE0000,Communist Party of India
CPI,Punjab,Amritsar,30-04-2014,amarjitsinghasal,58,Male,Post Graduate,GEN,1866611,0,#DE0000,Communist Party of India
SHS,Bihar,Ujiarpur,07-05-2014,jitendrakumarrai,37,Male,12th,GEN,1845000,0,#F05A00,Shivsena
JMM,Bihar,Gaya,10-04-2014,ashokkumar,0,Male,Post Graduate,GEN,1843000,0,,Jharkhand Mukti Morcha
BJP,Orissa,Kendrapara,17-04-2014,bishnuprasaddas,43,Male,Graduate,GEN,1837410,0,#FB7B0D,Bharatiya Janata Party
AITC,Jharkhand,Ranchi,17-04-2014,bandhutirkey,53,Male,Graduate,GEN,1832121,7,#0C6965,All India Trinamool Congress
IND,Uttarakhand,Nainital-Udhamsingh Nagar,07-05-2014,bhuwanchandrajoshi,46,Male,Graduate Professional,GEN,1832061,0,,Independent
AIUDF,Assam,Jorhat,07-04-2014,nasirahmed,52,Male,Graduate,GEN,1830000,0,,All India United Democratic Front
CPI,Madhya Pradesh,Khargone,24-04-2014,jyotisukhlalgore,34,Female,8th,GEN,1820400,1,#DE0000,Communist Party of India
AITC,Jharkhand,Palamau,10-04-2014,kameshwarbaitha,59,Male,10th,GEN,1808000,48,#0C6965,All India Trinamool Congress
SHS,Punjab,Patiala,30-04-2014,harishkumar,47,Male,8th,GEN,1807873,0,#F05A00,Shivsena
INC,Andhra Pradesh,Adilabad,30-04-2014,naresh,37,Male,Doctorate,GEN,1800000,0,#019733,Indian National Congress
AAP,Gujarat,Bhavnagar,30-04-2014,drkanubhaivkalsaria,60,Male,Graduate Professional,GEN,1799128,7,,Aam Aadmi Party
AAP,Madhya Pradesh,Betul,24-04-2014,rajeshsariyam,43,Male,Post Graduate,GEN,1797958,0,,Aam Aadmi Party
IND,Uttar Pradesh,Lalganj,12-05-2014,jangbahadur,43,Male,12th,GEN,1777500,0,,Independent
JDU,Maharashtra,Hingoli,17-04-2014,wankhedesubhashnagorao,53,Male,5th,GEN,1776500,1,#8064a2,Janata Dal  (United)
BJP,Kerala,Alathur,10-04-2014,shajumonvattekad,39,Male,10th,GEN,1772801,0,#FB7B0D,Bharatiya Janata Party
INC,Andhra Pradesh,Kadapa,07-05-2014,veenaajayakumar,51,Male,Graduate Professional,GEN,1769300,0,#019733,Indian National Congress
IND,Bihar,Ujiarpur,07-05-2014,arjunkumarsah,29,Male,8th,GEN,1760800,0,,Independent
INC,Orissa,Keonjhar,17-04-2014,madhabasardar,46,Male,Post Graduate,GEN,1757015,0,#019733,Indian National Congress
SP,Jharkhand,Dhanbad,24-04-2014,aklurammahto,70,Male,Post Graduate,GEN,1747750,0,#B15928,Samajwadi Party
IND,Uttar Pradesh,Gorakhpur,12-05-2014,achhelalgupta,46,Male,8th,GEN,1738500,0,,Independent
BJP,West Bengal,Purulia,07-05-2014,bikashbanerjee,47,Male,Graduate,GEN,1730669,2,#FB7B0D,Bharatiya Janata Party
INC,Uttar Pradesh,Ghazipur,12-05-2014,mohdmaqsoodkhan,35,Male,Graduate,GEN,1721667,2,#019733,Indian National Congress
CPIM,West Bengal,Bishnupur,07-05-2014,susmitabauri,39,Female,Graduate Professional,GEN,1719402,1,#DE0000,Communist Party of India  (Marxist)
JDU,Uttar Pradesh,Machhlishahr,12-05-2014,rajesh,35,Male,Graduate Professional,GEN,1718500,0,#8064a2,Janata Dal  (United)
IND,Jharkhand,Rajmahal,24-04-2014,talahansda,41,Male,8th,GEN,1714000,0,,Independent
AAP,Jharkhand,Dhanbad,24-04-2014,ramakantverma,63,Male,8th,GEN,1703826,0,,Aam Aadmi Party
IND,Gujarat,Panchmahal,30-04-2014,chavadasurendrasinhnarvatsinh,43,Male,Graduate,GEN,1702950,0,,Independent
AAP,Madhya Pradesh,Tikamgarh,17-04-2014,rameshchandverma,62,Male,Graduate Professional,GEN,1698238,0,,Aam Aadmi Party
BJP,Assam,Jorhat,07-04-2014,kamakhyaprasadtasa,38,Male,Post Graduate,GEN,1694785,0,#FB7B0D,Bharatiya Janata Party
AAP,Madhya Pradesh,Khargone,24-04-2014,kailashawasya,49,Male,Post Graduate,GEN,1687286,2,,Aam Aadmi Party
AAP,Kerala,Kottayam,10-04-2014,anilkumarr,40,Male,Post Graduate,GEN,1686239,0,,Aam Aadmi Party
BJP,West Bengal,Jhargram,07-05-2014,bikashmudi,37,Male,10th,GEN,1664100,0,#FB7B0D,Bharatiya Janata Party
IND,Orissa,Aska,10-04-2014,kshyambabusubudhi,78,Male,10th,GEN,1660000,0,,Independent
NCP,Uttar Pradesh,Bhadohi,07-05-2014,akhilesh,46,Male,Doctorate,GEN,1658500,1,,Nationalist Congress Party
IND,Karnataka,Raichur,17-04-2014,chinnayyanaik,46,Male,12th,GEN,1658400,0,,Independent
AITC,Bihar,Nawada,10-04-2014,mohammadjahidhusain,42,Male,Graduate,GEN,1657448,0,#0C6965,All India Trinamool Congress
AITC,Rajasthan,Tonk-Sawai Madhopur,24-04-2014,dinesh,34,Male,10th,GEN,1632000,0,#0C6965,All India Trinamool Congress
BJD,Orissa,Jajpur,17-04-2014,ritatarai,37,Female,12th,GEN,1622003,0,#000000,Biju Janata Dal
IND,Uttar Pradesh,Bijnor,10-04-2014,kamal,44,Male,5th,GEN,1606593,0,,Independent
AITC,Bihar,Gaya,10-04-2014,kapilchoudhary,44,Male,12th,GEN,1606000,0,#0C6965,All India Trinamool Congress
INC,Tamil Nadu,Chennai South,24-04-2014,svramani,57,Male,Graduate,GEN,1598751,0,#019733,Indian National Congress
IND,Punjab,Fatehgarh Sahib,30-04-2014,lachhmansinghsossaroopsingh,45,Male,10th,GEN,1592500,2,,Independent
IND,West Bengal,Basirhat,12-05-2014,ranjitgayen,72,Male,Graduate,GEN,1590500,0,,Independent
APNA DAL,Madhya Pradesh,Rewa,10-04-2014,rdvishwkarma,45,Male,10th,GEN,1575000,0,,Apna Dal
AAP,Kerala,Palakkad,10-04-2014,bpadmanabhan,44,Male,Graduate,GEN,1573288,0,,Aam Aadmi Party
CPIM,Himachal Pradesh,Mandi,07-05-2014,kushalbhardwaj,45,Male,Post Graduate,GEN,1561535,3,#DE0000,Communist Party of India  (Marxist)
SP,Maharashtra,Wardha,10-04-2014,ankushvijayraonawale,28,Male,Graduate Professional,GEN,1551000,0,#B15928,Samajwadi Party
AAP,Karnataka,Chitradurga,17-04-2014,mohanadasari,31,Male,Graduate,GEN,1549000,0,,Aam Aadmi Party
JDU,Gujarat,Vadodara,30-04-2014,jadavambalalkanabhai,48,Male,Graduate Professional,GEN,1535000,0,#8064a2,Janata Dal  (United)
IND,Bihar,Supaul,24-04-2014,binodkumarsahu,45,Male,Graduate,GEN,1535000,0,,Independent
AAP,Jharkhand,Chatra,10-04-2014,simachandravansi,25,Female,Graduate Professional,GEN,1535000,0,,Aam Aadmi Party
AAP,Madhya Pradesh,Rewa,10-04-2014,purnanandtiwari,35,Male,Post Graduate,GEN,1533286,0,,Aam Aadmi Party
IND,Bihar,Jamui,10-04-2014,dilippaswan,30,Male,10th,GEN,1531232,0,,Independent
CPI,Chhattisgarh,Bastar,10-04-2014,vimlashoree,29,Female,Graduate Professional,GEN,1520000,0,#DE0000,Communist Party of India
IUML,West Bengal,Diamond Harbour,12-05-2014,jaynalabedinmondal,62,Male,12th,GEN,1519219,0,,Indian Union Muslim League
SHS,Himachal Pradesh,Hamirpur,07-05-2014,shivdatt,61,Male,Graduate Professional,GEN,1516005,0,#F05A00,Shivsena
AAP,Uttar Pradesh,Kannauj,24-04-2014,imranbinzafar,34,Male,Graduate,GEN,1514000,0,,Aam Aadmi Party
JDU,Uttar Pradesh,Pratapgarh,07-05-2014,balkrishna,42,Male,12th,GEN,1512000,0,#8064a2,Janata Dal  (United)
AAP,Bihar,Paschim Champaran,12-05-2014,anandkaushalsingh,34,Male,12th,GEN,1506647,0,,Aam Aadmi Party
SP,Jammu Kashmir,Udhampur,17-04-2014,smtamritbarsha,52,Female,12th,GEN,1500000,0,#B15928,Samajwadi Party
IND,Uttar Pradesh,Misrikh,30-04-2014,hansmukhi,36,Male,8th,GEN,1492126,0,,Independent
IND,Andhra Pradesh,Araku,07-05-2014,sallangiratnam,35,Female,Graduate,GEN,1485000,0,,Independent
CPI,Assam,Jorhat,07-04-2014,drupadborgohain,68,Male,Graduate,GEN,1479690,0,#DE0000,Communist Party of India
SP,Orissa,Kalahandi,10-04-2014,sibahati,57,Male,8th,GEN,1474000,0,#B15928,Samajwadi Party
CPI,Uttar Pradesh,Amethi,07-05-2014,vasdeo,52,Male,Graduate Professional,GEN,1472692,0,#DE0000,Communist Party of India
SP,Gujarat,Jamnagar,30-04-2014,saiyadabubakaribrahim,42,Male,5th,GEN,1468000,0,#B15928,Samajwadi Party
CPIM,Kerala,Alappuzha,10-04-2014,cbchandrababu,53,Male,Graduate Professional,GEN,1466177,10,#DE0000,Communist Party of India  (Marxist)
AAP,Bihar,Nawada,10-04-2014,rajendrasingh,58,Male,Graduate Professional,GEN,1455858,0,,Aam Aadmi Party
JDU,Maharashtra,Nagpur,10-04-2014,shahidsharif,42,Male,Graduate,GEN,1450325,0,#8064a2,Janata Dal  (United)
BJP,Kerala,Wayanad,10-04-2014,prrasmilnath,37,Male,Graduate,GEN,1445000,0,#FB7B0D,Bharatiya Janata Party
SP,Jammu Kashmir,Jammu,10-04-2014,bahadursinghchowdhary,62,Male,Graduate,GEN,1431120,0,#B15928,Samajwadi Party
CPIM,Andhra Pradesh,Tirupati,07-05-2014,kothapallisubramanyam,45,Male,Graduate Professional,GEN,1426110,0,#DE0000,Communist Party of India  (Marxist)
SP,Bihar,Patna Sahib,17-04-2014,umeshkumar,46,Male,Graduate,GEN,1415000,0,#B15928,Samajwadi Party
IND,Uttar Pradesh,Fatehpur Sikri,24-04-2014,anilkumar,46,Male,Graduate,GEN,1412100,0,,Independent
CPI,Tamil Nadu,Tenkasi,24-04-2014,lingamp,47,Male,Graduate,GEN,1407450,1,#DE0000,Communist Party of India
CPI,Rajasthan,Udaipur,17-04-2014,meghrajtawar,75,Male,10th,GEN,1405000,0,#DE0000,Communist Party of India
IND,Madhya Pradesh,Tikamgarh,17-04-2014,girdhari,38,Male,12th,GEN,1403342,0,,Independent
IND,Uttar Pradesh,Bahraich,07-05-2014,ramnaresh,30,Male,8th,GEN,1400000,0,,Independent
IND,West Bengal,Bardhaman-Durgapur,30-04-2014,saradamonisamanta,59,Female,Post Graduate,GEN,1400000,0,,Independent
SP,Gujarat,Sabarkantha,30-04-2014,shekharifabdullatif,36,Male,Graduate,GEN,1398500,0,#B15928,Samajwadi Party
CPIM,Lakshadweep,Lakshadweep,10-04-2014,abdulmuneer,41,Male,Post Graduate,GEN,1395365,0,#DE0000,Communist Party of India  (Marxist)
AITC,Assam,Jorhat,07-04-2014,ribulayagogoi,32,Female,10th,GEN,1383171,0,#0C6965,All India Trinamool Congress
IND,Maharashtra,Shirur,17-04-2014,dambaleramdharma,43,Male,10th,GEN,1383000,0,,Independent
BJP,Tripura,Tripura East,12-04-2014,shriparikshitdebbarma,53,Male,10th,GEN,1382000,0,#FB7B0D,Bharatiya Janata Party
NCP,Andaman Nicobar Islands,Andaman Nicobar Islands,10-04-2014,rsumabharatthy,49,Female,Post Graduate,GEN,1380999,0,,Nationalist Congress Party
AAP,Himachal Pradesh,Shimla,07-05-2014,subhashchander,58,Male,Others,GEN,1372441,1,,Aam Aadmi Party
JDS,Maharashtra,Baramati,17-04-2014,tatyasositaramtele,58,Male,Literate,GEN,1366907,1,#8064a2,Janata Dal  (Secular)
IND,Madhya Pradesh,Dewas,24-04-2014,radheshyammalviya,52,Male,Literate,GEN,1365144,0,,Independent
IND,Andhra Pradesh,Chittoor,07-05-2014,sanjappa,43,Male,10th,GEN,1360000,0,,Independent
