party,constituency,state,poll_date,name,age,gender,education,category,assets,criminal_cases,color,sub_name,constituency_name,party_name
IUML,Jabalpur,Madhya Pradesh,10-04-2014,Mohd Adil,35,Male,12th,GEN,183325,0,,mohdadil,Jabalpur,Indian Union Muslim League
ALL INDIA MAJLIS-E-ITTEHADUL MUSLIMEEN,Nandyal,Andhra Pradesh,07-05-2014,P V N Reddy,36,Male,Graduate Professional,GEN,182000,0,,pvnreddy,Nandyal,All India Majlis-E-Ittehadul Muslimeen
IND,Surguja,Chhattisgarh,24-04-2014,Bahadur Ram,26,Male,8th,GEN,182000,0,,bahadurram,Sarguja,Independent
IND,Amethi,Uttar Pradesh,07-05-2014,Umakant,51,Male,Graduate,GEN,181862,0,,umakant,Amethi,Independent
IND,Gurgaon,Haryana,10-04-2014,Kusheshwar Bhagat,43,Male,8th,GEN,181000,0,,kusheshwarbhagat,Gurgaon,Independent
IND,Banaskantha,Gujarat,30-04-2014,Solanki Saybabhai Nanabhai,52,Male,5th,GEN,180500,0,,solankisaybabhainanabhai,Banaskantha,Independent
AAP,Shahdol,Madhya Pradesh,10-04-2014,Er Vijay Kumar Kol,26,Male,Post Graduate,GEN,180118,0,,ervijaykumarkol,Shahdol,Aam Aadmi Party
IND,Raipur,Chhattisgarh,24-04-2014,Rijhendra Dahariya,38,Male,10th,GEN,180000,0,,rijhendradahariya,Raipur,Independent
IND,Indore,Madhya Pradesh,24-04-2014,Rakesh Kumar Patel,40,Male,Graduate Professional,GEN,180000,0,,rakeshkumarpatel,Indore,Independent
IND,Tiruvannamalai,Tamil Nadu,24-04-2014,Loganathan P,36,Male,10th,GEN,180000,0,,loganathanp,Tiruvannamalai,Independent
IND,Parbhani,Maharashtra,17-04-2014,Pramod Maroti Panditkar,39,Male,Graduate,GEN,180000,0,,pramodmarotipanditkar,Parbhani,Independent
IND,Barmer,Rajasthan,17-04-2014,Popat Ram,44,Male,5th,GEN,180000,0,,popatram,Barmer,Independent
IND,Chhindwara,Madhya Pradesh,10-04-2014,Sita Ram Sareyam,28,Male,10th,GEN,180000,0,,sitaramsareyam,Chhindwara,Independent
IND,Bhopal,Madhya Pradesh,17-04-2014,Gundesh Khambra,0,Male,10th,GEN,179000,0,,gundeshkhambra,Bhopal,Independent
CPIM,Uluberia,West Bengal,30-04-2014,Sabir Uddin Molla,39,Male,Graduate,GEN,178532,0,#DE0000,sabiruddinmolla,Uluberia,Communist Party of India  (Marxist)
IND,Chandauli,Uttar Pradesh,12-05-2014,Sanjay,30,Male,Post Graduate,GEN,178000,0,,sanjay,Chandauli,Independent
IND,Narasaraopet,Andhra Pradesh,07-05-2014,Ravu Subrahmanyam,37,Male,Graduate,GEN,177000,0,,ravusubrahmanyam,Narasaraopet,Independent
IND,Munger,Bihar,17-04-2014,Uchit Kumar,0,Male,12th,GEN,176574,1,,uchitkumar,Munger,Independent
IND,Damoh,Madhya Pradesh,17-04-2014,Prahlad Singh Patel-mukundilal,36,Male,Illiterate,GEN,176000,0,,prahladsinghpatel-mukundilal,Damoh,Independent
AAP,Khunti,Jharkhand,17-04-2014,Dayamani Barla,44,Female,Post Graduate,GEN,175500,5,,dayamanibarla,Khunti,Aam Aadmi Party
IND,Janjgir-Champa,Chhattisgarh,24-04-2014,Jagdish Prasad Nirala,45,Male,8th,GEN,175177,0,,jagdishprasadnirala,Janjgir-Champa,Independent
IND,Hardwar,Uttarakhand,07-05-2014,Sunil Kumar,33,Male,8th,GEN,175000,0,,sunilkumar,Hardwar,Independent
IND,Ludhiana,Punjab,30-04-2014,Simerjit Singh,28,Male,10th,GEN,175000,0,,simerjitsingh,Ludhiana,Independent
IND,Lucknow,Uttar Pradesh,30-04-2014,Shailendra Singh,28,Male,8th,GEN,175000,1,,shailendrasingh,Lucknow,Independent
IND,Karur,Tamil Nadu,24-04-2014,Prakash -n,36,Male,Graduate Professional,GEN,175000,0,,prakash-n,Karur,Independent
IND,Wardha,Maharashtra,10-04-2014,Shambharkar Rajendra Gulabrao,51,Male,Doctorate,GEN,174963,3,,shambharkarrajendragulabrao,Wardha,Independent
IND,Tirunelveli,Tamil Nadu,24-04-2014,Rajamaravan Manickavasagams,31,Male,Graduate,GEN,174500,4,,rajamaravanmanickavasagams,Tirunelveli,Independent
IND,Surendranagar,Gujarat,30-04-2014,Chavda Palabhai Nanjibhai,55,Male,Illiterate,GEN,172498,0,,chavdapalabhainanjibhai,Surendranagar,Independent
BJP,Bardhaman Purba,West Bengal,30-04-2014,Santosh Roy,43,Male,8th,GEN,172339,0,#FB7B0D,santoshroy,Bardhaman Purba,Bharatiya Janata Party
IND,Ahmedabad West,Gujarat,30-04-2014,Solanki Rameshbhai Danabhai,52,Male,10th,GEN,172000,0,,solankirameshbhaidanabhai,Ahmedabad West,Independent
IND,Varanasi,Uttar Pradesh,12-05-2014,Sarvesh Kumar Gupta,54,Male,12th,GEN,171966,0,,sarveshkumargupta,Varanasi,Independent
IND,Kasaragod,Kerala,10-04-2014,Manoharan K,38,Male,Graduate,GEN,171100,2,,manoharank,Kasaragod,Independent
IND,Guna,Madhya Pradesh,17-04-2014,Nand Kishore Tyagi,40,Male,8th,GEN,171000,0,,nandkishoretyagi,Guna,Independent
IND,Navsari,Gujarat,30-04-2014,Ramjan Mansurijournalist,48,Male,10th,GEN,170882,0,,ramjanmansurijournalist,Navsari,Independent
IND,Amalapuram,Andhra Pradesh,07-05-2014,Yalangi Ramesh,50,Male,Post Graduate,GEN,170000,0,,yalangiramesh,Amalapuram,Independent
IND,Khammam,Andhra Pradesh,30-04-2014,Jerripothula Srinivas,38,Male,10th,GEN,170000,0,,jerripothulasrinivas,Khammam,Independent
NCP,Fatehgarh Sahib,Punjab,30-04-2014,Nirmal Singh,52,Male,12th,GEN,170000,0,,nirmalsingh,Fatehgarh Sahib,Nationalist Congress Party
IND,Banda,Uttar Pradesh,30-04-2014,Vijay Prakash,57,Male,8th,GEN,170000,0,,vijayprakash,Banda,Independent
AAP,Sambalpur,Orissa,10-04-2014,Ananda Kumar Samal,31,Male,Post Graduate,GEN,169838,0,,anandakumarsamal,Sambalpur,Aam Aadmi Party
IND,Thiruvananthapuram,Kerala,10-04-2014,Frstephen,48,Male,Post Graduate,GEN,169587,2,,frstephen,Thiruvananthapuram,Independent
IND,Bellary,Karnataka,17-04-2014,N B Krishnappa Nayaka,38,Male,Graduate Professional,GEN,169500,0,,nbkrishnappanayaka,Bellary,Independent
IND,Unnao,Uttar Pradesh,30-04-2014,Shivnath,48,Male,10th,GEN,167000,0,,shivnath,Unnao,Independent
IND,Nagapattinam,Tamil Nadu,24-04-2014,Murugaiyan K,58,Male,5th,GEN,167000,0,,murugaiyank,Nagapattinam,Independent
IND,Pali,Rajasthan,17-04-2014,Om Prakash Mali,33,Male,5th,GEN,166500,0,,omprakashmali,Pali,Independent
IND,Varanasi,Uttar Pradesh,12-05-2014,Iftekhar Kuraishi,42,Male,Literate,GEN,165800,0,,iftekharkuraishi,Varanasi,Independent
IND,Ranchi,Jharkhand,17-04-2014,Abul Hasan,38,Male,Post Graduate,GEN,165500,0,,abulhasan,Ranchi,Independent
IND,Arani,Tamil Nadu,24-04-2014,Smanikandan,36,Male,12th,GEN,165324,0,,smanikandan,Arani,Independent
IND,Kheda,Gujarat,30-04-2014,Malek Sadikhusen Mahmadhusen,0,Male,8th,GEN,165000,0,,maleksadikhusenmahmadhusen,Kheda,Independent
IND,Tripura West,Tripura,07-04-2014,Joganati Datta,43,Female,8th,GEN,165000,0,,joganatidatta,Tripura West,Independent
AAP,North West Delhi,National Capital Territory Of Delhi,10-04-2014,Rakhi Birla,27,Female,Post Graduate,GEN,163467,0,,rakhibirla,North West Delhi,Aam Aadmi Party
IND,Udupi Chikmagalur,Karnataka,17-04-2014,M D Mainuddin Khan Alias Asfiya,38,Male,8th,GEN,163000,0,,mdmainuddinkhanaliasasfiya,Udupi Chikmagalur,Independent
IND,Jamui,Bihar,10-04-2014,Subhash Paswan,45,Male,Not Given,GEN,163000,0,,subhashpaswan,Jamui (Sc),Independent
AITC,Berhampur,Orissa,10-04-2014,Manoj Choudhury,42,Male,10th,GEN,163000,0,#0C6965,manojchoudhury,Berhampur,All India Trinamool Congress
IND,Morena,Madhya Pradesh,17-04-2014,Siyaram Singh Choudri,46,Male,10th,GEN,162500,0,,siyaramsinghchoudri,Morena,Independent
IND,Koppal,Karnataka,17-04-2014,V Govind,0,Male,5th,GEN,162000,0,,vgovind,Koppal,Independent
IND,Dhubri,Assam,24-04-2014,Mohendra Chandra Roy,43,Male,8th,GEN,161205,0,,mohendrachandraroy,Dhubri,Independent
IND,Damoh,Madhya Pradesh,17-04-2014,Irfan Khan,31,Male,8th,GEN,161000,2,,irfankhan,Damoh,Independent
IND,Salempur,Uttar Pradesh,12-05-2014,Siyaram Das,75,Male,Literate,GEN,160000,0,,siyaramdas,Salempur,Independent
IND,Ongole,Andhra Pradesh,07-05-2014,Pidaparthi Madhu Sudhana Reddy,34,Male,Graduate,GEN,160000,0,,pidaparthimadhusudhanareddy,Ongole,Independent
IND,Khammam,Andhra Pradesh,30-04-2014,Kalthi Ramulamma,40,Female,5th,GEN,160000,0,,kalthiramulamma,Khammam,Independent
JDU,Chhota Udaipur,Gujarat,30-04-2014,Vasava Prafulbhai Devjibhai,30,Male,Doctorate,GEN,160000,0,#8064a2,vasavaprafulbhaidevjibhai,Chhota Udaipur,Janata Dal  (United)
IND,Bathinda,Punjab,30-04-2014,Jagdeep Singh Gehri,39,Male,10th,GEN,160000,0,,jagdeepsinghgehri,Bathinda,Independent
SHS,Faridkot,Punjab,30-04-2014,Mangat Ram Manga,42,Male,Not Given,GEN,160000,0,#F05A00,mangatrammanga,Faridkot,Shivsena
AITC,Mohanlalganj,Uttar Pradesh,30-04-2014,Amit Rawat,27,Male,10th,GEN,160000,0,#0C6965,amitrawat,Mohanlalganj,All India Trinamool Congress
IND,Tiruvallur,Tamil Nadu,24-04-2014,Ravikumarm,35,Male,12th,GEN,160000,0,,ravikumarm,Thiruvallur,Independent
IND,Shimoga,Karnataka,17-04-2014,Ms Mainuddin,40,Male,10th,GEN,160000,0,,msmainuddin,Shimoga,Independent
IND,Osmanabad,Maharashtra,17-04-2014,Navnath Dashrath Uplekar,65,Male,10th,GEN,160000,0,,navnathdashrathuplekar,Osmanabad,Independent
IND,Karnal,Haryana,10-04-2014,Arvind Tiwari,45,Male,Doctorate,GEN,160000,0,,arvindtiwari,Karnal,Independent
IND,Vaishali,Bihar,12-05-2014,Dr Mohammad Nabi Hassan,30,Male,Literate,GEN,159986,1,,drmohammadnabihassan,Vaishali,Independent
IND,Amethi,Uttar Pradesh,07-05-2014,Jitendra Singh,26,Male,8th,GEN,159428,0,,jitendrasingh,Amethi,Independent
IND,Kaiserganj,Uttar Pradesh,07-05-2014,Nishant Kanchan,29,Male,12th,GEN,159000,0,,nishantkanchan,Kaiserganj,Independent
IND,Arakkonam,Tamil Nadu,24-04-2014,Vadivel -a,33,Male,10th,GEN,157800,0,,vadivel-a,Arakkonam,Independent
IND,Mumbai North East,Maharashtra,24-04-2014,Ananda Sakharam Bhalerao,60,Male,10th,GEN,157386,0,,anandasakharambhalerao,Mumbai North East,Independent
IND,Rewa,Madhya Pradesh,10-04-2014,Vishv Nath Dwivedi,47,Male,12th,GEN,156000,0,,vishvnathdwivedi,Rewa,Independent
IND,Tiruppur,Tamil Nadu,24-04-2014,Pselvaboobathi,26,Male,5th,GEN,155639,0,,pselvaboobathi,Tiruppur,Independent
AITC,Kairana,Uttar Pradesh,10-04-2014,Diwakar,29,Male,12th,GEN,155543,0,#0C6965,diwakar,Kairana,All India Trinamool Congress
CPIM,Mathurapur,West Bengal,12-05-2014,Rinku Naskar,30,Female,Post Graduate,GEN,155422,0,#DE0000,rinkunaskar,Mathurapur,Communist Party of India  (Marxist)
IND,Bapatla,Andhra Pradesh,07-05-2014,Golla Babu Rao,0,Male,Post Graduate,GEN,155000,0,,gollababurao,Bapatla,Independent
IND,Hindupur,Andhra Pradesh,07-05-2014,Appireddygari Konda Reddy,41,Male,12th,GEN,155000,0,,appireddygarikondareddy,Hindupur,Independent
IND,Rae Bareli,Uttar Pradesh,30-04-2014,Sakil Ahmad,0,Male,8th,GEN,155000,0,,sakilahmad,Rae Bareli,Independent
IND,Secunderabad,Andhra Pradesh,30-04-2014,Mohammed Rizwan Hussain,32,Male,10th,GEN,154500,0,,mohammedrizwanhussain,Secundrabad,Independent
IND,Sangli,Maharashtra,17-04-2014,Suresh Parth Mane Nana,51,Male,12th,GEN,154500,0,,sureshparthmanenana,Sangli,Independent
IND,Barpeta,Assam,24-04-2014,Kamal Uddin,66,Male,Literate,GEN,152836,0,,kamaluddin,Barpeta,Independent
IND,Surendranagar,Gujarat,30-04-2014,Vora Bhavanbhai Devajibhai,43,Male,10th,GEN,152000,0,,vorabhavanbhaidevajibhai,Surendranagar,Independent
BJP,Srinagar,Jammu Kashmir,30-04-2014,Fayaz Ahmad Bhat,42,Male,Graduate,GEN,152000,0,#FB7B0D,fayazahmadbhat,Srinagar,Bharatiya Janata Party
IND,Arakkonam,Tamil Nadu,24-04-2014,Gajendran -s,36,Male,12th,GEN,152000,0,,gajendran-s,Arakkonam,Independent
IND,Theni,Tamil Nadu,24-04-2014,Iniyavan -r,33,Male,12th,GEN,152000,1,,iniyavan-r,Theni,Independent
AAP,Jalandhar,Punjab,30-04-2014,Jyoti Mann,27,Female,Graduate,GEN,152000,0,,jyotimann,Jalandhar,Aam Aadmi Party
IND,Chennai South,Tamil Nadu,24-04-2014,Rajini Nivetha,43,Female,12th,GEN,151457,0,,rajininivetha,Chennai South,Independent
IND,Maharajganj,Uttar Pradesh,12-05-2014,Ajaydhar,0,Male,12th,GEN,151200,0,,ajaydhar,Maharajganj,Independent
IND,Nandyal,Andhra Pradesh,07-05-2014,Pichika Narendra Dev,49,Male,10th,GEN,151000,0,,pichikanarendradev,Nandyal,Independent
IND,Bhavnagar,Gujarat,30-04-2014,Khadrani Asimbhai Pirbhai,39,Male,12th,GEN,151000,0,,khadraniasimbhaipirbhai,Bhavnagar,Independent
IND,Tonk-Sawai Madhopur,Rajasthan,24-04-2014,Siya Ram,44,Male,8th,GEN,151000,0,,siyaram,Tonk-Sawai Madhopur,Independent
IND,Beed,Maharashtra,17-04-2014,Aghav Jayprakash Sitaram,33,Male,10th,GEN,151000,3,,aghavjayprakashsitaram,Beed,Independent
IND,Rewa,Madhya Pradesh,10-04-2014,Janardan Mishra,41,Male,Graduate,GEN,151000,0,,janardanmishra,Rewa,Independent
IND,Azamgarh,Uttar Pradesh,12-05-2014,Shamshad Ahmad,40,Male,Literate,GEN,150400,0,,shamshadahmad,Azamgarh,Independent
IND,Karimnagar,Andhra Pradesh,30-04-2014,Pulikota Ramesh,34,Male,8th,GEN,150000,0,,pulikotaramesh,Karimnagar,Independent
IND,Fatehgarh Sahib,Punjab,30-04-2014,Manpreet Singh,33,Male,10th,GEN,150000,0,,manpreetsingh,Fatehgarh Sahib,Independent
IND,Salem,Tamil Nadu,24-04-2014,Kuppayee R,35,Female,12th,GEN,150000,0,,kuppayeer,Salem,Independent
IND,Thoothukkudi,Tamil Nadu,24-04-2014,Samuel As,59,Male,Literate,GEN,150000,0,,samuelas,Thoothukkudi,Independent
IND,Jhalawar-Baran,Rajasthan,17-04-2014,Suleman,46,Male,8th,GEN,150000,0,,suleman,Jhalawar-Baran,Independent
IND,Kandhamal,Orissa,10-04-2014,Basanta Kumar Pradhan,37,Male,12th,GEN,150000,0,,basantakumarpradhan,Kandhamal,Independent
IND,Salem,Tamil Nadu,24-04-2014,Senthil Kumar M,35,Male,Graduate,GEN,149900,0,,senthilkumarm,Salem,Independent
IND,Pondicherry,Puducherry,24-04-2014,P Bakkiaraj,31,Male,8th,GEN,149100,1,,pbakkiaraj,Puducherry,Independent
IND,Navsari,Gujarat,30-04-2014,Shaikh Hasan Dagdu,67,Male,Literate,GEN,149000,0,,shaikhhasandagdu,Navsari,Independent
IND,Mumbai South,Maharashtra,24-04-2014,Santan Daigo Farnandis,31,Male,12th,GEN,149000,0,,santandaigofarnandis,Mumbai   South,Independent
IND,Madha,Maharashtra,17-04-2014,Devkate Somanath Alias Someshwar Chandrakant,40,Male,5th,GEN,148500,1,,devkatesomanathaliassomeshwarchandrakant,Madha,Independent
IND,Sivaganga,Tamil Nadu,24-04-2014,Lenin M,47,Male,12th,GEN,148120,0,,leninm,Sivaganga,Independent
IND,Hardoi,Uttar Pradesh,24-04-2014,Shiv Kumar,63,Male,Graduate,GEN,148039,0,,shivkumar,Hardoi,Independent
IND,Amreli,Gujarat,30-04-2014,Nathabhai Dayabhai Tota,34,Male,Literate,GEN,148000,0,,nathabhaidayabhaitota,Amreli,Independent
IND,Bhavnagar,Gujarat,30-04-2014,Maru Manharbhai Valjibhai,34,Male,10th,GEN,148000,0,,marumanharbhaivaljibhai,Bhavnagar,Independent
IND,Vellore,Tamil Nadu,24-04-2014,Dhandapani -m,66,Male,Graduate,GEN,147168,0,,dhandapani-m,Vellore,Independent
IND,Alathur,Kerala,10-04-2014,Krishnankutty V,48,Male,10th,GEN,146988,0,,krishnankuttyv,Alathur,Independent
IND,Thoothukkudi,Tamil Nadu,24-04-2014,Panneerselvamc,38,Male,Graduate Professional,GEN,146579,0,,panneerselvamc,Thoothukkudi,Independent
AAP,Shrawasti,Uttar Pradesh,07-05-2014,Ratnesh,39,Male,8th,GEN,146000,0,,ratnesh,Shrawasti,Aam Aadmi Party
IND,Jadavpur,West Bengal,12-05-2014,Mangal Kumar Sardar,25,Male,Graduate,GEN,145500,0,,mangalkumarsardar,Jadavpur,Independent
IND,Pollachi,Tamil Nadu,24-04-2014,Prabhu J,34,Male,12th,GEN,145000,0,,prabhuj,Pollachi,Independent
IND,Tiruvallur,Tamil Nadu,24-04-2014,Doss R,45,Male,8th,GEN,145000,0,,dossr,Thiruvallur,Independent
IND,Madha,Maharashtra,17-04-2014,Shaikh Shahajan Paigambar,40,Male,5th,GEN,145000,0,,shaikhshahajanpaigambar,Madha,Independent
AAP,Sidhi,Madhya Pradesh,10-04-2014,Pankaj Singh Patel,28,Male,Post Graduate,GEN,144766,0,,pankajsinghpatel,Sidhi,Aam Aadmi Party
IND,Wardha,Maharashtra,10-04-2014,Arvind Shamrao Lillore,36,Male,Others,GEN,144186,0,,arvindshamraolillore,Wardha,Independent
IND,Faridabad,Haryana,10-04-2014,Sanjay Maurya,40,Male,8th,GEN,143541,0,,sanjaymaurya,Faridabad,Independent
IND,South Delhi,National Capital Territory Of Delhi,10-04-2014,Naresh Kumar,50,Male,Illiterate,GEN,143186,0,,nareshkumar,South Delhi,Independent
IND,Amethi,Uttar Pradesh,07-05-2014,Bhagwan Deen,50,Male,5th,GEN,143000,0,,bhagwandeen,Amethi,Independent
IND,East Delhi,National Capital Territory Of Delhi,10-04-2014,Manjeet Singh,26,Male,Graduate Professional,GEN,143000,0,,manjeetsingh,East Delhi,Independent
CPIM,Dahod,Gujarat,30-04-2014,Katara Singajibhai Jaljibhai,67,Male,5th,GEN,142606,0,#DE0000,katarasingajibhaijaljibhai,Dahod,Communist Party of India  (Marxist)
IND,Viluppuram,Tamil Nadu,24-04-2014,Pmuthaiyan,60,Male,Illiterate,GEN,142500,0,,pmuthaiyan,Viluppuram,Independent
IND,Chennai South,Tamil Nadu,24-04-2014,Js Mahalingam,53,Male,Graduate Professional,GEN,142321,0,,jsmahalingam,Chennai South,Independent
IND,Bhopal,Madhya Pradesh,17-04-2014,Satish Babu Naidu,38,Male,10th,GEN,142015,0,,satishbabunaidu,Bhopal,Independent
IND,Beed,Maharashtra,17-04-2014,Hoke Patilrajedra Achyutrao,31,Male,12th,GEN,142000,0,,hokepatilrajedraachyutrao,Beed,Independent
IND,Bijapur,Karnataka,17-04-2014,Hanmanth Holer,32,Male,12th,GEN,141500,1,,hanmanthholer,Bijapur,Independent
IND,Kakinada,Andhra Pradesh,07-05-2014,Jalluri Venkateswarlu,47,Male,Graduate Professional,GEN,141000,0,,jallurivenkateswarlu,Kakinada,Independent
IND,Hyderabad,Andhra Pradesh,30-04-2014,M A Habeeb,37,Male,10th,GEN,141000,1,,mahabeeb,Hyderabad,Independent
IND,Karur,Tamil Nadu,24-04-2014,Kannan -s,29,Male,12th,GEN,140340,2,,kannan-s,Karur,Independent
IND,Muzaffarpur,Bihar,07-05-2014,Rupesh Kumar Kuar,31,Male,Literate,GEN,140000,0,,rupeshkumarkuar,Muzaffarpur,Independent
IND,Bharuch,Gujarat,30-04-2014,Shaileshkumar Maganbhai Parmar,32,Male,12th,GEN,140000,0,,shaileshkumarmaganbhaiparmar,Bharuch,Independent
IND,Bathinda,Punjab,30-04-2014,Gurcharan Singh,42,Male,10th,GEN,140000,0,,gurcharansingh,Bathinda,Independent
IND,Coimbatore,Tamil Nadu,24-04-2014,Nagaraj -s,34,Male,5th,GEN,140000,0,,nagaraj-s,Coimbatore,Independent
IND,Coimbatore,Tamil Nadu,24-04-2014,Sridharan -s,40,Male,10th,GEN,140000,0,,sridharan-s,Coimbatore,Independent
IND,Begusarai,Bihar,30-04-2014,Mohammad Javed,44,Male,Literate,GEN,139052,0,,mohammadjaved,Begusarai,Independent
IND,Hingoli,Maharashtra,17-04-2014,Satav Raju Shankar,38,Male,Literate,GEN,139000,1,,satavrajushankar,Hingoli,Independent
IND,Hajipur,Bihar,07-05-2014,Suresha Paswan,48,Male,10th,GEN,138834,0,,sureshapaswan,Hajipur (Sc),Independent
IND,Howrah,West Bengal,30-04-2014,Mrityunjay Sarkar,39,Male,8th,GEN,138652,0,,mrityunjaysarkar,Howrah,Independent
IND,Hajipur,Bihar,07-05-2014,Vifiya Devi Urf Vikiya Devi,30,Female,Literate,GEN,138000,0,,vifiyadeviurfvikiyadevi,Hajipur (Sc),Independent
AAP,Tiruchirappalli,Tamil Nadu,24-04-2014,Ravip,59,Male,Post Graduate,GEN,137774,1,,ravip,Tiruchirappalli,Aam Aadmi Party
IND,Nagpur,Maharashtra,10-04-2014,Ajaj Julmoin Khan Ajaj Khan,46,Male,12th,GEN,137000,1,,ajajjulmoinkhanajajkhan,Nagpur,Independent
IND,Durg,Chhattisgarh,24-04-2014,Alfraid Vikas Luis,29,Male,Graduate,GEN,136000,0,,alfraidvikasluis,Durg,Independent
IND,Jalandhar,Punjab,30-04-2014,Vivek,34,Male,10th,GEN,135500,0,,vivek,Jalandhar,Independent
IND,Nellore,Andhra Pradesh,07-05-2014,Panditi Subbaiah,42,Male,10th,GEN,135000,0,,panditisubbaiah,Nellore,Independent
IND,Bareilly,Uttar Pradesh,17-04-2014,Javed Khan,31,Male,Literate,GEN,135000,3,,javedkhan,Bareilly,Independent
IND,Nashik,Maharashtra,24-04-2014,Maksud Iliyas Khan,38,Male,10th,GEN,134285,1,,maksudiliyaskhan,Nashik,Independent
IND,Porbandar,Gujarat,30-04-2014,Unadakat Prakash Valabhadas,48,Male,10th,GEN,134100,0,,unadakatprakashvalabhadas,Porbandar,Independent
IND,Ramanathapuram,Tamil Nadu,24-04-2014,Gokila K,30,Female,Post Graduate,GEN,134022,0,,gokilak,Ramanathapuram,Independent
IND,Solapur,Maharashtra,17-04-2014,Sunita Vijaykumar Ughade,35,Female,Literate,GEN,133900,0,,sunitavijaykumarughade,Solapur,Independent
IND,Gandhinagar,Gujarat,30-04-2014,Pagi Ganpatbhai Mavjibhai,46,Male,12th,GEN,133796,0,,pagiganpatbhaimavjibhai,Gandhinagar,Independent
IND,Yavatmal-Washim,Maharashtra,10-04-2014,Meshram Dnyaneshwar Tukaram,37,Male,Graduate,GEN,133000,0,,meshramdnyaneshwartukaram,Yavatmal-Washim,Independent
IND,Wardha,Maharashtra,10-04-2014,Bhaskar Marotrao Neware,37,Male,Post Graduate,GEN,132798,0,,bhaskarmarotraoneware,Wardha,Independent
IUML,Asansol,West Bengal,07-05-2014,Md Reyazuddin,46,Male,12th,GEN,132000,0,,mdreyazuddin,Asansol,Indian Union Muslim League
IND,Khadoor Sahib,Punjab,30-04-2014,Kawaljit Singh,29,Male,10th,GEN,132000,0,,kawaljitsingh,Khadoor Sahib,Independent
IND,Sirsa,Haryana,10-04-2014,Surender Kumar,36,Male,12th,GEN,131500,0,,surenderkumar,Sirsa,Independent
IND,Palakkad,Kerala,10-04-2014,Pradeep,30,Male,10th,GEN,131500,0,,pradeep,Palakkad,Independent
IND,Guna,Madhya Pradesh,17-04-2014,Lalli Ram Rai,45,Male,Illiterate,GEN,131000,0,,lalliramrai,Guna,Independent
IND,Tiruppur,Tamil Nadu,24-04-2014,Tssenthilkumar,29,Male,10th,GEN,130600,0,,tssenthilkumar,Tiruppur,Independent
IND,Jalgaon,Maharashtra,24-04-2014,Deshmukh Iqbal A Rehman,47,Male,5th,GEN,130500,0,,deshmukhiqbalarehman,Jalgaon,Independent
IND,Valmiki Nagar,Bihar,12-05-2014,Dravyan Uraon,26,Male,Graduate,GEN,130263,0,,dravyanuraon,Valmiki Nagar,Independent
IND,Bhiwani-Mahendragarh,Haryana,10-04-2014,Mahavir Singh,56,Male,12th,GEN,130100,0,,mahavirsingh,Bhiwani-Mahendragarh,Independent
IND,Shahdol,Madhya Pradesh,10-04-2014,Lala Kol,47,Male,8th,GEN,130100,0,,lalakol,Shahdol,Independent
IND,Nizamabad,Andhra Pradesh,30-04-2014,Chirulingadrulu Venkatesham,40,Male,12th,GEN,130000,0,,chirulingadruluvenkatesham,Nizamabad,Independent
IND,Chamarajanagar,Karnataka,17-04-2014,Ananda G,29,Male,Others,GEN,130000,0,,anandag,Chamarajanagar,Independent
IND,Pollachi,Tamil Nadu,24-04-2014,Rajendran M,47,Male,12th,GEN,129378,0,,rajendranm,Pollachi,Independent
IND,Surendranagar,Gujarat,30-04-2014,Makwana Vasharambhai Karshanbhai,37,Male,Post Graduate,GEN,129000,0,,makwanavasharambhaikarshanbhai,Surendranagar,Independent
IND,Mumbai North West,Maharashtra,24-04-2014,Sonkamble Gajanan Tukaram,29,Male,12th,GEN,128100,0,,sonkamblegajanantukaram,Mumbai North West,Independent
IND,Bijapur,Karnataka,17-04-2014,Siddappa Ganji,61,Male,12th,GEN,128000,0,,siddappaganji,Bijapur,Independent
IND,Faridabad,Haryana,10-04-2014,Laxman,37,Male,Not Given,GEN,127600,0,,laxman,Faridabad,Independent
IND,Amethi,Uttar Pradesh,07-05-2014,Swaminath,32,Male,Not Given,GEN,127000,0,,swaminath,Amethi,Independent
IND,Sangli,Maharashtra,17-04-2014,Siddha Shivappa Bhosale,48,Male,5th,GEN,126813,0,,siddhashivappabhosale,Sangli,Independent
IND,Muzaffarnagar,Uttar Pradesh,10-04-2014,Naseem Ahmad Ansari,55,Male,Literate,GEN,126110,0,,naseemahmadansari,Muzaffarnagar,Independent
IND,Navsari,Gujarat,30-04-2014,Vimal Patel Endhal,30,Male,12th,GEN,126000,0,,vimalpatelendhal,Navsari,Independent
IND,Agra,Uttar Pradesh,24-04-2014,Vinod Kumar Singh,56,Male,Post Graduate,GEN,126000,0,,vinodkumarsingh,Agra,Independent
IND,Tiruvannamalai,Tamil Nadu,24-04-2014,Aruljothi A,34,Female,Graduate,GEN,125000,0,,aruljothia,Tiruvannamalai,Independent
IND,Bhandara-Gondiya,Maharashtra,10-04-2014,Vishal Arvind Bhoyar,27,Male,Post Graduate,GEN,124600,0,,vishalarvindbhoyar,Bhandara - Gondiya,Independent
IND,Ongole,Andhra Pradesh,07-05-2014,Bellamkonda Venkata Rao,46,Male,5th,GEN,124000,0,,bellamkondavenkatarao,Ongole,Independent
IND,Ladakh,Jammu Kashmir,07-05-2014,Ghulam Raza,50,Male,Graduate,GEN,123766,0,,ghulamraza,Ladakh,Independent
