tag_number_masked,date_of_infraction,infraction_code,infraction_description,set_fine_amount,time_of_infraction,location1,location2,location3,location4,province
***98480,20120102,192,STAND SIGNED TRANSIT STOP,60,1302,NR,2194 DUNDAS ST W,,,ON
***57558,20120102,192,STAND SIGNED TRANSIT STOP,60,1303,NR,290 QUEEN ST W,,,ON
***98481,20120102,192,STAND SIGNED TRANSIT STOP,60,1303,NR,2196 DUNDAS ST W,,,ON
***85907,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1305,NR,286 ROBERT ST,,,ON
***57559,20120102,192,STAND SIGNED TRANSIT STOP,60,1306,OPP,260 QUEEN ST W,,,ON
***64926,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1306,NR,20 EDWARD ST,,,ON
***00600,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1308,Other,920 YONGE ST,,,ON
***85908,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1309,NR,222 ROBERT ST,,,NY
***34098,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1310,Other,155 QUEENS QUAY E,,,ON
***85909,20120102,15,PARK 3M OF FIRE HYDRANT,100,1310,NR,153 ROBERT ST,,,AZ
***11558,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1311,Other,1265 MILITARY TR,,,ON
***23370,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1311,AT,78 HARRISON GARDEN BLVD,,,ON
***48746,20120102,347,PARK IN A FIRE ROUTE,250,1317,NR,2 CONRON PL,,,ON
***64927,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1317,OPP,60 MURRAY ST,,,ON
***03184,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1320,OPP,9 SURREY PL,,,ON
***85910,20120102,367,STAND ON-ST DISABL LDG NO PRMT,450,1320,OPP,410 COLLEGE ST,,,ON
***48747,20120102,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1321,NR,1926 WESTON RD,,,ON
***09679,20120102,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,1322,NR,133 GRACE ST,,,ON
***27352,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1324,NR,2703 YONGE ST,,,ON
***85911,20120102,9,STOP HWY PROHIBITED TIME/DAY,60,1324,OPP,201 AUGUSTA AVE,,,ON
***91500,20120102,347,PARK IN A FIRE ROUTE,250,1324,AT,500 REXDALE BLVD,,,ON
***10505,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1324,AT,21 AVENUE RD,,,ON
***34099,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1325,Other,11 BRUNEL COURT,,,ON
***23043,20120102,14,PARK-OBS DRIVEWAY/LANEWAY/RAMP,40,1325,NR,10 FRENCH AVE,,,ON
***85912,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1326,NR,21 WALES AVE,,,ON
***09680,20120102,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,1326,NR,450 EUCLID AVE,,,ON
***99852,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1327,Other,140 REDPATH AVE,,,ON
***85913,20120102,9,STOP HWY PROHIBITED TIME/DAY,60,1328,OPP,185 AUGUSTA AVE,,,ON
***56418,20120102,347,PARK IN A FIRE ROUTE,250,1330,NR,ALTON TOWERS CIR,&,MCCOWAN RD (PLAZA),ON
***08138,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1330,Other,15 TOBERMORY DR,,,ON
***34100,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1330,Other,11 BRUNEL CRT,,,ON
***85914,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1330,NR,153 DENISON AVE,,,ON
***91501,20120102,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,1330,NR,15 CINRICKBAR DR,,,ON
***09681,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1330,NR,506 MARKHAM ST,,,ON
***08139,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1331,Other,15 TOBERMORY DR,,,ON
***85915,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1331,NR,145 DENISON AVE,,,ON
***08140,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1333,Other,15 TOBERMORY DR,,,ON
***85916,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1334,NR,43 WALES AVE,,,ON
***09682,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1334,OPP,34 LENNOX ST,,,ON
***14855,20120102,30,STOP ON/OVER SIDEWALK/PATH,60,1334,NR,885 CALEDONIA RD,,,ON
***23044,20120102,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1334,OPP,200 WOOLNER AVE,,,ON
***57224,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1335,NR,117 FREDERICK ST,,,ON
***85917,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1336,NR,53 WALES AVE,,,ON
***08141,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1337,Other,15 TOBERMORY DR,,,ON
***08142,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1339,Other,15 TOBERMORY DR,,,ON
***23045,20120102,8,STAND VEH-HWY-PROH TIME/DAYS,60,1340,NR,1073 WESTON RD,,,ON
***08143,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1341,Other,15 TOBERMORY DR,,,ON
***13725,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1341,Other,941 PROGRESS AVE,,,ON
***64928,20120102,8,STAND VEH-HWY-PROH TIME/DAYS,60,1341,NR,366 EGLINTON AVE W,,,ON
***99851,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1342,Other,920 YONGE ST,,,ON
***07514,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1342,Other,71 PRINCE ARTHUR AVE,,,ON
***08144,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1343,Other,15 TOBERMORY DR,,,ON
***57560,20120102,9,STOP HWY PROHIBITED TIME/DAY,60,1344,OPP,190 ELIZABETH ST,,,ON
***57561,20120102,9,STOP HWY PROHIBITED TIME/DAY,60,1344,OPP,190 ELIZABETH ST,,,ON
***64929,20120102,8,STAND VEH-HWY-PROH TIME/DAYS,60,1344,NR,404 EGLINTON AVE W,,,ON
***48748,20120102,347,PARK IN A FIRE ROUTE,250,1345,AT,160 CHALKFARM DR,,,ON
***64930,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1346,OPP,2 HEDDINGTON AVE,,,ON
***94469,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1347,Other,257 ROYWOOD DR,,,ON
***95059,20120102,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,1347,NR,56 DIXON AVE,,,ON
***64931,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1348,NR,5 HEDDINGTON AVE,,,ON
***10506,20120102,347,PARK IN A FIRE ROUTE,250,1348,AT,95 THORNCLIFFE PARK DR,,,ON
***20531,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1352,NR,215 FORT YORK BLVD,,,ON
***57562,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1352,AT,1121 BAY ST,,,ON
***64932,20120102,5,PARK-HWY DRNG PROH TIMES/DAYS,40,1352,OPP,366 EGLINTON AVE W,,,QC
***48749,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1355,AT,1896 JANE ST,,,ON
***51119,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1356,Other,118 OXFORD ST,,,ON
***80160,20120102,5,PARK SIGNED HWY PRO TIMES/DAYS,40,1356,NR,35 AERODROME CRES,,,ON
***27576,20120102,8,STD VEH HWY PROHIB TIME/DAY,60,1357,NR,15 ASQUITH AVE,,,ON
***27577,20120102,8,STD VEH HWY PROHIB TIME/DAY,60,1358,NR,15 ASQUITH AVE,,,ON
***45430,20120102,16,PARK 9M OF INTERSCTING HIGHWAY,40,1400,Other,195 JAMESTOWN CRES,,,ON
***27578,20120102,8,STD VEH HWY PROHIB TIME/DAY,60,1402,OPP,9 ASQUITH AVE,,,ON
***09683,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1406,AT,954 COLLEGE ST,,,ON
***20726,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1407,Other,107 ST GEORGE ST,,,ON
***30900,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1408,Other,DUNDAS SQ/OKEEFE LN,,,ON
***64148,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1413,Other,130 ELIZABETH ST,,,PQ
***08145,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1415,Other,121 HUMBER BL,,,ON
***42082,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1416,Other,37 GROSVENOR ST,,,ON
***64149,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1416,Other,130 ELIZABETH ST,,,ON
***07515,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1423,Other,45 WALMER RD,,,ON
***42083,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1425,Other,37 GROSVENOR ST,,,ON
***08901,20120102,8,STD VEH HWY PROHIB TIME/DAY,60,1426,Other,LOMBARD ST/CHURH ST,,,ON
***34751,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1429,Other,300 BOROUGH DR,,,ON
***08147,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1429,Other,121 HUMBER BL,,,ON
***08902,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1430,Other,36 TORONTO ST,,,ON
***42084,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1431,Other,37 GROSVENOR ST,,,ON
***08148,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1432,Other,121 HUMBER BL,,,ON
***46097,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1439,Other,7 HART HOUSE CIR,,,ON
***08903,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1440,Other,7 DUNDAS SQ,,,ON
***46098,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1442,Other,7 HART HOUSE CIR,,,ON
***46099,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1444,Other,7 HART HOUSE CIR,,,ON
***86004,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1447,Other,50 STEPHANIE ST,,,ON
***22480,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1447,Other,1290 FINCH AVE W,,,ON
***38406,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1450,Other,213 HURON ST,,,ON
***08149,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1451,Other,1 SWANSEA MEWS,,,ON
***08904,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1454,Other,VICTORIA ST/SHUTER ST,,,ON
***59386,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1456,Other,20 FALSTAFF AVE,,,ON
***08101,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1457,Other,1 SWANSEA MEWS,,,ON
***79069,20120102,347,PARK IN A FIRE ROUTE,250,1458,Other,1448 LAWRENCE AVE E,,,ON
***63896,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1459,OPP,34 LENNOX ST,,,ON
***63897,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1500,OPP,52 LENNOX ST,,,ON
***63898,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1501,OPP,52 LENNOX ST,,,ON
***34351,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1503,Other,11 BRUNEL CRT,,,ON
***38407,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1504,Other,213 HURON ST,,,ON
***22482,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1505,Other,1270 FINCH AVE W,,,PQ
***22483,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1508,Other,1270 FINCH AVE W,,,ON
***34352,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1510,Other,11 BRUNEL CRT,,,ON
***63899,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1510,NR,44 RUSSELL ST,,,ON
***63900,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1510,NR,44 RUSSELL ST,,,OR
***34353,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1511,Other,11 BRUNEL CRT,,,ON
***63901,20120102,15,PARK 3M OF FIRE HYDRANT,100,1514,NR,91 BELLEVUE AVE,,,ON
***34752,20120102,347,PARK IN A FIRE ROUTE,250,1517,Other,300 BOROUGH DR,,,ON
***41188,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1519,NR,97 MASSEY ST,,,ON
***63902,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1519,NR,24 DENISON SQ,,,ON
***18798,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1520,AT,1620 ALBION RD,,,ON
***63903,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1520,NR,14 DENISON SQ,,,ON
***41189,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1521,NR,800 ADELAIDE ST W,,,ON
***63904,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1523,NR,21 WALES AVE,,,ON
***63905,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1524,NR,41 WALES AVE,,,ON
***55440,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1525,Other,300 BOROUGH DR,,,ON
***63906,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1525,NR,43 WALES AVE,,,ON
***63907,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1526,NR,45 WALES AVE,,,ON
***18799,20120102,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,1527,NR,17 TODD BROOK DR,,,ON
***63908,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1530,NR,157 DENISON AVE,,,ON
***90112,20120102,8,STAND VEH-HWY-PROH TIME/DAYS,60,1530,OPP,210 BLOOR ST W,,,ON
***41190,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1531,NR,628 FLEET ST,,,ON
***63909,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1531,NR,147 DENISON AVE,,,ON
***65099,20120102,5,PARK-HWY DRNG PROH TIMES/DAYS,40,1531,NR,940 DANFORTH AVE,,,ON
***90113,20120102,8,STAND VEH-HWY-PROH TIME/DAYS,60,1531,OPP,220 BLOOR ST W,,,ON
***63910,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1532,NR,147 DENISON AVE,,,ON
***14668,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1533,NR,111 BINGHAM AVE,,,ON
***44986,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1533,AT,16 YONGE ST,,,ON
***22694,20120102,8,STAND VEH HWY PRO TIMES/DAYS,60,1534,W/S,BRIAN HARRISON WAY,N/O,BOROUGH DR,ON
***98482,20120102,5,PARK HWY AT PROHIB TIME/DAY,40,1534,N/S,GLEN PARK AVE,E/O,DUFFERIN ST,ON
***04621,20120102,5,PARK-HWY DRNG PROH TIMES/DAYS,40,1534,NR,1225 BLOOR ST W,,,ON
***52586,20120102,8,STD VEH HWY PROHIB TIME/DAY,60,1535,OPP,294 BATHURST,,,ON
***54475,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1535,NR,20 EDWARD ST,,,ON
***05268,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1535,NR,105 EAST LYNN AVE,,,ON
***14669,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1536,OPP,2 LAWLOR AVE,,,ON
***54476,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1536,NR,20 EDWARD ST,,,QC
***04622,20120102,367,STAND ON-ST DISABL LDG NO PRMT,450,1536,NR,1173 BLOOR ST W,,,ON
***05269,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1536,NR,103 EAST LYNN AVE,,,ON
***33176,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1537,Other,1800 SHEPPARD AVE E,,,ON
***89138,20120102,5,PARK HWY PRO TIMES/DAYS,40,1537,NR,9 BERTRAND AVE,,,ON
***98483,20120102,5,PARK HWY AT PROHIB TIME/DAY,40,1537,NR,223 GLEN PARK AVE,,,ON
***45914,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1538,NR,8 ST HILDA'S AVE,,,ON
***66985,20120102,192,STAND SIGNED TRANSIT STOP,60,1538,OPP,80 MILL ST,,,ON
***98484,20120102,5,PARK HWY AT PROHIB TIME/DAY,40,1538,NR,202 GLEN PARK AVE,,,ON
***05270,20120102,5,PARK-HWY DRNG PROH TIMES/DAYS,40,1538,NR,1854 DANFORTH RD,,,ON
***75981,20120102,192,STAND SIGNED TRANSIT STOP,60,1539,NR,436 DUNDAS ST W,,,ON
***45915,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1539,NR,8 ST HILDA'S AVE,,,ON
***05271,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1539,NR,1 GLEBEMOUNT AVE,,,AB
***45916,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1540,NR,8 ST HILDA'S AVE,,,ON
***45917,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1540,NR,8 ST HILDA'S AVE,,,ON
***14670,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1541,S/S,FIR AVE,E/O,BALSAM AVE,ON
***45918,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1541,NR,8 ST HILDA'S AVE,,,ON
***45919,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1541,NR,10 ST HILDA'S AVE,,,ON
***54477,20120102,384,STOP VEH OTR THN BCYCL-BYCL LN,60,1541,NR,201 ELIZABETH ST,,,ON
***54478,20120102,384,STOP VEH OTR THN BCYCL-BYCL LN,60,1541,NR,201 ELIZABETH ST,,,ON
***65100,20120102,5,PARK-HWY DRNG PROH TIMES/DAYS,40,1541,NR,364 DANFORTH AVE,,,ON
***11040,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1541,NR,117 PEMBROKE ST,,,ON
***13953,20120102,8,STD VEH HWY PROHIB TIME/DAY,60,1542,NR,660 BROADVIEW AVE,,,ON
***45920,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1542,NR,12 ST HILDA'S AVE,,,ON
***04623,20120102,337,PARK - ON BOULEVARD,50,1542,OPP,113 RUSHOLME RD,,,ON
***18501,20120102,9,STOP HWY PROHIBITED TIME/DAY,60,1543,Other,53 YONGE ST,,,ON
***33177,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1543,Other,1800 SHEPPARD AVE E,,,ON
***75982,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1543,OPP,117 PETER ST,,,ON
***14671,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1543,NR,2230 QUEEN ST E,,,ON
***18800,20120102,5,PARK HWY PROHIBITED TIMES/DAYS,40,1543,NR,12 PUMFREY CRES,,,ON
***45921,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1544,NR,2 BLYTHWOOD GDNS,,,ON
***11041,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1544,NR,9 PEMBROKE ST,,,ON
***29676,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1545,Other,939 LAWRENCE AVE E,,,ON
***45922,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1545,NR,2 BLYTHWOOD GDNS,,,ON
***54479,20120102,48,FAIL TO PARK/STOP PARA TO CURB,15,1545,NR,76 GRENVILLE ST,,,ON
***11042,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1545,NR,226 GEORGE ST,,,ON
***75983,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1546,OPP,70 PETER ST,,,ON
***13954,20120102,8,STD VEH HWY PROHIB TIME/DAY,60,1546,NR,353 BROADVIEW AVE,,,ON
***45923,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1546,NR,2 BLYTHWOOD GDNS,,,ON
***45924,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1546,OPP,2 BLYTHWOOD GDNS,,,ON
***65101,20120102,5,PARK-HWY DRNG PROH TIMES/DAYS,40,1547,NR,253 DANFORTH AVE,,,ON
***11043,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1547,NR,270 GEORGE ST,,,NY
***14672,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1549,NR,28 HAMMERSMITH AVE,,,ON
***54480,20120102,9,STOP HWY PROHIBITED TIME/DAY,60,1549,OPP,95 WALTON ST,,,ON
***90513,20120102,367,STAND ON-ST DISABL LDG NO PRMT,450,1549,NR,25 BRUCEWOOD CRES,,,ON
***29677,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1550,Other,939 LAWRENCE AVE E,,,ON
***54481,20120102,9,STOP HWY PROHIBITED TIME/DAY,60,1550,OPP,95 WALTON ST,,,ON
***29678,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1552,Other,939 LAWRENCE AVE E,,,ON
***14673,20120102,8,STD VEH HWY PROHIB TIME/DAY,60,1553,NR,2211 QUEEN ST E,,,ON
***29679,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1554,Other,939 LAWRENCE AVE E,,,ON
***98076,20120102,8,STD VEH HWY PROHIB TIME/DAY,60,1554,NR,244 VICTORIA ST,,,ON
***98077,20120102,8,STD VEH HWY PROHIB TIME/DAY,60,1554,NR,244 VICTORIA ST,,,ON
***11386,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1554,NR,218 KING ST E,,,ON
***22695,20120102,5,PARK HWY PRO TIMES/DAYS,40,1555,NR,17 VALPARAISO AVE,,,ON
***32722,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1555,NR,332 PACIFIC AVE,,,ON
***54482,20120102,9,STOP HWY PROHIBITED TIME/DAY,60,1555,NR,164 ELIZABETH ST,,,ON
***98078,20120102,8,STD VEH HWY PROHIB TIME/DAY,60,1555,NR,244 VICTORIA ST,,,CT
***27277,20120102,15,PARK 3M OF FIRE HYDRANT,100,1556,AT,26 BRAEMAR AVE,,,ON
***14674,20120102,8,STD VEH HWY PROHIB TIME/DAY,60,1556,OPP,2050 QUEEN ST E,,,ON
***14675,20120102,8,STD VEH HWY PROHIB TIME/DAY,60,1556,NR,2034 QUEEN ST E,,,ON
***89139,20120102,355,PARK IN DISABLED NO PERMIT,450,1556,NR,850 ELLESMERE RD,,,ON
***96777,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1556,NR,33 ORCHARD VIEW BLVD,,,ON
***05272,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1556,NR,133 MONARCH PARK AVE,,,ON
***11387,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1556,W/S,FREDERICK ST,S/O,ADELAIDE ST E,ON
***90514,20120102,15,PARK 3M OF FIRE HYDRANT,100,1558,NR,314 BROOKE AVE,,,ON
***75984,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1559,NR,362 SPADINA AVE,,,ON
***44987,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1559,OPP,350 WELLINGTON ST W,,,ON
***29680,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1600,Other,939 LAWRENCE AVE E,,,ON
***22696,20120102,5,PARK HWY PRO TIMES/DAYS,40,1600,NR,25 GREENBRAE CRCT,,,ON
***04624,20120102,15,PARK 3M OF FIRE HYDRANT,100,1600,NR,449 CONCORD AVE,,,NB
***05273,20120102,5,PARK-HWY DRNG PROH TIMES/DAYS,40,1600,NR,1050 DANFORTH RD,,,ON
***41191,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1601,NR,25 BISHOP TUTU BLVD,,,ON
***82992,20120102,15,PARK 3M OF FIRE HYDRANT,100,1601,N/S,DERRYDOWN RD,E/O,SENTINEL RD,ON
***41192,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1602,NR,25 BISHOP TUTU BLVD,,,ON
***13955,20120102,15,PARK 3M OF FIRE HYDRANT,100,1602,NR,263 BOOTH AVE,,,ON
***29681,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1603,Other,939 LAWRENCE AVE E,,,ON
***41193,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1604,NR,46 BISHOP TUTU BLVD,,,ON
***65900,20120102,5,PARK-HWY DRNG PROH TIMES/DAYS,40,1604,NR,1634 BAYVIEW AVE,,,ON
***54483,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1605,NR,1 JAMES ST,,,ON
***65102,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1605,NR,145 SIMPSON AVE,,,ON
***54484,20120102,8,STD VEH HWY PROHIB TIME/DAY,60,1606,NR,1 JAMES ST,,,ON
***54485,20120102,8,STD VEH HWY PROHIB TIME/DAY,60,1607,NR,2 JAMES ST,,,WI
***13649,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1609,AT,35 FINCH AVE E,,,ON
***22697,20120102,347,PARK IN A FIRE ROUTE,250,1609,AT,695 MARKHAM RD,,,ON
***65103,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1609,NR,18 SIMPSON AVE,,,ON
***96778,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1609,NR,4 MAYFAIR AVE,,,ON
***11044,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1609,NR,52 ST LAWRENCE ST,,,ON
***44988,20120102,5,PARK-HWY DRNG PROH TIMES/DAYS,40,1610,NR,469 DUNDAS ST W,,,ON
***54486,20120102,25,STAND SIGNED TAXICAB STAND,30,1610,NR,2 ALBERT ST,,,ON
***54487,20120102,25,STAND SIGNED TAXICAB STAND,30,1610,NR,2 ALBERT ST,,,ON
***63911,20120102,14,PARK OBSTRUCT DRIVEWAY/LANEWAY,40,1610,OPP,52 CARR ST,,,ON
***98079,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1610,NR,64 QUEEN ST E,,,ON
***18801,20120102,5,PARK HWY PROHIBITED TIMES/DAYS,40,1612,NR,435 SILVERSTONE DR,,,ON
***87858,20120102,9,STOP HWY PROHIBITED TIMES/DAYS,60,1612,OPP,359 ROYAL YORK RD,,,ON
***96779,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1612,NR,11 SHALLMAR BLVD,,,ON
***11045,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,1612,NR,117 TRINITY ST,,,CA
***41194,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1613,NR,12 SUDBURY ST,,,ON
***98080,20120102,9,STOP HWY PROHIBITED TIME/DAY,60,1613,OPP,76 SHUTER ST,,,ON
***14676,20120102,5,PARK-HWY DRNG PROH TIMES/DAYS,40,1614,OPP,959 KINGSTON RD,,,ON
***27353,20120102,16,PARK 9M OF INTERSCTING HIGHWAY,40,1615,NR,2 CRAIGHURST AVE,,,ON
***55441,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1615,Other,300 BOROUGH DR,,,ON
***13650,20120102,15,PARK 3M OF FIRE HYDRANT,100,1615,NR,1 DUPLEX AVE,,,ON
***63912,20120102,15,PARK 3M OF FIRE HYDRANT,100,1615,NR,57 RYERSON AVE,,,ON
***66986,20120102,15,PARK - 3M OF FIRE HYDRANT,100,1615,NR,186 SPADINA AVE,,,ON
***54488,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1616,NR,20 EDWARD ST,,,ON
***11046,20120102,8,STD VEH HWY PROHIB TIME/DAY,60,1616,OPP,80 MILL ST,,,NS
***54489,20120102,5,PARK HWY PROHIBED TIME/DAY,40,1617,NR,20 EDWARD ST,,,ON
