tag_number_masked,date_of_infraction,infraction_code,infraction_description,set_fine_amount,time_of_infraction,location1,location2,location3,location4,province
***62221,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,10,NR,85 GLENDALE AVE,,,ON
***62969,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,10,NR,46 TORRENS AVE,,,ON
***68680,20120102,5,PARK HWY PROHIBED TIME/DAY,40,10,OPP,508 CHURCH ST,,,ON
***84146,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,10,NR,43 HAZELTON AVE,,,ON
***98593,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,10,OPP,57 MC CAUL ST,,,ON
***99313,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,10,NR,8 NEWHOLM RD,,,ON
***07384,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,10,NR,286 GRACE ST,,,ON
***14781,20120102,5,PARK HWY PROHIBITED TIMES/DAYS,40,10,NR,15 BLACKFRIAR AVE,,,ON
***14782,20120102,5,PARK HWY PROHIBITED TIMES/DAYS,40,10,NR,15 BLACKFRIAR AVE,,,ON
***94113,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,11,NR,233 CARLAW AVE,,,ON
***30674,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,11,NR,67 PORTLAND ST,,,ON
***57428,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,11,NR,68 HIGH PARK AVE,,,ON
***62970,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,11,NR,52 TORRENS AVE,,,ON
***91256,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,11,NR,30 CHARLES ST E,,,ON
***98594,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,11,OPP,57 MC CAUL ST,,,ON
***99314,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,11,NR,6 NEWHOLM RD,,,ON
***14783,20120102,5,PARK HWY PROHIBITED TIMES/DAYS,40,11,NR,15 BLACKFRIAR AVE,,,ON
***30675,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,12,NR,67 PORTLAND ST,,,ON
***38472,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,12,NR,80 EDITH AVE,,,ON
***91257,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,12,NR,30 CHARLES ST E,,,ON
***91258,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,12,NR,30 CHARLES ST E,,,ON
***07385,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,12,NR,242 GRACE ST,,,ON
***23509,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,12,NR,14 INNES AVE,,,MB
***30676,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,13,NR,22 STEWART ST,,,ON
***38473,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,13,OPP,67 EDITH AVE,,,ON
***48078,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,13,NR,14 RAGLAN AVE,,,ON
***57429,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,13,NR,84 HIGH PARK AVE,,,ON
***62971,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,13,NR,68 TORRENS AVE,,,ON
***68496,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,13,NR,370 VICTORIA PARK AVE,,,ON
***84147,20120102,336,PARK-FAIL TO DISPLAY PERMIT,30,13,OPP,13 BERRYMAN ST,,,ON
***99315,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,13,OPP,177 STEPHEN DR,,,ON
***07386,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,13,NR,238 GRACE ST,,,ON
***23510,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,13,NR,268 MCROBERTS AVE,,,ON
***94114,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,14,NR,284 CARLAW AVE,,,ON
***99229,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,14,NR,7 GREENTREE CRT,,,ON
***23291,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,14,NR,152 BEACONSFIELD AVE,,,ON
***94115,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,15,NR,284 CARLAW AVE,,,ON
***30677,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,15,NR,20 STEWART ST,,,ON
***48079,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,15,NR,54 RAGLAN AVE,,,ON
***68681,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,15,NR,33 HOMEWOOD AVE,,,ON
***98595,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,15,NR,172 JOHN ST,,,ON
***99230,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,15,NR,7 GREENTREE CRT,,,ON
***99231,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,15,NR,7 GREENTREE CRT,,,ON
***07387,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,15,NR,188 GRACE ST,,,ON
***08881,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,15,NR,123 ALCORN AVE,,,ON
***23292,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,15,NR,162 BEACONSFIELD AVE,,,NY
***23511,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,15,NR,290 MCROBERTS AVE,,,ON
***94116,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,16,NR,276 CARLAW AVE,,,ON
***38474,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,16,NR,103 HELENDALE AVE,,,ON
***68497,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,16,NR,281 BINGHAM AVE,,,ON
***68682,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,16,NR,11 HOMEWOOD AVE,,,ON
***84148,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,16,NR,1 WEBSTER AVE,,,ON
***99316,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,16,NR,10 RIVERWOOD PKWY,,,ON
***99984,20120102,192,STAND SIGNED TRANSIT STOP,60,16,NR,282 QUEEN ST W,,,ON
***30678,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,17,NR,20 STEWART ST,,,QC
***38475,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,17,NR,113 HELENDALE AVE,,,ON
***57430,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,17,NR,226 HIGH PARK AVE,,,ON
***86175,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,17,NR,46 BEVERLEY ST,,,ON
***91259,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,17,NR,141 ISABELLA ST,,,ON
***99232,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,17,NR,7 GREENTREE CRT,,,ON
***99317,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,17,NR,16 RIVERWOOD PKWY,,,ON
***08882,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,17,NR,17 WALKER AVE,,,ON
***92350,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,18,NR,80 DOUGLAS AVE,,,ON
***37913,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,18,NR,1154 WILSON AVE,,,ON
***38476,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,18,NR,127 HELENDALE AVE,,,ON
***68498,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,18,NR,199 BINGHAM AVE,,,ON
***84149,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,18,NR,27 WEBSTER AVE,,,ON
***84150,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,18,NR,23 WEBSTER AVE,,,ON
***99233,20120102,5,PARK-HWY PROHIB TIMES/DAYS,40,18,NR,40 CLEARVIEW HTS,,,ON
***08883,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,18,NR,7 WALKER AVE,,,ON
***08884,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,18,NR,7 WALKER AVE,,,ON
***23293,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,18,NR,220 GLADSTONE AVE,,,ON
***23512,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,18,NR,403 MCROBERTS AVE,,,ON
***92351,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,19,NR,75 DOUGLAS AVE,,,ON
***37914,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,19,NR,1154 WILSON AVE,,,ON
***48080,20120102,5,PARK HWY PROHIBED TIME/DAY,40,19,NR,120 RAGLAN AVE,,,ON
***57431,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,19,NR,251 HIGH PARK AVE,,,VA
***68499,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,19,NR,193 BINGHAM AVE,,,ON
***86176,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,19,NR,18 BEVERLEY ST,,,ON
***99318,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,19,OPP,47 RIVERWOOD PKWY,,,ON
***08885,20120102,82,PARK-PASSENGER/FREIGHT LOADING,40,19,OPP,7 WALKER AVE,,,ON
***23513,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,19,NR,403 MCROBERTS AVE,,,ON
***94117,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,20,NR,318 LOGAN AVE,,,ON
***37915,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,20,NR,1154 WILSON AVE,,,ON
***37916,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,20,NR,1154 WILSON AVE,,,ON
***48081,20120102,5,PARK HWY PROHIBED TIME/DAY,40,20,NR,120 RAGLAN AVE,,,ON
***68683,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,20,NR,309 CARLTON ST,,,ON
***86177,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,20,NR,18 BEVERLEY ST,,,ON
***99319,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,20,OPP,47 RIVERWOOD PKWY,,,ON
***08886,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,20,NR,25 WALKER AVE,,,ON
***23514,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,20,NR,393 MCROBERTS AVE,,,ON
***37917,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,21,NR,1154 WILSON AVE,,,ON
***57432,20120102,336,PARK-FAIL TO DISPLAY PERMIT,30,21,NR,256 HIGH PARK AVE,,,ON
***86178,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,21,NR,18 BEVERLEY ST,,,ON
***91260,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,21,NR,77 HOWARD ST,,,ON
***37918,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,22,NR,1154 WILSON AVE,,,ON
***38477,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,22,OPP,176 CASTLEFIELD AVE,,,ON
***84151,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,22,NR,34 MCMURRICH ST,,,ON
***86179,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,22,NR,18 BEVERLEY ST,,,ON
***23515,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,22,NR,288 GILBERT AVE,,,ON
***92352,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,23,NR,41 LORINDALE AVE,,,ON
***38478,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,23,NR,203 CASTLEFIELD AVE,,,ON
***48082,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,23,S/S,CLAXTON BLVD,W/O,BATHURST ST,ON
***84152,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,23,OPP,3 MC ALPINE ST,,,ON
***91261,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,23,OPP,7 GLEN RD,,,ON
***98596,20120102,5,PARK HWY PROHIBED TIME/DAY,40,23,NR,369 QUEEN ST W,,,ON
***07388,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,23,NR,231 BEATRICE ST,,,ON
***94118,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,24,NR,31 NATALIE PL,,,ON
***92353,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,24,NR,23 LORINDALE AVE,,,ON
***30679,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,24,OPP,38 NIAGARA ST,,,NB
***38479,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,24,NR,227 CASTLEFIELD AVE,,,ON
***99320,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,24,NR,8 CROWN HILL PL,,,ON
***07389,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,24,NR,245 BEATRICE ST,,,ON
***08887,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,24,NR,92 PRICEFIELD RD,,,ON
***81481,20120102,48,FAIL TO PARK/STOP PAR TO CURB,15,25,OPP,65 DALE AVE,,,ON
***99321,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,25,NR,8 CROWN HILL PL,,,ON
***07390,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,25,NR,263 BEATRICE ST,,,ON
***23516,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,25,NR,95 GILBERT AVE,,,ON
***37919,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,26,AT,1154 WILSON AVE,,,ON
***57433,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,26,NR,328 HIGH PARK AVE,,,ON
***99234,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,26,NR,355 SILVERTHORN AVE,,,ON
***99322,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,26,NR,7 CROWN HILL PL,,,ON
***14784,20120102,337,PARK - ON BOULEVARD,50,26,NR,11 BRADDOCK RD,,,ON
***23294,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,26,NR,2 CROSS ST,,,ON
***84153,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,27,NR,50 HILLSBORO AVE,,,ON
***86180,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,27,NR,71 D'ARCY ST,,,ON
***91262,20120102,5,PARK HWY PROHIBED TIME/DAY,40,27,OPP,375 BLEECKER ST,,,ON
***07391,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,27,NR,272 NORTH BEATRICE ST,,,QC
***11500,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,27,S/S,WOODALE AVE,W/O,VICTORIA PARK AVE,ON
***92354,20120102,8,STAND VEH-HWY-PROH TIME/DAYS,60,28,NR,3238 YONGE ST,,,NY
***48083,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,28,NR,51 CLAXTON BLVD,,,ON
***62222,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,28,NR,83 WINDERMERE AVE,,,ON
***99235,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,28,NR,316 SILVERTHORN AVE,,,ON
***99323,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,28,OPP,4 CROWN HILL PL,,,ON
***14785,20120102,337,PARK - ON BOULEVARD,50,28,OPP,25 BRADDOCK RD,,,ON
***38480,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,29,NR,326 ST CLEMENTS AVE,,,ON
***84154,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,29,NR,31 HILLSBORO AVE,,,ON
***99324,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,29,NR,4 CROWN HILL PL,,,ON
***11501,20120102,5,PARK-HWY DRNG PROH TIMES/DAYS,40,29,NR,1022 KINGSTON RD,,,ON
***23295,20120102,5,PARK HWY PROHIBED TIME/DAY,40,29,NR,157 GLADSTONE AVE,,,ON
***23517,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,29,NR,280 HARVIE AVE,,,NS
***68684,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,30,NR,117 WINCHESTER ST,,,ON
***11502,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,30,OPP,295 KINGSWOOD RD,,,ON
***23296,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,30,NR,163 GLADSTONE AVE,,,ON
***38481,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,31,NR,247 ST CLEMENTS AVE,,,ON
***62223,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,31,NR,65 WINDERMERE AVE,,,ON
***86181,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,31,NR,124 D'ARCY ST,,,ON
***99236,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,31,NR,115 ROSETHORN AVE,,,ON
***99325,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,31,NR,4 CROWN HILL PL,,,ON
***94119,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,32,NR,45 MC GEE ST,,,ON
***57434,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,32,NR,99 HIGH PARK AVE,,,ON
***23297,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,32,NR,115 GLADSTONE AVE,,,ON
***23518,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,32,NR,129 MORRISON AVE,,,ON
***48084,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,33,NR,175 VAUGHAN RD,,,ON
***62224,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,33,NR,25 WINDERMERE AVE,,,ON
***99326,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,33,NR,1 HILL HEIGHTS RD,,,ON
***23519,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,33,NR,129 MORRISON AVE,,,ON
***91263,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,34,NR,335 MUTUAL ST,,,ON
***99237,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,34,NR,1 ROSETHORN AVE,,,ON
***07392,20120102,336,PARK-FAIL TO DISPLAY PERMIT,30,34,NR,232 MONTROSE AVE,,,QC
***23298,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,34,NR,100 GLADSTONE AVE,,,ON
***38482,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,35,NR,9 BIRDSALL AVE,,,ON
***57435,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,35,NR,35 HIGH PARK AVE,,,QC
***98832,20120102,3,PARK/LEAVE ON PRIVATE PROPERTY,30,35,AT,95 GENERATION BLVD,,,QC
***99327,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,35,NR,8 HILL HEIGHTS RD,,,ON
***07393,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,35,NR,210 MONTROSE AVE,,,ON
***08888,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,35,NR,506 BALLIOL ST,,,ON
***11503,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,35,NR,24 WILLIAM HANCOX AVE,,,ON
***38483,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,36,OPP,282 ST CLEMENTS AVE,,,ON
***57436,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,36,NR,39 HIGH PARK AVE,,,QC
***86182,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,36,NR,45 CECIL ST,,,ON
***99328,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,36,NR,10 HILL HEIGHTS RD,,,MI
***07394,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,36,NR,204 MONTROSE AVE,,,ON
***23520,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,36,NR,258 HARVIE AVE,,,ON
***94120,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,37,NR,22 SAULTER ST,,,ON
***91264,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,37,NR,295 MUTUAL ST,,,ON
***99238,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,37,NR,271 PRESCOTT AVE,,,ON
***99329,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,37,NR,10 HILL HEIGHTS RD,,,ON
***11504,20120102,5,PARK HWY PROHIBED TIME/DAY,40,37,NR,53 TED REEVE DR,,,ON
***94121,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,39,NR,36 SAULTER ST,,,ON
***92355,20120102,5,PARK-HWY DRNG PROH TIMES/DAYS,40,39,NR,5179 YONGE ST,,,ON
***30680,20120102,192,STAND SIGNED TRANSIT STOP,60,39,NR,601 KING ST W,,,ON
***48085,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,39,NR,261 VAUGHAN RD,,,ON
***62225,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,39,NR,123 SUNNYSIDE AVE,,,ON
***91265,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,39,NR,269 MUTUAL ST,,,ON
***23521,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,39,NR,122 HOPE ST,,,ON
***94122,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,40,NR,54 SAULTER ST,,,ON
***48086,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,40,NR,261 VAUGHAN RD,,,ON
***84155,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,40,OPP,83 BEDFORD RD,,,ON
***86183,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,40,NR,67 HURON ST,,,ON
***07395,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,40,NR,204 MONTROSE AVE,,,ON
***23522,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,40,NR,130 HOPE ST,,,ON
***30681,20120102,192,STAND SIGNED TRANSIT STOP,60,41,NR,601 KING ST W,,,ON
***38484,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,41,OPP,21 CHERITAN AVE,,,ON
***57437,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,41,NR,76 GOTHIC AVE,,,ON
***86184,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,41,NR,152 HURON ST,,,ON
***99330,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,41,NR,179 BERRY RD,,,ON
***99331,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,41,NR,179 BERRY RD,,,ON
***38485,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,42,NR,1 CHERITAN AVE,,,NJ
***84156,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,42,NR,86 BEDFORD RD,,,ON
***07396,20120102,8,STD VEH HWY PROHIB TIME/DAY,60,42,NR,410 CRAWFORD ST,,,ON
***23523,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,42,NR,152 HARVIE AVE,,,ON
***37920,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,43,NR,306 MARGUERETTA ST,,,ON
***48087,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,43,NR,313 VAUGHAN RD,,,ON
***91266,20120102,337,PARK - ON BOULEVARD,50,43,NR,4 GRANBY ST,,,ON
***99332,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,43,NR,183 BERRY RD,,,ON
***68685,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,44,NR,96 SEATON ST,,,ON
***76281,20120102,5,PARK HWY AT PROHIB TIME/DAY,40,44,OPP,84 CHIPWOOD CRES,,,ON
***99333,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,44,NR,187 BERRY RD,,,ON
***07397,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,44,NR,410 CRAWFORD ST,,,ON
***94123,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,45,NR,49 CUMMINGS ST,,,ON
***37921,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,45,NR,218 MARGUERETTA ST,,,ON
***57438,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,45,NR,151 QUEBEC AVE,,,ON
***99334,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,45,NR,187 BERRY RD,,,ON
***94124,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,46,NR,45 CUMMINGS ST,,,ON
***37922,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,46,NR,158 MARGUERETTA ST,,,ON
***62226,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,46,NR,132 INDIAN RD,,,ON
***76282,20120102,5,PARK HWY AT PROHIB TIME/DAY,40,46,OPP,90 CHIPWOOD CRES,,,ON
***99335,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,46,OPP,187 BERRY RD,,,ON
***07398,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,46,NR,410 CRAWFORD ST,,,CO
***68686,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,47,NR,218a BERKELEY ST,,,ON
***76283,20120102,5,PARK HWY AT PROHIB TIME/DAY,40,47,OPP,90 CHIPWOOD CRES,,,ON
***84157,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,47,NR,35 CHICORA AVE,,,ON
***91267,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,47,OPP,40 MC GILL ST,,,ON
***11505,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,47,NR,26 SWANWICK AVE,,,ON
***23524,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,47,NR,27 NAIRN AVE,,,ON
***48088,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,49,NR,412 WINONA DR,,,ON
***68687,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,49,NR,246a BERKELEY ST,,,ON
***84158,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,49,NR,45 CHICORA AVE,,,ON
***99336,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,49,NR,136 BERRY RD,,,ON
***07399,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,49,NR,428 CRAWFORD ST,,,ON
***11506,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,49,NR,61 BENLAMOND AVE,,,ON
***23525,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,49,NR,37 NAIRN AVE,,,ON
***37923,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,50,NR,179 ST CLARENS AVE,,,ON
***37924,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,50,NR,179 ST CLARENS AVE,,,ON
***62227,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,50,OPP,153 INDIAN RD,,,ON
***68688,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,50,NR,248b BERKELEY ST,,,ON
***11507,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,50,NR,5 BENLAMOND AVE,,,ON
***94125,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,51,NR,18 CUMMINGS ST,,,ON
***57439,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,51,NR,112 OAKMOUNT RD,,,ON
***91268,20120102,5,PARK HWY PROHIBED TIME/DAY,40,51,E/S,MUTUAL ST,N/O,GERRARD ST E,ON
***23526,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,51,NR,125 NAIRN AVE,,,ON
***37925,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,52,NR,233 ST CLARENS AVE,,,ON
***48089,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,52,NR,359 WINONA DR,,,ON
***57440,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,52,NR,102 OAKMOUNT RD,,,ON
***62972,20120102,5,PARK SIGNED HWY PRO TIMES/DAYS,40,52,OPP,6 PARK VISTA,,,ON
***84159,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,52,NR,17 BERNARD AVE,,,ON
***37926,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,53,NR,335 ST CLARENS AVE,,,ON
***62228,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,53,NR,200 INDIAN RD,,,ON
***23527,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,53,NR,183 NAIRN AVE,,,ON
***92356,20120102,5,PARK-HWY DRNG PROH TIMES/DAYS,40,54,NR,5334 YONGE ST,,,ON
***37927,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,54,NR,339 ST CLARENS AVE,,,ON
***23528,20120102,29,PARK PROHIBITED TIME NO PERMIT,30,54,NR,203 NAIRN AVE,,,ON
