#,AC_NAME,AC_NO,NAME,PARTY,VOTES,YEAR,polled_votes,vote_percent
2,Naoriya Pakhanglakpa ,21,R.K. Anand,INC,6994,2017,30334,23.06
3,Naoriya Pakhanglakpa ,21,Soraisham Manaoton Singh,AITC,6121,2017,30334,20.18
4,Naoriya Pakhanglakpa ,21,Konthoujam Manoranjan Singh,LJP,4777,2017,30334,15.75
5,Naoriya Pakhanglakpa ,21,Oinam Malesh Singh,NEP,3610,2017,30334,11.9
7,Naoriya Pakhanglakpa ,21,Thokchom Dhanabir Singh,NCP,70,2017,30334,0.23
6,Naoriya Pakhanglakpa ,21,None Of The Above,NOTA,153,2017,30334,0.5
1,Wangoi ,22,Oinam Lukhoi Singh,INC,7443,2017,26225,28.38
2,Wangoi ,22,Khuraijam Loken Singh,NPP,7407,2017,26225,28.24
3,Wangoi ,22,Salam Joy Singh,BJP,6590,2017,26225,25.13
4,Wangoi ,22,Sagolsem Achouba Singh,MNDF,3983,2017,26225,15.19
5,Wangoi ,22,Moirangmayum Thoiba Singh,LJP,719,2017,26225,2.74
6,Wangoi ,22,None Of The Above,NOTA,83,2017,26225,0.32
1,Mayang Imphal ,23,Kongkham Robindro Singh,BJP,15221,2017,27473,55.4
2,Mayang Imphal ,23,Dr. Khumujam Ratankumar Singh,INC,12127,2017,27473,44.14
3,Mayang Imphal ,23,None Of The Above,NOTA,125,2017,27473,0.45
1,Nambol ,24,Nameirakpam Loken Singh,INC,14736,2017,29307,50.28
2,Nambol ,24,Thounaojam Chaoba,BJP,14456,2017,29307,49.33
3,Nambol ,24,None Of The Above,NOTA,115,2017,29307,0.39
1,Oinam ,25,Laishram Radhakishore Singh,BJP,12029,2017,24516,49.07
2,Oinam ,25,Dr. Irengbam Ibohalbi Singh,INC,11186,2017,24516,45.63
3,Oinam ,25,Khundrakpam Romio,NCP,1030,2017,24516,4.2
4,Oinam ,25,Laitonjam Thoiba Singh,MNDF,190,2017,24516,0.78
5,Oinam ,25,None Of The Above,NOTA,81,2017,24516,0.33
1,Bishnupur ,26,Konthoujam Govindas,INC,14150,2017,26641,53.11
2,Bishnupur ,26,Konthoujam Krishna Kumar Singh,BJP,8872,2017,26641,33.3
3,Bishnupur ,26,Khundrakpam Bhabeshwor Singh,LJP,3333,2017,26641,12.51
5,Bishnupur ,26,Thokchom Bindasakhi Devi,AITC,105,2017,26641,0.39
4,Bishnupur ,26,None Of The Above,NOTA,181,2017,26641,0.68
1,Moirang ,27,Pukhrem Sharatchandra Singh,BJP,11708,2017,31613,37.04
2,Moirang ,27,Mairembam Prithviraj Singh,INC,11333,2017,31613,35.85
3,Moirang ,27,Thongam Shanti Singh,IND,8369,2017,31613,26.47
4,Moirang ,27,None Of The Above,NOTA,203,2017,31613,0.64
1,Thanga ,28,Tongbram Robindro Singh,AITC,6462,2017,19547,33.06
2,Thanga ,28,Moirangthem Asnikumar Singh,BJP,5457,2017,19547,27.92
3,Thanga ,28,Tongbram Mangibabu Singh,INC,5070,2017,19547,25.94
4,Thanga ,28,Heisnam Kulachandra Singh,NCP,2461,2017,19547,12.59
5,Thanga ,28,None Of The Above,NOTA,97,2017,19547,0.5
1,Kumbi ,29,Sanasam Bira Singh,INC,11881,2017,23805,49.91
2,Kumbi ,29,Ningthoujam Mangi,BJP,10570,2017,23805,44.4
3,Kumbi ,29,Ningombam Ibohal Meitei,LJP,1057,2017,23805,4.44
4,Kumbi ,29,Wahengbam Bobbyjames Singh,MNDF,180,2017,23805,0.76
5,Kumbi ,29,None Of The Above,NOTA,117,2017,23805,0.49
1,Lilong ,30,Muhammad Abdul Nasir,INC,10765,2017,29337,36.69
2,Lilong ,30,Y. Antas Khan,IND,9497,2017,29337,32.37
3,Lilong ,30,Md. Anwar Hussain,BJP,8456,2017,29337,28.82
4,Lilong ,30,Sheikh Kheiruddin,NEP,369,2017,29337,1.26
6,Lilong ,30,Md. Abdul Zabar,MNDF,83,2017,29337,0.28
7,Lilong ,30,Nasir Ahmad Sheikh,IND,67,2017,29337,0.23
5,Lilong ,30,None Of The Above,NOTA,100,2017,29337,0.34
1,Thoubal ,31,Okram Ibobi Singh,INC,18649,2017,27271,68.38
2,Thoubal ,31,Leitanthem Basanta Singh,BJP,8179,2017,27271,29.99
3,Thoubal ,31,Leishangthem Suresh Singh,AITC,144,2017,27271,0.53
5,Thoubal ,31,Irom Sharmila Chanu,PRA,90,2017,27271,0.33
6,Thoubal ,31,Dr. Akoijam Manglemjao Singh,IND,66,2017,27271,0.24
