#,AC_NAME,AC_NO,NAME,PARTY,VOTES,YEAR,polled_votes,vote_percent
8,Khatima,70,Vinod Chand,UKDP,564,2012,68830,0.82
9,Khatima,70,Manvinder Singh Khaira,IND,543,2012,68830,0.79
10,Khatima,70,Chetram,IND,469,2012,68830,0.68
11,Khatima,70,Daya Krishna Joshi Urf,IND,467,2012,68830,0.68
12,Khatima,70,Ramesh Chandra Gahtori,NCP,370,2012,68830,0.54
13,Khatima,70,Vimal E-Tyagi,ARVP,319,2012,68830,0.46
14,Khatima,70,Ram Vriksha,PECP,268,2012,68830,0.39
15,Khatima,70,Jagdish Chand Rajwar,UPP,121,2012,68830,0.18
16,Khatima,70,Rakesh Shukla,SHS,111,2012,68830,0.16
1,Purola,1,Rajkumar,INC,17798,2017,49532,35.93
2,Purola,1,Malchand,BJP,16785,2017,49532,33.89
3,Purola,1,Durgeshwar Lal,IND,13508,2017,49532,27.27
5,Purola,1,Ramlal,BSP,679,2017,49532,1.37
4,Purola,1,None Of The Above,NOTA,762,2017,49532,1.54
1,Yamunotri,2,Kedar Singh,BJP,19800,2017,47104,42.03
2,Yamunotri,2,Sanjay Dobhal,INC,13840,2017,47104,29.38
3,Yamunotri,2,Prakash Chand Ramola,IND,7061,2017,47104,14.99
4,Yamunotri,2,Ranveer Singh,IND,4613,2017,47104,9.79
5,Yamunotri,2,Rajbahadur Singh Bauddh,BSP,530,2017,47104,1.13
7,Yamunotri,2,Jaiprakash,SVP,342,2017,47104,0.73
8,Yamunotri,2,Dharmanand Bijalwan,IND,248,2017,47104,0.53
9,Yamunotri,2,Purushottam Uniyal,UKD,246,2017,47104,0.52
6,Yamunotri,2,None Of The Above,NOTA,424,2017,47104,0.9
1,Gangotri,3,Gopal Singh Rawat,BJP,25683,2017,55652,46.15
2,Gangotri,3,Vijaypal Singh Sajwan,INC,16073,2017,55652,28.88
3,Gangotri,3,Suratram Nautiyal,IND,9491,2017,55652,17.05
4,Gangotri,3,Bhupendra Singh,IND,1526,2017,55652,2.74
6,Gangotri,3,Vijaypal Tangani,BSP,576,2017,55652,1.04
7,Gangotri,3,Mahaveer Prasad,CPI,553,2017,55652,0.99
8,Gangotri,3,Rajbeer Singh Parmar,RJSD,412,2017,55652,0.74
9,Gangotri,3,Ratan Lal Verma,IND,213,2017,55652,0.38
10,Gangotri,3,Vishnupal Singh Rawat,UKD,192,2017,55652,0.35
5,Gangotri,3,None Of The Above,NOTA,933,2017,55652,1.68
1,Badrinath,4,Mahendra Bhatt,BJP,29676,2017,63408,46.8
2,Badrinath,4,Rajendra Singh Bhandari,INC,24042,2017,63408,37.92
3,Badrinath,4,Bharat Singh Kunwar,CPI,2380,2017,63408,3.75
4,Badrinath,4,Vinod Fonia,IND,2370,2017,63408,3.74
5,Badrinath,4,Mukesh Lal Koshwal,BSP,1652,2017,63408,2.61
6,Badrinath,4,Aruna Danwashi,IND,916,2017,63408,1.44
7,Badrinath,4,Keerat Singh Bhandari,SP,859,2017,63408,1.35
9,Badrinath,4,Devendra Singh Negi,UKD,487,2017,63408,0.77
10,Badrinath,4,Laxmi Prasad Sati,IND,335,2017,63408,0.53
8,Badrinath,4,None Of The Above,NOTA,691,2017,63408,1.09
1,Tharali,5,Magan Lal Shah,BJP,25810,2017,58593,44.05
2,Tharali,5,Dr. Jeet Ram,INC,20889,2017,58593,35.65
3,Tharali,5,Guddu Lal,IND,7088,2017,58593,12.1
5,Tharali,5,Mohan Lal Kanyal,BSP,848,2017,58593,1.45
6,Tharali,5,Rajpal Kanyal,CPM,750,2017,58593,1.28
7,Tharali,5,Capt. (Retd) Ganesh Kumar,IND,591,2017,58593,1.01
8,Tharali,5,Kasbi Lal Shah,UKD,335,2017,58593,0.57
9,Tharali,5,Birendra Lal Tamta,SP,270,2017,58593,0.46
10,Tharali,5,Radha Ballabh Kanyal,PP,255,2017,58593,0.44
4,Tharali,5,None Of The Above,NOTA,1757,2017,58593,3.0
1,Karnprayag,6,Surendra Singh Negi,BJP,28159,2017,54442,51.72
2,Karnprayag,6,Dr. Ansuya Parsad Maikhuri,INC,20610,2017,54442,37.86
3,Karnprayag,6,Indresh Maikhuri,CPML,1331,2017,54442,2.44
4,Karnprayag,6,Balwant Singh Negi,UKD,1232,2017,54442,2.26
5,Karnprayag,6,Jyoti Kanwasi,BSP,857,2017,54442,1.57
7,Karnprayag,6,Bhagat Singh Negi,IND,673,2017,54442,1.24
8,Karnprayag,6,Mohan Singh Negi,IND,300,2017,54442,0.55
9,Karnprayag,6,Padam Singh,IND,281,2017,54442,0.52
10,Karnprayag,6,Anandmani Dutt Joshi Jhalmama,IND,189,2017,54442,0.35
6,Karnprayag,6,None Of The Above,NOTA,810,2017,54442,1.49
1,Kedarnath,7,Manoj Rawat,INC,13906,2017,56204,24.74
2,Kedarnath,7,Kuldeep Singh Rawat,IND,13037,2017,56204,23.2
3,Kedarnath,7,Asha,IND,11786,2017,56204,20.97
4,Kedarnath,7,Shaila Rani Rawat,BJP,11472,2017,56204,20.41
5,Kedarnath,7,Gangadhar,UKD,2734,2017,56204,4.86
6,Kedarnath,7,Gangadhar,CPM,1001,2017,56204,1.78
8,Kedarnath,7,Shambhu Prasad Bhatt,IND,650,2017,56204,1.16
9,Kedarnath,7,Vikram Singh,SSP,456,2017,56204,0.81
10,Kedarnath,7,Kundan Lal,BSP,447,2017,56204,0.8
7,Kedarnath,7,None Of The Above,NOTA,715,2017,56204,1.27
1,Rudraprayag,8,Bharat Singh,BJP,29333,2017,58176,50.42
2,Rudraprayag,8,Laxmi Singh Rana,INC,14701,2017,58176,25.27
3,Rudraprayag,8,Pradeep Prasad Thapliyal,IND,5818,2017,58176,10.0
4,Rudraprayag,8,Jagmohan Singh Rauthan,IND,3342,2017,58176,5.74
6,Rudraprayag,8,Surjeet Lal,BSP,801,2017,58176,1.38
7,Rudraprayag,8,Lalita Prasad,CPI,746,2017,58176,1.28
8,Rudraprayag,8,Bhagwati Prasad,IND,711,2017,58176,1.22
9,Rudraprayag,8,Jai Om Prakash,IND,642,2017,58176,1.1
10,Rudraprayag,8,Jagdish Singh,IND,359,2017,58176,0.62
11,Rudraprayag,8,Devendra Prasad,UKD,237,2017,58176,0.41
12,Rudraprayag,8,Anil Rawat,IND,220,2017,58176,0.38
5,Rudraprayag,8,None Of The Above,NOTA,1266,2017,58176,2.18
1,Ghanshali,9,Shakti Lal Shah,BJP,22103,2017,44794,49.34
2,Ghanshali,9,Dhanilal Shah,IND,10450,2017,44794,23.33
3,Ghanshali,9,Bheem Lal Arya,INC,4963,2017,44794,11.08
4,Ghanshali,9,Prem Lal,IND,3062,2017,44794,6.84
5,Ghanshali,9,Makan Lal,URM,1458,2017,44794,3.25
7,Ghanshali,9,Kamal Das,IND,715,2017,44794,1.6
8,Ghanshali,9,Pingal Dass,BSP,653,2017,44794,1.46
9,Ghanshali,9,Siman Lal Arya,UKD,395,2017,44794,0.88
6,Ghanshali,9,None Of The Above,NOTA,995,2017,44794,2.22
1,Devprayag,10,Vinod Kandari,BJP,13824,2017,43541,31.75
2,Devprayag,10,Diwakar Bhatt,IND,10325,2017,43541,23.71
3,Devprayag,10,Mantri Prasad Naithani,INC,8742,2017,43541,20.08
4,Devprayag,10,Shoorbeer Singh Sajwan,IND,6681,2017,43541,15.34
5,Devprayag,10,Sameer Raturi,PP,728,2017,43541,1.67
6,Devprayag,10,Ganesh Bhatt,UKDD,702,2017,43541,1.61
7,Devprayag,10,Sundar Singh Rana,IND,547,2017,43541,1.26
8,Devprayag,10,Sitaram Ranakoti,SSP,454,2017,43541,1.04
9,Devprayag,10,Anil Bahuguna,IBP,319,2017,43541,0.73
10,Devprayag,10,Deena Devi,IND,309,2017,43541,0.71
12,Devprayag,10,Gauree Sanker,BSP,204,2017,43541,0.47
13,Devprayag,10,Jamuna Prasad Raiwani,SVP,171,2017,43541,0.39
14,Devprayag,10,Raju Maurya,UKD,156,2017,43541,0.36
15,Devprayag,10,Raghunandan Prasad Pandey,SHI,85,2017,43541,0.2
11,Devprayag,10,None Of The Above,NOTA,294,2017,43541,0.68
